Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
07/30/1999,382.334015,245.893994,230.024994,15.869,68.910004,,,15.019,3.552,2.186,9.281,,18.223,,,,,348.04599,25.016001,42.109001,-17.093,0.0,,9.272,0.0,,,9.272,34.288001,,22.405001,22.405001,,,,0.0,,,,,,35.99,,,35.99,58.395,0.068,0.0,0.068,0.068,,0.0,,,,,,0.0,0.068,58.463,0.0,254.507996,,,0.0,,69.362999,323.870995,0.0,323.870995,382.333995,
10/29/1999,434.303986,272.501003,220.828003,51.673,78.747002,,,17.542,3.239,4.066,10.237,,26.424,,,,,395.213989,27.08,47.122002,-20.042,0.0,,12.01,0.0,,,12.01,39.09,,27.358,27.358,,,,0.0,,,,,,41.280001,,,41.280001,68.638,0.052,0.0,0.052,0.052,,0.0,,,,,,0.0,0.052,68.69,0.0,280.393005,,,0.0,,85.221001,365.614006,0.0,365.614006,434.304007,
01/28/2000,493.915985,290.052002,231.416,58.636002,99.674004,,,20.878,7.741,4.253,8.884,0.0,36.824001,,,,,447.428009,33.646,53.111,-19.465,0.0,,12.842,0.0,,,12.842,46.488,,21.990999,21.990999,,,,0.0,,,,,,55.757002,,,55.757002,77.748001,0.055,0.0,0.055,0.055,,0.0,,,,,,0.0,0.055,77.803001,0.0,312.144012,,,0.0,,103.969002,416.113014,0.0,416.113014,493.916015,
04/30/2000,592.232971,353.491005,279.014008,74.476997,108.902,,,20.434,9.23,0.646,10.558,0.0,50.173,,,,,533.0,47.949001,66.622002,-18.673,0.0,,11.284,0.389,,,10.895,59.233002,,34.061001,34.061001,,,,0.0,,,,,,79.371998,,,79.371998,113.432999,0.054,0.0,0.054,0.054,,0.0,,,,,,0.0,0.054,113.486999,0.0,352.692993,,,0.0,,126.053001,478.745995,0.0,478.745995,592.232993,
07/28/2000,729.151978,436.951996,331.748993,105.203003,138.201004,,,22.865999,9.347,5.29,8.229,0.0,31.777,,,,,629.796021,65.787003,87.746002,-21.959,0.0,,33.569,23.909,,,9.66,99.356003,,49.966999,49.966999,,,,0.0,,,,,,98.064999,,,98.064999,148.031998,0.054,0.0,0.054,0.054,,0.0,,,,,,0.0,0.054,148.085998,0.0,437.231995,,,0.0,,143.834,581.065994,0.0,581.065994,729.151992,
10/27/2000,857.353027,448.074997,305.830994,142.244003,161.917007,,,22.867001,10.384,2.769,9.714,0.0,47.431999,,,,,680.291016,81.595001,107.610001,-26.014999,0.0,,95.467003,22.636,,,72.831003,177.062004,,58.522999,58.522999,,,,0.0,,,,,,146.952999,,,146.952999,205.475998,0.052,0.0,0.052,0.052,,0.0,,,,,,0.0,0.052,205.527998,0.0,480.860992,,,0.0,,170.964005,651.824997,0.0,651.824997,857.352995,
01/26/2001,1038.868042,336.761002,214.384003,122.376999,222.554993,,,37.117001,23.23,2.537,11.35,0.0,53.639999,,,,,650.072998,96.350998,,,0.0,,292.444,84.736,,,207.708,388.794998,,80.724998,80.724998,,,,0.0,,,,,,162.752998,,,162.752998,243.477997,0.049,0.0,0.049,0.049,,6.074,,,,,,6.074,6.123,249.600997,0.0,598.911987,,,0.0,,190.354996,789.266983,0.0,789.266983,1038.86798,
04/27/2001,1036.251953,364.025002,271.931,92.094002,186.955994,,,22.504,11.106,0.56,10.838,0.0,62.032001,,,,,635.517029,103.237999,144.022003,-40.784,0.0,,297.497009,79.510002,,,217.987007,400.735008,,64.891998,64.891998,,,,0.0,0.0,0.0,0.0,,,153.880997,,,153.880997,218.772995,0.149,0.0,0.149,0.149,,12.882,,,,,,12.882,13.031,231.803995,0.0,616.594971,,,0.0,,187.852997,804.447968,0.0,804.447968,1036.251962,
07/27/2001,1010.158997,368.665009,239.287003,129.378006,155.166,,,23.764,11.554,0.505,11.705,0.0,63.833,,,,,611.427979,100.789001,,,0.0,,297.941986,74.283997,,,223.657989,398.730987,,48.208,48.208,,,,0.0,0.0,0.0,0.0,,,126.232994,,,126.232994,174.440994,0.137,0.0,0.137,0.137,,16.771999,,,,,,16.771999,16.908999,191.349993,0.0,631.171021,,,0.0,,187.638,818.809021,0.0,818.809021,1010.159014,
10/26/2001,1035.776001,333.264999,177.759995,155.505005,172.328995,,,22.069,7.44,0.297,14.332,0.0,60.48,,,,,588.143005,101.031998,,,0.0,,346.601013,69.058998,,,277.542015,447.633011,,48.577,48.577,,,,0.0,0.0,0.0,0.0,,,151.488995,,,151.488995,200.065994,0.366,0.0,0.366,0.366,,20.392,,,,,,20.392,20.758,220.823994,0.0,633.995972,,,0.0,,180.955994,814.951965,0.0,814.951965,1035.77596,
01/25/2002,1056.376,403.584,215.485,188.099,139.026,139.026,,27.395,10.806,0.68,15.909,0.0,59.728,,,,,629.733,95.661,,,0.0,,330.982,63.832,,,267.15,426.643,,35.038,35.038,,,,0.0,0.0,0.0,0.0,,,157.784,,,157.784,192.822,0.33,0.0,0.33,0.33,,25.425,,,,,,25.425,25.755,218.577,0.0,650.343,,,0.0,199.892,-12.436,837.799,0.0,837.799,1056.376,
04/30/2002,1108.806,454.127,210.756,243.371,146.511,146.511,,23.849,,,,,54.641,,,,,679.128,345.195,,,,,84.483,58.615,,,25.868,429.678,,40.243,40.243,,,,0.0,0.0,0.0,0.0,,,175.317,,,175.317,215.56,3.734,0.0,3.734,3.734,,31.036,,,,,,31.036,34.77,250.33,0.0,,,,,,858.476,858.476,0.0,858.476,1108.806,
07/26/2002,1139.729004,478.841004,251.737,227.104004,140.386002,,,28.280001,16.732,0.22,11.328,0.0,57.098999,,,,,704.606018,349.204987,437.26001,-88.055,0.0,,85.917999,56.467999,49.422001,7.045998,29.45,435.122986,,40.784,40.784,,,,0.0,0.0,0.0,0.0,,,173.212994,,,173.212994,213.996994,3.617,0.0,3.617,3.617,,34.879002,,,,,,34.879002,38.496002,252.492996,0.0,667.486023,,,0.0,,219.75,887.236023,0.0,887.236023,1139.729019,
10/25/2002,1184.125977,500.840988,229.996994,270.843994,154.807999,,,31.679001,16.232,0.649,14.798,0.0,55.241001,,,,,742.56897,355.178986,455.377991,-100.198997,0.0,,86.377998,55.104,49.422001,5.681999,31.273998,441.556984,,46.198002,46.198002,,,,0.0,0.0,0.0,0.0,,,188.923992,,,188.923992,235.121994,3.495,0.0,3.495,3.495,,40.154999,,,,,,40.154999,43.649999,278.771993,0.0,668.117004,,,0.0,,237.237,905.354004,0.0,905.354004,1184.125997,
01/24/2003,1261.217,538.582,230.089,308.493,169.152,169.152,,37.421,17.66,1.544,18.217,0.0,52.732,,,,,797.887,358.046,,,0.0,,105.284,53.74,49.422,4.318,51.544,463.33,,38.115,38.115,,,,0.0,0.0,0.0,0.0,,,232.92,,,232.92,271.035,3.254,0.0,3.254,3.254,,47.219,,,,,,47.219,50.473,321.508,0.0,682.433,,,0.0,259.314,-2.038,939.709,0.0,939.709,1261.217,
04/30/2003,1319.172974,618.838013,284.161011,334.677002,151.636993,,,31.559,16.277,0.537,14.745,0.0,51.458,,,,,853.492004,362.862,485.682007,-122.82,0.0,,102.819,51.166,48.212002,2.953998,51.653,465.681,,39.599998,39.599998,,,,0.0,,,,,,225.415993,,,225.415993,265.015991,3.102,0.0,3.102,3.102,,63.698002,,,,,,63.698002,66.800002,331.815993,0.0,704.679016,,,0.0,,282.678009,987.357025,0.0,987.357025,1319.173018,
08/01/2003,1357.350952,650.104981,320.678986,329.425995,142.289993,,,36.694,18.573,0.069,18.052,0.0,52.131001,,,,,881.219971,363.677002,,,,,112.454002,58.667,48.212002,10.454998,53.787002,476.131004,,41.801998,41.801998,,,,0.0,0.0,0.0,0.0,,,218.827,,,218.827,260.628998,3.254,0.0,3.254,3.254,,79.035004,,,,,,79.035004,82.289004,342.918002,0.0,740.612976,,,0.0,311.209991,-37.389984,1014.432983,0.0,1014.432983,1357.350985,
10/31/2003,1443.858032,722.095001,315.059998,407.035004,160.860992,,,36.831001,15.992,1.818,19.021,0.0,51.907001,,,,,971.69397,361.954987,,,0.0,,110.209,56.853001,48.212002,8.640999,53.355999,472.163986,,41.054001,41.054001,,,,0.0,0.0,0.0,0.0,,,229.32399,,,229.32399,270.377991,4.781,0.0,4.781,4.781,,83.483002,,,,,,83.483002,88.264002,358.641993,0.0,771.961975,,,0.0,359.622986,-46.368988,1085.215973,0.0,1085.215973,1443.857965,
01/30/2004,1567.315,778.104,263.644,514.46,194.274,194.274,,38.704,18.441,0.717,19.546,0.0,70.426,,,,,1081.508,366.749,,,0.0,,119.058,56.175,48.212,7.963,62.883,485.807,,43.0,43.0,,,,0.0,0.0,0.0,0.0,,,247.298,,,247.298,290.298,4.453,0.0,4.453,4.453,,94.534,,,,,,94.534,98.987,389.285,0.0,825.854,,,-44.862,399.775,-2.737,1178.03,0.0,1178.03,1567.315,
04/30/2004,1877.265991,807.964981,241.149002,566.815979,193.942001,,,34.109001,13.296,0.624,20.188999,0.0,53.220001,,,,,1089.235962,370.71701,543.853027,-173.136002,0.0,,417.312988,323.533997,291.81601,31.717987,93.778991,788.029998,,52.719002,52.719002,,,,0.0,,,,,,291.50399,,,291.50399,344.222992,4.858,0.0,4.858,4.858,,112.336998,,,,,,112.336998,117.194998,461.41799,0.0,1138.521973,,,0.0,436.223999,-158.89801,1415.847962,0.0,1415.847962,1877.265952,
07/30/2004,1921.089966,826.640884,228.044998,598.595886,199.746002,,,34.709999,13.156,1.111,20.443001,0.0,64.009003,,,,,1125.109985,392.588013,578.973999,-186.386002,0.0,,403.393005,320.751007,291.81601,28.934998,82.641998,795.981018,,51.691002,51.691002,,,,0.0,0.0,0.0,0.0,,,295.613991,,,295.613991,347.304993,4.787,4.787,0.0,0.0,,126.355003,,,,,,126.355003,131.142004,478.446996,0.0,1166.949951,,,0.0,483.085999,-207.393005,1442.642944,0.0,1442.642944,1921.089941,
10/29/2004,2032.290039,921.734009,257.343994,664.390015,219.276001,,,35.351002,10.607,0.595,24.149,0.0,56.451,,,,,1232.810059,398.306,593.067017,-194.761002,0.0,,401.173004,317.96701,291.81601,26.151001,83.205994,799.479004,,57.772999,57.772999,,,,0.0,0.0,0.0,0.0,,,331.755993,,,331.755993,389.528992,4.771,4.771,0.0,0.0,,139.591003,,,,,,139.591003,144.362003,533.890995,0.0,1199.75,,,0.0,538.414978,-239.763977,1498.401001,0.0,1498.401001,2032.291996,
01/28/2005,2243.766,1106.434,181.373,925.061,234.339,234.339,,38.024,14.767,0.67,22.587,,70.024,,,,,1448.821,405.907,610.334,-204.427,,,389.038,315.183,291.816,23.367,73.855,794.945,,68.501,68.501,,,,0.0,,,,,,380.87,,,380.87,449.371,4.525,0.0,4.525,4.525,,161.34,,,,,,161.34,165.865,615.236,,1320.749,,,-269.165,598.542,-21.596,1628.53,,1628.53,2243.766,
04/30/2005,2372.647,1169.965,193.542,976.423,296.885,296.885,,38.983,15.784,0.686,22.513,0.0,70.056,,,,,1575.889,418.749,626.016,-207.267,0.0,,378.009,313.264,291.816,21.448,64.745,796.758,,83.572,83.572,,,,0.0,0.0,0.0,0.0,,,436.617,,,436.617,520.189,,0.0,0.0,0.0,,187.18,,,,,,187.18,187.18,707.369,0.0,1347.733,,,-329.075,661.978,-19.832,1660.804,0.0,1660.804,2368.173,
07/29/2005,2396.663,1214.738,231.585,983.153,239.015,239.015,,40.343,18.642,1.063,20.638,,68.221,,,,,1562.317,443.76,,,0.0,,390.586,321.643,297.661,23.982,68.943,834.346,,80.579,80.579,,,,0.0,0.0,0.0,0.0,,,415.209,,,415.209,495.788,0.0,0.0,0.0,0.0,,210.045,,,,,,210.045,210.045,705.833,0.0,1419.36,,,-424.618,722.098,-26.01,1690.83,0.0,1690.83,2396.663,
10/28/2005,2650.471,1109.599,221.713,887.886,325.855,325.855,,44.111,18.478,1.166,24.467,0.0,66.002,,,,,1545.567,465.587,,,0.0,,639.317,578.824,491.089,87.735,60.493,1104.904,,93.37,93.37,,,,0.0,0.0,0.0,0.0,,,482.5,,,482.5,575.87,0.0,0.0,0.0,0.0,,230.988,,,,,,230.988,230.988,806.858,0.0,1668.44,,,-573.639,792.816,-44.004,1843.613,0.0,1843.613,2650.471,
01/27/2006,2769.95,1140.944,188.125,952.819,367.49,367.49,,64.072,30.029,0.0,34.043,,71.312,,,,,1643.818,492.793,,,,,633.339,573.522,491.089,82.433,59.817,1126.132,,99.72,99.72,,,,0.0,,,,,,555.027,,,555.027,654.747,3.427,0.0,3.427,3.427,,256.528,,,,,,256.528,259.955,914.702,0.0,1744.281,,,-719.222,869.209,-39.02,1855.248,0.0,1855.248,2769.95,
04/30/2006,3260.965,1322.892,461.256,861.636,415.295,415.295,,64.452,17.231,0.744,46.477,0.0,230.571,,,,,2033.21,513.193,758.607,-245.414,0.0,,714.562,562.586,487.535,75.051,151.976,1227.755,,101.278,101.278,,,,166.211,166.211,0.0,0.0,,,649.674,,,649.674,917.163,133.789,133.789,0.0,0.0,,286.56,,,,,,286.56,420.349,1337.512,0.0,1873.37,,,-817.983,928.43,-60.364,1923.453,0.0,1923.453,3260.965,
07/28/2006,3180.669,1272.38,442.329,830.051,376.92,376.92,,56.242,12.744,2.575,40.923,0.0,224.777,,,,,1930.319,533.121,,,0.0,,717.229,557.404,487.535,69.869,159.825,1250.35,,99.927,99.927,,,,163.354,163.354,0.0,0.0,,,623.227,,,623.227,886.508,108.78,108.78,0.0,0.0,,314.554,,,,,,314.554,423.334,1309.842,0.0,1933.448,,,-1037.983,983.1,-7.738,1870.827,0.0,1870.827,3180.669,
10/27/2006,3320.208,1379.406,523.338,856.068,399.657,399.657,,56.778,17.721,0.174,38.883,0.0,214.696,,,,,2050.537,555.815,,,0.0,,713.856,551.042,486.355,64.687,162.814,1269.671,,109.392,109.392,,,,122.918,122.918,0.0,0.0,,,701.963,,,701.963,934.273,70.51,70.51,0.0,0.0,,352.873,,,,,,352.873,423.383,1357.656,0.0,2077.213,,,-1181.89,1070.03,-2.801,1962.552,0.0,1962.552,3320.208,
01/26/2007,3493.289,1295.31,490.216,805.094,438.818,438.818,,61.474,22.812,0.972,37.69,,237.822,,,,,2033.424,586.578,,,,,873.287,691.312,601.318,89.994,181.975,1459.865,,124.262,124.262,,,,123.951,,,,,,824.818,,,824.818,1073.031,27.18,,,,,418.209,,,,,,418.209,445.389,1518.42,0.0,2262.847,,,-1423.69,1136.544,-0.832,1974.869,0.0,1974.869,3493.289,
04/27/2007,3658.478,1308.781,489.079,819.702,591.324,591.324,,54.88,19.429,0.005,35.446,0.0,285.818,,,,,2240.803,603.523,904.746,-301.223,0.0,,814.152,684.065,601.056,83.009,130.087,1417.675,,144.112,144.112,,,,85.11,85.11,0.0,0.0,,,958.325,,,958.325,1187.547,0.0,0.0,0.0,0.0,,481.91,,,,,,481.91,481.91,1669.457,0.0,2381.045,,,-1623.691,1226.165,5.502,1989.021,0.0,1989.021,3658.478,
07/27/2007,3555.424,1330.26,623.99,706.27,403.159,403.159,,58.019,18.096,1.28,38.643,0.0,297.412,,,,,2088.85,629.124,,,0.0,,837.45,677.171,601.056,76.115,160.279,1466.574,,136.077,136.077,,,,69.15,,,,,,866.804,,,866.804,1072.031,0.0,,,,,556.258,,,,,,556.258,556.258,1628.289,0.0,2479.487,,,-1823.691,1260.502,10.837,1927.135,0.0,1927.135,3555.424,
10/26/2007,3558.014,983.077,625.707,357.37,427.854,427.854,,62.69,10.192,0.009,52.489,0.0,295.042,,,,,1768.663,646.157,,,0.0,,1143.194,670.377,601.056,69.321,472.817,1789.351,,119.099,119.099,,,,47.77,,,,,,962.759,,,962.759,1129.628,250.0,,,,,590.55,,,,,,590.55,840.55,1970.178,0.0,2563.439,,,-2323.664,1344.26,3.801,1587.836,0.0,1587.836,3558.014,
01/25/2008,3779.426,1127.591,776.359,351.232,462.769,462.769,,60.102,7.814,0.464,51.824,0.0,266.222,,,,,1916.684,661.128,,,0.0,,1201.614,663.422,600.845,62.577,538.192,1862.742,,119.867,119.867,,,,28.79,,,,,,1075.825,,,1075.825,1224.482,250.0,,,,,644.411,,,,,,644.411,894.411,2118.893,0.0,2673.853,,,-2467.942,1446.082,8.54,1660.533,0.0,1660.533,3779.426,
04/25/2008,4070.988,1164.39,936.479,227.911,582.11,582.11,,70.222,7.665,0.271,62.286,0.0,250.711,,,,,2067.433,693.792,1096.835,-403.043,331.105,,978.658,770.129,680.054,90.075,208.529,2003.555,,178.233,178.233,,,,0.0,0.0,0.0,0.0,,,1235.869,,,1235.869,1414.102,172.6,172.6,0.0,0.0,,783.947,,,,,,783.947,956.547,2370.649,0.0,2691.058,,,-2527.395,1535.903,0.773,1700.339,0.0,1700.339,4070.988,
07/25/2008,4982.561,2121.651,1702.395,419.256,432.51,432.51,0.0,63.477,8.315,0.157,55.005,0.0,247.255,,,350.224,121.005,2864.893,720.661,,,0.0,,1397.007,761.776,680.054,81.722,285.007,2117.668,,440.275,146.158,3.815,,290.302,0.0,0.0,,,,,914.033,650.797,,0.0,1354.308,1395.765,1395.765,,,,796.491,,,,,,145.694,2192.256,3546.564,0.0,2791.01,0.431,2790.579,-2927.376,1573.575,-1.212,1435.997,0.0,1435.997,4982.561,
10/24/2008,5078.386,2298.518,1171.029,1127.489,362.317,362.317,0.0,78.214,14.915,0.235,63.064,0.0,307.01,,,348.921,141.158,3046.059,717.849,,,0.0,,1314.478,753.725,680.054,73.671,211.832,2032.327,,477.27,156.842,5.559,,314.869,0.0,0.0,,,,,919.91,657.714,,0.0,1397.18,1330.349,1330.349,,,,811.323,,,,,,153.609,2141.672,3538.852,0.0,2854.258,0.432,2853.826,-2927.376,1622.756,-10.104,1539.534,0.0,1539.534,5078.386,
01/23/2009,5189.74,2460.869,1708.2,752.669,344.437,344.437,0.0,82.159,16.725,0.071,65.363,0.0,274.547,,,391.634,120.646,3162.012,705.153,,,0.0,,1322.575,731.549,680.054,51.495,199.392,2027.728,,474.249,122.924,6.389,,344.936,0.0,0.0,,,,,1088.729,668.682,,128.0,1562.978,1265.0,1265.0,,,,834.369,,,,,,165.687,2099.369,3662.347,0.0,2910.131,0.435,2909.696,-2927.376,1547.364,-2.726,1527.393,0.0,1527.393,5189.74,
04/24/2009,5384.4,2604.3,1494.2,1110.1,446.5,446.5,0.0,61.1,5.0,0.1,56.0,0.0,326.9,,0.0,127.3,319.706,3438.8,807.9,1308.4,-500.5,0.0,,1137.7,726.7,681.0,45.7,283.7,1945.6,,338.716,137.8,0.0,0.0,200.916,0.0,0.0,0.0,0.0,,,1340.584,701.6,0.0,323.7,1679.3,1054.7,1054.7,0.0,0.0,,866.2,0.0,0.0,0.0,0.0,14.6,150.0,1920.9,3600.2,0.0,3116.3,0.4,3115.9,-2927.4,1600.5,-5.2,1784.2,0.0,1784.2,5384.4,
07/31/2009,5314.892,2662.797,1784.388,878.409,331.661,331.661,0.0,61.655,5.156,0.078,56.421,0.0,277.594,,,335.295,110.969,3333.707,796.266,,,128.502,128.502,1056.417,721.122,680.986,40.136,0.0,1981.185,,435.995,122.187,2.073,,311.735,0.0,0.0,,,,,1023.727,685.771,,0.0,1459.722,1066.77,1066.77,,,,839.267,,,,,,153.496,1906.037,3365.759,0.0,3220.85,0.44,3220.41,-2927.376,1652.155,3.504,1949.133,0.0,1949.133,5314.892,
