Date,Net Revenue,Net Interest Income,Total Interest Income,Interest Income,Investment Income,Total Interest Expense,Total Non-Interest Income,Trading Securities G/L,Trading Account Profits/Losses,Investments & Loans Income (Loss),Other Income (Loss),Commissions & Fees Earned,Other Operating Income (Losses),Provision for Loan Losses,Net Revenue after Provisions,Total Non-Interest Expense,Commissions & Fees Paid,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,(Income) Loss from Affiliates,Other Non-Operating (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,Extraordinary & Accounting Items,Income (Loss) incl. Minority Interest,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/2014,409.0,241.0,322.0,322.0,,-81.0,168.0,7.0,0.0,7.0,0.0,151.0,10.0,-12.0,397.0,-284.0,23.0,261.0,113.0,-1.0,1.0,0.0,112.0,-43.0,69.0,0.0,0.0,0.0,69.0,0.0,69.0,0.0,0.0,69.0,69.0,2.65,288.705,0.24,0.24,0.248177,293.826,0.24,0.24,0.248177,
09/30/2014,411.0,236.0,315.0,315.0,,-79.0,175.0,8.0,0.0,8.0,0.0,157.0,10.0,-10.0,401.0,-277.0,21.0,256.0,124.0,1.0,,-1.0,125.0,-39.0,86.0,0.0,0.0,0.0,86.0,0.0,86.0,0.0,0.0,86.0,86.0,1.3,288.843,0.3,0.3,0.30224,294.119,0.29,0.29,0.29442,
12/31/2014,434.0,252.0,326.0,326.0,,-74.0,182.0,6.0,0.0,6.0,0.0,167.0,9.0,-10.0,424.0,-353.0,22.0,331.0,71.0,0.0,,0.0,71.0,-30.0,41.0,0.0,0.0,0.0,41.0,0.0,41.0,0.0,0.0,41.0,41.0,28.65,289.209,0.14,0.14,0.240829,294.364,0.14,0.14,0.237328,
03/31/2015,441.0,250.0,316.0,316.0,,-66.0,191.0,15.0,0.0,15.0,0.0,166.0,10.0,-5.0,436.0,-373.0,24.0,349.0,63.0,0.0,,0.0,63.0,-23.0,40.0,0.0,0.0,0.0,40.0,0.0,40.0,0.0,0.0,40.0,40.0,50.05,289.741,0.14,0.14,0.310795,294.722,0.14,0.14,0.309821,
06/30/2015,429.0,252.0,310.0,310.0,,-58.0,177.0,10.0,0.0,10.0,0.0,158.0,9.0,-3.0,426.0,-309.0,25.0,284.0,117.0,0.0,,0.0,117.0,175.0,292.0,0.0,0.0,0.0,292.0,0.0,292.0,0.0,0.0,292.0,292.0,-218.7,290.086,1.01,1.01,0.252684,294.936,0.99,0.99,0.248483,
09/30/2015,61.0,249.0,297.0,297.0,,-48.0,-188.0,-358.0,0.0,-358.0,0.0,160.0,10.0,25.0,86.0,-332.0,23.0,309.0,-246.0,0.0,,0.0,-246.0,93.0,-153.0,0.0,0.0,0.0,-153.0,0.0,-153.0,0.0,0.0,-153.0,-153.0,26.65,290.48,-0.53,-0.53,-0.43497,290.48,-0.53,-0.53,-0.438255,
12/31/2015,439.0,270.0,292.0,292.0,,-22.0,169.0,9.0,0.0,9.0,0.0,150.0,10.0,23.0,462.0,-305.0,23.0,282.0,157.0,0.0,,0.0,157.0,-68.0,89.0,0.0,0.0,0.0,89.0,0.0,89.0,0.0,0.0,89.0,89.0,5.85,292.713,0.31,0.31,0.324038,294.947,0.3,0.3,0.319834,
03/31/2016,472.0,287.0,308.0,308.0,,-21.0,185.0,10.0,0.0,10.0,0.0,165.0,10.0,34.0,506.0,-312.0,24.0,288.0,194.0,0.0,,0.0,194.0,-41.0,153.0,0.0,0.0,0.0,153.0,0.0,153.0,0.0,0.0,153.0,153.0,-29.7,285.274,0.54,0.54,0.432216,286.68,0.53,0.53,0.4264,
06/30/2016,474.0,286.0,,,,-20.0,188.0,10.0,0.0,10.0,0.0,168.0,10.0,35.0,509.0,-295.0,25.0,270.0,214.0,0.0,,0.0,214.0,-81.0,133.0,0.0,0.0,0.0,133.0,0.0,133.0,0.0,0.0,133.0,133.0,0.65,277.013,0.48,0.48,0.482468,277.978,0.48,0.48,0.482338,
09/30/2016,486.0,287.0,309.0,309.0,,-22.0,199.0,14.0,0.0,14.0,0.0,175.0,10.0,62.0,548.0,-323.0,26.0,297.0,225.0,0.0,,0.0,225.0,-86.0,139.0,0.0,0.0,0.0,139.0,0.0,139.0,0.0,0.0,139.0,139.0,11.7,274.362,0.51,0.51,0.549274,275.472,0.51,0.51,0.549274,
12/31/2016,509.0,288.0,310.0,310.0,,-22.0,221.0,8.0,0.0,8.0,0.0,202.0,11.0,18.0,527.0,-322.0,30.0,292.0,205.0,0.0,,0.0,205.0,-78.0,127.0,0.0,0.0,0.0,127.0,0.0,127.0,0.0,0.0,127.0,127.0,4.55,274.585,0.46,0.46,0.479087,275.84,0.46,0.46,0.476495,
03/31/2017,553.0,319.0,341.0,341.0,,-22.0,234.0,10.0,0.0,10.0,0.0,213.0,11.0,14.0,567.0,-342.0,32.0,310.0,225.0,0.0,,0.0,225.0,-80.0,145.0,0.0,0.0,0.0,145.0,0.0,145.0,-13.0,0.0,132.0,132.0,2.6,274.876,0.48,0.48,0.489675,276.277,0.48,0.48,0.489411,
06/30/2017,577.0,356.0,378.0,378.0,,-22.0,221.0,7.0,0.0,7.0,0.0,203.0,11.0,99.0,676.0,-359.0,33.0,326.0,317.0,0.0,,0.0,317.0,-124.0,193.0,0.0,0.0,0.0,193.0,0.0,193.0,0.0,0.0,193.0,193.0,2.6,275.41,0.7,0.7,0.710214,276.272,0.7,0.7,0.709411,
09/30/2017,599.0,391.0,413.0,413.0,,-22.0,208.0,6.0,0.0,6.0,0.0,192.0,10.0,29.0,628.0,-405.0,29.0,376.0,223.0,0.0,,0.0,223.0,-76.0,147.0,0.0,0.0,0.0,147.0,0.0,147.0,-12.0,0.0,135.0,135.0,40.3,273.441,0.49,0.49,0.641089,274.594,0.49,0.49,0.636762,
12/31/2017,637.0,419.0,439.0,439.0,,-20.0,218.0,5.0,0.0,5.0,0.0,202.0,11.0,26.0,663.0,-364.0,30.0,334.0,299.0,0.0,,0.0,299.0,-170.0,129.0,0.0,0.0,0.0,129.0,0.0,129.0,0.0,0.0,129.0,129.0,102.2,269.111,0.48,0.48,0.859125,270.347,0.48,0.48,0.858033,
03/31/2018,708.0,445.0,468.0,468.0,,-23.0,263.0,10.0,0.0,10.0,0.0,242.0,11.0,21.0,729.0,-395.0,36.0,359.0,334.0,0.0,,0.0,334.0,-87.0,247.0,0.0,0.0,0.0,247.0,0.0,247.0,-12.0,0.0,235.0,235.0,0.0,266.558,0.88,0.88,0.88,267.699,0.88,0.88,0.88,
06/30/2018,710.0,453.0,489.0,489.0,,-36.0,257.0,15.0,0.0,15.0,0.0,231.0,11.0,19.0,729.0,-384.0,30.0,354.0,345.0,0.0,,0.0,345.0,-95.0,250.0,0.0,0.0,0.0,250.0,0.0,250.0,0.0,0.0,250.0,250.0,1.58,263.809,0.95,0.95,0.953644,264.929,0.95,0.95,0.953644,
09/30/2018,720.0,466.0,514.0,514.0,,-48.0,254.0,17.0,0.0,17.0,0.0,225.0,12.0,34.0,754.0,-380.0,28.0,352.0,374.0,0.0,,0.0,374.0,-89.0,285.0,0.0,0.0,0.0,285.0,0.0,285.0,-24.0,0.0,261.0,261.0,6.32,259.498,1.01,1.01,1.030143,260.661,1.0,1.0,1.024246,
12/31/2018,735.0,482.0,538.0,538.0,,-56.0,253.0,11.0,0.0,11.0,0.0,231.0,11.0,12.0,747.0,-382.0,32.0,350.0,365.0,0.0,,0.0,365.0,-95.0,270.0,0.0,0.0,0.0,270.0,0.0,270.0,0.0,0.0,270.0,270.0,52.14,252.61,1.07,1.07,1.275246,253.463,1.06,1.06,1.26571,
03/31/2019,555.0,555.0,555.0,555.0,,,11.0,11.0,,,,,,12.0,567.0,-345.0,,345.0,392.0,0.0,,0.0,392.0,-102.0,290.0,0.0,0.0,0.0,290.0,0.0,290.0,-20.0,0.0,270.0,270.0,0.0,246.252,1.1,1.1,1.1,246.934,1.09,1.09,1.09,
06/30/2019,685.0,490.0,560.0,560.0,,-70.0,195.0,-64.0,0.0,-64.0,0.0,247.0,12.0,8.0,693.0,-398.0,32.0,366.0,295.0,0.0,,0.0,295.0,-76.0,219.0,0.0,0.0,0.0,219.0,0.0,219.0,0.0,0.0,219.0,219.0,0.0,243.007,0.9,0.9,0.9,243.465,0.9,0.9,0.9,
09/30/2019,767.0,455.0,521.0,521.0,,-66.0,312.0,16.0,0.0,16.0,0.0,285.0,11.0,12.0,779.0,-399.0,36.0,363.0,380.0,0.0,,0.0,380.0,-106.0,274.0,0.0,0.0,0.0,274.0,0.0,274.0,-20.0,0.0,254.0,254.0,1.58,235.829,1.08,1.08,1.083751,236.313,1.08,1.08,1.083751,
12/31/2019,679.0,415.0,475.0,475.0,,-60.0,264.0,14.0,0.0,14.0,0.0,237.0,13.0,19.0,698.0,-446.0,35.0,411.0,252.0,0.0,,0.0,252.0,-80.0,172.0,0.0,0.0,0.0,172.0,0.0,172.0,0.0,0.0,172.0,172.0,32.0,224.712,0.76,0.76,0.907829,225.211,0.76,0.76,0.902089,
03/31/2020,707.0,400.0,443.0,443.0,,-43.0,307.0,20.0,0.0,20.0,0.0,274.0,13.0,-6.0,701.0,-445.0,44.0,401.0,256.0,0.0,,0.0,256.0,-75.0,181.0,0.0,0.0,0.0,181.0,0.0,181.0,-20.0,0.0,161.0,161.0,19.0,222.295,0.73,0.73,0.809735,222.742,0.72,0.72,0.8053,
06/30/2020,716.0,388.0,409.0,409.0,,-21.0,328.0,23.0,0.0,23.0,0.0,294.0,11.0,1.0,717.0,-453.0,47.0,406.0,264.0,0.0,,0.0,264.0,-68.0,196.0,0.0,0.0,0.0,196.0,0.0,196.0,0.0,0.0,196.0,196.0,1.58,221.438,0.89,0.89,0.892259,221.693,0.88,0.88,0.887127,
09/30/2020,678.643,,,,,,,,,,,,,,,,,,256.4,,,,245.8,,163.636,,,,,,163.636,,,163.636,163.636,,,0.719,0.719,0.718,,0.719,0.719,0.718,
12/31/2020,651.571,,,,,,,,,,,,,,,,,,222.4,,,,219.0,,161.545,,,,,,161.545,,,161.545,161.545,,,0.724,0.724,0.739,,0.724,0.724,0.739,
