Date,Revenue,Revenue From Electric,Regulated Electric Revenue,Unregulated Electric Revenue,Other Electric Revenue,Revenue from Gas,Regulated Gas Revenue,Unregulated Gas Revenue,Revenue from Water,Other Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Purchased Gas Cost,Purchased Water Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Total Interest Income,AFUDC - Equity,Interest Income,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2000,603.192,480.763,,,,41.369,,,,81.06,-188.818,166.158,80.605,85.553,22.66,,,,414.374,-274.353,,79.625,26.206,168.522,140.021,296.601,,,,,42.854,45.04,-2.186,0.0,-339.455,436.622,-175.403,261.219,-16.708,,,277.927,0.0,277.927,-1.679,,276.248,276.248,,158.008,1.75,1.645,0.465,158.32,1.745,1.64,0.465,
12/31/2000,703.784,399.808,,,,188.792,,,,115.184,-288.851,146.759,74.631,72.128,142.092,,,,414.933,-322.455,,88.828,25.575,208.052,92.478,-11.622,,,,,6.669,6.669,0.0,0.0,4.953,80.856,-24.937,55.919,0.0,,,55.919,0.0,55.919,-1.678,,54.241,54.241,,158.332,0.385,0.385,0.385,158.332,0.385,0.385,0.385,
03/31/2001,805.6,411.943,,,,289.818,,,0.0,103.839,-412.175,173.917,75.184,98.733,238.258,,,,393.425,-324.025,,84.622,28.444,210.959,69.4,-36.956,,,,,47.442,49.744,-2.302,0.0,-10.486,32.444,-12.164,20.28,9.4,,,10.88,0.0,10.88,-1.68,0.0,9.2,9.2,,158.396,0.06,0.115,0.115,158.396,0.06,0.115,0.115,
06/30/2001,571.0,435.487,,,,63.432,,,0.0,72.081,-231.142,189.076,77.962,111.114,42.066,,,,339.858,-285.558,,86.154,29.541,169.863,54.3,-24.938,,,0.0,,44.417,47.587,-3.17,0.0,-19.479,29.362,-19.082,10.28,-29.1,,,39.38,0.0,39.38,-1.68,0.0,37.7,37.7,,158.35,0.24,0.055,0.16,158.35,0.24,0.055,0.16,
09/30/2001,631.1,519.851,,,,42.979,,,,68.27,-226.731,203.071,94.894,108.177,23.66,,,,404.369,-279.169,,85.502,25.643,168.024,125.2,-36.391,,,,,42.796,46.169,-3.373,0.0,-6.405,88.809,-33.929,54.88,-16.1,,,70.98,0.0,70.98,-1.68,0.0,69.3,69.3,,158.48,0.435,0.335,0.45,158.7,0.435,0.335,0.45,
12/31/2001,646.521,389.275,,,,91.648,,,,165.598,-204.718,147.791,62.649,85.142,56.927,,,,441.803,-362.799,,77.871,27.04,257.888,79.004,-23.801,,,,,44.673,46.972,-2.299,0.0,-20.872,55.203,-0.131,55.072,0.0,,,55.072,0.0,55.072,-1.68,0.0,53.392,53.392,,168.758,0.33,0.33,0.33,169.642,0.33,0.33,0.33,
03/31/2002,571.436,370.762,,,,128.241,,,0.0,72.433,-218.703,134.947,62.61,72.337,83.756,,,,352.733,-288.869,,75.682,27.788,185.399,63.864,-67.032,,,0.0,,42.833,44.487,-1.654,0.0,24.199,-3.168,-2.941,-6.109,-17.534,,,11.425,0.0,11.425,-1.682,,9.743,9.743,,180.108,0.055,-0.045,0.025,180.108,0.055,-0.045,0.025,
06/30/2002,544.46,412.65,,,,65.366,,,0.0,66.444,-205.363,166.644,75.148,91.496,38.719,,,,339.097,-278.696,,70.566,25.194,182.936,60.401,-60.361,,,0.0,,44.34,46.036,-1.696,0.0,16.021,0.04,-3.866,-3.826,-11.823,,,7.997,0.0,7.997,-1.682,0.0,6.315,6.315,,180.94,0.035,-0.035,0.03,181.106,0.035,-0.035,0.03,
09/30/2002,659.427,546.885,,,,44.594,,,0.0,67.948,-244.571,217.654,92.501,125.153,26.917,,,,414.856,-282.437,,71.58,26.494,184.363,132.419,-56.394,,,0.0,,44.262,46.203,-1.941,0.0,12.132,76.025,-27.767,48.258,1.926,,,46.332,0.0,46.332,-1.602,,44.73,44.73,,182.364,0.245,0.255,0.295,182.516,0.245,0.255,0.295,
12/31/2002,711.267,422.237,,,,155.785,,,,133.245,-232.17,421.554,421.554,,99.602,,,,479.097,-382.59,,64.27,24.389,293.931,96.507,-39.547,,,,,43.61,46.015,-2.405,,-4.063,129.857,-7.827,49.133,8.006,,,114.024,,41.127,,0.0,41.127,41.127,,183.764,0.223803,0.26737,0.26737,183.942,0.223587,0.223587,0.223587,
03/31/2003,908.23,443.025,,,,257.881,,,,207.324,-384.564,196.239,196.239,,188.325,,,,523.666,-446.723,,77.878,26.076,342.769,76.943,-49.97,,,0.0,,50.504,54.365,-3.861,,-4.788,26.973,-8.176,18.797,15.117,,,3.68,,3.68,-4.158,0.0,-0.478,-0.478,,185.022,-0.005,0.08,0.08,185.076,-0.005,0.08,0.08,
06/30/2003,646.292,444.108,,,,76.392,,,0.0,125.792,-225.025,175.281,87.228,88.053,49.744,,,,421.267,-364.325,,77.985,20.785,265.555,56.942,-35.028,,,0.0,,51.626,56.198,-4.572,0.0,-7.361,21.914,-6.217,15.697,-20.425,,,36.122,,36.122,-3.968,0.0,32.154,32.154,,186.044,0.175,0.065,0.065,186.044,0.175,0.065,0.065,
09/30/2003,743.645,580.054,,,,62.254,,,0.0,101.337,-235.408,195.534,195.534,,39.874,,,,508.237,-343.969,,78.066,21.173,244.73,164.268,-33.994,,,0.0,,44.058,49.939,-5.881,0.0,-10.064,130.274,-41.611,88.663,-18.656,,,107.319,0.0,107.319,-4.087,,103.232,103.232,,218.442,0.475,0.39,0.39,218.866,0.47,0.39,0.39,
12/31/2003,581.073,449.913,,,,170.373,,,,-39.213,-276.212,375.423,375.423,,118.157,,,,304.861,-203.212,,64.377,21.266,117.569,101.649,-55.91,,,,,39.463,45.849,-6.386,,16.447,45.739,-12.896,32.843,-3.536,,,36.379,,36.379,,0.0,36.379,36.379,,222.366,0.1636,0.147698,0.147698,222.366,0.1636,0.147698,0.147698,
03/31/2004,810.0,467.9,,,,248.9,,,0.0,93.2,-382.8,198.1,198.1,,184.7,,,,427.2,-354.4,,82.6,26.2,240.9,72.8,-21.8,,,0.0,,36.3,43.4,-7.1,,2.1,51.0,-14.7,36.3,2.2,,,34.1,0.0,34.1,,0.0,34.1,34.1,,222.306,0.155,0.165,0.165,223.158,0.155,0.165,0.165,
06/30/2004,662.138,468.634,,,,78.948,,,0.0,114.556,-220.646,172.282,172.282,,48.364,,,,441.492,-361.074,,83.034,25.686,252.354,80.418,-76.978,,,0.0,7.1,38.128,43.884,-5.756,0.0,45.95,3.44,-11.845,-8.405,0.0,,,-8.405,0.0,-13.1,-4.678,0.0,-17.778,-17.778,,224.158,-0.06,-0.06,0.12,224.158,-0.06,-0.06,0.12,
09/30/2004,693.6,583.3,,,,54.2,,,,56.1,-224.2,195.2,195.2,,29.0,,,,469.4,-303.0,,79.2,24.0,199.8,166.4,-36.1,,,3.2,8.6,45.5,45.5,,,2.4,130.3,-37.9,92.4,10.6,,,81.8,,81.8,,0.0,81.8,81.8,,228.492,0.36,0.405,0.41,229.406,0.355,0.4,0.405,
12/31/2004,520.984,489.233,,,,187.793,,,,-156.042,-316.756,181.924,181.924,,134.832,,,,204.228,-120.429,,67.308,24.132,28.989,83.799,41.907,,,13.2,,41.077,43.6,-2.523,,-69.784,125.706,-29.769,95.937,67.248,,,28.689,,28.689,,0.0,28.689,28.689,,232.886,0.123189,0.41195,0.41195,232.886,0.123189,0.41195,0.41195,
03/31/2005,798.8,498.8,,,,245.3,,,0.0,54.7,-388.4,209.3,209.3,0.0,179.1,,,,410.4,-323.0,,80.1,26.4,216.5,87.4,-46.4,,,0.0,,41.4,44.0,-2.6,0.0,5.0,41.0,-9.6,31.4,24.3,,,7.1,0.0,7.1,-4.7,0.0,2.4,2.4,,232.064,0.01,0.115,0.155,232.738,0.01,0.115,0.155,
06/30/2005,699.8,541.3,,,,92.3,,,,66.2,-300.6,242.8,242.8,,57.8,,,,399.2,-316.0,,81.2,23.3,211.5,83.2,-112.5,,,,,41.4,44.2,-2.8,,71.1,-29.3,25.3,-4.0,50.0,,,-54.0,,-54.0,-4.7,,-58.7,-58.7,,232.566,-0.25,0.035,0.275,232.566,-0.25,0.035,0.275,
