Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Tax Allowance/Credit,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2016,1271.0,1087.0,184.0,-1022.0,636.0,386.0,249.0,0.0,-262.0,82.0,82.0,180.0,-13.0,-43.0,45.0,50.0,-5.0,,-2.0,-56.0,78.0,-22.0,-56.0,,22.0,0.0,0.0,0.0,22.0,,22.0,0.0,0.0,22.0,80.35,58.35,170.0,0.13,0.13,0.472647,170.0,0.13,0.13,0.472647,
12/31/2016,1239.0,1083.0,156.0,-890.0,533.0,357.0,349.0,0.0,-400.0,89.0,89.0,311.0,-51.0,-34.0,38.0,46.0,-8.0,,-4.0,-85.0,41.0,,,,-44.0,0.0,0.0,0.0,-44.0,,-44.0,0.0,0.0,-44.0,85.65,129.65,170.0,-0.26,-0.26,0.503824,170.0,-0.26,-0.26,0.502647,
03/31/2017,1135.0,1125.0,10.0,-865.0,528.0,337.0,270.0,0.0,-451.0,84.0,84.0,367.0,-181.0,108.0,40.0,46.0,-6.0,,-148.0,-73.0,31.0,,,,-42.0,0.0,0.0,0.0,-42.0,,-42.0,0.0,0.0,-42.0,42.85,84.85,170.0,-0.25,-0.25,0.252059,170.0,-0.25,-0.25,0.249118,
06/30/2017,1141.0,1117.0,24.0,-907.0,566.0,341.0,234.0,0.0,155.0,81.0,81.0,-236.0,389.0,-35.0,25.0,35.0,-10.0,,10.0,354.0,-121.0,0.0,121.0,,233.0,0.0,0.0,0.0,233.0,0.0,233.0,0.0,0.0,233.0,38.0,-195.0,170.0,1.36,1.36,0.223529,170.0,1.36,1.36,0.212941,
09/30/2017,1311.0,1283.0,28.0,-1007.0,652.0,355.0,304.0,0.0,-301.0,81.0,81.0,220.0,3.0,-37.0,28.0,37.0,-9.0,,9.0,-34.0,11.0,0.0,-11.0,,-23.0,0.0,0.0,0.0,-23.0,0.0,-23.0,0.0,0.0,-23.0,80.0,103.0,170.0,-0.13,-0.13,0.470588,170.0,-0.13,-0.13,0.470588,
12/31/2017,1778.0,1767.0,11.0,-1254.0,887.0,367.0,524.0,0.0,-437.0,80.0,80.0,357.0,87.0,-25.0,28.0,35.0,-7.0,,-3.0,62.0,603.0,,,,665.0,0.0,0.0,0.0,665.0,,665.0,0.0,-5.0,660.0,202.05,-457.95,170.0,3.88,3.88,1.188529,170.0,3.87,3.87,1.176176,
03/31/2018,2264.0,2336.0,-72.0,-1704.0,1347.0,357.0,560.0,0.0,-296.0,90.0,90.0,206.0,264.0,-36.0,29.0,36.0,-7.0,,7.0,228.0,-50.0,,,,178.0,0.0,0.0,0.0,178.0,,178.0,0.0,-1.0,177.0,279.84,102.84,170.0,1.04,1.04,1.646118,171.0,1.04,1.04,1.641404,
06/30/2018,2241.0,2381.0,-140.0,-1721.0,1343.0,378.0,520.0,0.0,-415.0,95.0,95.0,320.0,105.0,-23.0,25.0,32.0,-7.0,,-2.0,82.0,-19.0,0.0,19.0,,63.0,0.0,0.0,0.0,63.0,3.0,66.0,0.0,0.0,66.0,258.01,192.01,170.0,0.38,0.38,1.517706,171.0,0.38,0.38,1.502865,
09/30/2018,2275.0,2458.0,-183.0,-1619.0,1225.0,394.0,656.0,0.0,-97.0,96.0,96.0,1.0,559.0,-30.0,23.0,30.0,-7.0,,7.0,529.0,-118.0,,,,411.0,0.0,0.0,0.0,411.0,0.0,411.0,0.0,2.0,413.0,357.0,-56.0,171.0,2.4,2.4,2.087719,171.0,2.39,2.39,2.062515,
12/31/2018,2037.0,2204.0,-167.0,-1572.0,1168.0,404.0,465.0,0.0,-24.0,99.0,99.0,-75.0,441.0,-29.0,21.0,29.0,-8.0,,8.0,412.0,-88.0,0.0,88.0,,324.0,0.0,0.0,0.0,324.0,0.0,324.0,0.0,-2.0,322.0,200.0,-122.0,171.0,1.89,1.89,1.169591,171.0,1.89,1.89,1.169591,
03/31/2019,2248.0,2244.0,4.0,-1670.0,1249.0,421.0,578.0,0.0,-287.0,94.0,94.0,193.0,291.0,162.0,21.0,29.0,-8.0,,-183.0,453.0,-103.0,,,,350.0,0.0,0.0,0.0,350.0,0.0,350.0,0.0,-2.0,348.0,320.64,-27.36,169.0,2.06,2.06,1.897278,169.0,2.06,2.06,1.897278,
06/30/2019,2385.0,2379.0,6.0,-1804.0,1392.0,412.0,581.0,0.0,-757.0,80.0,80.0,677.0,-176.0,-40.0,24.0,29.0,-5.0,,16.0,-216.0,47.0,0.0,-47.0,,-169.0,0.0,0.0,0.0,-169.0,0.0,-169.0,0.0,0.0,-169.0,398.37,567.37,168.0,-1.01,-1.01,2.37125,168.0,-1.01,-1.01,2.367202,
09/30/2019,2430.0,2406.0,24.0,-1878.0,1440.0,438.0,552.0,0.0,-220.0,72.0,72.0,148.0,332.0,-29.0,26.0,29.0,-3.0,,3.0,303.0,-72.0,,,,231.0,0.0,0.0,0.0,231.0,0.0,231.0,0.0,1.0,232.0,333.79,101.79,167.0,1.38,1.38,1.998743,167.0,1.38,1.38,1.989521,
12/31/2019,2654.0,2641.0,13.0,-2014.0,1574.0,440.0,640.0,0.0,-276.0,78.0,78.0,198.0,364.0,84.0,33.0,34.0,-1.0,,-117.0,448.0,-104.0,,,,344.0,0.0,0.0,0.0,344.0,0.0,344.0,0.0,-2.0,342.0,393.0,51.0,166.0,2.06,2.06,2.36747,166.0,2.06,2.06,2.367229,
03/31/2020,2051.0,2010.0,41.0,-1715.0,1281.0,434.0,336.0,0.0,56.0,56.0,56.0,-112.0,392.0,-27.0,25.0,27.0,-2.0,,2.0,365.0,-76.0,,,,289.0,0.0,0.0,0.0,289.0,0.0,289.0,0.0,-1.0,288.0,129.0,-159.0,166.0,1.74,1.74,0.777108,166.0,1.74,1.74,0.777108,
06/30/2020,1269.0,1141.0,128.0,-1204.0,788.0,416.0,65.0,0.0,-570.0,60.0,60.0,510.0,-505.0,-33.0,33.0,33.0,0.0,,0.0,-538.0,99.0,-11.0,-88.0,,-439.0,0.0,0.0,0.0,-439.0,0.0,-439.0,0.0,0.0,-439.0,-94.0,345.0,165.0,-2.66,-2.66,-0.569697,165.0,-2.66,-2.66,-0.569697,
09/30/2020,792.667,,,,,,138.6374583,,,,,,114.657,,,,,,,70.992,,,,,58.233,,,,,,58.233,,,58.233,60.633,,,0.386,0.386,0.336,,0.386,0.386,0.336,
12/31/2020,889.333,,,,,,167.5503372,,,,,,172.143,,,,,,,115.917,,,,,105.85,,,,,,105.85,,,105.85,102.447,,,0.597,0.597,0.596,,0.597,0.597,0.596,
