Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Discontinued Operations,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,16206,265,265,,2055,,,,1924,,,,,275,,,,,4519.0,9129,,,0.0,,2558,,,,,,2558.0,11687,,2031,2031,,,,2233,,,,,,0,,,,0,4264,3182,,,,,1083,,,,1083,4265,8529,,2007.0,,,-214.0,,4753,6546,1131.0,7677,16206,
12/31/1992,16459,225,225,0.0,1861,,,,1938,,,,,342,,,,,4366.0,9643,15297.0,-5654.0,0.0,,2450,,,,,,2450.0,12093,,1259,1259,,,,2356,,,,,,916,,,,916,4531,3096,,,,,1417,,,,1417,4513,9044,0.0,1919.0,,,-202.0,,4472,6189,1226.0,7415,16459,
03/31/1993,16430,250,250,0.0,1911,,,,1910,,,,,321,,,,,4392.0,9604,,,0.0,,2434,,,,,,2434.0,12038,,2079,2079,,,,2229,,,,,,0,,,,0,4308,3280,,,,,1470,,,,1470,4750,9058,0.0,1874.0,,,-189.0,,4483,6168,1204.0,7372,16430,
06/30/1993,16694,272,272,0.0,2024,,,,1984,,,,,351,,,,,4631.0,9625,,,0.0,,2438,,,,,,2438.0,12063,,2108,2108,,,,2442,,,,,,0,,,,0,4550,3262,,,,,1466,,,,1466,4728,9278,0.0,1870.0,,,-176.0,,4510,6204,1212.0,7416,16694,
09/30/1993,16649,287,287,0.0,1972,,,,2007,,,,,337,,,,,4603.0,9575,,,0.0,,2471,,,,,,2471.0,12046,,2113,2113,,,,2414,,,,,,0,,,,0,4527,3249,,,,,1534,,,,1534,4783,9310,0.0,1788.0,,,-171.0,,4505,6122,1217.0,7339,16649,
12/31/1993,16631,242,242,0.0,1856,,,,2024,,,,,279,,,,,4401.0,9658,15963.0,-6305.0,0.0,,2572,,,,,,2572.0,12230,,1089,1089,,,,2089,,,,,,831,,,,831,4009,3601,,,,,1614,,,,1614,5215,9224,0.0,1831.0,,,-159.0,,4553,6225,1182.0,7407,16631,
03/31/1994,17035,123,123,0.0,1914,,,,2078,,,,,278,,,,,4393.0,9665,,,0.0,,2977,,,,,,2977.0,12642,,1955,1955,,,,2426,,,,,,0,,,,0,4381,3604,,,,,1627,,,,1627,5231,9612,0.0,1797.0,,,-130.0,,4572,6239,1184.0,7423,17035,
06/30/1994,17375,193,193,0.0,2098,,,,2072,,,,,274,,,,,4637.0,9705,,,0.0,,3033,,,,,,3033.0,12738,,1871,1871,,,,2371,,,,,,0,,,,0,4242,3981,,,,,1643,,,,1643,5624,9866,0.0,1833.0,,,-126.0,,4607,6314,1195.0,7509,17375,
09/30/1994,17697,196,196,0.0,2194,,,,2051,,,,,288,,,,,4729.0,9848,,,0.0,,3120,,,,,,3120.0,12968,,1988,1988,,,,1911,,,,,,0,,,,0,3899,4507,,,,,1657,,,,1657,6164,10063,0.0,1896.0,,,-120.0,,4663,6439,1195.0,7634,17697,
12/31/1994,17836,270,270,0.0,2241,,,,2075,,,,,244,,,,,4830.0,9941,16992.0,-7051.0,0.0,,3065,,,,,,3065.0,13006,,1204,1204,,,,2083,,,,,,747,,,,747,4034,4464,,,,,2482,,,,2482,6946,10980,0.0,1914.0,,,-111.0,,4711,6514,342.0,6856,17836,
03/31/1995,18604,196,196,0.0,2567,,,,2223,,,,,292,,,,,5278.0,10129,,,0.0,,3197,,,,,,3197.0,13326,,2162,2162,,,,2340,,,,,,0,,,,0,4502,4411,,,,,2854,,,,2854,7265,11767,0.0,2032.0,,,-99.0,,4904,6837,,6837,18604,
06/30/1995,23738,347,347,0.0,2884,,,,2687,,,,,284,,,,,6202.0,13448,,,0.0,,4088,,,,,,4088.0,17536,,2502,2502,,,,3721,,,,,,0,,,,0,6223,5641,,,,,2749,,,,2749,8390,14613,0.0,2073.0,,,-81.0,,5167,7159,1966.0,9125,23738,
09/30/1995,23696,372,372,0.0,2731,,,,2766,,,,,233,,,,,6102.0,13402,,,0.0,,4192,,,,,,4192.0,17594,,2569,2569,,,,2796,,,,,,0,,,,0,5365,5474,,,,,2844,,,,2844,8318,13683,450.0,2220.0,,,-63.0,,5430,8037,1976.0,10013,23696,
12/31/1995,23977,312,312,0.0,2571,,,,2784,,,,,206,,,,,5873.0,13800,22216.0,-8416.0,0.0,,4304,,,,,,4304.0,18104,,1464,1464,,,,2283,,,,,,1116,,,,1116,4863,5946,,,,,2954,,,,2954,8900,13763,450.0,2226.0,,,-56.0,,5627,8247,1967.0,10214,23977,
03/31/1996,28606,399,399,0.0,2681,,,,2954,,,,,338,,,,,6372.0,16290,,,0.0,,5944,,,,,,5944.0,22234,,1321,1321,,,,4296,,,,,,1636,,,,1636,7253,5583,,,,,3994,,,,3994,9577,16830,450.0,3698.0,,,-25.0,,5659,9782,1994.0,11776,28606,
06/30/1996,28246,362,362,0.0,2635,,,,2788,,,,,330,,,,,6115.0,16229,25329.0,-9100.0,0.0,,5902,,,,,,5902.0,22131,,1326,1326,,,,3889,,,,,,1428,,,,1428,6643,5873,,,,,4030,,,,4030,9903,16546,450.0,3695.0,,,-10.0,,5684,9819,1881.0,11700,28246,
09/30/1996,28564,405,405,0.0,2646,,,,2876,,,,,276,,,,,6203.0,16408,25808.0,-9400.0,0.0,,5953,,,,,,5953.0,22361,,1308,1308,,,,3779,,,,,,1449,,,,1449,6536,6183,,,,,4087,,,,4087,10270,16806,450.0,3711.0,,,-17.0,,5720,9864,1894.0,11758,28564,
12/31/1996,28252,352,352,0.0,2553,,,,2840,,,,,253,,,,,5998.0,16559,26073.0,-9514.0,0.0,,5695,,,,,,5695.0,22254,,1426,1426,,,,3296,,,,,,1172,,,,1172,5894,6691,,,,,4008,,,,4008,10699,16593,450.0,3727.0,,,-22.0,,5639,9794,1865.0,11659,28252,
03/31/1997,28154,560,560,0.0,2545,,,,2868,,,,,239,,,,,6212.0,16257,25957.0,-9700.0,0.0,,5685,,,,,,5685.0,21942,,1274,1274,,,,3287,,,,,,1330,,,,1330,5891,6618,,,,,3970,,,,3970,10588,16479,450.0,3738.0,,,-23.0,,5598,9763,1912.0,11675,28154,
06/30/1997,27753,455,455,0.0,2616,,,,2857,,,,,265,,,,,6193.0,15894,25802.0,-9908.0,0.0,,5666,,,,,,5666.0,21560,,1415,1415,,,,3198,,,,,,1607,,,,1607,6220,6656,,,,,3778,,,,3778,10434,16654,450.0,3719.0,,,-30.0,,5104,9243,1856.0,11099,27753,
09/30/1997,27394,469,469,0.0,2618,,,,2862,,,,,277,,,,,6226.0,15539,25563.0,-10024.0,0.0,,5629,,,,,,5629.0,21168,,1405,1405,,,,3079,,,,,,1463,,,,1463,5947,6656,,,,,3780,,,,3780,10436,16383,450.0,3645.0,,,-26.0,,5130,9199,1812.0,11011,27394,
12/31/1997,26754,398,398,0.0,2404,,,,2760,,,,,383,,,,,5945.0,15338,25296.0,-9958.0,0.0,,5471,,,,,,5471.0,20809,,1338,1338,,,,2212,,,,,,1330,,,,1330,4880,7154,,,,,3917,,,,3917,11071,15951,450.0,3561.0,,,-37.0,,5186,9160,1643.0,10803,26754,
03/31/1998,26900,534,534,0.0,2373,,,,2720,,,,,365,,,,,5992.0,15312,25443.0,-10131.0,0.0,,5596,,,,,,5596.0,20908,,1319,1319,,,,2173,,,,,,1337,,,,1337,4829,7260,,,,,3912,,,,3912,11172,16001,450.0,3950.0,,,-19.0,,4711,9092,1807.0,10899,26900,
06/30/1998,26541,578,578,0.0,2316,,,,2670,,,,,491,,,,,6055.0,14929,25125.0,-10196.0,0.0,,5557,,,,,,5557.0,20486,,1084,1084,,,,1791,,,,,,1150,,,,1150,4025,7045,,,,,3887,,,,3887,10932,14957,1000.0,4180.0,,,-12.0,,4845,10013,1571.0,11584,26541,
09/30/1998,27080,857,857,0.0,2516,,,,2729,,,,,447,,,,,6549.0,14856,25266.0,-10410.0,0.0,,5675,,,,,,5675.0,20531,,1230,1230,,,,1330,,,,,,1369,,,,1369,3929,6908,,,,,3837,,,,3837,10745,14674,1805.0,4175.0,,,-32.0,,4826,10774,1632.0,12406,27080,
12/31/1998,31466,533,533,0.0,3018,,,,3211,555.0,0.0,1983.0,673.0,399,,,,,7161.0,18413,32663.0,-14250.0,0.0,,5892,2699.0,2699.0,0.0,,1147.0,2046.0,24305,,1808,1808,,,,1418,,,,,,1260,,,,1260,4486,9502,,,,,5020,,,,5020,14522,19008,,4309.0,,,-24.0,6848.0,-395,10738,1720.0,12458,31466,
03/31/1999,26140,403,403,0.0,2562,,,,2651,824.0,0.0,1827.0,166.0,343,,,,,5959.0,14611,25311.0,-10700.0,0.0,,5570,2593.0,2593.0,0.0,,,2977.0,20181,,1386,1386,,,,1097,,,,,,1225,,,,1225,3708,6380,,,,,3973,,,,3973,10353,14061,1805.0,4182.0,,,-40.0,5083.0,-548,10482,1597.0,12079,26140,
06/30/1999,30812,624,624,0.0,3119,,,,3078,875.0,0.0,2203.0,186.0,380,,,,,7201.0,17826,32500.0,-14674.0,0.0,,5785,2658.0,2658.0,0.0,,,3127.0,23611,,1605,1605,,,,1526,,,,,,1496,,,,1496,4627,7615,,,,,4684,,,,4684,12299,16926,1805.0,4410.0,,,-9.0,6617.0,-620,12203,1683.0,13886,30812,
09/30/1999,30487,353,353,0.0,3294,,,,3188,897.0,0.0,2291.0,0.0,367,,,,,7202.0,17624,32524.0,-14900.0,0.0,,5661,2637.0,2637.0,0.0,,,3024.0,23285,,1611,1611,,,,1126,,,,,,1658,,,,1658,4395,7584,,,,,4614,,,,4614,12198,16593,1805.0,4401.0,,,-30.0,6657.0,-614,12219,1675.0,13894,30487,
12/31/1999,30268,453,453,0.0,3227,,,,3203,970.0,0.0,2047.0,186.0,358,,,,,7241.0,17302,32448.0,-15146.0,0.0,,5725,2596.0,2596.0,0.0,,,3129.0,23027,,1870,1870,,,,920,,,,,,1592,,,,1592,4382,7520,,,,,4676,,,,4676,12196,16578,1805.0,4493.0,,,-63.0,,5874,12109,1581.0,13690,30268,
03/31/2000,31549,1574,1574,0.0,3409,,,,3306,969.0,0.0,2152.0,185.0,384,,,,,8673.0,17284,32584.0,-15300.0,0.0,,5592,3207.0,3207.0,0.0,,169.0,2216.0,22876,,1874,1874,,,,1699,,,,,,1902,,,,1902,5475,7250,,,,,4791,,,,4791,12041,17516,1805.0,4491.0,,,-50.0,6887.0,-799,12334,1699.0,14033,31549,
06/30/2000,44456,1145,1145,0.0,4070,,,,3743,1096.0,,2452.0,195.0,576,,,,,9534.0,24846,40388.0,-15542.0,,,10076,6.701,6701.0,-6694.299,,,10069.299,34922,,1978,1978,,,,3147,,,,,,2687,,,,2687,7812,12933,,,,,7163,,,,7163,20096,27908,1805.0,6921.0,,,-72.0,7054.0,-862,14846,1702.0,16548,44456,
09/30/2000,42965,1171,1171,0.0,3729,,,,3398,968.0,0.0,2283.0,147.0,1866,,,,,10164.0,23428,39152.0,-15724.0,0.0,,9373,6438.0,6438.0,0.0,,,2935.0,32801,,1829,1829,,,,2912,,,,,,2845,,,,2845,7586,12690,,,,,6886,,,,6886,19576,27162,1805.0,6957.0,,,-120.0,6799.0,-1064,14377,1426.0,15803,42965,
12/31/2000,42109,1198,1198,0.0,3433,,,,3182,904.0,0.0,2173.0,105.0,2642,,,,,10455.0,21977,36020.0,-14043.0,0.0,,9677,6310.0,6310.0,0.0,,,3367.0,31654,,2113,2113,,,,2115,,,,,,3185,,,,3185,7413,12648,,,,,6854,,,,6854,19502,26915,1805.0,6985.0,,,-117.0,,5166,13839,1355.0,15194,42109,
03/31/2001,40516,1119,1119,0.0,3315,,,,3006,890.0,0.0,1983.0,133.0,2707,,,,,10147.0,20541,36741.0,-16200.0,0.0,,9828,6474.0,6474.0,0.0,,,3354.0,30369,,1994,1994,,,,2005,,,,,,2701,,,,2701,6700,12113,,,,,6753,,,,6753,18866,25566,1805.0,6989.0,,,-52.0,6144.0,-1268,13618,1332.0,14950,40516,
06/30/2001,39325,743,743,0.0,3185,,,,2925,832.0,0.0,1977.0,116.0,2613,,,,,9466.0,19581,36181.0,-16600.0,0.0,,10278,6607.0,6607.0,0.0,,,3671.0,29859,,4180,4180,,,,1271,,,,,,363,,,,363,5814,12787,,,,,6349,,,,6349,19136,24950,1805.0,6927.0,,,-51.0,5711.0,-1358,13034,1341.0,14375,39325,
09/30/2001,39342,2019,2019,0.0,3083,,,,2740,829.0,0.0,1848.0,63.0,2091,,,,,9933.0,19222,35722.0,-16500.0,0.0,,10187,6536.0,6536.0,0.0,,,3651.0,29409,,1710,1710,,,,1203,,,,,,2906,,,,2906,5819,13364,,,,,6164,,,,6164,19528,25347,1805.0,6943.0,,,-88.0,5315.0,-1330,12645,1350.0,13995,39342,
12/31/2001,37177,1224,1224,0.0,2778,,,,2877,992.0,0.0,1855.0,30.0,1276,,,,,8155.0,18813,35177.0,-16364.0,0.0,,10209,6543.0,6543.0,0.0,,,3666.0,29022,,1793,1793,,,,957,957.0,0.0,0.0,,,2591,,,,2591,5341,12457,12457.0,0.0,0.0,,6008,,,,6008,18465,23806,1805.0,6949.0,,,-105.0,,3447,12096,1275.0,13371,37177,
03/31/2002,36876,967,967,0.0,2829,,,,2740,890.0,0.0,2188.0,62.0,1985,,,,,8521.0,18144,35244.0,-17100.0,0.0,,10211,6560.0,6560.0,0.0,,,3651.0,28355,,1808,1808,,,,709,,,,,,2461,,,,2461,4978,12421,,,,,6013,,,,6013,18434,23412,1805.0,5792.0,,,-73.0,4566.0,73,12163,1301.0,13464,36876,
06/30/2002,36787,838,838,0.0,2993,,,,2885,926.0,0.0,1906.0,53.0,1413,,,,,8129.0,18127,35427.0,-17300.0,0.0,,10531,6593.0,6593.0,0.0,,,3938.0,28658,,2034,2034,,,,0,,,,,,2397,,,,2397,4431,12661,,,,,6011,,,,6011,18672,23103,1805.0,6958.0,,,-100.0,4661.0,-1069,12255,1429.0,13684,36787,
09/30/2002,36275,994,994,0.0,2882,,,,2846,941.0,0.0,1867.0,38.0,1293,,,,,8015.0,17812,35112.0,-17300.0,0.0,,10448,6584.0,6584.0,0.0,,,3864.0,28260,,2023,2023,,,,732,,,,,,2378,,,,2378,5133,11926,,,,,5856,,,,5856,17782,22915,1805.0,6963.0,,,-182.0,4685.0,-1307,11964,1396.0,13360,36275,
12/31/2002,33792,1074,1074,0.0,2780,,,,2879,986.0,0.0,1852.0,41.0,1005,,,,,7738.0,18013,36110.0,-18097.0,0.0,,8041,5307.0,5307.0,0.0,,,2734.0,26054,,2014,2014,,,,0,0.0,0.0,0.0,,,2565,,,,2565,4579,13042,13042.0,0.0,0.0,,5543,,,,5543,18585,23164,1805.0,6978.0,,,-219.0,,615,9179,1449.0,10628,33792,
03/31/2003,35342,2218,2218,0.0,2959,,,,2993,954.0,0.0,1983.0,56.0,1029,,,,,9199.0,18034,36234.0,-18200.0,0.0,,8109,5328.0,5328.0,0.0,,,2781.0,26143,,2061,2061,,,,270,,,,,,2328,,,,2328,4659,14110,,,,,5624,,,,5624,19734,24393,1805.0,4298.0,,,-224.0,3184.0,224,9287,1662.0,10949,35342,
06/30/2003,35076,1430,1430,0.0,2995,,,,3012,955.0,0.0,2002.0,55.0,1132,,,,,8569.0,18215,36715.0,-18500.0,0.0,,8292,5336.0,5336.0,0.0,,,2956.0,26507,,2151,2151,,,,498,,,,,,2459,,,,2459,5108,14751,,,,,5623,,,,5623,20374,25482,0.0,4704.0,,,-214.0,3153.0,214,7857,1737.0,9594,35076,
09/30/2003,34638,1564,1564,0.0,2948,,,,2942,967.0,0.0,1935.0,40.0,1059,,,,,8513.0,17961,36561.0,-18600.0,0.0,,8164,5332.0,5332.0,0.0,,,2832.0,26125,,2185,2185,,,,637,,,,,,2331,,,,2331,5153,14508,,,,,5446,,,,5446,19954,25107,0.0,6978.0,,,-174.0,3156.0,-2165,7795,1736.0,9531,34638,
12/31/2003,35525,2363,2363,0.0,2365,,,,2767,912.0,0.0,1789.0,66.0,3601,,,,,11096.0,17239,34362.0,-17123.0,0.0,,7190,4793.0,4793.0,0.0,,773.0,1624.0,24429,,2188,2188,,,,2087,2087.0,0.0,0.0,,,2995,,,,2995,7270,13450,13450.0,0.0,0.0,,4946,,,,4946,18396,25666,0.0,5155.0,,,-140.0,3082.0,140,8237,1622.0,9859,35525,
03/31/2004,35243,2224,2224,0.0,2996,,,,2813,736.0,0.0,2042.0,35.0,1382,,,,,9415.0,17866,35866.0,-18000.0,0.0,,7962,5340.0,5340.0,0.0,,,2622.0,25828,,2284,2284,,,,1757,,,,,,2477,,,,2477,6518,13806,,,,,5048,,,,5048,18854,25372,0.0,6950.0,,,-15.0,3034.0,-1722,8247,1624.0,9871,35243,
06/30/2004,34144,1862,1862,0.0,3056,,,,2739,807.0,0.0,1932.0,0.0,915,,,,,8572.0,17709,35609.0,-17900.0,0.0,,7863,5335.0,5335.0,0.0,,,2528.0,25572,,2304,2304,,,,848,,,,,,2234,,,,2234,5386,13711,,,,,5052,,,,5052,18763,24149,0.0,6973.0,,,0.0,3106.0,-1812,8267,1728.0,9995,34144,
09/30/2004,34564,1828,1828,0.0,3239,,,,2687,662.0,0.0,2025.0,0.0,2158,,,,,9912.000977,17088,35288.0,-18200.0,0.0,,7564,5030.0,5030.0,0.0,,,2534.0,24652,,2208,2208,,,,615,,,,,,3130,,,,3130,5953,14434,,,,,4804,,,,4804,19238,25191,0.0,6987.0,,,0.0,2435.0,-1648,7774,1599.0,9373,34564,
12/31/2004,34217,2596,2596,0.0,2994,2994.0,,,2718,722.0,0.0,1980.0,16.0,1011,,,,,9319.0,17368,35311.0,-17943.0,0.0,,7530,4994.0,4994.0,0.0,,,2536.0,24898,,2279,2279,,,,506,506.0,0.0,0.0,,,2087,,,,2087,4872,14132,14132.0,0.0,0.0,,5411,,,,5411,19543,24415,0.0,7049.0,,,0.0,2562.0,-1357,8254,1548.0,9802,34217,
03/31/2005,33303,1529,1529,0.0,3180,,,,2830,352.0,0.0,2097.0,381.0,1150,,,,,8689.0,17193,35993.0,-18800.0,655.0,,6766,4998.0,4998.0,0.0,,,1768.0,24614,,2174,2174,,,,342,,,,,,2013,,,,2013,4529,13526,,,,,5454,,,,5454,18980,23509,0.0,7069.0,,,-2.0,2516.0,-1333,8250,1544.0,9794,33303,
06/30/2005,32546,1251,1251,0.0,3195,,,,2830,806.0,0.0,1978.0,46.0,755,,,,,8031.0,17077,35377.0,-18300.0,0.0,,7438,5012.0,5012.0,0.0,,,2426.0,24515,,2197,2197,,,,571,,,,,,1833,,,,1833,4601,12812,,,,,5540,,,,5540,18352,22953,0.0,7083.0,,,-5.0,2470.0,-1452,8096,1497.0,9593,32546,
09/30/2005,28451,1092,1092,0.0,2918,,,,2427,359.0,0.0,1667.0,401.0,626,,,,,7063.0,14057,31557.0,-17500.0,0.0,,7331,5043.0,5043.0,0.0,,597.0,1691.0,21388,,2038,2038,,,,796,,,,,,1529,,,,1529,4363,10772,,,,,4246,,,,4246,15018,19381,0.0,7094.0,,,-3.0,3371.0,-1595,8867,203.0,9070,28451,
12/31/2005,28771,1641,1641,0.0,2926,2926.0,,,2434,721.0,0.0,1644.0,69.0,408,,,,,7409.0,13991,30604.0,-16613.0,0.0,,7371,5043.0,5043.0,0.0,,,2328.0,21362,,2085,2085,,,,1181,1181.0,0.0,0.0,,,1578,,,,1578,4844,11023,11023.0,0.0,0.0,,4342,,,,4342,15365,20209,0.0,7118.0,,,-4.0,3172.0,-1935,8351,211.0,8562,28771,
03/31/2006,26636,709,709,0.0,2923,,,,2315,411.0,0.0,1533.0,371.0,2149,,,,,8096.0,12464,30064.0,-17600.0,0.0,,6076,3840.0,3840.0,0.0,,620.0,1616.0,18540,,1951,1951,,,,894,,,,,,1947,,,,1947,4792,10562,,,,,4020,,,,4020,14582,19374,0.0,7092.0,,,-1.0,1812.0,-1855,7048,214.0,7262,26636,
06/30/2006,26154,274,274,0.0,2987,,,,2334,378.0,0.0,1556.0,400.0,2126,,,,,7721.0,10732,28532.0,-17800.0,0.0,,7701,3862.0,3862.0,0.0,,618.0,3221.0,18433,,1998,1998,,,,1774,,,,,,1813,,,,1813,5585,9038,,,,,4230,,,,4230,13268,18853,0.0,7135.0,,,0.0,1803.0,-1837,7101,200.0,7301,26154,
09/30/2006,24689,736,736,,3048,,,,2306,380.0,0.0,1536.0,390.0,694,,,,,6784.0,10349,28249.0,-17900.0,0.0,,7556,3661.0,3661.0,0.0,,648.0,3247.0,17905,,2000,2000,,,,1399,,,,,,1636,,,,1636,5035,9051,,,,,4544,,,,4544,13595,18630,0.0,7204.0,,,-1392.0,1879.0,-1817,5874,185.0,6059,24689,
12/31/2006,24034,1624,1624,0.0,2704,2704.0,,,1909,536.0,0.0,1341.0,32.0,2400,,,,,8637.0,8993,23043.0,-14050.0,0.0,,6404,3188.0,2929.0,259.0,,,3216.0,15397,,1907,1907,,,,692,692.0,0.0,0.0,,,2042,,,,2042,4641,6531,6531.0,0.0,0.0,,4686,,,,4686,11217,15858,0.0,7228.0,,,-1438.0,3737.0,-1564,7963,213.0,8176,24034,
03/31/2007,23866,2390,2390,0.0,2924,,,,2009,292.0,0.0,1398.0,319.0,754,,,,,8077.0,10629,24929.0,-14300.0,0.0,,5160,3251.0,3251.0,0.0,,631.0,1278.0,15789,,1911,1911,,,,542,,,,,,1454,,,,1454,3907,6358,,,,,5440,,,,5440,11798,15705,0.0,7153.0,,,-1739.0,3963.0,-1452,7925,236.0,8161,23866,
06/30/2007,23152,1681,1681,0.0,3000,,,,2013,293.0,0.0,1387.0,333.0,730,,,,,7424.0,10403,24803.0,-14400.0,0.0,,5325,3526.0,3526.0,0.0,,616.0,1183.0,15728,,1990,1990,,,,525,,,,,,1374,,,,1374,3889,6219,,,,,5198,,,,5198,11417,15306,0.0,7175.0,,,-2374.0,4044.0,-1241,7604,242.0,7846,23152,
