Date,Assets,Cash & Near Cash Items,Accounts & Notes Receivable,Inventories,Other Current Assets,Total Current Assets,LT Investments & LT Receivables,Net Fixed Assets,Gross Fixed Assets,Accumulated Depreciation,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Liabilities & Shareholders' Equity,Accounts Payable,Short-Term Borrowings,Other Short-Term Liabilities,Total Current Liabilities,Long-Term Borrowings,Other Long-Term Liabilities,Total Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1993,,14.8,336.5,291.0,49.599998,691.900024,0.0,1049.699951,2127.699951,-1078.0,236.800003,1286.499954,1978.400024,,304.100006,164.0,,468.100006,257.299988,633.900024,891.200012,1359.300018,264.0,10.3,78.800003,266.0,619.100003,1978.400022,
12/31/1993,,9.1,283.5,286.200012,61.599998,640.400024,0.0,1039.099976,2045.800049,-1006.700012,249.800003,1288.899979,1929.300049,,90.800003,111.199997,234.300003,436.299988,256.799988,656.0,912.799988,1349.099976,263.899994,10.7,81.599998,224.0,580.199992,1929.299968,
03/31/1994,,11.6,345.700012,285.399994,49.299999,692.0,0.0,1035.099976,2070.699951,-1035.599976,498.399994,1533.499969,2225.5,,303.700012,106.900002,43.900002,454.5,256.899994,893.599976,1150.499969,1604.999969,262.899994,7.1,87.199997,263.299988,620.499979,2225.499948,
06/30/1994,,16.200001,345.899994,293.600006,39.299999,695.0,0.0,1049.699951,2120.800049,-1071.099976,512.299988,1561.999939,2257.0,,287.100006,91.199997,45.299999,423.600006,257.0,908.5,1165.5,1589.100006,262.899994,7.6,89.599998,307.799988,667.89998,2256.999986,
09/30/1994,,20.299999,360.899994,282.899994,39.299999,703.400024,0.0,1060.699951,2156.300049,-1095.599976,510.200012,1570.899963,2274.300049,,308.700012,37.900002,56.299999,402.899994,257.100006,893.0,1150.100006,1553.0,261.600006,8.1,90.400002,361.200012,721.30002,2274.30002,
12/31/1994,,12.0,218.899994,164.600006,239.600006,635.099976,0.0,807.900024,1710.300049,-902.400024,696.400024,1504.300048,2139.399902,,147.0,37.400002,145.899994,330.299988,237.199997,828.200012,1065.400009,1395.699997,261.600006,8.6,91.199997,382.299988,743.699991,2139.399988,
03/31/1995,,5.0,360.100006,323.799988,50.099998,739.0,0.0,1098.900024,2239.300049,-1140.400024,479.600006,1578.500031,2317.5,,295.700012,138.0,32.599998,466.299988,202.800003,873.799988,1076.599991,1542.899979,260.299988,7.2,93.699997,413.399994,774.599978,2317.499957,
06/30/1995,,16.9,356.5,337.399994,82.099998,792.900024,0.0,1107.400024,2278.0,-1170.599976,465.600006,1573.000031,2365.899902,,319.899994,176.699997,28.6,525.200012,197.300003,847.5,1044.800003,1570.000015,260.299988,10.0,95.099998,430.5,795.899986,2365.900002,
09/30/1995,,18.4,359.0,335.899994,73.400002,786.700012,0.0,1108.199951,2315.0,-1206.800049,461.0,1569.199951,2355.899902,,363.200012,122.699997,25.200001,511.100006,197.399994,853.400024,1050.800018,1561.900024,258.899994,10.5,98.800003,425.799988,793.999985,2355.900009,
12/31/1995,,256.899994,217.899994,195.5,52.400002,722.700012,0.0,878.200012,1854.099976,-975.900024,548.900024,1427.100036,2149.800049,,168.300003,62.099998,145.5,375.899994,188.300003,800.599976,988.899979,1364.799973,258.899994,10.0,101.199997,414.899994,784.999985,2149.799958,
03/31/1996,,118.5,255.199997,186.600006,59.200001,619.5,0.0,892.700012,1885.199951,-992.5,565.200012,1457.900024,2077.399902,,266.700012,29.700001,26.5,322.899994,188.399994,790.0,978.399994,1301.299988,244.199997,10.1,102.900002,418.899994,776.099993,2077.399981,
06/30/1996,,82.900002,258.399994,197.399994,61.700001,600.400024,0.0,912.599976,1921.300049,-1008.700012,552.599976,1465.199951,2065.600098,,282.399994,15.2,30.4,328.0,188.5,771.200012,959.700012,1287.700012,244.199997,12.7,104.5,416.5,777.899997,2065.600009,
09/30/1996,,78.699997,265.700012,196.800003,59.5,600.700012,0.0,930.799988,1937.599976,-1006.799988,584.900024,1515.700012,2116.399902,,300.200012,8.3,28.4,336.899994,214.899994,775.400024,990.300018,1327.200012,0.0,12.5,228.5,548.200012,789.200012,2116.400024,
12/31/1996,,65.400002,216.699997,205.699997,76.699997,564.5,0.0,964.0,1938.900024,-974.900024,607.099976,1571.099976,2135.600098,,158.199997,28.200001,134.600006,321.0,219.399994,792.900024,1012.300018,1333.300018,0.0,12.3,214.0,576.0,802.3,2135.600018,
12/31/1997,,57.900002,252.600006,220.100006,69.400002,600.0,0.0,972.200012,1976.5,-1004.299988,803.299988,1775.5,2375.5,,174.0,98.599998,198.899994,471.5,223.100006,855.299988,1078.399994,1549.899994,0.0,15.0,207.0,603.599976,825.599976,2375.49997,
12/31/1998,,38.200001,440.399994,465.100006,177.399994,1121.099976,0.0,1502.0,2623.899902,-1121.900024,1650.099976,3152.099976,4273.200195,,235.199997,182.800003,335.299988,753.299988,1562.800049,1231.300049,2794.100098,3547.400085,0.0,16.1,224.899994,484.799988,725.799982,4273.200068,
03/31/1999,,36.599998,477.100006,465.600006,181.800003,1161.099976,,1481.199951,2609.199951,-1128.0,1639.900024,3121.099976,4282.200195,,536.0,221.399994,52.0,809.400024,1554.0,1160.699951,2714.699951,3524.099976,,15.3,225.5,517.299988,758.099988,4282.199964,
06/30/1999,,56.900002,481.200012,436.200012,118.199997,1092.5,0.0,1419.900024,2738.100098,-1318.199951,1614.5,3034.400024,4126.899902,,542.0,96.300003,75.0,713.299988,1524.900024,905.900024,2430.800049,3144.100037,0.0,12.5,227.100006,575.799988,815.399994,3959.500031,
09/30/1999,,63.099998,514.599976,428.799988,113.599998,1120.099976,0.0,1430.599976,2542.699951,-1112.099976,1645.699951,3076.299927,4196.399902,,619.5,127.800003,100.699997,848.0,1418.599976,1043.699951,2462.299927,3310.299927,0.0,13.1,230.800003,642.200012,886.100016,4196.399942,
12/31/1999,,17.200001,352.200012,352.399994,299.799988,1021.599976,0.0,1292.0,2327.300049,-1035.300049,1667.800049,2959.800049,3981.399902,,254.0,102.0,337.5,693.5,1389.099976,1207.800049,2596.900024,3290.400024,0.0,11.8,228.300003,450.899994,690.999997,3981.400022,
03/31/2000,,19.200001,429.299988,425.200012,224.199997,1097.900024,,1337.300049,2475.300049,-1138.0,1668.5,3005.800049,4103.700195,,575.799988,261.100006,3.3,840.200012,1359.699951,1198.5,2558.199951,3398.399963,,9.9,232.5,462.899994,705.299994,4103.699957,
06/30/2000,,10.6,485.399994,432.200012,137.5,1065.699951,,1345.599976,2459.300049,-1113.699951,1633.0,2978.599976,4044.300049,,607.700012,126.5,18.0,752.200012,1281.900024,1316.199951,2598.099976,3350.299988,,7.3,227.300003,459.399994,693.999997,4044.299985,
09/30/2000,,33.599998,479.600006,429.5,139.800003,1082.5,0.0,1304.5,2365.600098,-1061.099976,1645.199951,2949.699951,4032.199951,,724.5,38.799999,35.799999,799.099976,1314.300049,1175.199951,2489.5,3288.599976,0.0,8.3,218.800003,516.5,743.600003,4032.199979,
12/31/2000,,159.100006,369.0,399.899994,94.0,1022.0,0.0,1321.0,2412.0,-1091.0,1662.199951,2983.199951,4005.199951,,175.199997,54.400002,182.0,411.600006,56.900002,2864.699951,2921.599953,3333.199959,0.0,6.9,214.100006,451.0,672.000006,4005.199965,
03/31/2001,,134.100006,373.799988,363.200012,142.199997,1013.299988,,1233.400024,2255.0,-1021.599976,1662.599976,2896.0,3909.300049,,266.899994,18.200001,36.799999,321.899994,54.700001,2836.399902,2891.099903,3212.999897,,7.0,218.199997,471.100006,696.300003,3909.2999,
06/30/2001,,177.5,362.399994,396.399994,153.0,1089.300049,,1216.800049,2256.300049,-1039.5,1637.599976,2854.400024,3943.699951,,292.0,15.8,46.200001,354.0,51.5,2817.800049,2869.300049,3223.300049,,7.9,218.300003,494.200012,720.400015,3943.700064,
09/30/2001,,255.5,392.899994,481.200012,78.699997,1208.300049,,1286.0,2451.5,-1165.5,1632.400024,2918.400024,4126.700195,,338.899994,33.700001,60.599998,433.200012,53.299999,2863.5,2916.799999,3350.000011,,8.8,220.199997,547.700012,776.700009,4126.700021,
12/31/2001,,277.4,316.5,443.1,77.3,1114.3,,1283.7,2427.0,-1143.3,1636.4,2920.1,4034.4,,179.0,27.0,158.4,364.4,50.3,2850.5,2900.8,3265.2,,8.8,218.7,541.7,769.2,4034.4,
03/31/2002,,261.700012,357.899994,465.299988,77.300003,1162.199951,,1257.099976,2431.899902,-1174.800049,1649.0,2906.099976,4068.300049,,293.700012,28.799999,52.700001,375.200012,48.5,2852.899902,2901.399902,3276.599915,,8.9,219.300003,563.5,791.700003,4068.299917,
06/30/2002,,345.5,389.799988,458.100006,84.5,1277.900024,,1284.800049,2518.399902,-1233.599976,1067.800049,2352.600098,3630.5,,350.200012,36.400002,59.400002,446.0,50.599998,2881.0,2931.599998,3377.599998,,9.1,219.300003,24.5,252.900003,3630.500002,
09/30/2002,,369.899994,403.299988,429.299988,89.900002,1292.400024,,1277.800049,2515.899902,-1238.099976,1073.699951,2351.5,3643.899902,,354.899994,28.9,41.200001,425.0,49.700001,2889.0,2938.700001,3363.700001,,9.4,219.800003,51.0,280.200003,3643.900003,
12/31/2002,,380.0,332.399994,435.5,108.0,1255.900024,0.0,1303.699951,2567.5,-1263.800049,1945.199951,3248.899902,4504.799805,,206.600006,19.0,180.5,406.100006,39.900002,5410.299805,5450.199806,5856.299812,0.0,9.5,224.800003,-1585.800049,-1351.500046,4504.799767,
03/31/2003,,304.700012,369.5,478.0,106.800003,1259.0,,1297.900024,2615.300049,-1317.400024,1951.900024,3249.800049,4508.799805,,354.299988,11.7,24.200001,390.200012,42.299999,5404.600098,5446.900097,5837.100109,,9.5,220.0,-1557.800049,-1328.300049,4508.80006,
06/30/2003,,318.899994,407.700012,484.399994,98.099998,1309.099976,0.0,1303.800049,2654.0,-1350.199951,1920.900024,3224.700073,4533.799805,,351.5,17.9,39.0,408.399994,42.200001,5424.600098,5466.800098,5875.200092,0.0,9.7,220.0,-1571.099976,-1341.399976,4533.800117,
09/30/2003,,425.899994,377.799988,461.100006,102.199997,1367.0,0.0,1257.699951,2641.300049,-1383.599976,1919.699951,3177.399902,4544.399902,,348.899994,13.4,57.299999,419.600006,41.599998,5431.899902,5473.499901,5893.099907,0.0,9.6,220.0,-1578.300049,-1348.700048,4544.399858,
12/31/2003,,484.299988,315.399994,454.399994,104.699997,1358.800049,0.0,1267.300049,2702.100098,-1434.800049,2021.699951,3289.0,4647.799805,,221.899994,12.1,191.5,425.5,39.400002,5518.200195,5557.600197,5983.100197,0.0,9.7,224.600006,-1569.599976,-1335.29997,4647.800227,
03/31/2004,,436.100006,388.399994,462.600006,107.0,1394.099976,0.0,1243.0,2683.399902,-1440.400024,2029.0,3272.0,4666.100098,,359.0,16.6,45.400002,421.0,38.0,5512.399902,5550.399902,5971.399902,0.0,9.5,219.800003,-1534.599976,-1305.299973,4666.09993,
06/30/2004,,494.299988,381.200012,475.899994,109.099998,1460.5,0.0,1224.300049,2688.600098,-1464.300049,1977.900024,3202.200073,4662.700195,,378.399994,24.6,29.6,432.600006,35.5,5515.200195,5550.700195,5983.300201,0.0,9.9,219.800003,-1550.300049,-1320.600046,4662.700155,
09/30/2004,,528.599976,372.700012,507.600006,104.300003,1513.199951,0.0,1223.400024,2716.300049,-1492.900024,1993.5,3216.900024,4730.100098,,405.5,26.0,37.799999,469.299988,31.1,5521.100098,5552.200098,6021.500086,0.0,9.3,219.600006,-1520.300049,-1291.400043,4730.100043,
12/31/2004,,515.9,336.1,529.2,101.0,1482.2,0.0,1208.8,2749.5,-1540.7,1918.4,3127.2,4609.4,,259.8,19.3,209.0,488.1,29.2,5494.5,5523.7,6011.8,0.0,9.3,219.6,-1631.3,-1402.4,4609.4,
03/31/2005,,401.6,369.1,541.7,106.7,1419.1,0.0,1185.2,2731.1,-1545.9,1916.3,3101.5,4520.6,,367.7,25.9,27.1,420.7,27.0,5481.5,5508.5,5929.2,0.0,9.3,219.6,-1637.5,-1408.6,4520.6,
06/30/2005,,460.1,386.8,511.2,99.8,1457.9,0.0,1155.7,2695.3,-1539.6,1920.2,3075.9,4533.8,,381.9,37.0,30.9,449.8,24.8,5462.1,5486.9,5936.7,0.0,9.3,219.6,-1631.8,-1402.9,4533.8,
09/30/2005,,540.8,405.6,493.7,111.7,1551.8,0.0,1149.6,2712.1,-1562.5,1916.0,3065.6,4617.4,,406.8,28.1,36.5,471.4,23.5,5465.9,5489.4,5960.8,0.0,8.1,219.6,-1571.1,-1343.4,4617.4,
12/31/2005,,602.200012,328.799988,514.5,115.800003,1561.300049,0.0,1145.300049,2707.300049,-1562.0,1899.400024,3044.700073,4606.0,,256.200012,20.0,147.199997,423.399994,21.5,5458.5,5480.0,5903.399994,0.0,7.9,219.600006,-1524.900024,-1297.400018,4605.999976,
03/31/2006,,492.200012,404.299988,551.400024,116.5,1564.400024,0.0,1115.599976,2703.100098,-1587.5,1916.199951,3031.799927,4596.200195,,362.299988,21.200001,17.299999,400.799988,20.9,5449.100098,5470.000097,5870.800085,0.0,7.7,219.699997,-1502.0,-1274.600003,4596.200082,
06/30/2006,,535.0,398.5,557.900024,99.800003,1591.199951,0.0,1146.0,2736.300049,-1590.300049,1951.800049,3097.800049,4689.0,,401.5,25.299999,15.4,442.200012,12.4,5459.299805,5471.699804,5913.899817,0.0,8.0,219.699997,-1452.599976,-1224.899979,4688.999838,
09/30/2006,,520.599976,407.5,542.599976,97.099998,1567.800049,0.0,1164.0,2488.100098,-1324.099976,1989.0,3153.0,4720.799805,,415.899994,1.3,8.4,425.600006,12.1,5465.299805,5477.399805,5902.999811,0.0,7.3,219.699997,-1409.199951,-1182.199954,4720.799857,
12/31/2006,,,,,,1371.400024,,966.200012,,,1833.099976,2799.299988,4170.700195,,,,,516.599976,,1489.400024,1489.400024,2006.0,,,,2164.699951,2164.699951,4170.699951,
03/31/2007,,0.0,27.299999,0.0,0.0,27.299999,0.0,0.0,,,0.0,0.0,27.299999,,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,,,219.699997,-192.899994,26.800003,27.300003,
06/30/2007,,27.4,0.3,0.0,0.0,27.700001,0.0,0.0,,,0.0,0.0,27.700001,,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.7,,,219.699997,-192.699997,27.0,27.7,
