Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2011,8296.0,3059.0,2333.0,726.0,817.0,817.0,0.0,491.0,0.0,194.0,297.0,0.0,125.0,,125.0,4492.0,339.0,768.0,-429.0,1184.0,1184.0,2281.0,2223.0,1796.0,427.0,58.0,3804.0,,1203.0,510.0,,,693.0,0.0,0.0,,,,28.0,,,0.0,1231.0,698.0,698.0,,,202.0,,,,,,202.0,900.0,2131.0,0.0,11701.0,0.0539,11700.9461,0.0,-5504.0,-32.0,6165.0,0.0,6165.0,8296.0,
12/31/2011,9040.0,4529.0,4146.0,383.0,678.0,678.0,0.0,421.0,0.0,135.0,286.0,0.0,124.0,0.0,124.0,5752.0,368.0,800.0,-432.0,676.0,676.0,2244.0,2187.0,1787.0,400.0,57.0,3288.0,,1078.0,442.0,0.0,0.0,636.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,1099.0,1196.0,1196.0,0.0,0.0,224.0,0.0,0.0,0.0,0.0,80.0,144.0,1420.0,2519.0,0.0,11821.0,0.0545,11820.9455,0.0,-5250.0,-50.0,6521.0,0.0,6521.0,9040.0,
03/31/2012,9573.0,1675.0,1325.0,350.0,763.0,763.0,0.0,475.0,0.0,147.0,328.0,0.0,141.0,,141.0,3054.0,418.0,878.0,-460.0,388.0,388.0,5713.0,5629.0,3606.0,2023.0,84.0,6519.0,,1175.0,518.0,,,657.0,0.0,0.0,,,,13.0,,,0.0,1188.0,1196.0,1196.0,0.0,0.0,308.0,60.0,,,,79.0,169.0,1504.0,2692.0,0.0,12070.0,0.0551,12069.9449,0.0,-5162.0,-27.0,6881.0,0.0,6881.0,9573.0,
06/30/2012,9896.0,1770.0,1362.0,408.0,821.0,821.0,0.0,528.0,0.0,194.0,334.0,0.0,160.0,,160.0,3279.0,431.0,918.0,-487.0,414.0,414.0,5772.0,5689.0,3708.0,1981.0,83.0,6617.0,,1285.0,624.0,,,661.0,0.0,0.0,0.0,0.0,,9.0,,,0.0,1294.0,1196.0,1196.0,0.0,0.0,271.0,,,,,,271.0,1467.0,2761.0,0.0,12210.0,0.0559,12209.9441,0.0,-5002.0,-73.0,7135.0,0.0,7135.0,9896.0,
09/30/2012,10880.0,2151.0,1416.0,735.0,864.0,864.0,0.0,557.0,0.0,229.0,328.0,0.0,144.0,,144.0,3716.0,463.0,982.0,-519.0,1039.0,1039.0,5662.0,5570.0,3709.0,1861.0,92.0,7164.0,,1426.0,598.0,,,828.0,0.0,0.0,,,,16.0,,,0.0,1442.0,1693.0,1693.0,,,297.0,,,,,,297.0,1990.0,3432.0,0.0,12291.0,0.0564,12290.9436,0.0,-4782.0,-61.0,7448.0,0.0,7448.0,10880.0,
12/31/2012,11208.0,2374.0,1617.0,757.0,740.0,740.0,0.0,527.0,0.0,187.0,340.0,0.0,140.0,0.0,140.0,3781.0,485.0,1038.0,-553.0,1348.0,1348.0,5594.0,5512.0,3726.0,1786.0,82.0,7427.0,,1360.0,549.0,,,811.0,300.0,0.0,0.0,0.0,300.0,22.0,0.0,0.0,0.0,1682.0,1393.0,1393.0,0.0,0.0,294.0,0.0,,,,45.0,249.0,1687.0,3369.0,0.0,12403.0,0.0569,12402.9431,0.0,-4531.0,-33.0,7839.0,0.0,7839.0,11208.0,
03/31/2013,11400.0,2469.0,1742.0,727.0,751.0,751.0,0.0,523.0,0.0,205.0,318.0,0.0,154.0,,154.0,3897.0,493.0,,,1457.0,1457.0,5553.0,5451.0,3729.0,1722.0,102.0,7503.0,,1352.0,661.0,,,691.0,300.0,300.0,,,,23.0,,,0.0,1675.0,1394.0,1394.0,,,299.0,,,,,42.0,257.0,1693.0,3368.0,0.0,12402.0,0.0571,12401.9429,,-4340.0,-30.0,8032.0,0.0,8032.0,11400.0,
06/30/2013,11208.0,2481.0,1645.0,836.0,761.0,761.0,0.0,610.0,0.0,252.0,358.0,0.0,143.0,,143.0,3995.0,517.0,,,1696.0,1696.0,5000.0,4895.0,3731.0,1164.0,105.0,7213.0,,1342.0,638.0,,,704.0,300.0,0.0,,,300.0,20.0,40.0,,0.0,1662.0,1394.0,1394.0,,,256.0,80.0,,,,34.0,102.0,1650.0,3312.0,0.0,12524.0,,,,-4591.0,-37.0,7896.0,0.0,7896.0,11208.0,
09/30/2013,11345.0,2404.0,1524.0,880.0,852.0,852.0,0.0,541.0,0.0,211.0,330.0,0.0,130.0,,130.0,3927.0,535.0,,,1940.0,1940.0,4943.0,4855.0,3743.0,1112.0,88.0,7418.0,,1479.0,520.0,,,959.0,300.0,0.0,,,300.0,22.0,36.0,,0.0,1801.0,1394.0,1394.0,0.0,0.0,233.0,28.0,,,,35.0,134.0,1627.0,3428.0,0.0,12207.0,0.0568,12206.9432,0.0,-4275.0,-15.0,7917.0,0.0,7917.0,11345.0,
12/31/2013,11495.0,2432.0,1657.0,775.0,795.0,795.0,0.0,525.0,0.0,202.0,323.0,0.0,163.0,0.0,163.0,3915.0,593.0,1304.0,-711.0,1939.0,1939.0,5048.0,4937.0,3793.0,1144.0,111.0,7580.0,,1475.0,585.0,0.0,0.0,890.0,0.0,0.0,0.0,0.0,0.0,21.0,33.0,0.0,0.0,1496.0,1394.0,1394.0,0.0,0.0,234.0,0.0,,,,35.0,166.0,1628.0,3124.0,0.0,12475.0,0.0581,12474.9419,0.0,-4107.0,3.0,8371.0,0.0,8371.0,11495.0,
03/31/2014,11907.0,2933.0,2254.0,679.0,734.0,734.0,0.0,529.0,0.0,247.0,282.0,0.0,157.0,,157.0,4353.0,617.0,,,2008.0,2008.0,4929.0,4817.0,3756.0,1061.0,112.0,7554.0,,1551.0,580.0,,,971.0,0.0,0.0,,,,41.0,128.0,,0.0,1592.0,1395.0,1395.0,,,311.0,71.0,,,,29.0,83.0,1706.0,3298.0,0.0,12548.0,0.0585,12547.9415,0.0,-3942.0,3.0,8609.0,0.0,8609.0,11907.0,
06/30/2014,11971.0,3133.0,2364.0,769.0,796.0,796.0,0.0,614.0,0.0,267.0,347.0,0.0,159.0,,159.0,4702.0,540.0,,,1892.0,1892.0,4837.0,4741.0,3769.0,972.0,96.0,7269.0,,1559.0,682.0,14.0,,863.0,0.0,0.0,,,,39.0,120.0,,0.0,1598.0,1395.0,1395.0,,,305.0,93.0,,,,28.0,64.0,1700.0,3298.0,0.0,12599.0,,,0.0,-3943.0,17.0,8673.0,0.0,8673.0,11971.0,
09/30/2014,12215.0,3322.0,2254.0,1068.0,938.0,938.0,0.0,624.0,0.0,282.0,342.0,0.0,140.0,,140.0,5024.0,503.0,,,2098.0,2098.0,4590.0,4445.0,3734.0,711.0,145.0,7191.0,,1672.0,673.0,,,999.0,0.0,0.0,,,,39.0,113.0,,0.0,1711.0,1593.0,1593.0,,,288.0,73.0,,,,25.0,77.0,1881.0,3592.0,0.0,12510.0,0.0592,12509.9408,0.0,-3845.0,-42.0,8623.0,0.0,8623.0,12215.0,
12/31/2014,12471.0,3606.0,2545.0,1061.0,804.0,804.0,0.0,531.0,0.0,180.0,351.0,0.0,131.0,0.0,131.0,5072.0,516.0,1214.0,-698.0,2383.0,2383.0,4500.0,4374.0,3710.0,664.0,126.0,7399.0,,1514.0,503.0,0.0,0.0,1011.0,0.0,0.0,0.0,0.0,,36.0,105.0,0.0,0.0,1550.0,1593.0,1593.0,0.0,0.0,277.0,0.0,,,,17.0,155.0,1870.0,3420.0,0.0,12595.0,0.1198,12594.8802,0.0,-3455.0,-89.0,9051.0,0.0,9051.0,12471.0,
03/31/2015,12062.0,2951.0,1677.0,1274.0,821.0,821.0,0.0,630.0,0.0,273.0,357.0,0.0,154.0,,154.0,4556.0,620.0,,,2533.0,2533.0,4353.0,4185.0,3695.0,490.0,168.0,7506.0,,1168.0,431.0,,,737.0,0.0,0.0,,,,37.0,98.0,,0.0,1205.0,1593.0,1593.0,,,262.0,13.0,,,,17.0,134.0,1855.0,3060.0,0.0,12352.0,0.0598,12351.9402,0.0,-3246.0,-104.0,9002.0,0.0,9002.0,12062.0,
06/30/2015,12990.0,3184.0,1976.0,1208.0,922.0,922.0,0.0,612.0,0.0,228.0,384.0,0.0,145.0,,145.0,4863.0,626.0,,,3161.0,3161.0,4340.0,4179.0,3717.0,462.0,161.0,8127.0,,1510.0,594.0,,,916.0,0.0,0.0,,,,36.0,91.0,,0.0,1546.0,1594.0,1594.0,,,247.0,86.0,,,,17.0,53.0,1841.0,3387.0,0.0,12537.0,0.0591,12536.9409,0.0,-2860.0,-74.0,9603.0,0.0,9603.0,12990.0,
09/30/2015,13235.0,3464.0,2212.0,1252.0,966.0,966.0,0.0,552.0,0.0,213.0,339.0,0.0,131.0,,131.0,5113.0,656.0,,,3180.0,3180.0,4286.0,4127.0,3701.0,426.0,159.0,8122.0,,1380.0,516.0,,,864.0,0.0,0.0,,,,41.0,83.0,,0.0,1421.0,1594.0,1594.0,,,231.0,80.0,,,,17.0,51.0,1825.0,3246.0,0.0,12519.0,0.0609,12518.9391,0.0,-2431.0,-99.0,9989.0,0.0,9989.0,13235.0,
