Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Source: Bloomberg
03/31/2017,988,1323,438,-488,147.0,-84.0,-551,-285,-237.0,-149.0,-124.0,225,0.0,-90.0,-286.0,1.0,1.0,0.0,-287.0,-287.0,0.0,0.0,0.0,0.0,53.0,53.0,0.0,0.0,143.0,-1151.0,-702.0,-68.0,-68.0,0.0,0.0,-375.0,315.0,-690.0,-6.0,28.0,-225.0,
06/30/2017,1642,1583,380,-44,59.0,-36.0,-67,-277,-175.0,-198.0,64.0,32,0.0,517.0,-290.0,12.0,12.0,0.0,-302.0,-302.0,0.0,0.0,0.0,0.0,809.0,809.0,0.0,0.0,-2.0,-1705.0,-701.0,-695.0,-45.0,0.0,-650.0,-313.0,181.0,-494.0,4.0,27.0,481.0,
09/30/2017,1750,1429,377,189,60.0,15.0,114,-245,-183.0,-89.0,35.0,-8,0.0,-781.0,-320.0,5.0,5.0,0.0,-325.0,-325.0,0.0,0.0,0.0,0.0,-12.0,0.0,-12.0,0.0,-449.0,-843.0,-701.0,173.0,173.0,0.0,0.0,-294.0,86.0,-380.0,-21.0,51.0,177.0,
12/31/2017,1860,523,349,-178,58.0,212.0,-448,1166,350.0,49.0,49.0,718,0.0,-2732.0,-428.0,31.0,31.0,0.0,-459.0,-459.0,0.0,0.0,0.0,0.0,-1808.0,203.0,-2011.0,0.0,-496.0,1044.0,-699.0,2193.0,518.0,1987.0,-312.0,-352.0,152.0,-504.0,-98.0,50.0,222.0,
03/31/2018,143,602,382,-496,159.0,-103.0,-552,-345,-260.0,-209.0,-88.0,212,0.0,281.0,-221.0,83.0,83.0,0.0,-304.0,-304.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,462.0,46.0,-810.0,1581.0,1581.0,6.0,-6.0,-718.0,219.0,-937.0,-7.0,-32.0,438.0,
06/30/2018,1899,1857,380,38,49.0,102.0,-113,-376,-346.0,-128.0,76.0,22,0.0,626.0,-352.0,13.0,13.0,0.0,-365.0,-365.0,0.0,0.0,0.0,0.0,779.0,766.0,13.0,0.0,199.0,-3142.0,-802.0,-807.0,-807.0,0.0,0.0,-1514.0,86.0,-1600.0,-19.0,-73.0,-690.0,
09/30/2018,2139,1543,355,408,50.0,-72.0,430,-167,10.0,-225.0,160.0,-112,0.0,-269.0,-330.0,47.0,47.0,0.0,-377.0,-377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,-1453.0,-794.0,319.0,-1472.0,2241.0,-450.0,-968.0,96.0,-1064.0,-10.0,-33.0,384.0,
12/31/2018,2258,1347,371,-76,44.0,16.0,-136,616,291.0,53.0,260.0,12,0.0,-416.0,-412.0,119.0,119.0,0.0,-531.0,-531.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,-44.0,-2152.0,-787.0,-160.0,414.0,4.0,-578.0,-1185.0,84.0,-1269.0,-20.0,-22.0,-332.0,
03/31/2019,1048,891,375,41,130.0,-56.0,-33,-259,-78.0,-178.0,-3.0,0,0.0,-1225.0,-390.0,1.0,1.0,0.0,-391.0,-391.0,0.0,0.0,0.0,0.0,-698.0,6.0,-704.0,0.0,-137.0,258.0,-830.0,1591.0,-428.0,2265.0,-246.0,-486.0,215.0,-701.0,-17.0,4.0,85.0,
06/30/2019,1662,1127,376,419,52.0,-18.0,385,-260,-180.0,253.0,-170.0,-163,0.0,-10.0,-419.0,2.0,2.0,0.0,-421.0,-421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409.0,-1735.0,-830.0,-638.0,-13.0,0.0,-625.0,-250.0,150.0,-400.0,-17.0,-6.0,-89.0,
09/30/2019,2022,1583,379,-425,48.0,-14.0,-459,485,244.0,180.0,-49.0,110,0.0,90.0,-261.0,88.0,88.0,0.0,-349.0,-349.0,0.0,0.0,0.0,0.0,230.0,230.0,0.0,0.0,121.0,2804.0,-828.0,3826.0,-25.0,3851.0,0.0,-70.0,72.0,-142.0,-124.0,-34.0,4882.0,
12/31/2019,2338,969,463,69,48.0,-185.0,206,837,359.0,115.0,105.0,258,0.0,-5299.0,-506.0,32.0,32.0,0.0,-538.0,-538.0,0.0,0.0,0.0,0.0,-4280.0,0.0,-4280.0,0.0,-513.0,-2451.0,-828.0,-1530.0,150.0,165.0,-1845.0,-54.0,110.0,-164.0,-39.0,34.0,-5378.0,
03/31/2020,1213,1292,440,-249,120.0,29.0,-398,-270,-143.0,-207.0,12.0,68,0.0,-375.0,-325.0,7.0,7.0,0.0,-332.0,-332.0,0.0,0.0,0.0,0.0,61.0,86.0,-25.0,0.0,-111.0,1108.0,-847.0,2207.0,462.0,1745.0,0.0,-216.0,149.0,-365.0,-36.0,-46.0,1900.0,
06/30/2020,1905,1290,492,-194,52.0,12.0,-258,317,384.0,9.0,,-64,0.0,577.0,-370.0,9.0,9.0,0.0,-379.0,-379.0,0.0,0.0,0.0,0.0,487.0,487.0,0.0,0.0,460.0,-2509.0,-846.0,-1740.0,-594.0,0.0,-1146.0,86.0,87.0,-1.0,-9.0,-7.0,-34.0,
