Date,Revenue,Rental Income,Base Rent,Recoveries from Tenants,Percentage Rent,Other Rental Income,Real Estate Sales,Com & Fee Earn/Inc from REO,Mortgage Income,Other Operating Income,Operating Expenses,Property Operating Expenses,General & Administrative,Depreciation & Amortization,Provision for Loan Losses,Cost of Real Estate Sold,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Interest Expense,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",FFO Reconciliation,D&A of Con Real Estate,D&A of Uncon Real Estate,D&A of Non-Real Estate Assets,Impairment of Assets,Income from Uncon JVs,Disposal of Con Assets,Disposal of Uncon Assets,Disposal of Assets from Disc Ops,Other FFO Adjustments,Funds from Operations,Other Abnormal Gains/(Losses),Adjusted Funds from Operations,Straight-Line Rent,Stock-Based Compensation,Recurring Capital Expenditure,Accounting Adjustments,Tenant Improv & Leasing Com,Funds Available For Distribution,AFFO Per Diluted Share,FAD Per Diluted Share,Dividend Per Share,AFFO Payout Ratio,FAD Payout Ratio,FFO Payout Ratio,Source: Bloomberg
09/30/1999,202.205002,197.054993,,,,,0.0,3.706,0.0,1.444,-105.126,66.665001,7.383,31.077999,0.0,,0.0,97.079002,-51.562002,51.768002,-0.206,0.0,45.517001,0.0,,,,0.0,,,45.517001,,29.072001,,,27.418,27.418,,67.901001,0.4,0.4,0.4,68.484001,0.4,0.4,0.4,,,,,,,,,,,67.817001,,67.817001,,,,,,67.817001,0.990261,0.990261,0.45,45.442587,45.442587,42.552751,
12/31/1999,205.078995,197.929993,,,,,0.0,3.344,0.0,3.805,-104.800998,64.946999,8.11,31.743999,0.0,,0.0,100.278,-112.644001,53.964001,65.097,-6.417,-12.366001,0.0,,,,0.0,,,-12.366001,,36.026001,,,34.372001,34.372001,,67.905998,0.51,0.41,0.41,68.247002,0.5,0.41,0.41,,,,,,,,,,,69.634003,,69.634003,,,,,,69.634003,1.020323,1.020323,0.45,44.103669,44.103669,44.795645,
03/31/2000,210.253998,206.681,,,,,0.0,2.863,0.0,0.71,-104.816001,65.177002,7.408,32.230999,0.0,,0.0,105.438,-55.07,55.215,-0.145,0.0,50.368,0.0,,,,0.0,,,50.368,,32.619999,,,30.976999,30.976999,,67.943001,0.46,0.46,0.46,68.379997,0.45,0.45,0.45,,,,,,,,,,,73.945999,,73.945999,,,,,,73.945999,1.081398,1.081398,0.45,41.612797,41.612797,41.346387,
06/30/2000,217.259003,212.975998,,,,,0.0,2.876,0.0,1.407,-105.019004,64.035004,8.589,32.395,0.0,,0.0,112.240002,-55.284,56.243,-0.662,-0.297,56.956002,0.0,,,,0.0,,,56.956002,,36.522999,,,34.879999,34.879999,,67.990997,0.51,0.51,0.51,69.582001,0.5,0.5,0.5,,,,,,,,,,,80.639999,,80.639999,,,,,,80.639999,1.15892,1.15892,0.53,45.732218,45.732218,44.68626,
09/30/2000,223.313004,219.432999,,,,,0.0,2.693,0.0,1.187,-110.461,68.153999,9.871,32.436001,0.0,,0.0,112.851997,-54.806999,54.751999,-0.549,0.604,58.044998,0.0,,,,0.0,,,58.044998,,38.173,,,36.53,36.53,,68.751999,0.53,0.53,0.53,70.661003,0.52,0.52,0.52,,,,,,,,,,,83.124001,,83.124001,0.0,,,,0.0,83.124001,1.176377,1.176377,0.53,45.053572,45.053572,43.836917,
12/31/2000,228.527,219.852,,,,,0.0,3.405,0.0,5.27,-113.214,67.335,9.791,36.088,0.0,,0.0,115.313,-50.379,50.854,-0.402,-0.073,64.934,0.0,,,,0.334,,,64.6,,44.878,,,43.235,43.235,,80.885002,0.53,0.54,0.54,83.013,0.52,0.52,0.52,,,,,,,,,,,93.157997,,93.157997,,,,,,93.157997,1.12221,1.12221,0.53,47.228248,47.228248,45.789951,
03/31/2001,232.246002,224.404999,,,,,0.0,3.397,0.0,4.444,-115.033004,70.343002,9.95,34.740002,0.0,,0.0,118.423001,-45.127001,47.853001,-1.127,-1.599,73.296,0.0,,,,6.767,,,66.529,,47.25,,,45.607,45.607,,88.688004,0.51,0.59,0.58,91.170998,0.5,0.57,0.57,,,,,,,,,,,95.675003,,95.675003,,,,,,95.675003,1.049402,1.049402,0.53,50.504967,50.504967,49.129866,
06/30/2001,255.084,247.684998,,,,,0.0,3.11,0.0,4.289,-123.419997,76.864998,9.88,36.674999,0.0,,0.0,132.848995,-64.534999,55.869999,-0.717,9.382,68.313996,0.0,,,,0.0,,,68.313996,,50.686001,,,49.038001,49.038001,,89.989998,0.54,0.54,0.54,92.274002,0.53,0.53,0.53,,,,,,,,,,,95.390999,,95.390999,,,,,,95.390999,1.03378,1.03378,0.58,56.104792,56.104792,54.715854,
09/30/2001,275.958008,271.536987,,,,,0.0,2.805,0.0,1.616,-129.812,81.474998,9.819,38.518002,0.0,,0.0,147.347004,-75.559002,59.936001,-0.997,16.620001,71.788002,0.0,,,,0.0,,,71.788002,,53.167999,,,51.514999,51.514999,,90.518997,0.57,0.56,0.74,92.828003,0.56,0.55,0.73,,,,,,,,,,,86.627,,86.627,,,,,,86.627,0.933199,0.933199,0.58,62.151802,62.151802,60.605815,
12/31/2001,266.093994,260.386993,,,,,0.0,3.878,0.0,1.829,-132.504,83.611,8.663,40.23,0.0,,0.0,133.590001,-57.881,59.73,-1.345,-0.504,75.709001,0.0,,,,0.0,,,75.709001,,56.928001,,,55.280001,55.280001,,90.737,0.61,0.61,0.63,92.593002,0.6,0.6,0.62,,,,,,,,,,,104.934998,,104.934998,,,,,,104.934998,1.133293,1.133293,0.58,51.178293,51.178293,50.131034,
03/31/2002,268.05899,263.088989,,,,,0.0,3.698,0.0,1.272,-138.916996,86.297997,11.069,41.549999,0.0,,0.0,129.142002,-63.732999,60.814999,-1.682,4.6,65.409003,0.0,,,,-8.946,,,74.355003,,57.008,,,55.365,55.365,,90.931999,0.61,0.51,0.56,92.782997,0.6,0.5,0.55,,,,,,,,,,,88.929001,,88.929001,,,,,,88.929001,0.958462,0.958462,0.58,60.513598,60.513598,59.306863,
06/30/2002,283.322998,279.303009,,,,,0.0,1.71,0.0,2.31,-144.424001,88.524002,13.564,42.335999,0.0,,0.0,138.898994,-67.532997,64.365997,-1.659,4.826,71.365997,0.0,,,,-3.207,,,74.572997,,56.417999,,,54.774999,54.774999,,91.357002,0.6,0.56,0.56,93.015999,0.59,0.55,0.55,,,,,,,,,,,98.165001,,98.165001,,,,,,98.165001,1.055356,1.055356,0.61,57.800396,57.800396,56.769725,
09/30/2002,301.192993,277.393005,,,,,0.0,2.571,0.0,21.229,-162.530995,95.117996,9.956,43.932999,0.0,,13.524,138.661995,-64.585998,65.475998,-2.53,1.64,74.075997,0.0,,,,-14.942,,,89.017997,,71.667,,,71.541,71.541,,94.903999,0.75,0.59,0.59,96.181,0.74,0.59,0.59,,,,,,,,,,,98.980003,,98.980003,,,,,,98.980003,1.029101,1.029101,0.61,59.275013,59.275013,58.48757,
12/31/2002,333.330994,305.083008,,,,,0.0,2.769,0.0,25.479,-180.628003,98.234001,12.703,52.129002,0.0,,17.562,152.703003,113.387992,72.410004,-2.083,-183.714996,266.090995,0.0,,,,-13.153,,,279.243995,,260.145996,,,260.145996,260.145996,,95.313004,2.73,2.59,2.63,96.394997,2.7,2.56,2.6,,,,,,,,,,,113.463997,,113.463997,,,,,,113.463997,1.177074,1.177074,0.61,51.823442,51.823442,51.222415,
03/31/2003,317.39801,299.147003,,,,,0.0,4.59,0.0,13.661,-170.439003,98.397003,11.399,49.472,0.0,,11.171,146.959,-20.480998,73.644997,-2.658,-50.505999,126.478002,0.0,,,,-76.452003,,,202.930005,,185.044998,,,185.044998,185.044998,,95.733002,1.93,1.13,1.16,96.754997,1.91,1.12,1.14,,,,,,,,,,,102.735,,102.735,,,,,,102.735,1.061806,1.061806,0.61,57.44931,57.44931,56.842489,
06/30/2003,321.095,297.79,,,,,,5.429,,17.876,-244.046,145.313,11.028,,,,87.705,77.049,3.908,,-1.353,-2.555,80.957,,,,,-0.935,,,,,63.236,,,63.236,63.236,,96.531,0.66,0.65,0.65,98.213,0.64,0.63,0.63,,,,,,,,,,,0.625,,0.625,,,,,,0.625,0.006364,0.006364,,,,0.0,
09/30/2003,328.089996,305.842987,,,,,0.0,3.616,0.0,18.631001,-183.010005,106.007004,11.183,52.991001,0.0,,12.829,145.080002,-71.774002,75.343002,-1.343,-2.226,73.306,0.0,,,,-0.929,,,74.235,,56.970001,,,56.970001,56.970001,,97.360001,0.59,0.58,0.58,99.182999,0.57,0.56,0.56,,,,,,,,,,,99.056999,,99.056999,,,,,,99.056999,0.99873,0.99873,0.63,63.080136,63.080136,61.920917,
12/31/2003,333.904999,306.407013,,,,,0.0,4.55,0.0,22.948,-181.817,98.251999,11.749,55.824001,0.0,,15.992,152.087997,-74.338999,75.000999,-0.662,0.0,77.748998,0.0,,,,-1.149,,,78.897998,,60.591999,,,60.591999,60.591999,,97.945,0.62,0.61,0.61,100.099998,0.61,0.6,0.6,,,,,,,,,,,106.931,,106.931,,,,,,106.931,1.068242,1.068242,0.63,58.975413,58.975413,57.705438,
03/31/2004,333.654,309.622,,,,,,3.326,,20.706,-181.787,101.032,12.6,56.477,,,11.678,151.867,-72.488,74.305,-1.377,-0.44,79.379,,,,,-3.589,,,,,66.048,,,66.048,66.048,,100.89,0.65,0.62,0.62,103.49,0.64,0.61,0.61,,,,,,,,,,,103.831001,,103.831001,,,,,,103.831001,1.003295,1.003295,0.63,62.793096,62.793096,61.215532,
06/30/2004,345.133,318.912,,,,,,5.965,,20.256,-188.47,101.864,12.493,60.737,,,13.376,156.663,-72.533,74.789,-0.879,-1.377,84.13,,,,,-19.658,,,,,87.118,,,87.118,87.118,,107.216,0.81,0.63,0.63,109.016,0.79,0.61,0.61,,,,,,,,,,,116.903999,,116.903999,,,,,,116.903999,1.072356,1.072356,0.65,60.61418,60.61418,59.613358,
09/30/2004,359.137,332.629,,,,,,5.832,,20.676,-200.945,108.754,13.002,65.48,,,13.709,158.192,-75.791,77.698,-1.907,,82.401,,,,,-3.319,,,,,68.542,,,68.542,68.542,,108.339,0.63,0.6,0.6,110.581,0.62,0.59,0.59,,,,,,,,,,,119.937,,119.937,,,,,,119.937,1.084608,1.084608,0.65,59.929505,59.929505,58.71445,
12/31/2004,359.316,332.114,,,,,0.0,5.324,0.0,21.878,-234.784,106.614,15.541,68.342,0.0,,44.287,153.82,-78.714,79.378,-0.664,0.0,75.106,0.0,,,,-1.51,,,76.616,,62.254,,,62.254,62.254,,109.359,0.57,0.56,0.56,111.888,0.56,0.55,0.55,,,,,,,,,,,118.891,,118.891,,,,,,118.891,1.062589,1.062589,0.65,61.171325,61.171325,0.0,
03/31/2005,354.273,336.01,,,,,0.0,4.536,0.0,13.727,-201.902,108.484,14.813,67.796,0.0,,10.809,152.371,-76.811,79.354,-1.335,-1.208,75.56,0.0,,,61.242,0.293,,,75.267,37.135,61.242,-3.28,,61.242,61.242,,110.187,0.56,0.56,0.56,112.364,0.55,0.55,0.55,,69.54,,,,,-1.208,,0.644,,140.336,,140.336,,,,,,140.336,1.192107,1.192107,0.65,54.525318,54.525318,51.035764,
06/30/2005,357.935,333.316,,,,,0.0,4.137,0.0,20.482,-200.228,106.455,14.252,67.026,0.0,,12.495,157.707,11.791,78.233,-0.847,-89.177,169.498,0.0,,,,-9.116,,,178.614,,165.49,,,165.49,165.49,,110.764,1.46,1.38,1.495,113.103,1.43,1.35,1.465,,,,,,,,,,,-6.239,,-6.239,,,,,,-6.239,-0.052668,-0.052668,0.68,,,,
09/30/2005,359.094,331.976,,,,,0.0,4.923,0.0,22.195,-202.359,111.112,13.27,65.717,0.0,,12.26,156.735,-75.7,75.7,0.0,0.0,81.035,0.0,,,,-0.746,,,81.781,,57.551,,,57.551,57.551,,111.776,0.51,0.505,0.505,114.09,0.5,0.495,0.495,,,,,,,,,,,147.574,,147.574,,,,,,147.574,1.238276,1.238276,3.18,256.808693,256.808693,240.860639,
12/31/2005,366.333,337.732,,,,,0.0,3.714,0.0,24.887,-207.835,112.284,13.136,66.29,0.0,,16.125,158.498,-24.732,74.804,-1.53,-48.542,133.766,0.0,,,,-40.094,,,173.86,,154.063,,,154.063,154.063,,112.34,1.38,1.02,1.02,114.64,1.35,1.0,1.0,,,,,,,,,,,102.886,,102.886,,,,,,102.886,0.89747,0.89747,0.68,75.76852,75.76852,73.015765,
03/31/2006,347.55,336.302,,,,,0.0,4.374,0.0,6.874,-197.762,112.107,14.642,66.005,0.0,,5.008,149.788,-68.553,74.817,-1.29,-4.974,81.235,0.0,,,67.737,-0.619,,,81.854,36.582,67.737,-3.11,3.025,67.737,67.737,,112.509,0.6,0.6,0.6,115.157,0.59,0.58,0.58,,68.674,,,,,-5.441,,,,141.826,,141.826,-13.155,,-8.469,-1.241,-17.459,104.527,1.181755,0.870964,0.68,57.541523,78.074411,53.943649,
06/30/2006,357.911,335.766,,,,,0.0,5.227,0.0,16.918,-198.119,109.733,15.796,67.077,0.0,,5.513,159.792,473.073,78.449,-1.677,-549.845,632.865,0.0,,,625.731,-3.244,,,636.109,10.167,625.731,-2.965,2.401,625.731,625.731,,113.994,5.33,5.3,5.575,116.176,5.23,5.2,5.47,,69.773,,,,,-581.302,,,0.603,122.007,,122.007,-11.723,,-7.263,-1.373,-25.186,78.863,1.011625,0.653895,0.68,67.218602,103.99224,63.533994,
09/30/2006,359.497,332.009,,,,,0.0,4.558,0.0,22.93,-200.812,111.176,12.739,70.558,0.0,,6.339,158.685,-35.69,73.571,-20.2,-17.681,122.995,0.0,,,,-3.371,,,126.366,,107.962,,,107.962,107.962,,115.432,0.93,0.9,0.9018,117.728,0.91,0.88,0.8817,,,,,,,,,,,,,,,,,,,,,,0.68,,,,
12/31/2006,352.669,324.039,,,,,0.0,5.661,0.0,22.969,-195.915,104.689,16.198,66.922,0.0,,8.106,156.754,-68.332,71.423,-1.34,-1.751,88.422,0.0,,,71.655,-8.87,,,97.292,25.789,72.205,-1.431,2.394,72.205,72.205,,116.949,0.62,0.55,0.55,119.247,0.61,0.54,0.54,,71.495,,,,,-1.183,5.942,,-5.04,167.227,,167.227,-15.942,,-11.387,-0.997,-16.242,125.053,1.376853,1.029616,6.08,441.586873,590.511607,425.200428,
03/31/2007,360.703,332.279,,,,,0.0,4.727,0.0,23.697,-205.465,112.871,16.808,69.772,0.0,,6.014,155.238,545.523,73.926,-0.965,-618.484,700.761,0.0,,,854.307,-164.474,,,865.235,11.164,854.307,-1.202,3.529,854.307,854.307,,118.177,7.14,5.75,5.76,120.647,6.99,5.63,5.64,,72.87,,,,,-619.206,,-161.848,0.224,156.309,,156.309,-12.872,,-3.489,-1.583,-12.732,129.162,1.275274,1.05379,0.68,53.321894,64.528979,51.411218,
06/30/2007,372.213,331.543,,,,,0.0,5.13,0.0,35.54,-209.627,112.998,16.291,73.921,0.0,,6.417,162.586,-56.475,73.743,-17.268,0.0,106.111,0.0,,,102.344,-13.073,,,119.184,-16.84,102.344,-1.084,3.5,102.344,102.344,,118.961,0.86,0.75,0.75,120.984,0.84,0.73,0.73,,76.264,,,,-15.453,,,-11.716,0.232,167.427,,167.427,-8.492,,-7.241,-1.942,-18.907,134.345,1.364968,1.095263,0.68,49.81801,62.085526,48.315672,
09/30/2007,368.584,329.539,,,,,0.0,5.318,0.0,33.727,-210.886,113.506,20.189,70.916,0.0,,6.275,157.698,97.261,69.929,-1.39,-165.8,254.959,0.0,,,242.37,-1.357,,,256.316,14.178,242.37,-1.054,3.457,242.37,242.37,,119.01,2.02,2.01,2.03,120.655,1.99,1.98,2.0,,73.195,,,,0.0,-168.495,,-0.335,-0.235,160.194,,160.194,-8.186,,-10.712,-2.144,-21.855,120.754,1.309866,0.987375,0.68,51.913705,68.86947,50.517997,
12/31/2007,380.79,340.859,,,,,0.0,5.378,0.0,34.553,-213.539,116.465,16.594,71.421,0.0,,9.059,167.251,-67.484,68.289,-0.805,0.0,99.767,0.0,,,123.79,-47.288,,,147.055,22.828,123.79,-0.926,3.463,123.79,123.79,,119.249,1.04,0.64,0.64,120.878,1.02,0.63,0.63,,73.306,,,,,,1.009,-46.426,-0.862,172.719,,172.719,-9.226,,-16.284,-2.317,-28.519,119.836,1.411818,0.979548,6.66,471.732166,679.905104,459.821062,
03/31/2008,371.432,346.779,,,,,,5.477,0.0,19.176,-143.218,123.63,19.588,74.671,,,,153.543,-52.677,72.496,-1.042,-18.777,100.866,0.0,,,95.923,,,,100.866,-19.359,84.482,,9.286,84.482,84.482,0.0,119.536,0.71,0.71,0.71,121.022,0.7,0.7,0.7,,77.619,,,,,-23.438,,,,130.745,,130.745,-12.918,,-5.289,-1.906,-26.6,93.318,1.067454,0.761885,0.68,63.702964,89.252277,62.17024,
06/30/2008,368.68,348.237,,,,,,6.46,0.0,13.983,-143.019,125.552,17.467,74.389,,,,151.272,-61.147,69.302,-1.855,-6.3,90.125,0.0,,,75.483,,,,90.125,12.765,75.483,,5.897,75.483,75.483,0.0,119.753,0.63,0.63,0.63,121.315,0.62,0.62,0.62,,82.838,,,,,-6.203,,,,164.883,,164.883,-11.22,,-5.364,-7.732,-10.096,136.368,1.342958,1.110706,0.68,50.634498,61.22234,49.387772,
09/30/2008,357.988,338.797,,,,,,9.557,0.0,9.634,-146.473,127.715,18.758,75.321,,,6.318,129.876,-77.523,74.662,-2.644,5.505,52.353,0.0,,,43.079,,,,52.353,7.33,43.079,,6.833,43.079,43.079,0.0,119.832,0.36,0.36,0.36,121.369,0.35,0.35,0.35,,106.475,,,,,-1.753,,,,155.131,,155.131,7.216,6.471,-8.698,-17.9,-16.117,132.936,1.262973,1.082276,0.68,53.841205,62.830535,52.527064,
12/31/2008,390.3,368.239,,,,,,9.024,0.0,13.037,-148.877,132.325,16.552,79.766,,,,161.657,-274.278,78.862,187.559,7.857,-112.621,0.0,,,-98.063,,,,-112.621,-16.408,-98.063,,13.241,-98.063,-98.063,0.0,120.788,-0.81,-0.81,-0.81,120.788,-0.81,-0.81,-0.81,,115.668,,,,,-1.946,,,,-0.749,186.302,185.553,-15.989,,-12.747,-17.332,-18.756,133.97,1.536187,1.109133,0.68,44.265434,61.309129,,
03/31/2009,377.544,362.866,293.517,52.408,0.0,16.941,0.0,8.296,0.0,6.382,-224.123,123.861,17.42,77.37,,0.0,5.472,153.421,-99.391,78.93,-5.097,25.558,54.03,0.0,0.0,0.0,52.639,0.0,0.0,0.0,54.03,-23.228,44.598,,,44.598,41.803,-2.795,121.256,0.37,0.37,0.34475,121.468,0.37,0.37,0.34475,,108.231,,,,,-2.795,,,,134.847,27.766,162.613,-16.081,7.094,-9.476,11.435,-48.347,107.238,1.32282,0.872357,0.68,51.405312,77.949719,61.146396,
06/30/2009,389.49,373.101,304.864,49.821,0.0,18.416,0.0,8.551,0.0,7.838,-235.626,130.089,18.532,87.005,,0.0,0.0,153.864,-73.791,78.633,0.351,-5.193,80.073,0.0,0.0,0.0,78.47,0.0,0.0,0.0,80.073,-27.721,67.152,,,67.152,63.153,-3.999,125.267,0.54,0.54,0.504147,125.62,0.53,0.53,0.498166,,120.359,,,,,-4.493,,,,166.615,-5.153,161.462,-12.966,6.559,-5.981,11.476,-53.566,106.984,1.270324,0.841711,0.5,39.360035,59.402808,37.591753,
09/30/2009,377.303,359.386,291.602,51.901,0.0,15.883,0.0,9.754,0.0,8.163,-232.608,134.438,19.989,78.181,,0.0,0.0,144.695,-67.045,77.09,-6.35,-3.695,77.65,0.0,0.0,0.0,76.571,0.0,0.0,0.0,77.65,-24.702,65.795,,,65.795,63.417,-2.378,138.641,0.47,0.47,0.457419,139.225,0.47,0.47,0.45292,,108.975,,,,0.0,-2.394,,,,158.45,,158.45,-16.224,6.483,-4.819,12.039,-50.012,105.917,1.126267,0.752861,0.5,44.394446,66.413324,43.749132,
12/31/2009,376.128,357.574,295.448,46.769,0.0,15.357,0.0,8.277,0.0,10.277,-230.536,131.905,19.506,79.125,,0.0,0.0,145.592,-82.846,88.18,-0.962,-4.372,62.746,0.0,0.0,0.0,61.621,0.0,0.0,0.0,62.746,-22.64,53.317,,,53.317,51.239,-2.078,138.761,0.38,0.38,0.369261,139.459,0.38,0.38,0.3651,,109.153,,,,,-2.078,,,,146.056,,146.056,-13.279,6.5,-9.052,12.127,-49.094,93.258,1.036446,0.66178,0.5,48.24177,75.55384,47.50267,
03/31/2010,378.071,363.224,302.383,45.544,0.0,15.297,0.0,8.944,0.0,5.903,-232.95,130.253,26.822,83.075,,0.0,-7.2,145.121,-82.614,92.029,-7.91,-1.505,62.507,0.0,0.0,0.0,61.388,0.0,0.0,0.0,62.507,-23.645,52.714,,,52.714,53.119,0.405,138.931,0.38,0.38,0.382341,139.597,0.38,0.38,0.382341,,113.618,,,,,-1.765,,,,149.596,-5.615,143.981,-29.068,14.011,-1.351,12.377,-106.739,33.211,1.020722,0.235442,0.5,48.984936,212.366385,46.435399,
