Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),(Income) Loss from Affiliates,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2011,3900.0,3900.0,-3221.0,3221.0,679.0,0.0,-268.0,234.0,,34.0,411.0,-67.0,22.0,39.0,-17.0,,45.0,344.0,-29.0,-3.0,312.0,0.0,0.0,0.0,312.0,-22.0,290.0,0.0,0.0,290.0,310.0,20.0,328.34,0.88,0.88,0.944143,328.34,0.88,0.88,0.940912,
03/31/2012,4092.0,4092.0,-3373.0,3373.0,719.0,0.0,-255.0,228.0,,27.0,464.0,-28.0,30.0,35.0,-5.0,,-2.0,436.0,-77.0,4.0,363.0,0.0,0.0,0.0,363.0,-21.0,342.0,0.0,0.0,342.0,345.9,3.9,328.24,1.04,1.04,1.053802,328.47,1.04,1.04,1.051873,
06/30/2012,3997.0,3997.0,-3272.0,3272.0,725.0,0.0,-257.0,230.0,0.0,27.0,468.0,-28.0,29.0,33.0,-4.0,0.0,-1.0,440.0,-98.0,8.0,350.0,0.0,0.0,0.0,350.0,-20.0,330.0,0.0,0.0,330.0,335.2,5.2,325.87,1.01,1.01,1.028631,326.14,1.01,1.01,1.025944,
09/30/2012,3663.0,3663.0,-3058.0,3058.0,605.0,0.0,-238.0,215.0,,23.0,367.0,-29.0,27.0,32.0,-5.0,,2.0,338.0,-52.0,6.0,292.0,0.0,0.0,0.0,292.0,-23.0,269.0,0.0,0.0,269.0,272.9,3.9,320.93,0.84,0.84,0.850341,321.28,0.84,0.84,0.850341,
12/31/2012,3767.0,3767.0,-3158.0,3158.0,609.0,0.0,-432.0,254.0,,178.0,177.0,-46.0,33.0,36.0,-3.0,,13.0,131.0,15.0,9.0,155.0,0.0,0.0,0.0,155.0,-19.0,136.0,0.0,0.0,136.0,274.0,138.0,316.8,0.43,0.43,0.864899,317.38,0.43,0.43,0.86481,
03/31/2013,4024.0,4024.0,-3339.0,3339.0,685.0,0.0,-288.0,230.0,,58.0,397.0,-70.0,33.0,36.0,-3.0,,37.0,327.0,-37.0,8.0,298.0,0.0,0.0,0.0,298.0,-22.0,276.0,0.0,0.0,276.0,336.000014,60.000014,314.68,0.88,0.88,1.067751,315.36,0.88,0.88,1.067751,
06/30/2013,4240.0,4240.0,-3464.0,3464.0,776.0,0.0,-293.0,241.0,0.0,52.0,483.0,-31.0,32.0,36.0,-4.0,,-1.0,452.0,-73.0,10.0,389.0,0.0,0.0,0.0,389.0,-22.0,367.0,0.0,0.0,367.0,388.0,21.0,311.93,1.18,1.18,1.243869,312.69,1.17,1.17,1.237159,
09/30/2013,4017.0,4017.0,-3338.0,3338.0,679.0,0.0,-292.0,228.0,,64.0,387.0,-30.0,30.0,34.0,-4.0,,0.0,357.0,-72.0,8.0,293.0,0.0,0.0,0.0,293.0,-22.0,271.0,0.0,0.0,271.0,302.000018,31.000018,309.68,0.88,0.88,0.9752,310.62,0.87,0.87,0.9698,
12/31/2013,4182.0,4182.0,-3426.0,3426.0,756.0,0.0,-339.0,264.0,,75.0,417.0,-30.0,34.0,37.0,-3.0,,-4.0,387.0,-74.0,8.0,321.0,0.0,0.0,0.0,321.0,-23.0,298.0,0.0,0.0,298.0,345.0,47.0,307.08,0.97,0.97,1.123486,308.64,0.97,0.97,1.122281,
03/31/2014,3897.0,3897.0,-3164.0,3164.0,733.0,0.0,-293.0,248.0,,45.0,440.0,-52.0,33.0,35.0,-2.0,,19.0,388.0,-69.0,7.0,326.0,-15.0,-15.0,0.0,341.0,-21.0,320.0,0.0,0.0,320.0,361.099977,56.099977,305.85,1.05,1.02,1.196992,306.89,1.04,1.01,1.192802,
06/30/2014,4062.0,4062.0,-3262.0,3262.0,800.0,0.0,-338.0,261.0,0.0,77.0,462.0,-30.0,31.0,33.0,-2.0,0.0,-1.0,432.0,-56.0,3.0,379.0,-27.0,-27.0,0.0,406.0,-24.0,382.0,0.0,0.0,382.0,404.000024,49.000024,302.68,1.26,1.19,1.351262,303.74,1.26,1.19,1.351262,
09/30/2014,3762.0,3762.0,-3041.0,3041.0,721.0,0.0,-329.0,259.0,,70.0,392.0,-28.0,31.0,33.0,-2.0,0.0,-3.0,364.0,-56.0,5.0,313.0,-12.0,-12.0,0.0,325.0,-20.0,305.0,0.0,0.0,305.0,346.0,53.0,298.59,1.02,1.0,1.178874,300.14,1.02,1.0,1.176584,
12/31/2014,3778.0,3778.0,-3004.0,3004.0,774.0,0.0,-310.0,268.0,,42.0,464.0,-33.0,30.0,34.0,-4.0,0.0,3.0,431.0,-74.0,5.0,362.0,-6.0,-6.0,0.0,368.0,-24.0,344.0,0.0,0.0,344.0,384.0,46.0,294.11,1.17,1.16,1.305634,296.93,1.16,1.15,1.304919,
03/31/2015,3797.0,3797.0,-3056.0,3056.0,741.0,0.0,-295.0,255.0,,40.0,446.0,-86.0,31.0,32.0,-1.0,0.0,55.0,360.0,-61.0,5.0,304.0,75.0,75.0,0.0,229.0,-20.0,209.0,0.0,0.0,209.0,348.999974,64.999974,290.9,0.72,0.99,1.213475,291.81,0.72,0.99,1.212748,
06/30/2015,3858.0,3858.0,-3076.0,3076.0,782.0,0.0,-301.0,261.0,,40.0,481.0,-32.0,29.0,30.0,-1.0,0.0,3.0,449.0,-80.0,0.0,369.0,-298.0,-298.0,0.0,667.0,-22.0,645.0,0.0,0.0,645.0,367.999989,20.999989,287.77,2.24,1.22,1.289224,288.85,2.23,1.21,1.282702,
09/30/2015,3631.0,3631.0,-2862.0,2862.0,769.0,0.0,-308.0,249.0,,59.0,461.0,-41.0,28.0,30.0,-2.0,0.0,13.0,420.0,-61.0,5.0,364.0,-54.0,-54.0,0.0,418.0,-14.0,404.0,0.0,0.0,404.0,364.0,14.0,282.97,1.43,1.24,1.286355,284.4,1.42,1.23,1.279226,
12/31/2015,3879.0,3879.0,-3161.0,3161.0,718.0,0.0,-383.0,252.0,,131.0,335.0,-56.0,34.0,35.0,-1.0,,22.0,279.0,-61.0,6.0,224.0,3.0,3.0,0.0,221.0,-29.0,192.0,0.0,0.0,192.0,387.0,192.0,279.29,0.69,0.71,1.385656,281.64,0.68,0.7,1.381721,
03/31/2016,4051.0,4051.0,-3262.0,3262.0,789.0,0.0,-345.0,277.0,,68.0,444.0,-40.0,40.0,41.0,-1.0,,0.0,404.0,-75.0,6.0,335.0,-108.0,-108.0,0.0,443.0,-18.0,425.0,0.0,0.0,425.0,374.0,57.0,276.62,1.54,1.16,1.352035,277.04,1.53,1.15,1.352035,
06/30/2016,4206.0,4206.0,-3346.0,3346.0,860.0,0.0,-466.0,278.0,,188.0,394.0,-46.0,41.0,41.0,0.0,0.0,5.0,348.0,-84.0,7.0,271.0,0.0,0.0,0.0,271.0,-13.0,258.0,0.0,0.0,258.0,430.0,172.0,272.92,0.95,0.95,1.575553,273.37,0.94,0.94,1.569184,
09/30/2016,4091.0,4091.0,-3253.0,3253.0,838.0,0.0,-375.0,278.0,,97.0,463.0,-110.0,40.0,41.0,-1.0,0.0,70.0,353.0,-57.0,10.0,306.0,0.0,0.0,0.0,306.0,-13.0,293.0,0.0,0.0,293.0,412.0,119.0,272.19,1.08,1.08,1.513649,272.77,1.07,1.07,1.506265,
12/31/2016,3193.0,3193.0,-2325.0,2325.0,868.0,0.0,-343.0,252.0,,91.0,525.0,-344.0,30.0,33.0,-3.0,0.0,314.0,181.0,4.0,12.0,197.0,-109.0,-109.0,0.0,306.0,-25.0,281.0,0.0,0.0,281.0,374.45,202.45,270.38,1.04,0.636142,1.384903,271.64,1.03,0.628734,1.374021,
03/31/2017,3143.0,3143.0,-2544.0,2544.0,599.0,0.0,-306.0,225.0,,81.0,293.0,-56.0,32.0,33.0,-1.0,,24.0,237.0,-19.0,11.0,229.0,-123.0,-123.0,0.0,352.0,-17.0,335.0,0.0,0.0,335.0,282.999966,70.999966,269.2,1.24,0.787519,1.051263,269.54,1.24,0.783667,1.047079,
06/30/2017,3153.0,3153.0,-2498.0,2498.0,655.0,0.0,-291.0,231.0,,60.0,364.0,-27.0,34.0,35.0,-1.0,,-7.0,337.0,-38.0,7.0,306.0,-80.0,-80.0,0.0,386.0,-17.0,369.0,0.0,0.0,369.0,294.0,5.0,267.41,1.38,1.080737,1.099435,268.03,1.38,1.080737,1.099392,
09/30/2017,3148.0,3148.0,-2498.0,2498.0,650.0,0.0,-277.0,230.0,,47.0,373.0,-42.0,33.0,35.0,-2.0,,9.0,331.0,-31.0,6.0,306.0,-107.0,-107.0,0.0,413.0,-18.0,395.0,0.0,0.0,395.0,298.0,10.0,266.24,1.48,1.11,1.119291,267.16,1.48,1.11,1.119291,
12/31/2017,3440.0,3440.0,-2730.0,2730.0,710.0,0.0,-324.0,266.0,,58.0,386.0,-36.0,34.0,37.0,-3.0,,2.0,350.0,-135.0,7.0,222.0,-55.0,-55.0,0.0,277.0,-21.0,256.0,0.0,0.0,256.0,293.7,92.7,265.84,0.96,0.756094,1.1048,267.44,0.95,0.744346,1.090966,
03/31/2018,3630.0,3630.0,-2947.0,2947.0,683.0,0.0,-309.0,259.0,,50.0,374.0,-4.0,29.0,34.0,-5.0,,-25.0,370.0,-59.0,5.0,316.0,0.0,0.0,0.0,316.0,-9.0,307.0,0.0,0.0,307.0,343.000006,36.000006,265.69,1.16,1.16,1.290978,266.44,1.15,1.15,1.285115,
06/30/2018,3684.0,3684.0,-2958.0,2958.0,726.0,0.0,-305.0,260.0,,45.0,421.0,-43.0,29.0,36.0,-7.0,,14.0,378.0,-83.0,8.0,303.0,0.0,0.0,0.0,303.0,-12.0,291.0,0.0,0.0,291.0,372.0,81.0,264.81,1.1,1.1,1.404781,265.48,1.1,1.1,1.404781,
09/30/2018,3485.0,3485.0,-2834.0,2834.0,651.0,0.0,-328.0,232.0,,96.0,323.0,-30.0,29.0,34.0,-5.0,,1.0,293.0,-66.0,4.0,231.0,0.0,0.0,0.0,231.0,-9.0,222.0,0.0,0.0,222.0,329.0,107.0,264.56,0.84,0.84,1.243574,265.33,0.84,0.84,1.243271,
12/31/2018,3636.0,3636.0,-2967.0,2967.0,669.0,0.0,-314.0,242.0,,72.0,355.0,-62.0,33.0,37.0,-4.0,,29.0,293.0,-42.0,6.0,257.0,0.0,0.0,0.0,257.0,-10.0,247.0,0.0,0.0,247.0,352.0,105.0,262.61,0.94,0.94,1.340391,263.65,0.94,0.94,1.338255,
03/31/2019,3575.0,3575.0,-2962.0,2962.0,613.0,0.0,-316.0,256.0,,60.0,297.0,-22.0,35.0,38.0,-3.0,,-13.0,275.0,-33.0,3.0,245.0,0.0,0.0,0.0,245.0,-5.0,240.0,0.0,0.0,240.0,272.999995,32.999995,259.08,0.93,0.93,1.053729,259.55,0.92,0.92,1.047143,
06/30/2019,3627.0,3627.0,-2958.0,2958.0,669.0,0.0,-334.0,260.0,,74.0,335.0,-37.0,38.0,43.0,-5.0,,-1.0,298.0,-31.0,4.0,271.0,0.0,0.0,0.0,271.0,3.0,274.0,0.0,0.0,274.0,342.0,68.0,257.02,1.07,1.07,1.330636,257.26,1.07,1.07,1.330636,
09/30/2019,3559.0,3559.0,-2882.0,2882.0,677.0,0.0,-357.0,262.0,,95.0,320.0,-35.0,39.0,42.0,-3.0,,-4.0,285.0,-38.0,5.0,252.0,0.0,0.0,0.0,252.0,-6.0,246.0,0.0,0.0,246.0,325.0,79.0,255.89,0.96,0.96,1.270077,256.44,0.96,0.96,1.268064,
12/31/2019,3596.0,3596.0,-2909.0,2909.0,687.0,0.0,-363.0,298.0,,65.0,324.0,-56.0,39.0,41.0,-2.0,,17.0,268.0,-30.0,3.0,241.0,0.0,0.0,0.0,241.0,-11.0,230.0,0.0,0.0,230.0,296.0,66.0,255.31,0.9,0.9,1.159375,256.36,0.9,0.9,1.15745,
03/31/2020,3226.0,3226.0,-2725.0,2725.0,501.0,0.0,1118.0,252.0,,-1370.0,1619.0,-44.0,40.0,43.0,-3.0,,4.0,1575.0,-10.0,2.0,1567.0,0.0,0.0,0.0,1567.0,5.0,1572.0,0.0,0.0,1572.0,173.0001,-1398.9999,255.51,6.15,6.15,0.677077,255.83,6.14,6.14,0.671525,
06/30/2020,1960.0,1960.0,-1947.0,1947.0,13.0,0.0,-324.0,217.0,,107.0,-311.0,-50.0,43.0,44.0,-1.0,,7.0,-361.0,14.0,-18.0,-365.0,0.0,0.0,0.0,-365.0,-1.0,-366.0,-3.0,0.0,-369.0,-290.84,78.16,258.03,-1.43,-1.43,-1.127156,258.21,-1.43,-1.43,-1.127301,
09/30/2020,3183.316,,,,550.68183484,,,,,,316.909,,,,,,,251.667,,,178.2,,,,,,178.2,,,178.2,182.394,,,0.655,0.655,0.682,,0.655,0.655,0.682,
12/31/2020,3591.579,,,,636.57146196,,,,,,388.455,,,,,,,336.583,,,209.6,,,,,,209.6,,,209.6,239.235,,,0.793,0.793,0.875,,0.793,0.793,0.875,
