Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Compensation,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
10/31/1998,238.701996,74.727997,74.727997,0.0,2.675,,,81.154999,5.815,,75.339996,,0.693,,,,159.251007,74.990997,131.707993,-56.716999,0.0,,4.46,,,,4.46,79.450997,,38.574001,38.574001,,,,0.0,,,,,66.952,,,66.952,105.526001,0.0,,,,,17.125,,,,,,,17.125,17.125,122.651001,0.0,144.449997,,,-11.317,,-17.082,116.050997,0.0,116.050997,238.701998,
01/30/1999,319.278015,163.563995,163.563995,0.0,4.101,,,43.992001,5.887,0.0,38.105,0.0,6.578,,,,218.235001,89.557999,152.617996,-63.060001,0.0,,11.485,0.0,,,11.485,101.042998,,24.759001,24.759001,,,,0.0,,,,,97.586,,,97.586,122.345001,0.0,,,,,10.828,,,,,,,10.828,10.828,133.173001,0.0,144.658997,,,-1.685,,43.130999,186.104996,0.0,186.104996,319.277997,
05/02/1999,304.164001,134.735001,134.735001,0.0,3.792,,,65.949997,6.369,0.0,59.581001,0.0,0.705,,,,205.182007,87.652,157.867996,-70.216003,0.0,,11.33,0.0,,,11.33,98.982,,24.975,24.975,,,,0.0,,,,,73.233999,,,73.233999,98.209,0.0,,,,,11.339,,,,,,,11.339,11.339,109.547999,0.0,139.369003,,,-0.39,,55.637002,194.616005,0.0,194.616005,304.164004,
07/31/1999,343.157013,107.556,107.556,0.0,3.925,,,104.841003,7.212,0.0,97.628998,0.0,1.221,,,,217.542999,105.286003,177.335007,-72.049004,0.0,,20.327999,0.0,,,20.327999,125.614002,,40.917999,40.917999,,,,0.0,,,,,84.379997,,,84.379997,125.297997,0.0,,,,,13.235,,,,,,,13.235,13.235,138.532996,0.0,139.294006,,,-8.755,,74.085002,204.624008,0.0,204.624008,343.157004,
10/30/1999,404.276,140.715001,95.862,44.853001,4.017,,,104.734001,0.0,0.0,104.734001,0.0,1.578,,,,251.044006,141.972,214.548004,-72.575996,0.0,,11.26,0.0,,,11.26,153.232,,50.455002,50.455002,,,,0.0,,,,,108.098998,,,108.098998,158.554,0.0,,,,,14.536,,,,,,,14.536,14.536,173.09,0.0,138.988007,,,-20.834,,113.031998,231.186005,0.0,231.186005,404.276005,
01/29/2000,458.165985,193.509007,147.908005,45.601002,11.447,,,75.262001,0.0,0.0,75.262001,0.0,19.999001,,,,300.21701,146.403,225.781006,-79.377998,0.0,,11.546,0.0,,,11.546,157.948999,,18.714001,18.714001,,,,0.0,,,,,119.151997,,,119.151997,137.865997,0.0,,,,,9.206,,,,,,,9.206,9.206,147.071998,0.0,148.337997,,,-29.979,,192.734997,311.093994,0.0,311.093994,458.165992,
04/29/2000,436.484985,117.357002,117.357002,0.0,8.561,,,99.153,12.52,0.0,86.633003,0.0,8.345,,,,233.416,191.561005,274.958008,-83.397003,0.0,,11.508,0.0,0.0,0.0,11.508,203.069005,,19.764999,19.764999,,,,0.0,0.0,0.0,0.0,,91.682999,,,91.682999,111.447998,0.0,0.0,0.0,0.0,,8.782,,,,,,,8.782,8.782,120.229998,0.0,138.919998,,,-31.563,,208.898006,316.255005,0.0,316.255005,436.485003,
07/29/2000,490.188995,63.254002,63.254002,0.0,22.207001,,,139.190002,14.45,0.0,124.739998,0.0,10.689,,,,235.339996,229.173004,318.330994,-89.157997,0.0,,25.676001,0.0,0.0,0.0,25.676001,254.849005,,51.653,51.653,,,,0.0,0.0,0.0,0.0,,119.126007,,,119.126007,170.779007,0.0,0.0,0.0,0.0,,8.108,,,,,,,8.108,8.108,178.887007,0.0,138.561996,,,-57.320999,,230.061005,311.302002,0.0,311.302002,490.189009,
10/28/2000,528.023987,94.162003,94.162003,0.0,14.596,,,122.374001,0.0,0.0,122.374001,0.0,16.805,,,,247.936996,268.606995,364.39801,-95.791,0.0,,11.48,0.0,,,11.48,280.086994,,54.765999,54.765999,,,,0.0,0.0,0.0,0.0,,121.370003,,,121.370003,176.136002,0.0,0.0,0.0,0.0,,8.29,,,,,,,8.29,8.29,184.426002,0.0,138.645004,,,-68.699997,,273.653,343.598007,0.0,343.598007,528.024009,
02/03/2001,587.515991,137.580994,137.580994,0.0,15.829,,,120.997002,0.0,0.0,120.997002,0.0,29.155001,,,,303.562012,278.785004,384.196014,-105.411003,0.0,,5.169,0.0,0.0,0.0,5.169,283.954004,,33.942001,33.942001,,,,0.0,0.0,0.0,0.0,,120.619995,,,120.619995,154.561996,0.0,0.0,0.0,0.0,,10.254,,,,,,,10.254,10.254,164.815996,0.0,137.522995,,,-65.691002,,350.868004,422.699997,0.0,422.699997,587.515993,
05/05/2001,593.612,123.259003,123.259003,0.0,12.126,,,127.709999,18.414,0.0,109.295998,0.0,12.169,,,,275.264008,313.21701,427.404999,-114.188004,0.0,,5.131,0.0,0.0,0.0,5.131,318.348011,,23.903999,23.903999,,,,0.0,0.0,0.0,0.0,,113.769005,,,113.769005,137.673004,0.0,0.0,0.0,0.0,,9.646,,,,,,,9.646,9.646,147.319004,0.0,138.703995,,,-63.882,,371.470989,446.292984,0.0,446.292984,593.611988,
08/04/2001,672.315002,97.405998,97.405998,0.0,18.677999,,,177.828995,20.101999,0.0,157.727005,0.0,13.718,,,,307.631012,344.881989,461.613007,-116.731003,0.0,,19.802,0.0,0.0,0.0,19.802,364.683989,,46.596001,46.596001,,,,0.0,0.0,0.0,0.0,,139.116997,,,139.116997,185.712997,0.0,0.0,0.0,0.0,,9.768,,,,,,,9.768,9.768,195.480997,0.0,137.356003,,,-57.030998,,396.508995,476.834,0.0,476.834,672.314997,
11/03/2001,695.937012,102.967003,71.481003,31.486,26.438999,,,153.203995,0.0,0.0,153.203995,0.0,38.363998,,,,320.973999,369.902008,494.153992,-124.251999,0.0,,5.061,0.0,0.0,0.0,5.061,374.963008,,36.422001,36.422001,,,,0.0,0.0,0.0,0.0,,138.867992,,,138.867992,175.289993,0.0,0.0,0.0,0.0,,10.327,,,,,,,10.327,10.327,185.616993,0.0,137.382996,,,-67.434998,,440.372009,510.320007,0.0,510.320007,695.937,
02/02/2002,770.546021,238.884003,167.664001,71.220001,20.455999,,,108.875999,0.0,0.0,108.875999,0.0,36.979,,,,405.195007,365.112,501.322998,-136.210999,0.0,,0.239,0.0,0.0,0.0,0.239,365.351,,31.896999,31.896999,,,,0.0,0.0,0.0,0.0,,131.681995,,,131.681995,163.578995,0.0,0.0,0.0,0.0,,11.533,,,,,,,11.533,11.533,175.111995,0.0,142.427002,,,-66.532997,,519.539986,595.43399,0.0,595.43399,770.545985,
05/04/2002,794.976013,240.977005,225.977005,15.0,16.245001,,,117.166,0.0,0.0,117.166,0.0,37.623001,,,,412.010986,382.761993,531.362,-148.600006,0.0,,0.203,0.0,0.0,0.0,0.203,382.964993,,29.666,29.666,,,,0.0,0.0,0.0,0.0,,130.753998,,,130.753998,160.419998,0.0,0.0,0.0,0.0,,17.01,,,,,,,17.01,17.01,177.429998,0.0,143.548996,,,-68.832001,,542.82901,617.546005,0.0,617.546005,794.976004,
08/03/2002,865.632019,229.033997,229.033997,0.0,13.961,,,179.561996,0.0,0.0,179.561996,0.0,41.021999,,,,463.57901,401.906006,564.377991,-162.472,0.0,,0.147,0.0,0.0,0.0,0.147,402.053006,,58.506001,58.506001,,,,0.0,0.0,0.0,0.0,,158.564007,,,158.564007,217.070007,0.0,0.0,0.0,0.0,,22.379999,,,,,,,22.379999,22.379999,239.450006,0.0,143.457001,,,-91.245003,,573.970009,626.182007,0.0,626.182007,865.632013,
11/02/2002,906.35199,245.076004,240.076004,5.0,11.433,,,189.229996,0.0,0.0,189.229996,0.0,43.863998,,,,489.602997,416.690002,593.46698,-176.776993,0.0,,0.059,0.0,0.0,0.0,0.059,416.749002,,67.300003,67.300003,,,,0.0,0.0,0.0,0.0,,157.095993,,,157.095993,224.395996,0.0,0.0,0.0,0.0,,26.805,,,,,,,26.805,26.805,251.200996,0.0,143.455994,,,-109.963997,,621.659004,655.151001,0.0,655.151001,906.351997,
02/01/2003,1023.047974,430.062988,420.062988,10.0,10.572,,,143.306,0.0,0.0,143.306,0.0,45.441002,,,,629.382019,392.94101,585.642029,-192.701004,0.0,,0.725,0.0,0.0,0.0,0.725,393.66601,,79.291,79.291,,,,0.0,0.0,0.0,0.0,,165.996994,,,165.996994,245.287994,0.0,0.0,0.0,0.0,,28.233,,,,,,,28.233,28.233,273.520994,0.0,143.610001,,,-108.557999,714.474976,1.5e-05,749.526993,0.0,749.526993,1023.047987,
08/02/2003,1072.213013,385.187012,385.187012,0.0,11.52,,,199.580994,0.0,0.0,199.580994,0.0,49.126999,,,,645.414978,426.19101,639.466003,-213.274994,0.0,,0.607,0.0,0.0,0.0,0.607,426.79801,,79.746002,79.746002,,,,0.0,0.0,0.0,0.0,,169.608994,,,169.608994,249.354996,0.0,0.0,0.0,0.0,,45.223,,,,,,,45.223,45.223,294.577995,0.0,143.985001,,,-141.194,774.843994,3.1e-05,777.635025,0.0,777.635025,1072.21302,
11/01/2003,1160.272949,431.602997,431.602997,0.0,4.597,,,212.291,0.0,0.0,212.291,0.0,52.236,,,,700.72699,458.950012,686.879028,-227.929001,0.0,,0.596,0.0,0.0,0.0,0.596,459.546012,,106.925003,106.925003,,,,0.0,0.0,0.0,0.0,,182.516983,,,182.516983,289.441986,0.0,0.0,0.0,0.0,,49.757999,,,,,,,49.757999,49.757999,339.199986,0.0,141.720001,,,-145.947998,825.301025,0.0,821.073029,0.0,821.073029,1160.273014,
01/31/2004,1383.229004,521.073013,56.373001,464.700012,7.197,,,170.703003,0.0,0.0,170.703003,0.0,53.681999,,,,752.655029,630.021973,961.817017,-331.795013,0.0,,0.552,0.0,0.0,0.0,0.552,630.573973,,58.191002,58.191002,,,,33.173,33.173,0.0,0.0,,219.707989,,,219.707989,311.071991,0.0,0.0,0.0,0.0,,214.391998,,,,,,,214.391998,214.391998,525.463989,0.0,140.171997,,,-188.492004,906.085022,0.0,857.765015,0.0,857.765015,1383.229004,
05/01/2004,1188.540039,537.35498,527.35498,10.0,13.286,13.286,,132.268005,0.0,0.0,132.268005,0.0,54.981998,,,,737.890991,450.153992,686.940979,-236.787003,0.0,,0.496,0.0,0.0,0.0,0.496,450.649992,,67.764,67.764,,,,0.0,0.0,0.0,0.0,,182.745995,,,182.745995,250.509995,0.0,0.0,0.0,0.0,,49.750999,,,,,,,49.750999,49.750999,300.260994,0.0,139.177002,,,-188.492004,937.689026,-0.093995,888.280029,0.0,888.280029,1188.541023,
07/31/2004,1315.900024,582.14801,572.14801,10.0,16.083,16.083,,199.054993,0.0,0.0,199.054993,0.0,57.917,,,,855.203003,460.253998,712.781982,-252.528,0.0,,0.444,0.0,0.0,0.0,0.444,460.697998,,137.429001,137.429001,,,,0.0,0.0,0.0,0.0,,189.387985,,,189.387985,326.816986,0.0,0.0,0.0,0.0,,52.990002,,,,,,,52.990002,52.990002,379.806988,0.0,143.009995,,,-163.326996,956.411011,-3.1e-05,936.093979,0.0,936.093979,1315.900967,
10/30/2004,1228.401001,443.406006,443.406006,0.0,20.027,20.027,,209.001999,0.0,0.0,209.001999,0.0,63.963001,,,,736.39801,484.162994,750.591003,-266.428009,0.0,,7.84,0.0,0.0,0.0,7.84,492.002995,,138.740005,138.740005,,,,0.0,0.0,0.0,0.0,,237.422989,,,237.422989,376.162994,0.0,0.0,0.0,0.0,,60.775002,,,,,,,60.775002,60.775002,436.937996,0.0,142.688995,,,-336.55899,985.333008,-3.1e-05,791.462982,0.0,791.462982,1228.400978,
01/29/2005,1386.791,338.735,338.735,0.0,37.76,37.76,,211.198,0.0,0.0,211.198,0.0,83.091,,,,670.784,687.011,1073.412,-386.401,0.0,,28.996,0.0,0.0,0.0,28.996,716.007,,83.76,83.76,,,,53.577,,,,,291.875,,,291.875,429.212,0.0,,,,,288.253,,,,,,,288.253,288.253,717.465,0.0,141.284,,,-563.029,1076.023,15.048,669.326,0.0,669.326,1386.791,
04/30/2005,1393.044,313.752,136.578,177.174,32.284,32.284,,227.205,0.0,0.0,227.205,0.0,111.881,,,,685.122,699.502,1106.536,-407.034,0.0,,8.42,,,,8.42,707.922,,129.982,129.982,,,,0.0,,,,,254.957,,,254.957,384.939,0.0,,,,,319.37,,,,,,,319.37,319.37,704.309,0.0,144.749,,,-550.835,1094.821,0.0,688.735,0.0,688.735,1393.044,
07/30/2005,1593.343,308.105,91.736,216.369,31.623,31.623,,363.985,,,363.985,,122.462,,,,826.175,758.74,1182.623,-423.883,,,8.428,,,,8.428,767.168,,180.625,180.625,,,,0.0,,,,,246.828,,,246.828,427.453,0.0,,,,,323.777,,,,,,,323.777,323.777,751.23,0.0,157.013,,,-467.158,1152.258,0.0,842.113,,842.113,1593.343,
10/29/2005,1639.812,277.836,99.608,178.228,29.633,29.633,,415.621,,,415.621,,109.853,,,,832.943,798.391,1239.68,-441.289,0.0,,8.478,,,,8.478,806.869,,167.721,167.721,,,,0.0,,,,,322.968,,,322.968,490.689,0.0,,,,,313.069,,,,,,,313.069,313.069,803.758,0.0,158.69,,,-531.176,1208.54,0.0,836.054,0.0,836.054,1639.812,
01/28/2006,1789.718,461.854,50.687,411.167,41.855,41.855,,362.536,0.0,0.0,362.536,0.0,80.839,,,,947.084,813.603,1286.383,-472.78,0.0,,29.031,0.0,0.0,0.0,29.031,842.634,,86.572,86.572,,,,58.741,,,,,346.241,,,346.241,491.554,0.0,,,,,303.047,,,,,,,303.047,303.047,794.601,0.0,162.711,,,-550.795,1357.791,25.41,995.117,0.0,995.117,1789.718,
04/29/2006,1787.073,412.655,62.965,349.69,50.4,50.4,,336.654,0.0,,336.654,,77.221,,,,876.93,881.536,1370.143,-488.607,,,28.607,,,,28.607,910.143,,125.501,125.501,,,,0.0,,,,,305.206,,,305.206,430.707,0.0,,,,,308.076,,,,,,,308.076,308.076,738.783,,193.309,,,-542.6,1398.659,-1.078,1048.29,,1048.29,1787.073,
07/29/2006,1916.596,334.995,50.365,284.63,65.887,65.887,,434.268,0.0,0.0,434.268,0.0,82.501,,,,917.651,970.586,1485.267,-514.681,0.0,,28.359,0.0,0.0,0.0,28.359,998.945,,194.047,194.047,,,,0.0,0.0,0.0,0.0,,289.543,,,289.543,483.59,0.0,0.0,0.0,0.0,,322.282,,,,,,,322.282,322.282,805.872,0.0,273.023,,,-539.755,1378.678,-1.222,1110.724,0.0,1110.724,1916.596,
10/28/2006,2065.831,374.372,65.466,308.906,59.495,59.495,,431.002,,,431.002,,90.414,,,,955.283,1058.74,1602.104,-543.364,0.0,,51.808,,,,51.808,1110.548,,178.7,178.7,,,,0.0,,,,,345.642,,,345.642,524.342,0.0,,,,,329.61,,,,,,,329.61,329.61,853.952,0.0,283.171,,,-534.6,1463.539,-0.231,1211.879,0.0,1211.879,2065.831,
02/03/2007,2248.067,529.752,81.959,447.793,43.24,43.24,,427.447,0.0,0.0,427.447,0.0,91.639,,,,1092.078,1092.282,1669.053,-576.771,0.0,,63.707,0.0,0.0,0.0,63.707,1155.989,,100.919,100.919,,,,27.391,27.391,0.0,0.0,,382.317,,,382.317,510.627,0.0,0.0,0.0,0.0,,332.143,,,,,,,332.143,332.143,842.77,0.0,290.765,,,-530.764,1646.29,-0.994,1405.297,0.0,1405.297,2248.067,
05/05/2007,2131.18,341.971,73.919,268.052,49.052,49.052,,401.753,0.0,0.0,401.753,0.0,98.625,,,,891.401,1174.751,1791.133,-616.382,0.0,,65.028,0.0,0.0,0.0,65.028,1239.779,,85.445,85.445,,,,26.386,26.386,0.0,0.0,,260.177,,,260.177,372.008,0.0,0.0,0.0,0.0,,368.702,,,,,,,368.702,368.702,740.71,0.0,292.074,,,-590.5,1688.221,0.675,1390.47,0.0,1390.47,2131.18,
08/04/2007,2316.338,410.58,117.164,293.416,73.913,73.913,,431.395,0.0,0.0,431.395,0.0,102.943,,,,1018.831,1219.845,1872.738,-652.893,0.0,,77.662,0.0,0.0,0.0,77.662,1297.507,,109.947,109.947,,,,30.292,,,,,315.126,,,315.126,455.365,0.0,,,,,375.399,,,,,,,375.399,375.399,830.764,0.0,303.241,,,-574.281,1753.283,3.331,1485.574,0.0,1485.574,2316.338,
11/03/2007,2309.138,361.218,83.514,277.704,65.282,65.282,,407.123,0.0,0.0,407.123,0.0,108.662,,,,942.285,1286.606,1981.448,-694.842,0.0,,80.247,0.0,0.0,0.0,80.247,1366.853,,171.003,171.003,,,,26.209,,,,,318.715,,,318.715,515.927,0.0,,,,,387.493,,,,,,,387.493,387.493,903.42,0.0,311.791,,,-765.661,1851.531,8.057,1405.718,0.0,1405.718,2309.138,
02/02/2008,2567.598,648.53,118.044,530.486,53.801,53.801,,333.153,0.0,0.0,333.153,0.0,104.771,,,,1140.255,1318.291,2054.275,-735.984,0.0,,109.052,0.0,0.0,0.0,109.052,1427.343,,108.437,108.437,,,,43.361,43.361,0.0,0.0,,391.315,,,391.315,543.113,0.0,0.0,0.0,0.0,,406.172,,,,,,,406.172,406.172,949.285,0.0,320.484,,,-760.752,2051.463,7.118,1618.313,0.0,1618.313,2567.598,
05/03/2008,2485.843,187.217,187.217,0.0,68.643,68.643,0.0,347.628,,,,,110.506,,,72.346,713.994,1341.259,2123.812,-782.553,318.136,318.136,112.454,,,0.0,112.454,1771.849,,343.316,128.08,6.459,,208.777,33.043,33.043,,,,42.018,,,42.018,418.377,0.0,0.0,,,,423.149,,,,,,23.179,399.97,423.149,841.526,0.0,329.282,1.033,328.249,-769.76,2096.844,-12.049,1644.317,0.0,1644.317,2485.843,
08/02/2008,2763.218,301.042,301.042,0.0,83.197,83.197,0.0,470.682,,,,,116.156,,,76.293,971.077,1398.092,2227.013,-828.921,271.417,271.417,122.632,,,,122.632,1792.141,,397.89,165.284,,,232.606,132.398,132.398,,,,42.794,,,42.794,573.082,0.0,0.0,,,,444.491,,,,,,26.866,417.625,444.491,1017.573,0.0,342.589,1.033,341.556,-744.548,2159.502,-11.898,1745.645,0.0,1745.645,2763.218,
11/01/2008,2817.523,298.043,298.043,0.0,57.119,57.119,0.0,504.898,,,,,136.074,,,97.836,996.134,1443.01,2303.303,-860.293,261.814,261.814,116.565,,,,116.565,1821.389,,382.687,170.868,,,211.819,139.729,139.729,,,,42.584,,,42.584,565.0,0.0,0.0,,,,451.878,,,,,,32.573,419.305,451.878,1016.878,0.0,350.092,1.033,349.059,-742.584,2207.887,-14.75,1800.645,0.0,1800.645,2817.523,
01/31/2009,2848.181,522.122,522.122,0.0,53.11,53.11,0.0,372.422,,,,,124.356,0.0,,80.948,1072.01,1398.655,2339.284,-940.629,229.081,229.081,148.435,0.0,0.0,0.0,148.435,1776.171,,350.5,92.814,16.455,0.0,241.231,56.939,56.939,0.0,0.0,,42.358,0.0,0.0,42.358,449.797,100.0,100.0,0.0,0.0,,452.806,0.0,0.0,0.0,0.0,71.288,34.085,347.433,552.806,1002.603,0.0,329.521,1.033,328.488,-706.198,2244.936,-22.681,1845.578,0.0,1845.578,2848.181,
05/02/2009,2651.286,463.716,463.716,0.0,54.679,54.679,0.0,274.742,,,,,162.051,0.0,,95.278,955.188,1346.073,2379.811,-1033.738,212.364,212.364,137.661,,,0.0,137.661,1696.098,,251.105,56.628,0.023,,194.454,48.718,48.718,,,,42.127,,1.083,42.127,341.95,100.0,100.0,,,,437.93,,,,,,27.591,409.256,537.93,879.88,0.0,319.674,1.033,318.641,-694.033,2170.358,-24.593,1771.406,0.0,1771.406,2651.286,
08/01/2009,2639.158,426.182,366.484,59.698,67.161,67.161,0.0,325.596,,,,,162.285,,,111.631,981.224,1344.175,2432.902,-1088.727,143.731,143.731,170.028,,,,170.028,1657.934,,349.058,110.777,1.412,,236.869,46.263,46.263,,,,45.787,,,45.787,441.108,36.73,36.73,,,,420.062,,,,,,12.698,407.364,456.792,897.9,0.0,325.834,1.033,324.801,-690.878,2128.236,-21.934,1741.258,0.0,1741.258,2639.158,
10/31/2009,2764.344,522.872,466.887,55.985,73.994,73.994,0.0,347.18,,,,,190.658,,,108.624,1134.704,1318.864,2456.76,-1137.896,130.25,130.25,180.526,,,,180.526,1629.64,,384.404,150.117,9.332,,224.955,43.662,43.662,,,,43.947,,,43.947,472.013,50.582,50.582,,,,463.373,,,,,,40.495,422.878,513.955,985.968,0.0,331.125,1.033,330.092,-688.307,2151.626,-16.068,1778.376,0.0,1778.376,2764.344,
01/30/2010,2821.866,702.306,669.95,32.356,90.865,90.865,0.0,310.645,,,,,121.867,0.0,,75.949,1225.683,1244.019,2362.492,-1118.473,141.794,141.794,210.37,0.0,0.0,0.0,210.37,1596.183,,405.775,150.134,9.352,0.0,246.289,0.0,0.0,0.0,0.0,,43.597,0.0,0.0,0.0,449.372,71.213,71.213,0.0,0.0,,473.364,0.0,0.0,0.0,0.0,66.053,47.142,360.169,544.577,993.949,0.0,340.486,1.033,339.453,-687.286,2183.69,-8.973,1827.917,0.0,1827.917,2821.866,
