Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
07/31/1999,4897.843,219.886,219.886,,941.838,,,777.162,121.45,442.395,116.064,,95.079,,,,2033.965,2191.252,3422.232,-1230.98,294.489,378.137,,,,378.137,2863.878,,840.216,840.216,,,243.302,,,,,1220.831,,,1220.831,2304.349,317.55,,,,761.694,,,,,,761.694,1079.244,3383.593,,257.653,,,,1314.697,-58.1,1514.25,,1514.25,4897.843,
10/31/1999,4886.117,209.614,209.614,0.0,850.557,850.557,,664.403,19.653,0.0,72.07,0.0,185.597,,,,1910.171,2222.953,3468.597,-1245.644,167.891,585.102,0.0,116.045,-116.045,585.102,2975.946,,,,,,1041.376,,,,,1162.934,,,1162.934,2204.31,317.555,,,,782.88,,,,,,782.88,1100.435,3304.745,0.0,265.365,,,0.0,1375.338,-59.331,1581.372,0.0,1581.372,4886.117,
01/31/2000,4869.789,148.13,148.13,,818.262,,,759.211,130.969,393.485,119.714,,107.737,,,,1833.34,2271.129,3555.3,-1284.171,299.287,466.033,,,,466.033,3036.449,,729.508,729.508,,,347.994,,,,,1044.667,,,1044.667,2122.169,318.15,,,,802.265,,,,,,802.265,1120.415,3242.584,,279.955,,,,1408.57,-61.32,1627.205,,1627.205,4869.789,
04/30/2000,4888.951,120.209,120.209,,891.828,,,679.553,124.079,352.068,86.024,,110.464,,,,1802.054,2317.338,3642.571,-1325.233,291.697,477.862,,,,477.862,3086.897,,624.467,624.467,,,524.557,,,,,982.298,,,982.298,2131.322,317.564,,,,806.459,,,,,,806.459,1124.023,3255.345,,258.021,,,,1440.504,-64.919,1633.606,,1633.606,4888.951,
07/31/2000,4876.583,105.638,105.638,,826.664,,,764.726,129.732,449.486,75.008,,126.142,,,,1823.17,2314.773,3686.73,-1371.957,238.454,500.186,,,,500.186,3053.413,,709.824,709.824,,,425.529,,,,,959.466,,,959.466,2094.819,317.569,,,,818.266,,,,,,818.266,1135.835,3230.654,,257.437,,,,1454.924,-66.432,1645.929,,1645.929,4876.583,
10/31/2000,2154.03,6.929,6.929,0.0,215.574,215.574,,104.132,21.496,0.0,82.636,0.0,76.211,,,,402.846,1559.426,2517.052,-957.626,0.0,191.758,0.0,0.0,0.0,191.758,1751.184,,153.457,153.457,,,0.0,0.0,0.0,0.0,,114.326,,,114.326,267.783,0.0,0.0,0.0,0.0,511.629,,,,,,511.629,511.629,779.412,0.0,,,,0.0,,1374.618,1374.618,0.0,1374.618,2154.03,
01/31/2001,2151.299072,2.189,2.189,0.0,200.302002,200.302002,,98.577003,21.742001,0.0,76.834999,0.0,103.759003,,,,404.826996,1557.631958,2547.169922,-989.538025,0.0,188.839996,0.0,,,188.839996,1746.471954,,93.278999,93.278999,,,293.932007,,,,,85.422997,,,85.422997,472.634003,300.0,,,,512.955017,,,,,,512.955017,812.955017,1285.58902,0.0,49.541,,,0.0,821.997986,-5.828979,865.710007,0.0,865.710007,2151.299026,
04/30/2001,2175.1521,11.221,11.221,0.0,198.074997,198.074997,,98.486,21.153999,0.0,77.332001,0.0,90.567001,,,,398.348999,1559.93396,2573.36792,-1013.434021,0.0,216.869003,0.0,0.0,0.0,216.869003,1776.802963,,157.927002,157.927002,,,216.886002,216.886002,0.0,0.0,,98.404007,,,98.404007,473.21701,300.0,300.0,0.0,0.0,525.724976,,,,,,525.724976,825.724976,1298.941986,0.0,56.164001,,,0.0,825.382996,-5.336975,876.210022,0.0,876.210022,2175.152008,
07/31/2001,2159.212891,3.004,3.004,0.0,181.457993,181.457993,,114.821999,20.614,0.0,94.208,0.0,87.220001,,,,386.503998,1579.090942,2633.664062,-1054.572998,0.0,193.617996,0.0,0.0,0.0,193.617996,1772.708939,,151.729004,151.729004,,,191.203995,191.203995,0.0,0.0,,96.310013,,,96.310013,439.243011,300.0,300.0,0.0,0.0,554.963989,,,,,,554.963989,854.963989,1294.207001,0.0,56.937,,,0.0,813.028015,-4.959045,865.00597,0.0,865.00597,2159.212971,
10/31/2001,2268.666016,5.664,5.664,0.0,198.884995,,,141.483002,23.568001,0.0,117.915001,0.0,109.071999,,,,455.104004,1613.133057,2715.073975,-1101.94104,0.0,200.429001,0.0,0.0,0.0,200.429001,1813.562057,,185.903,185.903,,,248.231003,248.231003,0.0,0.0,,106.037018,,,106.037018,540.171021,300.0,300.0,0.0,0.0,562.14502,,,,,,562.14502,862.14502,1402.31604,0.0,62.131001,,,0.0,,804.218994,866.349995,0.0,866.349995,2268.666035,
03/31/2002,2291.923096,17.922001,17.922001,0.0,190.348007,190.348007,,172.490005,23.708,0.0,148.781998,0.0,105.497002,,,,486.256989,1618.20105,2788.933105,-1170.732056,0.0,187.464996,0.0,,,187.464996,1805.666046,,181.740005,181.740005,,,300.549011,,,,,101.241013,,,101.241013,583.530029,300.0,,,,564.885986,,,,,,564.885986,864.885986,1448.416016,0.0,65.810997,,,0.0,783.411987,-5.716003,843.506981,0.0,843.506981,2291.922997,
06/30/2002,2299.384,2.344,2.344,0.0,202.232,202.232,,180.894,23.471,0.0,157.423,0.0,102.501,,,,487.971,1616.622,2827.763,-1211.141,0.0,194.791,0.0,0.0,0.0,194.791,1811.413,,148.131,148.131,,,330.45,330.45,0.0,0.0,,125.436,,,125.436,604.017,300.0,300.0,0.0,0.0,569.694,,,,,,569.694,869.694,1473.711,0.0,66.459,,,0.0,764.193,-4.979,825.673,0.0,825.673,2299.384,
09/30/2002,2271.194092,15.545,15.545,0.0,196.919998,196.919998,,185.565002,23.468,0.0,162.097,0.0,100.609001,,,,498.639008,1584.001953,2838.491943,-1254.48999,0.0,188.552994,0.0,0.0,0.0,188.552994,1772.554947,,133.815002,133.815002,,,275.44101,275.44101,0.0,0.0,,150.246979,,,150.246979,559.502991,300.0,300.0,0.0,0.0,589.71698,,,,,,589.71698,889.71698,1449.219971,0.0,66.387001,,,0.0,760.109009,-4.522034,821.973976,0.0,821.973976,2271.193947,
12/31/2002,2241.431885,2.725,2.725,0.0,175.794998,,,193.669006,71.028999,52.817001,69.822998,0.0,137.651993,,,,509.841003,1534.488037,2817.14502,-1282.656982,0.0,197.102997,0.0,0.0,0.0,197.102997,1731.591034,,124.932999,124.932999,,,264.045013,264.045013,0.0,0.0,,184.284988,,,184.284988,573.263,286.0,286.0,0.0,0.0,573.95697,,,,,,573.95697,859.95697,1433.219971,0.0,68.733002,,,0.0,,739.479004,808.212006,0.0,808.212006,2241.431976,
03/31/2003,2181.974121,4.366,4.366,0.0,183.794998,183.794998,,187.408005,80.235001,53.127998,54.044998,0.0,150.294006,,,,525.862976,1464.852051,2765.870117,-1301.017944,0.0,191.259003,0.0,0.0,0.0,191.259003,1656.111053,,116.277,116.277,,,263.717987,263.717987,0.0,0.0,,135.755013,,,135.755013,515.75,325.174988,325.174988,0.0,0.0,552.807983,,,,,,552.807983,877.982971,1393.732971,0.0,68.741997,,,0.0,725.432983,-5.93396,788.24102,0.0,788.24102,2181.973991,
06/30/2003,2212.682,24.929,24.929,0.0,163.794,163.794,,192.965,80.104,58.336,54.525,0.0,184.143,,,,565.831,1447.974,2770.413,-1322.439,0.0,198.877,0.0,0.0,0.0,198.877,1646.851,,114.32,114.32,,,0.0,,,,,143.296,,,143.296,257.616,603.323,,,,567.925,,,,,,567.925,1171.248,1428.864,0.0,68.893,,,0.0,720.227,-5.302,783.818,0.0,783.818,2212.682,
09/30/2003,2266.539062,49.487999,49.487999,0.0,157.244995,157.244995,,198.304993,68.203003,72.392998,57.709,0.0,230.584,,,,635.622009,1435.359985,2801.571045,-1366.21106,0.0,195.557007,0.0,0.0,0.0,195.557007,1630.916992,,116.361,116.361,,,2.5,2.5,0.0,0.0,,147.704002,,,147.704002,266.565002,661.875,661.875,0.0,0.0,560.580017,,,,,,560.580017,1222.455017,1489.02002,0.0,68.806999,,,0.0,713.385986,-4.674011,777.518974,0.0,777.518974,2266.538994,
12/31/2003,2376.738037,88.752998,88.752998,0.0,152.606995,,,206.615997,77.698997,63.071999,65.844002,0.0,254.546005,,,,702.521973,1480.187012,2865.36499,-1385.177979,0.0,194.029007,0.0,0.0,0.0,194.029007,1674.216019,,109.417999,109.417999,,,3.714,-0.824,4.538,4.538,,146.141988,,,146.141988,259.273987,784.327026,768.073027,16.254,16.254,574.18103,,,,,,574.18103,1358.508057,1617.782043,0.0,71.462997,,,0.0,693.711975,-6.218994,758.955978,0.0,758.955978,2376.738022,
03/31/2004,2440.530029,131.559006,131.559006,0.0,157.317993,157.317993,,212.776993,81.741997,65.697998,65.336998,0.0,220.526993,,,,722.18103,1520.27002,2931.409912,-1411.140015,0.0,198.080994,0.0,0.0,0.0,198.080994,1718.351013,,128.884995,128.884995,,,14.405,0.0,14.405,14.405,,157.927993,,,157.927993,301.217987,804.325989,804.325989,0.0,0.0,576.263,,,,,,576.263,1380.588989,1681.806976,0.0,76.000999,,,0.0,688.52002,-5.795044,758.725975,0.0,758.725975,2440.532951,
06/30/2004,2592.2771,224.399002,224.399002,0.0,148.334,148.334,,227.151993,88.708,77.169998,61.273998,0.0,209.25,,,,809.13501,1574.530029,2959.409912,-1384.880005,0.0,208.612,0.0,0.0,0.0,208.612,1783.142029,,118.357002,118.357002,,,24.048,24.048,0.0,0.0,,178.977993,,,178.977993,321.382996,908.242981,908.242981,0.0,0.0,592.166016,,,,,,592.166016,1500.408997,1821.791992,0.0,77.504997,,,0.0,698.111023,-5.131042,770.484978,0.0,770.484978,2592.27697,
09/30/2004,2631.030029,188.117004,188.117004,0.0,152.108994,,,243.985001,84.872002,82.005997,77.107002,0.0,233.365997,,,,817.577026,1599.640015,3023.330078,-1423.689941,0.0,213.819,0.0,0.0,0.0,213.819,1813.459015,,112.780998,112.780998,,,22.617001,22.617001,0.0,0.0,,179.898998,,,179.898998,315.296997,904.374023,904.374023,0.0,0.0,638.901978,,,,,,638.901978,1543.276001,1858.572998,0.0,79.882004,,,0.0,697.085022,-4.507996,772.45903,0.0,772.45903,2631.032028,
12/31/2004,2650.905,122.531,122.531,0.0,168.873,,,259.785,95.955,100.937,62.893,0.0,239.509,,,,790.698,1640.203,3113.97,-1473.767,0.0,220.004,0.0,0.0,0.0,220.004,1860.207,,134.969,134.969,,,20.333,20.333,0.0,0.0,,177.0,,,177.0,332.302,900.195,859.386,40.809,40.809,641.535,,,,,,641.535,1541.73,1874.032,0.0,87.694,,,0.0,695.492,-6.313,776.873,0.0,776.873,2650.905,
03/31/2005,2731.655,137.047,137.047,0.0,191.841,191.841,,294.083,95.154,110.901,88.028,0.0,213.943,,,,836.914,1653.776,3120.462,-1466.686,0.0,240.965,0.0,0.0,0.0,240.965,1894.741,,140.244,140.244,,,38.025,38.025,0.0,0.0,,200.239,,,200.239,378.508,872.051,872.051,0.0,0.0,649.502,,,,,,649.502,1521.553,1900.061,0.0,94.756,,,0.0,743.066,-6.228,831.594,0.0,831.594,2731.655,
06/30/2005,2775.136963,144.949997,144.949997,0.0,183.410995,183.410995,,301.976013,41.686001,149.845001,110.445,0.0,198.447006,,,,828.783997,1709.748047,3196.083984,-1486.33606,0.0,236.604996,0.0,,,236.604996,1946.353043,,145.949997,145.949997,,,13.484,-1.135,14.619,14.619,,206.400994,,,206.400994,365.834991,876.151978,848.032978,28.118999,28.118999,664.984009,,,,,,664.984009,1541.135986,1906.970978,0.0,96.811996,,,0.0,777.018982,-5.664978,868.166,0.0,868.166,2775.136978,
09/30/2005,2826.471924,140.667007,140.667007,0.0,157.910004,157.910004,,322.632996,42.035999,168.832001,111.764999,0.0,212.360001,,,,833.570007,1750.640991,3280.12207,-1529.480957,0.0,242.261002,0.0,0.0,0.0,242.261002,1992.901993,,153.667007,153.667007,,,11.672,-0.957,12.629,12.629,,212.665998,,,212.665998,378.005005,869.880005,855.866005,14.014,14.014,689.03302,,,,,,689.03302,1558.913025,1936.91803,0.0,97.935997,,,0.0,796.482971,-4.86499,889.553978,0.0,889.553978,2826.472008,
12/31/2005,2986.412,319.418,319.418,0.0,152.564,152.564,,345.654,64.587,162.39,118.677,0.0,226.811,,,,1044.447,1715.936,3283.622,-1567.686,0.0,226.029,0.0,0.0,0.0,226.029,1941.965,,162.789,162.789,,,10.68,-0.798,11.478,11.478,,200.261,,,200.261,373.73,1102.582,1102.582,0.0,0.0,669.116,,,,,,669.116,1771.698,2145.428,0.0,266.962,,,0.0,581.621,-7.599,840.984,0.0,840.984,2986.412,
03/31/2006,2841.834961,281.953003,281.953003,0.0,195.791,195.791,,193.167007,61.316002,0.0,131.850998,0.0,202.119003,,,,873.030029,1744.036011,3334.240967,-1590.204956,0.0,224.768997,,,,224.768997,1968.805008,,155.220001,155.220001,,,7.239,,,,,210.560988,,,210.560988,373.019989,1101.621948,,,,613.953003,,,,,,613.953003,1715.574951,2088.59494,0.0,263.533997,,,0.0,490.174988,-0.468994,753.23999,0.0,753.23999,2841.83493,
06/30/2006,2770.835938,233.951004,233.951004,0.0,179.645996,179.645996,,190.335007,70.691002,0.0,119.643997,0.0,178.201996,,,,782.133972,1771.128052,3476.990967,-1705.863037,0.0,217.574005,0.0,0.0,0.0,217.574005,1988.702057,,155.699005,155.699005,,,5.267,,,,,185.484983,,,185.484983,346.450989,1102.287964,,,,616.828979,,,,,,616.828979,1719.116943,2065.567932,0.0,265.544006,,,-49.994999,490.187988,-0.46899,705.268005,0.0,705.268005,2770.835938,
09/30/2006,2808.726074,257.294006,257.294006,,190.623001,190.623001,,190.384003,0.049777,,140.606995,,169.080002,,,,807.380981,1781.194946,3430.778076,-1649.583008,,220.149994,,,,220.149994,2001.34494,,137.860001,137.860001,,,3.898,,,,,222.622004,,,222.622004,364.380005,1102.280029,,,,613.986023,,,,,,613.986023,1716.266052,2080.646057,,267.411011,,,-49.994999,511.132996,-0.46899,728.080017,,728.080017,2808.726074,
12/31/2006,2740.696,239.245,239.245,0.0,197.105,197.105,,191.056,66.24,,124.816,,172.322,,,,799.728,1776.781,3477.55,-1700.769,0.0,164.187,,,,164.187,1940.968,,117.157,117.157,,,2.583,,,,,234.797,,,234.797,354.537,1102.324,,,,586.544,,,,,,586.544,1688.868,2043.405,0.0,272.108,,,-49.995,515.894,-40.716,697.291,0.0,697.291,2740.696,
03/31/2007,2808.289062,271.303009,271.303009,0.0,240.317001,240.317001,,194.231003,51.459221,0.0,126.567001,0.0,164.046005,,,,869.896973,1772.715942,3522.126953,-1749.411011,0.0,165.675995,,,,165.675995,1938.391937,,129.091995,129.091995,,,1.773,-0.483,2.256,2.256,,245.359004,,,245.359004,376.223999,1102.368042,1092.398042,9.97,9.97,594.16803,,,,,,594.16803,1696.536072,2072.760071,0.0,275.54599,,,-49.994999,550.461975,-40.483974,735.528992,0.0,735.528992,2808.289062,
06/30/2007,2852.4021,321.868988,321.868988,0.0,201.317993,201.317993,,207.406998,68.198997,0.0,139.207993,0.0,167.126007,,,,897.719971,1797.352051,3569.096924,-1771.744995,0.0,157.330002,,,,157.330002,1954.682053,,148.401993,148.401993,,,1.797,,,,,241.348004,,,241.348004,391.546997,1102.417969,,,,586.840027,,,,,,586.840027,1689.257996,2080.804993,0.0,279.602997,,,-49.994999,582.171021,-40.182034,771.596985,0.0,771.596985,2852.401978,
09/30/2007,2845.125,336.662994,336.662994,0.0,205.158997,205.158997,,186.729996,67.001999,0.0,119.727997,0.0,155.959,,,,884.510986,1796.375,3605.056885,-1808.682007,0.0,164.238998,,,,164.238998,1960.613998,,152.194,152.194,,,1.844,,,,,236.903986,,,236.903986,390.941986,1102.557983,1093.353983,9.204,9.204,588.812988,,,,,,588.812988,1691.370972,2082.312958,0.0,282.390015,,,-79.986,600.414001,-40.006004,762.812012,0.0,762.812012,2845.124969,
12/31/2007,2860.671,365.22,365.22,0.0,156.572,156.572,,183.36,63.017,0.0,120.343,0.0,182.242,,,,887.394,1793.92,3649.853,-1855.933,0.0,179.357,0.0,0.0,0.0,179.357,1973.277,,148.206,148.206,,,1.875,,,,,217.781,,,217.781,367.862,1102.672,,,,606.133,,,,,,606.133,1708.805,2076.667,0.0,289.427,,,-79.986,601.587,-27.024,784.004,0.0,784.004,2860.671,
03/31/2008,2985.229004,391.046997,391.046997,0.0,197.690002,197.690002,,189.692993,74.200996,0.0,115.491997,0.0,156.923004,,,,935.353027,1870.470947,3774.649902,-1904.178955,0.0,179.404999,0.0,0.0,0.0,179.404999,2049.875946,,164.628998,164.628998,,,1.899,,,,,257.762011,,,257.762011,424.290009,1102.732056,1094.361055,8.371,8.371,618.690002,,,,,,618.690002,1721.422058,2145.712067,0.0,307.279999,,,-79.986,639.53302,-27.31002,839.516998,0.0,839.516998,2985.229065,
06/30/2008,3166.044,351.904,351.904,0.0,256.553,256.553,,188.589,79.76,0.0,108.829,0.0,191.422,,,,988.468,2001.019,3952.99,-1951.971,0.0,176.557,0.0,0.0,0.0,176.557,2177.576,,186.745,186.745,,,1.925,-1100.178,1102.103,1102.103,,492.345,,,492.345,681.015,1102.103,,,,631.423,,,,,,631.423,1733.526,2414.541,0.0,316.975,,,-79.986,542.181,-27.667,751.503,0.0,751.503,3166.044,
09/30/2008,3886.382,877.695,666.332,211.363,279.797,279.797,,201.895,22.707,0.0,116.098,63.09,164.156,,,,1523.543,2175.729,4188.583,-2012.854,0.0,187.11,0.0,0.0,0.0,187.11,2362.839,,201.66,201.66,,,1.931,,,,,523.019,,,523.019,726.61,1482.976,1475.612,7.364,7.364,614.683,,,,,,614.683,2097.659,2824.269,0.0,498.355,,,0.0,591.973,-28.215,1062.113,0.0,1062.113,3886.382,
12/31/2008,3672.378,646.38,606.997,39.383,233.266,233.266,,233.168,16.802,0.0,144.834,71.532,122.682,,,,1235.496,2297.696,4373.325,-2075.629,0.0,139.186,0.0,0.0,0.0,139.186,2436.882,,244.201,244.201,,,1.976,,,,,257.976,,,257.976,504.153,1310.181,,,,731.432,,,,,,731.432,2041.613,2545.766,0.0,595.897,,,0.0,632.077,-101.362,1126.612,0.0,1126.612,3672.378,
03/31/2009,3702.409,591.63,566.717,24.913,295.213,295.213,0.0,256.061,24.5,0.0,161.248,70.313,104.904,,0.0,104.904,1247.808,2326.653,4455.953,-2129.3,0.0,127.948,,,,127.948,2454.601,,261.092,,3.214,257.878,2.048,0.0,,,2.048,207.367,,,207.367,470.507,1314.351,1314.351,,,746.36,,228.828,65.498,163.33,181.095,336.437,2060.711,2531.218,0.0,599.929,53.41,546.519,0.0,670.411,-99.149,1171.191,,1171.191,3702.409,
06/30/2009,3655.03,624.678,609.557,15.121,240.403,240.403,0.0,225.262,28.155,0.0,133.561,63.546,99.133,,0.0,99.133,1189.476,2337.855,4520.188,-2182.333,0.0,127.699,,,,127.699,2465.554,,216.684,163.722,1.34,51.622,1.546,0.0,,,1.546,168.384,,,168.384,386.614,1318.244,1318.244,,,757.115,,227.919,62.363,165.556,183.924,345.272,2075.359,2461.973,0.0,604.458,53.405,551.053,0.0,685.51,-96.911,1193.057,0.0,1193.057,3655.03,
09/30/2009,3751.082,655.113,639.992,15.121,197.433,197.433,0.0,229.829,31.092,0.0,141.073,57.664,193.744,,0.0,193.744,1276.119,2339.623,4574.826,-2235.203,0.0,135.34,,,,135.34,2474.963,,233.971,168.656,1.489,63.826,1.593,0.0,,,1.593,192.774,,,192.774,428.338,1322.726,1322.726,,,788.67,,233.209,66.236,166.973,189.261,366.2,2111.396,2539.734,0.0,609.164,53.456,555.708,0.0,696.87,-94.686,1211.348,0.0,1211.348,3751.082,
12/31/2009,3799.671,676.626,665.762,10.864,121.577,121.577,0.0,269.826,36.254,0.0,179.081,54.491,246.536,0.0,10.546,205.426,1314.565,2344.77,4615.297,-2270.527,0.0,140.336,0.0,0.0,0.0,140.336,2485.106,,228.569,164.979,,63.59,23.531,0.0,,,23.531,192.835,0.0,0.0,192.835,444.935,1295.555,1295.555,,,802.898,0.0,210.634,155.024,55.61,209.23,383.034,2098.453,2543.388,0.0,622.863,53.868,568.995,0.0,716.089,-82.669,1256.283,0.0,1256.283,3799.671,
03/31/2010,4336.829,1162.937,1162.937,0.0,212.005,212.005,0.0,273.682,40.936,0.0,180.848,51.898,182.72,13.637,2.815,134.961,1831.344,2342.499,4646.728,-2304.229,0.0,162.986,,,,149.349,2505.485,,247.434,185.069,,62.365,3.855,0.0,,,3.855,206.308,,,206.308,457.597,1297.913,1297.913,,,812.293,,210.168,53.547,156.621,215.783,386.342,2110.206,2567.803,0.0,1104.446,60.273,1044.173,0.0,744.548,-79.968,1769.026,0.0,1769.026,4336.829,
06/30/2010,4741.712,496.158,496.158,0.0,292.585,292.585,0.0,299.997,30.328,0.0,210.309,59.36,177.892,8.725,0.0,150.759,1266.632,3158.282,5450.285,-2292.003,0.0,316.798,186.517,35.205,151.312,121.556,3475.08,,264.51,198.377,0.28,65.853,3.469,0.0,,,3.469,321.265,,,321.265,589.244,1303.02,1303.02,,,915.544,,175.397,49.935,125.462,259.366,480.781,2218.564,2807.808,0.0,1396.187,64.343,1331.844,-31.822,649.74,-80.201,1933.904,0.0,1933.904,4741.712,
