Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Expense,Deferred Tax Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Compensation,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2004,8202.413,240.093,240.093,0.0,0.0,,,6383.203,3192.673,0.0,6376.941,0.0,0.0,,,,,6623.296,88.868,,,413.614,,1076.635,578.9,578.9,0.0,,,497.735,1579.117,,1190.095,1190.095,,,,0.0,,,,0.0,,,0.0,1190.095,3318.794,,,,0.0,,,,,,0.0,3318.794,4508.889,0.0,1598.121,,,-58.859,2086.322,-0.539,3625.045,68.479,3693.524,8202.413,
09/30/2004,8985.2,518.0,518.0,0.0,0.0,,,6567.4,3535.2,0.0,6561.2,0.0,0.0,,,,,7085.4,91.9,210.0,-118.1,623.3,,1184.6,578.9,578.9,0.0,,,605.7,1899.8,,470.7,470.7,,,,0.0,0.0,0.0,0.0,888.2,,,888.2,1358.9,3499.2,3499.2,0.0,0.0,0.0,,,,,,0.0,3499.2,4858.1,0.0,1602.3,,,-58.9,2417.3,0.0,3960.7,166.4,4127.1,8985.2,
12/31/2004,9698.7,357.0,357.0,0.0,0.0,,,7493.3,4117.0,3142.1,234.2,0.0,0.0,,,,,7850.3,92.2,,,533.6,,1222.6,578.9,578.9,0.0,,,643.7,1848.4,,419.3,419.3,,,,0.0,,,,954.8,,,954.8,1374.1,3926.8,,,,0.0,,,,,,0.0,3926.8,5300.9,0.0,1609.4,,,-58.9,2639.6,0.0,4190.1,207.7,4397.8,9698.7,
03/31/2005,10540.5,572.8,572.8,0.0,0.0,,,7926.7,4127.5,3584.5,,214.7,0.0,,,,,8499.5,94.0,,,648.3,,1298.7,578.9,578.9,0.0,,,719.8,2041.0,,731.6,731.6,,,,0.0,,,,785.6,,,785.6,1517.2,4340.6,,,,0.0,,,,,,0.0,4340.6,5857.8,0.0,1616.2,,,-58.9,2912.1,0.0,4469.4,213.3,4682.7,10540.5,
06/30/2005,11044.5,171.8,171.8,0.0,0.0,,,8622.4,4491.9,3945.3,,185.2,,,,,,8794.2,97.8,,,828.7,,1323.8,578.9,578.9,0.0,,,744.9,2250.3,,739.4,739.4,,,,0.0,,,,929.3,,,929.3,1668.7,4363.1,,,,0.0,,,,,,0.0,4363.1,6031.8,0.0,1623.5,,,-58.9,3255.7,0.0,4820.3,192.4,5012.7,11044.5,
09/30/2005,12514.8,1149.8,1149.8,,,,,8486.8,5180.5,3105.9,,200.4,,,,,,9636.6,107.2,248.5,-141.3,1358.7,,1412.3,578.9,578.9,0.0,,,833.4,2878.2,,820.7,820.7,,,,,,,,1220.9,,,1220.9,2041.6,4909.6,,,,,,,,,,,4909.6,6951.2,,1628.0,,,-58.9,3791.3,0.0,5360.4,203.2,5563.6,12514.8,
12/31/2005,12813.3,225.2,225.2,0.0,0.0,,,10074.1,6335.4,3564.8,0.0,173.9,0.0,,,,,10299.3,112.9,,,907.1,,1494.0,578.9,578.9,0.0,,,915.1,2514.0,,785.8,785.8,,,,0.0,,,,1123.9,,,1123.9,1909.7,5114.7,,,,0.0,,,,,,0.0,5114.7,7024.4,0.0,1635.4,,,-95.7,4073.2,0.0,5612.9,176.0,5788.9,12813.3,
03/31/2006,13511.0,278.2,278.2,0.0,0.0,,,10852.4,6254.6,4422.0,0.0,175.8,0.0,,,,,11130.6,115.2,,,717.2,,1548.0,578.9,578.9,0.0,,,969.1,2380.4,,839.9,839.9,,,,0.0,,,,1025.4,,,1025.4,1865.3,5523.7,,,,0.0,,,,,,0.0,5523.7,7389.0,0.0,1644.9,,,-95.7,4394.8,0.0,5944.0,178.0,6122.0,13511.0,
06/30/2006,14559.7,160.1,160.1,0.0,0.0,,,12005.4,6564.4,5298.6,0.0,142.4,0.0,,,,,12165.5,130.7,,,846.1,,1417.4,578.9,578.9,0.0,,,838.5,2394.2,,981.8,981.8,,,,0.0,,,,1004.2,,,1004.2,1986.0,6214.0,,,,0.0,,,,,,0.0,6214.0,8200.0,0.0,1653.5,,,-95.7,4656.3,0.0,6214.1,145.6,6359.7,14559.7,
09/30/2006,14820.7,587.6,587.6,,,,,11343.1,6919.9,4322.8,0.0,100.4,248.3,,,,,12179.0,131.4,261.4,-130.0,1022.9,,1487.4,578.9,578.9,0.0,,,908.5,2641.7,,1041.1,1041.1,,,,,,,,1143.0,,,1143.0,2184.1,6078.6,,,,,,,,,,,6078.6,8262.7,,1661.6,,,-95.7,4887.0,0.0,6452.9,105.1,6558.0,14820.7,
12/31/2006,13668.7,139.8,139.8,0.0,0.0,,,11342.6,7077.1,4160.9,0.0,104.6,0.0,,,,,11482.4,127.4,,,652.2,,1406.7,578.9,578.9,0.0,,,827.8,2186.3,,833.5,833.5,,,,0.0,,,,1051.0,,,1051.0,1884.5,5148.9,,,,0.0,,,,,,0.0,5148.9,7033.4,0.0,1670.8,,,-95.7,4949.7,0.0,6524.8,110.5,6635.3,13668.7,
03/31/2007,13510.5,218.6,218.6,0.0,0.0,,,11209.2,6929.6,4182.7,0.0,96.9,,,,,,11427.8,125.1,,,568.6,,1389.0,578.9,578.9,0.0,,,810.1,2082.7,,777.5,777.5,,,,0.0,,,,989.7,,,989.7,1767.2,5100.5,,,,0.0,,,,,,0.0,5100.5,6867.7,,1680.9,,,-95.7,4954.3,0.0,6539.5,103.3,6642.8,13510.5,
06/30/2007,12494.0,60.8,60.8,0.0,0.0,,,10587.3,6228.9,4207.5,0.0,150.9,0.0,,,,,10648.1,117.9,,,469.0,,1259.0,153.3,153.3,0.0,,,1105.7,1845.9,,832.4,832.4,,,,0.0,,,,982.0,,,982.0,1814.4,4916.8,,,,0.0,,,,,,0.0,4916.8,6731.2,0.0,1689.9,,,-95.7,4083.5,0.0,5677.7,85.1,5762.8,12494.0,
09/30/2007,11556.3,269.6,269.6,0.0,0.0,,,9343.5,5874.8,3346.8,0.0,121.9,0.0,,,,,9613.1,110.2,268.1,-157.9,523.5,,1309.5,95.3,95.3,0.0,,,1214.2,1943.2,,590.9,590.9,,,,0.0,0.0,0.0,0.0,933.3,,,933.3,1524.2,4376.8,4376.8,0.0,0.0,0.0,,,,,,0.0,4376.8,5901.0,0.0,1696.5,,,-95.7,3986.1,0.0,5586.9,68.4,5655.3,11556.3,
12/31/2007,10401.0,129.1,129.1,,,,,8586.3,5560.3,2937.4,,88.6,,,,,,8715.4,99.9,,,245.1,,1340.6,95.3,95.3,0.0,,,1245.3,1685.6,,358.6,358.6,,,,,,,,866.0,,,866.0,1224.6,3724.2,,,,,,,,,,,3724.2,4948.8,0.0,1699.8,,,-95.7,3810.0,0.0,5414.1,38.1,5452.2,10401.0,
03/31/2008,8955.2,560.9,560.9,,,,,7065.4,4771.3,2200.1,,94.0,,,,,,7626.3,88.9,,,307.1,,932.9,95.3,95.3,0.0,,,837.6,1328.9,,290.4,290.4,,,,,,,,812.9,,,812.9,1103.3,3744.8,,,,,,,,,,,3744.8,4848.1,,1711.4,,,-95.7,2457.1,0.0,4072.8,34.3,4107.1,8955.2,
06/30/2008,8464.5,851.2,851.2,0.0,0.0,0.0,,6396.7,4240.7,2064.1,0.0,91.9,,,,,,7247.9,78.9,,,246.4,,891.3,95.3,95.3,0.0,,,796.0,1216.6,,285.2,285.2,,,,0.0,0.0,,,820.9,,,820.9,1106.1,3668.1,,,,,,,,,,,3668.1,4774.2,0.0,1719.4,,,-95.7,2034.1,0.0,3657.8,32.5,3690.3,8464.5,
09/30/2008,7950.6,1387.3,1387.3,0.0,0.0,,,4683.2,2941.3,1681.6,0.0,60.3,678.2,,,,,6748.7,65.9,222.4,-156.5,352.1,,783.9,15.9,15.9,0.0,,,768.0,1201.9,,254.0,254.0,,,,0.0,,,,1083.4,,,1083.4,1337.4,3544.9,,,,203.5,,,,,,203.5,3748.4,5085.8,0.0,1719.5,,,-95.7,1210.5,0.0,2834.3,30.5,2864.8,7950.6,
12/31/2008,7174.9,1913.1,1913.1,0.0,0.0,0.0,0.0,4426.1,2860.1,1529.4,0.0,36.6,54.5,,,54.5,0.0,6393.7,70.7,,,204.2,204.2,506.3,15.9,15.9,0.0,,213.5,276.9,781.2,,921.4,154.3,,,767.1,0.0,0.0,,,0.0,,,0.0,921.4,3405.4,3405.4,,,55.9,,,,,,55.9,3461.3,4382.7,0.0,1722.6,3.2,1719.4,-95.7,1136.0,,2762.9,29.3,2792.2,7174.9,
03/31/2009,6477.7,1515.2,1515.2,0.0,,,,4168.0,2666.7,1473.1,0.0,28.2,54.5,,,54.5,0.0,5737.7,66.6,,,187.6,187.6,485.8,15.9,15.9,0.0,,213.5,256.4,740.0,,903.6,150.9,,,752.7,0.0,,,,0.0,,,0.0,903.6,2867.6,2867.6,,,44.4,,,,,,44.4,2912.0,3815.6,0.0,1727.4,3.2,1724.2,-95.7,1015.6,,2647.3,14.8,2662.1,6477.7,
