Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/27/1992,952.190002,,-508.341003,,443.848999,,-348.855988,,,,94.992996,-1.928,,0.0,1.928,93.064996,-31.642,61.423,0.0,,,61.422996,0.0,61.423,0.0,,61.423,61.423,,820.280029,0.075,0.075,,820.280029,0.075,0.075,0.075,
06/30/1992,972.742981,,-542.195007,,430.547974,,-381.294006,,,,49.254002,0.131,,0.0,-0.131,49.385002,-11.694,37.691002,0.0,,,37.691002,0.0,37.691002,0.0,,37.691002,37.691002,,798.971984,0.04625,0.04625,0.04625,798.971984,0.04625,0.04625,0.04625,
09/25/1992,855.939026,,-488.304993,,367.634033,,-358.763,,,,8.871,-1.767,,0.0,1.767,7.104,-2.273,4.831,0.0,,,4.831,0.0,4.831,0.0,,4.831,4.831,,809.176025,0.00625,0.00625,,809.176025,0.00625,0.00625,0.00625,
12/27/1992,1050.80896,,-619.195007,,431.613953,,-379.998993,,,,51.615002,-16.18,,0.0,16.18,35.435001,-11.34,24.094999,0.0,,,24.095001,0.0,24.094999,0.0,,24.094999,24.094999,,842.343994,0.02875,0.02875,,842.343994,0.02875,0.02875,0.02875,
03/28/1993,1141.342041,,-682.689026,,458.653015,,-386.894989,,,,71.758003,0.83,,0.0,-0.83,72.588003,-20.924999,51.662998,0.0,,,51.663004,0.0,51.662998,0.0,,51.662998,51.662998,,872.223999,0.05875,0.05875,,872.223999,0.05875,0.05875,0.05875,
06/30/1993,1260.515991,,-728.122986,,532.393005,,-424.196991,,,,108.195999,0.571,,0.0,-0.571,108.766999,-32.630001,76.137001,0.0,,,76.136998,0.0,76.137001,0.0,,76.137001,76.137001,,840.247984,0.09,0.09,0.09,840.247984,0.09,0.09,0.09,
09/26/1993,960.481018,,-567.973022,,392.507996,,-376.967987,,,,15.54,0.59,,0.0,-0.59,16.13,0.476,16.606001,0.0,,,16.606,0.0,16.606001,0.0,,16.606001,16.606001,,807.807983,0.02,0.02,,807.807983,0.02,0.02,0.02,
12/26/1993,1130.677979,,-658.804993,,471.872986,,-406.321014,,,,65.552002,0.848,,0.0,-0.848,66.400002,-22.576,43.824001,0.0,,,43.824002,0.0,43.824001,0.0,,43.824001,43.824001,,763.599976,0.0575,0.0575,,763.599976,0.0575,0.0575,0.0575,
03/31/1994,1195.996948,,-684.296997,,511.699951,,-426.942993,,,,84.757004,2.336,,0.0,-2.336,87.093004,-29.612,57.480999,0.0,,,57.481004,0.0,57.480999,0.0,,57.480999,57.480999,,764.159973,0.075,0.075,,764.159973,0.075,0.075,0.075,
06/30/1994,1402.735962,,-841.442993,,561.292969,,-449.875,,,,111.417999,2.338,,0.0,-2.338,113.755999,-35.842999,77.913002,0.0,,,77.913,0.0,77.913002,0.0,,77.913002,77.913002,,760.872008,0.1025,0.1025,0.1025,760.872008,0.1025,0.1025,0.1025,
10/02/1994,1273.438965,,-761.377991,,512.060974,,-458.243011,,,,53.818001,2.692,,0.0,-2.692,56.510001,-18.083,38.426998,0.0,,,38.427001,0.0,38.426998,0.0,,38.426998,38.426998,,765.335999,0.05,0.05,,765.335999,0.05,0.05,0.05,
01/01/1995,1475.348999,,-862.112976,,613.236023,,-496.277008,,,,116.959,3.076,,0.0,-3.076,120.035,-38.410999,81.624001,0.0,,,81.624,0.0,81.624001,0.0,,81.624001,81.624001,,782.072021,0.10375,0.10375,,782.072021,0.10375,0.10375,0.10375,
04/02/1995,1505.030029,,-855.135986,,649.894043,,-499.365997,,,,150.528,7.63,,0.0,-7.63,158.158,-50.611,107.546997,0.0,,,107.547,0.0,107.546997,0.0,,107.546997,107.546997,,789.575989,0.13625,0.13625,,789.575989,0.13625,0.13625,0.13625,
06/30/1995,1648.067017,,-920.382996,,727.684021,,-548.632996,,,,179.050995,9.544,,0.0,-9.544,188.594995,-60.351002,128.244003,0.0,,,128.243993,0.0,128.244003,0.0,,128.244003,128.244003,,812.591976,0.1575,0.1575,0.1575,812.591976,0.1575,0.1575,0.1575,
10/01/1995,1485.277954,,-829.03302,,656.244934,,-543.301025,,,,112.944,11.609,,0.0,-11.609,124.553,-39.856998,84.695999,0.0,,,84.696002,0.0,84.695999,0.0,,84.695999,84.695999,,797.296021,0.10625,0.10625,0.10625,797.296021,0.10625,0.10625,0.10625,
12/31/1995,1751.383057,,-984.664978,,766.718079,,-588.747009,,,,177.970993,7.395,,0.0,-7.395,185.365993,-59.317001,126.049004,0.0,,,126.048992,0.0,126.049004,0.0,,126.049004,126.049004,,777.200012,0.1625,0.1625,0.1625,777.200012,0.1625,0.1625,0.1625,
03/31/1996,1840.027954,,-1028.687988,,811.339966,,-609.549011,,,,201.791,8.954,,0.0,-8.954,210.745001,-67.438004,143.307007,0.0,,,143.306997,0.0,143.307007,0.0,,143.307007,143.307007,,782.971985,0.1825,0.1825,0.1825,782.971985,0.1825,0.1825,0.1825,
06/30/1996,2018.062012,,-1129.641968,,888.420044,,-648.213989,,,,240.205994,-51.995998,,0.0,51.995998,188.209996,-65.874001,122.335999,0.0,,,122.335995,0.0,122.335999,0.0,,122.335999,122.335999,,789.676024,0.1575,0.1575,0.1575,789.676024,0.1575,0.1575,0.1575,
09/29/1996,1859.019043,,-972.101013,,886.91803,,-710.934021,,,,175.983994,5.472,,0.0,-5.472,181.455994,-58.066002,123.389999,0.0,,,123.389992,0.0,123.389999,0.0,,123.389999,123.389999,,780.231995,0.1575,0.1575,0.1575,780.231995,0.1575,0.1575,0.1575,
12/29/1996,2081.587891,,-1033.401978,,1048.185913,,-792.341003,,,,255.845001,6.421,,0.0,-6.421,262.266001,-83.925003,178.341003,0.0,,,178.340998,0.0,178.341003,0.0,,178.341003,178.341003,,777.476013,0.23,0.23,0.23,777.476013,0.23,0.23,0.23,
03/30/1997,2114.61792,,-1053.19397,,1061.42395,,-781.455994,,,,279.967987,48.724998,,0.0,-48.724998,328.692986,-105.181999,223.511002,0.0,,,223.510986,0.0,223.511002,0.0,,223.511002,223.511002,,736.494019,0.305,0.305,0.335,776.728027,0.29,0.29,0.32,
06/30/1997,2543.121094,,-1261.762939,,1281.358155,,-943.679016,,,,337.678986,11.113,,0.0,-11.113,348.791986,-111.613998,237.177994,0.0,,,237.177988,0.0,237.177994,0.0,,237.177994,237.177994,,777.302002,0.305,0.305,0.305,777.302002,0.305,0.305,0.305,
09/28/1997,2098.604004,,-1027.43396,,1071.170044,,-838.111023,,,,233.059006,-41.612999,,0.0,41.612999,191.446007,-83.013,108.432999,0.0,,,108.433006,0.0,108.432999,0.0,,108.432999,108.432999,,790.197998,0.135,0.135,0.205,789.968018,0.135,0.135,0.205,
12/28/1997,2450.24292,,-1171.630005,,1278.612915,,-955.677979,,,,322.934998,-99.903,,0.0,99.903,223.031998,-73.599998,149.432007,0.0,,,149.431999,0.0,149.432007,0.0,,149.432007,149.432007,,747.75,0.2,0.2,0.298,786.461975,0.19,0.19,0.285,
03/29/1998,2360.927979,,-1101.635986,,1259.291992,,-925.375977,,,,333.915985,12.366,,0.0,-12.366,346.281985,-114.273003,232.009003,0.0,,,232.008983,0.0,232.009003,0.0,,232.009003,232.009003,,749.047974,0.31,0.31,0.31,789.273987,0.295,0.295,0.295,
06/30/1998,2881.064941,,-1392.635987,,1488.428954,,-1071.880919,,,,416.548019,-1.088043,,0.0,1.088043,415.459976,-142.417985,272.987991,0.0,,,273.041991,0.0,272.987991,0.0,,272.987991,272.987991,,748.89801,0.365,0.365,0.385,788.255982,0.345,0.345,0.365,
09/27/1998,2509.340088,,-1221.505005,,1287.835083,,-1010.458984,,,,277.376007,-64.260002,,0.0,64.260002,213.116005,-101.587997,111.528,0.0,,,111.528008,0.0,111.528,0.0,,111.528,111.528,,760.398987,0.14,0.14,0.255,801.463013,0.14,0.14,0.245,
12/27/1998,2802.951904,,-1352.48999,,1450.461914,,-1064.264038,,,,386.197998,8.666,,0.0,-8.666,394.863998,-133.445007,261.419006,0.0,,,261.418991,0.0,261.419006,0.0,,261.419006,261.419006,,771.054993,0.34,0.34,0.355,816.683472,0.32,0.32,0.335,
03/28/1999,2956.394043,,-1402.264038,,1554.130005,,-1141.390991,,,,412.739014,-6.017,,0.0,6.017,406.722013,-144.985001,261.737,0.0,,,261.737013,0.0,261.737,0.0,,261.737,261.737,,792.450012,0.34,0.34,0.38,849.325989,0.32,0.32,0.355,
06/30/1999,3514.64502,,-1688.28894,,1826.35608,,-1262.522949,,,,563.833008,25.908001,,0.0,-25.908001,589.741009,-194.570999,395.170013,0.0,,,395.17001,0.0,395.170013,0.0,,395.170013,395.170013,,773.900024,0.51,0.51,0.51,827.695007,0.48,0.48,0.48,
09/26/1999,3146.0,,-1513.0,,1633.0,,-1251.0,,,,382.0,25.0,,0.0,-25.0,407.0,-136.0,271.0,0.0,,,271.0,0.0,271.0,0.0,,271.0,271.0,,783.0,0.34,0.34,0.35,838.5,0.32,0.32,0.33,
12/26/1999,3553.923096,,-1719.802002,,1834.121094,,-1338.293945,,,,495.826996,31.584999,,0.0,-31.584999,527.411995,-174.046997,353.36499,0.0,,,353.364998,0.0,353.36499,0.0,,353.36499,353.36499,,787.012512,0.44,0.44,0.44,845.708496,0.42,0.42,0.42,
03/26/2000,4004.688965,,-1912.785034,,2091.903931,,-1484.478027,,,,607.426025,150.983994,,0.0,-150.983994,758.410019,-250.274994,508.13501,0.0,,,508.135025,0.0,508.13501,0.0,0.0,508.13501,508.13501,,792.4505,0.64,0.64,0.56,849.325012,0.6,0.6,0.52,
06/30/2000,5016.832031,,-2404.236084,,2612.595947,,-1693.593018,,,,919.002991,158.386002,,0.0,-158.386002,1077.388992,-357.071014,720.317993,0.0,,,720.317978,0.0,720.317993,0.0,,720.317993,720.317993,,795.033508,0.9,0.9,0.82,852.572021,0.84,0.84,0.76,
10/01/2000,5045.0,,-2615.0,,2430.0,,-1732.0,,,,698.0,75.0,,0.0,-75.0,773.0,-263.0,510.0,54.0,,,456.0,0.0,456.0,0.0,0.0,456.0,456.0,,801.0,0.56,0.64,0.64,859.0,0.52,0.6,0.6,
12/31/2000,5115.0,,-2671.0,,2444.0,,-1733.0,,,,711.0,21.0,,0.0,-21.0,732.0,-309.0,423.0,0.0,,,423.0,0.0,423.0,0.0,0.0,423.0,423.0,,807.25,0.52,0.52,0.68,857.5,0.48,0.48,0.64,
04/01/2001,4095.0,,-2403.0,,1692.0,,-1539.0,,,,153.0,96.0,,0.0,-96.0,249.0,-113.0,136.0,0.0,,,136.0,0.0,136.0,0.0,0.0,136.0,136.0,,814.0,0.16,0.16,0.16,854.25,0.16,0.16,0.16,
06/30/2001,3995.0,,-2352.0,,1643.0,,-1817.0,,,,-174.0,4.0,,0.0,-4.0,-170.0,82.0,-88.0,0.0,,,-88.0,0.0,-88.0,0.0,0.0,-88.0,-88.0,,812.0,-0.12,-0.12,0.16,812.0,-0.12,-0.12,0.16,
09/30/2001,2861.0,,-1805.0,,1056.0,,-1434.0,,,,-378.0,71.0,,0.0,-71.0,-307.0,127.0,-180.0,0.0,,,-180.0,0.0,-180.0,0.0,0.0,-180.0,-180.0,,810.0,-0.24,-0.24,-0.2,810.0,-0.24,-0.24,-0.2,
12/31/2001,3108.0,,-1969.0,,1139.0,,-1394.0,,,,-255.0,-482.0,,0.0,482.0,-737.0,306.0,-431.0,0.0,,,-431.0,0.0,-431.0,0.0,0.0,-431.0,-431.0,,809.75,-0.52,-0.52,-0.12,809.75,-0.52,-0.52,-0.12,
03/31/2002,3107.0,,-1800.0,,1307.0,,-1459.0,,,,-152.0,58.0,-77.0,0.0,19.0,-94.0,57.0,-37.0,0.0,,,-37.0,0.0,-37.0,0.0,0.0,-37.0,-37.0,,811.25,-0.04,-0.04,-0.04,811.25,-0.04,-0.04,-0.04,
06/30/2002,3420.0,,-2006.0,,1414.0,,-1357.0,,,,57.0,33.0,,0.0,-33.0,90.0,-29.0,61.0,0.0,,,61.0,0.0,61.0,0.0,0.0,61.0,61.0,,811.25,0.08,0.08,0.08,827.25,0.08,0.08,0.08,
09/29/2002,2747.0,,-1615.0,,1132.0,,-1319.0,,,,-187.0,-16.0,,0.0,16.0,-203.0,92.0,-111.0,0.0,,,-111.0,0.0,-111.0,0.0,0.0,-111.0,-111.0,,792.0,-0.16,-0.16,-0.08,792.0,-0.16,-0.16,-0.08,
12/29/2002,2915.0,,-1652.0,,1263.0,,-1281.0,,,,-18.0,-2459.0,,0.0,2459.0,-2477.0,194.0,-2283.0,0.0,,,-2283.0,0.0,-2283.0,0.0,0.0,-2283.0,-2283.0,,795.25,-2.88,-2.88,0.0,801.25,-2.88,-2.88,0.0,
03/30/2003,2790.0,,-1547.0,,1243.0,,-1258.0,,,,-15.0,21.0,,0.0,-21.0,6.0,-2.0,4.0,0.0,,,4.0,0.0,4.0,0.0,0.0,4.0,4.0,,798.25,0.0,0.0,0.0,804.5,0.0,0.0,0.0,
06/30/2003,2982.0,,-1678.0,,1304.0,,-1308.0,,,,-4.0,-1026.0,,0.0,1026.0,-1030.0,-9.0,-1039.0,0.0,,,-1039.0,0.0,-1039.0,0.0,0.0,-1039.0,-1039.0,,804.75,-1.28,-1.28,-1.24,812.75,-1.28,-1.28,-1.24,
09/28/2003,2536.0,,-1520.0,,1016.0,,-1265.0,,,,-249.0,-6.0,,0.0,6.0,-255.0,-33.0,-288.0,0.0,,,-288.0,0.0,-288.0,0.0,0.0,-288.0,-288.0,,808.75,-0.36,-0.36,-0.32,808.75,-0.36,-0.36,-0.32,
12/28/2003,2888.0,,-1680.0,,1208.0,,-1299.0,,,,-91.0,-6.0,,0.0,6.0,-97.0,-29.0,-126.0,0.0,,,-126.0,0.0,-126.0,0.0,0.0,-126.0,-126.0,,815.5,-0.16,-0.16,-0.12,815.5,-0.16,-0.16,-0.12,
03/28/2004,2651.0,,-1583.0,,1068.0,,-1312.0,,,,-244.0,-177.0,,0.0,177.0,-421.0,-333.0,-754.0,0.0,,,-754.0,0.0,-754.0,0.0,0.0,-754.0,-754.0,,821.5,-0.92,-0.92,-0.32,821.5,-0.92,-0.92,-0.32,
06/30/2004,3110.0,,-1886.0,,1224.0,,-1367.0,,,,-143.0,1353.0,,0.0,-1353.0,1210.0,-430.0,780.0,0.0,,,780.0,0.0,780.0,0.0,0.0,780.0,780.0,,831.75,0.92,0.92,-0.24,837.0,0.92,0.92,-0.24,
09/26/2004,2628.0,,-1555.0,,1073.0,,-1086.0,,,,-13.0,-81.0,-31.0,0.0,112.0,-94.0,-39.0,-133.0,0.0,,,-133.0,0.0,-133.0,0.0,0.0,-133.0,-133.0,,835.75,-0.16,-0.16,0.04,839.0,-0.16,-0.16,0.04,
12/26/2004,2841.0,,-1643.0,,1198.0,,-1173.0,,,,25.0,18.0,-33.0,0.0,15.0,43.0,-39.0,4.0,0.0,,,4.0,0.0,4.0,0.0,0.0,4.0,4.0,,840.0,0.04,0.04,0.04,850.0,0.04,0.04,0.04,
03/27/2005,2627.0,,-1540.0,,1087.0,,-1185.0,,,,-98.0,49.0,-91.0,0.0,42.0,-49.0,21.0,-28.0,0.0,,,-28.0,0.0,-28.0,0.0,0.0,-28.0,-28.0,,844.0,-0.04,-0.04,-0.08,844.0,-0.04,-0.04,-0.08,
06/30/2005,2974.0,,-1743.0,,1231.0,,-1263.0,,,,-32.0,-55.0,,0.0,55.0,-87.0,137.0,50.0,0.0,,,50.0,0.0,50.0,0.0,0.0,50.0,50.0,,852.5,0.04,0.04,0.12,852.5,0.04,0.04,0.12,
09/25/2005,2726.0,,-1524.0,,1202.0,,-1267.0,,,,-65.0,-15.0,-44.0,0.0,59.0,-80.0,-43.0,-123.0,0.0,,,-123.0,0.0,-123.0,0.0,0.0,-123.0,-123.0,,851.75,-0.16,-0.16,-0.08,851.75,-0.16,-0.16,-0.08,
12/25/2005,3337.0,,-1916.0,,1421.0,,-1597.0,,,,-176.0,29.0,-25.0,0.0,-4.0,-147.0,-76.0,-223.0,0.0,,,-223.0,0.0,-223.0,0.0,0.0,-223.0,-223.0,,856.0,-0.28,-0.28,-0.28,856.0,-0.28,-0.28,-0.28,
03/26/2006,3177.0,,-1810.0,,1367.0,,-1543.0,,,,-176.0,-6.0,-26.0,0.0,32.0,-182.0,-35.0,-217.0,0.0,,,-217.0,0.0,-217.0,0.0,0.0,-217.0,-217.0,,860.75,-0.24,-0.24,-0.24,860.75,-0.24,-0.24,-0.24,
06/30/2006,3828.0,,-2189.0,,1639.0,,-1678.0,,,,-39.0,-227.0,-19.0,0.0,246.0,-266.0,-35.0,-301.0,0.0,,,-301.0,0.0,-301.0,0.0,0.0,-301.0,-301.0,,868.75,-0.36,-0.36,-0.08,868.75,-0.36,-0.36,-0.08,
10/01/2006,3189.0,,-1801.0,,1388.0,0.0,-1452.0,958.0,,494.0,-64.0,42.0,-42.0,0.0,0.0,-22.0,-34.0,-56.0,0.0,,,-56.0,0.0,-56.0,0.0,0.0,-56.0,-56.0,,874.25,-0.08,-0.08,-0.08,874.25,-0.08,-0.08,-0.08,
12/31/2006,3566.0,,-1962.0,,1604.0,0.0,-1511.0,978.0,,533.0,93.0,63.0,-63.0,0.0,0.0,156.0,-23.0,133.0,0.0,,,133.0,0.0,133.0,0.0,0.0,133.0,133.0,,881.25,0.16,0.16,0.16,906.5,0.16,0.16,0.16,
04/01/2007,3283.0,,-1822.0,,1461.0,,-1471.0,,,,-10.0,74.0,-50.0,0.0,-24.0,64.0,3.0,67.0,0.0,,,67.0,0.0,67.0,0.0,0.0,67.0,67.0,,887.0,0.08,0.08,0.12,915.25,0.08,0.08,0.12,
09/30/2007,3219.0,,-1658.0,,1561.0,0.0,-1498.0,939.0,,559.0,63.0,80.0,-58.0,0.0,-22.0,143.0,-54.0,89.0,0.0,,,89.0,0.0,89.0,0.0,0.0,89.0,89.0,,866.0,0.12,0.12,0.12,884.25,0.100652,0.100652,0.100652,
12/30/2007,3615.0,,-1862.0,,1753.0,0.0,-1491.0,995.0,,496.0,262.0,53.0,-53.0,,0.0,315.0,-55.0,260.0,,,,260.0,,260.0,0.0,0.0,260.0,260.0,,806.0,0.32,0.32,0.32,826.0,0.31,0.31,0.31,
03/30/2008,3266.0,,-1798.0,,1468.0,,-1484.0,989.0,,495.0,-16.0,34.0,-34.0,0.0,0.0,18.0,-52.0,-34.0,0.0,,,-34.0,0.0,-34.0,0.0,0.0,-34.0,-34.0,,785.0,-0.04,-0.04,-0.04,785.0,-0.04,-0.04,-0.04,
06/30/2008,3780.0,,-2107.0,,1673.0,,-1500.0,,,,173.0,-39.0,-16.0,0.0,55.0,134.0,-46.0,88.0,0.0,,,88.0,0.0,88.0,0.0,0.0,88.0,88.0,,772.0,0.11,0.11,0.23,776.0,0.11,0.11,0.23,
09/28/2008,2990.0,2990.0,-1789.0,1789.0,1201.0,0.0,-2851.0,920.0,423.0,1508.0,-1650.0,-10.0,18.0,,-8.0,-1660.0,-21.0,-1681.0,0.0,0.0,0.0,-1681.0,0.0,-1681.0,0.0,0.0,-1681.0,-200.25,1480.75,749.0,-2.24,-2.24,-0.267356,749.0,-2.24,-2.24,-0.267356,
12/28/2008,3220.0,3220.0,-1870.0,1870.0,1350.0,0.0,-1549.0,916.0,411.0,222.0,-199.0,7.0,,,-7.0,-192.0,-17.0,-209.0,0.0,0.0,0.0,-209.0,0.0,-209.0,0.0,0.0,-209.0,-0.762178,208.237822,743.0,-0.28,-0.28,-0.001026,743.0,-0.28,-0.28,-0.001026,
03/29/2009,2614.0,2614.0,-1498.0,1498.0,1116.0,0.0,-1285.0,843.0,393.0,49.0,-169.0,1.0,,,-1.0,-168.0,-33.0,-201.0,0.0,0.0,0.0,-201.0,0.0,-201.0,0.0,0.0,-201.0,-159.958084,41.041916,745.0,-0.27,-0.27,-0.214709,745.0,-0.27,-0.27,-0.21491,
06/30/2009,2625.0,2625.0,-1561.0,1561.0,1064.0,0.0,-1282.0,782.0,421.0,79.0,-218.0,48.0,,,-48.0,-170.0,23.0,-147.0,0.0,0.0,0.0,-147.0,0.0,-147.0,0.0,0.0,-147.0,-117.59542,29.40458,749.0,-0.2,-0.2,-0.157003,749.0,-0.2,-0.2,-0.160742,
09/27/2009,2243.0,2243.0,-1270.0,1270.0,973.0,0.0,-1073.0,668.0,354.0,51.0,-100.0,-13.0,11.0,,2.0,-113.0,-7.0,-120.0,0.0,0.0,0.0,-120.0,0.0,-120.0,0.0,0.0,-120.0,-83.45,36.55,753.0,-0.16,-0.16,-0.110823,753.0,-0.16,-0.16,-0.111461,
06/30/2010,2300.143,,,,920.0572,,,,,,-87.76,,,,,-77.55,,-89.28,,,,,,-89.28,,,-89.28,-55.725,,,-0.084,-0.084,-0.104,,-0.084,-0.084,-0.104,
09/30/2010,2571.286,,,,1040.085187,,,,,,49.42,,,,,35.683,,-11.66,,,,,,-11.66,,,-11.66,65.675,,,0.01,0.01,0.017,,0.01,0.01,0.017,
