Date,Revenue From Electric,Revenue from Gas,Revenue from Water,Other Revenue,Revenue,Electric Production Fuel Cost,Purchased Power Cost,Purchased Gas/Water Cost,Fuel Expense & Purchased Power,Maintenance Expenses,Depreciation Expense,Taxes Other Than Income Taxes,Other Operating Expense,"Depreciation, Operating & Maintenance",Operating Income or Losses,AFUDC - Equity,Net Non-Operating Losses (Gains),Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Total Interest Expense,Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Income Available to Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
06/30/1993,863.236023,0,0,0,863.236023,-79.805,-207.710007,0,-287.515015,-249.440994,-91.984001,-81.731003,,-423.156006,152.565002,1.026,3.22,-48.709999,1.345,-5.19,-52.555,104.256002,-36.992001,67.264,0.0,0.0,67.264,-8.694,58.57,,,58.570001,0.52,0.52,0.52,110.883003,0.52,0.52,0.52,110.883003,
09/30/1993,990.159973,0,0,0,990.159973,-101.757004,-239.429001,0,-341.186005,-207.042007,-89.185997,-95.264999,,-391.493011,257.480988,1.638,6.761,-46.950001,1.014,-5.002,-50.938,214.941988,-82.601997,132.339996,0.0,0.0,132.339996,-5.854,126.485996,,,126.485991,1.14,1.14,1.14,110.954002,1.14,1.14,1.14,110.954002,
12/31/1993,861.539978,0,0,0,861.539978,-89.865997,-228.621994,0,-318.488007,-236.257004,-92.136002,-82.347,,-410.73999,132.311996,0.967,-20.989,-46.123001,1.218,-6.506,-51.410999,60.878997,-24.07,36.808998,0.0,0.0,36.808998,-5.515,31.293998,,,31.293997,0.27,0.27,0.27,114.360001,0.27,0.27,0.27,114.360001,
03/31/1994,937.208984,0,0,0,937.208984,-103.306999,-234.501999,0,-337.80899,-208.341003,-89.813004,-90.953003,,-389.106995,210.292999,0.646,57.609001,-46.143002,1.517,-18.509001,-63.134998,205.413002,-76.996002,128.417007,0.0,0.0,128.417007,-5.515,122.902008,,,122.902,1.07,1.07,1.07,115.065002,1.07,1.07,1.07,115.065002,
06/30/1994,873.53302,0,0,0,873.53302,-87.390999,-210.322998,0,-297.713989,-367.964996,-86.301003,-82.614998,,-536.880981,38.938,0.68,-201.608002,-46.061001,1.548,-7.01,-51.522999,-213.513001,93.686996,-119.825996,0.0,0.0,-119.825996,-5.516,-125.341996,,,-125.342004,-1.09,-1.09,-1.09,115.119003,-1.09,-1.09,-1.09,115.119003,
09/30/1994,994.671997,0,0,0,994.671997,-96.216003,-230.087006,0,-326.303009,-249.766998,-85.518997,-94.193001,,-429.479004,238.889999,0.766,3.026,-46.423,1.797,-6.382,-51.007999,191.674,-71.889999,119.783997,0.0,0.0,119.783997,-8.485,111.298997,,,111.299001,0.97,0.97,0.97,115.186996,0.97,0.97,0.97,115.186996,
12/31/1994,844.10199,0,0,0,844.10199,-76.919998,-219.647995,0,-296.567993,-221.826996,-92.071999,-81.183998,,-395.083008,152.451004,2.62,-11.263,-44.558998,2.253,-7.326,-49.632,94.176004,-30.479,63.696999,0.0,0.0,63.696999,-8.868,54.828999,,,54.829004,0.47,0.47,0.47,115.267998,0.47,0.47,0.47,115.267998,
03/31/1995,913.971985,0,0,0,913.971985,-89.226997,-250.923004,0,-340.149994,,-89.541,-86.060997,-220.860992,-396.463013,177.358994,1.205,-0.8,-45.112999,2.107,-6.849,-49.855,127.908994,-43.543999,84.364998,0.0,0.0,84.364998,-8.868,75.496998,,,75.496995,0.65,0.65,0.65,115.339996,0.65,0.65,0.65,115.339996,
06/30/1995,864.64801,0,0,0,864.64801,-81.662003,-222.873993,0,-304.536011,,-90.344002,-78.416,-230.511002,-399.270996,160.841003,1.152,-3.37,-47.366001,1.965,-8.954,-54.355,104.268004,-33.255001,71.013,0.0,0.0,71.013,-10.033,60.98,,,60.980003,0.53,0.53,0.53,115.660004,0.53,0.53,0.53,115.660004,
09/30/1995,1095.082031,0,0,0,1095.082031,-102.085999,-280.799988,0,-382.885986,,-101.928001,-98.355003,-255.694,-455.97699,256.218994,1.203,194.341995,-47.68,2.543,-7.017,-52.153999,399.60999,-153.901993,245.707993,0.0,0.0,245.707993,-11.43,234.277992,,,234.277997,2.02,2.02,2.02,116.512001,2.02,2.02,2.02,116.512001,
12/31/1995,930.953979,0,0,0,930.953979,-90.236,-267.764008,0,-358.0,,-95.836998,-86.389,-250.641006,-432.867004,140.087006,1.553,25.938,-48.161999,2.943,-7.544,-52.763,114.815005,-34.005001,80.809998,0.0,0.0,80.809998,-11.43,69.379997,,,69.380003,0.59,0.59,0.59,117.32,0.59,0.59,0.59,117.32,
03/31/1996,1022.934021,0,0,0,1022.934021,-98.495003,-277.397003,0,-375.891998,,-96.585999,-91.488998,-229.751007,-417.825989,229.216003,1.229,10.309,-46.612,1.861,-4.308,-49.058998,191.695005,-72.012001,119.682999,0.0,0.0,119.682999,-11.43,108.252998,,,108.253004,0.9,0.9,0.9,120.639999,0.9,0.9,0.9,120.639999,
06/30/1996,912.254028,0,0,0,912.254028,-88.274002,-213.485001,0,-301.759003,,-97.920998,-83.293999,-248.442001,-429.657013,180.837997,1.255,1.271,-45.995998,1.962,-8.671,-52.705002,130.658996,-46.028,84.630997,0.0,0.0,84.630997,-11.006,73.624997,,,73.624996,0.61,0.61,0.61,120.699997,0.61,0.61,0.61,120.699997,
09/30/1996,1058.223022,0,0,0,1058.223022,-98.199997,-270.867004,0,-369.066986,,-102.725998,-99.263,-373.709015,-575.697998,113.458,-0.743,5.72,-45.708,2.555,-9.518,-52.671001,65.763999,-18.937,46.827,0.0,0.0,46.827,-11.006,35.821,,,35.820999,0.3,0.3,0.3,120.791,0.29,0.29,0.29,122.5,
12/31/1996,924.677979,0,0,0,924.677979,-86.427002,-243.880997,0,-330.308014,,-103.019997,-81.237,-258.773987,-443.031006,151.339005,0.508,20.139,-46.359001,2.045,-6.312,-50.625999,121.360006,-29.742001,91.617996,0.0,0.0,91.617996,-10.965,80.652996,,,80.653005,0.67,0.67,0.67,120.839996,0.67,0.67,0.67,120.839996,
03/31/1997,1042.063965,0,0,0,1042.063965,-95.000999,-250.712006,0,-345.713013,,-113.338997,-94.656998,-205.856003,-413.85199,282.498993,0.348,24.503,-46.137001,1.185,-7.345,-52.297001,255.052992,-89.365997,165.686996,0.0,0.0,165.686996,-10.649,155.037996,,,155.037995,1.29,1.29,1.29,120.183998,1.28,1.28,1.28,120.889,
06/30/1997,927.263977,0,0,0,927.263977,-86.810997,-238.106995,0,-324.917999,,-113.231003,-81.746002,-239.501007,-434.477997,167.867996,0.313,8.518,-45.721001,1.258,-10.805,-55.268002,121.430994,-40.785999,80.644997,0.0,0.0,80.644997,-10.396,70.248997,,,70.248995,0.582,0.582,0.582,120.690002,0.581,0.581,0.581,120.972,
09/30/1997,1093.598022,0,0,0,1093.598022,-94.309998,-282.694,0,-377.003998,,-121.184998,-95.185997,-250.106003,-466.47699,250.117004,0.274,-162.533005,-45.868,1.104,-9.214,-53.978001,33.879999,-6.864,27.016001,0.0,0.0,27.016001,-10.112,16.904,146.462006,-37.161999,126.204006,1.04,0.14,0.14,121.049004,1.04,0.14,0.14,121.049004,
12/31/1997,1080.453003,0,0,0,1080.453003,-124.207001,-275.393005,0,-399.600006,,-119.959,-86.323997,-304.319,-510.60199,170.251007,-0.86,107.997002,-109.209,1.961,-9.118,-116.365997,161.022011,-56.52,104.501999,0.0,-1.337,103.165001,-10.255,92.910001,,,92.910011,0.77,0.77,0.77,120.805,0.77,0.77,0.77,120.805,
03/31/1998,1043.109009,0,0,0,1043.109009,-96.699997,-263.278992,0,-359.979004,,-127.148003,-57.519001,-238.828995,-423.496002,259.634003,0.32,62.213001,-84.052002,1.071,-8.984,-91.964996,230.202008,-85.723999,144.477997,0.0,-0.501,143.977005,-10.197,133.780005,,,133.780009,1.07,1.07,1.07,124.542999,1.07,1.07,1.07,124.822998,
06/30/1998,1015.086975,0,0,0,1015.086975,-100.352997,-253.470001,0,-353.822998,,-134.867996,-57.238998,-253.535004,-445.641998,215.621994,0.229,9.543,-77.882004,1.276,-8.859,-85.464996,139.928998,-49.605,90.323997,-275.110016,-0.248,-185.033997,-10.139,-195.172997,,,79.936998,0.62,0.62,-1.54,127.891998,0.62,0.62,-1.54,128.162003,
09/30/1998,1168.779053,0,0,0,1168.779053,-119.692001,-338.274994,0,-457.96701,,-127.592003,-56.019001,-301.251007,-484.851562,225.949997,0.188,15.503,-78.308998,1.201,-8.933,-86.041,155.599997,-56.355,99.245003,249.354996,-0.708,347.891998,-9.846,338.045999,110.599998,-44.799999,154.490997,1.21,0.69,2.65,127.940002,1.21,0.69,2.64,128.067993,
12/31/1998,1021.817017,0,0,0,1021.817017,-90.360001,-267.816986,0,-358.177002,,-132.485992,-48.525002,-287.756012,-468.766998,194.873001,0.179,33.118999,-78.153,0.8,-8.277,-85.629997,142.541003,-48.404999,94.136002,0.0,-0.714,93.421997,-9.949,83.472997,,,83.473004,0.65,0.65,0.65,127.997002,0.65,0.65,0.65,128.195007,
03/31/1999,1068.703003,0,0,0,1068.703003,-96.475998,-246.509003,0,-342.984985,,-117.244003,-49.347,-260.493988,-427.084991,298.632996,0.065,102.333,-81.124001,0.608,-1.565,-82.081001,318.949995,-116.265999,202.684006,0.0,-0.823,201.860992,-11.142,190.718992,-27.799999,,162.918996,1.27,1.49,1.49,127.652,1.27,1.49,1.49,127.926003,
06/30/1999,892.700012,0,0,0,892.700012,-72.443001,-266.281006,0,-338.723999,,-125.850998,-43.097,-253.001007,-421.949005,132.026993,0.1,42.400002,-86.428001,1.036,-1.733,-87.125,87.401994,-28.023001,59.379002,0.0,-1.525,57.854,-10.592,47.262,58.299999,,105.561993,0.85,0.39,0.39,125.700996,0.84,0.38,0.38,125.950996,
09/30/1999,1424.286011,0,0,0,1424.286011,-86.447998,-462.674988,0,-549.122986,,-139.798996,-50.448002,-307.946014,-498.192993,376.970001,0.052,11.92,-132.427002,1.343,-1.26,-132.343994,256.598007,-98.283997,158.313995,0.0,0.552,158.865997,-11.319,147.546997,,,147.54701,1.18,1.18,1.18,125.045998,1.18,1.18,1.18,125.306999,
12/31/1999,1361.375977,0,0,0,1361.375977,-49.254002,-273.397003,0,-322.651001,,-160.044998,-47.32,-420.160004,-837.525024,201.199997,0.215,18.709,-146.600006,0.91,8.721,-136.968994,83.155002,2.95,86.105003,0.0,-1.142,84.962997,-10.925,74.037997,,,74.038002,0.56,0.6,0.6,123.128998,0.56,0.6,0.6,123.175003,
03/31/2000,1176.44397,0,0,0,1176.44397,-19.483,-411.471008,0,-430.95401,,-129.595001,-51.549,-224.033997,-405.178009,340.312012,0.245,22.83,-132.914001,0.83,-2.07,-134.154007,229.233005,-88.948997,140.283997,0.0,-0.477,139.807007,-8.809,130.998007,,,130.998007,1.08,1.08,1.08,121.366997,1.08,1.08,1.08,121.426003,
06/30/2000,1280.374023,0,0,0,1280.374023,-22.073,-471.932007,0,-494.005005,,-134.432007,-43.046001,-378.402008,-555.880005,230.488998,0.296,-339.339996,-134.162003,0.756,-0.399,-133.804993,-242.359991,40.164001,-202.195999,0.0,-0.609,-202.804993,-8.008,-210.812993,295.0,,84.18701,0.69,-1.74,-1.74,121.198997,0.69,-1.74,-1.74,121.314003,
09/30/2000,1455.286011,0,0,0,1455.286011,-13.928,-787.03302,0,-800.960999,,-136.621002,-77.824997,-247.716995,-462.162994,192.162003,0.442,78.862999,-116.393997,0.972,-2.388,-117.809998,153.657004,-41.679001,111.977997,0.0,-1.73,110.248001,-6.738,103.510001,-42.700001,,60.810002,0.51,0.86,0.86,121.329002,0.51,0.86,0.86,121.405998,
12/31/2000,1284.151978,0,0,0,1284.151978,-7.146,-526.411011,0,-533.557007,,-147.610992,-48.817001,-338.294006,-718.721985,31.872999,-0.236,405.549011,-127.356003,-0.052,-5.798,-133.205994,303.980017,-86.343002,217.636993,0.0,-0.055,217.582001,-7.739,209.843001,-148.399994,,61.443021,0.5,1.72,1.72,120.754997,0.5,1.72,1.72,120.903999,
03/31/2001,1300.438965,0,0,0,1300.438965,-4.517,-582.169983,0,-586.687012,,-133.460999,-56.580002,-307.182007,-497.222992,216.529007,0.051,23.200001,-112.011002,0.737,-1.936,-113.209999,126.570009,-48.773998,77.795998,0.0,-1.162,76.634003,-7.739,68.895003,20.105,,89.00001,0.75,0.58,0.58,119.515999,0.75,0.58,0.58,119.626999,
06/30/2001,1347.870972,0,0,0,1347.870972,-4.155,-564.828979,0,-568.984009,,-135.839996,-57.478001,-365.13501,-558.453003,220.434006,-0.107,53.646,-114.402,0.164,-1.552,-115.790001,158.183005,-63.09,95.093002,0.0,-0.604,94.488998,-7.738,86.750998,-11.6,,75.151004,0.62,0.72,0.72,119.558998,0.62,0.72,0.72,119.68,
