Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Source: Bloomberg
09/30/2012,148.0,-64,244,31.0,-34.0,65.0,-63.0,-35.0,,16.0,-44.0,,-335.0,-337.0,0.0,0.0,0.0,-337.0,-337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,,1.0,1.0,0.0,-1.0,0.0,-187.0,
12/31/2012,457.0,-106,246,94.0,-70.0,164.0,223.0,-60.0,,270.0,13.0,,-350.0,-356.0,0.0,0.0,0.0,-356.0,-356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,58.0,0.0,50.0,0.0,50.0,0.0,14.0,14.0,0.0,-6.0,-2.0,163.0,
03/31/2013,144.0,-116,231,62.0,-68.0,130.0,-33.0,33.0,12.0,5.0,-83.0,,-271.0,-271.0,0.0,0.0,0.0,-271.0,-271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,80.0,0.0,80.0,0.0,1.0,1.0,0.0,6.0,0.0,-40.0,
06/30/2013,145.0,18,227,-89.0,5.0,-94.0,-11.0,-10.0,-21.0,4.0,16.0,,-270.0,-277.0,0.0,0.0,0.0,-277.0,-277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,104.0,0.0,100.0,0.0,235.0,-135.0,1.0,1.0,0.0,3.0,0.0,-21.0,
09/30/2013,231.0,-114,241,60.0,-4.0,64.0,44.0,32.0,4.0,-14.0,22.0,,-295.0,-295.0,0.0,0.0,0.0,-295.0,-295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,90.0,0.0,290.0,-200.0,2.0,2.0,0.0,-10.0,-2.0,16.0,
12/31/2013,116.0,-973,241,901.0,-578.0,1479.0,-53.0,-98.0,0.0,46.0,-1.0,,-275.0,-311.0,0.0,0.0,0.0,-311.0,-311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,153.0,0.0,140.0,0.0,365.0,-225.0,2.0,2.0,0.0,11.0,-3.0,-9.0,
03/31/2014,206.0,18,207,76.0,21.0,55.0,-95.0,-128.0,4.0,104.0,-75.0,,-354.0,-352.0,0.0,0.0,0.0,-352.0,-352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,112.0,0.0,125.0,0.0,622.0,-497.0,4.0,4.0,0.0,-17.0,-5.0,-41.0,
06/30/2014,314.0,-135,215,144.0,-99.0,243.0,90.0,162.0,-13.0,-103.0,44.0,,-41.0,-376.0,0.0,0.0,0.0,-376.0,-376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,-226.0,0.0,-245.0,0.0,282.0,-527.0,8.0,8.0,0.0,11.0,-5.0,42.0,
09/30/2014,259.0,62,216,-53.0,23.0,-76.0,34.0,37.0,10.0,-16.0,3.0,,-544.0,-597.0,0.0,0.0,0.0,-597.0,-597.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,246.0,0.0,255.0,0.0,1047.0,-792.0,3.0,3.0,0.0,-12.0,-6.0,-45.0,
12/31/2014,291.0,219,225,-195.0,101.0,-296.0,42.0,-20.0,18.0,19.0,25.0,,-498.0,-108.0,374.0,374.0,0.0,-482.0,-482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-390.0,212.0,0.0,235.0,0.0,496.0,-261.0,1.0,1.0,0.0,-24.0,5.0,10.0,
03/31/2015,194.0,67,216,-47.0,4.0,-51.0,-42.0,110.0,-3.0,-90.0,-59.0,,87.0,83.0,563.0,563.0,0.0,-480.0,-480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-269.0,0.0,-280.0,0.0,181.0,-461.0,2.0,2.0,0.0,9.0,0.0,12.0,
06/30/2015,236.0,-30,227,-16.0,-21.0,5.0,55.0,66.0,1.0,-55.0,43.0,,8.0,-199.0,0.0,0.0,0.0,-199.0,-199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,0.0,235.0,
09/30/2015,199.0,-230,242,118.0,-121.0,239.0,69.0,56.0,-9.0,-41.0,63.0,,-1354.0,-211.0,0.0,0.0,0.0,-211.0,-211.0,0.0,0.0,0.0,0.0,-1190.0,0.0,-1190.0,0.0,47.0,937.0,0.0,345.0,0.0,1575.0,-1230.0,632.0,632.0,0.0,-40.0,0.0,-218.0,
12/31/2015,182.0,-1534,255,1454.0,-867.0,2321.0,7.0,1.0,9.0,-61.0,58.0,,-57.0,576.0,810.0,810.0,0.0,-234.0,-234.0,0.0,0.0,0.0,0.0,-22.0,0.0,-22.0,0.0,-611.0,-186.0,-6.0,-180.0,0.0,85.0,-265.0,0.0,0.0,0.0,0.0,0.0,-61.0,
03/31/2016,16.0,-12,161,-56.0,34.0,-90.0,-77.0,117.0,4.0,-26.0,-172.0,,95.0,96.0,281.0,281.0,0.0,-185.0,-185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-138.0,-5.0,-90.0,0.0,370.0,-460.0,1.0,1.0,0.0,-44.0,0.0,-27.0,
06/30/2016,73.0,-186,163,65.0,-116.0,181.0,31.0,-15.0,5.0,-2.0,43.0,,749.0,752.0,858.0,858.0,0.0,-106.0,-106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,198.0,-6.0,-371.0,0.0,10.0,-381.0,535.0,535.0,0.0,40.0,0.0,1020.0,
09/30/2016,29.0,-219,150,98.0,-127.0,225.0,0.0,45.0,4.0,-51.0,2.0,,-384.0,-148.0,1.0,1.0,0.0,-149.0,-149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-236.0,-53.0,-4.0,-34.0,0.0,0.0,-34.0,-5.0,,,-10.0,0.0,-408.0,
12/31/2016,154.0,-172,157,84.0,-72.0,156.0,85.0,-21.0,-3.0,7.0,102.0,,-149.0,-151.0,0.0,0.0,0.0,-151.0,-151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-131.0,-3.0,-126.0,0.0,0.0,-126.0,-1.0,0.0,-1.0,-1.0,0.0,-126.0,
03/31/2017,22.0,92,147,-172.0,30.0,-202.0,-45.0,-14.0,2.0,29.0,-62.0,,-1031.0,-229.0,8.0,8.0,0.0,-237.0,-237.0,0.0,0.0,0.0,0.0,-802.0,0.0,-802.0,0.0,0.0,657.0,-4.0,0.0,0.0,0.0,0.0,661.0,661.0,0.0,0.0,0.0,-352.0,
06/30/2017,120.0,76,171,-154.0,-54.0,-100.0,27.0,-35.0,-5.0,-2.0,69.0,,-274.0,-275.0,30.0,30.0,0.0,-305.0,-305.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,-3.0,21.0,-3.0,25.0,0.0,85.0,-60.0,-10.0,0.0,-10.0,9.0,0.0,-133.0,
09/30/2017,86.0,-146,169,152.0,49.0,103.0,-89.0,-63.0,-3.0,64.0,-87.0,,-321.0,-317.0,0.0,0.0,0.0,-317.0,-317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,236.0,-4.0,243.0,0.0,534.0,-291.0,10.0,,,-13.0,0.0,1.0,
12/31/2017,279.0,-38,186,14.0,-159.0,173.0,117.0,-41.0,-2.0,67.0,93.0,,192.0,-147.0,,,,,,,0.0,0.0,0.0,337.0,0.0,-1.0,338.0,2.0,-290.0,-4.0,-285.0,0.0,190.0,-475.0,0.0,0.0,0.0,-1.0,0.0,181.0,
03/31/2018,145.0,-115,168,135.0,-43.0,178.0,-43.0,-21.0,-8.0,28.0,-42.0,,362.0,378.0,699.0,699.0,0.0,-321.0,-321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.0,-14.0,-4.0,0.0,0.0,138.0,-138.0,1.0,1.0,0.0,-11.0,0.0,493.0,
06/30/2018,283.0,-81,197,133.0,-32.0,165.0,34.0,5.0,-3.0,45.0,-13.0,,-359.0,-352.0,0.0,,,-352.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,-502.0,-4.0,-492.0,,659.0,-1151.0,4.0,4.0,0.0,-10.0,0.0,-578.0,
09/30/2018,224.0,-7,194,76.0,-9.0,85.0,-39.0,-45.0,-4.0,-2.0,12.0,,-406.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.0,116.0,-3.0,88.0,,423.0,-335.0,4.0,4.0,0.0,27.0,0.0,-66.0,
12/31/2018,231.0,354,226,-282.0,168.0,-450.0,-67.0,2.0,0.0,-54.0,-15.0,,-493.0,-463.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.0,230.0,0.0,242.0,,727.0,-485.0,1.0,1.0,0.0,-13.0,0.0,-32.0,
03/31/2019,272.0,-48,219,88.0,-13.0,101.0,13.0,-137.0,-4.0,197.0,-43.0,,-237.0,-223.0,228.0,228.0,0.0,-451.0,-451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.0,-29.0,0.0,-16.0,0.0,609.0,-625.0,1.0,1.0,0.0,-14.0,0.0,6.0,
06/30/2019,362.0,305,221,-231.0,82.0,-313.0,67.0,-8.0,6.0,6.0,63.0,0.0,42.0,39.0,362.0,362.0,0.0,-323.0,-323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-301.0,0.0,-314.0,0.0,393.0,-707.0,0.0,0.0,0.0,13.0,0.0,103.0,
09/30/2019,272.0,121,241,-39.0,37.0,-76.0,-51.0,-48.0,-1.0,22.0,-24.0,,-312.0,-317.0,0.0,0.0,0.0,-317.0,-317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-55.0,0.0,-1.0,0.0,872.0,-873.0,-43.0,0.0,-43.0,-11.0,0.0,-95.0,
12/31/2019,351.0,-122,247,197.0,-17.0,214.0,29.0,131.0,5.0,-128.0,21.0,,-266.0,-269.0,3.0,3.0,0.0,-272.0,-272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-37.0,0.0,0.0,0.0,260.0,-260.0,-14.0,1.0,-15.0,-23.0,0.0,48.0,
03/31/2020,256.0,-388,259,440.0,-47.0,487.0,-55.0,107.0,14.0,-97.0,-79.0,,-1225.0,-314.0,0.0,0.0,0.0,-314.0,-314.0,0.0,0.0,0.0,0.0,-915.0,0.0,-915.0,0.0,4.0,972.0,0.0,1003.0,0.0,1302.0,-299.0,-43.0,1.0,-44.0,12.0,0.0,3.0,
06/30/2020,276.0,-409,229,505.0,-106.0,611.0,-49.0,22.0,2.0,-75.0,2.0,,-298.0,-301.0,4.0,4.0,0.0,-305.0,-305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,368.0,0.0,378.0,0.0,941.0,-563.0,0.0,0.0,0.0,-10.0,0.0,346.0,
