Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
11/02/1991,9900,128,128,0.0,1281,,,,3033,,,,,150,,,,,4592,4958,6795,-1837,0.0,350,,,,,350,5308,,1691,1691,,,,547,,,,,,977,,,977,3215,4185,,,,,377,,,,377,4562,7777,55.0,,,,0.0,,2068,2123,0.0,2123,9900,
02/01/1992,9485,96,96,,1430,,,,2381,,,,,125,,,,,4032,5102,6961,-1859,,351,,,,,351,5453,,1324,1324,,,,453,,,,,,803,,,803,2580,4227,,,,,381,,,,381,4608,7188,66.0,122.0,,,0.0,,2109,2297,,2297,9485,
05/02/1992,9412,139,139,0.0,1206,,,,2412,,,,,115,,,,,3872,5189,7148,-1959,0.0,351,,,,,351,5540,,1232,1232,,,,112,,,,,,1022,,,1022,2366,4344,,,,,395,,,,395,4739,7105,76.0,,,,0.0,,2231,2307,0.0,2307,9412,
08/01/1992,9655,128,128,0.0,1171,,,,2537,,,,,116,,,,,3952,5349,7389,-2040,0.0,354,,,,,354,5703,,1395,1395,,,,55,,,,,,1064,,,1064,2514,4412,,,,,401,,,,401,4813,7327,86.0,,,,0.0,,2242,2328,0.0,2328,9655,
10/31/1992,10728,160,160,0.0,1335,,,,3296,,,,,128,,,,,4919,5458,7598,-2140,0.0,351,,,,,351,5809,,1712,1712,,,,630,,,,,,1270,,,1270,3612,4337,,,,,414,,,,414,4751,8363,96.0,,,,0.0,,2269,2365,0.0,2365,10728,
01/30/1993,10337,117,117,0.0,1514,,,,2618,,,,,165,,,,,4414,5563,7760,-2197,0.0,360,,,,,360,5923,,1596,1596,,,,394,,,,,,974,,,974,2964,4330,,,,,450,,,,450,4780,7744,107.0,129.0,,,0.0,,2357,2593,0.0,2593,10337,
05/01/1993,10321,156,156,0.0,1280,,,,2812,,,,,107,,,,,4355,5607,7852,-2245,0.0,359,,,,,359,5966,,1450,1450,,,,472,,,,,,866,,,866,2788,4485,,,,,447,,,,447,4932,7720,117.0,,,,0.0,,2484,2601,0.0,2601,10321,
07/31/1993,10214,97,97,0.0,1207,,,,2725,,,,,86,,,,,4115,5737,8101,-2364,0.0,362,,,,,362,6099,,1464,1464,,,,492,,,,,,841,,,841,2797,4357,,,,,456,,,,456,4813,7610,128.0,,,,0.0,,2476,2604,0.0,2604,10214,
10/30/1993,11155,165,165,0.0,1338,,,,3346,,,,,100,,,,,4949,5899,8222,-2323,0.0,307,,,,,307,6206,,1931,1931,,,,697,,,,,,939,,,939,3567,4498,,,,,463,,,,463,4961,8528,141.0,,,,0.0,,2486,2627,0.0,2627,11155,
01/29/1994,10778,321,321,0.0,1536,,,,2497,,,,,157,,,,,4511,5947,8283,-2336,0.0,320,,,,,320,6267,,1654,1654,,,,373,,,,,,1048,,,1048,3075,4279,,,,,319,,,,319,4598,7673,368.0,145.0,,,0.0,,2592,3105,0.0,3105,10778,
04/30/1994,10801,181,181,0.0,1409,,,,2727,,,,,119,,,,,4436,6023,8405,-2382,0.0,342,,,,,342,6365,,1749,1749,,,,167,,,,,,984,,,984,2900,4454,,,,,543,,,,543,4997,7897,366.0,,,,,,2538,2904,0.0,2904,10801,
07/30/1994,11089,169,169,0.0,1418,,,,2860,,,,,129,,,,,4576,6171,8679,-2508,0.0,342,,,,,342,6513,,1842,1842,,,,178,,,,,,994,,,994,3014,4599,,,,,545,,,,545,5144,8158,365.0,,,,0.0,,2566,2931,0.0,2931,11089,
10/29/1994,12208,173,173,0.0,1551,,,,3681,,,,,145,,,,,5550,6324,8938,-2614,0.0,334,,,,,334,6658,,2346,2346,,,,554,,,,,,1071,,,1071,3971,4712,,,,,550,,,,550,5262,9233,363.0,,,,0.0,,2612,2975,0.0,2975,12208,
01/28/1995,11697,147,147,0.0,1810,,,,2777,,,,,225,,,,,4959,6385,9009,-2624,0.0,353,,,,,353,6738,,1961,1961,,,,209,,,,,,1220,,,1220,3390,4488,,,,,416,,,,416,4904,8294,360.0,161.0,,,0.0,,2882,3403,0.0,3403,11697,
04/29/1995,11940,187,187,0.0,1610,,,,3031,,,,,171,,,,,4999,6588,9288,-2700,0.0,353,,,,,353,6941,,1921,1921,,,,247,,,,,,1040,,,1040,3208,4922,,,,,583,,,,583,5505,8713,357.0,,,,0.0,,2870,3227,0.0,3227,11940,
07/29/1995,12253,175,175,0.0,1596,,,,3111,,,,,172,,,,,5054,6853,9670,-2817,0.0,346,,,,,346,7199,,2165,2165,,,,284,,,,,,1019,,,1019,3468,4969,,,,,445,,,,445,5414,8882,355.0,,,,0.0,,3016,3371,0.0,3371,12253,
10/28/1995,13140,177,177,0.0,1338,,,,4007,,,,,198,,,,,5720,7064,9968,-2904,0.0,356,,,,,356,7420,,2613,2613,,,,625,,,,,,1091,,,1091,4329,4968,,,,,466,,,,466,5434,9763,351.0,,,,0.0,,3026,3377,0.0,3377,13140,
02/03/1996,12570,175,175,0.0,1510,,,,3018,,,,,252,,,,,4955,7294,10224,-2930,0.0,321,,,,,321,7615,,2247,2247,,,,182,,,,,,1094,,,1094,3523,4959,,,,,623,,,,623,5582,9105,319.0,182.0,,,0.0,,2964,3465,0.0,3465,12570,
05/04/1996,12785,230,230,0.0,1383,1383.0,,,3175,,,,,217,,,,,5005,7383,10389,-3006,0.0,397,,,,,397,7780,,2080,2080,,,,362,,,,,,1104,,,1104,3546,5125,,,,,628,,,,628,5753,9299,51.0,,,,0.0,,3435,3486,0.0,3486,12785,
08/03/1996,13012,221,221,0.0,1412,,,,3228,,,,,191,,,,,5052,7457,10401,-2944,0.0,503,,,,,503,7960,,2176,2176,,,,228,,,,,,1116,,,1116,3520,5297,,,,,628,,,,628,5925,9445,54.0,,,,0.0,,3513,3567,0.0,3567,13012,
11/02/1996,14009,204,204,0.0,1581,,,,3949,,,,,257,,,,,5991,7534,10572,-3038,0.0,484,,,,,484,8018,,2662,2662,,,,658,,,,,,1174,,,1174,4494,5235,,,,,633,,,,633,5868,10362,51.0,,,,0.0,,3596,3647,0.0,3647,14009,
02/01/1997,13389,201,201,0.0,1720,,,,3031,,,,,488,,,,,5440,7467,10469,-3002,0.0,482,,,,,482,7949,,2528,2528,,,,233,,,,,,1350,,,1350,4111,4808,,,,,630,,,,630,5438,9549,321.0,218.0,,,0.0,,3301,3840,0.0,3840,13389,
05/03/1997,13567,257,257,0.0,1547,1547.0,,,3330,,,,,391,,,,,5525,7551,10593,-3042,0.0,491,,,,,491,8042,,2356,2356,,,,338,,,,,,1329,,,1329,4023,5000,,,,,623,,,,623,5623,9646,44.0,,,,0.0,,3877,3921,0.0,3921,13567,
08/02/1997,13775,216,216,0.0,1551,1551.0,,,3363,,,,,409,,,,,5539,7749,10920,-3171,0.0,487,,,,,487,8236,,2399,2399,,,,384,,,,,,1264,,,1264,4047,5072,,,,,636,,,,636,5708,9755,34.0,,,,0.0,,3986,4020,0.0,4020,13775,
11/01/1997,14491,220,220,0.0,1338,1338.0,,,4065,,,,,426,,,,,6049,7930,11234,-3304,0.0,512,,,,,512,8442,,2825,2825,,,,753,,,,,,1375,,,1375,4953,4720,,,,,666,,,,666,5386,10339,34.0,,,,0.0,,4118,4152,0.0,4152,14491,
01/31/1998,14191,211,211,0.0,1555,,,,3251,0.0,0.0,3251.0,,544,,,,,5561,8125,11513,-3388,0.0,505,,,,,505,8630,,2727,2727,,,,273,,,,,,1556,,,1556,4556,4425,,,,,720,,,,720,5145,9701,310.0,269.0,,,0.0,,3911,4490,0.0,4490,14191,
05/02/1998,14720,1600,249,1351.0,0,1351.0,,,3569,0.0,0.0,3569.0,,623,,,,,5792,8320,11847,-3527,0.0,608,,,,,608,8928,,2723,2723,,,,538,,,,,,1347,,,1347,4608,4760,,,,,731,,,,731,5491,10099,24.0,,,,0.0,,4597,4621,0.0,4621,14720,
08/01/1998,15308,1532,237,1295.0,0,1295.0,,,3697,0.0,0.0,3697.0,,926,,,,,6155,8564,12240,-3676,0.0,589,,,,,589,9153,,2852,2852,,,,351,,,,,,1462,,,1462,4665,5132,,,,,750,,,,750,5882,10547,20.0,,,,0.0,,4741,4761,0.0,4761,15308,
10/31/1998,16430,239,239,0.0,1357,1357.0,,,4669,0.0,0.0,4669.0,0.0,677,,,,,6942,8801,12624,-3823,0.0,687,,,,,687,9488,,3363,3363,,,,685,,,,,,1520,,,1520,5568,5166,,,,,783,,,,783,5949,11517,28.0,,,,0.0,,4885,4913,0.0,4913,16430,
01/30/1999,15666,255,255,0.0,1656,1656.0,,,3475,0.0,0.0,3475.0,,619,,,,,6005,8969,12737,-3768,0.0,692,0.0,,,,692,9661,,3150,3150,,,,256,,,,,,1651,,,1651,5057,4476,,,,,822,,,,822,5298,10355,268.0,360.0,,,0.0,4683.0,0,5311,0.0,5311,15666,
05/01/1999,15986,246,246,0.0,1360,,,,3779,0.0,0.0,3779.0,0.0,692,,,,,6077,9129,12925,-3796,0.0,780,,,,,780,9909,,2917,2917,,,,199,,,,,,1345,,,1345,4461,5216,,,,,875,,,,875,6091,10552,10.0,,,,0.0,,5424,5434,0.0,5434,15986,
07/31/1999,16415,238,238,,1363,1363.0,,,3973,,,,,655,,,,,6229,9408,13213,-3805,,778,,,,,778,10186,,3111,3111,,,,219,,,,,,1529,,,1529,4859,5184,,,,,888,,,,888,6072,10931,,,,,,,5484,5484,,5484,16415,
10/30/1999,17622,246,246,0.0,1479,1479.0,,,4757,0.0,0.0,4757.0,0.0,622,,,,,7104,9766,13641,-3875,0.0,752,,,,,752,10518,,3394,3394,,,,1015,,,,,,1561,,,1561,5970,5263,,,,,884,,,,884,6147,12117,3.0,,,,0.0,,5502,5505,0.0,5505,17622,
01/29/2000,17143,220,220,0.0,1837,1837.0,,,3798,0.0,0.0,3798.0,,628,,,,,6483,9899,13824,-3925,0.0,761,0.0,,,,761,10660,,3514,3514,,,,498,,,,,,1838,,,1838,5850,4521,,,,,910,,,,910,5431,11281,,806.0,,,0.0,5056.0,0,5862,0.0,5862,17143,
04/29/2000,17428,301,301,0.0,1575,1575.0,,,3908,0.0,0.0,3908.0,0.0,753,,,,,6537,10085,14033,-3948,0.0,806,,,,,806,10891,,3154,3154,,,,581,,,,,,1625,,,1625,5360,5172,,,,,929,,,,929,6101,11461,0.0,,,,0.0,,5967,5967,0.0,5967,17428,
07/29/2000,17932,339,339,,1574,1574.0,,,4071,,,,,683,,,,,6667,10460,14576,-4116,,805,,,,,805,11265,,3347,3347,,,,1405,,,,,,1749,,,1749,6501,4520,,,,,937,,,,937,5457,11958,,,,,0.0,,5974,5974,0.0,5974,17932,
10/28/2000,19625,370,370,0.0,1708,,,,5219,0.0,0.0,5219.0,0.0,626,,,,,7923,10957,15204,-4247,0.0,745,,,,,745,11702,,3974,3974,,,,2276,,,,,,1627,,,1627,7877,4846,,,,,956,,,,956,5802,13679,0.0,,,,0.0,,5946,5946,0.0,5946,19625,
02/03/2001,19490,356,356,,1941,1941.0,,,4248,0.0,0.0,4248.0,0.0,759,,,,,7304,11418,15759,-4341,,768,0.0,,,,768,12186,,3576,3576,,,,857,,,,,,1868,,,1868,6301,5634,,,,,1036,,,,1036,6670,12971,0.0,977.0,,,0.0,5542.0,0,6519,0.0,6519,19490,
05/05/2001,20376,367,367,0.0,1748,1748.0,,,4294,0.0,0.0,4294.0,0.0,1029,,,,,7438,12037,16428,-4391,0.0,901,,,,,901,12938,,3285,3285,,,,1442,,,,,,1690,,,1690,6417,6174,,,,,1041,,,,1041,7215,13632,0.0,,,,0.0,,6744,6744,0.0,6744,20376,
08/04/2001,21245,798,798,0.0,1721,,,,4408,0.0,0.0,4408.0,0.0,893,,,,,7820,12508,17069,-4561,0.0,917,,,,,917,13425,,3735,3735,,,,580,,,,,,1886,,,1886,6201,6999,,,,,1047,,,,1047,8046,14247,0.0,,,,0.0,,6998,6998,0.0,6998,21245,
11/03/2001,23862,424,424,0.0,2709,2709.0,,,5780,0.0,0.0,5780.0,0.0,959,,,,,9872,13077,17850,-4773,,913,,,,,913,13990,,4451,4451,,,,717,,,,,,1770,,,1770,6938,8711,,,,,1055,,,,1055,9766,16704,0.0,,,,0.0,,7158,7158,0.0,7158,23862,
02/02/2002,24154,499,499,0.0,3831,3831.0,,,4449,0.0,0.0,4449.0,0.0,869,,,,,9648,13533,18442,-4909,0.0,973,250.0,,,,723,14506,,4160,4160,,,,905,,,,,,1989,,,1989,7054,8088,,,,,1152,,,,1152,9240,16294,0.0,1173.0,,,0.0,6687.0,0,7860,0.0,7860,24154,
05/04/2002,25189,445,445,0.0,3949,3949.0,,,4565,0.0,0.0,4565.0,0.0,1236,,,,,10195,13931,18943,-5012,0.0,1063,,,,,1063,14994,,3685,3685,,,,1370,,,,,,1796,,,1796,6851,8943,,,,,1201,,,,1201,10144,16995,0.0,,,,0.0,,8194,8194,0.0,8194,25189,
08/03/2002,27259,1755,1755,0.0,4304,4304.0,,,4549,0.0,0.0,4549.0,0.0,1112,,,,,11720,14370,19584,-5214,0.0,1169,,,,,1169,15539,,4187,4187,,,,1583,,,,,,2031,,,2031,7801,9735,,,,,1206,,,,1206,10941,18742,0.0,,,,0.0,,8517,8517,0.0,8517,27259,
11/02/2002,28675,834,834,0.0,4882,4882.0,,,5612,0.0,0.0,5612.0,0.0,1147,,,,,12475,14878,20311,-5433,0.0,1322,,,,,1322,16200,,4927,4927,,,,1374,,,,,,1836,,,1836,8137,10559,,,,,1223,,,,1223,11782,19919,0.0,,,,0.0,,8756,8756,0.0,8756,28675,
02/01/2003,28603,758,758,0.0,5565,5565.0,,,4760,0.0,0.0,4760.0,0.0,852,,,,,11935,15307,20936,-5629,0.0,1361,376.0,,,,985,16668,,4684,4684,,,,975,,,,,,1864,,,1864,7523,10186,,,,,1451,,,,1451,11637,19160,0.0,1332.0,,,0.0,8107.0,4,9443,0.0,9443,28603,
05/03/2003,29172,452,452,0.0,5275,5275.0,,,4944,0.0,0.0,4944.0,0.0,1321,,,,,11992,15663,21346,-5683,0.0,1517,,,,,1517,17180,,4411,4411,,,,713,,,,,,1677,,,1677,6801,11118,,,,,1493,,,,1493,12611,19412,0.0,,,,0.0,,9760,9760,0.0,9760,29172,
08/02/2003,29634,429,429,,5343,5343.0,,,4944,,,,,1257,,,,,11973,16205,22095,-5890,,1456,,,,,1456,17661,,4470,4470,,,,767,,,,,,1724,,,1724,6961,11088,,,,,1541,,,,1541,12629,19590,,,,,0.0,,10044,10044,,10044,29634,
11/01/2003,31424,487,487,0.0,4293,4293.0,,,5214,0.0,0.0,,0.0,3290,,,,,13284,14822,19476,-4654,0.0,3318,,,,,3318,18140,,4631,4631,,,,1471,,,,,,2494,,,2494,8596,10940,,,,,1623,,,,1623,12563,21159,0.0,,,,0.0,,10265,10265,0.0,10265,31424,
01/31/2004,31392,716,716,0.0,5776,5776.0,,,5343,0.0,0.0,5343.0,0.0,1093,,,,,12928,16969,23147,-6178,0.0,1495,364.0,0.0,364.0,,1131,18464,,5448,5448,,,,866,,,,,,2000,,,2000,8314,10217,,,,,1796,,,,1796,12013,20327,0.0,1417.0,,,0.0,9645.0,3,11065,0.0,11065,31392,
05/01/2004,31123,622,622,0.0,5379,4340.0,,,5387,0.0,0.0,5387.0,0.0,987,,,,,12375,17301,23394,-6093,0.0,1447,,,,,1447,18748,,4974,4974,,,,1362,,,,,,1899,,,1899,8235,9586,,,,,1839,,,,1839,11425,19660,,,,,0.0,,11463,11463,0.0,11463,31123,
07/31/2004,31295,1735,1735,0.0,4365,4365.0,,,4914,0.0,0.0,4914.0,0.0,2024,,,,,13038,15980,20894,-4914,0.0,2277,,,,,2277,18257,,4740,4740,,,,606,,,,,,2606,,,2606,7952,9057,,,,,1920,,,,1920,10977,18929,0.0,,,,0.0,,12366,12366,0.0,12366,31295,
10/30/2004,31786,1587,1587,0.0,4551,4551.0,,,6559,0.0,0.0,6559.0,0.0,1080,,,,,13777,16473,21626,-5153,0.0,1536,,,,,1536,18009,,6164,6164,,,,506,,,,,,1815,,,1815,8485,9082,,,,,1821,,,,1821,10903,19388,0.0,,,,0.0,,12398,12398,0.0,12398,31786,
01/29/2005,32293,2245,2245,0.0,5069,5069.0,,,5384,0.0,0.0,5384.0,0.0,1224,,,,,13922,16860,22272,-5412,0.0,1511,206.0,60.0,146.0,,1305,18371,,5779,5779,,,,504,,,,,,1937,,,1937,8220,9034,,,,,2010,,,,2010,11044,19264,0.0,1884.0,,,0.0,11148.0,-3,13029,0.0,13029,32293,
04/30/2005,31295,1152,1152,0.0,4857,4857.0,,,5407,0.0,0.0,5407.0,0.0,1039,,,,,12455,17328,22696,-5368,0.0,1512,,,,,1512,18840,,5110,5110,,,,4,,,,,,2059,,,2059,7173,9005,,,,,2070,,,,2070,11075,18248,0.0,,,,0.0,,13047,13047,0.0,13047,31295,
07/30/2005,31919,696,696,0.0,5012,5012.0,,,5628,0.0,0.0,5628.0,0.0,1001,,,,,12337,18023,23652,-5629,0.0,1559,,,,,1559,19582,,5472,5472,,,,753,,,,,,1812,,,1812,8037,8226,,,,,2134,,,,2134,10360,18397,0.0,,,,0.0,,13522,13522,0.0,13522,31919,
10/29/2005,34498,503,503,0.0,5127,5127.0,,,7488,0.0,0.0,7488.0,0.0,1293,,,,,14411,18573,24452,-5879,0.0,1514,,,,,1514,20087,,6966,6966,,,,752,,,,,,1923,,,1923,9641,9143,,,,,2158,,,,2158,11301,20942,0.0,,,,0.0,,13556,13556,0.0,13556,34498,
01/28/2006,34995,1648,1648,0.0,5666,5666.0,,,5838,0.0,0.0,5838.0,0.0,1253,,,,,14405,19038,25214,-6176,0.0,1552,183.0,60.0,123.0,,1369,20590,,6268,6268,,,,753,,,,,,2567,,,2567,9588,9119,,,,,2083,,,,2083,11202,20790,0.0,2194.0,,,0.0,12013.0,-2,14205,0.0,14205,34995,
04/29/2006,34749,989,989,0.0,5368,5368.0,,,6030,0.0,0.0,6030.0,0.0,1169,,,,,13556,19614,26035,-6421,0.0,1579,,,,,1579,21193,,5707,5707,,,,1254,,,,,,2747,,,2747,9708,8596,,,,,2075,,,,2075,10671,20379,0.0,2241.0,,,0.0,12131.0,-2,14370,0.0,14370,34749,
07/29/2006,35423,477,477,0.0,5540,5540.0,,,6275,0.0,0.0,6275.0,0.0,1297,,,,,13589,20257,26647,-6390,0.0,1577,,,,,1577,21834,,5868,5868,,,,1257,,,,,,2535,,,2535,9660,9351,,,,,2039,,,,2039,11390,21050,0.0,2288.0,,,0.0,12087.0,-2,14373,0.0,14373,35423,
10/28/2006,37867,451,451,0.0,5634,5634.0,,,7797,0.0,0.0,7797.0,0.0,1466,,,,,15348,20926,27563,-6637,0.0,1593,,,,,1593,22519,,7086,7086,,,,2253,,,,,,2582,,,2582,11921,9123,,,,,2023,,,,2023,11146,23067,0.0,2379.0,,,0.0,12423.0,-2,14800,0.0,14800,37867,
02/03/2007,37349,813,813,,6194,6194.0,,,6254,,,6254.0,,1445,,,,,14706,21431,28381,-6950,,1212,212.0,60.0,152.0,,1000,22643,,6575,6575,,,,1362,,,,,,3180,,,3180,11117,8675,,,,,1924,,,,1924,10599,21716,,2459.0,,,0.0,13417.0,-243,15633,,15633,37349,
05/05/2007,38284,969,969,,6006,6006.0,,,6387,,,,,1347,,,,,14709,22260,29233,-6973,,1315,,,,,1315,23575,,5877,5877,,,,1322,,,,,,2898,,,2898,10097,10151,,,,,2325,,,,2325,12476,22573,0.0,2508.0,,,0.0,13386.0,-183,15711,0.0,15711,38284,
08/04/2007,39466,555,555,,6397,6397.0,,,6645,,,,,1535,,,,,15132,23027,30295,-7268,0.0,1307,,,,,1307,24334,,6101,6101,,,,2160,,,,,,2761,,,2761,11022,10152,,,,,2338,,,,2338,12490,23512,,2681.0,,,0.0,13451.0,-178,15954,,15954,39466,
11/03/2007,43289,627,627,,7120,7120.0,,,8746,,,,,1841,,,,,18334,23606,31142,-7536,,1349,,,,,1349,24955,,7852,7852,,,,2899,,,,,,2812,,,2812,13563,11239,,,,,2327,,,,2327,13566,27129,0.0,2706.0,,,0.0,13630.0,-176,16160,0.0,16160,43289,
02/02/2008,44560,2450,2450,0.0,8054,8054.0,,,6780,,,,,1622,,,,,18906,24095,31982,-7887,0.0,1559,208.0,60.0,148.0,,1351,25654,,6721,6721,,,,1964,,,,,,3097,,,3097,11782,15126,,,,,2345,,,,2345,17471,29253,0.0,2724.0,,,0.0,12761.0,-178,15307,0.0,15307,44560,
05/03/2008,42830,620,620,0.0,7830,7830.0,0.0,,6836,,,,,1473,,,,1473.0,16759,24666,32743,-8077,0.0,1405,,,,,1405,26071,,9096,5959,,,3137.0,1863,1863.0,,,,,0,,,0,10959,15130,15130.0,,,,2384,,,493.0,1891,17514,28473,0.0,2744.0,66.0,2678.0,0.0,11789.0,-176,14357,0.0,14357,42830,
08/02/2008,45140,1527,1527,0.0,7980,7980.0,0.0,,7313,,,,,1800,,,,1800.0,18620,25152,33578,-8426,0.0,1368,,,,,1368,26520,,9636,6606,,,3030.0,1723,1723.0,,,,,0,,,0,11359,17932,17932.0,,,,2392,,,534.0,1858,20324,31683,0.0,2770.0,63.0,2707.0,0.0,10861.0,-174,13457,0.0,13457,45140,
11/01/2008,47041,918,918,0.0,7999,7999.0,0.0,,9050,,,,,2272,,,,2272.0,20239,25525,34323,-8798,0.0,1277,,,,,1277,26802,,10647,7590,,,3057.0,2849,2849.0,,,,,0,,,0,13496,17444,17444.0,,,,2521,,,589.0,1932,19965,33461,0.0,2788.0,63.0,2725.0,0.0,10967.0,-175,13580,,13580,47041,
01/31/2009,44106,864,864,0.0,8084,8084.0,0.0,,6705,,,,,1835,,163.0,,1835.0,17488,25756,34816,-9060,0.0,862,231.0,60.0,171.0,1.0,467,26618,,9250,6337,,,2913.0,1262,0.0,,,,1262.0,0,0.0,30.0,0,10512,17490,17490.0,,,,2392,0.0,317.0,455.0,1590,19882,30394,0.0,2825.0,63.0,2762.0,0.0,11443.0,-556,13712,0.0,13712,44106,
05/02/2009,44212,1371,522,849.0,7452,7452.0,0.0,,6993,,,,,1735,,150.0,,1735.0,17551,25800,34995,-9195,0.0,861,,,,,711,26661,,8994,6004,,,2990.0,1255,1255.0,,,,,0,,26.0,0,10249,17514,17514.0,,,,2330,,,487.0,1817,19844,30093,0.0,2851.0,63.0,2788.0,0.0,11821.0,-553,14119,0.0,14119,44212,
