Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Provision for Loan Losses,Non-Cash Items,Gain on Sale of Secs & Loans,Deferred Income Taxes,Stock-Based Compensation,Other Non-Cash Adjustments,Net Ch in Operating Capital,Net Ch in Operating Loans,Other Op Assets/Liab,Net Cash From Disc Ops,Cash from Investing Activities,Net Change in Fixed Assets,Disposal of Fixed Assets,Capital Expenditures/Prop Add,Net Change in Investments,Decrease in Investments,Dec in HTM Investments,Dec in AFS Investments,Dec in Other Investments,Increase in Investments,Inc in HTM Investments,Inc in AFS Investments,Inc in Other Investments,Net Ch in Loans & Interbank,Net Ch in Customer Loans,Net Ch in Interbank Assets,Net Ch in Loans,Net Cash from Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Net Ch in Interbank Trans,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Net Change In Deposits,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
09/30/2012,-846.0,1077.0,185.0,485.0,-2391.0,-1941.0,,,-450.0,-202.0,-981.0,779.0,0.0,3987.0,48.0,104.0,-56.0,2591.0,4237.0,0.0,4237.0,0.0,-1646.0,0.0,-1646.0,0.0,1352.0,-212.0,0.0,1564.0,-4.0,0.0,-4.0,0.0,0.0,-4273.0,-29.0,-3075.0,-707.0,0.0,0.0,-2368.0,0.0,0.0,0.0,-1177.0,8.0,0.0,-1132.0,,,
12/31/2012,1064.0,356.0,190.0,344.0,678.0,-1.0,,,679.0,-504.0,393.0,-897.0,0.0,824.0,184.0,222.0,-38.0,-669.0,2048.0,0.0,2048.0,0.0,-2717.0,0.0,-2717.0,0.0,1308.0,-1567.0,0.0,2875.0,1.0,0.0,1.0,0.0,0.0,762.0,-30.0,-4740.0,-3327.0,0.0,0.0,-1413.0,464.0,464.0,0.0,5090.0,-22.0,0.0,2650.0,,,
03/31/2013,621.0,352.0,184.0,228.0,-186.0,-2.0,,8.0,-192.0,43.0,404.0,-361.0,0.0,-1587.0,117.0,145.0,-28.0,-2031.0,1647.0,0.0,1647.0,0.0,-3678.0,0.0,-3678.0,0.0,327.0,-167.0,0.0,494.0,0.0,0.0,0.0,0.0,0.0,-1329.0,-36.0,1102.0,0.0,1134.0,12.0,-44.0,6.0,6.0,0.0,-2401.0,0.0,0.0,-2295.0,,,
06/30/2013,103.0,377.0,181.0,161.0,-141.0,0.0,,8.0,-149.0,-475.0,-263.0,-212.0,0.0,-1530.0,89.0,104.0,-15.0,-67.0,2083.0,0.0,2083.0,0.0,-2150.0,0.0,-2150.0,0.0,-1552.0,-1441.0,0.0,-111.0,0.0,0.0,0.0,0.0,0.0,-376.0,-63.0,2028.0,0.0,1486.0,597.0,-55.0,-45.0,5.0,-50.0,-2296.0,0.0,0.0,-1803.0,,,
09/30/2013,1861.0,189.0,177.0,106.0,212.0,0.0,,24.0,188.0,1177.0,1059.0,118.0,0.0,-1925.0,93.0,154.0,-61.0,555.0,1471.0,0.0,1471.0,0.0,-916.0,0.0,-916.0,0.0,-2570.0,-2917.0,0.0,347.0,-3.0,0.0,-3.0,0.0,0.0,191.0,-63.0,-967.0,,,,,-43.0,7.0,-50.0,1264.0,0.0,0.0,127.0,,,
12/31/2013,4210.0,413.0,708.0,605.0,1227.0,-2.0,495.0,53.0,681.0,1257.0,2104.0,-847.0,0.0,-8943.0,272.0,472.0,-200.0,-1622.0,7593.0,0.0,7593.0,0.0,-9215.0,0.0,-9215.0,0.0,-7590.0,-8409.0,0.0,819.0,-3.0,0.0,-3.0,0.0,0.0,1739.0,-225.0,4654.0,0.0,3245.0,1564.0,-155.0,-133.0,17.0,-150.0,-2557.0,0.0,0.0,-2994.0,69.0,533.0,
03/31/2014,830.0,405.0,163.0,104.0,-63.0,1.0,,3.0,-67.0,221.0,353.0,-132.0,0.0,-2065.0,62.0,96.0,-34.0,-546.0,890.0,0.0,890.0,0.0,-1436.0,0.0,-1436.0,0.0,-1573.0,-1667.0,0.0,94.0,-8.0,0.0,-8.0,0.0,0.0,3879.0,-63.0,788.0,-60.0,0.0,876.0,-28.0,-43.0,7.0,-50.0,3197.0,0.0,0.0,2644.0,,,
06/30/2014,318.0,399.0,165.0,86.0,-27.0,1.0,,-1.0,-27.0,-305.0,-191.0,-114.0,0.0,-3751.0,65.0,91.0,-26.0,-545.0,968.0,0.0,968.0,0.0,-1513.0,0.0,-1513.0,0.0,-3388.0,-3945.0,0.0,557.0,193.0,193.0,0.0,0.0,-76.0,2385.0,-116.0,2253.0,60.0,376.0,1828.0,-11.0,-81.0,2.0,-83.0,329.0,0.0,0.0,-1048.0,,,
09/30/2014,-585.0,576.0,176.0,96.0,-191.0,9.0,,39.0,-239.0,-1242.0,-301.0,-941.0,0.0,-1943.0,56.0,92.0,-36.0,-2062.0,1975.0,0.0,1975.0,0.0,-4037.0,0.0,-4037.0,0.0,292.0,-2086.0,0.0,2378.0,-196.0,-193.0,-3.0,0.0,-33.0,3994.0,-115.0,1099.0,,,,,-212.0,3.0,-215.0,3222.0,0.0,0.0,1466.0,,,
12/31/2014,-1723.0,394.0,189.0,78.0,25.0,4.0,,26.0,-5.0,-2409.0,-1428.0,-981.0,0.0,-1514.0,48.0,99.0,-51.0,-650.0,3403.0,0.0,3403.0,0.0,-4053.0,0.0,-4053.0,0.0,-1084.0,-2145.0,0.0,1061.0,193.0,193.0,0.0,0.0,-21.0,3141.0,-115.0,-1172.0,,,,,384.0,494.0,-110.0,4060.0,-16.0,0.0,-96.0,,,
03/31/2015,-210.0,429.0,201.0,58.0,-97.0,0.0,,19.0,-116.0,-801.0,-108.0,-693.0,0.0,689.0,53.0,86.0,-33.0,87.0,1431.0,0.0,1431.0,0.0,-1344.0,0.0,-1344.0,0.0,623.0,212.0,0.0,411.0,-10.0,0.0,-10.0,0.0,-64.0,-970.0,-115.0,-4618.0,-4604.0,0.0,0.0,-14.0,-93.0,22.0,-115.0,3856.0,0.0,0.0,-491.0,,,
06/30/2015,972.0,483.0,203.0,29.0,119.0,-14.0,,13.0,120.0,138.0,185.0,-47.0,0.0,-380.0,37.0,40.0,-3.0,-718.0,3240.0,0.0,3240.0,0.0,-3958.0,0.0,-3958.0,0.0,369.0,-1106.0,0.0,1475.0,-20.0,0.0,-20.0,0.0,-48.0,-1042.0,-146.0,-1243.0,4604.0,-3069.0,1195.0,-3973.0,-167.0,8.0,-175.0,514.0,0.0,0.0,-450.0,,,
09/30/2015,1293.0,537.0,192.0,35.0,-220.0,-7.0,,33.0,-246.0,749.0,567.0,182.0,0.0,-928.0,15.0,53.0,-38.0,99.0,2658.0,0.0,2658.0,0.0,-2559.0,0.0,-2559.0,0.0,-1041.0,-1203.0,0.0,162.0,0.0,0.0,0.0,0.0,-1.0,-2737.0,-132.0,-3816.0,0.0,-2175.0,42.0,-1683.0,-191.0,,,1434.0,-32.0,0.0,-2372.0,,,
12/31/2015,1497.0,484.0,190.0,54.0,-26.0,0.0,,24.0,-50.0,795.0,981.0,-186.0,0.0,-4697.0,-10.0,102.0,-112.0,-962.0,1059.0,0.0,1059.0,0.0,-2021.0,0.0,-2021.0,0.0,-3721.0,-3800.0,0.0,79.0,0.0,0.0,0.0,0.0,-4.0,3883.0,-146.0,785.0,0.0,685.0,114.0,-14.0,-211.0,3.0,-214.0,3459.0,-4.0,0.0,683.0,,,
03/31/2016,-251.0,447.0,171.0,103.0,-65.0,0.0,,17.0,-82.0,-907.0,-4.0,-903.0,0.0,-3459.0,10.0,34.0,-24.0,49.0,1057.0,0.0,1057.0,0.0,-1008.0,0.0,-1008.0,0.0,-3420.0,-3438.0,0.0,18.0,-23.0,0.0,-23.0,0.0,-75.0,2438.0,-130.0,403.0,317.0,0.0,1105.0,-1019.0,-142.0,9.0,-151.0,2331.0,-24.0,0.0,-1272.0,,,
06/30/2016,230.0,492.0,178.0,146.0,-133.0,-4.0,,25.0,-154.0,-453.0,-468.0,15.0,0.0,-3203.0,42.0,84.0,-42.0,-1166.0,1226.0,0.0,1226.0,0.0,-2392.0,0.0,-2392.0,0.0,-2079.0,-2339.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,3911.0,-144.0,3685.0,-317.0,230.0,3787.0,-15.0,-174.0,1.0,-175.0,590.0,-46.0,0.0,938.0,,,
09/30/2016,-561.0,474.0,184.0,98.0,-90.0,0.0,,43.0,-133.0,-1227.0,-1175.0,-52.0,0.0,-538.0,-69.0,53.0,-122.0,-417.0,1480.0,0.0,1480.0,0.0,-1897.0,0.0,-1897.0,0.0,-26.0,-1230.0,0.0,1204.0,0.0,0.0,0.0,0.0,-26.0,5377.0,-138.0,-340.0,0.0,42.0,32.0,-414.0,-259.0,5.0,-264.0,6091.0,23.0,0.0,4278.0,,,
12/31/2016,-99.0,465.0,192.0,102.0,102.0,0.0,,41.0,61.0,-960.0,-172.0,-788.0,0.0,-4154.0,-33.0,62.0,-95.0,-1968.0,1345.0,0.0,1345.0,0.0,-3313.0,0.0,-3313.0,0.0,-1895.0,-2025.0,0.0,130.0,-188.0,0.0,-188.0,0.0,-70.0,936.0,-152.0,-237.0,0.0,-235.0,1781.0,-1783.0,-230.0,10.0,-240.0,1556.0,-1.0,0.0,-3317.0,,,
03/31/2017,2096.0,468.0,179.0,121.0,54.0,0.0,,58.0,-4.0,1274.0,2056.0,-782.0,0.0,-817.0,12.0,55.0,-43.0,-457.0,993.0,0.0,993.0,0.0,-1450.0,0.0,-1450.0,0.0,-374.0,-492.0,0.0,118.0,0.0,0.0,0.0,0.0,2.0,572.0,-138.0,-1304.0,-68.0,0.0,1340.0,-2576.0,-405.0,9.0,-414.0,2455.0,-36.0,0.0,1851.0,,,
06/30/2017,1042.0,528.0,177.0,93.0,-63.0,-1.0,,32.0,-94.0,307.0,-631.0,938.0,0.0,-915.0,-15.0,88.0,-103.0,60.0,1659.0,0.0,1659.0,0.0,-1599.0,0.0,-1599.0,0.0,-839.0,-951.0,0.0,112.0,0.0,0.0,0.0,0.0,-121.0,-160.0,-148.0,2463.0,68.0,2386.0,41.0,-32.0,506.0,746.0,-240.0,-2980.0,-1.0,0.0,-33.0,,,
09/30/2017,-1050.0,538.0,184.0,122.0,-48.0,0.0,,31.0,-79.0,-1846.0,63.0,-1909.0,0.0,-324.0,-47.0,40.0,-87.0,-292.0,2003.0,0.0,2003.0,0.0,-2295.0,0.0,-2295.0,0.0,-106.0,-396.0,0.0,290.0,0.0,0.0,0.0,0.0,121.0,1411.0,-199.0,-924.0,0.0,-1701.0,1242.0,-465.0,-329.0,1.0,-330.0,2864.0,-1.0,0.0,37.0,,,
12/31/2017,3419.0,740.0,187.0,82.0,301.0,109.0,,39.0,153.0,2109.0,611.0,1498.0,0.0,-827.0,-125.0,52.0,-177.0,-570.0,2385.0,0.0,2385.0,0.0,-2955.0,0.0,-2955.0,0.0,-386.0,-586.0,0.0,200.0,261.0,261.0,0.0,0.0,-7.0,-3958.0,-238.0,-1936.0,0.0,-668.0,221.0,-1489.0,174.0,504.0,-330.0,-1957.0,-1.0,0.0,-1366.0,,,
03/31/2018,-200.0,643.0,175.0,30.0,68.0,-1.0,,56.0,13.0,-1116.0,-100.0,-1016.0,0.0,209.0,-15.0,52.0,-67.0,-168.0,2521.0,0.0,2521.0,0.0,-2689.0,0.0,-2689.0,0.0,449.0,413.0,0.0,36.0,0.0,0.0,0.0,0.0,-57.0,383.0,-197.0,-231.0,-1209.0,0.0,1311.0,-333.0,-296.0,34.0,-330.0,1599.0,-492.0,0.0,392.0,,,
06/30/2018,991.0,722.0,181.0,35.0,-6.0,0.0,,31.0,-37.0,59.0,114.0,-55.0,0.0,-2595.0,8.0,50.0,-42.0,-186.0,1206.0,0.0,1206.0,0.0,-1392.0,0.0,-1392.0,0.0,-2419.0,-2563.0,0.0,144.0,0.0,0.0,0.0,0.0,2.0,1548.0,-232.0,3042.0,1209.0,507.0,1348.0,-22.0,-780.0,0.0,-780.0,-931.0,449.0,0.0,-56.0,,,
09/30/2018,101.0,752.0,179.0,65.0,-21.0,0.0,,31.0,-52.0,-874.0,368.0,-1242.0,0.0,-2915.0,-15.0,46.0,-61.0,-293.0,1160.0,0.0,1160.0,0.0,-1453.0,0.0,-1453.0,0.0,-2397.0,-2416.0,0.0,19.0,0.0,0.0,0.0,0.0,-210.0,3171.0,-235.0,4975.0,0.0,2652.0,2452.0,-129.0,-498.0,2.0,-500.0,-1070.0,-1.0,0.0,357.0,,,
12/31/2018,1677.0,658.0,181.0,88.0,-77.0,0.0,,22.0,-99.0,827.0,504.0,323.0,0.0,-4850.0,-137.0,38.0,-175.0,44.0,899.0,0.0,899.0,0.0,-855.0,0.0,-855.0,0.0,-4758.0,-4840.0,0.0,82.0,0.0,0.0,0.0,0.0,1.0,3063.0,-272.0,1875.0,0.0,832.0,1833.0,-790.0,-750.0,0.0,-750.0,2211.0,-1.0,,-110.0,,,
03/31/2019,-823.0,580.0,172.0,156.0,-7.0,0.0,,37.0,-44.0,-1724.0,-265.0,-1459.0,0.0,-3628.0,-52.0,29.0,-81.0,2.0,964.0,0.0,964.0,0.0,-962.0,0.0,-962.0,0.0,-3585.0,-3625.0,0.0,40.0,0.0,0.0,0.0,0.0,7.0,2888.0,-225.0,3847.0,1618.0,0.0,2264.0,-35.0,-248.0,2.0,-250.0,-437.0,-49.0,0.0,-1563.0,,,
06/30/2019,4.0,688.0,175.0,129.0,-68.0,42.0,,42.0,-152.0,-920.0,-337.0,-583.0,0.0,-1537.0,-30.0,35.0,-65.0,-47.0,4107.0,0.0,4107.0,0.0,-4154.0,0.0,-4154.0,0.0,-1462.0,-2116.0,0.0,654.0,0.0,0.0,0.0,0.0,2.0,629.0,-270.0,1917.0,-1618.0,752.0,3536.0,-753.0,3.0,3.0,0.0,-1020.0,-1.0,0.0,-904.0,,,
09/30/2019,825.0,623.0,171.0,133.0,-34.0,-4.0,,33.0,-63.0,-68.0,287.0,-355.0,0.0,-692.0,-91.0,24.0,-115.0,1227.0,1935.0,0.0,1935.0,0.0,-708.0,0.0,-708.0,0.0,-2044.0,-2216.0,0.0,172.0,0.0,0.0,0.0,0.0,216.0,4023.0,-252.0,-2264.0,0.0,-2380.0,192.0,-76.0,2.0,2.0,0.0,6539.0,-2.0,0.0,4156.0,,,
