Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2000,388.470001,23.917999,23.917999,0.0,111.612,,,134.380005,0.0,0.0,134.380005,0.0,13.479,,,,,283.389008,101.815002,151.826996,-50.012001,0.0,,3.266,0.0,0.0,0.0,3.266,105.081002,,25.305,25.305,,,,0.0,0.0,0.0,0.0,,,16.989998,,,16.989998,42.294998,0.0,0.0,0.0,0.0,,5.0,,,,,,5.0,5.0,47.294998,0.0,4.803,,,0.0,,336.372009,341.175009,0,341.175009,388.470007,
12/31/2000,402.463989,32.707001,32.707001,0.0,106.120003,,,143.067993,0.0,0.0,143.067993,0.0,11.529,,,,,293.424011,105.806999,158.828995,-53.021999,0.0,,3.233,0.0,0.0,0.0,3.233,109.039999,,19.898001,19.898001,,,,0.0,0.0,0.0,0.0,,,16.680998,,,16.680998,36.578999,0.0,0.0,0.0,0.0,,6.627,,,,,,6.627,6.627,43.205998,0.0,4.803,,,0.0,,354.454987,359.257987,0,359.257987,402.463985,
03/31/2001,432.934998,38.772998,35.745998,3.027,113.500999,,,145.669006,0.0,0.0,145.669006,0.0,13.445,,,,,311.388,110.304001,,,8.032,,3.211,,,,3.211,121.547,,21.181,21.181,,,,0.0,0.0,0.0,0.0,,,29.196999,,,29.196999,50.377998,0.0,0.0,0.0,0.0,,6.627,,,,,,6.627,6.627,57.004998,0.0,4.803,,,0.0,,371.127014,375.930014,0,375.930014,432.935012,
06/30/2001,444.670013,48.730001,46.713001,2.017,112.917999,,,144.056,0.0,0.0,144.056,0.0,14.113,,,,,319.816986,114.553001,,,7.12,,3.18,,,,3.18,124.853001,,24.386999,24.386999,,,,0.0,0.0,0.0,0.0,,,18.141001,,,18.141001,42.528,0.0,0.0,0.0,0.0,,6.627,,,,,,6.627,6.627,49.155,0.0,4.803,,,0.0,,390.712006,395.515006,0,395.515006,444.670005,
09/30/2001,477.983002,58.216999,56.216999,2.0,121.752998,,,151.996994,0.0,0.0,151.996994,0.0,17.497,,,,,349.463989,117.443001,,,7.972,,3.104,,,,3.104,128.519001,,28.584,28.584,,,,0.0,0.0,0.0,0.0,,,31.084999,,,31.084999,59.668999,0.0,0.0,0.0,0.0,,6.627,,,,,,6.627,6.627,66.295999,0.0,4.803,,,0.0,,406.884003,411.687003,0,411.687003,477.983001,
03/31/2002,504.622986,77.023001,47.791,29.232,115.663002,,,156.932007,0.0,0.0,156.932007,0.0,16.382999,,,,,366.001007,121.752998,,,13.885,,2.984,,,,2.984,138.621999,,24.306999,24.306999,,,,0.0,0.0,0.0,0.0,,,31.695999,,,31.695999,56.002998,0.0,0.0,0.0,0.0,,9.795,,,,,,9.795,9.795,65.797998,0.0,4.803,,,0.0,,434.022003,438.825003,0,438.825003,504.623002,
06/30/2002,525.981995,74.756001,46.693001,28.063,122.969002,,,168.037994,0.0,0.0,168.037994,0.0,14.347,,,,,380.109985,127.670998,,,15.277,,2.924,,,,2.924,145.871998,,29.709,29.709,,,,0.0,0.0,0.0,0.0,,,24.974998,,,24.974998,54.683998,0.0,0.0,0.0,0.0,,9.795,,,,,,9.795,9.795,64.478998,0.0,4.803,,,0.0,,456.700012,461.503012,0,461.503012,525.98201,
09/30/2002,539.643982,56.206001,25.485001,30.721001,121.802002,,,184.904007,0.0,0.0,184.904007,0.0,18.993,,,,,381.904999,135.990997,,,18.844,,2.904,,,,2.904,157.738997,,26.422001,26.422001,,,,0.0,0.0,0.0,0.0,,,23.884998,,,23.884998,50.306999,0.0,0.0,0.0,0.0,,9.795,,,,,,9.795,9.795,60.101999,0.0,4.803,,,0.0,493.692993,-18.953979,479.542014,0,479.542014,539.644013,
12/31/2002,559.008,51.358,14.296,37.062,105.553,105.553,,217.262,,,,,22.313,,,,,396.486,144.252,,,15.34,15.34,2.93,,,,2.93,162.522,,25.783,25.783,,,,0.0,0.0,0.0,0.0,,,21.281,,,21.281,47.064,0.0,0.0,0.0,0.0,,12.073,,,,,,12.073,12.073,59.137,0.0,8.231,,,0.0,493.693,-2.053,499.871,0,499.871,559.008,
03/31/2003,587.73999,44.554001,18.801001,25.753,120.042,,,232.682007,0.0,0.0,232.682007,0.0,21.579,,,,,418.856995,153.742996,,,12.131,,3.009,,,,3.009,168.882996,,23.679001,23.679001,,,,0.0,0.0,0.0,0.0,,,35.347,,,35.347,59.026001,0.0,0.0,0.0,0.0,,12.073,,,,,,12.073,12.073,71.099001,0.0,8.231,,,0.0,508.181,0.229004,516.641004,0,516.641004,587.740005,
06/30/2003,611.736023,59.697001,36.84,22.857,127.397003,,,227.960007,0.0,0.0,227.960007,0.0,21.841999,,,,,436.895996,156.654999,,,15.165,,3.02,,,,3.02,174.839999,,24.033001,24.033001,,,,0.0,0.0,0.0,0.0,,,34.260998,,,34.260998,58.293999,0.0,0.0,0.0,0.0,,12.073,,,,,,12.073,12.073,70.366999,0.0,8.231,,,0.0,530.107971,3.030029,541.369,0,541.369,611.735999,
09/30/2003,635.773987,79.794998,55.126999,24.667999,137.863998,,,219.809998,0.0,0.0,219.809998,0.0,21.858999,,,,,459.328003,159.882004,,,13.519,,3.045,,,,3.045,176.446004,,29.631001,29.631001,,,,0.0,0.0,0.0,0.0,,,29.338001,,,29.338001,58.969002,0.0,0.0,0.0,0.0,,12.073,,,,,,12.073,12.073,71.042002,0.0,8.231,,,0.0,553.369995,3.130981,564.731977,0,564.731977,635.773978,
12/31/2003,651.54303,70.892,49.75,21.142,128.755997,,,232.884003,0.0,0.0,232.884003,0.0,21.664,,,,,454.196014,169.552994,266.325012,-96.772003,24.725,,3.069,,1.4,,3.069,197.346994,,40.124001,40.124001,,,,0.0,0.0,0.0,0.0,,,20.817001,,,20.817001,60.941002,0.0,0.0,0.0,0.0,,13.862,,,,,,13.862,13.862,74.803002,0.0,10.204,,,0.0,561.877991,4.65802,576.740011,0,576.740011,651.543014,
03/31/2004,690.22699,75.690001,53.088001,22.601999,151.192001,,,240.929001,0.0,0.0,240.929001,0.0,18.868,,,,,486.678986,171.852997,,,28.58,,3.115,,,,3.115,203.547997,,42.877998,42.877998,,,,0.0,0.0,0.0,0.0,,,40.480003,,,40.480003,83.358002,0.0,0.0,0.0,0.0,,13.862,,,,,,13.862,13.862,97.220002,0.0,10.204,,,0.0,578.643005,4.159973,593.006979,0,593.006979,690.226981,
06/30/2004,727.778015,62.357,42.701,19.656,163.945999,,,262.032013,0.0,0.0,262.032013,0.0,20.969,,,,,509.303986,177.610992,,,37.716999,,3.146,,,,3.146,218.473991,,48.261002,48.261002,,,,0.0,0.0,0.0,0.0,,,39.214996,,,39.214996,87.475998,0.0,0.0,0.0,0.0,,13.862,,,,,,13.862,13.862,101.337998,0.0,10.204,,,0.0,613.474976,2.761047,626.440023,0,626.440023,727.778022,
09/30/2004,745.153015,33.615,26.032,7.583,170.264999,,,289.910004,0.0,0.0,289.910004,0.0,26.226999,,,,,520.017029,185.714996,,,36.219002,,3.202,,,,3.202,225.135998,,47.242001,47.242001,,,,0.0,0.0,0.0,0.0,,,39.005001,,,39.005001,86.247002,0.0,0.0,0.0,0.0,,13.862,,,,,,13.862,13.862,100.109002,0.0,10.204,,,0.0,629.247009,5.593018,645.044027,0,645.044027,745.153029,
12/31/2004,775.362,38.999,33.503,5.496,162.5,162.5,,307.333,0.0,0.0,307.333,0.0,34.362,,,,,543.194,193.446,311.524,-118.078,35.468,35.468,3.254,,,,3.254,232.168,,39.276,39.276,,,,0.0,0.0,0.0,0.0,,,37.035,,,37.035,76.311,0.0,0.0,0.0,0.0,,14.682,,,,,,14.682,14.682,90.993,0.0,14.452,,,0.0,662.517,7.4,684.369,0,684.369,775.362,
03/31/2005,808.416,68.482,65.995,2.487,183.431,183.431,,310.404,0.0,0.0,310.404,0.0,26.78,,,,,589.097,197.329,,,18.73,18.73,3.26,,,,3.26,219.319,,43.111,43.111,,,,0.0,0.0,0.0,0.0,,,54.183,,,54.183,97.294,0.0,0.0,0.0,0.0,,14.682,,,,,,14.682,14.682,111.976,0.0,14.452,,,0.0,676.026,5.962,696.44,0,696.44,808.416,
06/30/2005,820.368,41.893,39.645,2.248,195.124,195.124,,333.504,,,333.504,,23.953,,,,,594.474,204.353,,,18.27,18.27,3.271,,,,3.271,225.894,,43.553,43.553,,,,0.0,0.0,0.0,0.0,,,41.43,,,41.43,84.983,0.0,0.0,0.0,0.0,,14.682,,,,,,14.682,14.682,99.665,0.0,0.755,,,,715.631,4.317,720.703,0,720.703,820.368,
09/30/2005,848.194,32.309,32.029,0.28,204.34,204.34,,352.086,0.0,0.0,352.086,0.0,32.654,,,,,621.389,209.971,,,13.508,13.508,3.326,,,,3.326,226.805,,40.98,40.98,,,,0.0,0.0,0.0,0.0,,,44.232,,,44.232,85.212,0.0,0.0,0.0,0.0,,14.682,,,,,,14.682,14.682,99.894,0.0,0.755,,,0.0,738.188,9.357,748.3,0,748.3,848.194,
