Date,Revenue,Net Premiums Earned,Net Premiums Earned (L),Other Premiums Earned (NL & L),Investment Income,Other Operating Income,Policy Charges & Fees,Other Income,Claims & Losses,Claims & Losses (NL),Claims & Losses (L),LT Charges (L),Underwriting Expense & Acq Cost,Underwriting & Acq Cost (NL),Underwriting & Acq Cost (L),Amort Def Acq Cost (L),Other Cost (L),Other Operating Expense,Operating Income (Loss),(Income) Loss from Affiliates,Interest Expense,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2010,845.678,670.944,670.944,0.0,174.372,0.362,0.0,0.362,-468.934,0.0,468.934,,-141.081,0.0,141.081,109.602,31.479,-42.672,192.991,,-18.937,0.0,174.054,-58.661,115.393,-6.283,-6.283,0.0,121.676,0.0,121.676,0.0,0.0,121.676,120.112,4.719,186.404333,0.653333,0.617778,0.644363,187.230987,0.648889,0.617778,0.642982,
06/30/2010,835.895,669.569,669.569,0.0,165.61,0.716,0.0,0.716,-454.177,0.0,454.177,,-136.892,0.0,136.892,104.851,32.041,-45.294,199.532,,-18.812,0.0,180.72,-60.872,119.848,-6.201,-6.201,0.0,126.049,0.0,126.049,0.0,0.0,126.049,116.597,-3.251,276.807899,0.453333,0.432964,0.42122,278.785901,0.453333,,-0.011661,
09/30/2010,838.888,657.827,657.827,0.0,180.382,0.679,0.0,0.679,-433.514,0.0,433.514,,-135.117,0.0,135.117,104.045,31.072,-43.154,227.103,,-18.79,0.0,208.313,-70.216,138.097,23.566,23.566,0.0,114.531,0.0,114.531,0.0,0.0,114.531,143.326,5.229,272.618026,0.422222,0.506667,0.525739,274.574655,0.417778,0.502222,0.521266,
12/31/2010,847.171,653.418,653.418,0.0,193.34,0.413,0.0,0.413,-436.419,0.0,436.419,,-131.13,0.0,121.979,100.392,30.738,-45.152,234.47,,-18.99,0.0,215.48,-66.525,148.955,-5.853,-5.853,0.0,154.808,0.0,154.808,0.0,0.0,154.808,166.528,17.573,179.418278,0.862833,0.761037,0.928155,181.862075,0.851239,0.750811,0.847439,
03/31/2011,829.272,679.901,679.901,0.0,148.924,0.447,0.0,0.447,-464.127,0.0,464.127,,-147.981,0.0,147.981,92.463,55.518,-50.187,166.977,,-19.46,0.0,147.517,-46.777,100.74,0.599,0.599,0.0,100.141,0.0,100.141,0.0,0.0,100.141,85.947,-14.793,262.838986,0.382222,0.386667,0.326995,267.781842,0.373333,0.377778,0.322535,
06/30/2011,877.334,672.35,672.35,0.0,204.376,0.608,0.0,0.608,-454.694,0.0,454.694,,-147.663,0.0,147.663,91.664,55.999,-46.514,228.463,,-19.411,0.0,209.052,-66.271,142.781,0.0,0.0,0.0,142.781,0.0,142.781,0.0,0.0,142.781,163.797,21.016,166.515201,0.86,0.86,0.983676,169.246812,0.846667,0.846667,0.97084,
09/30/2011,837.241,650.525,650.525,0.0,186.091,0.625,0.0,0.625,-438.774,0.0,438.774,,-143.566,0.0,143.566,89.899,53.667,-45.268,209.633,,-19.51,0.0,190.123,-58.867,131.256,-0.144,-0.144,0.0,131.4,0.0,131.4,0.0,0.0,131.4,139.446,8.19,157.169133,0.833333,0.833333,0.887235,157.968213,0.833333,0.833333,0.885179,
12/31/2011,833.554,653.542,653.542,0.0,179.541,0.471,0.0,0.471,-435.681,,435.681,,-141.589,0.0,141.589,90.557,51.032,-59.667,196.617,,-19.527,0.0,177.09,-54.251,122.839,0.0,0.0,0.0,122.839,0.0,122.839,0.0,0.0,122.839,133.739,10.9,153.5535,0.806667,0.806667,0.87096,153.5535,0.8,0.8,0.87096,
03/31/2012,897.923,718.475,718.475,0.0,179.127,0.321,0.0,0.321,-512.647,0.0,512.647,,-147.254,0.0,147.254,96.498,50.756,-48.116,189.906,,-19.671,0.0,170.235,-51.558,118.677,0.0,0.0,0.0,118.677,0.0,118.677,0.0,0.0,118.677,121.931,3.254,150.10254,0.793333,0.793333,0.812318,151.890438,0.78,0.78,0.801423,
06/30/2012,885.795,705.582,705.582,0.0,179.837,0.376,0.0,0.376,-484.807,0.0,484.807,,-147.201,0.0,147.201,96.601,50.6,-47.758,206.029,,-19.649,0.0,186.38,-57.392,128.988,0.0,0.0,0.0,128.988,0.0,128.988,0.0,0.0,128.988,132.018,3.03,145.344451,0.886667,0.886667,0.908311,146.739002,0.88,0.88,0.900649,
09/30/2012,877.1,699.86,699.86,0.0,176.683,0.557,0.0,0.557,-479.119,0.0,479.119,,-140.914,0.0,140.914,94.016,46.898,-48.433,208.634,,-19.843,0.0,188.791,-58.119,130.672,0.0,0.0,0.0,130.672,0.0,130.672,0.0,0.0,130.672,135.805,5.133,142.688764,0.913333,0.913333,0.951757,144.513183,0.906667,0.906667,0.942186,
12/31/2012,928.698,732.545,732.545,0.0,195.83,0.323,0.0,0.323,-479.109,,479.109,,-153.784,0.0,153.784,98.052,55.732,-53.869,241.936,,-21.349,0.0,220.587,-69.6,150.987,0.0,0.0,0.0,150.987,0.0,150.987,0.0,0.0,150.987,166.087,15.1,141.550312,1.066667,1.066667,1.173343,143.2845,1.053333,1.053333,1.158718,
03/31/2013,958.216,784.814,784.814,0.0,172.932,0.47,0.0,0.47,-552.003,0.0,552.003,,-159.965,0.0,159.965,101.714,58.251,-52.308,193.94,,-20.877,0.0,173.063,-53.431,119.632,0.0,0.0,0.0,119.632,0.0,119.632,0.0,0.0,119.632,115.864,-3.768,140.371167,0.853333,0.853333,0.825412,141.854865,0.846667,0.846667,0.820104,
06/30/2013,950.339,765.851,765.851,0.0,183.877,0.611,0.0,0.611,-524.499,0.0,524.499,,-156.936,0.0,156.936,102.488,54.448,-55.292,213.612,,-20.828,0.0,192.784,-58.883,133.901,0.0,0.0,0.0,133.901,0.0,133.901,0.0,0.0,133.901,137.994,4.093,138.293052,0.966667,0.966667,0.997837,139.945903,0.96,0.96,0.989247,
09/30/2013,932.789,750.998,750.998,0.0,181.115,0.676,0.0,0.676,-516.783,0.0,516.783,,-152.235,0.0,152.235,98.444,53.791,-53.245,210.526,,-19.676,0.0,190.85,-58.728,132.122,0.0,0.0,0.0,132.122,0.0,132.122,0.0,0.0,132.122,140.196,8.074,136.903753,0.966667,0.966667,1.024048,139.010061,0.953333,0.953333,1.011415,
12/31/2013,930.594,750.611,750.611,0.0,179.809,0.174,0.0,0.174,-495.561,,495.561,,-155.679,0.0,155.679,100.743,54.936,-53.845,225.509,,-19.08,0.0,206.429,-63.612,142.817,0.0,0.0,0.0,142.817,0.0,142.817,0.0,0.0,142.817,143.817,1.0,134.733019,1.06,1.06,1.067422,137.3445,1.04,1.04,1.047281,
03/31/2014,1024.171,819.02,819.02,0.0,204.67,0.481,0.0,0.481,-586.517,0.0,586.517,,-164.111,0.0,164.111,104.733,59.378,-56.956,216.587,,-19.049,0.0,197.538,-64.682,132.856,0.0,0.0,0.0,132.856,0.0,132.856,0.0,0.0,132.856,145.278,12.422,133.163465,1.0,1.0,1.090975,135.035539,0.986667,0.986667,1.078657,
06/30/2014,991.036,799.866,799.866,0.0,190.507,0.663,0.0,0.663,-555.207,0.0,555.207,,-166.581,0.0,166.581,104.561,62.02,-56.4,212.848,,-19.037,0.0,193.811,-62.888,130.923,0.0,0.0,0.0,130.923,0.0,130.923,0.0,0.0,130.923,131.197,0.274,131.491182,1.0,1.0,0.997763,133.314822,0.98,0.98,0.982055,
09/30/2014,974.488,785.715,785.715,0.0,188.105,0.668,0.0,0.668,-535.532,0.0,535.532,,-167.47,0.0,167.47,103.834,63.636,-55.402,216.084,,-19.033,0.0,197.051,-64.639,132.412,0.0,0.0,0.0,132.412,0.0,132.412,0.0,0.0,132.412,131.448,-0.964,129.969902,1.02,1.02,1.011373,131.877205,1.0,1.0,0.99269,
12/31/2014,917.175,718.314,718.314,0.0,198.552,0.309,0.0,0.309,-484.694,0.0,484.694,,-162.006,0.0,162.006,104.913,57.093,-52.459,218.016,,-19.007,0.0,199.009,-65.35,133.659,-13.089,-13.089,0.0,146.748,0.0,146.748,0.0,0.0,146.748,138.752,5.093,128.324,1.14,1.04,1.081263,130.229,1.02,1.03,1.069108,
03/31/2015,934.44,742.056,742.056,0.0,191.715,0.669,0.0,0.669,-497.775,0.0,497.775,,-167.765,0.0,167.765,110.66,57.105,-55.363,213.537,,-19.06,0.0,194.477,-63.699,130.778,9.13,9.13,0.0,121.648,0.0,121.648,0.0,0.0,121.648,130.855,0.077,127.121101,0.96,1.03,1.029373,128.586852,0.95,1.02,1.020599,
06/30/2015,950.611,752.484,752.484,0.0,197.436,0.691,0.0,0.691,-508.316,0.0,508.316,,-170.87,0.0,170.87,111.738,59.132,-55.588,215.837,,-19.114,0.0,196.723,-64.196,132.527,5.417,5.417,0.0,127.11,0.0,127.11,0.0,0.0,127.11,134.226,1.699,125.816943,1.01,1.05,1.066836,127.439641,1.0,1.04,1.053332,
09/30/2015,947.154,748.109,748.109,0.0,198.353,0.692,0.0,0.692,-501.156,0.0,501.156,,-171.561,0.0,171.561,111.643,59.918,-56.182,218.255,,-19.246,0.0,199.009,-65.151,133.858,-11.528,-11.528,0.0,145.386,0.0,145.386,0.0,0.0,145.386,137.158,3.3,124.457996,1.17,1.08,1.102042,126.140309,1.15,1.06,1.086161,
12/31/2015,934.0,756.0,756.0,0.0,178.0,,0.0,0.0,-509.0,0.0,509.0,,-173.0,0.0,173.0,112.0,61.0,-57.0,195.0,,-19.0,0.0,176.0,-57.0,119.0,-14.0,-14.0,0.0,133.0,0.0,133.0,0.0,0.0,133.0,108.2,-10.8,123.148148,1.08,0.97,0.878617,124.725,1.07,0.96,0.87341,
03/31/2016,977.627,779.86,779.86,0.0,197.346,0.421,0.0,0.421,-524.973,0.0,524.973,,-180.408,0.0,180.408,118.806,61.602,-57.429,214.817,,-19.369,0.0,195.448,-61.874,133.574,9.541,9.541,0.0,124.033,0.0,124.033,0.0,0.0,124.033,133.384,-0.19,121.480805,1.02,1.1,1.097984,123.312743,1.01,1.08,1.078459,
06/30/2016,991.884,785.855,785.855,0.0,205.647,0.382,0.0,0.382,-531.485,,531.485,,-180.099,,180.099,117.245,62.854,-57.846,222.454,,-23.11,0.0,199.344,-60.05,139.294,0.865,0.865,0.0,138.429,0.0,138.429,0.0,0.0,138.429,139.2966,0.0026,120.479938,1.15,1.16,1.156181,122.747848,1.13,1.13,1.130021,
09/30/2016,989.773,783.411,783.411,0.0,206.202,0.16,0.0,0.16,-532.152,0.0,532.152,,-177.974,,177.974,116.821,61.153,-57.805,221.842,,-20.381,0.0,201.461,-59.551,141.91,-9.959,-9.959,0.0,151.869,0.0,151.869,0.0,0.0,151.869,139.61,-2.3,119.480642,1.27,1.19,1.168474,121.910763,1.25,1.16,1.141134,
12/31/2016,975.345,787.908,787.908,0.0,187.025,0.412,0.0,0.412,-540.138,0.0,540.138,,-179.756,0.0,179.756,116.191,63.565,-58.984,196.467,,-20.485,0.0,175.982,-51.17,124.812,-10.636,-10.636,0.0,135.448,0.0,135.448,0.0,0.0,135.448,134.109,9.297,118.563379,1.14241,1.052703,1.131117,121.499786,1.1148,1.027261,1.10378,
03/31/2017,1023.581,820.631,820.631,0.0,202.534,0.416,0.0,0.416,-557.776,0.0,557.776,,-191.024,0.0,191.024,125.908,65.116,-62.341,212.44,,-20.699,0.0,191.741,-54.563,137.178,3.637,3.637,0.0,133.541,0.0,133.541,0.0,0.0,133.541,138.671,1.493,117.770474,1.13,1.16,1.177468,120.429716,1.11,1.14,1.152397,
06/30/2017,1029.078,816.614,816.614,0.0,212.071,0.393,0.0,0.393,-556.415,0.0,556.415,,-187.153,0.0,187.153,122.121,65.032,-62.428,223.082,,-21.156,0.0,201.926,-61.563,140.363,0.09,0.09,0.0,140.273,0.0,140.273,0.0,0.0,140.273,142.263,1.9,116.646669,1.2,1.2,1.219606,119.096551,1.18,1.18,1.195953,
09/30/2017,1046.015,819.217,819.217,0.0,226.467,0.331,0.0,0.331,-551.219,0.0,551.219,,-190.197,0.0,190.197,122.334,67.863,-63.019,241.58,,-20.97,0.0,220.61,-67.264,153.346,0.012,0.012,0.0,153.334,0.0,153.334,0.0,0.0,153.334,145.146,-8.2,115.921134,1.32,1.32,1.25211,118.442949,1.29,1.29,1.220768,
12/31/2017,1057.0,827.0,827.0,0.0,230.0,0.0,0.0,0.0,-563.0,0.0,563.0,,-187.0,0.0,187.0,120.0,67.0,-69.0,238.0,,-22.0,0.0,216.0,811.0,1027.0,0.0,0.0,0.0,1027.0,0.0,1027.0,0.0,0.0,1027.0,141.6,-885.4,115.005599,8.93,8.93,1.231244,117.964,8.71,8.71,1.20432,
03/31/2018,1070.436,850.106,850.106,0.0,220.035,0.295,0.0,0.295,-569.889,0.0,569.889,,-199.259,0.0,199.259,129.62,69.639,-66.824,234.464,,-21.622,0.0,212.842,-39.131,173.711,0.111,0.111,0.0,173.6,0.0,173.6,0.0,0.0,173.6,175.252,1.541,114.210526,1.52,1.52,1.534465,116.75,1.49,1.49,1.503199,
06/30/2018,1084.776,853.979,853.979,0.0,230.381,0.416,0.0,0.416,-568.377,0.0,568.377,,-198.504,0.0,198.504,129.077,69.427,-68.62,249.275,,-22.411,0.0,226.864,-42.471,184.393,-0.032,-0.032,0.0,184.425,0.0,184.425,0.0,0.0,184.425,175.06,-9.333,113.350175,1.63,1.63,1.544418,115.651412,1.59,1.59,1.509301,
09/30/2018,1083.802,860.75,860.75,0.0,222.659,0.393,0.0,0.393,-567.856,0.0,567.856,,-199.124,0.0,199.124,129.492,69.632,-74.059,242.763,,-22.433,0.0,220.33,-41.63,178.7,-0.024,-0.024,0.0,178.724,0.0,178.724,0.0,0.0,178.724,181.5,2.8,112.587623,1.59,1.59,1.612078,114.974454,1.55,1.55,1.574353,
12/31/2018,1064.737,857.071,857.071,0.0,207.633,0.033,0.0,0.033,-569.12,0.0,569.12,,-198.29,0.0,198.29,128.501,69.789,-70.082,227.245,,-23.61,0.0,203.635,-38.929,164.706,-0.011,-0.011,0.0,164.717,0.0,164.717,0.0,0.0,164.717,177.022,12.316,111.29527,1.48,1.479901,1.590562,113.667,1.45,1.449903,1.558255,
03/31/2019,1119.216,890.973,890.973,0.0,228.002,0.241,0.0,0.241,-587.757,0.0,587.757,,-209.287,0.0,209.287,135.822,73.465,-72.793,249.379,,-21.278,0.0,228.101,-42.707,185.394,0.049,0.049,0.0,185.345,0.0,185.345,0.0,0.0,185.345,186.844,1.45,110.301527,1.68,1.68,1.693938,112.328875,1.65,1.65,1.662909,
06/30/2019,1130.461,897.484,897.484,0.0,232.579,0.398,0.0,0.398,-589.362,0.0,589.362,,-211.863,0.0,211.863,138.165,73.698,-79.044,250.192,,-21.432,0.0,228.76,-42.151,186.609,0.043,0.043,0.0,186.566,0.0,186.566,0.0,0.0,186.566,186.882,0.273,109.649714,1.7,1.7,1.704355,111.585676,1.67,1.67,1.672447,
09/30/2019,1141.279,899.993,899.993,0.0,240.848,0.438,0.0,0.438,-585.692,0.0,585.692,,-212.588,0.0,212.588,138.449,74.139,-74.575,268.424,,-21.094,0.0,247.33,-45.512,201.818,0.0,0.0,0.0,201.818,0.0,201.818,0.0,0.0,201.818,192.383,-9.435,108.813355,1.85,1.85,1.768009,110.913733,1.82,1.82,1.734934,
12/31/2019,1136.576,906.684,906.684,0.0,229.651,0.241,0.0,0.241,-594.538,0.0,594.538,,-216.035,0.0,216.035,139.29,76.745,-78.413,247.59,,-20.502,0.0,227.088,-40.027,187.061,0.0,0.0,0.0,187.061,0.0,187.061,0.0,0.0,187.061,187.585,0.524,108.127746,1.73,1.73,1.734846,110.665,1.69,1.69,1.694735,
03/31/2020,1133.054,929.835,929.835,0.0,202.894,0.325,0.0,0.325,-607.969,0.0,607.969,,-222.774,0.0,222.774,143.837,78.937,-78.582,223.729,,-20.808,0.0,202.921,-37.381,165.54,0.0,0.0,0.0,165.54,0.0,165.54,0.0,0.0,165.54,142.336,-23.204,107.285223,1.54,1.54,1.326706,109.132244,1.52,1.52,1.307377,
06/30/2020,1180.884,953.702,953.702,0.0,226.778,0.404,0.0,0.404,-650.816,0.0,650.816,,-222.3,0.0,222.3,146.16,76.14,-72.714,235.054,,-22.813,0.0,212.241,-39.193,173.048,0.0,0.0,0.0,173.048,0.0,173.048,0.0,0.0,173.048,169.264,-3.784,106.441311,1.63,1.63,1.59021,107.134017,1.62,1.62,1.58468,
09/30/2020,1184.75,,,,,,,,,,,,,,,,,,236.4,,,,237.0,,179.833,,,,,,179.833,,,179.833,186.667,,,1.613,1.613,1.74,,1.613,1.613,1.74,
12/31/2020,1191.5,,,,,,,,,,,,,,,,,,243.2,,,,243.0,,183.333,,,,,,183.333,,,183.333,191.0,,,1.683,1.683,1.8,,1.683,1.683,1.8,
