Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Deferred Tax Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
07/01/1995,89.265999,29.650999,22.851999,6.799,19.893,,,,16.923,,,,,2.676,,,,69.142998,15.612,,,0.0,4.511,,,,,4.511,20.123001,,19.642,19.642,,,,0.0,,,,,,8.848999,,,8.848999,28.490999,1.108,,,,,0.0,,,,,,0.0,1.108,29.598999,0.0,50.984001,,,0.0,,8.683,59.667001,0.0,59.667001,89.266,
09/30/1995,188.106003,114.107001,107.290001,6.817,23.847,,,,19.476999,,,,,5.092,,,,162.522995,18.799,37.048,-18.249001,0.0,6.784,,,,,6.784,25.583,,21.921,21.921,,,,0.075,,,,,,11.622999,,,11.622999,33.618999,86.25,,,,,1.056,,,,,,1.056,87.306,120.924999,0.0,53.299,,,0.0,,13.882,67.181,0.0,67.181,188.105999,
12/30/1995,194.167999,112.168003,105.356003,6.812,25.764,,,,22.087999,,,,,5.138,,,,165.158005,22.509001,,,0.0,6.501,,,,,6.501,29.010001,,23.657,23.657,,,,0.0,,,,,,10.241999,,,10.241999,33.898998,86.25,,,,,0.95,,,,,,0.95,87.2,121.098998,0.0,53.5,,,0.0,,19.569,73.069,0.0,73.069,194.167998,
03/30/1996,214.237,105.401997,55.794998,49.606998,31.0,,,,31.99,,,,,5.147,,,,173.539001,29.082001,,,0.0,11.616,,,,,11.616,40.698001,,29.837,29.837,,,,1.441,,,,,,11.063999,,,11.063999,42.341999,86.25,,,,,0.934,,,,,,0.934,87.184,129.525999,0.0,58.606998,,,0.0,,26.104,84.710999,0.0,84.710999,214.236998,
06/30/1996,225.031998,108.773998,37.617001,71.156998,32.222,,,,34.888,,,,,4.998,,,,180.882004,33.098,55.52,-22.422001,0.0,11.052,,,,,11.052,44.15,,27.500999,27.500999,,,,0.0,,,,,,18.005001,,,18.005001,45.506001,86.25,,,,,0.598,,,,,,0.598,86.848,132.354001,0.0,59.082001,,,0.0,,33.596001,92.678001,0.0,92.678001,225.032002,
09/30/1996,230.541,114.942002,29.568001,85.374001,30.421,,,,32.109001,,,,,7.851,,,,185.322998,34.868,59.137001,-24.268999,0.0,10.35,,,,,10.35,45.218,,24.400999,24.400999,,,,0.041,,,,,,15.572001,,,15.572001,40.014,86.25,,,,,0.592,,,,,,0.592,86.842,126.856,0.0,61.688999,,,0.0,,41.995998,103.684997,0.0,103.684997,230.540997,
12/28/1996,255.919998,92.811001,35.205002,57.605999,49.827999,,,,45.028,,,,,7.937,,,,195.604004,49.904999,76.514,-26.608999,0.0,10.411,,,,,10.411,60.315999,,36.132999,36.132999,,,,0.0,,,,,,19.598,,,19.598,55.730999,86.25,,,,,0.592,,,,,,0.592,86.842,142.572999,0.0,62.164001,,,0.0,,51.182999,113.347,0.0,113.347,255.919999,
03/29/1997,261.282013,97.867002,30.968,66.899002,45.335999,,,,45.998001,,,,,8.285,,,,197.485992,54.625,83.870003,-29.245001,0.0,9.171,,,,,9.171,63.796,,34.104,34.104,,,,0.0,,,,,,16.301998,,,16.301998,50.405998,86.25,,,,,0.514,,,,,,0.514,86.764,137.169998,0.0,63.122002,,,0.0,,60.990002,124.112003,0.0,124.112003,261.282002,
06/28/1997,281.304993,102.808002,34.754002,68.054001,51.484001,,,,50.466,,,,,7.755,,,,212.513,60.215,91.966003,-31.750999,0.0,8.577,,,,,8.577,68.792,,39.011002,39.011002,,,,0.0,,,,,,18.321999,,,18.321999,57.333,86.25,,,,,0.25,,,,,,0.25,86.5,143.833,0.0,65.556,,,0.0,,71.916,137.472,0.0,137.472,281.305,
09/30/1997,375.854004,123.149002,42.345001,80.804001,77.333,,,,61.173,,,,,15.459,,,,277.114014,89.174004,182.798004,-93.624001,0.0,9.566,,,,,9.566,98.740004,,56.328999,56.328999,,,,8.84,,,,,,29.973999,,,29.973999,95.142998,98.25,,,,,10.684,,,,,,10.684,108.934,204.076998,0.0,91.214996,,,0.0,,80.561996,171.776992,0.0,171.776992,375.85399,
12/27/1997,383.511993,129.812004,47.691002,82.121002,77.876999,,,,63.398998,,,,,14.322,,,,285.410004,89.165001,186.026993,-96.862,0.0,8.937,,,,,8.937,98.102001,,55.708,55.708,,,,0.0,,,,,,42.918999,,,42.918999,98.626999,98.25,,,,,3.591,,,,,,3.591,101.841,200.467999,0.0,89.941002,,,0.0,,93.102997,183.043999,0.0,183.043999,383.511998,
03/28/1998,423.579987,119.605997,30.6,89.005997,87.203003,,,,75.621002,,,,,12.968,,,,295.39801,106.766998,212.475006,-105.708,0.0,21.415001,,,,,21.415001,128.181999,,73.857002,73.857002,,,,0.0,,,,,,48.645996,,,48.645996,122.502998,95.607002,,,,,3.391,,,,,,3.391,98.998002,221.501001,0.0,92.125,,,0.0,,109.954002,202.079002,0.0,202.079002,423.580003,
06/27/1998,443.363007,134.879004,25.357,109.522003,95.057999,,,,70.874001,38.011002,18.101999,14.761,,12.514,,,,313.325012,111.111,235.608002,-124.497002,0.0,18.927,,,,,18.927,130.038,,73.510002,73.510002,,,,0.0,,,,,,43.765999,,,43.765999,117.276001,95.607002,,,,,2.961,,,,,,2.961,98.568002,215.844003,0.0,98.124001,,,0.0,,129.395004,227.519005,0.0,227.519005,443.363008,
09/30/1998,658.367004,181.503998,87.977997,93.526001,133.009995,,,,102.940002,55.179001,34.528,13.233,0.0,27.608999,,,,445.062988,191.761993,355.855011,-164.093002,0.0,21.542,19.030001,,,,2.511999,213.303993,,89.029999,89.029999,,,,5.865,,,,,,49.830999,,,49.830999,144.725998,5.767,,,,,25.889,,,,,,25.889,31.656,176.381998,0.0,239.496994,,,0.0,,242.488007,481.985001,0.0,481.985001,658.366999,
01/02/1999,650.38501,129.766998,61.303001,68.463997,151.014008,151.014008,,,102.850998,59.865002,30.316999,12.669,0.0,32.895,,,,416.527008,168.735001,337.177002,-168.442001,52.849998,12.273,,,,,12.273,233.857999,,88.052002,88.052002,,,,0.0,,,,,,60.656998,,,60.656998,148.709,5.657,,,,,19.346001,,,,,,19.346001,25.003001,173.712,0.0,241.848007,,,0.0,234.496994,0.328003,476.673004,0.0,476.673004,650.385005,
04/03/1999,712.294983,130.030998,71.589996,58.441002,160.664993,160.664993,,,126.037003,66.75,42.008999,17.278,0.0,32.955002,,,,449.687988,187.947006,371.93399,-183.987,52.849998,21.809999,,,,,21.809999,262.607004,,108.459,108.459,,,,0.0,,,,,,57.921005,,,57.921005,166.380005,5.647,,,,,15.082,,,,,,15.082,20.729,187.109004,0.0,255.945999,,,0.0,269.88501,-0.64502,525.185989,0.0,525.185989,712.294994,
07/03/1999,1101.180054,482.942001,247.684006,235.257996,165.660004,165.660004,,,142.003998,81.032997,43.705002,17.266001,0.0,35.466999,,,,826.072998,194.878006,389.161011,-194.283005,52.849998,27.379,,,,,27.379,275.107004,,94.578003,94.578003,,,,0.0,,,,,,71.996002,,,71.996002,166.574005,355.60199,,,,,12.523,,,,,,12.523,368.12499,534.698995,0.0,266.787994,,,0.0,301.242004,-1.549011,566.480988,0.0,566.480988,1101.179982,
10/02/1999,1201.713013,454.602005,136.145004,318.457001,191.119995,191.119995,,,206.319,134.042007,58.498001,13.779,0.0,33.129002,,,,885.169983,206.804001,415.617004,-208.813004,52.849998,56.889,45.712002,,,,11.176998,316.542999,,154.826996,154.826996,,,,1.556,,,,,,61.003006,,,61.003006,217.386002,355.259003,,,,,2.721,,,,,,2.721,357.980003,575.366004,0.0,292.023987,,,0.0,335.372009,-1.049011,626.346985,0.0,626.346985,1201.712989,
01/01/2000,1298.939,354.315,52.355,301.96,277.726,277.726,,,279.849,180.995,76.864,21.99,0.0,34.245,,,,946.135,219.89,439.825,-219.935,52.85,80.064,,,,,80.064,352.804,,191.38,191.38,,,,0.0,,,,,,82.978,,,82.978,274.358,355.214,,,,,2.676,,,,,,2.676,357.89,632.248,0.0,297.096,,,0.0,371.56,-1.965,666.691,0.0,666.691,1298.939,
04/01/2000,1933.935059,856.286011,504.158997,352.127014,332.171997,332.171997,,,309.272003,179.181,101.246002,28.844999,0.0,36.202999,,,,1533.932983,262.463989,494.466003,-232.001999,52.849998,84.688004,,,,,84.688004,400.001991,,232.886002,232.886002,,,,0.0,,,,,,83.250992,,,83.250992,316.136993,355.019989,,,,,2.249,,,,,,2.249,357.268989,673.405982,0.0,848.041992,,,0.0,415.470001,-2.983002,1260.528992,0.0,1260.528992,1933.934974,
07/01/2000,2786.197021,740.22702,397.27301,342.95401,542.481018,542.481018,,,480.496002,251.634003,153.026993,75.834999,0.0,71.740997,,,,1834.944946,604.525024,1278.840942,-674.315979,53.108002,293.618988,279.498993,,,,14.119995,951.252014,,409.429993,409.429993,,,,2.458,,,,,,173.187996,,,173.187996,585.075989,660.994995,,,,,0.0,,,,,,0.0,660.994995,1246.070984,0.0,1068.109009,,,0.0,478.415009,-6.39801,1540.126007,0.0,1540.126007,2786.196991,
09/30/2000,3639.469971,1258.149994,992.84198,265.308014,644.236023,644.236023,,,572.10199,343.734009,145.483002,82.885002,0.0,110.777,,,,2585.264893,655.942017,1407.098999,-751.156982,55.917,342.346008,318.511993,,,,23.834015,1054.205025,,488.806,488.806,,,,11.728,,,,,,211.960996,,,211.960996,712.494995,1143.942017,,,,,81.551003,,,,,,81.551003,1225.493019,1937.988014,0.0,1141.285034,,,0.0,570.575989,-10.378967,1701.482056,0.0,1701.482056,3639.47007,
12/30/2000,3767.57,1219.243,968.248,250.995,752.953,752.953,,,600.546,395.052,138.56,66.934,0.0,111.636,,,,2684.378,683.312,,,66.519,333.361,333.361,,,,0.0,1083.192,,458.271,458.271,,,,9.835,,,,,,244.207,,,244.207,712.313,1147.632,,,,,82.506,,,,,,82.506,1230.138,1942.451,0.0,1151.373,,,0.0,681.268,-7.522,1825.119,0.0,1825.119,3767.57,
03/31/2001,3901.58,1293.897,562.685,731.212,727.537,727.537,,,592.532,377.624,116.023,98.885,0.0,119.605,,,,2733.571,743.029,,,67.293,357.687,357.687,,,,0.0,1168.009,,473.034,473.034,,,,13.108,,,,,,150.859,,,150.859,637.001,1210.834,,,,,80.144,,,,,,80.144,1290.978,1927.979,0.0,1218.574,,,0.0,769.131,-14.104,1973.601,0.0,1973.601,3901.58,
06/30/2001,3772.14209,1395.31897,618.218994,777.099976,553.953979,553.953979,,,550.534973,343.686005,71.647003,135.201996,0.0,119.962997,,,,2619.770996,723.880981,,,78.954002,349.536011,349.536011,,,,0.0,1152.370995,,363.174988,363.174988,,,,10.22,,,,,,103.000001,,,103.000001,476.394989,1213.631958,,,,,76.257004,,,,,,76.257004,1289.888962,1766.283951,0.0,1221.505981,,,0.0,799.228027,-14.876038,2005.857971,0.0,2005.857971,3772.141922,
09/29/2001,3640.331055,1388.390991,567.648987,820.742004,409.845001,409.845001,,,503.821991,356.938995,57.886002,88.997002,0.0,281.234985,,,,2583.292969,632.590027,1528.135986,-895.546021,98.514,325.93399,294.397003,,,,31.536987,1057.038017,,332.471008,332.471008,,,,15.8,,,,,,144.065997,,,144.065997,492.337006,1218.608032,,,,,88.405998,,,,,,88.405998,1307.01403,1799.351036,0.0,1269.188965,,,-45.891998,631.379028,-13.696014,1840.97998,0.0,1840.97998,3640.331017,
12/29/2001,10105.830078,1065.22403,506.139008,559.085022,1209.938965,1209.938965,,,1479.920044,1068.694946,283.376007,127.848999,0.0,505.580994,,,,4260.664062,1183.754028,,,95.536003,4565.879883,4501.054199,,,,64.825684,5845.169914,,882.236023,882.236023,,,,260.092987,,,,,,579.916962,,,579.916962,1722.245972,2129.149902,,,,,151.496002,,,,,,151.496002,2280.645905,4002.891876,0.0,5637.229004,,,-99.169998,586.156006,-21.272995,6102.942017,0.0,6102.942017,10105.833893,
03/30/2002,10404.540039,928.480011,574.499023,353.980988,1494.623047,1494.623047,,,1302.979004,818.323975,313.540009,171.115005,0.0,649.703979,,,,4375.786133,1136.255005,,,98.043999,4794.457031,4730.953125,,,,63.503906,6028.756035,,1178.328979,1178.328979,,,,260.091003,,,,,,552.402039,,,552.402039,1990.822021,2132.528076,,,,,198.951996,,,,,,198.951996,2331.480072,4322.302094,0.0,5672.895996,,,-111.750999,546.84198,-25.746986,6082.23999,0.0,6082.23999,10404.542084,
06/29/2002,10581.55957,1081.469025,894.723022,186.746002,1436.503052,1436.503052,,,1273.400024,806.567017,273.70401,193.128998,0.0,642.393005,,,,4433.765137,1190.474976,,,94.190002,4863.128906,4790.88623,,,,72.242676,6147.793884,,1285.869019,1285.869019,,,,265.367004,,,,,,615.03009,,,615.03009,2166.266113,2159.250977,,,,,208.632996,,,,,,208.632996,2367.883972,4534.150085,0.0,5678.066895,,,-168.906998,541.857971,-3.608963,6047.408905,0.0,6047.408905,10581.55899,
09/28/2002,7518.057,1163.674,1064.534,99.14,1394.515,1394.515,,,1123.016,742.351,235.497,145.168,0.0,477.833,,,,4159.038,1084.454,2984.152,-1899.698,73.955,2200.61,2148.827,2101.65,47.177,,51.783,3359.019,,1279.451,1279.451,,,,265.899,,,,,,508.639,,,508.639,2053.989,1975.331,,,,,74.022,,,,,,74.022,2049.353,4103.342,0.0,5680.655,,,-190.261,-2065.374,-10.305,3414.715,0.0,3414.715,7518.057,
12/28/2002,7873.521973,1569.620003,1525.401001,44.219002,1435.29895,1435.29895,,,1083.633057,686.879028,223.578003,173.175995,0.0,460.509003,,,,4549.061035,1081.317993,,,19.462,2223.680908,2149.736084,,,,73.944824,3324.460901,,1336.062012,1336.062012,,,,16.129,,,,,,556.261015,,,556.261015,1908.452026,2461.691895,,,,,83.374001,,,,,,83.374001,2545.065895,4453.517921,0.0,5689.143066,,,-190.289993,-2072.883057,-5.965866,3420.00415,0.0,3420.00415,7873.522072,
03/29/2003,7819.513184,1394.882011,1333.661011,61.221001,1509.511963,1509.511963,,,1092.057007,719.645996,193.964996,178.445999,0.0,447.243011,,,,4443.693848,1082.083008,,,18.492001,2275.243896,2150.698975,,,,124.544922,3375.818905,,1330.248047,1330.248047,,,,10.312,,,,,,555.247936,,,555.247936,1895.807983,2440.164062,,,,,82.837997,,,,,,82.837997,2523.00206,4418.810043,0.0,5689.354004,,,-188.947998,-2104.704102,5.001221,3400.703125,0.0,3400.703125,7819.513168,
06/28/2003,7914.381836,1571.021027,1487.530029,83.490997,1579.541992,1579.541992,,,1059.093018,645.862976,221.973007,191.257004,0.0,368.921997,,,,4578.578125,1033.957031,,,17.232,2284.61499,2160.937012,,,,123.677979,3335.804022,,1459.537964,1459.537964,,,,5.129,,,,,,522.097074,,,522.097074,1986.764038,2436.816895,,,,,87.914001,,,,,,87.914001,2524.730896,4511.494934,0.0,5693.762207,,,-188.714996,-2116.87793,14.717926,3402.887207,0.0,3402.887207,7914.382141,
09/27/2003,7450.256,1082.988,1043.85,39.138,1576.392,1576.392,,,977.799,617.847,208.247,151.705,0.0,531.34,,,,4168.519,902.868,2133.36,-1230.492,15.614,2363.255,2223.422,2223.422,0.0,,139.833,3281.737,,1506.998,1506.998,,,,3.489,,,,,,525.566,,,525.566,2036.053,1925.63,,,,,165.319,,,,,,165.319,2090.949,4127.002,0.0,5698.068,,,-188.618,-2202.531,16.335,3323.254,0.0,3323.254,7450.256,
12/27/2003,7764.130859,1163.742989,1119.73999,44.002998,1740.75,1740.75,,,1070.319946,672.468018,241.970993,155.880997,0.0,507.666992,,,,4482.47998,873.797974,,,26.292999,2381.560059,2230.02002,2230.02002,0.0,,151.540039,3281.651031,,1809.246948,1809.246948,,,,3.286,,,,,,522.896983,,,522.896983,2335.429932,1924.121948,,,,,165.912994,,,,,,165.912994,2090.034943,4425.464874,0.0,5721.309082,,,-188.623993,-2186.760986,-7.258087,3338.666016,0.0,3338.666016,7764.13089,
03/27/2004,7625.055176,1128.504963,1076.511963,51.993,1544.232056,1544.232056,,,1165.230957,741.94397,255.820999,167.466003,0.0,520.416992,,,,4358.384766,844.979004,,,27.816999,2393.874023,2236.895996,2236.895996,0.0,,156.978027,3266.670027,,1713.046997,1713.046997,,,,1.256,,,,,,514.568097,,,514.568097,2228.871094,1929.972046,,,,,162.210007,,,,,,162.210007,2092.182053,4321.053146,0.0,5726.667969,,,-188.75,-2230.615967,-3.300049,3304.001953,0.0,3304.001953,7625.055099,
06/26/2004,7528.821777,1021.326031,1003.68103,17.645,1658.447998,1658.449951,,,1119.858032,702.132996,243.117004,174.608002,0.0,532.445984,,,,4332.078125,811.958008,,,17.108,2367.677979,2248.48999,2248.48999,0.0,,119.187988,3196.743986,,1615.993042,1615.993042,,,,2.884,,,,,,516.81705,,,516.81705,2135.694092,1904.480957,,,,,159.231995,,,,,,159.231995,2063.712952,4199.407043,0.0,5736.334961,,,-188.561005,-2219.266113,0.907196,3329.415039,0.0,3329.415039,7528.822083,
10/02/2004,7532.596,1089.165,1069.447,19.718,1668.973,1668.973,,,1064.518,673.815,189.077,201.626,0.0,400.488,,,,4223.144,782.642,2258.249,-1475.607,0.0,2526.81,2290.87,2254.979,35.891,,235.94,3309.452,,1630.833,1630.833,,,,609.746,,,,,,545.48,,,545.48,2786.059,1297.337,,,,,94.489,,,,,,94.489,1391.826,4177.885,0.0,5724.557,,,-188.607,-2213.929,32.69,3354.711,0.0,3354.711,7532.596,
01/01/2005,7625.848145,1082.422005,1063.380005,19.042,1802.862061,1802.862061,,,1003.112,658.546997,220.292007,124.273003,0.0,415.533997,,,,4303.930176,801.497986,,,0.0,2520.419922,2292.12207,2292.12207,0.0,,228.297852,3321.917908,,1624.598999,1624.598999,,,,615.794006,,,,,,573.170959,,,573.170959,2813.563965,1290.060059,,,,,120.410004,,,,,,120.410004,1410.470062,4224.034027,0.0,5729.59082,,,-188.632996,-2189.562988,50.418884,3401.813721,0.0,3401.813721,7625.847748,
04/02/2005,6463.430176,1205.431017,1183.817017,21.614,1595.983032,1595.983032,,,962.242004,612.609009,228.095001,121.538002,0.0,127.525002,,,,3891.180908,751.978027,,,0.0,1820.270996,1694.739014,1694.739014,0.0,,125.531982,2572.249023,,1510.490967,1510.490967,,,,223.595001,,,,,,563.093964,,,563.093964,2297.179932,1680.105957,,,,,125.997002,,,,,,125.997002,1806.102959,4103.28289,0.0,5730.270996,,,-188.565994,-3225.071045,43.513016,2360.146973,0.0,2360.146973,6463.429863,
07/02/2005,6480.754883,1265.687977,1219.724976,45.963001,1602.723022,1602.723022,,,948.674011,624.218994,208.085007,116.370003,0.0,140.091003,,,,3957.176025,713.557007,,,0.0,1810.021973,1721.444946,1689.807007,31.637939,,88.577026,2523.578979,,1489.362061,1489.362061,,,,225.210007,,,,,,606.317825,,,606.317825,2320.889893,1695.14502,,,,,102.461998,,,,,,102.461998,1797.607018,4118.49691,0.0,5733.178223,,,-188.574997,-3225.272949,42.928024,2362.258301,0.0,2362.258301,6480.755211,
10/01/2005,6269.128,1125.334,1068.053,57.281,1477.401,1477.401,,,1015.035,654.384,242.659,117.992,0.0,129.387,,,,3747.157,689.454,2142.795,-1453.341,0.0,1832.517,1725.105,1689.198,35.907,,107.412,2521.971,,1559.172,1559.172,,,,1.439,,,,,,514.065,,,514.065,2074.676,1666.768,,,,,143.873,,,,,,143.873,1810.641,3885.317,0.0,5937.947,,,-188.519,-3402.503,36.886,2383.811,0.0,2383.811,6269.128,
12/31/2005,6318.203125,1039.276022,1011.098022,28.177999,1612.324951,1612.324951,,,1122.772949,725.523987,255.341003,141.908005,0.0,143.248993,,,,3917.623047,606.89502,,,0.0,1793.685059,1687.784058,1654.125977,33.658081,,105.901001,2400.580078,,1636.396973,1636.396973,,,,1.259,,,,,,494.462924,,,494.462924,2132.118896,1635.847046,,,,,152.774002,,,,,,152.774002,1788.621048,3920.739944,0.0,5755.338867,,,-188.199997,-3195.299072,25.623093,2397.462891,0.0,2397.462891,6318.202835,
04/01/2006,5770.834961,625.205994,625.205994,0.0,1434.055054,1434.055054,,,1159.350952,802.479004,226.423004,130.449005,0.0,134.612,,,,3353.224121,630.156982,,,0.0,1787.453979,1701.531982,1668.082031,33.449951,,85.921997,2417.610962,,1402.135986,1402.135986,,,,523.682983,,,,,,425.493042,,,425.493042,2351.312012,978.768005,,,,,131.322006,,,,,,131.322006,1110.090012,3461.402023,0.0,5760.748047,,,-187.897003,-3298.718994,35.301056,2309.433105,0.0,2309.433105,5770.835129,
07/01/2006,5963.666992,563.09198,563.09198,0.0,1584.31604,1584.31604,,,1251.82605,882.789978,243.018997,126.016998,0.0,134.682007,,,,3533.916016,654.689026,,,0.0,1775.062012,1688.865967,1657.646973,31.218994,,86.196045,2429.751038,,1550.036011,1550.036011,,,,0.137,,,,,,488.154016,,,488.154016,2038.327026,1496.555054,,,,,134.897003,,,,,,134.897003,1631.452057,3669.779083,0.0,5954.498047,,,-186.416,-3515.9729,41.778793,2293.887939,0.0,2293.887939,5963.667023,
09/30/2006,5862.43,491.829,491.829,0.0,1526.373,1526.373,,,1318.4,905.236,262.449,150.715,0.0,154.401,,,,3491.003,620.132,2069.622,-1449.49,0.0,1751.295,1643.032,1613.23,29.802,,108.263,2371.427,,1494.603,1494.603,,,,100.135,,,,,,379.511,,,379.511,1974.249,1507.218,,,,,110.4,,,,,,110.4,1617.618,3591.867,0.0,5958.376,,,-186.361,-3544.06,42.608,2270.563,0.0,2270.563,5862.43,
