Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2004,13929.9,7863.0,686.3,7176.7,1093.0,,,,,,,427.7,,,,,,9383.7,503.3,,,,,,4042.9,3664.4,2448.6,1215.8,,378.5,4546.2,,372.4,372.4,,,408.6,,,,,,4119.1,,,4119.1,4900.1,1663.7,,,,,1010.6,,,,1010.6,2674.3,7574.4,,4745.2,,,0.0,1449.9,160.4,6355.5,,6355.5,13929.9,
06/30/2004,13658.5,7532.7,1090.4,6442.3,1112.8,,,,,,,497.4,,,,,,9142.9,499.0,,,,,,4016.6,3651.5,2446.9,1204.6,,365.1,4515.6,,354.5,354.5,,,428.6,,,,,,3614.5,,,3614.5,4397.6,1664.6,,,,,1033.2,,,,1033.2,2697.8,7095.4,,4830.7,,,0.0,1687.8,44.6,6563.1,,6563.1,13658.5,
09/30/2004,14136.5,7947.7,710.6,7237.1,1115.8,,,,,,,563.2,,,,,,9626.7,499.8,,,,,,4010.0,3638.0,2444.6,1193.4,,372.0,4509.8,,445.7,445.7,,,378.6,,,,,,3989.3,,,3989.3,4813.6,1520.4,,,,,1001.8,,,,1001.8,2522.2,7335.8,,4811.6,,,0.0,1882.3,106.8,6800.7,,6800.7,14136.5,
12/31/2004,39738.4,15044.1,1457.2,13586.9,1574.6,,0.0,0.0,0.0,0.0,0.0,2738.8,,,,,,19357.5,1045.2,1767.0,-721.8,748.1,,,18587.6,18229.5,10017.9,8211.6,,358.1,20380.9,,2222.1,2222.1,,,150.3,,,,,,9198.2,,,9198.2,11570.6,4276.7,,,,,4432.1,,,,4432.1,8708.8,20279.4,0.0,17436.6,,,0.0,1960.1,62.3,19459.0,0.0,19459.0,39738.4,
03/31/2005,40487.9,15766.6,1490.9,14275.7,1680.1,,0.0,0.0,0.0,0.0,0.0,3033.4,,,,,,20480.1,1018.7,,,739.8,,,18249.3,17913.7,9775.6,8138.1,,335.6,20007.8,,1826.9,1826.9,,,0.0,,,,,,10026.5,,,10026.5,11853.4,4273.2,,,,,4360.6,,,,4360.6,8633.8,20487.2,0.0,17577.8,,,0.0,2506.8,-83.9,20000.7,0.0,20000.7,40487.9,
06/30/2005,41691.3,16617.3,1953.3,14664.0,1702.0,,0.0,0.0,0.0,0.0,0.0,3137.5,,,,,,21456.8,999.6,,,711.1,,,18523.8,18166.8,10044.6,8122.2,,357.0,20234.5,,1946.0,1946.0,,,612.7,,,,,,10223.3,,,10223.3,12782.0,4009.8,,,,,4347.8,,,,4347.8,8357.6,21139.6,0.0,17660.1,,,0.0,2880.9,10.7,20551.7,0.0,20551.7,41691.3,
09/30/2005,41855.6,16742.7,2163.3,14579.4,1757.0,,0.0,0.0,0.0,0.0,0.0,3072.7,,,,,,21572.4,966.8,,,693.4,,,18623.0,18190.9,10149.4,8041.5,,432.1,20283.2,,2250.8,2250.8,,,459.6,,,,,,9571.5,,,9571.5,12281.9,3918.1,,,,,4420.9,,,,4420.9,8339.0,20620.9,0.0,17758.0,,,0.0,3521.5,-44.8,21234.7,0.0,21234.7,41855.6,
12/31/2005,51287.2,5230.0,2740.2,2489.8,2216.4,,0.0,0.0,0.0,0.0,0.0,4002.1,,,,,,11448.5,1078.6,1997.8,-919.2,15106.0,,,23654.1,23155.5,13469.1,9686.4,,498.6,39838.7,,7713.8,7713.8,,,481.2,,,,,,6583.4,,,6583.4,14778.4,6324.7,,,,,5191.0,,,,5191.0,11515.7,26294.1,0.0,20922.0,,,0.0,4173.5,-102.4,24993.1,0.0,24993.1,51287.2,
03/31/2006,51365.7,4235.0,2140.0,2095.0,2280.7,,0.0,0.0,0.0,0.0,0.0,4496.1,,,,,,11011.8,1047.4,,,15596.2,,,23710.3,23078.1,13465.5,9612.6,,632.2,40353.9,,2459.8,2459.8,,,476.1,,,,,,12576.2,,,12576.2,15512.1,6663.9,,,,,5076.8,,,,5076.8,11740.7,27252.8,0.0,20411.1,,,0.0,3775.7,-73.9,24112.9,0.0,24112.9,51365.7,
06/30/2006,50091.8,3916.6,1934.4,1982.2,2360.6,,0.0,0.0,0.0,0.0,0.0,4307.9,,,,,,10585.1,1014.9,,,14843.9,,,23647.9,22987.3,13449.2,9538.1,,660.6,39506.7,,2656.4,2656.4,,,22.4,,,,,,11663.9,,,11663.9,14342.7,7446.4,,,,,5064.9,,,,5064.9,12511.3,26854.0,0.0,19852.5,,,0.0,3581.5,-196.2,23237.8,0.0,23237.8,50091.8,
09/30/2006,51484.2,4504.3,2229.5,2274.8,2598.0,,0.0,0.0,0.0,0.0,0.0,4534.7,,,,,,11637.0,993.4,,,15170.3,,,23683.5,22924.9,13455.9,9469.0,,758.6,39847.2,,8553.3,8553.3,,,221.5,,,,,,6175.8,,,6175.8,14950.6,7122.2,,,,,5268.0,,,,5268.0,12390.2,27340.8,0.0,19957.4,,,0.0,4167.1,18.9,24143.4,0.0,24143.4,51484.2,
12/31/2006,51574.9,5124.8,2602.1,2522.7,2335.3,,,0.0,0.0,0.0,0.0,4161.7,,,,,,11621.8,988.6,2160.4,-1171.8,15687.4,,15058.6,23277.1,22779.7,13383.5,9396.2,,497.4,39953.1,,8532.5,8532.5,,,2337.3,,,,,,4268.7,,,4268.7,15138.5,6493.2,,,,,5367.4,,,,5367.4,11860.6,26999.1,,,,,0.0,4656.1,50.1,4706.2,,4706.2,31705.3,
03/31/2007,53489.2,7133.7,3402.0,3731.7,2790.4,2790.4,,,,,,4094.3,,,,,,14018.4,979.2,,,15216.8,,,23274.8,23274.8,13449.6,9825.2,,0.0,39470.8,,2787.9,2787.9,,,520.9,,,,,,12446.4,,,12446.4,15755.2,6585.6,,,,,6009.0,,,,6009.0,12594.6,28349.8,,19966.0,,,0.0,5071.1,102.3,25139.4,,25139.4,53489.2,
06/30/2007,54194.1,7978.9,4205.1,3773.8,2626.8,2626.8,0.0,0.0,0.0,0.0,0.0,4546.1,,,,,,15151.8,968.7,,,14976.8,,,23096.8,22592.3,13337.8,9254.5,,504.5,39042.3,,2769.6,2769.6,,,520.0,,,,,,12479.9,,,12479.9,15769.5,7652.2,,,,,5783.6,,,,5783.6,13435.8,29205.3,0.0,19859.0,,,0.0,5122.1,7.7,24988.8,0.0,24988.8,54194.1,
09/30/2007,52899.7,6751.2,2824.0,3927.2,2801.0,,0.0,0.0,0.0,0.0,0.0,4135.5,,,,,,13687.7,957.8,,,14203.2,,,24051.0,22841.4,13544.5,9296.9,,1209.6,39212.0,,8831.5,8831.5,,,321.5,,,,,,5926.0,,,5926.0,15079.0,8381.0,,,,,5765.8,,,,5765.8,14146.8,29225.8,0.0,18982.6,,,0.0,4612.0,79.3,23673.9,0.0,23673.9,52899.7,
12/31/2007,52060.0,6534.5,2767.9,3766.6,2870.1,,0.0,0.0,0.0,0.0,0.0,3627.2,,,,,,13031.8,995.9,2179.6,-1183.7,14715.3,,,23317.0,22656.2,13435.4,9220.8,,660.8,39028.2,,8697.6,8697.6,,,20.4,,,,,,5670.2,,,5670.2,14388.2,9023.5,,,,,5657.9,,,,5657.9,14681.4,29069.6,0.0,18446.7,,,0.0,4387.6,156.1,22990.4,0.0,22990.4,52060.0,
03/31/2008,51555.7,6397.8,2552.1,3845.7,3167.0,3167.0,0.0,0.0,0.0,0.0,0.0,3844.7,,,,,,13409.5,1002.7,,,13850.6,,,23292.9,22579.1,13429.4,9149.7,,713.8,38146.2,,3016.7,3016.7,,,19.9,,,,,,12255.0,,,12255.0,15291.6,9266.5,,,,,5493.5,,,,5493.5,14760.0,30051.6,0.0,17556.0,,,0.0,3954.2,-6.1,21504.1,0.0,21504.1,51555.7,
06/30/2008,50975.9,5855.7,2273.8,3581.9,3203.4,3203.4,0.0,0.0,0.0,0.0,0.0,3981.3,,,,,,13040.4,1014.2,,,13616.4,,,23304.9,22623.8,13539.8,9084.0,,681.1,37935.5,,2834.4,2834.4,,,19.2,,,,,,11704.6,,,11704.6,14558.2,9750.1,,,,,5413.1,,,,5413.1,15163.2,29721.4,0.0,17083.9,,,0.0,4396.8,-226.2,21254.5,0.0,21254.5,50975.9,
09/30/2008,49758.6,5473.5,2270.6,3202.9,3265.5,3265.5,0.0,0.0,0.0,0.0,0.0,3938.9,,,,,,12677.9,1019.4,,,12860.2,,,23201.1,22477.2,13582.1,8895.1,,723.9,37080.7,,2798.4,2798.4,,,723.7,,,,,,11540.0,,,11540.0,15062.1,8491.3,,,,,4531.9,,,,4531.9,13023.2,28085.3,0.0,17021.1,,,0.0,5167.2,-515.0,21673.3,0.0,21673.3,49758.6,
12/31/2008,48403.2,4860.3,2183.9,2676.4,3042.9,,0.0,0.0,0.0,0.0,0.0,4226.8,,,,,,12130.0,1054.5,2282.5,-1228.0,12542.3,,,22676.4,22288.5,13461.3,8827.2,,387.9,36273.2,,9041.2,9041.2,,,1007.7,,,,,,4971.4,,,4971.4,15020.3,7833.9,,,,,4117.3,,,,4117.3,11951.2,26971.5,0.0,16848.0,,,0.0,5479.4,-895.7,21431.7,0.0,21431.7,48403.2,
03/31/2009,49414.8,4979.4,2378.1,2601.3,3525.4,,0.0,0.0,0.0,0.0,0.0,3978.4,173.2,,730.8,,3247.6,12483.2,1051.8,,,13271.4,13271.4,,22608.4,22222.0,13460.3,8761.7,,213.2,36931.6,,9367.6,6168.0,196.0,3003.6,810.5,100.0,,,,710.5,5162.7,,0.0,4009.6,15340.8,8527.1,8527.1,,,,4038.9,,,2118.5,1920.4,12566.0,27906.8,0.0,16282.9,4.8,16278.1,0.0,5970.6,-745.5,21508.0,0.0,21508.0,49414.8,
06/30/2009,49344.3,17358.7,1724.6,15634.1,3457.9,,0.0,0.0,0.0,0.0,0.0,4184.8,147.2,1292.9,681.6,59.1,2151.2,25001.4,1038.2,,,1018.2,1018.2,,22286.5,21921.7,13308.9,8612.8,,217.6,24342.9,,8659.5,5905.5,,2754.0,658.1,100.0,,,,558.1,5024.7,,0.9,3957.8,14342.3,8513.7,8513.7,,,,4235.4,,,2302.2,1932.3,12749.1,27091.4,0.0,16036.7,4.8,16031.9,0.0,6639.5,-423.3,22252.9,0.0,22252.9,49344.3,
09/30/2009,49497.5,18220.7,1842.2,16378.5,3276.3,,0.0,0.0,0.0,0.0,0.0,3865.5,172.9,1293.1,361.1,,2211.3,25362.5,1067.6,,,1042.3,1042.3,,22025.1,21649.0,13307.6,8341.4,,203.2,24135.0,,8621.5,5763.2,96.5,2761.8,477.8,100.0,,,,377.8,5027.1,,0.3,3938.0,14126.4,8384.4,8384.4,,,,4119.3,,,2229.8,1889.2,12503.7,26630.1,0.0,15668.1,4.6,15663.5,0.0,7126.8,72.5,22867.4,0.0,22867.4,49497.5,
12/31/2009,52125.4,21550.2,4816.1,16734.1,3281.0,,0.0,0.0,0.0,0.0,0.0,3239.5,173.4,,523.8,0.0,2715.7,28070.7,1099.6,2360.1,-1260.5,1038.2,1038.2,,21916.9,21523.9,13264.6,8259.3,20.8,198.8,24054.7,,9673.3,5450.5,1228.7,2994.1,60.8,0.0,,,,60.8,4939.6,0.0,0.5,3889.6,14673.7,8338.3,8338.3,,,,4250.1,0.0,551.3,2470.4,1227.9,12588.4,27262.1,0.0,15196.7,4.5,15192.2,0.0,9598.5,68.1,24863.3,0.0,24863.3,52125.4,
03/31/2010,51180.9,20203.2,3526.2,16677.0,3298.6,,0.0,0.0,0.0,0.0,0.0,3614.7,182.7,,481.6,,3133.1,27116.5,1144.5,,,1063.9,1063.9,,21856.0,21443.5,13265.7,8177.8,,229.8,24064.4,,8554.8,5487.3,380.8,2686.7,759.9,0.0,,,,759.9,5495.8,,0.5,4378.1,14810.5,7630.4,7630.4,,,,4220.8,,,2501.0,1719.3,11851.2,26661.7,0.0,14556.8,4.3,14552.5,0.0,9795.6,166.8,24519.2,0.0,24519.2,51180.9,
06/30/2010,50160.0,18587.1,2027.9,16559.2,3499.5,,0.0,0.0,0.0,0.0,0.0,3995.1,172.8,,445.3,100.1,3449.7,26081.7,1171.2,,,1085.6,1085.6,,21821.5,21382.4,13265.5,8116.9,,266.3,24078.3,,7714.8,5080.5,,2634.3,1213.8,100.0,,,,1113.8,5907.9,,15.5,4872.7,14836.5,7334.8,7334.8,,,,4198.2,,,2481.0,1701.7,11533.0,26369.5,0.0,13652.3,4.0,13648.3,0.0,9997.5,140.7,23790.5,0.0,23790.5,50160.0,
09/30/2010,51032.4,20070.3,2246.2,17824.1,3176.4,,0.0,0.0,0.0,0.0,0.0,3692.7,109.7,,416.0,,3276.7,26939.4,1206.7,,,1109.3,1109.3,,21777.0,21321.9,13265.4,8056.5,,345.4,24093.0,,7771.1,4956.3,62.1,2752.7,806.5,100.0,,,,706.5,5563.9,,,4574.5,14141.5,8217.2,8217.2,,,,4312.0,,,2621.6,1690.4,12529.2,26670.7,0.0,13407.5,4.0,13403.5,0.0,10581.8,372.4,24361.7,0.0,24361.7,51032.4,
12/31/2010,50166.9,19115.6,1788.8,17326.8,3041.6,,0.0,0.0,0.0,0.0,0.0,3983.6,95.3,,460.9,32.3,3490.4,26140.8,1155.5,2423.0,-1267.5,1120.6,1120.6,,21750.0,21261.7,13264.9,7996.8,97.0,296.0,24026.1,,7794.6,4852.4,,2942.2,805.9,100.0,,,,705.9,5409.0,0.0,,4517.6,14009.5,8147.8,8147.8,,,,4197.0,0.0,453.7,2586.9,1156.4,12344.8,26354.3,,12866.4,3.8,12862.6,0.0,10721.6,224.6,23812.6,0.0,23812.6,50166.9,
03/31/2011,50918.0,19543.0,2402.0,17141.0,3303.4,,0.0,0.0,0.0,0.0,0.0,3973.0,,,457.4,0.0,3515.6,26819.4,1186.1,,,1165.7,1165.7,,21746.8,21204.6,13264.5,7940.1,,542.2,24098.6,,8130.7,5070.5,392.8,2667.4,459.2,100.0,,,,359.2,5570.4,,,4522.4,14160.3,8542.0,8542.0,,,,4237.6,,,2637.3,1600.3,12779.6,26939.9,0.0,12526.8,3.7,12523.1,0.0,11199.9,251.4,23978.1,0.0,23978.1,50918.0,
06/30/2011,50877.2,19558.8,1699.8,17859.0,3100.9,,0.0,0.0,0.0,0.0,0.0,4097.1,,,347.3,248.8,3501.0,26756.8,1212.9,,,1203.1,1203.1,,21704.4,21147.1,13263.7,7883.4,,557.3,24120.4,,7941.3,5341.6,,2599.7,556.3,100.0,,,,456.3,5609.7,,,4571.6,14107.3,8292.1,8292.1,,,,4296.5,,,2639.3,1657.2,12588.6,26695.9,0.0,12419.5,3.6,12415.9,0.0,11418.1,343.7,24181.3,0.0,24181.3,50877.2,
09/30/2011,52549.9,20168.4,2508.4,17660.0,3309.8,,0.0,0.0,0.0,0.0,0.0,4074.1,,,456.7,75.4,3542.0,27552.3,1316.9,,,1300.5,1300.5,,22380.2,21841.1,13846.9,7994.2,,539.1,24997.6,,8274.5,5459.7,,2814.8,1374.1,100.0,,,,1274.1,6137.7,,,4499.1,15786.3,8622.3,8622.3,,,,4423.2,,,2754.7,1668.5,13045.5,28831.8,0.0,12013.1,3.5,12009.6,0.0,11572.8,132.2,23718.1,0.0,23718.1,52549.9,
12/31/2011,52163.2,19317.6,2201.6,17116.0,3402.9,,0.0,0.0,0.0,0.0,0.0,4376.9,86.6,,424.8,105.8,3846.3,27097.4,1418.1,2655.2,-1237.1,1378.9,1378.9,,22268.8,21790.4,13858.7,7931.7,23.4,368.4,25065.8,,8613.1,5489.0,,3124.1,1374.5,100.0,,,,1274.5,5911.1,0.0,284.5,4984.6,15898.7,8465.7,8465.7,,,,4510.6,0.0,451.4,2724.0,1050.7,12976.3,28875.0,0.0,11682.6,3.4,11679.2,0.0,11490.7,114.9,23288.2,0.0,23288.2,52163.2,
03/31/2012,52496.5,19721.6,2279.1,17442.5,3722.1,,0.0,0.0,0.0,0.0,0.0,4099.9,,,353.3,0.0,3746.6,27543.6,1454.6,,,1315.9,1315.9,,22182.4,21736.7,13858.6,7878.1,,445.7,24952.9,,8479.0,5403.3,265.8,2809.9,1010.8,100.0,,,,910.8,6465.3,,,4841.2,15955.1,8462.5,8462.5,,,,4550.5,,,2773.2,1777.3,13013.0,28968.1,0.0,11372.3,3.3,11369.0,0.0,11921.1,235.0,23528.4,0.0,23528.4,52496.5,
06/30/2012,54535.0,20314.6,1953.1,18361.5,3890.7,,0.0,0.0,0.0,0.0,0.0,4264.8,,,347.5,137.4,3779.9,28470.1,1478.4,,,1467.4,1467.4,,23119.1,22660.5,14534.3,8126.2,,458.6,26064.9,,8204.4,5415.9,,2788.5,1013.7,200.0,,,,813.7,6959.7,,,5251.9,16177.8,10135.6,10135.6,,,,4577.8,,,2868.4,1709.4,14713.4,30891.2,0.0,11207.6,3.2,11204.4,0.0,12224.0,212.2,23643.8,0.0,23643.8,54535.0,
09/30/2012,55817.9,22131.9,2442.1,19689.8,3645.7,,0.0,0.0,0.0,0.0,0.0,3862.7,,,61.1,213.0,3588.6,29640.3,1536.5,,,1509.6,1509.6,,23131.5,22679.6,14469.1,8210.5,,451.9,26177.6,,8171.7,5523.2,,2648.5,192.2,192.0,,,,0.2,5719.2,,,4895.5,14083.1,13395.7,13395.7,,,,4522.6,,,2841.5,1681.1,17918.3,32001.4,,10872.8,3.1,10869.7,0.0,12556.8,386.9,23816.5,0.0,23816.5,55817.9,
12/31/2012,58955.4,20615.4,2475.3,18140.1,3687.4,,0.0,0.0,0.0,0.0,0.0,5044.7,58.6,1098.0,236.4,228.5,3481.8,29347.5,1717.3,3194.8,-1477.5,1849.2,1849.2,,26041.4,25555.3,16889.8,8665.5,3.0,424.5,29607.9,,9273.2,6174.5,,3098.7,807.1,250.0,,,,557.1,5914.7,0.0,419.1,5017.9,15995.0,14170.8,14170.8,,,,4986.9,0.0,424.8,3222.9,920.1,19157.7,35152.7,0.0,10856.5,3.0,10853.5,0.0,12647.1,299.1,23802.7,0.0,23802.7,58955.4,
03/31/2013,59408.6,20856.8,1665.3,19191.5,4098.9,,0.0,0.0,0.0,0.0,0.0,3705.0,,,135.4,0.0,3569.6,28660.7,1738.1,,,1981.2,1981.2,,27028.6,26545.3,17489.5,9055.8,,483.3,30747.9,,9357.0,6215.4,204.8,2936.8,749.4,350.0,,,,399.4,5923.7,,,5058.0,16030.1,14030.0,14030.0,,,,5030.5,,,3287.9,1742.6,19060.5,35090.6,0.0,10700.4,3.0,10697.4,0.0,13275.1,342.5,24318.0,0.0,24318.0,59408.6,
06/30/2013,59612.3,20452.9,1347.3,19105.6,4330.0,,0.0,0.0,0.0,0.0,0.0,4117.9,,,356.3,101.7,3659.9,28900.8,1769.5,,,2000.6,2000.6,,26941.4,26476.7,17488.6,8988.1,,464.7,30711.5,,9444.9,6158.3,,3286.6,749.6,350.0,,,,399.6,5839.6,,,5016.0,16034.1,14091.5,14091.5,,,,4954.2,,,3320.8,1633.4,19045.7,35079.8,0.0,10741.8,3.0,10738.8,0.0,13817.9,-27.2,24532.5,0.0,24532.5,59612.3,
09/30/2013,60263.5,21223.6,2185.7,19037.9,4014.0,,0.0,0.0,0.0,0.0,0.0,4359.3,,,367.9,152.3,3839.1,29596.9,1806.5,,,1984.9,1984.9,,26875.2,26419.2,17497.6,8921.6,,456.0,30666.6,,9418.5,6117.3,,3301.2,350.1,350.0,,,,0.1,6273.8,,,5334.1,16042.4,14514.0,14514.0,,,,4899.0,,,3322.9,1576.1,19413.0,35455.4,0.0,10772.4,3.0,10769.4,0.0,14040.5,-4.8,24808.1,0.0,24808.1,60263.5,
12/31/2013,59574.5,20372.1,1582.1,18790.0,3968.7,,0.0,0.0,0.0,0.0,0.0,5405.0,110.1,906.9,383.0,235.7,3879.4,29745.8,1801.5,3485.0,-1683.5,2023.8,2023.8,,26003.4,25358.2,16917.2,8441.0,240.8,294.3,29828.7,,9553.5,6127.2,,3426.3,918.0,400.0,0.0,0.0,,518.0,5880.0,0.0,812.5,5057.3,16351.5,13573.6,13573.6,0.0,0.0,,4884.2,0.0,315.7,3325.2,430.8,18457.8,34809.3,0.0,10768.1,2.9,10765.2,0.0,13813.9,183.2,24765.2,0.0,24765.2,59574.5,
03/31/2014,61685.5,21964.6,1971.2,19993.4,4457.5,,0.0,0.0,0.0,0.0,0.0,5384.7,,0.0,234.5,0.0,5150.2,31806.8,1811.7,,,2127.2,2127.2,,25939.8,25304.0,16916.7,8387.3,,635.8,29878.7,,10917.9,6707.1,97.7,4113.1,1108.7,590.0,,,,518.7,6467.1,,,5394.1,18493.7,13932.1,13932.1,,,,4914.4,,,3343.1,1571.3,18846.5,37340.2,0.0,10006.4,2.9,10003.5,0.0,14011.5,327.4,24345.3,0.0,24345.3,61685.5,
06/30/2014,62303.6,22024.5,1784.6,20239.9,4547.2,,0.0,0.0,0.0,0.0,0.0,5856.5,,0.0,162.2,79.4,5614.9,32428.2,1829.2,,,2216.4,2216.4,,25829.8,25153.9,17082.9,8071.0,,675.9,29875.4,,11208.9,6945.1,,4263.8,759.4,250.0,,,,509.4,7208.0,,,6254.5,19176.3,14037.8,14037.8,,,,4712.6,,,3216.9,1495.7,18750.4,37926.7,0.0,10157.5,2.7,10154.8,0.0,13744.4,475.0,24376.9,0.0,24376.9,62303.6,
