Date,Revenue,Revenue From Electric,Revenue from Gas,Revenue from Water,Other Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Gross Profit,Operating Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,AFUDC - Equity,Interest Income,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2005,2480.5,400.399994,2025.5,0.0,54.599998,-1441.900024,133.100006,133.100006,,1308.800049,1038.599976,-605.200012,106.099998,111.900002,387.200012,433.399994,-62.4,0.0,,60.0,60.0,0.0,0.0,2.4,370.999994,-135.300003,235.699997,0.0,235.699991,0.0,235.699997,-1.3,0.0,234.399997,234.399997,161.125,1.45,1.45,1.53,162.244995,1.44,1.44,1.52,
06/30/2005,1342.5,468.5,821.1,,52.9,-660.8,159.2,159.2,,501.6,681.7,-583.3,97.5,94.0,391.8,98.4,-63.7,,,72.6,72.6,,,-8.9,34.7,-15.8,18.9,1.8,17.1,,17.1,-0.9,,16.2,16.2,169.933,0.1,0.11,0.11,170.878,0.09,0.1,0.1,
09/30/2005,1303.099976,619.900024,629.599976,0.0,53.599998,-650.299988,254.600006,254.600006,,395.700012,652.799988,-553.5,92.099998,97.099998,364.299988,99.300003,-67.500002,0.0,,67.400002,67.400002,0.0,0.0,0.1,31.800002,-9.0,22.799999,0.0,22.800002,-0.2,22.6,0.0,0.0,22.6,22.6,174.332001,0.13,0.13,0.13,175.238007,0.13,0.13,0.13,
12/31/2005,2535.9,553.9,1913.9,0.0,68.1,-1596.4,205.2,205.2,,1391.2,939.5,-679.5,100.8,104.1,474.6,260.0,-59.2,0.0,,69.3,69.3,0.0,0.0,-10.1,200.8,-79.2,121.6,6.6,115.0,-0.2,114.8,0.0,0.0,114.8,114.8,174.365,0.66,0.7,0.7,174.998,0.65,0.69,0.69,
03/31/2006,2661.100098,424.799988,2180.100098,0.0,56.200001,-1641.400024,130.0,130.0,,1511.400024,1019.700073,-634.5,110.300003,118.199997,406.0,385.200012,-50.899997,0.0,,66.199997,66.199997,0.0,0.0,-15.3,334.300015,-126.300003,208.0,0.0,208.000012,0.0,208.0,0.0,0.0,208.0,208.0,174.703995,1.19,1.19,1.19,176.953003,1.18,1.18,1.18,
06/30/2006,1377.7,444.2,873.2,,60.3,-655.5,115.7,115.7,,539.8,722.2,-617.6,101.2,95.8,420.6,104.6,-50.3,,,59.4,59.4,,,-9.1,54.3,-4.9,49.4,,49.4,,49.4,,,49.4,49.4,174.989,0.28,0.28,0.28,176.121,0.28,0.28,0.28,
09/30/2006,1218.5,565.599976,595.5,0.0,57.400002,-534.099976,172.600006,172.600006,,361.5,684.400024,-552.799988,84.199997,95.900002,372.700012,131.600006,-54.899999,0.0,,67.099998,67.099998,0.0,0.0,-12.2,76.700007,-26.4,50.299999,0.0,50.300008,0.0,50.299999,0.0,0.0,50.299999,50.299999,175.113998,0.29,0.29,0.29,176.294998,0.29,0.29,0.29,
12/31/2006,1924.199951,446.0,1413.800049,0.0,64.400002,-1049.199951,130.399994,130.399994,,918.799988,875.0,-683.5,101.800003,101.099998,480.600006,191.5,-46.800001,0.0,,63.400002,63.400002,0.0,0.0,-16.6,144.699999,-18.0,126.699997,0.0,126.699999,-0.2,126.5,0.0,0.0,126.5,126.5,175.352005,0.72,0.72,0.72,176.615005,0.71,0.71,0.7,
03/31/2007,2862.5,384.399994,2415.5,0.0,62.599998,-1800.900024,128.199997,128.199997,,1672.699951,1061.599976,-665.799988,112.300003,122.599998,430.899994,395.799988,-49.699999,0.0,,61.599998,61.599998,0.0,0.0,-11.9,346.099989,-132.699997,213.399994,0.0,213.399992,0.0,213.399994,0.0,0.0,213.399994,213.399994,175.600006,1.22,1.22,1.22,176.854996,1.21,1.21,1.21,
06/30/2007,1530.400024,457.700012,1011.099976,0.0,61.599998,-787.5,138.100006,138.100006,,649.400024,742.900024,-614.700012,104.599998,98.699997,411.399994,128.199997,-46.099998,0.0,,69.599998,69.599998,0.0,0.0,-23.5,82.099998,-29.9,52.200001,0.0,52.199999,0.0,52.200001,0.0,0.0,52.200001,52.200001,175.845001,0.3,0.3,0.3,177.220001,0.29,0.29,0.29,
