Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
11/30/1999,684.304016,6.987,6.987,0.0,128.084,,,280.160004,0.0,0.0,280.160004,0.0,3.077,,,,418.308014,227.156006,251.707001,-24.551001,0.0,38.84,0.0,,,38.84,265.996006,,61.754002,61.754002,,,,158.143997,,,,,,24.980907,,,,24.980907,244.878906,80.636002,,,,,12.085,,,12.085,92.721002,337.599908,0.0,,,,0.0,,346.700989,346.700989,0.0,346.700989,684.300897,
02/29/2000,675.494995,9.981,9.981,0.0,129.253006,,,283.59201,0.0,0.0,283.59201,0.0,2.844,,,,425.670013,211.856003,239.569,-27.712999,0.0,37.969002,0.0,0.0,0.0,37.969002,249.825005,,75.959,75.959,,,,93.161003,,,,,,27.002998,,,,27.002998,196.123001,121.257004,,,,,13.126,,,13.126,134.383004,330.506005,0.0,,,,0.0,,344.989014,344.989014,0.0,344.989014,675.495019,
05/31/2000,719.085999,11.37,11.37,0.0,141.934006,,,313.475006,0.0,0.0,313.475006,0.0,3.125,,,,469.903992,212.082993,243.501999,-31.419001,0.0,37.098999,0.0,0.0,0.0,37.098999,249.181992,,93.014999,93.014999,,,,2.624,,,,,,24.931001,,,,24.931001,120.57,225.132996,,,,,13.304,,,13.304,238.436996,359.006996,0.0,,,,0.0,,360.079004,360.079004,0.0,360.079004,719.086,
08/31/2000,643.79303,6.89,6.89,0.0,110.733002,,,287.602997,0.0,0.0,287.602997,0.0,3.019,,,,408.244995,198.794006,233.587006,-34.792999,0.0,36.754002,0.0,0.0,0.0,36.754002,235.548008,,76.987,76.987,,,,82.402,,,,,,31.053001,,,,31.053001,190.442001,63.761002,,,,,13.218,,,13.218,76.979002,267.421003,0.0,,,,0.0,,376.372009,376.372009,0.0,376.372009,643.793013,
11/30/2000,668.992981,7.509,7.509,0.0,107.879997,,,322.153015,0.0,0.0,322.153015,0.0,2.813,,,,440.355011,192.766006,,,0.0,35.872002,0.0,,,35.872002,228.638008,,79.988998,79.988998,,,,114.469002,,,,,,33.344002,,,,33.344002,227.802002,42.736,,,,,14.453,,,14.453,57.189,284.991002,0.0,,,,0.0,,384.002014,384.002014,0.0,384.002014,668.993016,
02/28/2001,710.953003,8.802,8.802,0.0,134.662003,,,347.136993,0.0,0.0,347.136993,0.0,2.306,,,,492.907013,192.158005,234.024002,-41.866001,0.0,25.888,0.0,0.0,0.0,25.888,218.046005,,82.483002,82.483002,,,,109.138,,,,,,34.315994,,,,34.315994,225.936996,83.056999,,,,,10.456,,,10.456,93.512999,319.449995,0.0,,,,0.0,,391.502991,391.502991,0.0,391.502991,710.952986,
05/31/2001,795.401978,10.515,10.515,0.0,164.675995,,,402.975006,0.0,0.0,402.975006,0.0,0.531,,,,578.697021,191.514999,,,0.0,25.190001,0.0,0.0,0.0,25.190001,216.705,,108.455002,108.455002,,,,123.601997,,,,,,39.055001,,,,39.055001,271.112,92.93,,,,,10.427,,,10.427,103.357,374.469,0.0,,,,0.0,,376.372009,376.372009,0.0,376.372009,750.841009,
08/31/2001,694.453003,24.556999,24.556999,0.0,160.623993,,,386.903015,0.0,0.0,386.903015,0.0,1.958,,,,574.041992,96.629997,,,0.0,23.781,0.0,0.0,0.0,23.781,120.410997,,99.176003,99.176003,,,,89.140999,,,,,,45.800994,,,,45.800994,234.117996,0.826,,,,,10.498,,,10.498,11.324,245.441996,0.0,,,,0.0,,449.010986,449.010986,0.0,449.010986,694.452982,
11/30/2001,661.882019,10.014,10.014,0.0,168.197998,,,351.01001,0.0,0.0,351.01001,0.0,2.059,,,,531.281006,107.535004,,,0.0,23.066,0.0,0.0,0.0,23.066,130.601004,,93.219002,93.219002,,,,44.120998,,,,,,44.199001,,,,44.199001,181.539001,0.826,,,,,11.519,,,11.519,12.345,193.884001,0.0,,,,0.0,,467.997986,467.997986,0.0,467.997986,661.881987,
02/28/2002,720.221985,3.286,3.286,0.0,173.268005,,,399.084015,0.0,0.0,399.084015,0.0,2.065,,,,577.703003,120.975998,171.063004,-50.087002,0.0,21.542999,,,,21.542999,142.518997,,87.160004,87.160004,,,,88.447998,88.447998,0.0,0.0,,,47.783997,,,,47.783997,223.391998,0.0,0.0,0.0,0.0,,11.351,,,11.351,11.351,234.742998,0.0,0.0,,,0.0,,485.479004,485.479004,0.0,485.479004,720.222002,
05/31/2002,830.218018,61.445,61.445,0.0,182.766998,,,417.460999,0.0,0.0,417.460999,0.0,1.646,,,,663.31897,145.572006,,,0.0,21.327,0.0,0.0,0.0,21.327,166.899006,,91.478996,91.478996,,,,65.084999,65.084999,0.0,0.0,,,44.608002,,,,44.608002,201.171997,100.0,100.0,0.0,0.0,,11.63,,,11.63,111.63,312.801997,0.0,,,,0.0,,517.416016,517.416016,0.0,517.416016,830.218013,
08/31/2002,825.921997,74.69,74.69,0.0,80.774,80.774,,360.846,0.0,0.0,360.846008,0.0,3.563,,,,650.994,152.945999,,,0.0,21.982,0.0,0.0,0.0,21.982,174.927999,,97.388,97.388,,,,6.032,6.032,0.0,0.0,,,56.223,,,,56.223,159.643,100.0,100.0,0.0,0.0,,12.127,,,12.127,112.127,271.77,0.0,,,,0.0,,554.151978,554.151978,0.0,554.151978,825.921978,
11/30/2002,821.385986,31.653999,31.653999,0.0,215.949005,,,401.596008,0.0,0.0,401.596008,0.0,5.734,,,,654.932983,142.839996,,,0.0,23.613001,0.0,0.0,0.0,23.613001,166.452997,,108.002998,108.002998,,,,5.311,5.311,0.0,0.0,,,53.846997,,,,53.846997,167.160995,100.0,100.0,0.0,0.0,,14.044,,,14.044,114.044,281.204995,0.0,529.031982,,,0.0,,11.149,540.180983,0.0,540.180983,821.385978,
02/28/2003,917.617004,34.615002,34.615002,0.0,195.044006,,,466.450012,0.0,0.0,466.450012,0.0,12.636,,,,708.744995,187.158005,248.270004,-61.112,0.0,21.714001,21.700001,19.700001,2.0,0.014,208.872005,,117.586998,117.586998,,,,56.050999,56.050999,0.0,0.0,,,74.465,,,,74.465,248.102997,100.0,100.0,0.0,0.0,,14.945,,,14.945,114.945,363.047997,0.0,524.286987,,,0.0,30.282,0.0,554.568987,0.0,554.568987,917.616983,
05/31/2003,951.651978,32.028999,32.028999,0.0,239.388,,,430.385986,0.0,0.0,430.385986,0.0,8.464,,,,710.267029,218.069,,,0.0,23.316,,,,23.316,241.385,,139.824005,139.824005,,,,14.532,14.532,0.0,0.0,,,93.208998,,,,93.208998,247.565002,100.0,100.0,0.0,0.0,,11.984,,,11.984,111.984,359.549003,0.0,526.560974,,,0.0,65.542,0.0,592.102974,0.0,592.102974,951.651977,
08/31/2003,965.636,45.328,45.328,,71.008,71.008,,409.477,,,,,179.611,,,,705.424,236.606,,,,23.606,,,,23.606,260.212,,115.366,115.366,,,,3.353,,,,,,96.979,,,,96.979,215.698,100.0,,,,,12.921,,,12.921,112.921,328.619,,531.864,,,,105.153,0.0,637.017,,637.017,965.636,
11/30/2003,993.30603,54.962002,54.962002,0.0,214.854004,,,449.743988,0.0,0.0,449.743988,0.0,10.328,,,,729.888,239.552994,,,0.0,23.865,,,,23.865,263.417994,,127.899002,127.899002,,,,6.267,6.267,0.0,0.0,,,88.016005,,,,88.016005,222.182007,100.0,100.0,0.0,0.0,,13.319,,,13.319,113.319,335.501007,0.0,533.599976,,,0.0,124.205002,0.0,657.804977,0.0,657.804977,993.305984,
02/29/2004,1047.886963,61.643002,61.643002,0.0,237.126999,76.167,,466.061005,0.0,0.0,466.061005,0.0,8.65,,,,773.481018,251.459,321.403015,-69.944,0.0,22.947001,16.0,,,6.947001,274.406,,145.516998,145.516998,,,,4.446,4.446,0.0,0.0,,,92.434997,,,,92.434997,242.397995,100.0,100.0,0.0,0.0,,24.736,,,24.736,124.736,367.133995,0.0,534.020996,,,0.0,146.731995,0.0,680.752991,0.0,680.752991,1047.886986,
05/31/2004,1133.936035,61.675999,61.675999,0.0,244.192001,,,523.666016,0.0,0.0,523.666016,0.0,6.959,,,,836.492981,274.812012,,,0.0,22.631001,,,,22.631001,297.443012,,156.408005,156.408005,,,,28.181999,28.181999,0.0,0.0,,,104.073997,,,,104.073997,288.664001,100.0,100.0,0.0,0.0,,25.768,,,25.768,125.768,414.432001,0.0,537.442017,,,0.0,182.061996,0.0,719.504013,0.0,719.504013,1133.936014,
08/31/2004,1105.614014,56.606998,56.606998,0.0,212.483994,,,492.010986,0.0,0.0,492.010986,0.0,5.473,,,,766.575012,310.31601,,,0.0,28.723,,,,28.723,339.03901,,131.494995,131.494995,,,,4.644,4.644,0.0,0.0,,,95.923001,,,,95.923001,232.061996,100.0,100.0,0.0,0.0,,23.099001,,,23.099001,123.099001,355.160997,0.0,538.531982,,,0.0,211.921005,0.0,750.452987,0.0,750.452987,1105.613984,
11/30/2004,1125.05896,25.761999,25.761999,0.0,198.854996,,,503.682007,0.0,0.0,503.682007,0.0,9.248,,,,737.546997,368.203003,,,0.0,19.309,,,,19.309,387.512003,,133.014999,133.014999,,,,6.331,6.331,0.0,0.0,,,88.898996,,,,88.898996,228.244995,111.940002,111.940002,0.0,0.0,,15.638,,,15.638,127.578002,355.822997,0.0,539.27002,,,0.0,229.966003,0.0,769.236023,0.0,769.236023,1125.05902,
02/28/2005,1293.012939,29.099001,29.099001,0.0,76.167,76.167,,576.567017,0.0,0.0,576.567017,0.0,183.123001,,,,864.955994,406.300995,494.464996,-88.164001,0.0,21.756001,15.0,,,6.756001,428.056995,,170.645996,170.645996,,,,65.527,65.527,0.0,0.0,,,93.157997,,,,93.157997,329.330994,128.419006,128.419006,0.0,0.0,,34.286999,,,34.286999,162.706005,492.036999,0.0,541.315979,,,0.0,259.660004,0.0,800.975983,0.0,800.975983,1293.012981,
05/31/2005,1342.497,33.518,33.518,0.0,79.97,79.97,,583.289,0.0,0.0,583.289,0.0,184.897,,,,881.674,439.091,,,0.0,21.732,,,,21.732,460.823,,177.952,177.952,,,,141.779,,,,,,115.045,,,,115.045,434.776,28.315,,,,,34.64,,,34.64,62.955,497.731,0.0,545.288,,,0.0,299.478,0.0,844.766,0.0,844.766,1342.497,
08/31/2005,1331.269,53.8,53.8,0.0,62.037,62.037,,585.248,0.0,0.0,585.248,0.0,168.562,,,,869.647,434.835,,,0.0,26.787,,,,26.787,461.622,,148.341,148.341,,,,106.152,105.252,0.9,0.9,,,119.814,,,,119.814,374.307,35.279,-0.021,35.3,35.3,,32.888,,,32.888,68.167,442.474,0.0,547.895,,,0.0,340.9,0.0,888.795,0.0,888.795,1331.269,
11/30/2005,1367.14,34.977,34.977,,55.616,55.616,,606.366,0.0,0.0,606.366,0.0,171.838,,,,868.797,465.99,,,0.0,32.353,,,,32.353,498.343,,173.341,173.341,,,,44.749,43.849,0.9,0.9,,,116.409,,,,116.409,334.499,85.036,50.036,35.0,35.0,,29.322,,,29.322,114.358,448.857,0.0,550.971,,,0.0,367.312,0.0,918.283,0.0,918.283,1367.14,
02/28/2006,1509.612,21.759,21.759,0.0,76.621,76.621,,669.7,0.0,0.0,669.7,0.0,173.658,,,,941.738,499.298,603.545,-104.247,0.0,68.576,15.0,,,53.576,567.874,,188.614,188.614,,,,60.225,59.263,0.962,0.962,,,96.031,,,,96.031,344.87,134.787,100.0,34.787,34.787,,49.852,,,49.852,184.639,529.509,0.0,606.553,,,0.0,373.55,0.0,980.103,0.0,980.103,1509.612,
05/31/2006,1616.132,26.043,26.043,0.0,70.4,70.4,,738.705,0.0,0.0,738.705,0.0,191.856,,,,1027.004,516.305,,,0.0,72.823,,,,72.823,589.128,,224.301,224.301,,,,31.889,30.889,1.0,1.0,,,138.904,,,,138.904,395.094,134.534,100.034,34.5,34.5,,32.937,,,32.937,167.471,562.565,0.0,623.241,,,0.0,430.326,0.0,1053.567,0.0,1053.567,1616.132,
08/31/2006,1636.718,23.781,23.781,0.0,66.69,66.69,,734.364,0.0,0.0,734.364,0.0,205.91,,,,1030.745,533.335,,,0.0,72.638,,,,72.638,605.973,,190.168,190.168,,,,105.317,104.317,1.0,1.0,,,141.027,,,,141.027,436.512,34.276,-0.024,34.3,34.3,,34.229,,,34.229,68.505,505.017,0.0,647.111,,,0.0,484.59,0.0,1131.701,0.0,1131.701,1636.718,
11/30/2006,1704.668,12.352,12.352,0.0,53.092,53.092,,760.816,0.0,0.0,760.816,0.0,219.694,,,,1045.954,585.109,,,0.0,73.605,,,,73.605,658.714,,222.205,222.205,,,,87.406,86.406,1.0,1.0,,,127.049,,,,127.049,436.66,34.012,0.012,34.0,34.0,,35.09,,,35.09,69.102,505.762,0.0,668.897,,,0.0,530.009,0.0,1198.906,0.0,1198.906,1704.668,
02/28/2007,1885.573,19.455,19.455,0.0,71.413,71.413,,836.116,0.0,0.0,836.116,0.0,223.532,,,,1150.516,651.85,789.222,-137.372,0.0,83.207,10.1,,,73.107,735.057,,254.895,254.895,,,,151.733,150.69,1.043,1.043,,,105.394,,,,105.394,512.022,33.744,0.0,33.744,33.744,,92.432,,,92.432,126.176,638.198,0.0,695.56,,,0.0,572.147,-20.332,1247.375,0.0,1247.375,1885.573,
05/31/2007,1977.15,22.029,22.029,0.0,68.367,68.367,,863.511,0.0,0.0,863.511,0.0,234.42,,,,1188.327,702.431,,,0.0,86.392,,,,86.392,788.823,,249.327,249.327,,,,134.944,133.844,1.1,1.1,,,118.671,,,,118.671,502.942,33.469,-0.031,33.5,33.5,,112.37,,,112.37,145.839,648.781,0.0,710.021,,,0.0,638.298,-19.95,1328.369,0.0,1328.369,1977.15,
08/31/2007,1977.79,7.589,7.589,,56.165,56.165,,820.171,,,,,248.791,,,,1132.716,755.276,,,,89.798,,,,89.798,845.074,,248.762,248.762,,,,88.937,88.437,0.5,0.5,,,85.915,,,,85.915,423.614,27.361,-0.039,27.4,27.4,,115.982,,,115.982,143.343,566.957,0.0,726.842,,,,703.294,-19.303,1410.833,0.0,1410.833,1977.79,
11/30/2007,2109.392,8.38,8.38,,52.769,52.769,,892.228,,,,,258.86,,,,1212.237,804.545,,,,92.61,,,,92.61,897.155,,265.933,265.933,,,,158.678,158.278,0.4,0.4,,,85.477,,,,85.477,510.088,27.28,-0.02,27.3,27.3,,117.695,,,117.695,144.975,655.063,0.0,740.332,,,,732.752,-18.755,1454.329,0.0,1454.329,2109.392,
02/29/2008,2333.161,12.965,12.965,,73.228,73.228,,975.777,,,,,294.955,,,,1356.925,862.497,1037.791,-175.294,0.0,113.739,10.1,,,103.639,976.236,,306.013,306.013,,,,100.678,100.217,0.461,0.461,,,83.333,,,,83.333,490.024,227.153,200.0,27.153,27.153,,127.058,,,127.058,354.211,844.235,0.0,751.074,,,0.0,754.58,-16.728,1488.926,0.0,1488.926,2333.161,
05/31/2008,2376.073,11.891,11.891,0.0,75.393,75.393,0.0,933.957,,,,,301.946,,79.352,301.946,1323.187,926.348,,,0.0,126.538,,,,47.186,1052.886,,373.896,274.56,28.943,,70.393,88.391,7.903,0.5,0.5,,79.988,15.804,134.124,,15.804,0.0,478.091,227.017,200.017,27.0,27.0,,134.124,,,0.0,361.141,839.232,0.0,769.262,110.147,659.115,0.0,784.138,-16.559,1536.841,0.0,1536.841,2376.073,
08/31/2008,2264.152,10.917,10.917,0.0,59.149,59.149,0.0,736.131,,,,,357.114,,89.42,357.114,1163.311,960.524,,,0.0,140.317,,,,50.897,1100.841,,313.996,228.578,23.38,,62.038,60.829,12.1,0.5,0.5,,48.229,17.468,134.049,,17.468,0.0,392.293,176.864,149.964,26.9,26.9,,134.049,,,0.0,310.913,703.206,0.0,779.149,110.19,668.959,0.0,798.144,-16.347,1560.946,0.0,1560.946,2264.152,
11/30/2008,2218.182,138.144,138.144,0.0,45.816,45.816,0.0,601.506,,,,,344.79,,89.315,344.79,1130.256,948.106,,,0.0,139.82,,,,50.505,1087.926,,265.599,177.144,17.672,,70.783,98.968,11.473,0.6,0.6,,86.895,14.926,98.303,,14.926,0.0,379.493,176.683,149.983,26.7,26.7,,98.303,,,0.0,274.986,654.479,0.0,787.77,110.206,677.564,0.0,776.27,-0.337,1563.703,0.0,1563.703,2218.182,
02/28/2009,2379.187,140.597,140.597,0.0,75.876,75.876,0.0,703.157,,,,,368.122,0.0,103.163,368.122,1287.752,938.259,1164.427,-226.168,0.0,153.176,10.1,0.0,10.1,39.913,1091.435,,319.656,237.312,26.551,0.0,55.793,158.985,0.371,0.507,0.507,,158.107,12.129,117.288,0.0,12.129,0.0,490.77,178.062,150.0,28.062,28.062,,117.288,0.0,,0.0,295.35,786.12,0.0,796.134,110.196,685.938,0.0,813.793,-16.86,1593.067,0.0,1593.067,2379.187,
05/31/2009,2550.676,133.58,133.58,0.0,74.692,74.692,0.0,781.085,,,,,464.147,,124.819,464.147,1453.504,922.95,,,0.0,174.222,,,,49.403,1097.172,,389.702,252.702,55.159,,81.841,239.683,0.595,0.6,0.6,,238.488,10.83,106.106,,10.83,0.0,640.215,177.889,149.989,27.9,27.9,,106.106,,,0.0,283.995,924.21,0.0,800.779,110.104,690.675,0.0,842.541,-16.854,1626.466,0.0,1626.466,2550.676,
08/31/2009,2587.3,122.347,122.347,0.0,79.11,79.11,0.0,790.081,,,,,530.044,,100.699,521.992,1521.582,916.162,,,0.0,149.556,,,,48.857,1065.718,,353.943,224.835,36.183,,92.925,201.792,1.237,0.7,0.7,,199.855,0.0,109.622,,0.0,0.0,555.735,177.716,150.016,27.7,27.7,,109.622,,,0.0,287.338,843.073,0.0,815.569,110.435,705.134,0.0,945.512,-16.854,1744.227,0.0,1744.227,2587.3,
11/30/2009,2410.267,15.212,15.212,0.0,68.314,68.314,0.0,751.297,,,,,557.518,,63.643,550.433,1392.341,905.564,,,0.0,112.362,,,,48.719,1017.926,,308.249,191.17,16.504,,100.575,119.391,0.19,0.7,0.7,,118.501,0.0,109.12,,0.0,0.0,427.64,27.533,0.033,27.5,27.5,,109.12,,,0.0,136.653,564.293,0.0,842.727,111.226,731.501,0.0,1020.101,-16.854,1845.974,0.0,1845.974,2410.267,
02/28/2010,2556.191,18.278,18.278,0.0,99.434,99.434,0.0,843.133,,,,,595.567,0.0,57.234,586.711,1556.412,893.453,1171.374,-277.921,0.0,106.326,10.1,0.0,10.1,38.992,999.779,,344.981,244.097,6.327,0.0,94.557,123.2,0.166,0.717,0.717,,122.317,9.17,117.887,0.0,,0.0,477.351,27.371,0.0,27.371,27.371,,117.887,0.0,,0.0,145.258,622.609,0.0,857.667,111.533,746.134,0.0,1095.461,-19.546,1933.582,0.0,1933.582,2556.191,
05/31/2010,6371.95,13.708,13.708,0.0,84.898,84.898,0.0,894.665,,,,,162.487,,95.21,152.227,1155.758,886.652,,,0.0,4329.54,,,,4234.33,5216.192,,379.286,239.777,51.637,,87.872,177.775,0.153,0.7,0.7,,176.922,11.385,118.173,,,0.0,568.446,3727.044,3699.844,27.2,27.2,,118.173,,,0.0,3845.217,4413.663,0.0,875.317,111.857,763.46,0.0,1103.346,-20.376,1958.287,0.0,1958.287,6371.95,
08/31/2010,6577.179,55.163,55.163,0.0,65.982,65.982,0.0,929.17,,,,,184.257,,100.554,173.1,1234.572,880.197,,,0.0,4462.41,,,,4361.856,5342.607,,334.932,227.289,15.499,,92.144,141.198,0.565,0.7,0.7,,139.933,9.708,,,0.0,0.0,485.838,3895.792,3867.092,28.7,28.7,,126.546,,,126.546,4022.338,4508.176,0.0,883.361,111.909,771.452,0.0,1211.231,-25.589,2069.003,0.0,2069.003,6577.179,
11/30/2010,6695.392,74.391,74.391,0.0,66.045,66.045,0.0,1002.982,,,,,194.082,,95.1,183.149,1337.5,893.421,,,0.0,4464.471,,,,4369.371,5357.892,,325.402,214.442,0.524,,110.436,140.257,0.677,0.8,0.8,,138.78,3.595,,,0.0,0.0,469.254,3915.396,3886.896,28.5,28.5,,127.257,,,127.257,4042.653,4511.907,0.0,919.198,112.752,806.446,0.0,1293.595,-29.308,2183.485,0.0,2183.485,6695.392,
02/28/2011,7125.549,41.121,41.121,0.0,119.597,119.597,0.0,1049.477,,,,,199.903,0.0,123.685,192.019,1410.098,1175.317,1687.138,-511.821,0.0,4540.134,10.1,0.0,10.1,4406.349,5715.451,,373.791,267.021,0.772,0.0,105.998,146.138,0.23,0.772,0.772,,145.136,2.742,0.0,0.0,,0.0,522.671,4248.759,4221.181,27.578,27.578,,114.87,0.0,35.744,79.126,4363.629,4886.3,0.0,933.582,112.943,820.639,0.0,1330.724,-25.057,2239.249,0.0,2239.249,7125.549,
05/31/2011,7160.031,156.003,156.003,0.0,85.058,85.058,0.0,1116.341,,,,,183.551,,86.593,177.539,1540.953,949.623,,,0.0,4669.455,,,,4582.862,5619.078,,425.162,279.33,38.236,,107.596,142.924,0.372,0.8,0.8,,141.752,8.743,,,,0.0,576.829,4029.247,4001.147,28.1,28.1,,123.529,,,123.529,4152.776,4729.605,0.0,949.04,113.018,836.022,0.0,1509.393,-28.007,2430.426,0.0,2430.426,7160.031,
