Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1998,554.262024,3.558,3.558,0.0,119.783997,,,82.903999,26.231001,13.322,43.351002,,17.683001,,,223.929001,88.579002,130.147995,-41.569,,241.753998,178.972,,,,62.781998,330.333,,34.914001,34.914001,,,,7.106,,,,,,135.907001,,,135.907001,177.927002,252.205002,,,,,7.378,,,,7.378,259.583002,437.510004,8.816,165.483994,,,0.0,,-57.548,116.751993,0.0,116.751993,554.261997,
12/31/1998,577.700989,5.497,5.497,0.0,136.806,,,80.280998,27.327,9.572,43.382,0.0,29.040001,,,251.623993,89.028999,134.449997,-45.421001,,237.048004,177.494003,,,,59.554001,326.077003,,36.509998,36.509998,,,,4.259,,,,,,144.804,,,144.804,185.572998,218.25,,,,,14.701,,,,14.701,232.951,418.523998,9.058,175.020004,,,0.0,,-24.900999,159.177005,0.0,159.177005,577.701003,
03/31/1999,555.934021,1.757,1.757,0.0,123.716003,,,77.491997,28.212999,11.517,37.762001,0.0,29.424,,,232.389008,88.596001,137.052002,-48.456001,,234.949005,175.311996,175.311996,0.0,,59.637009,323.545006,,36.300999,36.300999,,,,6.014,,,,,,137.216007,,,137.216007,179.531006,180.580002,,,,,9.097,,,,9.097,189.677002,369.208008,9.302,178.164001,,,0.0,,-0.74,186.726001,0.0,186.726001,555.934009,
06/30/1999,557.302,2.032,2.032,0.0,122.502,122.502,,80.179,28.636,13.487,38.056,0.0,29.824,,,234.537,89.074,138.999,-49.925,,233.691,173.603,173.603,0.0,,60.088,322.765,,37.696,37.696,,,,5.628,,,,,,137.197,,,137.197,180.521,153.939,,,,,6.391,,,,6.391,160.33,340.851,9.548,188.787,,,0.0,30.183,-2.519,225.999,0.0,225.999,566.85,
09/30/1999,575.892029,4.31,4.31,0.0,131.188004,,,86.677002,30.281,15.685,40.710999,0.0,31.466999,,,253.641998,90.190002,144.354004,-54.164001,,232.059998,173.373993,173.373993,0.0,,58.686005,322.25,,37.800999,37.800999,,,,3.84,,,,,,136.864998,,,136.864998,178.505997,112.974998,,,,,13.57,,,,13.57,126.544998,305.050995,9.794,204.397995,,,0.0,,56.648998,270.840993,0.0,270.840993,575.891988,
12/31/1999,584.437012,3.803,3.803,0.0,149.270996,,,80.362999,27.155001,14.446,38.762001,0.0,13.893,,,247.330002,91.841003,148.253006,-56.411999,,245.266006,170.735992,170.735992,0.0,,74.530014,337.107009,,34.771,34.771,,,,14.164,,,,,,148.906003,,,148.906003,197.841003,81.105003,,,,,13.329,,,,13.329,94.434003,292.275006,0.0,196.078003,,,0.0,,96.084,292.162003,0.0,292.162003,584.437009,
03/31/2000,592.375,2.226,2.226,0.0,148.016006,,,87.305,31.820999,18.018999,37.465,0.0,16.889999,,,254.436996,93.515999,153.179993,-59.664001,,244.421997,169.112,169.112,0.0,,75.309998,337.937996,,41.363998,41.363998,,,,14.954,,,,,,151.665995,,,151.665995,207.983994,42.299999,,,,,11.038,,,,11.038,53.337999,261.321993,0.0,204.910995,,,0.0,,126.141998,331.052994,0.0,331.052994,592.374987,
06/30/2000,590.98999,2.461,2.461,0.0,150.227005,,,82.977997,31.070999,17.339001,34.568001,0.0,17.607,,,253.272995,95.249001,157.776001,-62.527,,242.468002,167.313995,167.313995,0.0,,75.154007,337.717003,,38.485001,38.485001,,,,10.527,,,,,,150.433998,,,150.433998,199.445999,2.915,,,,,10.601,,,,10.601,13.516,212.961999,0.0,218.707001,,,0.0,,159.320999,378.028,0.0,378.028,590.989999,
09/30/2000,649.411987,23.195999,23.195999,0.0,164.889008,,,86.093002,32.237999,19.181,34.674,0.0,18.013,,,292.19101,99.003998,163.350006,-64.346001,,258.21701,167.455002,167.455002,0.0,,90.762009,357.221008,,42.080002,42.080002,,,,3.91,,,,,,156.870991,,,156.870991,202.860992,13.51,,,,,5.771,,,,5.771,19.281,222.141993,0.0,229.479004,,,0.0,,197.791,427.270004,0.0,427.270004,649.411997,
12/31/2000,692.344971,75.509003,75.509003,0.0,167.712997,,,87.275002,32.759998,20.268999,34.245998,0.0,13.299,,,343.79599,102.608002,170.964996,-68.357002,,245.940994,165.455002,165.455002,0.0,,80.485992,348.548996,,43.310001,43.310001,,,,4.879,,,,,,172.344003,,,172.344003,220.533005,0.0,,,,,20.031,,,,20.031,20.031,240.564005,0.0,214.559006,,,0.0,,237.222,451.781006,0.0,451.781006,692.345011,
03/31/2001,718.049988,89.192001,89.192001,0.0,166.225998,,,96.209999,37.938,21.103001,37.168999,0.0,20.363001,,,371.990997,104.699997,177.046997,-72.347,,241.358994,163.242996,163.242996,0.0,,78.115998,346.058991,,37.078999,37.078999,,,,2.277,,,,,,167.537998,,,167.537998,206.893997,0.0,,,,,19.014999,,,,19.014999,19.014999,225.908996,0.0,223.225006,,,0.0,,268.915985,492.140991,0.0,492.140991,718.049987,
06/30/2001,776.122009,134.514008,134.514008,0.0,162.315002,,,107.477997,43.419998,27.207001,36.851002,0.0,16.862,,,421.169006,109.873001,186.042999,-76.169998,,245.080002,164.757004,164.757004,0.0,,80.322998,354.953003,,47.415001,47.415001,,,,2.179,,,,,,178.848992,,,178.848992,228.442993,0.0,,,,,19.905001,,,,19.905001,19.905001,248.347994,0.0,222.285995,,,0.0,,305.488007,527.774002,0.0,527.774002,776.121996,
09/30/2001,825.046997,164.229996,164.229996,0.0,166.779999,,,115.042999,42.594002,28.229,44.220001,0.0,18.802,,,464.855011,114.292,196.656006,-82.363998,,245.899994,164.617004,164.617004,0.0,,81.28299,360.191994,,44.41,44.41,,,,1.124,,,,,,185.064999,,,185.064999,230.598999,0.0,,,,,19.18,,,,19.18,19.18,249.778999,0.0,222.526993,,,0.0,,352.740997,575.26799,0.0,575.26799,825.046989,
12/31/2001,886.911011,226.798004,226.798004,0.0,182.164001,,,102.718002,31.965,26.305,44.448002,0.0,11.064,,,522.744019,114.207001,200.628006,-86.420998,,249.960007,163.479004,163.479004,0.0,,86.481003,364.167007,,35.979,35.979,,,,1.14,,,,,,243.887012,,,243.887012,281.006012,0.0,,,,,24.16,,,,24.16,24.16,305.166012,0.0,234.216003,,,0.0,,347.528992,581.744995,0.0,581.744995,886.911007,
03/31/2002,930.799011,250.761002,250.761002,0.0,168.014008,,,109.731003,36.153,19.289,54.289001,0.0,14.372,,,542.877991,114.903,206.746994,-91.844002,,273.018005,166.582001,166.582001,0.0,,106.436005,387.921005,,44.624001,44.624001,,,,1.614,,,,,,244.073004,,,244.073004,290.311005,0.0,,,,,24.780001,,,,24.780001,24.780001,315.091005,0.0,238.235001,,,0.0,,377.472992,615.707993,0.0,615.707993,930.798998,
06/30/2002,998.228027,306.40799,306.40799,0.0,179.990005,,,119.341003,38.400002,21.309,59.632,0.0,13.047,,,618.786011,116.452003,216.537994,-100.085999,,262.98999,168.692001,168.692001,0.0,,94.297989,379.441994,,42.862999,42.862999,,,,0.91,,,,,,248.299999,,,248.299999,292.072998,0.0,,,,,26.75,,,,26.75,26.75,318.822998,0.0,248.302994,,,0.0,,431.10199,679.404984,0.0,679.404984,998.227982,
09/30/2002,989.572021,235.789993,235.789993,0.0,167.593994,,,125.300003,40.643002,22.167999,62.488998,0.0,82.069,,,610.752991,116.108002,221.740005,-105.632004,,262.710999,168.837997,168.837997,0.0,,93.873001,378.819,,40.877998,40.877998,,,,1.141,,,,,,254.930007,,,254.930007,296.949005,0.0,,,,,25.490999,,,,25.490999,25.490999,322.440004,0.0,249.074997,,,-54.275002,,472.332008,667.132004,0.0,667.132004,989.572008,
12/31/2002,1015.23999,263.312012,263.312012,0.0,201.093994,,,130.240997,44.629002,16.544001,50.383999,0.0,63.285,,,657.932007,100.329002,203.009003,-102.68,,256.979004,227.944,167.878006,60.065994,,29.035004,357.308006,,45.199001,45.199001,,,,7.486,,,,,,267.014004,,,267.014004,319.699005,0.0,,,,,30.231001,,,,30.231001,30.231001,349.930006,0.0,252.524994,,,-99.295998,507.638,4.443001,665.309998,0.0,665.309998,1015.240004,
03/31/2003,1039.340942,271.571991,271.571991,0.0,197.488998,,,124.852997,56.855,16.74,51.257999,0.0,64.306,,,658.219971,104.516998,220.705002,-116.188004,,276.604004,249.923004,184.979996,64.943008,,26.681,381.121002,,46.030998,46.030998,,,,96.056999,,,,,,271.306015,,,271.306015,413.394012,0.0,,,,,26.556,,,,26.556,26.556,439.950012,0.0,254.807999,,,-199.860001,,544.443008,599.391006,0.0,599.391006,1039.341019,
06/30/2003,1009.442993,283.042999,283.042999,0.0,192.345993,,,122.93,42.221001,15.263,65.445999,0.0,18.457001,,,616.776001,107.669998,227.792007,-120.122002,,284.997009,254.268005,187.582993,66.685013,,30.729004,392.667007,,43.702,43.702,,,,115.837997,,,,,,216.475018,,,216.475018,376.015015,0.0,,,,,28.386999,,,,28.386999,28.386999,404.402014,0.0,270.291992,,,-266.769012,583.713013,17.804993,605.040985,0.0,605.040985,1009.442999,
09/30/2003,1032.166992,288.119995,288.119995,0.0,194.544998,194.544998,,126.150002,43.727001,14.283,68.139999,0.0,16.011,,,624.825989,106.779999,231.623001,-124.843002,,300.561005,264.355988,193.283997,71.071991,,36.205017,407.341003,,43.320999,43.320999,,,,181.110001,,,,,,213.457001,,,213.457001,437.888,0.0,,,,,29.334,,,,29.334,29.334,467.222,0.0,277.36499,,,-351.104004,620.127014,18.556976,564.944977,0.0,564.944977,1032.166977,
12/31/2003,1130.860982,356.781006,356.781006,0.0,214.259995,214.259995,,128.809998,41.768002,14.031,73.011002,0.0,18.504999,,,718.356018,108.161987,239.565994,-131.404007,,304.342987,268.720001,196.556,72.164001,,35.622986,412.504974,,43.883999,43.883999,,,,121.308998,,,,,,213.327999,,,213.327999,378.520996,125.0,,,,,36.862999,,,,36.862999,161.862999,540.383995,0.0,290.412994,,,-423.873993,678.528992,45.408996,590.476989,0.0,590.476989,1130.860984,
04/03/2004,1244.530029,408.60498,408.60498,0.0,222.5,222.5,,132.401993,48.393002,10.1,73.908997,0.0,16.139999,,,779.646973,109.038002,245.556,-136.518005,,355.846008,315.798004,230.815994,84.98201,,40.048004,464.88401,,41.658001,41.658001,,,,235.428986,,,,,,234.837025,,,234.837025,511.924011,120.0,,,,,39.639,,,,39.639,159.639,671.563011,0.0,306.084991,,,-504.46701,719.374023,51.975983,572.967987,0.0,572.967987,1244.530998,
07/03/2004,1270.880005,419.979004,419.979004,0.0,221.951004,221.951004,,132.783997,46.641998,10.767,75.375,0.0,17.704,,,792.417969,126.836998,267.796997,-140.960007,,351.622009,314.696991,229.809998,84.886993,,36.925018,478.459007,,40.939999,40.939999,,,,294.496002,,,,,,227.939976,,,227.939976,563.375977,115.0,,,,,40.571999,,,,40.571999,155.571999,718.947975,0.0,328.48999,,,-598.869995,779.125,43.184006,551.929001,0.0,551.929001,1270.876976,
10/02/2004,1333.469971,471.171021,471.171021,0.0,228.322006,228.322006,,140.960999,50.244999,12.223,78.492996,0.0,16.955,,,857.408997,129.110992,273.686005,-144.575012,,346.950012,310.050995,226.099014,83.951981,,36.899017,476.061005,,50.067001,50.067001,,,,282.696991,,,,,,216.124008,,,216.124008,548.888,110.0,,,,,40.813,,,,40.813,150.813,699.701,0.0,356.048981,,,-598.869995,831.065002,45.524994,633.768982,0.0,633.768982,1333.469982,
12/31/2004,1460.426,539.077,539.077,0.0,271.731,271.731,,139.9,51.777,14.125,73.998,0.0,23.176,,,973.884,135.908,287.37,-151.462,,350.634,313.786,228.537,85.249,,36.848,486.542,,46.18,46.18,,,,206.663,,,,,,240.147,,,240.147,492.99,250.0,,,,,38.75,,,,38.75,288.75,781.74,0.0,367.638,,,-655.161,902.582,63.627,678.686,0.0,678.686,1460.426,
04/02/2005,1482.360962,586.911987,586.911987,0.0,239.634003,239.634003,,148.139999,51.660999,15.104,81.375,0.0,22.749001,,,997.434998,137.363998,291.450012,-154.085999,,347.562012,311.394989,227.352997,84.041992,,36.167023,484.92601,,40.633999,40.633999,,,,335.934998,335.934998,0.0,0.0,,,237.290012,,,237.290012,613.859009,250.0,250.0,0.0,0.0,,39.912998,,,,39.912998,289.912998,903.772007,0.0,380.223999,,,-803.651001,949.177002,52.839005,578.589005,0.0,578.589005,1482.361012,
07/02/2005,1492.394,615.234,615.234,0.0,228.245,228.245,,140.481,48.972,13.011,78.498,0.0,25.903,,,1009.863,139.243,291.375,-152.132,,343.288,373.803,225.266,148.537,,-30.515,482.531,,39.264,39.264,,,,407.439,407.439,0.0,0.0,,,235.878,,,235.878,682.581,250.0,250.0,0.0,0.0,,40.612,,,,40.612,290.612,973.193,0.0,382.644,,,-903.778,1003.242,37.093,519.201,0.0,519.201,1492.394,
10/01/2005,1354.763,488.903,488.903,,221.857,221.857,,140.965,49.405,13.44,78.12,0.0,18.548,,,870.273,139.943,296.778,-156.835,,344.547,308.267,224.849,83.418,,36.28,484.49,,42.045,42.045,,,,403.791,,,,,,263.894,,,263.894,709.73,250.0,,,,,40.4,,,,40.4,290.4,1000.13,,392.191,,,-1098.358,1028.959,31.841,354.633,,354.633,1354.763,
12/31/2005,1428.931,493.588,493.588,0.0,256.809,256.809,,131.554,45.257,12.908,73.389,0.0,31.041,,,912.992,141.03,303.176,-162.146,,374.909,294.934,210.571,84.363,,79.975,515.939,,44.243,44.243,,,,326.286,326.286,0.0,0.0,,,233.362,,,233.362,603.891,500.0,500.0,0.0,0.0,,41.408,,,,41.408,541.408,1145.299,0.0,469.104,,,-1314.446,1104.557,24.417,283.632,0.0,283.632,1428.931,
04/01/2006,1439.887,481.223,481.223,0.0,247.352,247.352,,146.378,52.004,13.846,80.528,0.0,33.471,,,908.424,141.073,309.09,-168.017,,390.39,307.929,214.632,93.297,,82.461,531.463,,52.242,52.242,,,,338.176,338.176,0.0,0.0,,,246.431,,,246.431,636.849,500.0,500.0,0.0,0.0,,43.62,,,,43.62,543.62,1180.469,0.0,488.316,,,-1404.562,1148.712,26.952,259.418,0.0,259.418,1439.887,
07/01/2006,1469.55,489.556,489.556,0.0,238.352,238.352,,161.843,56.494,16.319,89.03,0.0,35.02,,,924.771,144.102,304.294,-160.192,,400.677,311.353,215.931,95.422,,89.324,544.779,,61.398,61.398,,,,362.345,362.345,0.0,0.0,,,249.907,,,249.907,673.65,500.0,500.0,0.0,0.0,,45.332,,,,45.332,545.332,1218.982,0.0,509.726,,,-1484.322,1196.492,28.672,250.568,0.0,250.568,1469.55,
09/30/2006,1501.908,511.567,511.567,0.0,225.935,225.935,,177.291,59.141,20.652,97.498,0.0,32.923,,,947.716,145.691,312.117,-166.426,,408.501,316.934,218.277,98.657,,91.567,554.192,,51.054,51.054,,,,385.893,385.893,0.0,0.0,,,257.562,,,257.562,694.509,500.0,500.0,0.0,0.0,,45.977,,,,45.977,545.977,1240.486,0.0,525.107,,,-1542.215,1246.868,31.662,261.422,0.0,261.422,1501.908,
12/31/2006,1617.313,514.166,514.166,0.0,272.157,272.157,,168.437,51.568,17.4,99.469,0.0,44.92,,,999.68,149.262,310.078,-160.816,,468.371,396.86,265.207,131.653,,71.511,617.633,,47.073,47.073,,,,403.461,403.461,0.0,0.0,,,235.3,,,235.3,685.834,500.0,500.0,0.0,0.0,,69.096,,,,69.096,569.096,1254.93,0.0,555.61,,,-1563.649,1326.757,43.665,362.383,0.0,362.383,1617.313,
03/31/2007,1628.304,503.686,503.686,0.0,278.636,278.636,,177.684,55.114,19.045,103.525,0.0,48.774,,,1008.78,149.908,316.58,-166.672,,469.616,398.237,264.76,133.477,,71.379,619.524,,52.311,52.311,,,,371.504,371.504,0.0,0.0,,,189.956,,,189.956,613.771,500.0,500.0,0.0,0.0,,139.725,,,,139.725,639.725,1253.496,0.0,595.486,,,-1645.166,1378.789,45.699,374.808,0.0,374.808,1628.304,
06/30/2007,1666.741,544.304,544.304,0.0,270.015,270.015,,178.491,53.949,18.795,105.747,0.0,41.597,,,1034.407,151.967,325.014,-173.047,,480.367,400.428,265.648,134.78,,79.939,632.334,,53.52,53.52,,,,389.418,389.418,0.0,0.0,,,200.913,,,200.913,643.851,500.0,500.0,0.0,0.0,,144.211,,,,144.211,644.211,1288.062,0.0,611.404,,,-1720.148,1438.698,48.725,378.679,0.0,378.679,1666.741,
09/29/2007,1782.258,626.465,591.265,35.2,269.58,269.58,,191.121,56.949,20.923,113.249,0.0,42.347,,,1129.513,157.901,338.094,-180.193,,494.844,411.155,272.126,139.029,,83.689,652.745,,52.685,52.685,,,,410.515,410.515,0.0,0.0,,,225.122,,,225.122,688.322,500.0,500.0,0.0,0.0,,138.263,,,,138.263,638.263,1326.585,0.0,646.632,,,-1744.398,1491.981,61.458,455.673,0.0,455.673,1782.258,
12/31/2007,1881.055,693.014,597.333,95.681,317.792,317.792,,175.888,51.426,16.97,107.492,0.0,50.368,,,1237.062,160.856,347.368,-186.512,,483.137,414.385,272.626,141.759,,68.752,643.993,,47.451,47.451,,,,384.176,384.176,0.0,0.0,,,226.807,,,226.807,658.434,500.0,500.0,0.0,0.0,,136.545,,,,136.545,636.545,1294.979,0.0,693.217,,,-1764.297,1590.924,66.232,586.076,0.0,586.076,1881.055,
03/29/2008,1974.348,758.528,700.56,57.968,317.009,317.009,,196.831,59.192,18.694,118.945,0.0,49.33,,,1321.698,163.872,,,,488.778,418.349,274.309,144.04,,70.429,652.65,,57.959,57.959,,,,279.301,279.301,0.0,0.0,,,226.42,,,226.42,563.68,650.0,650.0,0.0,0.0,,143.703,,,,143.703,793.703,1357.383,0.0,718.952,,,-1841.055,1659.399,79.669,616.965,0.0,616.965,1974.348,
06/28/2008,2064.358,830.681,830.681,0.0,304.79,304.79,,206.873,62.938,16.45,127.485,0.0,47.957,,,1390.301,165.929,,,,508.128,427.705,273.814,153.891,,80.423,674.057,,58.33,58.33,,,,334.02,334.02,0.0,0.0,,,228.519,,,228.519,620.869,650.0,650.0,0.0,0.0,,142.872,,,,142.872,792.872,1413.741,0.0,731.303,,,-1918.633,1742.547,95.4,650.617,0.0,650.617,2064.358,
09/27/2008,2103.782,892.6,892.6,0.0,289.271,289.271,,206.231,66.294,17.274,122.663,0.0,45.94,,,1434.042,166.569,,,,503.171,420.793,272.077,148.716,,82.378,669.74,,55.011,55.011,,,,377.488,377.488,0.0,0.0,,,233.699,,,233.699,666.198,650.0,650.0,0.0,0.0,,142.501,,,,142.501,792.501,1458.699,0.0,747.633,,,-1975.351,1814.05,58.751,645.083,0.0,645.083,2103.782,
12/31/2008,1622.898,428.522,428.522,0.0,291.763,291.763,,173.051,59.957,12.899,100.195,0.0,62.966,,,956.302,171.588,372.067,-200.479,,495.008,418.016,268.364,149.652,,76.992,666.596,,47.24,47.24,,,,36.12,36.12,0.0,0.0,,,206.146,,,206.146,289.506,500.0,500.0,0.0,0.0,,172.387,,,,172.387,672.387,961.893,0.0,757.98,,,-2001.797,1913.403,-8.581,661.005,0.0,661.005,1622.898,
04/04/2009,1674.535,431.272,388.153,43.119,279.345,279.345,0.0,190.927,60.232,14.075,116.62,0.0,61.443,,59.226,962.987,183.823,,,0.0,527.725,461.376,289.669,171.707,,66.349,711.548,,93.414,47.592,5.529,,40.293,88.059,88.059,,,,,162.062,,,48.487,343.535,500.0,500.0,,,,165.287,,73.524,77.11,14.653,665.287,1008.822,0.0,765.547,1.483,764.064,-2065.643,1986.75,-20.941,665.713,0.0,665.713,1674.535,
07/04/2009,1802.617,505.681,358.445,147.236,294.936,294.936,0.0,196.316,59.212,15.753,121.351,0.0,61.324,,60.888,1058.257,203.293,,,0.0,541.067,469.719,292.312,177.407,,71.348,744.36,,102.162,51.297,11.196,,39.669,130.757,130.757,,,,,167.177,,,54.144,400.096,500.0,500.0,,,,171.772,,74.423,78.741,18.608,671.772,1071.868,0.0,775.859,1.484,774.375,-2110.682,2056.657,8.915,730.749,0.0,730.749,1802.617,
10/03/2009,1885.561,578.148,390.417,187.731,289.65,289.65,0.0,197.088,59.136,20.917,117.035,0.0,56.961,,56.84,1121.847,209.172,,,0.0,554.542,474.886,292.96,181.926,,79.656,763.714,,124.033,50.355,28.537,,45.141,144.65,144.65,,,,,163.531,,,55.768,432.214,500.0,500.0,,,,172.689,,74.998,80.216,17.475,672.689,1104.903,0.0,787.751,1.485,786.266,-2159.009,2132.593,19.323,780.658,0.0,780.658,1885.561,
12/31/2009,1907.931,630.257,341.111,289.146,314.247,314.247,0.0,178.666,57.223,15.419,106.024,0.0,49.206,0.0,48.969,1172.376,210.926,437.891,-226.965,0.0,524.629,475.242,293.077,182.165,1.782,47.605,735.555,,109.999,49.573,13.267,0.0,47.159,131.772,0.0,0.0,0.0,,131.772,152.797,0.0,0.0,57.717,394.568,500.0,500.0,0.0,0.0,,164.414,0.0,69.044,72.604,22.766,664.414,1058.982,0.0,809.833,1.488,808.345,-2213.174,2236.716,15.574,848.949,0.0,848.949,1907.931,
04/03/2010,1981.242,692.18,297.012,395.168,313.951,313.951,0.0,189.221,64.703,16.122,108.396,0.0,53.865,,53.865,1249.217,208.957,,,0.0,523.068,471.291,291.734,179.557,,51.777,732.025,,119.198,57.823,18.55,,42.825,12.382,12.382,,,,,173.624,,,55.774,305.204,700.0,700.0,,,,162.996,,69.443,72.479,21.074,862.996,1168.2,0.0,826.681,1.493,825.188,-2318.193,2312.234,-7.68,813.042,0.0,813.042,1981.242,
