Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),(Income) Loss from Affiliates,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/2006,53.221,,-16.492,,36.729,,-40.02,35.995,20.641,,,4.025,-3.291,0.841,,,-0.841,0.0,0.0,-2.45,-0.16,,-2.61,0.0,,,-2.61,0.0,-2.61,0.0,0.0,-2.61,-2.61,,62.966,-0.04,-0.04,-0.04,62.966,-0.04,-0.04,-0.04,
09/30/2006,49.034,,-16.789,,32.245,,-43.21,38.403,19.165,,,4.807,-10.965,0.854,,,-0.854,0.0,0.0,-10.111,-0.209,,-10.32,0.0,,,-10.32,0.0,-10.32,0.0,0.0,-10.32,-10.32,,63.23,-0.16,-0.16,-0.16,63.23,-0.16,-0.16,-0.16,
12/31/2006,55.191,,-17.197,,37.994,,-41.718,36.77,22.121,,,4.948,-3.724,-13.335,,,-1.887,0.0,15.222,-17.059,-0.21,,-17.269,0.0,,,-17.269,0.0,-17.269,0.0,0.0,-17.269,-17.269,,64.252,-0.27,-0.27,-0.05,64.252,-0.27,-0.27,-0.05,
03/31/2007,63.761,,-17.529,,46.232,,-41.028,35.335,23.15,,,5.693,5.204,2.251,-0.455,0.045,-0.5,0.0,-1.796,7.455,-0.477,,6.978,0.0,,,6.978,0.0,6.978,0.0,0.0,6.978,6.978,,65.433,0.11,0.11,0.09,69.331,0.1,0.1,0.08,
06/30/2007,76.602997,,-20.247,,56.355997,,-42.908001,,,,,,13.448,0.68,,0.1,-0.9,0.0,0.12,14.128,-0.51,,13.618,0.0,,,13.618,0.0,13.618,0.0,0.0,13.618,13.618,,66.695999,0.2,0.2,0.2,71.207001,0.19,0.19,0.19,
09/30/2007,71.450996,,-18.132,,53.318996,,-44.924,,,,,,8.395,1.108,,,-1.2,0.0,0.092,9.503,-0.043,,9.46,0.0,,,9.46,0.0,9.46,0.0,0.0,9.46,9.46,,67.970001,0.14,0.14,0.14,72.230003,0.13,0.13,0.13,
12/31/2007,72.517,,-19.127,,53.39,,-48.378,,,,,,5.012,0.852,,0.242,-1.595,0.0,0.501,5.864,-0.196,,5.668,0.0,,,5.668,0.0,5.668,0.0,0.0,5.668,5.668,,67.176,0.08,0.08,0.08,71.444,0.08,0.08,0.08,
03/31/2008,74.776,,-19.608,,55.168,,-50.542,43.247,28.059,,,7.295,4.626,0.966,-0.966,0.034,-1.0,0.0,0.0,5.592,-0.288,,5.304,0.0,,,5.304,0.0,5.304,0.0,0.0,5.304,5.304,,69.053,0.08,0.08,0.08,70.86,0.07,0.07,0.07,
06/30/2008,79.902,,-20.243,,59.659,,-55.787,48.786,32.464,,,7.001,3.872,0.443,-0.443,0.257,-0.7,0.0,0.0,4.315,-0.285,,4.03,0.0,,,4.03,0.0,4.03,0.0,0.0,4.03,4.03,,68.581,0.06,0.06,0.06,69.916,0.06,0.06,0.06,
09/30/2008,75.173,,-18.766,,56.407,,-48.527,42.609,28.214,,,5.918,7.88,-1.925,-0.264,0.436,-0.7,0.0,2.189,5.955,-0.798,,5.157,0.0,,,5.157,0.0,5.157,0.0,0.0,5.157,5.157,,67.367,0.08,0.08,0.1,68.704,0.08,0.08,0.1,
12/31/2008,74.125,,-20.233,,53.892,,-48.525,42.574,26.325,,,5.951,5.367,-4.153,0.111,,,0.0,4.042,1.214,64.282,,65.496,0.0,,,65.496,0.0,65.496,0.0,0.0,65.496,65.496,,66.44,0.99,0.99,0.08,66.816,0.98,0.98,0.07,
03/31/2009,70.132,70.132,-17.425,17.425,52.707,0.0,-47.423,41.322,27.854,13.468,5.191,0.91,5.284,0.148,,,-0.2,,0.052,5.432,-2.796,,2.636,0.0,0.0,0.0,2.636,0.0,2.636,0.0,0.0,2.636,3.191,0.555,65.983,0.04,0.04,0.048361,66.447,0.04,0.04,0.048353,
06/30/2009,76.316,76.316,-18.338,18.338,57.978,0.0,-51.725,45.647,29.108,16.539,5.669,0.409,6.253,0.557,,,-0.2,,-0.357,6.81,-2.265,,4.545,0.0,0.0,0.0,4.545,,4.545,0.0,0.0,4.545,4.827,0.282,66.285,0.07,0.07,0.072822,67.373,0.07,0.07,0.072822,
09/30/2009,79.269,79.269,-20.268,20.268,59.001,0.0,-119.195,43.911,27.687,16.224,5.611,69.673,-60.194,-0.271,,,-0.1,,0.371,-60.465,10.523,,-49.942,0.0,0.0,0.0,-49.942,0.0,-49.942,0.0,0.0,-49.942,-4.65455,45.28745,69.528,-0.72,-0.72,-0.066945,69.528,-0.72,-0.72,-0.068644,
12/31/2009,86.616,86.616,-22.81,22.81,63.806,0.0,-49.161,43.38,27.893,15.487,5.781,0.0,14.645,-0.315,,,-0.1,,0.415,14.33,-2.838,,11.492,0.0,0.0,0.0,11.492,0.0,11.492,0.0,0.0,11.492,11.492,0.0,74.482,0.15,0.15,0.15,76.831,0.15,0.15,0.15,
03/31/2010,90.09,90.09,-20.38,20.38,69.71,0.0,-49.013,42.897,27.946,14.951,6.116,0.0,20.697,-0.553,,,-0.1,,0.653,20.144,-5.214,,14.93,0.0,0.0,0.0,14.93,0.0,14.93,0.0,0.0,14.93,14.93,0.0,75.166,0.2,0.2,0.2,77.597,0.19,0.19,0.19,
06/30/2010,108.196,108.196,-21.178,21.178,87.018,0.0,-41.674,43.944,28.939,15.005,6.396,-8.666,45.344,0.156,,,-0.1,,-0.056,45.5,-12.897,,32.603,0.0,0.0,0.0,32.603,,32.603,0.0,0.0,32.603,26.9701,-5.6329,75.703,0.43,0.43,0.356262,77.607,0.42,0.42,0.347418,
09/30/2010,95.947,95.947,-21.014,21.014,74.933,0.0,-53.01,43.108,26.905,16.203,6.592,3.31,21.923,-0.083,,,-0.2,,0.283,21.84,-5.025,,16.815,0.0,0.0,0.0,16.815,0.0,16.815,0.0,0.0,16.815,19.335,2.52,76.081,0.22,0.22,0.254137,78.109,0.22,0.22,0.252263,
12/31/2010,92.893,92.893,-21.137,21.137,71.756,0.0,-56.986,48.854,30.223,18.631,6.893,1.239,14.77,-0.251,,,-0.3,,0.551,14.519,-4.614,,9.905,0.0,0.0,0.0,9.905,0.0,9.905,0.0,0.0,9.905,10.965,1.06,76.333,0.13,0.13,0.143647,78.724,0.13,0.13,0.143465,
03/31/2011,104.856,104.856,-22.63,22.63,82.226,0.0,-61.203,51.813,32.821,18.992,9.39,0.0,21.023,0.089,,,-0.2,,0.111,21.112,-5.271,,15.841,0.0,0.0,0.0,15.841,0.0,15.841,0.0,0.0,15.841,16.943,1.102,76.844,0.21,0.21,0.220486,79.361,0.2,0.2,0.213886,
06/30/2011,120.086,120.086,-28.949,28.949,91.137,0.0,-74.542,64.68,38.586,26.094,9.27,0.592,16.595,-0.306,,,-0.1,,0.406,16.289,-5.127,,11.162,0.0,0.0,0.0,11.162,0.0,11.162,0.0,0.0,11.162,15.00155,3.83955,77.888,0.14,0.14,0.192604,80.321,0.14,0.14,0.187803,
09/30/2011,125.894,125.894,-33.524,33.524,92.37,0.0,-66.058,56.264,34.655,21.609,8.926,0.868,26.312,-0.118,,,-0.1,,0.218,26.194,-6.93,,19.264,0.0,0.0,0.0,19.264,0.0,19.264,0.0,0.0,19.264,20.39825,1.13425,78.455,0.25,0.25,0.259999,80.266,0.24,0.24,0.254131,
12/31/2011,128.905,128.905,-33.355,33.355,95.55,0.0,-69.12,58.569,36.112,22.457,9.568,0.983,26.43,-0.084,,,-0.2,,0.284,26.346,-5.897,,20.449,0.0,0.0,0.0,20.449,0.0,20.449,0.0,0.0,20.449,21.73535,1.28635,78.737,0.26,0.26,0.27605,80.849,0.25,0.25,0.265911,
03/31/2012,135.079,135.079,-34.319,34.319,100.76,0.0,-72.754,61.343,38.717,22.626,10.526,0.885,28.006,-0.812,,,-0.2,,1.012,27.194,-6.21,,20.984,0.0,0.0,0.0,20.984,0.0,20.984,0.0,0.0,20.984,21.7354,0.7514,79.235,0.26,0.26,0.274316,81.856,0.26,0.26,0.26918,
06/30/2012,145.626,145.626,-36.826,36.826,108.8,0.0,-72.788,61.239,39.087,22.152,10.68,0.869,36.012,0.541,,,-0.2,,-0.341,36.553,-8.061,,28.492,0.0,0.0,0.0,28.492,0.0,28.492,0.0,0.0,28.492,28.82805,0.33605,80.384,0.35,0.35,0.358629,82.954,0.34,0.34,0.344051,
09/30/2012,136.496,136.496,-36.146,36.146,100.35,0.0,-95.847,60.36,36.468,23.892,9.952,25.535,4.503,-0.353,,,-0.2,,0.553,4.15,-4.494,,-0.344,0.0,0.0,0.0,-0.344,0.0,-0.344,0.0,0.0,-0.344,24.5667,24.9107,81.437,0.0,0.0,0.301665,81.437,0.0,0.0,0.301665,
12/31/2012,142.84,142.84,-36.362,36.362,106.478,0.0,-89.407,64.935,37.769,27.166,11.711,12.761,17.071,-0.672,,,-0.2,,0.872,16.399,-6.84,,9.559,0.0,0.0,0.0,9.559,0.0,9.559,0.0,0.0,9.559,21.485,11.926,81.043,0.12,0.12,0.265106,82.981,0.12,0.12,0.26372,
03/31/2013,153.58,153.58,-40.731,40.731,112.849,0.0,-150.924,72.629,42.281,30.348,11.282,67.013,-38.075,-0.988,,,-0.2,,1.188,-39.063,-2.92,,-41.983,0.0,0.0,0.0,-41.983,0.0,-41.983,0.0,0.0,-41.983,15.818,57.801,81.248,-0.52,-0.52,0.194688,81.248,-0.52,-0.52,0.191414,
06/30/2013,163.828,163.828,-40.137,40.137,123.691,0.0,-85.79,74.874,47.847,27.027,10.916,0.0,37.901,-0.335,,,-0.2,,0.535,37.566,-8.246,,29.32,0.0,0.0,0.0,29.32,0.0,29.32,0.0,0.0,29.32,29.32,0.0,80.576,0.36,0.36,0.36,82.149,0.36,0.36,0.36,
09/30/2013,164.506,164.506,-39.416,39.416,125.09,0.0,-83.626,72.711,45.224,27.487,10.915,0.0,41.464,0.449,,,,,-0.449,41.913,-7.376,,34.537,0.0,0.0,0.0,34.537,0.0,34.537,0.0,0.0,34.537,34.537,0.0,79.967,0.43,0.43,0.43,81.848,0.42,0.42,0.42,
12/31/2013,178.292,178.292,-41.816,41.816,136.476,0.0,-83.553,72.583,44.694,27.889,10.97,0.0,52.923,-0.199,,,,,0.199,52.724,-10.302,,42.422,0.0,0.0,0.0,42.422,0.0,42.422,0.0,0.0,42.422,42.422,0.0,80.432,0.53,0.53,0.53,82.438,0.51,0.51,0.51,
03/31/2014,180.646,180.646,-43.395,43.395,137.251,0.0,-95.447,82.067,52.888,29.179,13.38,0.0,41.804,0.601,,,,,-0.601,42.405,-9.961,,32.444,0.0,0.0,0.0,32.444,0.0,32.444,0.0,0.0,32.444,32.444,0.0,81.12,0.4,0.4,0.4,82.817,0.39,0.39,0.39,
06/30/2014,192.531,192.531,-47.055,47.055,145.476,0.0,-96.744,83.455,56.386,27.069,13.289,0.0,48.732,-0.093,,,,,0.093,48.639,-13.039,,35.6,0.0,0.0,0.0,35.6,0.0,35.6,0.0,0.0,35.6,35.6,0.0,81.027,0.44,0.44,0.44,82.341,0.43,0.43,0.43,
09/30/2014,189.876,189.876,-44.822,44.822,145.054,0.0,-93.507,80.653,52.368,28.285,12.854,0.0,51.547,-1.999,,,,,1.999,49.548,-11.301,,38.247,0.0,0.0,0.0,38.247,0.0,38.247,0.0,0.0,38.247,38.247,0.0,80.629,0.47,0.47,0.47,82.014,0.47,0.47,0.47,
12/31/2014,198.6,198.6,-47.938,47.938,150.662,0.0,-99.169,85.893,55.62,30.273,13.276,0.0,51.493,-1.716,,,,,1.716,49.777,-10.236,,39.541,0.0,0.0,0.0,39.541,0.0,39.541,0.0,0.0,39.541,39.541,0.0,80.266,0.49,0.49,0.49,81.691,0.48,0.48,0.48,
03/31/2015,198.086,198.086,-46.996,46.996,151.09,0.0,-102.166,88.281,,,13.885,0.0,48.924,-1.452,,,,,1.452,47.472,-11.295,,36.177,0.0,0.0,0.0,36.177,0.0,36.177,0.0,0.0,36.177,36.177,0.0,80.459,0.45,0.45,0.45,81.824,0.44,0.44,0.44,
06/30/2015,209.488,209.488,-50.854,50.854,158.634,0.0,-116.309,100.625,,,15.684,0.0,42.325,0.174,,,,,-0.174,42.499,-11.149,,31.35,0.0,0.0,0.0,31.35,0.0,31.35,0.0,0.0,31.35,31.35,0.0,80.257,0.39,0.39,0.39,81.394,0.39,0.39,0.39,
09/30/2015,207.636,207.636,-50.06,50.06,157.576,0.0,-119.53,101.751,,,17.779,0.0,38.046,-1.568,,,,,1.568,36.478,-8.862,0.0,27.616,0.0,0.0,0.0,27.616,0.0,27.616,0.0,0.0,27.616,27.616,0.0,79.808,0.35,0.35,0.35,81.092,0.34,0.34,0.34,
12/31/2015,230.276,230.276,-57.466,57.466,172.81,0.0,-113.471,99.582,,,13.889,0.0,59.339,0.313,,,,,-0.313,59.652,-10.775,0.0,48.877,0.0,0.0,0.0,48.877,0.0,48.877,0.0,0.0,48.877,48.877,0.0,79.481,0.61,0.61,0.61,81.051,0.6,0.6,0.6,
03/31/2016,238.72,238.72,-58.093,58.093,180.627,0.0,-127.293,112.21,,,15.083,0.0,53.334,-0.427,,,,,0.427,52.907,-12.361,,40.546,0.0,0.0,0.0,40.546,0.0,40.546,0.0,0.0,40.546,40.546,0.0,79.831,0.51,0.51,0.51,81.32,0.5,0.5,0.5,
06/30/2016,269.362,269.362,-64.146,64.146,205.216,0.0,-140.08,121.467,,,18.613,0.0,65.136,0.125,,,,,-0.125,65.261,-15.113,,50.148,0.0,0.0,0.0,50.148,0.0,50.148,0.0,0.0,50.148,50.148,0.0,79.951,0.63,0.63,0.63,81.281,0.62,0.62,0.62,
09/30/2016,278.589,278.589,-69.387,69.387,209.202,0.0,-147.123,126.708,,,20.415,0.0,62.079,1.463,,,,,-1.463,63.542,-11.698,-0.477,51.367,0.0,0.0,0.0,51.367,0.0,51.367,0.0,0.0,51.367,51.367,0.0,79.977,0.64,0.64,0.64,81.466,0.63,0.63,0.63,
12/31/2016,293.203,293.203,-72.954,72.954,220.249,0.0,-151.877,130.268,,,21.609,0.0,68.372,-7.516,,,,,7.516,60.856,-12.028,-1.207,47.621,0.0,0.0,0.0,47.621,0.0,47.621,0.0,0.0,47.621,47.621,0.0,79.667,0.6,0.6,0.6,81.248,0.59,0.59,0.59,
03/31/2017,310.341,310.341,-74.716,74.716,235.625,0.0,-173.952,151.148,,,22.804,0.0,61.673,1.645,,,-1.195,,-0.45,63.318,7.223,-1.121,69.42,0.0,0.0,0.0,69.42,0.0,69.42,0.0,0.0,69.42,69.42,0.0,79.904,0.87,0.87,0.87,81.534,0.85,0.85,0.85,
06/30/2017,356.482,356.482,-85.565,85.565,270.917,0.0,-187.348,162.964,,,24.384,0.0,83.569,3.212,,,-1.441,,-1.771,86.781,-15.387,-2.215,69.179,0.0,0.0,0.0,69.179,0.0,69.179,0.0,0.0,69.179,69.179,0.0,80.188,0.86,0.86,0.86,81.631,0.85,0.85,0.85,
09/30/2017,385.267,385.267,-92.779,92.779,292.488,0.0,-193.725,169.524,,,24.201,0.0,98.763,3.75,,,-1.826,,-1.924,102.513,-18.344,-1.614,82.555,0.0,0.0,0.0,82.555,0.0,82.555,0.0,0.0,82.555,82.555,0.0,80.163,1.03,1.03,1.03,81.789,1.01,1.01,1.01,
12/31/2017,421.323,421.323,-103.406,103.406,317.917,0.0,-208.311,182.141,,,26.17,0.0,109.606,2.581,,,-2.486,,-0.095,112.187,-103.654,1.731,10.264,0.0,0.0,0.0,10.264,0.0,10.264,0.0,0.0,10.264,10.264,0.0,80.064,0.13,0.13,0.13,81.357,0.13,0.13,0.13,
03/31/2018,436.924,436.924,-109.516,109.516,327.408,0.0,-229.216,199.625,,,29.591,0.0,98.192,2.353,,,-2.176,,-0.177,100.545,-2.902,-1.777,95.866,0.0,0.0,0.0,95.866,0.0,95.866,0.0,0.0,95.866,95.866,0.0,80.036,1.2,1.2,1.2,81.628,1.17,1.17,1.17,
06/30/2018,490.259,490.259,-124.677,124.677,365.582,0.0,-242.891,212.087,,,30.804,0.0,122.691,-5.182,,,-1.917,,7.099,117.509,-7.703,-3.701,106.105,0.0,0.0,0.0,106.105,0.0,106.105,0.0,0.0,106.105,106.105,0.0,80.216,1.32,1.32,1.32,81.471,1.3,1.3,1.3,
09/30/2018,505.289,505.289,-133.508,133.508,371.781,0.0,-246.573,213.873,,,32.7,0.0,125.208,1.397,,,-2.234,,0.837,126.605,-24.601,-1.132,100.872,0.0,0.0,0.0,100.872,0.0,100.872,0.0,0.0,100.872,100.872,0.0,80.111,1.26,1.26,1.26,81.359,1.24,1.24,1.24,
12/31/2018,534.02,534.02,-150.924,150.924,383.096,0.0,-262.623,226.819,,,35.804,0.0,120.473,1.519,,,-2.249,,0.73,121.992,-22.517,-2.083,97.392,0.0,0.0,0.0,97.392,0.0,97.392,0.0,0.0,97.392,97.392,0.0,79.891,1.22,1.22,1.22,80.943,1.2,1.2,1.2,
03/31/2019,548.971,548.971,-146.875,146.875,402.096,0.0,-314.395,247.11,,,37.503,29.782,87.701,-3.113,,,-2.633,,5.746,84.588,-8.796,-3.944,71.848,0.0,0.0,0.0,71.848,0.0,71.848,0.0,0.0,71.848,95.37578,23.52778,79.86,0.9,0.9,1.194287,80.687,0.89,0.89,1.181593,
06/30/2019,600.697,600.697,-168.408,168.408,432.289,0.0,-255.799,267.948,,,38.851,-51.0,176.49,17.357,,,-3.465,,-13.892,193.847,-43.121,-3.584,147.142,0.0,0.0,0.0,147.142,0.0,147.142,0.0,0.0,147.142,106.852,-40.29,79.943,1.84,1.84,1.336602,80.59,1.83,1.83,1.330062,
09/30/2019,607.341,607.341,-169.787,169.787,437.554,0.0,-310.402,277.514,,,39.68,-6.792,127.152,1.267,,,-3.478,,2.211,128.419,-25.895,0.0,102.524,0.0,0.0,0.0,102.524,0.0,102.524,0.0,0.0,102.524,97.15832,-5.36568,79.332,1.29,1.29,1.224705,79.825,1.28,1.28,1.212782,
12/31/2019,649.787,649.787,-177.829,177.829,471.958,0.0,-320.808,279.481,,,41.327,0.0,151.15,4.647,,,-2.906,,-1.741,155.797,-34.535,0.0,121.262,0.0,0.0,0.0,121.262,0.0,121.262,0.0,0.0,121.262,121.262,0.0,78.578,1.54,1.54,1.54,79.137,1.53,1.53,1.53,
03/31/2020,550.963,550.963,-156.607,156.607,394.356,0.0,-324.438,282.906,,,41.532,0.0,69.918,-16.563,,,-1.986,,18.549,53.355,1464.776,0.0,1518.131,0.0,0.0,0.0,1518.131,0.0,1518.131,0.0,0.0,1518.131,35.108241,-1483.022759,78.592,19.32,19.32,0.446715,79.028,19.21,19.21,0.444211,
06/30/2020,352.314,352.314,-127.986,127.986,224.328,0.0,-297.328,256.967,,,40.361,0.0,-73.0,-0.493,,,-0.473,,0.966,-73.493,32.891,0.0,-40.602,0.0,0.0,0.0,-40.602,0.0,-40.602,0.0,0.0,-40.602,-40.080269,0.521731,78.769,-0.52,-0.52,-0.508833,78.769,-0.52,-0.52,-0.513376,
09/30/2020,516.133,,,,349.55107425,,,,,,,,30.38,,,,,,,24.967,,,16.837,,,,,,16.837,,,16.837,29.404,,,0.241,0.241,0.509,,0.241,0.241,0.509,
12/31/2020,653.667,,,,459.14223747,,,,,,,,122.017,,,,,,,117.956,,,83.367,,,,,,83.367,,,83.367,96.573,,,1.044,1.044,1.35,,1.044,1.044,1.35,
