Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),(Income) Loss from Affiliates,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/2007,233.278,,,-128.195,,105.083,0.0,-78.441,28.13,22.213,,50.311,26.642,-2.066,2.093,,,0.0,-0.027,24.576,-10.56,,14.016,0.0,,,14.016,0.0,14.016,0.0,0.0,14.016,14.016,,214.092,0.065,0.065,0.0675,224.988,0.0625,0.0625,0.065,
09/30/2007,243.495,,,-135.038,,108.457,0.0,-82.866,29.107,23.803,,53.759,25.591,-1.773,2.241,,,0.0,-0.468,23.818,-9.259,,14.559,0.0,,,14.559,0.0,14.559,0.0,0.0,14.559,14.559,,218.652,0.0675,0.0675,0.0675,230.224,0.0625,0.0625,0.0625,
12/31/2007,414.735,,,-229.621,,185.114,0.0,-141.952,54.874,39.995,,87.078,43.162,-9.462,9.945,,,,-0.483,33.7,-12.168,,21.532,,,,21.532,,21.532,0.0,0.0,21.532,21.532,,266.802,0.08,0.08,0.08,277.696,0.08,0.08,0.08,
03/31/2008,491.908,,,-268.594,,223.314,0.0,-160.632,64.103,44.769,,96.529,62.682,-11.206,10.301,10.301,,0.0,0.905,51.476,-20.598,,30.878,0.0,,,30.878,0.0,30.878,0.0,0.0,30.878,30.878,,269.116,0.115,0.115,0.12,279.364,0.11,0.11,0.115,
06/30/2008,484.392,,,-264.684,,219.708,0.0,-158.145,61.759,45.326,,96.386,61.563,-11.109,8.411,8.411,,0.0,2.698,50.454,-19.465,,30.989,0.0,,,30.989,0.0,30.989,0.0,0.0,30.989,30.989,,270.574,0.115,0.115,0.12,280.602,0.11,0.11,0.115,
09/30/2008,481.614,,,-269.805,,211.809,0.0,-161.242,60.423,,,100.819,50.567,-10.612,8.19,,,,2.422,39.955,-16.027,,23.928,-1.14,,,25.068,,25.068,0.0,0.0,25.068,25.068,,273.17,0.09,0.09,0.095,282.38,0.09,0.085,0.09,
12/31/2008,464.766,,,-267.948,,196.818,0.0,-164.97,64.514,,,100.456,31.848,-9.81,8.631,8.631,,,1.179,22.038,-7.723,,14.315,1.351,,,12.964,0.0,12.964,0.0,0.0,12.964,12.964,1.316,278.976,0.045,0.051312,0.054718,284.756,0.045,0.049744,0.054622,
03/31/2009,510.87,510.87,,-281.299,281.299,229.571,0.0,-168.65,66.372,,8.274,94.004,60.921,-7.537,7.578,7.578,0.0,,-0.041,53.384,-21.366,,32.018,-0.286,-0.286,0.0,32.304,0.0,32.304,0.0,0.0,32.304,32.53995,0.52195,279.586,0.115,0.115,0.116386,285.578,0.115,0.11,0.111827,
06/30/2009,486.355,486.355,,-266.107,266.107,220.248,0.0,-165.491,66.423,,8.246,90.822,54.757,-7.618,7.724,,,,-0.106,47.139,-18.684,,28.455,-0.402,-0.402,0.0,28.857,0.0,28.857,0.0,0.0,28.857,28.62075,0.16575,280.446,0.105,0.1,0.102055,287.0,0.1,0.1,0.100578,
09/30/2009,494.812,494.812,,-269.708,269.708,225.104,0.0,-169.059,65.893,,8.373,94.793,56.045,-7.757,7.78,,,,-0.023,48.288,-18.147,,30.141,0.986,0.986,0.0,29.155,0.0,29.155,0.0,0.0,29.155,30.6948,0.5538,281.492,0.105,0.105,0.109043,288.094,0.1,0.105,0.106923,
12/31/2009,555.905,555.905,,-303.015,303.015,252.89,0.0,-193.165,78.035,,9.22,105.91,59.725,-3.219,7.817,7.817,0.0,,-4.598,56.506,-19.983,,36.523,-0.682,-0.682,0.0,37.205,0.0,37.205,0.0,0.0,37.205,34.12125,-2.40175,282.768,0.13,0.13,0.120668,289.196,0.13,0.125,0.116695,
03/31/2010,603.516,603.516,,-320.226,320.226,283.29,0.0,-193.361,75.087,,9.229,109.045,89.929,-7.115,7.276,,,,-0.161,82.814,-30.831,,51.983,-1.953,-1.953,0.0,53.936,0.0,53.936,0.0,0.0,53.936,52.035,0.052,284.388,0.19,0.185,0.182972,290.248,0.185,0.18,0.180179,
06/30/2010,584.681,584.681,,-323.415,323.415,261.266,0.0,-191.657,75.679,,9.162,106.816,69.609,-7.017,7.155,,,,-0.138,62.592,-24.686,,37.906,0.0,0.0,0.0,37.906,0.0,37.906,0.0,0.0,37.906,38.6795,0.7735,285.684,0.135,0.135,0.135392,290.992,0.13,0.13,0.132658,
09/30/2010,607.621,607.621,,-346.197,346.197,261.424,0.0,-196.217,77.671,,9.549,108.997,65.207,-6.912,7.186,,,,-0.274,58.295,-22.394,,35.901,0.0,0.0,0.0,35.901,0.0,35.901,0.0,0.0,35.901,36.04595,0.14495,286.516,0.125,0.125,0.125808,291.596,0.125,0.125,0.125497,
12/31/2010,674.063,674.063,,-386.563,386.563,287.5,0.0,-214.368,81.791,,10.056,122.521,73.132,-6.708,6.699,6.699,0.0,,0.009,66.424,-25.096,,41.328,0.0,0.0,0.0,41.328,0.0,41.328,0.0,0.0,41.328,42.22175,0.89375,289.524,0.145,0.145,0.145832,294.112,0.14,0.14,0.143039,
03/31/2011,786.648,786.648,,-443.002,443.002,343.646,0.0,-236.275,89.761,,10.839,135.675,107.371,-11.648,6.409,,,,5.239,95.723,-37.541,,58.182,0.0,0.0,0.0,58.182,0.0,58.182,0.0,0.0,58.182,61.68615,3.50415,291.222,0.2,0.2,0.211818,295.84,0.195,0.195,0.206844,
06/30/2011,759.684,759.684,,-437.448,437.448,322.236,0.0,-243.75,91.395,,11.747,140.608,78.486,-2.674,4.671,,,,-1.997,75.812,-29.106,,46.706,0.0,0.0,0.0,46.706,0.0,46.706,0.0,0.0,46.706,47.2013,0.4953,291.834,0.16,0.16,0.16174,296.262,0.16,0.16,0.161672,
09/30/2011,783.898,783.898,,-449.576,449.576,334.322,0.0,-248.834,92.986,,12.314,143.534,85.488,-5.47,4.847,,,,0.623,80.018,-30.787,,49.231,0.0,0.0,0.0,49.231,0.0,49.231,0.0,0.0,49.231,51.1225,1.8915,292.65,0.17,0.17,0.174688,296.804,0.17,0.17,0.174688,
12/31/2011,939.632,939.632,,-547.843,547.843,391.789,0.0,-301.651,117.8,,15.029,168.822,90.138,-5.92,,7.156,,,-1.236,84.218,-28.073,,56.145,0.0,0.0,0.0,56.145,,56.145,0.0,0.0,56.145,62.1666,6.0216,293.278,0.19,0.19,0.211972,298.068,0.19,0.19,0.210202,
03/31/2012,1031.777,1031.777,,-584.394,584.394,447.383,0.0,-313.775,121.714,,14.893,177.168,133.608,-5.511,7.367,,,,-1.856,128.097,-47.106,,80.991,0.0,0.0,0.0,80.991,0.0,80.991,0.0,0.0,80.991,74.8823,-6.1087,294.278,0.28,0.28,0.254461,299.342,0.27,0.27,0.249593,
06/30/2012,1006.531,1006.531,,-584.6,584.6,421.931,0.0,-313.364,121.698,,15.353,176.313,108.567,-7.368,7.356,,,,0.012,101.199,-37.201,,63.998,0.0,0.0,0.0,63.998,0.0,63.998,0.0,0.0,63.998,60.77075,-3.22725,295.29,0.22,0.22,0.2058,300.152,0.21,0.21,0.199248,
09/30/2012,1016.707,1016.707,,-607.002,607.002,409.705,0.0,-318.271,121.049,,16.715,180.507,91.434,-8.182,7.964,,,,0.218,83.252,-29.204,,54.048,0.0,0.0,0.0,54.048,0.0,54.048,0.0,0.0,54.048,56.258,2.21,296.437,0.18,0.18,0.189781,301.172,0.18,0.18,0.187338,
12/31/2012,1067.915,1067.915,,-622.794,622.794,445.121,0.0,-340.777,131.13,,17.132,192.515,104.344,-7.725,,8.611,,,-0.886,96.619,-34.431,,62.188,0.0,0.0,0.0,62.188,,62.188,0.0,0.0,62.188,61.7967,-0.3913,297.213,0.21,0.21,0.207921,302.075,0.21,0.21,0.207921,
03/31/2013,1195.997,1195.997,,-694.048,694.048,501.949,0.0,-360.361,137.056,,17.697,205.608,141.588,-9.82,8.595,,,,1.225,131.768,-47.176,,84.592,0.0,0.0,0.0,84.592,0.0,84.592,0.0,0.0,84.592,86.3652,1.7732,298.226,0.28,0.28,0.289596,302.937,0.28,0.28,0.285853,
06/30/2013,1251.748,1251.748,,-741.875,741.875,509.873,0.0,-378.495,146.012,,19.335,213.148,131.378,-14.94,12.492,,,,2.448,116.438,-40.716,,75.722,0.0,0.0,0.0,75.722,0.0,75.722,0.0,0.0,75.722,82.48525,6.76325,299.159,0.25,0.25,0.275724,303.657,0.25,0.25,0.272273,
09/30/2013,1298.094,1298.094,,-780.187,780.187,517.907,0.0,-394.512,153.546,,20.818,220.148,123.395,-14.35,15.2,,,,-0.85,109.045,-35.6,,73.445,0.0,0.0,0.0,73.445,0.0,73.445,0.0,0.0,73.445,76.7717,3.3267,300.223,0.24,0.24,0.255716,304.685,0.24,0.24,0.250918,
12/31/2013,1316.689,1316.689,,-771.016,771.016,545.673,0.0,-411.854,160.438,,23.119,228.297,133.819,-15.243,14.538,14.644,-0.106,,0.705,118.576,-40.712,,77.864,0.0,0.0,0.0,77.864,,77.864,0.0,0.0,77.864,83.6659,5.8019,300.644,0.26,0.26,0.278289,305.199,0.26,0.26,0.278289,
03/31/2014,1625.777,1625.777,,-973.893,973.893,651.884,0.0,-478.05,184.53,,26.711,266.809,173.834,-15.124,16.118,,,0.0,-0.994,158.71,-54.021,-0.036,104.653,0.0,0.0,0.0,104.653,0.0,104.653,0.0,0.0,104.653,106.22795,1.57495,301.406,0.35,0.35,0.352441,305.514,0.34,0.34,0.345155,
06/30/2014,1709.132,1709.132,,-1038.073,1038.073,671.059,0.0,-497.463,186.585,,29.927,280.951,173.596,-13.931,15.628,,,0.0,-1.697,159.665,-54.341,-0.442,104.882,0.0,0.0,0.0,104.882,0.0,104.882,0.0,0.0,104.882,107.987,3.105,302.03,0.35,0.35,0.357537,305.837,0.34,0.34,0.350152,
09/30/2014,1721.024,1721.024,,-1056.613,1056.613,664.411,0.0,-508.223,192.229,,30.498,285.496,156.188,-16.388,16.394,,,0.0,-0.006,139.8,-47.564,-0.721,91.515,0.0,0.0,0.0,91.515,0.0,91.515,0.0,0.0,91.515,93.8589,2.3439,302.724,0.3,0.3,0.310048,306.206,0.3,0.3,0.307655,
12/31/2014,1684.131,1684.131,,-1019.572,1019.572,664.559,0.0,-518.309,199.544,,33.583,285.182,146.25,-16.537,15.807,15.965,-0.158,0.0,0.73,129.713,-48.338,-0.906,80.469,0.0,0.0,0.0,80.469,0.0,80.469,0.0,0.0,80.469,81.85935,1.39035,303.191,0.27,0.27,0.269993,306.601,0.26,0.26,0.264535,
03/31/2015,1773.912,1773.912,,-1074.433,1074.433,699.479,0.0,-513.553,203.241,,29.453,280.859,185.926,-16.825,14.906,,,0.0,1.919,169.101,-60.098,-1.908,107.095,0.0,0.0,0.0,107.095,0.0,107.095,0.0,0.0,107.095,115.3336,8.2386,304.003,0.35,0.35,0.379383,306.961,0.35,0.35,0.376839,
06/30/2015,1838.07,1838.07,,-1114.126,1114.126,723.944,0.0,-523.659,205.796,,29.782,288.081,200.285,-14.719,14.622,,,0.0,0.097,185.566,-64.682,-1.162,119.722,0.0,0.0,0.0,119.722,0.0,119.722,0.0,0.0,119.722,122.00695,2.28495,304.286,0.39,0.39,0.400961,307.247,0.39,0.39,0.397437,
09/30/2015,1831.732,1831.732,,-1118.953,1118.953,712.779,0.0,-546.034,207.887,,30.883,307.264,166.745,-11.794,14.722,,,0.0,-2.928,154.951,-52.475,-1.13,101.346,0.0,0.0,0.0,101.346,0.0,101.346,0.0,0.0,101.346,104.438882,3.092882,305.059,0.33,0.33,0.342356,307.728,0.33,0.33,0.340051,
12/31/2015,1748.919,1748.919,,-1051.592,1051.592,697.327,0.0,-545.656,211.409,,32.002,302.245,151.671,-12.259,13.092,13.256,-0.164,0.0,-0.833,139.412,-42.448,-1.904,95.06,0.0,0.0,0.0,95.06,0.0,95.06,0.0,0.0,95.06,99.603133,4.543133,305.52,0.31,0.31,0.326012,308.028,0.31,0.31,0.324749,
03/31/2016,1921.476,1921.476,,-1161.039,1161.039,760.437,0.0,-574.765,218.318,,31.688,324.759,185.672,-20.011,14.592,,,0.0,5.419,165.661,-53.128,-0.362,112.171,0.0,0.0,0.0,112.171,0.0,112.171,0.0,0.0,112.171,135.658502,23.487502,306.157,0.37,0.37,0.443101,309.193,0.36,0.36,0.435964,
06/30/2016,2304.806,2304.806,,-1398.99,1398.99,905.816,0.0,-673.371,250.086,,52.501,370.784,232.445,-24.187,24.649,,,0.0,-0.462,208.258,-70.262,-0.186,137.81,-4.975,-4.975,0.0,142.785,0.0,142.785,0.0,0.0,142.785,145.861471,8.051471,306.718,0.47,0.45,0.475556,309.778,0.46,0.45,0.475556,
09/30/2016,2207.343,2207.343,,-1351.899,1351.899,855.444,0.0,-672.043,258.332,,52.979,360.732,183.401,-23.751,24.761,,,0.0,-1.01,159.65,-49.835,0.029,109.844,-12.844,-12.844,0.0,122.688,0.0,122.688,0.0,0.0,122.688,113.963769,4.119769,307.19,0.4,0.36,0.370988,310.036,0.39,0.35,0.363288,
12/31/2016,2150.406,2150.406,,-1320.4,1320.4,830.006,0.0,-668.126,259.644,,54.265,354.217,161.88,-18.168,23.68,23.856,-0.176,0.0,-5.512,143.712,-47.341,-0.073,96.298,9.967,9.967,0.0,86.331,0.0,86.331,0.0,0.0,86.331,95.650243,-0.647757,307.514,0.28,0.31,0.311044,310.12,0.28,0.31,0.307911,
03/31/2017,2342.843,2342.843,,-1412.75,1412.75,930.093,0.0,-694.401,642.817,,48.656,2.928,235.692,-22.942,23.988,,,0.0,-1.046,212.75,-72.155,0.214,140.809,4.531,4.531,0.0,136.278,0.0,136.278,0.0,0.0,136.278,142.544689,1.735689,308.028,0.44,0.46,0.462765,310.3,0.44,0.45,0.455594,
06/30/2017,2458.411,2325.883,132.528,-1493.402,1493.402,965.009,0.0,-720.436,664.27,,53.645,2.521,244.573,-18.788,24.596,,,,-5.808,225.785,-75.862,0.991,150.914,0.0,0.0,0.0,150.914,0.0,150.914,0.0,0.0,150.914,150.484991,-0.429009,308.407,0.49,0.49,0.487943,310.396,0.49,0.49,0.487943,
09/30/2017,2465.8,2465.8,,-1508.924,1508.924,956.876,0.0,-757.777,290.635,,56.877,410.265,199.099,-21.202,25.222,,,0.0,-4.02,177.897,-58.189,2.673,122.381,0.0,0.0,0.0,122.381,0.0,122.381,0.0,0.0,122.381,124.907703,2.526703,308.909,0.4,0.4,0.404351,310.779,0.39,0.39,0.39813,
12/31/2017,2469.855,2469.855,,-1522.21,1522.21,947.645,0.0,-782.011,712.342,,60.368,9.301,165.634,-15.439,26.814,27.144,-0.33,,-11.375,150.195,-29.354,2.029,122.87,2.215,2.215,0.0,120.655,3.516,124.171,0.0,0.0,124.171,105.870352,-20.515648,309.07,0.4,0.4,0.342545,311.106,0.4,0.39,0.324056,
03/31/2018,2720.764,2720.764,,-1666.793,1666.793,1053.971,0.0,-827.403,766.891,,56.458,4.054,226.568,-25.633,28.515,,,0.0,-2.882,200.935,-49.584,1.412,152.763,0.0,0.0,0.0,152.763,0.197,152.96,0.0,0.0,152.96,156.164029,3.204029,309.517,0.49,0.49,0.504541,311.347,0.49,0.49,0.500291,
06/30/2018,3030.751,2857.051,173.7,-1868.872,1868.872,1161.879,0.0,-905.085,826.044,,63.163,15.878,256.794,-38.699,38.272,,,,0.427,218.095,-60.775,0.546,157.866,0.0,0.0,0.0,157.866,-0.859,157.007,0.0,0.0,157.007,170.541197,13.534197,312.556,0.5,0.51,0.545634,314.012,0.5,0.5,0.543101,
09/30/2018,3122.378,3122.378,,-1925.18,1925.18,1197.198,0.0,-962.465,879.15,,76.701,6.614,234.733,-33.901,40.86,,,,-6.959,200.832,-46.068,-20.284,134.48,0.0,0.0,0.0,134.48,-0.378,134.102,0.0,0.0,134.102,146.024978,11.922978,318.082,0.42,0.42,0.45908,319.402,0.42,0.42,0.457329,
12/31/2018,3002.781,3002.781,,-1840.972,1840.972,1161.809,0.0,-997.663,880.646,,77.891,39.126,164.146,-40.577,36.889,37.305,-0.416,,3.688,123.569,-34.968,-46.145,42.456,4.397,4.397,0.0,38.059,-2.01,36.049,0.0,0.0,36.049,121.10826,80.66226,317.427,0.12,0.13,0.381531,318.51,0.11,0.13,0.381531,
03/31/2019,3100.303,3100.303,,-1892.039,1892.039,1208.264,0.0,-985.864,896.532,,71.002,18.33,222.4,-32.238,36.089,,,0.0,-3.851,190.162,-51.55,-39.549,99.063,0.0,0.0,0.0,99.063,-1.015,98.048,0.0,0.0,98.048,148.474105,50.426105,315.046,0.31,0.31,0.471278,316.018,0.31,0.31,0.469567,
06/30/2019,3248.173,3086.697,161.476,-2000.986,2000.986,1247.187,0.0,-1011.076,898.368,,70.834,41.874,236.111,-30.151,35.884,,,0.0,-5.733,205.96,-55.825,1.572,151.707,-0.398,-0.398,0.0,152.105,-1.544,150.561,0.0,0.0,150.561,181.173755,31.010755,311.891,0.48,0.49,0.581504,312.719,0.48,0.49,0.581504,
09/30/2019,3147.773,3147.773,,-1947.444,1947.444,1200.329,0.0,-968.965,892.124,,71.513,5.328,231.364,-26.037,31.976,,,,-5.939,205.327,-57.747,4.232,151.812,-0.781,-0.781,0.0,152.593,-0.33,152.263,0.0,-0.752,151.511,157.066182,6.336182,307.23,0.5,0.49,0.512457,307.96,0.5,0.49,0.510575,
12/31/2019,3009.86,3009.86,,-1813.846,1813.846,1196.014,0.0,-989.246,893.276,,77.421,18.549,206.768,-17.195,32.197,33.04,-0.843,,-15.002,189.573,-50.208,1.468,140.833,-0.44,-0.44,0.0,141.273,-0.885,140.388,0.0,0.0,140.388,147.703166,7.755166,306.577,0.46,0.46,0.481782,307.303,0.46,0.46,0.481782,
03/31/2020,3000.935,3000.935,,-1787.059,1787.059,1213.876,0.0,-972.027,899.811,,65.495,6.721,241.849,-35.06,25.931,,,0.0,9.129,206.789,-60.411,0.516,146.894,0.915,0.915,0.0,145.979,-0.843,145.136,0.0,0.0,145.136,159.533156,13.482156,306.238,0.47,0.48,0.520945,306.757,0.47,0.48,0.520945,
06/30/2020,2626.323,2626.323,,-1615.319,1615.319,1011.004,0.0,-830.551,737.369,,65.747,27.435,180.453,-17.442,25.616,,,0.0,-8.174,163.011,-41.869,-2.649,118.493,-0.277,-0.277,0.0,118.77,0.022,118.792,0.0,0.0,118.792,137.643022,19.128022,304.001,0.39,0.39,0.452772,304.19,0.39,0.39,0.452772,
09/30/2020,2915.909,,,,,1120.64214688,,,,,,,243.5,,,,,,,219.25,,,128.0,,,,,,128.0,,,128.0,148.857,,,0.429,0.429,0.497,,0.429,0.429,0.497,
12/31/2020,2922.273,,,,,1151.9600166,,,,,,,242.25,,,,,,,217.25,,,139.2,,,,,,139.2,,,139.2,151.857,,,0.456,0.456,0.504,,0.456,0.456,0.504,
