Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/2011,2868.0,2804.0,64.0,-1602.0,1052.0,550.0,1266.0,0.0,186.0,135.0,135.0,-321.0,1452.0,-74.0,,85.0,,,-11.0,1378.0,-1194.0,36.0,1158.0,184.0,-2559.0,-2559.0,0.0,2743.0,,2743.0,,-2.0,2741.0,674.85,492.85,422.0,6.5,0.44,1.599171,423.0,6.48,0.43,1.59513,
09/30/2011,2875.0,2764.0,111.0,-1687.0,1121.0,566.0,1188.0,0.0,452.0,138.0,138.0,-590.0,1640.0,-102.0,,104.0,,,-2.0,1538.0,-498.0,-248.0,746.0,1040.0,2.0,2.0,0.0,1038.0,,1038.0,,0.0,1038.0,656.45,-383.55,414.0,2.51,2.51,1.585628,415.0,2.5,2.5,1.575783,
12/31/2011,2841.0,2690.0,151.0,-1625.0,999.0,626.0,1216.0,0.0,-438.0,182.0,182.0,256.0,778.0,16.0,,82.0,,,-98.0,794.0,-273.0,158.0,115.0,521.0,14.0,14.0,0.0,507.0,,507.0,,0.0,507.0,575.6,54.6,404.0,1.25,1.29,1.424752,405.0,1.25,1.29,1.424752,
03/31/2012,2510.0,2352.0,158.0,-1621.0,941.0,680.0,889.0,0.0,-181.0,168.0,168.0,13.0,708.0,-97.0,,87.0,,,10.0,611.0,-197.0,18.0,179.0,414.0,21.0,21.0,0.0,393.0,0.0,393.0,0.0,4.0,397.0,426.0,8.0,404.0,0.97,1.03,1.054455,405.0,0.97,1.03,1.049753,
06/30/2012,2161.0,1894.0,267.0,-1506.0,822.0,684.0,655.0,0.0,222.0,176.0,176.0,-398.0,877.0,-143.0,,99.0,,,44.0,734.0,-257.0,31.0,226.0,477.0,0.0,0.0,0.0,477.0,0.0,477.0,0.0,-6.0,471.0,212.0,-259.0,404.0,1.18,1.18,0.524752,405.0,1.18,1.18,0.524752,
09/30/2012,2403.0,2160.0,243.0,-1646.0,930.0,716.0,757.0,0.0,-1816.0,150.0,150.0,1666.0,-1059.0,-102.0,,110.0,,,-8.0,-1161.0,442.0,-41.0,-401.0,-719.0,0.0,0.0,0.0,-719.0,,-719.0,,-1.0,-720.0,348.0,1068.0,405.0,-1.8,-1.8,0.859259,405.0,-1.8,-1.8,0.837037,
12/31/2012,2604.0,2402.0,202.0,-1772.0,1041.0,731.0,832.0,0.0,-1157.0,198.0,198.0,959.0,-325.0,-176.0,,110.0,,,66.0,-501.0,144.0,,,-357.0,0.0,0.0,0.0,-357.0,0.0,-357.0,0.0,0.0,-357.0,296.6,653.6,405.0,-0.89,-0.89,0.732346,405.0,-0.89,-0.89,0.723827,
03/31/2013,2377.0,2291.0,86.0,-1705.0,1001.0,704.0,672.0,0.0,-2529.0,150.0,150.0,2379.0,-1857.0,-105.0,103.0,110.0,-7.0,,2.0,-1962.0,623.0,,,-1339.0,0.0,0.0,0.0,-1339.0,0.0,-1339.0,0.0,0.0,-1339.0,262.0,1601.0,402.0,-3.34,-3.34,0.651741,402.0,-3.34,-3.34,0.642587,
06/30/2013,2736.0,2722.0,14.0,-1740.0,1066.0,674.0,996.0,0.0,104.0,167.0,167.0,-271.0,1100.0,-103.0,103.0,108.0,-5.0,,0.0,997.0,-314.0,,,683.0,0.0,0.0,0.0,683.0,0.0,683.0,0.0,-5.0,678.0,486.65,-191.35,402.0,1.69,1.69,1.210572,403.0,1.68,1.68,1.205186,
09/30/2013,2848.0,2855.0,-7.0,-1789.0,1098.0,691.0,1059.0,0.0,-326.0,143.0,143.0,183.0,733.0,-94.0,100.0,104.0,-4.0,,-6.0,639.0,-210.0,,,429.0,0.0,0.0,0.0,429.0,0.0,429.0,0.0,-4.0,425.0,523.15,98.15,406.0,1.06,1.06,1.288547,407.0,1.05,1.05,1.288547,
12/31/2013,2821.0,2720.0,101.0,-1828.0,1117.0,711.0,993.0,0.0,-398.0,157.0,157.0,241.0,595.0,-120.0,111.0,144.0,-33.0,0.0,9.0,475.0,-268.0,,,207.0,0.0,0.0,0.0,207.0,,207.0,0.0,0.0,207.0,348.05,141.05,406.0,0.51,0.51,0.857266,407.0,0.51,0.51,0.85656,
03/31/2014,3945.0,4045.0,-100.0,-2779.0,2040.0,739.0,1166.0,0.0,-476.0,211.0,211.0,265.0,690.0,-130.0,112.0,115.0,-3.0,0.0,18.0,560.0,-231.0,,,329.0,0.0,0.0,0.0,329.0,-5.0,324.0,0.0,0.0,324.0,550.0,226.0,403.0,0.8,0.8,1.364764,405.0,0.79,0.79,1.348025,
06/30/2014,4801.0,4909.0,-108.0,-3566.0,2738.0,828.0,1235.0,0.0,539.0,189.0,189.0,-728.0,1774.0,-220.0,131.0,133.0,-2.0,,89.0,1554.0,-854.0,,,700.0,0.0,0.0,0.0,700.0,-25.0,675.0,0.0,-8.0,667.0,634.0,-33.0,404.0,1.65,1.65,1.569307,406.0,1.64,1.64,1.558719,
09/30/2014,4592.0,4588.0,4.0,-3347.0,2505.0,842.0,1245.0,0.0,529.0,195.0,195.0,-724.0,1774.0,-120.0,116.0,118.0,-2.0,,4.0,1654.0,-613.0,,,1041.0,0.0,0.0,0.0,1041.0,-25.0,1016.0,0.0,-11.0,1005.0,541.0,-464.0,405.0,2.48,2.48,1.335802,407.0,2.47,2.47,1.329951,
12/31/2014,4294.0,4035.0,259.0,-3309.0,2399.0,910.0,985.0,0.0,-525.0,252.0,252.0,273.0,460.0,-169.0,167.0,170.0,-3.0,,2.0,291.0,-670.0,,,-379.0,0.0,0.0,0.0,-379.0,-29.0,-408.0,0.0,3.0,-405.0,364.0,769.0,409.0,-1.01,-1.01,0.889976,409.0,-1.01,-1.01,0.870196,
03/31/2015,3564.0,2971.0,593.0,-3030.0,2100.0,930.0,534.0,0.0,-6029.0,251.0,251.0,5778.0,-5495.0,-129.0,117.0,119.0,-2.0,,12.0,-5624.0,2035.0,,,-3589.0,0.0,0.0,0.0,-3589.0,-10.0,-3599.0,0.0,3.0,-3596.0,92.0,3688.0,406.0,-8.88,-8.88,0.226601,406.0,-8.88,-8.88,0.203744,
06/30/2015,4155.0,3675.0,480.0,-3355.0,2541.0,814.0,800.0,0.0,-5163.0,212.0,212.0,4951.0,-4363.0,-116.0,125.0,126.0,-1.0,,-9.0,-4479.0,1686.0,,,-2793.0,0.0,0.0,0.0,-2793.0,-23.0,-2816.0,0.0,-1.0,-2817.0,318.35,3135.35,406.0,-6.94,-6.94,0.784113,406.0,-6.94,-6.94,0.782537,
09/30/2015,3804.0,3187.0,617.0,-2982.0,2238.0,744.0,822.0,0.0,-6266.0,198.0,198.0,6068.0,-5444.0,-179.0,145.0,147.0,-2.0,,34.0,-5623.0,1714.0,-6.0,-1708.0,-3909.0,0.0,0.0,0.0,-3909.0,402.0,-3507.0,0.0,-1.0,-3508.0,446.95,3954.95,406.0,-8.64,-8.64,1.100862,406.0,-8.64,-8.64,1.100862,
12/31/2015,1622.0,1622.0,,-3555.0,2021.0,1534.0,-1933.0,0.0,-1840.0,532.0,532.0,1308.0,-3773.0,-359.0,132.0,135.0,-3.0,,227.0,-4132.0,778.0,,,-3354.0,0.0,0.0,0.0,-3354.0,380.0,-2974.0,0.0,-1.0,-2975.0,-746.3,2228.7,410.0,-7.253659,-7.253659,-1.817805,410.0,-7.253659,-7.253659,-1.817805,
03/31/2016,2112.0,2093.0,19.0,-2130.0,1588.0,542.0,-18.0,0.0,-3482.0,194.0,194.0,3288.0,-3500.0,-185.0,164.0,165.0,-1.0,,21.0,-3685.0,217.0,,,-3468.0,0.0,0.0,0.0,-3468.0,412.0,-3056.0,0.0,0.0,-3056.0,-258.1,2797.9,474.0,-6.44,-6.44,-0.544515,474.0,-6.44,-6.44,-0.544515,
06/30/2016,2599.0,2630.0,-31.0,-2313.0,1829.0,484.0,286.0,0.0,-1783.0,147.0,147.0,1636.0,-1497.0,-248.0,163.0,165.0,-2.0,,85.0,-1745.0,182.0,-3.0,-179.0,-1563.0,0.0,0.0,0.0,-1563.0,-7.0,-1570.0,0.0,-1.0,-1571.0,104.15,1675.15,518.0,-3.04,-3.04,0.201062,518.0,-3.04,-3.04,0.19388,
09/30/2016,2819.0,2803.0,16.0,-2296.0,1902.0,394.0,523.0,0.0,942.0,141.0,141.0,-1083.0,1465.0,-287.0,168.0,170.0,-2.0,,119.0,1178.0,-171.0,85.0,86.0,1007.0,0.0,0.0,0.0,1007.0,-14.0,993.0,0.0,-11.0,982.0,-4.95,-986.95,518.0,1.9,1.9,-0.009556,521.0,1.89,1.89,-0.009556,
12/31/2016,2808.0,2808.0,,-2495.0,2026.0,469.0,313.0,0.0,240.0,218.0,218.0,-458.0,553.0,-282.0,335.0,336.0,-1.0,,-53.0,271.0,-75.0,,,196.0,0.0,0.0,0.0,196.0,11.0,207.0,0.0,0.0,207.0,62.05,-144.95,524.0,0.41,0.41,0.118416,526.0,0.41,0.41,0.118416,
03/31/2017,3327.0,3319.0,8.0,-2799.0,2271.0,528.0,528.0,0.0,-106.0,231.0,231.0,-125.0,422.0,-97.0,128.0,130.0,-2.0,-15.0,-16.0,325.0,-8.0,20.0,-12.0,317.0,0.0,0.0,0.0,317.0,-14.0,303.0,0.0,-3.0,300.0,70.0,-230.0,519.0,0.58,0.58,0.134875,522.0,0.58,0.58,0.134875,
06/30/2017,2050.0,2039.0,11.0,-1673.0,1304.0,369.0,377.0,0.0,-101.0,181.0,181.0,-80.0,276.0,-69.0,77.0,82.0,-5.0,-49.0,41.0,207.0,5.0,12.0,-17.0,212.0,-33.0,-33.0,0.0,245.0,-26.0,219.0,0.0,-3.0,216.0,54.25,-128.75,520.0,0.41,0.351923,0.104327,523.0,0.41,0.346902,0.100727,
09/30/2017,2101.0,2077.0,24.0,-1661.0,1291.0,370.0,440.0,0.0,-225.0,170.0,170.0,55.0,215.0,-8.0,78.0,79.0,-1.0,-74.0,4.0,207.0,-13.0,38.0,-25.0,194.0,-18.0,-18.0,0.0,212.0,-19.0,193.0,0.0,-2.0,191.0,7.2,-165.8,520.0,0.37,0.332692,0.013846,523.0,0.37,0.332692,0.013846,
12/31/2017,2447.0,2437.0,10.0,-1901.0,1511.0,390.0,546.0,0.0,-412.0,191.0,191.0,221.0,134.0,-88.0,79.0,79.0,0.0,6.0,3.0,46.0,-2.0,42.0,-40.0,44.0,-260.0,-260.0,0.0,304.0,-121.0,183.0,0.0,-2.0,181.0,46.0,125.0,525.0,0.35,-0.145238,0.087619,525.0,0.35,-0.145238,0.087619,
03/31/2018,2250.0,2239.0,11.0,-1815.0,1416.0,399.0,435.0,0.0,-272.0,199.0,199.0,73.0,163.0,-408.0,387.0,387.0,0.0,50.0,-29.0,-245.0,34.0,4.0,-38.0,-211.0,-58.0,-58.0,0.0,-153.0,-44.0,-197.0,0.0,0.0,-197.0,82.18,337.18,520.0,-0.38,-0.49038,0.158038,520.0,-0.38,-0.49038,0.158038,
06/30/2018,2265.0,2409.0,-144.0,-1897.0,1555.0,342.0,368.0,0.0,-717.0,135.0,135.0,582.0,-349.0,-134.0,64.0,64.0,0.0,,70.0,-483.0,-13.0,13.0,0.0,-496.0,-161.0,-161.0,0.0,-335.0,-90.0,-425.0,0.0,-1.0,-426.0,27.0,614.0,515.0,-0.83,-1.142621,0.052427,515.0,-0.83,-1.142621,0.049612,
09/30/2018,2357.0,2532.0,-175.0,-1960.0,1618.0,342.0,397.0,0.0,-347.0,128.0,128.0,219.0,50.0,-65.0,68.0,68.0,0.0,,-3.0,-15.0,171.0,-26.0,-145.0,156.0,-2407.0,-2407.0,0.0,2563.0,-26.0,2537.0,0.0,-1.0,2536.0,170.0,41.0,486.0,5.17,0.32,0.349794,489.0,5.14,0.32,0.349794,
12/31/2018,2081.0,2097.0,-16.0,-1718.0,1400.0,318.0,363.0,0.0,1531.0,136.0,136.0,-1667.0,1894.0,-95.0,59.0,68.0,-9.0,,36.0,1799.0,-421.0,-5.0,426.0,1378.0,229.0,229.0,0.0,1149.0,0.0,1149.0,0.0,-9.0,1140.0,53.65,-1315.35,459.0,2.5,3.0,0.116885,462.0,2.48,2.98,0.116885,
03/31/2019,1718.0,1684.0,34.0,-1393.0,1033.0,360.0,325.0,0.0,-733.0,135.0,135.0,598.0,-408.0,-89.0,60.0,71.0,-11.0,,29.0,-497.0,119.0,-4.0,-115.0,-378.0,-61.0,-61.0,0.0,-317.0,0.0,-317.0,0.0,0.0,-317.0,106.0,484.0,428.0,-0.74,-0.89,0.247664,428.0,-0.74,-0.89,0.240841,
06/30/2019,1689.0,1666.0,23.0,-1383.0,1009.0,374.0,306.0,0.0,-2.0,114.0,114.0,-112.0,304.0,-85.0,66.0,73.0,-7.0,,19.0,219.0,-68.0,3.0,65.0,151.0,-344.0,-344.0,0.0,495.0,0.0,495.0,0.0,-2.0,493.0,80.0,-69.0,409.0,1.19,0.37,0.195599,411.0,1.19,0.37,0.195599,
09/30/2019,1791.0,1720.0,71.0,-1454.0,1052.0,402.0,337.0,0.0,-67.0,107.0,107.0,-40.0,270.0,-76.0,60.0,65.0,-5.0,,16.0,194.0,-55.0,2.0,53.0,139.0,30.0,30.0,0.0,109.0,0.0,109.0,0.0,-1.0,108.0,116.0,-22.0,397.0,0.27,0.35,0.292191,399.0,0.27,0.35,0.292191,
12/31/2019,1747.0,1705.0,42.0,-1371.0,989.0,382.0,376.0,0.0,-306.0,119.0,119.0,187.0,70.0,-91.0,64.0,65.0,-1.0,,27.0,-21.0,33.0,-6.0,-27.0,12.0,652.0,652.0,0.0,-640.0,-2.0,-642.0,0.0,-3.0,-645.0,136.0,129.0,383.0,-1.7,0.03,0.355091,385.0,-1.7,0.03,0.355091,
03/31/2020,1468.0,1367.0,101.0,-1297.0,896.0,401.0,171.0,0.0,-2261.0,102.0,102.0,2159.0,-2090.0,-17.0,65.0,70.0,-5.0,,-48.0,-2107.0,417.0,-106.0,-311.0,-1690.0,125.0,125.0,0.0,-1815.0,-1.0,-1816.0,0.0,-1.0,-1817.0,21.0,1713.0,383.0,-4.744125,-4.41775,0.05483,383.0,-4.744125,-4.41775,0.05483,
06/30/2020,987.0,755.0,232.0,-901.0,602.0,299.0,86.0,0.0,-684.0,79.0,79.0,605.0,-598.0,-82.0,69.0,71.0,-2.0,,13.0,-680.0,3.0,-3.0,,-677.0,-9.0,-9.0,0.0,-668.0,-2.0,-670.0,0.0,0.0,-670.0,-68.0,611.0,383.0,-1.78,-1.8,-0.177546,383.0,-1.78,-1.8,-0.2047,
09/30/2020,1099.778,,,,,,117.7862238,,,,,,-20.533,,,,,,,-61.182,,,,-50.123,,,,,,-50.123,,,-50.123,-46.429,,,-0.155,-0.155,-0.127,,-0.155,-0.155,-0.127,
12/31/2020,1099.667,,,,,,128.661039,,,,,,13.725,,,,,,,-24.527,,,,-17.524,,,,,,-17.524,,,-17.524,-17.972,,,-0.054,-0.054,-0.03,,-0.054,-0.054,-0.03,
