Date,Last Price,Period-over-Period % Change,Open Price,High Price,Low Price,Market Capitalization,Current Shares Outstanding,Equity Float,Market Cap (Listed Shares),Listed Shares Outstanding,Source: Bloomberg
04/30/2018,85.51,-7.666559,91.89,92.94,80.13,12737.65511,148.725114,147.582886,,,
07/31/2018,89.43,4.584259,85.4,93.66,84.01,13285.63137,149.010904,147.870132,,,
10/31/2018,89.53,0.111819,89.23,103.4,85.0,13363.69545,148.588107,147.47403,,,
01/31/2019,93.35,4.266726,89.55,94.44,79.14,13934.9146,149.515012,148.404037,,,
04/30/2019,121.08,29.70541,93.51,121.37,92.9,18159.82056,149.675824,148.618561,,,
07/31/2019,132.76,9.646515,121.32,138.72,112.75,19963.51948,149.899115,148.865463,,,
10/31/2019,135.75,2.252184,133.35,146.66,123.85,20407.43325,150.286586,149.332825,,,
01/31/2020,147.51,8.662983,136.4,156.97,130.72,22156.29702,150.534877,149.548447,,,
04/30/2020,157.12,6.514813,148.77,166.87,104.9,23710.66496,150.22714,149.308395,,,
07/31/2020,199.22,26.794807,153.68,204.9,147.98,30233.22876,150.788707,149.875488,25821.86788,150.908,
09/13/2020,200.24,,205.55,207.055,198.5201,30388.76060536,151.7617,150.8278,30217.8187489624,150.908,
