Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2018,2400.7,1303.9,835.6,468.3,313.1,313.1,0,80.0,12.0,0.0,68.0,0.0,38.8,,138.7,38.8,1735.8,245.1,346.7,-101.6,82.5,82.5,337.3,29.1,14.6,14.5,169.5,664.9,,212.6,55.7,19.0,,137.9,0.0,0.0,,,,817.1,579.3,,0,1029.7,0.0,0,,,,677.5,,,,,98.2,677.5,1707.2,0.0,958.1,0.2,957.9,0.0,-262.6,-2.0,693.5,0,693.5,2400.7,
06/30/2018,2575.7,1433.7,972.1,461.6,333.6,333.6,0,78.2,13.7,0.0,64.5,0.0,39.3,,141.9,39.3,1884.8,256.0,363.5,-107.5,65.3,65.3,369.6,46.5,25.1,21.4,181.2,690.9,,235.7,63.7,21.7,,150.3,0.0,0.0,,,,849.5,621.3,,0,1085.2,0.0,0,,,,710.3,,,,,89.0,710.3,1795.5,0.0,996.3,0.2,996.1,0.0,-214.7,-1.4,780.2,0,780.2,2575.7,
09/30/2018,2763.5,1634.2,1169.3,464.9,324.4,324.4,0,80.8,12.5,0.0,68.3,0.0,38.7,,147.8,38.7,2078.1,265.4,379.6,-114.2,38.6,38.6,381.4,43.8,25.7,18.1,189.8,685.4,,235.7,66.6,23.0,,146.1,0.0,0.0,,,,876.2,668.2,,0,1111.9,0.0,0,,,,760.0,,,,,91.8,760.0,1871.9,0.0,1048.6,0.2,1048.4,0.0,-156.0,-1.0,891.6,0,891.6,2763.5,
12/31/2018,3078.0,1649.6,1112.4,537.2,444.5,444.5,0,90.0,13.3,0.0,76.7,0.0,36.8,0.0,255.0,36.8,2220.9,271.4,382.2,-110.8,67.0,67.0,518.7,60.3,38.2,22.1,203.4,857.1,,290.5,86.4,28.2,0.0,175.9,0.0,0.0,0.0,0.0,,965.9,720.9,0.0,0,1256.4,0.0,0,,,,811.4,0.0,0.0,0.0,0.0,90.5,811.4,2067.8,0.0,1068.5,0.2,1068.3,0.0,-57.5,-0.8,1010.2,0,1010.2,3078.0,
03/31/2019,3205.7,1801.8,1216.9,584.9,381.0,381.0,0,88.4,10.7,0.0,77.7,0.0,42.1,,262.7,42.1,2313.3,311.2,430.2,-119.0,50.2,50.2,531.0,57.3,38.2,19.1,211.0,892.4,,251.3,69.2,24.3,,157.8,11.9,0.0,11.9,,11.9,991.1,774.7,,0,1254.3,27.5,0,27.5,,27.5,865.8,,,,,91.1,893.3,2147.6,0.0,1108.3,0.2,1108.1,0.0,-50.0,-0.2,1058.1,0,1058.1,3205.7,
06/30/2019,3369.4,1830.2,1022.1,808.1,403.1,403.1,0,85.7,8.8,0.0,76.9,0.0,41.7,,258.8,41.7,2360.7,322.0,443.5,-121.5,149.5,149.5,537.2,54.4,38.2,16.2,224.0,1008.7,,250.5,72.4,15.0,,163.1,11.7,0.0,11.7,,11.7,1031.5,835.0,,0,1293.7,25.8,0,25.8,,25.8,927.6,,,,,92.6,953.4,2247.1,0.0,1130.4,0.2,1130.2,0.0,-9.0,0.9,1122.3,0,1122.3,3369.4,
09/30/2019,3545.6,1940.3,1175.5,764.8,384.1,384.1,0,99.2,7.7,0.0,91.5,0.0,42.6,,243.7,42.6,2466.2,346.5,475.6,-129.1,204.2,204.2,528.7,52.2,38.2,14.0,232.8,1079.4,,264.4,85.9,11.6,,166.9,13.9,0.0,13.9,,13.9,1063.6,882.0,,0,1341.9,27.7,0,27.7,,27.7,975.6,,,,,93.6,1003.3,2345.2,0.0,1152.8,0.2,1152.6,0.0,46.5,1.1,1200.4,0,1200.4,3545.6,
12/31/2019,3885.5,2065.6,1222.5,843.1,544.3,544.3,0,117.9,9.7,0.0,108.2,0.0,41.2,0.0,232.6,41.2,2769.0,388.6,525.6,-137.0,144.3,144.3,583.6,98.3,67.2,31.1,252.7,1116.5,,284.5,96.4,4.1,0.0,184.0,15.5,0.0,15.5,0.0,15.5,1173.6,962.3,0.0,0,1473.6,30.6,0,30.6,0.0,30.6,1059.4,0.0,0.0,0.0,0.0,97.1,1090.0,2563.6,0.0,1180.5,0.2,1180.3,0.0,140.3,1.1,1321.9,0,1321.9,3885.5,
03/31/2020,3206.2,1401.3,626.1,775.2,474.7,474.7,0,105.0,12.5,0.0,92.5,0.0,54.3,,226.5,54.3,2035.3,416.9,563.8,-146.9,172.0,172.0,582.0,94.3,67.2,27.1,261.2,1170.9,,298.0,87.8,,,210.2,14.8,0.0,14.8,,14.8,1230.2,996.6,,0,1543.0,28.3,0,28.3,,28.3,1098.6,,,,,102.0,1126.9,2669.9,0.0,1128.6,0.2,1128.4,0.0,-589.2,-3.1,536.3,0,536.3,3206.2,
06/30/2020,3330.6,1526.9,916.4,610.5,498.7,498.7,0,126.0,14.1,0.0,111.9,0.0,57.1,,218.9,57.1,2208.7,434.7,590.2,-155.5,100.4,100.4,586.8,90.6,67.2,23.4,277.3,1121.9,,320.4,107.2,,,213.2,15.7,0.0,15.7,,15.7,1275.8,1047.0,,0,1611.9,27.6,0,27.6,,27.6,1147.2,,,,,100.2,1174.8,2786.7,0.0,1154.5,0.2,1154.3,0.0,-613.1,2.5,543.9,0,543.9,3330.6,
