Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2012,147.236,147.236,-124.052,110.763,,23.184,3.284,-17.383,13.535,,3.848,9.085,-9.3,9.477,9.883,-0.406,,,-0.177,-0.215,-0.007,-0.222,0.0,0.0,0.0,-0.222,1.08,0.858,-0.34,0.0,0.518,1.4527,0.9347,13.861,0.04,0.04,0.104805,13.968,0.04,0.04,0.104805,
06/30/2012,132.842,132.842,-124.798,111.078,,8.044,4.918,-17.224,12.933,,4.291,-4.262,-10.305,10.542,11.032,-0.49,,,-0.237,-14.567,0.921,-13.646,0.0,0.0,0.0,-13.646,1.563,-12.083,-0.34,0.0,-12.423,-12.13765,0.28535,13.991,-0.89,-0.89,-0.867533,13.991,-0.89,-0.89,-0.869605,
09/30/2012,161.332,161.332,-132.622,117.088,,28.71,2.301,-15.56,11.665,,3.895,15.451,-10.425,10.621,11.096,-0.475,,,-0.196,5.026,0.325,5.351,0.0,0.0,0.0,5.351,2.271,7.622,-0.34,0.0,7.282,7.2911,0.0091,14.104,0.52,0.52,0.516953,15.326,0.5,0.5,0.500594,
12/31/2012,160.375,160.375,-142.194,127.592,,18.181,5.421,-13.657,11.775,,1.882,9.945,-12.413,10.541,10.666,-0.125,,,1.872,-2.468,-1.329,-3.797,0.0,0.0,0.0,-3.797,1.522,-2.275,-0.34,0.0,-2.615,-1.17005,1.44495,14.179,-0.160449,-0.160449,-0.058541,14.179,-0.160449,-0.160449,-0.058541,
03/31/2013,161.448,161.448,-144.847,130.421,,16.601,4.737,-15.604,11.887,,3.717,5.734,-9.793,9.863,10.16,-0.297,,,-0.07,-4.059,-0.028,-4.087,0.0,0.0,0.0,-4.087,1.702,-2.385,-0.34,0.0,-2.725,-2.8771,-0.1521,14.282,-0.19,-0.19,-0.201449,14.282,-0.19,-0.19,-0.201449,
06/30/2013,162.499,162.499,-145.925,130.528,,16.574,10.405,-15.004,11.969,,3.035,11.975,-9.73,9.796,10.076,-0.28,,,-0.066,2.245,-0.028,2.217,0.0,0.0,0.0,2.217,-2.499,-0.282,-0.34,0.0,-0.622,-0.6285,-0.0065,14.495,-0.04,-0.04,-0.04336,14.495,-0.04,-0.04,-0.04336,
09/30/2013,176.792,176.792,-155.627,138.193,,21.165,3.913,-16.542,12.498,,4.044,8.536,-9.519,9.608,9.909,-0.301,,,-0.089,-0.983,-0.03,-1.013,0.0,0.0,0.0,-1.013,3.774,2.761,-0.34,0.0,2.421,2.41255,-0.00845,14.592,0.17,0.17,0.165334,14.927,0.16,0.16,0.159434,
12/31/2013,173.947,173.947,-156.152,136.178,,17.795,0.0,-13.353,14.367,,7.626,4.442,-9.229,9.304,9.792,-0.488,,,-0.075,-10.112,4.868,-5.244,0.0,0.0,0.0,-5.244,0.453,-4.791,-0.34,0.0,-5.131,0.21525,5.34625,14.595,-0.36,-0.36,0.01,14.595,-0.36,-0.36,0.01,
03/31/2014,180.202,180.202,-138.63,138.63,16.059,41.572,0.0,-33.519,13.331,,4.129,8.053,-27.193,20.496,20.798,-0.302,6.79,,-0.093,-19.14,0.11,-19.03,0.0,0.0,0.0,-19.03,0.0,-19.03,-0.261,0.0,-19.291,-19.00825,0.28275,14.787,-1.3,-1.3,-1.28547,14.787,-1.3,-1.3,-1.28547,
06/30/2014,287.956,287.956,-248.389,248.389,24.479,39.567,0.799,-70.006,28.709,,16.818,-29.64,-29.707,20.204,21.786,-1.582,-2.649,,12.152,-59.347,-3.807,-63.154,0.0,0.0,0.0,-63.154,0.0,-63.154,-0.209,0.0,-63.363,-33.307,30.056,15.136,-4.19,-4.19,-2.200515,15.136,-4.19,-4.19,-2.204271,
09/30/2014,337.83,337.83,-285.524,285.524,28.175,52.306,1.261,-82.999,24.434,,30.39,-29.432,-20.42,18.783,21.251,-2.468,1.742,,-0.105,-49.852,0.718,-49.134,0.0,0.0,0.0,-49.134,0.0,-49.134,-0.195,0.0,-49.329,-29.66,19.669,16.729,-2.95,-2.95,-1.772969,16.729,-2.95,-2.95,-1.774257,
12/31/2014,310.004,310.004,-227.387,227.387,32.065,82.617,1.099,-75.672,34.054,,9.553,8.044,-52.653,18.351,20.399,-2.048,-1.867,,36.169,-44.609,2.747,-41.862,0.0,0.0,0.0,-41.862,0.921,-40.941,-0.194,0.0,-41.135,-7.855,33.28,17.112,-2.403869,-2.403869,-0.459035,17.112,-2.403869,-2.403869,-0.459035,
03/31/2015,371.483,371.483,-301.711,301.711,38.059,69.772,2.025,-63.342,26.716,,-1.433,8.455,-20.293,22.595,24.735,-2.14,-2.109,,-0.193,-11.838,-2.04,-13.878,0.0,0.0,0.0,-13.878,2.146,-11.732,0.0,0.0,-11.732,-15.88195,-2.00395,17.621,-0.67,-0.67,-0.779522,17.621,-0.67,-0.67,-0.783725,
06/30/2015,348.959,348.959,-285.48,285.48,34.263,63.479,1.653,-71.998,28.508,,9.227,-6.866,-23.516,22.737,25.304,-2.567,1.313,,-0.534,-30.382,-7.469,-37.851,0.0,0.0,0.0,-37.851,1.246,-36.605,0.0,0.0,-36.605,-33.3114,4.5396,17.926,-2.04,-2.04,-1.788765,17.926,-2.04,-2.04,-1.788765,
09/30/2015,349.796,349.796,-292.973,292.973,34.459,56.823,1.463,-73.593,29.383,,9.751,-15.307,-28.626,25.276,26.831,-1.555,-1.679,,5.029,-43.933,-4.087,-48.02,0.0,0.0,0.0,-48.02,1.458,-46.562,0.0,0.0,-46.562,-35.9813,10.5807,17.986,-2.59,-2.59,-2.000517,17.986,-2.59,-2.59,-2.001726,
12/31/2015,341.664,341.664,-271.167,271.167,26.848,70.497,3.268,-195.386,24.189,,144.349,-121.621,-23.008,24.866,26.597,-1.731,-1.2,,-0.658,-144.629,33.848,-110.781,0.0,0.0,0.0,-110.781,0.603,-110.178,-0.003,0.0,-110.181,-20.85865,89.32235,18.062,-6.1,-6.1,-1.154836,18.062,-6.1,-6.1,-1.154836,
03/31/2016,355.854,355.854,-281.125,281.125,37.015,74.729,3.255,-70.365,27.399,,5.951,7.619,-28.645,27.136,28.927,-1.791,1.387,,0.122,-21.026,47.935,26.909,0.0,0.0,0.0,26.909,0.498,27.407,0.0,0.0,27.407,30.01545,2.60845,18.262,1.5,1.5,1.643601,18.269,1.5,1.5,1.64278,
06/30/2016,357.597,357.597,-298.181,298.181,35.223,59.416,1.287,-61.586,27.613,,-1.25,-0.883,-28.614,28.504,30.86,-2.356,0.364,,-0.254,-29.497,0.1,-29.397,0.0,0.0,0.0,-29.397,0.808,-28.589,0.0,0.0,-28.589,-31.05315,-2.46415,18.54,-1.54,-1.54,-1.674927,18.54,-1.54,-1.54,-1.674927,
09/30/2016,371.772,371.772,-285.428,285.428,40.86,86.344,1.547,-79.138,25.655,,12.623,8.753,-28.985,29.508,30.882,-1.374,-0.22,,-0.303,-20.232,1.625,-18.607,0.0,0.0,0.0,-18.607,0.239,-18.368,0.0,0.0,-18.368,-8.5972,9.7708,18.57,-0.99,-0.99,-0.462962,18.57,-0.99,-0.99,-0.46384,
12/31/2016,392.737,392.737,-291.952,291.952,72.17,100.785,1.464,-79.608,27.893,0.0,-20.455,22.641,-28.817,29.236,31.15,-1.914,-0.816,,0.397,-6.176,-1.601,-7.777,0.0,0.0,0.0,-7.777,0.226,-7.551,0.0,0.0,-7.551,-21.9082,-14.3572,18.571,-0.41,-0.41,-1.1797,18.571,-0.41,-0.41,-1.183098,
03/31/2017,339.737,339.737,-284.604,284.604,36.567,55.133,1.52,-67.741,30.426,,0.748,-11.088,-26.677,28.368,29.261,-0.893,0.467,,-2.158,-37.765,0.465,-37.3,0.0,0.0,0.0,-37.3,0.499,-36.801,0.0,0.0,-36.801,-38.2856,-1.4846,18.572,-1.98,-1.98,-2.061469,18.572,-1.98,-1.98,-2.061469,
06/30/2017,327.314,327.314,-272.317,272.317,39.497,54.997,1.4,-69.439,28.327,,1.615,-13.042,-33.642,29.071,30.109,-1.038,1.137,,3.434,-46.684,0.402,-46.282,0.0,0.0,0.0,-46.282,0.138,-46.144,0.0,0.0,-46.144,-45.7449,0.3991,18.7,-2.47,-2.47,-2.446251,18.7,-2.47,-2.47,-2.448658,
09/30/2017,365.014,365.014,-280.311,280.311,38.066,84.703,1.355,-61.077,26.398,,-3.387,24.981,-37.712,29.005,30.017,-1.012,1.733,,6.974,-12.731,0.256,-12.475,0.0,0.0,0.0,-12.475,0.078,-12.397,0.0,0.0,-12.397,-12.9118,-0.5148,18.742,-0.66,-0.66,-0.688923,18.742,-0.66,-0.66,-0.688923,
12/31/2017,363.796,363.796,-259.573,259.573,6.923,104.223,1.611,-48.722,31.478,0.0,10.321,57.112,-27.607,28.11,29.269,-1.159,-0.283,,-0.22,29.505,4.484,33.989,0.0,0.0,0.0,33.989,1.08,35.069,0.0,0.0,35.069,40.42045,5.35145,18.759,1.87,1.87,2.154723,18.759,1.87,1.87,2.154723,
03/31/2018,295.677,295.677,-225.159,225.159,26.035,70.518,1.175,-61.266,34.34,,0.891,10.427,-30.773,29.04,30.083,-1.043,-1.311,,3.044,-20.346,0.035,-20.311,0.0,0.0,0.0,-20.311,0.722,-19.589,0.0,0.0,-19.589,-19.58584,0.00316,18.771643,-1.04,-1.04,-1.043374,18.772,-1.04,-1.04,-1.043374,
06/30/2018,276.312,276.312,-227.066,227.066,26.396,49.246,0.023,-207.254,38.954,,141.904,-157.985,-34.054,29.642,30.816,-1.174,-0.264,,4.676,-192.039,0.712,-191.327,0.0,0.0,0.0,-191.327,5.26,-186.067,0.0,0.0,-186.067,-73.28581,112.78119,18.772,-9.91,-9.91,-3.903996,18.772,-9.91,-9.91,-3.903996,
09/30/2018,328.89,328.89,-270.808,270.808,26.693,58.082,0.984,-66.434,39.801,,-0.06,-7.368,-33.828,31.256,32.769,-1.513,1.07,,1.502,-41.196,-0.289,-41.485,0.0,0.0,0.0,-41.485,0.945,-40.54,0.0,0.0,-40.54,-41.5907,-1.0507,18.776,-2.16,-2.16,-2.215099,18.776,-2.16,-2.16,-2.21596,
