Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2018,10912.074,781.467,781.467,0.0,842.798,842.798,0.0,1592.281,0.0,0.0,1318.728,273.553,76.367,,,21.61,,38.049,3292.913,4673.279,6557.922,-1884.643,0.0,,2945.882,2675.817,2242.98,432.837,,270.065,7619.161,,1458.748,1194.082,35.717,,228.949,0.0,0.0,0.0,0.0,,,6.258,,2.361,679.899,0.0,1465.006,2382.874,2382.874,0.0,0.0,,906.282,88.1,,,,135.922,3289.156,4754.162,0.0,4186.255,2.56,4183.695,-2169.488,3544.83,19.861,5581.458,576.454,6157.912,10912.074,
06/30/2018,11281.352,979.872,979.872,0.0,825.251,825.251,0.0,1816.872,0.0,0.0,1560.336,256.536,80.477,,,17.873,,38.638,3702.472,4660.637,6615.853,-1955.216,0.0,,2918.243,2663.759,2241.047,422.712,,254.484,7578.88,,1543.859,1243.289,74.849,,225.721,0.0,0.0,0.0,0.0,,,11.988,,2.764,705.072,0.0,1555.847,2387.759,2387.759,0.0,0.0,,934.103,,,,,226.267,3321.862,4877.709,0.0,4194.605,2.56,4192.045,-2197.853,3831.696,11.913,5840.361,563.282,6403.643,11281.352,
09/30/2018,11495.126,1075.677,1075.677,0.0,847.596,847.596,0.0,1862.5,0.0,0.0,1635.861,226.639,71.952,,,14.886,,46.339,3857.725,4673.443,6704.162,-2030.719,0.0,,2963.958,2691.357,2255.541,435.816,,272.601,7637.401,,1540.635,1176.417,78.316,,285.902,0.0,0.0,0.0,0.0,,,0.0,,10.473,755.561,0.0,1540.635,2409.148,2409.148,0.0,0.0,,981.831,-10.332,,,,226.129,3390.979,4931.614,0.0,4202.498,2.56,4199.938,-2328.747,4112.629,25.906,6012.286,551.226,6563.512,11495.126,
12/31/2018,10994.601,1154.752,1154.752,0.0,671.701,671.701,0.0,1354.379,0.0,0.0,1166.404,187.975,115.547,2.298,,34.04,,43.525,3296.379,4682.534,6780.98,-2098.446,0.0,,3015.688,2675.827,2246.435,429.392,,337.563,7698.222,,1167.018,872.627,17.636,,276.755,0.0,0.0,0.0,0.0,,,1.137,0.0,0.956,722.576,0.0,1168.155,2411.54,2411.54,0.0,0.0,,955.847,93.8,26.88,26.88,0.0,111.635,3367.387,4535.542,0.0,4198.685,2.56,4196.125,-2490.639,4196.902,13.623,5918.571,540.488,6459.059,10994.601,
03/31/2019,12123.43,496.139,496.139,0.0,1041.454,1041.454,0.0,1667.929,0.0,0.0,1494.999,172.93,115.816,2.754,,38.288,,41.018,3321.338,5244.327,7426.868,-2182.541,0.0,,3557.765,3169.213,2528.087,641.126,,385.798,8802.092,,1574.355,1158.759,73.592,,342.004,89.31,0.0,89.31,1.641,87.669,,5.62,,0.014,844.566,0.0,1669.285,2777.75,2430.934,346.816,4.645,342.171,1081.821,93.6,,,,143.641,3859.571,5528.856,0.0,4207.401,2.56,4204.841,-2563.867,4393.108,27.398,6064.04,530.534,6594.574,12123.43,
06/30/2019,12104.491,914.644,914.644,0.0,799.368,799.368,0.0,1636.581,0.0,0.0,1439.685,196.896,115.804,3.253,,64.574,,33.615,3466.397,5252.715,7516.12,-2263.405,0.0,,3385.379,3013.181,2375.651,637.53,,368.945,8638.094,,1564.189,1199.311,25.82,,339.058,95.64,0.0,95.64,1.649,93.991,,4.198,,0.0,877.456,0.0,1664.027,2793.047,2430.832,362.215,4.58,357.635,1116.418,92.8,,,,146.162,3909.465,5573.492,0.0,4218.865,2.56,4216.305,-2769.284,4533.364,30.202,6013.147,517.852,6530.999,12104.491,
09/30/2019,12191.328,981.856,981.856,0.0,839.831,839.831,0.0,1637.059,0.0,0.0,1429.911,207.148,74.02,1.652,,23.591,,27.134,3532.766,5250.765,7587.402,-2336.637,0.0,,3407.797,3002.754,2370.406,632.348,,403.391,8658.562,,1602.139,1229.767,18.782,,353.59,101.285,0.0,101.285,1.663,99.622,,1.922,,0.556,916.52,0.0,1705.346,2785.573,2425.234,360.339,4.929,355.41,1159.046,,,,,241.97,3944.619,5649.965,0.0,4227.33,2.56,4224.77,-2965.016,4740.677,17.217,6020.208,521.155,6541.363,12191.328,
12/31/2019,12164.841,885.162,885.162,0.0,879.685,879.685,0.0,1474.202,0.0,0.0,1282.789,191.413,67.14,0.0,,5.478,,44.074,3306.189,5289.821,7704.406,-2414.585,0.0,,3568.831,3047.553,2373.907,673.646,,521.278,8858.652,,1566.961,1215.555,27.965,,323.441,105.982,0.0,105.982,1.567,104.415,,12.985,0.0,1.23,889.27,0.0,1685.928,2825.223,2455.64,369.583,5.163,364.42,1144.264,95.6,31.273,31.273,0.0,126.891,3969.487,5655.415,0.0,4207.107,2.56,4204.547,-2987.808,4744.12,14.774,5978.193,531.233,6509.426,12164.841,
03/31/2020,11221.794,909.126,909.126,0.0,569.182,569.182,0.0,943.635,0.0,0.0,762.654,180.981,87.195,,,6.213,,43.338,2509.138,5204.802,7692.152,-2487.35,0.0,,3507.854,3016.708,2373.4,643.308,,491.146,8712.656,,1191.211,841.383,17.054,,332.774,102.6,0.0,102.6,,102.6,,15.069,,0.697,723.581,0.0,1308.88,2830.594,2496.006,334.588,,334.588,971.842,94.5,,,,153.064,3802.436,5111.316,0.0,4210.894,2.56,4208.334,-2986.833,4382.249,-12.149,5594.161,516.317,6110.478,11221.794,
06/30/2020,11063.82,902.509,902.509,0.0,593.385,593.385,0.0,1173.701,0.0,0.0,977.851,195.85,133.939,,,77.729,,41.069,2803.534,4875.677,7443.363,-2567.686,0.0,,3384.609,3025.406,2373.912,651.494,,359.203,8260.286,,1217.563,870.695,18.759,,328.109,102.336,0.0,102.336,,102.336,,13.143,,0.395,765.572,0.0,1333.042,2799.701,2480.746,318.955,,318.955,1016.566,94.1,,,,156.499,3816.267,5149.309,0.0,4218.454,2.56,4215.894,-2986.487,4148.39,2.225,5382.582,531.929,5914.511,11063.82,
