Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
04/30/1992,233.854004,1.595,1.595,0.0,75.309998,,,36.952,,,,,8.914,,,,,,122.771004,109.385002,192.307999,-82.922997,0.0,,1.698,,,,,1.698,111.083002,,94.625,94.625,,,,15.708,,,,,,12.303001,,,,12.303001,122.636002,80.155998,,,,,10.55,,,,,10.55,90.705998,213.342,0.0,6.219,,,-0.569,,14.862,20.512,0.0,20.512,233.854,
07/31/1992,245.462006,1.389,1.389,0.0,89.088997,,,35.606998,,,,,6.534,,,,,,132.619003,111.220001,196.834,-85.613998,0.0,,1.623,,,,,1.623,112.843001,,106.750999,106.750999,,,,10.608,,,,,,10.228998,,,,10.228998,127.587997,80.056,,,,,8.313,,,,,8.313,88.368999,215.956997,0.0,6.219,,,-0.569,,23.854999,29.504999,0.0,29.504999,245.461996,
10/31/1992,244.865005,1.187,1.187,0.0,85.170998,,,37.786999,,,,,6.379,,,,,,130.524002,112.828003,201.147995,-88.32,0.0,,1.513,,,,,1.513,114.341003,,112.223999,112.223999,,,,0.108,,,,,,11.818002,,,,11.818002,124.150002,80.056,,,,,9.748,,,,,9.748,89.804,213.954001,0.0,6.219,,,-0.569,,25.260999,30.910999,0.0,30.910999,244.865001,
01/31/1993,250.037994,3.645,3.645,0.0,83.396004,,,40.076,,,,,7.766,,,,,,134.882996,113.750999,204.977997,-91.226997,0.0,,1.404,,,,,1.404,115.154999,,100.741997,100.741997,,,,16.708,,,,,,10.118004,,,,10.118004,127.568001,80.047997,,,,,10.063,,,,,10.063,90.110996,217.678997,0.0,4.989,,,-0.569,,27.939001,32.359001,0.0,32.359001,250.037998,
04/30/1993,245.949997,1.354,1.354,0.0,84.834,,,41.030998,,,,,2.46,,,,,,129.679001,114.974998,209.322998,-94.348,0.0,,1.296,,,,,1.296,116.270998,,95.453003,95.453003,,,,9.908,,,,,,13.234998,,,,13.234998,118.596001,80.047997,,,,,10.858,,,,,10.858,90.905996,209.501997,0.0,6.219,,,-0.569,,30.798,36.448,0.0,36.448,245.949997,
07/31/1993,249.807007,6.631,6.631,0.0,76.866997,,,37.972,,,,,7.082,,,,,,128.552002,118.820999,215.602997,-96.781998,0.0,,2.434,,,,,2.434,121.254999,,86.787003,86.787003,,,,5.608,,,,,,24.011995,,,,24.011995,116.406998,74.447998,,,,,12.474,,,,,12.474,86.921998,203.328996,0.0,6.219,,,-0.569,,40.827999,46.477999,0.0,46.477999,249.806994,
10/31/1993,250.070999,4.917,4.917,0.0,74.639,,,38.925999,,,,,7.024,,,,,,125.505997,122.204002,221.483994,-99.279999,0.0,,2.361,,,,,2.361,124.565002,,82.989998,82.989998,,,,5.608,,,,,,19.557001,,,,19.557001,108.154999,74.447998,,,,,12.914,,,,,12.914,87.361998,195.516996,0.0,6.219,,,-0.82,,49.154999,54.553999,0.0,54.553999,250.070995,
01/31/1994,250.658005,5.54,5.54,0.0,69.830002,,,39.374001,,,,,8.142,,,,,,122.886002,125.484001,227.371994,-101.888,0.0,,2.288,,,,,2.288,127.772001,,86.501999,86.501999,,,,5.608,,,,,,12.720003,,,,12.720003,104.830002,74.440002,,,,,13.175,,,,,13.175,87.615003,192.445004,0.0,6.219,,,-0.569,,52.562999,58.212999,0.0,58.212999,250.658004,
04/30/1994,266.390015,13.937,13.937,0.0,78.149002,,,37.103001,,,,,6.749,,,,,,135.938004,128.238007,232.742004,-104.503998,0.0,,2.214,,,,,2.214,130.452007,,86.807999,86.807999,,,,5.608,,,,,,19.954004,,,,19.954004,112.370003,74.440002,,,,,13.446,,,,,13.446,87.886003,200.256005,0.0,6.219,,,-0.569,,60.484001,66.134001,0.0,66.134001,266.390006,
07/31/1994,281.813995,3.297,3.297,0.0,94.279999,,,43.994999,,,,,10.037,,,,,,151.608994,128.962006,236.184998,-107.223,0.0,,1.243,,,,,1.243,130.205006,,112.084,112.084,,,,5.608,,,,,,15.681002,,,,15.681002,133.373001,68.839996,,,,,14.829,,,,,14.829,83.668997,217.041998,0.0,6.219,,,-0.569,,59.122001,64.772001,0.0,64.772001,281.813999,
10/31/1994,276.549011,16.403,16.403,0.0,76.124001,,,37.444,,,,,10.601,,,,,,140.572006,129.917999,239.917007,-109.999001,0.0,,6.059,,,,,6.059,135.976999,,90.137001,90.137001,,,,5.608,,,,,,18.246996,,,,18.246996,113.991997,68.839996,,,,,16.395,,,,,16.395,85.234997,199.226994,0.0,6.219,,,-0.569,,71.671997,77.321997,0.0,77.321997,276.54899,
01/31/1995,280.298004,13.006,13.006,0.0,80.899002,,,39.702,,,,,11.87,,,,,,145.477005,129.589005,242.108994,-112.519997,0.0,,5.232,,,,,5.232,134.821004,,99.556,99.556,,,,5.608,,,,,,11.919001,,,,11.919001,117.083,68.832001,,,,,16.893,,,,,16.893,85.725,202.808001,0.0,6.219,,,-0.569,,71.840004,77.490004,0.0,77.490004,280.298004,
04/30/1995,290.433014,16.940001,16.940001,0.0,86.127998,,,39.98,,,,,13.257,,,,,,156.304993,129.934998,245.712997,-115.778,0.0,,4.193,,,,,4.193,134.127997,,106.934998,106.934998,,,,5.608,,,,,,15.388002,,,,15.388002,127.931,68.832001,,,,,17.371,,,,,17.371,86.203001,214.134001,0.0,6.219,,,-0.569,,70.649002,76.299002,0.0,76.299002,290.433002,
07/31/1995,287.384003,13.432,13.432,0.0,85.824997,,,42.181,,,,,11.572,,,,,,153.009995,131.184998,249.813995,-118.628998,0.0,,3.189,,,,,3.189,134.373997,,106.817001,106.817001,,,,14.275,,,,,,14.178003,,,,14.178003,135.270004,54.564999,,,,,17.506001,,,,,17.506001,72.070999,207.341003,0.0,6.219,,,-0.569,,74.392998,80.042997,0.0,80.042997,287.384001,
10/31/1995,290.220001,28.059,28.059,0.0,81.461998,,,35.519001,,,,,10.667,,,,,,155.707001,132.272995,253.904007,-121.630997,0.0,,2.24,,,,,2.24,134.512995,,101.193001,101.193001,,,,10.775,,,,,,16.929995,,,,16.929995,128.897995,58.064999,,,,,17.521,,,,,17.521,75.585999,204.483994,0.0,6.219,,,-0.569,,80.085998,85.735998,0.0,85.735998,290.219992,
01/31/1996,322.341003,57.390999,57.390999,0.0,74.480003,,,44.727001,,,,,11.492,,,,,,188.089996,132.132996,257.200989,-125.068001,0.0,,2.118,,,,,2.118,134.250996,,97.815002,97.815002,,,,10.775,,,,,,12.695002,,,,12.695002,121.285004,97.056999,,,,,17.707001,,,,,17.707001,114.764,236.049004,0.0,6.219,,,-0.569,,80.641998,86.291998,0.0,86.291998,322.341002,
04/30/1996,360.449005,69.790001,69.790001,0.0,108.306,,,40.104,,,,,8.849,,,,,,227.048996,130.645004,259.57901,-128.934006,0.0,,2.755,,,,,2.755,133.400004,,128.223999,128.223999,,,,10.775,,,,,,17.025003,,,,17.025003,156.024002,97.056999,,,,,18.393,,,,,18.393,115.449999,271.474001,0.0,6.219,,,-0.569,,83.324997,88.974997,0.0,88.974997,360.448997,
07/31/1996,351.270996,63.959,63.959,0.0,104.386002,,,38.673,,,,,10.008,,,,,,217.026001,131.444,261.621002,-130.177002,0.0,,2.801,,,,,2.801,134.245,,122.420998,122.420998,,,,10.775,,,,,,17.181002,,,,17.181002,150.376999,86.290001,,,,,18.361,,,,,18.361,104.651001,255.028,0.0,6.219,,,-0.569,,90.593002,96.243002,0.0,96.243002,351.271002,
10/31/1996,393.403992,73.000999,73.000999,0.0,127.205002,,,42.262001,,,,,9.582,,,,,,252.050003,135.552994,269.975006,-134.421997,0.0,,5.801,,,,,5.801,141.353994,,161.417999,161.417999,,,,10.775,,,,,,17.400995,,,,17.400995,189.593994,86.290001,,,,,19.059,,,,,19.059,105.349001,294.942995,0.0,6.219,,,-0.569,,92.810997,98.460997,0.0,98.460997,393.403992,
01/31/1997,368.984009,53.715,53.715,0.0,108.077003,,,48.943001,,,,,12.71,,,,,,223.445007,137.102005,275.311005,-138.209,0.0,,8.437,,,,,8.437,145.539005,,142.561005,142.561005,,,,10.775,,,,,,13.506998,,,,13.506998,166.843002,86.281998,,,,,19.903,,,,,19.903,106.184998,273.028,0.0,6.219,,,-0.569,,90.306,95.955999,0.0,95.955999,368.983999,
04/30/1997,355.024994,49.207001,49.207001,0.0,94.091003,,,51.617001,,,,,8.264,,,,,,203.179001,140.119003,271.363007,-131.244003,0.0,,11.727,,,,,11.727,151.846004,,118.389999,118.389999,,,,10.775,,,,,,17.172007,,,,17.172007,146.337006,86.281998,,,,,19.584999,,,,,19.584999,105.866997,252.204002,0.0,6.219,,,-0.569,,97.170997,102.820997,0.0,102.820997,355.025,
07/31/1997,349.803009,20.042,20.042,0.0,105.820999,,,58.272999,,,,,10.592,,,,,,194.727997,143.539993,278.707001,-135.167007,0.0,,11.535,,,,,11.535,155.074993,,124.584999,124.584999,,,,10.775,,,,,,14.127001,,,,14.127001,149.487,75.515999,,,,,19.679001,,,,,19.679001,95.195,244.681999,0.0,6.219,,,-0.569,,99.471,105.121,0.0,105.121,349.802999,
10/31/1997,379.312012,20.976,20.976,0.0,121.857002,,,49.439999,,,,,13.611,,,,,,205.884003,151.470001,291.009003,-139.539001,0.0,,21.958,,,,,21.958,173.428001,,145.524002,145.524002,,,,10.775,,,,,,17.342997,,,,17.342997,173.641998,75.515999,,,,,21.063999,,,,,21.063999,96.579998,270.221996,0.0,6.219,,,-0.569,,103.440002,109.090002,0.0,109.090002,379.311998,
01/31/1998,338.959015,3.177,3.177,0.0,84.716003,,,53.460999,,,,,15.271,,,,,,156.625,157.322006,300.951996,-143.630005,0.0,,25.011999,,,,,25.011999,182.334005,,99.365997,99.365997,,,,20.075001,,,,,,14.126003,,,,14.126003,133.567001,75.508003,,,,,23.011999,,,,,23.011999,98.520002,232.087004,0.0,6.219,,,-0.569,,101.222,106.872,0.0,106.872,338.959003,
04/30/1998,328.673004,3.596,3.596,0.0,70.18,,,51.59,,,,,17.370001,,,,,,142.735992,158.332993,306.598999,-148.266006,0.0,,27.604,,,,,27.604,185.936993,,87.410004,87.410004,,,,15.575,,,,,,16.178998,,,,16.178998,119.164001,75.508003,,,,,24.923,,,,,24.923,100.431004,219.595005,0.0,6.219,,,-0.569,,103.428001,109.078001,0.0,109.078001,328.673006,
07/31/1998,349.857,2.602,2.602,,82.379,,,55.842,,,,,13.564,,,,,,154.387,173.297,325.993,-152.696,,,22.173,,,,,22.173,195.47,,109.139,109.139,,,,16.775,,,,,,13.68,,,,13.68,139.594,70.341,,,,,25.573,,,,,25.573,95.914,235.508,,6.219,,,-0.569,,108.699,114.349,,114.349,349.857,
10/31/1998,354.619,2.833,2.833,0.0,91.634,91.634,,51.265,51.265,0.0,0.0,,13.517,,,,,,159.249,173.789,330.735,-156.946,0.0,,21.581,0.0,,,,21.581,195.37,,106.174,106.174,,,,21.275,,,,,,16.062,,,,16.062,143.511,70.341,,,,,25.286,,,,,25.286,95.627,239.138,0.0,6.219,,,-0.569,110.983,-1.152,115.481,0.0,115.481,354.619,
01/31/1999,339.187,2.838,2.838,0.0,83.802,83.802,,43.467,52.222,0.0,0.0,,15.561,,,,,,145.668,174.026,335.799,-161.773,0.0,,19.493,0.0,,,,19.493,193.519,,98.158,98.158,,,,13.746,,,,,,11.35,,,,11.35,123.254,79.262,,,,,24.603,,,,,24.603,103.865,227.119,0.0,6.219,,,-0.569,107.855,-1.437,112.068,0.0,112.068,339.187,
04/30/1999,380.735,3.458,3.458,0.0,110.152,110.152,,58.72,,,,,13.942,,,,,,186.272,177.051,343.314,-166.263,0.0,,17.412,,,,,17.412,194.463,,126.468,126.468,,,,13.746,,,,,,17.126,,,,17.126,157.34,79.062,,,,,24.573,,,,,24.573,103.635,260.975,0.0,6.219,,,-0.569,115.322,-1.212,119.76,0.0,119.76,380.735,
07/31/1999,390.982,4.194,4.194,,123.502,,,54.924,,,,,12.158,,,,,,194.778,180.894,352.179,-171.285,,,15.31,,,,,15.31,196.204,,144.287,144.287,,,,13.746,,,,,,22.894,,,,22.894,180.927,56.595,,,,,24.58,,,,,24.58,81.175,262.102,,6.219,,,-0.569,,123.23,128.88,,128.88,390.982,
10/31/1999,414.055,10.756,10.756,0.0,144.325,144.325,,49.979,10.553,0.0,42.419,-2.993,12.489,,,,,,217.549,182.366,358.101,-175.735,0.0,,14.14,0.0,,,3.916,10.224,196.506,,168.074,168.074,,,,13.746,,,,,,19.742,,,,19.742,201.562,56.595,,,,,24.887,,,,,24.887,81.482,283.044,0.0,6.219,,,-0.569,126.164,-0.803,131.011,0.0,131.011,414.055,
01/31/2000,425.641,6.892,6.892,0.0,151.757,151.757,,53.495,10.687,0.0,45.729,-2.921,17.984,,,,,,230.128,182.247,360.024,-177.777,0.0,,13.266,0.0,,,3.843,9.423,195.513,,194.441,194.441,,,,18.038,,,,,,14.669,,,,14.669,227.148,48.024,,,,,25.286,,,,,25.286,73.31,300.458,0.0,6.219,,,-0.569,119.858,-0.325,125.183,0.0,125.183,425.641,
04/30/2000,431.862,4.619,4.619,0.0,152.445,152.445,,64.605,10.462,0.0,57.064,-2.921,14.492,,,,,,236.161,182.221,364.458,-182.237,0.0,,13.48,0.0,,,,13.48,195.701,,189.497,189.497,,,,13.738,,,,,,19.856,,,,19.856,223.091,58.024,,,,,25.629,,,,,25.629,83.653,306.744,0.0,6.219,,,-7.793,126.626,0.066,125.118,0.0,125.118,431.862,
07/31/2000,464.362,3.628,3.628,0.0,189.966,,,56.599,49.34,10.193,0.0,0.0,16.911,,,,,,267.104,175.309,359.937,-184.628,0.0,,21.949,0.0,,,,21.949,197.258,,223.87,223.87,,,,13.738,,,,,,29.133,,,,29.133,266.741,42.857,,,,,25.183,,,,,25.183,68.04,334.781,0.0,6.219,,,-7.793,,131.155,129.581,0.0,129.581,464.362,
10/31/2000,506.734,33.595,33.595,0.0,203.981,203.981,,56.404,10.008,0.0,49.33,0.0,14.85,,,,,,308.83,176.027,364.887,-188.86,0.0,,21.877,0.0,,,,21.877,197.904,,237.326,237.326,,,,13.738,,,,,,40.449,,,,40.449,291.513,42.857,,,,,24.846,,,,,24.846,67.703,359.216,0.0,6.219,,,-7.793,149.346,-0.254,147.518,0.0,147.518,506.734,
01/31/2001,456.618,28.531,28.531,0.0,149.079,149.079,,62.845,55.67,10.109,0.0,-2.934,15.85,,,,,,256.305,180.996,373.664,-192.668,0.0,,19.317,0.0,,,11.407,7.91,200.313,,198.686,198.686,,,,13.738,,,,,,25.986,,,,25.986,238.41,34.286,,,,,25.291,,,,,25.291,59.577,297.987,0.0,6.219,,,-7.793,160.529,-0.324,158.631,0.0,158.631,456.618,
04/30/2001,466.625,38.744,38.744,0.0,143.457,143.457,,64.667,10.246,0.0,57.355,0.0,13.875,,,,,,260.743,182.562,379.064,-196.502,0.0,,23.32,0.0,0.0,0.0,,23.32,205.882,,179.371,179.371,,,,13.738,,,,,,33.585,,,,33.585,226.694,34.286,,,,,25.766,,,,,25.766,60.052,286.746,0.0,8.037,,,-7.793,180.059,-0.424,179.879,0.0,179.879,466.625,
07/31/2001,490.429,65.84,65.84,0.0,146.074,,,50.136,10.092,0.0,42.39,0.0,22.08,,,,,,284.13,184.155,384.783,-200.628,0.0,,22.144,0.0,0.0,0.0,,22.144,206.299,,181.182,181.182,,,,8.571,,,,,,36.646,,,,36.646,226.399,34.286,,,,,28.01,,,,,28.01,62.296,288.695,0.0,11.734,,,-7.793,,197.793,201.734,0.0,201.734,490.429,
10/31/2001,480.722,88.527,88.527,0.0,107.739,107.739,,60.004,9.838,0.0,52.512,0.0,15.009,,,,,,271.279,185.959,390.922,-204.963,0.0,,23.484,0.0,0.0,0.0,,23.484,209.443,,147.026,147.026,,,,8.571,,,,,,42.2,,,,42.2,197.797,34.286,,,,,28.411,,,,,28.411,62.697,260.494,0.0,12.393,,,-7.885,216.79,-1.07,220.228,0.0,220.228,480.722,
01/31/2002,454.409,48.254,48.254,0.0,103.63,103.63,,59.571,10.049,0.0,1.868,0.0,28.903,,,,,,240.358,187.519,397.07,-209.551,0.0,,26.532,0.0,0.0,0.0,,26.532,214.051,,140.235,140.235,,,,8.571,,,,,,30.872,,,,30.872,179.678,25.714,,,,,29.821,,,,,29.821,55.535,235.213,0.0,13.24,,,-7.953,214.75,-0.841,219.196,0.0,219.196,454.409,
04/30/2002,494.87,57.55,57.55,0.0,128.845,128.845,,62.296,10.347,0.0,54.295,-2.346,30.624,,,,,,279.315,190.862,405.027,-214.165,0.0,,24.693,0.0,0.0,0.0,,24.693,215.555,,177.438,177.438,,,,8.571,,,,,,26.832,,,,26.832,212.841,25.714,,,,,31.719,,,,,31.719,57.433,270.274,0.0,13.24,,,-7.953,219.391,-0.082,224.596,0.0,224.596,494.87,
07/31/2002,515.793,24.266,24.266,0.0,148.158,,,61.137,29.649,0.0,31.488,0.0,20.786,,,,,,254.347,214.15,434.292,-220.142,0.0,,47.296,4.136,0.0,4.136,,43.16,261.446,,207.418,207.418,,,,8.571,,,,,,25.913,,,,25.913,241.902,17.143,,,,,28.254,,,,,28.254,45.397,287.299,0.0,15.389,,,-11.605,225.759,-1.049,228.494,0.0,228.494,515.793,
10/31/2002,537.235,66.995,66.995,,144.846,144.846,,55.659,,,,,17.403,,,,,,284.903,203.443,420.093,-216.65,,,48.889,,,,,48.889,252.332,,192.414,192.414,,,,8.571,,,,,,51.044,,,,51.044,252.029,25.714,,,,,28.731,,,,,28.731,54.445,306.474,,14.791,,,-11.34,227.31,0.0,230.761,,230.761,537.235,
01/31/2003,530.443,17.751,17.751,,163.405,163.405,,62.785,,,,,21.129,,,,,,265.07,217.255,439.126,-221.871,,,48.118,,,,15.888,32.23,265.373,,224.847,224.847,,,,8.571,,,,,,23.928,,,,23.928,257.346,17.143,,,,,28.318,,,,,28.318,45.461,302.807,,15.481,,,-11.722,224.007,-0.13,227.636,,227.636,530.443,
09/30/2003,614.666,8.493,8.493,,163.117,163.117,,90.823,,,,,16.318,,,,,,278.751,260.372,486.113,-225.741,,,75.543,,,,44.871,30.672,335.915,,218.311,218.311,,,,23.571,,,,,,44.799,,,,44.799,286.681,17.143,,,,,39.694,,,,,39.694,56.837,343.518,,15.87,,,-12.499,267.777,0.0,271.148,,271.148,614.666,
12/31/2003,706.558,11.69,11.69,0.0,184.333,,,112.347,60.249,0.0,52.098,0.0,20.571,,,,,,328.941,304.244,535.915,-231.671,0.0,,73.373,10.483,0.0,10.483,,62.89,377.617,,277.897,277.897,,,,58.571,,,,,,19.613,,,,19.613,356.081,8.571,,,,,58.822,,,,,58.822,67.393,423.474,0.0,15.987,,,-12.499,264.991,0.13,268.609,14.475,283.084,706.558,
03/31/2004,703.931,22.262,22.262,0.0,205.703,205.703,,85.981,11.563,0.0,74.418,0.0,20.418,,,,,,334.364,310.929,549.83,-238.901,0.0,,58.638,0.0,0.0,0.0,,58.638,369.567,,273.852,273.852,,,,43.571,,,,,,27.693,,,,27.693,345.116,8.571,,,,,52.874,,,,,52.874,61.445,406.561,0.0,19.085,,,-12.499,276.909,-0.239,283.256,14.114,297.37,703.931,
06/30/2004,817.037,64.398,64.398,0.0,257.363,257.363,,99.896,12.069,0.0,87.827,0.0,53.813,,,,,,475.47,308.785,553.707,-244.922,0.0,,32.782,0.0,0.0,0.0,,32.782,341.567,,338.672,338.672,,,,8.571,,,,,,59.633,,,,59.633,406.876,8.571,,,,,54.234,,,,,54.234,62.805,469.681,0.0,21.018,,,-12.499,325.856,-0.239,334.136,13.22,347.356,817.037,
09/30/2004,1005.109985,185.281008,157.501007,27.780001,299.855011,299.855011,,95.380997,12.217,0.0,83.164001,0.0,23.742001,,,,,,604.258972,310.007996,562.271973,-252.264008,56.507,,34.34,0.0,0.0,0.0,,34.34,400.854996,,380.584991,380.584991,,,,8.571,,,,,,63.320998,,,,63.320998,452.47699,33.570999,,,,,31.0,,,,,31.0,64.570999,517.047989,0.0,23.937,,,-27.792,334.90799,-0.325981,330.727009,157.339005,488.066013,1005.114002,
12/31/2004,982.713,163.675,67.46,96.215,281.73,281.73,,104.968,46.355,0.0,58.613,,22.533,,,,,,572.906,312.273,572.147,-259.874,55.59,,41.944,15.986,0.0,15.986,,25.958,409.807,,377.717,377.717,,,,8.572,,,,,,37.975,,,,37.975,424.264,25.0,,,,,35.983,,,,,35.983,60.983,485.247,0.0,29.629,,,-27.792,339.798,-1.719,339.916,157.55,497.466,982.713,
03/31/2005,1267.0,138.398,63.439,74.959,392.783,392.783,,145.117,14.975,,130.142,,18.502,,,,,,694.8,424.111,702.513,-278.402,55.764,,92.325,81.4,,,,10.925,572.2,,507.693,507.693,,,,8.572,,,,,,29.077,,,,29.077,545.342,147.055,,,,,34.931,,,,,34.931,181.986,727.328,,38.523,,,-28.6,350.325,-1.858,358.39,181.282,539.672,1267.0,
