Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2010,26143.0,480.0,480.0,0.0,3248.0,3248.0,0.0,751.0,0.0,,,,916.0,257.0,,11.0,202.0,350.7,5395.0,2694.0,5320.0,-2626.0,0.0,,,18054.0,15148.0,8524.0,6624.0,15.0,,2808.0,20748.0,,1460.0,439.0,0.0,0.0,1021.0,27.0,0.0,,,,27.0,2539.0,0.0,,2226.5,4026.0,5973.0,5973.0,,,,6323.0,0.0,1986.0,715.0,3420.0,12296.0,16322.0,0.0,43444.0,1.0,43443.0,-3689.0,-29648.0,-286.0,9821.0,0.0,9821.0,26143.0,
03/31/2011,26372.0,972.0,972.0,0.0,3146.0,3146.0,0.0,438.0,,,,,1081.0,314.0,,,201.0,456.0,5637.0,2642.0,5140.0,-2498.0,0.0,,,18093.0,15229.0,8622.0,6607.0,,,2792.0,20735.0,,2029.0,376.0,,,1653.0,26.0,0.0,,,,26.0,2140.0,,,1764.0,4195.0,5968.0,5968.0,,,,6429.0,,1981.0,789.0,3458.0,12397.0,16592.0,0.0,43428.0,1.0,43427.0,-3936.0,-29446.0,-266.0,9780.0,0.0,9780.0,26372.0,
06/30/2011,26229.0,1346.0,1346.0,0.0,3024.0,3024.0,0.0,360.0,,,,,965.0,56.0,,,199.0,599.0,5695.0,2595.0,5147.0,-2552.0,0.0,,,17939.0,15199.0,8622.0,6577.0,,,2668.0,20534.0,,1985.0,372.0,,,1613.0,31.0,0.0,,,,31.0,1915.0,,,1590.0,3931.0,5964.0,5964.0,,,,6386.0,,1969.0,851.0,3367.0,12350.0,16281.0,0.0,43437.0,1.0,43436.0,-4186.0,-29051.0,-252.0,9948.0,0.0,9948.0,26229.0,
09/30/2011,26114.0,947.0,947.0,0.0,3114.0,3114.0,0.0,536.0,,,,,869.0,4.0,,,197.0,550.0,5466.0,2525.0,5110.0,-2585.0,0.0,,,18123.0,15170.0,8619.0,6551.0,,,2881.0,20648.0,,2064.0,374.0,,,1690.0,30.0,0.0,,,,30.0,1870.0,,,1554.0,3964.0,5961.0,5961.0,,,,6291.0,,1765.0,980.0,3349.0,12252.0,16216.0,0.0,43420.0,1.0,43419.0,-4536.0,-28713.0,-273.0,9898.0,0.0,9898.0,26114.0,
12/31/2011,26197.0,660.0,660.0,0.0,3254.0,3254.0,0.0,735.0,0.0,,,,894.0,223.0,0.0,12.0,183.0,339.0,5543.0,2510.0,5334.0,-2824.0,0.0,,,18144.0,15146.0,8620.0,6526.0,21.0,,2897.0,20654.0,,1447.0,410.0,0.0,0.0,1037.0,24.0,0.0,,,,24.0,2462.0,0.0,0.0,2197.0,3933.0,5958.0,5958.0,,,,6398.0,0.0,1839.0,1025.0,3351.0,12356.0,16289.0,0.0,43396.0,1.0,43395.0,-4706.0,-28343.0,-439.0,9908.0,0.0,9908.0,26197.0,
03/31/2012,26393.0,794.0,794.0,0.0,3332.0,3332.0,0.0,574.0,,,,,1083.0,299.0,,,182.0,449.0,5783.0,2458.0,5372.0,-2914.0,0.0,,,18152.0,15185.0,8630.0,6555.0,,,2899.0,20610.0,,2178.0,339.0,169.0,,1670.0,22.0,0.0,,,,22.0,1950.0,,,1676.0,4150.0,5902.0,5902.0,,,,6337.0,,1832.0,993.0,3330.0,12239.0,16389.0,0.0,43377.0,1.0,43376.0,-4973.0,-27980.0,-420.0,10004.0,0.0,10004.0,26393.0,
06/30/2012,26781.0,1888.0,1888.0,0.0,2973.0,2973.0,0.0,521.0,,,,,1000.0,309.0,,,173.0,355.0,6382.0,2394.0,5362.0,-2968.0,0.0,,,18005.0,15107.0,8599.0,6508.0,,,2830.0,20399.0,,1904.0,309.0,,,1595.0,901.0,0.0,,,,901.0,1569.0,,,1363.0,4374.0,5900.0,5900.0,,,,6389.0,,1818.0,1164.0,3234.0,12289.0,16663.0,0.0,43379.0,1.0,43378.0,-5274.0,-27553.0,-434.0,10118.0,0.0,10118.0,26781.0,
09/30/2012,26392.0,947.0,947.0,0.0,3202.0,3202.0,0.0,685.0,,,,,954.0,309.0,,,178.0,312.0,5788.0,2372.0,5424.0,-3052.0,0.0,,,18232.0,15089.0,8606.0,6483.0,,,3084.0,20604.0,,2041.0,345.0,,,1696.0,20.0,0.0,,,,20.0,1602.0,,,1353.0,3663.0,5907.0,5907.0,,,,6533.0,,1809.0,1276.0,3270.0,12440.0,16103.0,0.0,43430.0,1.0,43429.0,-5575.0,-27162.0,-404.0,10289.0,0.0,10289.0,26392.0,
12/31/2012,26466.0,708.0,708.0,0.0,3137.0,3137.0,0.0,859.0,,,,,1016.0,233.0,,29.0,172.0,312.0,5720.0,2271.0,4988.0,-2717.0,0.0,,,18475.0,15082.0,8567.0,6515.0,17.0,,3087.0,20746.0,,1396.0,386.0,,,1010.0,18.0,0.0,,,,18.0,2527.0,,,2052.0,3941.0,5904.0,5904.0,,,,6408.0,,1860.0,1254.0,3122.0,12312.0,16253.0,0.0,43425.0,1.0,43424.0,-5874.0,-26769.0,-569.0,10213.0,0.0,10213.0,26466.0,
03/31/2013,26111.0,409.0,409.0,0.0,3130.0,3130.0,0.0,569.0,,,,,1151.0,266.0,,,170.0,427.0,5259.0,2215.0,4970.0,-2755.0,0.0,,,18637.0,15062.0,8568.0,6494.0,,,3323.0,20852.0,,1950.0,232.0,109.0,,1609.0,16.0,0.0,,,,16.0,2474.0,,,2076.0,4440.0,5901.0,5901.0,,,,6376.0,,1835.0,1239.0,3132.0,12277.0,16717.0,0.0,43216.0,1.0,43215.0,-6930.0,-26326.0,-566.0,9394.0,0.0,9394.0,26111.0,
06/30/2013,25693.0,282.0,282.0,0.0,2998.0,2998.0,0.0,449.0,,,,,1041.0,249.0,,,169.0,328.0,4770.0,2228.0,4917.0,-2689.0,0.0,,,18695.0,15049.0,8569.0,6480.0,,,3387.0,20923.0,,1719.0,218.0,34.0,,1467.0,21.0,0.0,,,,21.0,2085.0,,,1714.0,3825.0,5949.0,5949.0,,,,6318.0,,1659.0,1314.0,3176.0,12267.0,16092.0,0.0,43451.0,1.0,43450.0,-7431.0,-25854.0,-565.0,9601.0,0.0,9601.0,25693.0,
09/30/2013,25895.0,226.0,226.0,0.0,3221.0,3221.0,0.0,554.0,,,,,891.0,255.0,,,184.0,317.0,4892.0,2200.0,4996.0,-2796.0,0.0,,,18803.0,15024.0,8568.0,6456.0,,,3651.0,21003.0,,1731.0,227.0,32.0,,1472.0,21.0,0.0,,,,21.0,2001.0,,,1738.0,3753.0,5944.0,5944.0,,,,6527.0,,1631.0,1539.0,3173.0,12471.0,16224.0,0.0,43464.0,1.0,43463.0,-7710.0,-25360.0,-723.0,9671.0,0.0,9671.0,25895.0,
12/31/2013,26387.0,368.0,368.0,0.0,3234.0,3234.0,0.0,772.0,,,,,996.0,109.0,0.0,0.0,477.0,384.0,5370.0,1461.0,3060.0,-1599.0,0.0,,,19556.0,12458.0,6588.0,5870.0,17.0,,3957.0,21017.0,,1311.0,286.0,54.0,0.0,971.0,495.0,475.0,,,,20.0,2401.0,0.0,0.0,1878.0,4207.0,5940.0,5827.0,113.0,113.0,,6274.0,0.0,1327.0,1314.0,3156.0,12214.0,16421.0,0.0,43475.0,1.0,43474.0,-8074.0,-24890.0,-545.0,9966.0,0.0,9966.0,26387.0,
03/31/2014,26115.0,311.0,311.0,0.0,3301.0,3301.0,0.0,541.0,,,,,924.0,251.0,,,133.0,469.0,5077.0,2179.0,5003.0,-2824.0,0.0,,,18859.0,14966.0,8559.0,6407.0,,,3819.0,21038.0,,1836.0,223.0,165.0,,1448.0,546.0,440.0,,,,106.0,1690.0,,,1439.0,4072.0,7448.0,7339.0,109.0,109.0,,6128.0,,1313.0,1554.0,3128.0,13576.0,17648.0,0.0,43226.0,1.0,43225.0,-9794.0,-24422.0,-543.0,8467.0,0.0,8467.0,26115.0,
06/30/2014,26316.0,261.0,261.0,0.0,3002.0,3002.0,0.0,940.0,,,,,1189.0,172.0,,,2051.0,325.0,5392.0,1424.0,3144.0,-1720.0,0.0,,,19500.0,12746.0,6697.0,6049.0,,,3676.0,20924.0,,1305.0,148.0,0.0,,1157.0,20.0,0.0,,,,20.0,1996.0,,,1617.0,3321.0,5846.0,5846.0,,,,7875.0,,1294.0,1436.0,3094.0,13721.0,17042.0,0.0,43991.0,1.0,43990.0,-10484.0,-23983.0,-523.0,9001.0,273.0,9274.0,26316.0,
09/30/2014,23455.0,178.0,178.0,0.0,3378.0,3378.0,0.0,1136.0,,,,,712.0,229.0,,,138.0,328.0,5404.0,1394.0,3125.0,-1731.0,0.0,,,16657.0,12457.0,6609.0,5848.0,,,4145.0,18051.0,,1517.0,196.0,,,1321.0,451.0,431.0,,,,20.0,1429.0,,,1231.0,3397.0,6508.0,6407.0,101.0,101.0,,6024.0,,1272.0,1489.0,3125.0,12532.0,15929.0,0.0,44023.0,1.0,44022.0,-13606.0,-22344.0,-547.0,7526.0,0.0,7526.0,23455.0,
12/31/2014,23935.0,428.0,428.0,0.0,3459.0,3459.0,0.0,922.0,,,,,676.0,290.0,,,118.0,386.0,5485.0,1433.0,3164.0,-1731.0,0.0,,,17017.0,12706.0,6698.0,6008.0,15.0,,4296.0,18450.0,,1240.0,302.0,,0.0,938.0,636.0,616.0,,,,20.0,2157.0,0.0,,1951.0,4033.0,6476.0,6379.0,97.0,97.0,,6456.0,0.0,1564.0,1427.0,3347.0,12932.0,16965.0,0.0,44042.0,1.0,44041.0,-14406.0,-21931.0,-735.0,6970.0,0.0,6970.0,23935.0,
03/31/2015,23786.0,331.0,331.0,0.0,3295.0,3295.0,0.0,764.0,,,,,830.0,215.0,,,94.0,504.0,5220.0,1394.0,3166.0,-1772.0,0.0,,,17172.0,12666.0,6664.0,6002.0,,,4476.0,18566.0,,1488.0,175.0,,,1313.0,21.0,0.0,,,,21.0,1583.0,,,1378.0,3092.0,7693.0,7693.0,,,,6604.0,,1537.0,1601.0,3372.0,14297.0,17389.0,0.0,44069.0,1.0,44068.0,-15406.0,-21537.0,-729.0,6397.0,0.0,6397.0,23786.0,
06/30/2015,23662.0,320.0,320.0,0.0,3124.0,3124.0,0.0,1156.0,,,,,632.0,185.0,,,88.0,328.0,5232.0,1376.0,3190.0,-1814.0,0.0,,,17054.0,12660.0,6663.0,5997.0,,,4364.0,18430.0,,1500.0,198.0,,,1302.0,414.0,394.0,,,,20.0,1553.0,,,1381.0,3467.0,7686.0,7595.0,91.0,91.0,,6546.0,,1515.0,1611.0,3332.0,14232.0,17699.0,0.0,44091.0,1.0,44090.0,-16205.0,-21205.0,-718.0,5963.0,0.0,5963.0,23662.0,
09/30/2015,24239.0,133.0,133.0,0.0,3397.0,3397.0,0.0,1420.0,,,,,605.0,160.0,,,88.0,323.0,5555.0,1374.0,3226.0,-1852.0,0.0,,,17310.0,12660.0,6663.0,5997.0,,,4650.0,18684.0,,1619.0,169.0,51.0,,1399.0,323.0,303.0,,,,20.0,1490.0,,,1303.0,3432.0,8476.0,8389.0,87.0,87.0,,6452.0,,1491.0,1594.0,3279.0,14928.0,18360.0,0.0,44077.0,1.0,44076.0,-16705.0,-20779.0,-714.0,5879.0,0.0,5879.0,24239.0,
12/31/2015,23765.0,317.0,317.0,0.0,3375.0,3375.0,0.0,1270.0,0.0,,,,785.0,234.0,0.0,,1139.0,228.0,5747.0,1253.0,2880.0,-1627.0,0.0,,,16765.0,7428.0,4789.0,2639.0,17.0,,4573.0,18018.0,,1026.0,159.0,,0.0,867.0,305.0,0.0,83.0,83.0,,222.0,2229.0,0.0,0.0,1792.0,3560.0,8226.0,8226.0,,,,6416.0,0.0,1575.0,495.0,3207.0,14642.0,18202.0,0.0,44056.0,1.0,44055.0,-17205.0,-20518.0,-770.0,5563.0,0.0,5563.0,23765.0,
03/31/2016,23501.0,411.0,411.0,0.0,3678.0,3678.0,0.0,822.0,,,,,623.0,189.0,,,68.0,434.0,5534.0,1376.0,3248.0,-1872.0,0.0,,,16591.0,12042.0,6533.0,5509.0,,,4549.0,17967.0,,1649.0,196.0,68.0,,1385.0,106.0,0.0,83.0,83.0,,23.0,1629.0,,,1424.0,3384.0,8226.0,8226.0,,,,6408.0,,1558.0,1562.0,3220.0,14634.0,18018.0,0.0,43991.0,1.0,43990.0,-17704.0,-20045.0,-759.0,5483.0,0.0,5483.0,23501.0,
06/30/2016,23138.0,176.0,176.0,0.0,3243.0,3243.0,0.0,1224.0,,,,,453.0,213.0,,,68.0,240.0,5096.0,1356.0,3242.0,-1886.0,0.0,,,16686.0,12035.0,6531.0,5504.0,,,4651.0,18042.0,,1416.0,121.0,,,1295.0,265.0,163.0,79.0,79.0,,23.0,1406.0,,,1250.0,3087.0,8223.0,8223.0,,,,6440.0,,1545.0,1574.0,3253.0,14663.0,17750.0,0.0,43965.0,1.0,43964.0,-18205.0,-19622.0,-750.0,5388.0,0.0,5388.0,23138.0,
09/30/2016,23848.0,179.0,179.0,0.0,3348.0,3348.0,0.0,1459.0,,,,,471.0,243.0,,,67.0,228.0,5457.0,1345.0,3263.0,-1918.0,0.0,,,17046.0,12030.0,6531.0,5499.0,,,5016.0,18391.0,,1550.0,153.0,,,1397.0,130.0,33.0,75.0,75.0,,22.0,1418.0,,,1277.0,3098.0,8902.0,8902.0,,,,6500.0,,1526.0,1667.0,3240.0,15402.0,18500.0,0.0,43936.0,1.0,43935.0,-18705.0,-19144.0,-739.0,5348.0,0.0,5348.0,23848.0,
12/31/2016,24238.0,598.0,598.0,0.0,3314.0,3314.0,0.0,1427.0,,,,,724.0,215.0,,,2451.0,204.0,6063.0,1241.0,2935.0,-1694.0,0.0,,,16934.0,7497.0,4864.0,2633.0,13.0,,5133.0,18175.0,,1149.0,148.0,,,1001.0,548.0,450.0,75.0,75.0,,23.0,2011.0,0.0,,1704.0,3708.0,8902.0,8902.0,,,,7939.0,0.0,1769.0,590.0,3129.0,16841.0,20549.0,0.0,43914.0,1.0,43913.0,-20201.0,-19257.0,-767.0,3689.0,0.0,3689.0,24238.0,
03/31/2017,23022.0,163.0,163.0,0.0,3478.0,3478.0,0.0,1201.0,,,,,778.0,165.0,,,2454.0,355.0,5620.0,1220.0,2943.0,-1723.0,0.0,,,16182.0,7520.0,4889.0,2631.0,,,5085.0,17402.0,,1548.0,158.0,92.0,,1298.0,125.0,30.0,72.0,72.0,,23.0,1751.0,,,1427.0,3424.0,8900.0,8900.0,,,,7813.0,,1655.0,624.0,3080.0,16713.0,20137.0,0.0,43848.0,1.0,43847.0,-20701.0,-19509.0,-753.0,2885.0,0.0,2885.0,23022.0,
06/30/2017,22653.0,170.0,170.0,0.0,3299.0,3299.0,0.0,1560.0,,,,,657.0,173.0,,,2483.0,185.0,5686.0,1214.0,2967.0,-1753.0,0.0,,,15753.0,7518.0,4891.0,2627.0,,,5017.0,16967.0,,1516.0,124.0,,,1392.0,354.0,263.0,68.0,68.0,,23.0,1360.0,,,1199.0,3230.0,8898.0,8898.0,,,,7898.0,,1638.0,628.0,3149.0,16796.0,20026.0,0.0,43821.0,1.0,43820.0,-21002.0,-19451.0,-741.0,2627.0,0.0,2627.0,22653.0,
09/30/2017,23894.0,144.0,144.0,0.0,3598.0,3598.0,0.0,1830.0,,,,,722.0,182.0,,,2466.0,185.0,6294.0,1208.0,3001.0,-1793.0,0.0,,,16392.0,7508.0,4891.0,2617.0,,,5559.0,17600.0,,1783.0,233.0,55.0,,1495.0,609.0,590.0,,,,19.0,1660.0,,,1506.0,4052.0,9080.0,9020.0,60.0,60.0,,7768.0,,1619.0,645.0,3038.0,16848.0,20900.0,0.0,43831.0,1.0,43830.0,-21252.0,-18859.0,-726.0,2994.0,0.0,2994.0,23894.0,
