Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
10/03/2008,232.566,,-138.742,,93.824,0.0,-65.277,25.399,,39.878,28.547,-8.112,,1.695,0.0,6.417,20.435,34.354,,,54.789,0.0,,,54.789,0.0,54.789,0.0,0.0,54.789,54.789,,163.948,0.33,0.33,0.35935,166.527,0.33,0.33,0.358896,
01/02/2009,210.228,210.228,-126.361,126.361,83.867,0.0,-62.894,27.101,34.644,1.149,20.973,3.859,,2.456,,-6.315,24.832,-1.247,1.247,0.0,23.585,0.0,0.0,0.0,23.585,0.0,23.585,0.0,0.0,23.585,20.09225,-3.49275,164.855,0.14,0.14,0.121878,165.188,0.14,0.14,0.118856,
04/03/2009,172.99,172.99,-108.115,108.115,64.875,0.0,-68.618,22.794,28.596,17.228,-3.743,-1.91,,1.897,,0.013,-5.653,-0.025,0.025,0.0,-5.678,0.0,0.0,0.0,-5.678,0.0,-5.678,0.0,0.0,-5.678,13.4894,19.1674,165.997,-0.03,-0.03,0.081263,165.997,-0.03,-0.03,0.081263,
07/03/2009,191.213,191.213,-114.263,114.263,76.95,0.0,-55.429,24.215,29.666,1.548,21.521,-2.031,,1.999,,0.032,19.49,-0.75,0.75,0.0,18.74,0.0,0.0,0.0,18.74,0.0,18.74,0.0,0.0,18.74,21.8314,3.0914,167.062,0.11,0.11,0.130678,169.525,0.11,0.11,0.128236,
10/02/2009,228.146,228.146,-135.618,135.618,92.528,0.0,-59.576,26.311,31.09,2.175,32.952,-1.864,,1.937,,-0.073,31.088,27.249,-27.249,0.0,58.337,0.0,0.0,0.0,58.337,0.0,58.337,0.0,0.0,58.337,35.01715,-23.31985,170.283,0.34,0.34,0.205641,177.12,0.33,0.33,0.198339,
01/01/2010,245.138,245.138,-142.584,142.584,102.554,0.0,-60.021,26.731,31.789,1.501,42.533,-1.731,,1.569,,0.162,40.802,-12.792,12.792,0.0,28.01,0.0,0.0,0.0,28.01,0.0,28.01,0.0,0.0,28.01,40.79125,12.78125,172.717,0.16,0.16,0.236174,179.404,0.16,0.16,0.231243,
04/02/2010,238.058,238.058,-138.204,138.204,99.854,0.0,-61.542,27.982,32.06,1.5,38.312,-1.464,,1.183,,0.281,36.848,-9.104,9.104,0.0,27.744,0.0,0.0,0.0,27.744,0.0,27.744,0.0,0.0,27.744,52.5661,24.8221,174.449,0.16,0.16,0.301326,182.924,0.15,0.15,0.285696,
07/02/2010,275.37,275.37,-157.104,157.104,118.266,0.0,-64.794,29.451,34.882,0.461,53.472,-0.803,,0.867,,-0.064,52.669,-17.933,17.933,0.0,34.736,0.0,0.0,0.0,34.736,0.0,34.736,0.0,0.0,34.736,51.326,16.59,175.495,0.2,0.2,0.292464,183.889,0.19,0.19,0.280217,
10/01/2010,313.283,313.283,-177.124,177.124,136.159,0.0,-70.732,33.689,35.409,1.634,65.427,-0.672,,0.627,,0.045,64.755,-17.951,17.951,0.0,46.804,0.0,0.0,0.0,46.804,0.0,46.804,0.0,0.0,46.804,67.95205,21.14805,177.418,0.26,0.26,0.383005,184.734,0.25,0.25,0.364478,
12/31/2010,335.12,335.12,-186.582,186.582,148.538,0.0,-71.196,30.606,38.543,2.047,77.342,-0.606,,0.537,,0.069,76.736,-15.868,15.868,0.0,60.868,0.0,0.0,0.0,60.868,0.0,60.868,0.0,0.0,60.868,74.6926,13.8246,180.706,0.34,0.34,0.413338,188.541,0.32,0.32,0.393324,
04/01/2011,325.411,325.411,-184.43,184.43,140.981,0.0,-72.921,31.462,39.618,1.841,68.06,-0.575,,0.461,,0.114,67.485,-17.525,17.525,0.0,49.96,0.0,0.0,0.0,49.96,0.0,49.96,0.0,0.0,49.96,85.9033,35.9433,183.471,0.27,0.27,0.468212,191.961,0.26,0.26,0.447243,
07/01/2011,356.075,356.075,-199.85,199.85,156.225,0.0,-83.999,35.451,43.067,5.481,72.226,-0.467,,0.465,,0.002,71.759,-20.211,20.211,0.0,51.548,0.0,0.0,0.0,51.548,0.0,51.548,0.0,0.0,51.548,80.78355,29.23555,183.75,0.28,0.28,0.439638,191.38,0.27,0.27,0.422762,
09/30/2011,402.316,402.316,-227.756,227.756,174.56,0.0,-96.864,39.071,47.409,10.384,77.696,0.21,,0.473,,-0.683,77.906,-13.697,13.697,0.0,64.209,0.0,0.0,0.0,64.209,0.0,64.209,0.0,0.0,64.209,87.1771,22.9681,183.591,0.35,0.35,0.474844,190.786,0.34,0.34,0.460387,
12/30/2011,393.74,393.74,-221.89,221.89,171.85,0.0,-96.882,42.909,46.941,7.032,74.968,-0.306,,0.481,,-0.175,74.662,-17.536,17.536,0.0,57.126,0.0,0.0,0.0,57.126,0.0,57.126,0.0,0.0,57.126,81.65435,24.52835,183.956,0.31,0.31,0.44388,189.682,0.3,0.3,0.429313,
03/30/2012,364.7,364.7,-212.4,212.4,152.3,0.0,-108.5,40.2,53.0,15.3,43.8,-0.4,,0.1,,0.3,43.4,-9.4,9.4,0.0,34.0,0.0,0.0,0.0,34.0,0.0,34.0,0.0,0.0,34.0,60.97405,26.97405,185.2,0.18,0.18,0.329234,191.0,0.18,0.18,0.321225,
06/29/2012,389.0,389.0,-223.7,223.7,165.3,0.0,-103.3,37.5,56.1,9.7,62.0,0.1,,0.0,,-0.1,62.1,-12.8,12.8,0.0,49.3,0.0,0.0,0.0,49.3,0.0,49.3,0.0,0.0,49.3,68.355,19.055,186.3,0.26,0.26,0.366908,192.5,0.26,0.26,0.358987,
09/28/2012,421.1,421.1,-243.4,243.4,177.7,0.0,-102.9,37.8,56.6,8.5,74.8,-0.1,,0.1,,0.0,74.7,-13.1,13.1,0.0,61.6,0.0,0.0,0.0,61.6,0.0,61.6,0.0,0.0,61.6,85.885,24.285,187.9,0.33,0.33,0.457078,194.2,0.32,0.32,0.445051,
12/28/2012,453.7,453.7,-261.1,261.1,192.6,0.0,-106.0,38.1,58.1,9.8,86.6,0.2,,0.0,,-0.2,86.8,-20.3,20.3,0.0,66.5,0.0,0.0,0.0,66.5,0.0,66.5,0.0,0.0,66.5,89.7,23.2,189.4,0.35,0.35,0.473601,194.0,0.34,0.34,0.459588,
03/29/2013,425.2,425.2,-248.5,248.5,176.7,0.0,-108.0,39.7,56.3,12.0,68.7,-1.4,,0.0,,1.4,67.3,-5.6,5.6,0.0,61.7,0.0,0.0,0.0,61.7,0.0,61.7,0.0,0.0,61.7,75.195,13.495,188.7,0.33,0.33,0.39849,193.1,0.32,0.32,0.389886,
06/28/2013,436.1,436.1,-247.9,247.9,188.2,0.0,-103.9,40.3,56.6,7.0,84.3,0.2,,0.0,,-0.2,84.5,-18.8,18.8,0.0,65.7,0.0,0.0,0.0,65.7,0.0,65.7,0.0,0.0,65.7,87.42,21.72,186.6,0.35,0.35,0.468489,191.2,0.34,0.34,0.453598,
09/27/2013,477.0,477.0,-267.9,267.9,209.1,0.0,-103.6,41.6,55.3,6.7,105.5,0.3,,0.0,,-0.3,105.8,-21.6,21.6,0.0,84.2,0.0,0.0,0.0,84.2,0.0,84.2,0.0,0.0,84.2,105.34,21.14,185.2,0.45,0.45,0.56879,190.3,0.44,0.44,0.551088,
12/27/2013,505.2,505.2,-283.2,283.2,222.0,0.0,-106.0,41.1,58.4,6.5,116.0,0.0,,0.0,,0.0,116.0,-21.5,21.5,0.0,94.5,0.0,0.0,0.0,94.5,0.0,94.5,0.0,0.0,94.5,111.255,16.755,186.2,0.51,0.51,0.597503,191.2,0.49,0.49,0.577631,
03/28/2014,481.0,481.0,-268.6,268.6,212.4,0.0,-109.8,41.9,61.6,6.3,102.6,-0.1,,0.0,,0.1,102.5,-25.6,25.6,0.0,76.9,0.0,0.0,0.0,76.9,0.0,76.9,0.0,0.0,76.9,100.985,24.085,187.4,0.41,0.41,0.538874,192.2,0.4,0.4,0.525312,
06/27/2014,587.0,587.0,-322.8,322.8,264.2,0.0,-115.7,45.8,64.2,5.7,148.5,0.0,,0.0,,0.0,148.5,-37.1,37.1,0.0,111.4,0.0,0.0,0.0,111.4,0.0,111.4,0.0,0.0,111.4,142.275,30.875,187.5,0.59,0.59,0.7588,193.2,0.58,0.58,0.739808,
10/03/2014,718.2,718.2,-394.2,394.2,324.0,0.0,-125.9,50.2,68.0,7.7,198.1,0.1,,0.0,,-0.1,198.2,-23.3,23.3,0.0,174.9,0.0,0.0,0.0,174.9,0.0,174.9,0.0,0.0,174.9,195.82,20.92,187.5,0.93,0.93,1.044373,193.8,0.9,0.9,1.007946,
01/02/2015,805.5,805.5,-432.5,432.5,373.0,0.0,-126.2,47.9,68.5,9.8,246.8,0.7,,0.0,,-0.7,247.5,-52.3,52.3,0.0,195.2,0.0,0.0,0.0,195.2,0.0,195.2,0.0,0.0,195.2,224.91,29.71,188.7,1.03,1.03,1.191892,194.2,1.01,1.01,1.162987,
04/03/2015,762.1,762.1,-409.9,409.9,352.2,0.0,-132.3,47.4,75.5,9.4,219.9,0.6,,0.0,,-0.6,220.5,-54.0,54.0,0.0,166.5,0.0,0.0,0.0,166.5,0.0,166.5,0.0,0.0,166.5,201.59,35.09,189.9,0.88,0.88,1.061559,195.2,0.85,0.85,1.029764,
07/03/2015,810.0,810.0,-416.9,416.9,393.1,0.0,-134.3,48.6,76.8,8.9,258.8,0.6,,0.0,,-0.6,259.4,-52.0,52.0,0.0,207.4,0.0,0.0,0.0,207.4,0.0,207.4,0.0,0.0,207.4,239.945,32.545,190.0,1.09,1.09,1.262868,195.4,1.06,1.06,1.226556,
10/02/2015,880.8,880.8,-444.6,444.6,436.2,0.0,-138.6,47.4,82.4,8.8,297.6,-1.4,,0.0,,1.4,296.2,-67.0,67.0,0.0,229.2,0.0,0.0,0.0,229.2,0.0,229.2,0.0,0.0,229.2,273.87,44.67,189.6,1.21,1.21,1.444462,194.8,1.18,1.18,1.409312,
01/01/2016,926.8,926.8,-454.7,454.7,472.1,0.0,-141.6,51.7,81.5,8.4,330.5,87.7,,0.0,,-87.7,418.2,-62.9,62.9,0.0,355.3,0.0,0.0,0.0,355.3,0.0,355.3,0.0,0.0,355.3,290.4,-64.9,190.4,1.87,1.87,1.52521,194.7,1.82,1.82,1.486667,
04/01/2016,775.1,775.1,-384.7,384.7,390.4,0.0,-132.7,44.0,79.8,8.9,257.7,-2.6,,0.0,,2.6,255.1,-47.0,47.0,0.0,208.1,0.0,0.0,0.0,208.1,0.0,208.1,0.0,0.0,208.1,225.335,17.235,190.2,1.09,1.09,1.184727,193.3,1.08,1.08,1.169162,
07/01/2016,751.7,751.7,-373.4,373.4,378.3,0.0,-139.7,46.9,77.9,14.9,238.6,-2.4,,0.0,,2.4,236.2,-51.2,51.2,0.0,185.0,0.0,0.0,0.0,185.0,0.0,185.0,0.0,0.0,185.0,219.77,34.77,188.7,0.98,0.98,1.164653,191.7,0.97,0.97,1.151377,
09/30/2016,835.4,835.4,-411.0,411.0,424.4,0.0,-132.5,53.3,73.2,6.0,291.9,-0.8,,0.0,,0.8,291.1,-44.3,44.3,0.0,246.8,0.0,0.0,0.0,246.8,0.0,246.8,0.0,0.0,246.8,260.18,13.38,185.7,1.33,1.33,1.401077,188.8,1.31,1.31,1.380869,
12/30/2016,914.3,914.3,-450.4,450.4,463.9,0.0,-142.0,50.9,82.0,9.1,321.9,-0.8,,0.0,,0.8,321.1,-63.3,63.3,0.0,257.8,0.0,0.0,0.0,257.8,0.0,257.8,0.0,0.0,257.8,282.035,24.235,184.8,1.39,1.39,1.526163,187.3,1.38,1.38,1.509391,
03/31/2017,851.7,851.7,-426.3,426.3,425.4,0.0,-144.2,47.8,89.4,7.0,281.2,0.2,,0.0,,-0.2,281.4,-56.5,56.5,0.0,224.9,0.0,0.0,0.0,224.9,0.0,224.9,0.0,0.0,224.9,253.085,28.185,184.8,1.22,1.22,1.369508,187.1,1.2,1.2,1.350641,
06/30/2017,900.8,900.8,-447.2,447.2,453.6,0.0,-148.8,49.5,92.0,7.3,304.8,2.0,,0.0,,-2.0,306.8,-60.6,60.6,0.0,246.2,0.0,0.0,0.0,246.2,0.0,246.2,0.0,0.0,246.2,274.695,28.495,184.2,1.34,1.34,1.491287,186.6,1.32,1.32,1.472706,
09/29/2017,984.6,984.6,-485.7,485.7,498.9,0.0,-153.0,56.4,91.8,4.8,345.9,1.8,,0.0,,-1.8,347.7,-66.4,66.4,0.0,281.3,0.0,0.0,0.0,281.3,0.0,281.3,0.0,0.0,281.3,319.82,38.52,183.4,1.53,1.53,1.743839,185.7,1.51,1.51,1.717431,
12/29/2017,1051.9,1051.9,-515.1,515.1,536.8,0.0,-153.3,51.3,98.0,4.0,383.5,2.1,,0.0,,-2.1,385.6,-315.2,315.2,0.0,70.4,0.0,0.0,0.0,70.4,0.0,70.4,0.0,0.0,70.4,347.155,276.755,183.1,0.38,0.38,1.895986,185.5,0.38,0.38,1.871941,
03/30/2018,913.4,913.4,-454.7,454.7,458.7,0.0,-169.3,57.5,106.7,5.1,289.4,2.9,,0.0,,-2.9,292.3,-16.3,16.3,0.0,276.0,0.0,0.0,0.0,276.0,0.0,276.0,0.0,0.0,276.0,255.577699,-20.422301,182.5,1.51,1.51,1.400426,184.3,1.5,1.5,1.38919,
06/29/2018,894.3,894.3,-442.7,442.7,451.6,0.0,-145.3,44.6,96.8,3.9,306.3,4.5,,0.0,,-4.5,310.8,-24.3,24.3,0.0,286.5,0.0,0.0,0.0,286.5,0.0,286.5,0.0,0.0,286.5,291.614,5.114,181.2,1.58,1.58,1.609349,182.8,1.57,1.57,1.597976,
09/28/2018,1008.4,1008.4,-504.8,504.8,503.6,0.0,-163.5,54.4,103.0,6.1,340.1,3.3,,0.0,,-3.3,343.4,-57.9,,,285.5,0.0,0.0,0.0,285.5,0.0,285.5,0.0,0.0,285.5,325.842,40.342,178.6,1.6,1.6,1.824423,180.2,1.58,1.58,1.803873,
12/28/2018,972.0,972.0,-486.9,486.9,485.1,0.0,-164.2,47.8,109.2,7.2,320.9,2.9,,0.0,,-2.9,323.8,-38.9,38.9,0.0,284.9,0.0,0.0,0.0,284.9,0.0,284.9,0.0,0.0,284.9,298.688,13.788,176.6,1.61,1.61,1.691325,177.7,1.6,1.6,1.677591,
03/29/2019,810.4,810.4,-410.2,410.2,400.2,0.0,-162.6,47.9,107.5,7.2,237.6,3.7,,0.0,,-3.7,241.3,-27.3,27.3,0.0,214.0,0.0,0.0,0.0,214.0,0.0,214.0,0.0,0.0,214.0,231.162,17.162,173.8,1.23,1.23,1.330046,174.6,1.23,1.23,1.328293,
06/28/2019,767.0,767.0,-454.5,454.5,312.5,0.0,-152.9,46.8,100.6,5.5,159.6,2.3,,0.0,,-2.3,161.9,-17.8,17.8,0.0,144.1,0.0,0.0,0.0,144.1,0.0,144.1,0.0,0.0,144.1,211.875,67.775,172.6,0.83,0.83,1.227549,173.4,0.83,0.83,1.220859,
09/27/2019,827.4,827.4,-421.4,421.4,406.0,0.0,-172.1,55.8,106.8,9.5,233.9,0.1,,0.0,,-0.1,234.0,-23.4,24.7,-1.3,210.6,0.0,0.0,0.0,210.6,0.0,210.6,0.0,0.0,210.6,237.094,26.494,171.2,1.23,1.23,1.384895,172.2,1.22,1.22,1.373856,
12/27/2019,896.1,896.1,-451.8,451.8,444.3,0.0,-167.0,55.4,107.7,3.9,277.3,1.4,,0.0,,-1.4,278.7,-21.6,21.6,0.0,257.1,0.0,0.0,0.0,257.1,0.0,257.1,0.0,0.0,257.1,255.067,-2.033,170.2,1.51,1.51,1.498631,171.6,1.5,1.5,1.488153,
03/27/2020,766.1,766.1,-390.5,390.5,375.6,0.0,-176.1,58.6,113.2,4.3,199.5,3.5,,0.0,,-3.5,203.0,-21.9,21.9,0.0,181.1,0.0,0.0,0.0,181.1,0.0,181.1,0.0,0.0,181.1,190.553,9.453,170.0,1.07,1.07,1.1209,171.1,1.06,1.06,1.115248,
06/26/2020,736.8,736.8,-402.7,402.7,334.1,0.0,-186.6,55.0,117.0,14.6,147.5,-3.5,,0.0,,3.5,144.0,-14.3,14.3,0.0,129.7,0.0,0.0,0.0,129.7,0.0,129.7,0.0,0.0,129.7,154.717544,25.017544,167.0,0.78,0.78,0.926452,168.3,0.77,0.77,0.918649,
09/30/2020,840.762,,,,422.92850886,,,,,,280.375,,,,,,281.25,,,,201.529,,,,,,201.529,,,201.529,254.714,,,1.222,1.222,1.511,,1.222,1.222,1.511,
12/31/2020,931.524,,,,473.15830056,,,,,,328.938,,,,,,332.125,,,,251.294,,,,,,251.294,,,251.294,303.571,,,1.524,1.524,1.808,,1.524,1.524,1.808,
