Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,68.597,8.924,8.924,0.0,34.777,,,,4.645,,,,,0.923,,,,49.269001,8.251,,,0.0,,11.077,,,,11.077,19.328,,12.486,12.486,,,,3.004,,,,,,8.913,,,8.913,24.403,6.534,,,,,3.363,,,,,,3.363,9.897,34.3,0.0,17.115,,,-5.693,,22.874999,34.296999,0.0,34.296999,68.596999,
12/31/1992,66.667,13.738,13.738,0.0,29.364,,,,1.813,,,,,1.002,,,,45.917,9.195,17.705,-8.51,0.0,,11.555,,,,11.555,20.75,,8.058,8.058,,,,0.539,,,,,,6.798,,,6.798,15.395,8.31,,,,,4.319,,,,,,4.319,12.629,28.024,0.0,18.108999,,,-5.693,,26.227,38.642999,0.0,38.642999,66.666999,
03/31/1993,70.149002,13.382,13.382,0.0,31.622,,,,2.635,,,,,0.907,,,,48.546001,9.443,,,0.0,,12.16,,,,12.16,21.603,,7.171,7.171,,,,1.39,,,,,,8.501,,,8.501,17.062,7.347,,,,,4.319,,,,,,4.319,11.666,28.728,0.0,18.287001,,,-5.693,,28.827001,41.421001,0.0,41.421001,70.149002,
06/30/1993,75.737,15.699,15.699,0.0,34.504002,,,,1.569,,,,,0.922,,,,52.694,10.226,,,0.0,,12.817,,,,12.817,23.043,,8.484,8.484,,,,2.316,,,,,,9.085,,,9.085,19.885,6.43,,,,,4.319,,,,,,4.319,10.749,30.634,0.0,18.639999,,,-5.693,,32.155999,45.102999,0.0,45.102999,75.736999,
09/30/1993,82.834,17.232,17.232,0.0,37.926998,,,,1.575,,,,,0.982,,,,57.716,11.399,,,0.0,,13.719,,,,13.719,25.118,,9.366,9.366,,,,3.19,,,,,,11.010999,,,11.010999,23.566999,5.423,,,,,4.32,,,,,,4.32,9.743,33.309999,0.0,18.973,,,-5.693,,36.244,49.524,0.0,49.524,82.834,
12/31/1993,104.910004,16.784,16.784,0.0,46.435001,,,,1.024,,,,,2.926,,,,67.168999,13.818,25.847,-12.029,0.0,,23.923,,,,23.923,37.741,,11.516,11.516,,,,1.486,,,,,,11.564,,,11.564,24.566,10.354,,,,,5.76,,,,,,5.76,16.114,40.68,0.0,29.08,,,-5.693,,40.843002,64.230002,0.0,64.230002,104.910002,
03/31/1994,106.290001,15.794,15.794,0.0,48.879002,,,,1.232,,,,,0.908,,,,66.813004,14.889,,,0.0,,24.587999,,,,24.587999,39.476999,,10.291,10.291,,,,1.45,,,,,,11.157,,,11.157,22.898001,10.251,,,,,5.759,,,,,,5.759,16.01,38.908001,0.0,29.23,,,-5.693,,43.845,67.382,0.0,67.382,106.290001,
06/30/1994,139.503998,17.278999,17.278999,0.0,57.683998,,,,1.772,,,,,1.687,,,,78.421997,35.848,,,0.0,,25.233999,,,,25.233999,61.081999,,14.45,14.45,,,,0.967,,,,,,15.591,,,15.591,31.007999,29.965,,,,,5.759,,,,,,5.759,35.724,66.731999,0.0,29.702,,,-5.693,,48.763,72.771999,0.0,72.771999,139.503999,
09/30/1994,143.317001,15.983,15.983,,60.566002,,,,1.336,,,,,1.003,,,,78.888,37.803001,,,0.0,,26.625999,,,,26.625999,64.429001,,12.68,12.68,,,,0.713,,,,,,16.066999,,,16.066999,29.459999,30.0,,,,,5.789,,,,,,5.789,35.789,65.248999,0.0,29.955999,,,-5.693,,53.804999,78.067999,0.0,78.067999,143.316998,
12/31/1994,156.410004,15.305,5.984,9.321,65.148003,,,,2.218,,,,,0.979,,,,83.650002,41.129002,56.943001,-15.814,4.508,,27.122999,,,,27.122999,72.760001,,13.485,13.485,,,,0.16,,,,,,17.635001,,,17.635001,31.280001,30.235001,,,,,9.118,,,,,,9.118,39.353001,70.633002,0.0,31.091999,,,-5.693,,60.378001,85.777,0.0,85.777,156.410002,
04/01/1995,164.294998,16.445,16.445,0.0,69.682999,,,,1.667,,,,,1.124,,,,88.918999,43.608002,,,4.261,,27.507,,,,27.507,75.376002,,11.302,11.302,,,,0.123,,,,,,19.872001,,,19.872001,31.297001,31.452999,,,,,10.782,,,,,,10.782,42.234999,73.532,0.0,31.621,,,-5.693,,64.834998,90.762999,0.0,90.762999,164.294998,
07/01/1995,179.009995,18.531,18.531,0.0,75.127998,,,,2.539,,,,,1.342,,,,97.540001,47.068001,,,5.523,,28.879,,,,28.879,81.47,,13.901,13.901,,,,0.125,,,,,,24.308,,,24.308,38.334,32.780998,,,,,10.782,,,,,,10.782,43.562998,81.896997,0.0,31.802999,,,-5.693,,71.002997,97.112997,0.0,97.112997,179.009995,
09/30/1995,284.822998,118.1,8.17,109.93,77.644997,,,,2.048,,,,,2.203,,,,199.996002,50.167999,,,5.057,,29.601999,,,,29.601999,84.826999,,12.024,12.024,,,,0.128,,,,,,21.918999,,,21.918999,34.070999,30.136999,,,,,10.782,,,,,,10.782,40.918999,74.989998,0.0,140.917999,,,-5.693,,74.608001,209.833,0.0,209.833,284.822998,
12/31/1995,303.945007,112.117997,8.64,103.477997,98.153999,,,,2.246,,,,,4.393,,,,216.910995,53.693001,75.051003,-21.358,4.097,,29.243999,,,,29.243999,87.034,,14.932,14.932,,,,0.13,,,,,,27.785,,,27.785,42.847,30.104,,,,,9.62,,,,,,9.62,39.724,82.571,0.0,144.205994,,,-5.693,,82.860999,221.373993,0.0,221.373993,303.944993,
03/30/1996,316.812988,114.195002,7.893,106.302002,101.327003,,,,3.985,,,,,5.011,,,,224.518005,57.254002,,,0.0,,35.041,,,,35.041,92.295002,,18.271999,18.271999,,,,0.133,,,,,,32.847,,,32.847,51.251999,30.07,,,,,9.619,,,,,,9.619,39.689,90.940999,0.0,144.352005,,,-5.693,,87.212996,225.872002,0.0,225.872002,316.813001,
06/29/1996,312.532013,110.218003,8.64,101.578003,99.502998,,,,3.718,,,,,2.707,,,,216.145996,59.702,,,0.0,,36.683998,,,,36.683998,96.385998,,14.255,14.255,,,,0.135,,,,,,30.650001,,,30.650001,45.040001,30.035,,,,,9.618,,,,,,9.618,39.653,84.693001,0.0,144.610992,,,-5.693,,88.920997,227.838989,0.0,227.838989,312.53199,
09/28/1996,308.916992,110.154,10.03,100.124001,93.112999,,,,3.17,,,,,2.916,,,,209.352997,60.247002,,,0.0,,39.317001,,,,39.317001,99.564003,,11.847,11.847,,,,0.138,,,,,,28.133999,,,28.133999,40.118999,30.0,,,,,9.899,,,,,,9.899,39.899,80.018,0.0,144.951004,,,-5.693,,89.640998,228.899002,0.0,228.899002,308.917002,
12/28/1996,314.752991,110.902002,6.905,103.997002,96.237999,,,,1.616,,,,,3.66,,,,212.416,60.047001,89.452003,-29.405001,3.637,,38.653,,,,38.653,102.337001,,9.346,9.346,,,,0.104,,,,,,31.762002,,,31.762002,41.212002,30.0,,,,,12.806,,,,,,12.806,42.806,84.018002,0.0,145.274994,,,-5.693,,91.152999,230.734993,0.0,230.734993,314.752995,
03/29/1997,315.502014,107.483003,6.557,100.926003,99.089996,,,,1.476,,,,,2.299,,,,210.348007,60.799999,,,0.0,,44.354,,,,44.354,105.153999,,8.711,8.711,,,,0.07,,,,,,33.324,,,33.324,42.105,30.0,,,,,12.805,,,,,,12.805,42.805,84.91,0.0,145.531998,,,-7.969,,93.028998,230.591996,0.0,230.591996,315.501996,
06/28/1997,327.462006,100.488001,6.045,94.443001,105.829002,,,,1.795,,,,,2.009,,,,210.121002,64.865997,,,2.796,,49.679001,,,,49.679001,117.340998,,15.575,15.575,,,,0.036,,,,,,35.595001,,,35.595001,51.206001,30.0,,,,,12.806,,,,,,12.806,42.806,94.012001,0.0,145.738998,,,-8.593,,96.303999,233.449997,0.0,233.449997,327.461998,
09/27/1997,327.239014,97.404003,9.882,87.522003,106.878998,,,,2.015,,,,,2.604,,,,208.901993,64.408997,100.873001,-36.464001,2.314,,51.613998,,,,51.613998,118.336995,,7.781,7.781,,,,0.0,,,,,,38.316999,,,38.316999,46.098,30.0,,,,,12.805,,,,,,12.805,42.805,88.903,0.0,146.181,,,-8.593,,100.747999,238.335999,0.0,238.335999,327.238998,
01/03/1998,331.781006,77.542999,7.541,70.001999,125.515999,,,,1.743,,,,,3.553,,,,208.354996,65.723999,101.761002,-36.036999,2.29,,55.411999,,,,55.411999,123.425998,,11.33,11.33,,,,0.035,,,,,,40.182001,,,40.182001,51.547001,30.025999,,,,,16.461,,,,,,16.461,46.486999,98.034,0.0,148.412003,,,-20.796,,106.130999,233.747002,0.0,233.747002,331.781002,
04/04/1998,336.580994,62.198998,5.335,56.863998,137.828003,,,,1.885,,,,,4.231,,,,206.143005,67.865997,,,2.213,,60.359001,,,,60.359001,130.437999,,13.389,13.389,,,,0.043,,,,,,43.555,,,43.555,56.987,30.021999,,,,,14.521,,,,,,14.521,44.542999,101.529999,0.0,149.050003,,,-20.796,,106.796999,235.051003,0.0,235.051003,336.581001,
07/04/1998,343.200989,52.022,19.936001,32.085999,149.242996,,,,1.868,,,,,4.446,,,,207.578995,69.209,112.556,-43.347,2.046,,64.366997,8.568,,,55.798997,135.621997,,10.621,10.621,,,,0.043,,,,,,44.778001,,,44.778001,55.442001,30.01,,,,,17.021,,,,,,17.021,47.031,102.473001,0.0,149.507996,,,-20.796,,112.016001,240.727997,0.0,240.727997,343.200998,
10/03/1998,348.317993,43.593,16.708,26.885,156.699997,,,,2.128,,,,,4.589,,,,207.009995,71.307999,117.317001,-46.008999,1.885,,68.114998,9.189,,,58.925998,141.307997,,7.754,7.754,,,,0.043,,,,,,44.648,,,44.648,52.445,29.995001,,,,,18.521,,,,,,18.521,48.516001,100.961,0.0,149.876999,,,-20.796,,118.276003,247.357002,0.0,247.357002,348.318003,
01/02/1999,436.484985,42.658001,42.658001,0.0,167.373993,,,,2.651,,,,,4.234,,,,216.917007,77.292,,,71.719002,,70.556999,,,,70.556999,219.568001,,14.092,14.092,,,,5.03,,,,,,79.114,,,79.114,98.236,25.0,,,,,42.105999,,,,,,42.105999,67.105999,165.341999,0.0,165.585999,,,-20.796,,126.352999,271.142998,0.0,271.142998,436.484997,
04/03/1999,428.764,34.913,34.913,,165.876,,,,2.621,,,,,4.001,,,,207.411,75.881,,,71.59,,73.882,67.288,,,6.594,221.353,,15.245,15.245,,,,5.021,,,,,,66.4,,,66.4,86.666,25.0,,,,,42.67,,,,,,42.67,67.67,154.336,,165.847,,,-20.796,,129.377,274.428,,274.428,428.764,
07/03/1999,552.687012,82.134003,82.134003,0.0,155.296997,,,,2.55,,,2.55,0.0,4.791,,,,244.772003,78.612999,135.528,-56.915001,147.412994,,81.889,8.24,,,73.649,307.914993,,11.797,11.797,,,,0.011,,,,,,60.732001,,,60.732001,72.540001,100.0,,,,,67.157997,,,,,,67.157997,167.157997,239.697998,0.0,165.970993,,,-20.796,,167.814005,312.988998,0.0,312.988998,552.686996,
10/02/1999,578.960022,71.969002,71.969002,0.0,164.438995,,,,2.514,,,,,4.716,,,,243.638,76.778999,135.832993,-59.054001,172.929993,,85.612999,7.804,,,77.808999,335.321991,,10.044,10.044,,,,0.0,,,,,,62.140998,,,62.140998,72.184998,100.0,,,,,77.068001,,,,,,77.068001,177.068001,249.252998,0.0,166.059006,,,-20.796,,184.443995,329.707001,0.0,329.707001,578.959999,
01/01/2000,660.890991,75.677002,75.677002,0.0,161.173996,,,,1.262,0.0,0.0,1.262,0.0,4.316,,,,242.429001,77.938004,141.123993,-63.186001,252.123001,,88.401001,78.517998,,,9.883003,418.462006,,20.261,20.261,,,,0.0,,,,,,52.115,,,52.115,72.375999,100.0,,,,,109.578003,,,,,,109.578003,209.578003,281.954002,0.0,167.084,,,-20.796,,232.648996,378.936996,0.0,378.936996,660.890999,
04/01/2000,727.856,93.672,93.672,,148.763,,,,1.091,,,,,4.268,,,,247.794,76.747,,,310.489,,92.826,81.273,,,11.553,480.062,,21.653,21.653,,,,,,,,,,55.895,,,55.895,77.548,100.0,,,,,130.973,,,,,,130.973,230.973,308.521,,167.987,,,-20.799,,272.147,419.335,,419.335,727.856,
07/01/2000,660.069,89.288,89.288,,146.853,,,,0.83,,,,,5.233,,,,242.204,77.08,,,245.694,,95.091,84.438,,,10.653,417.865,,17.478,17.478,,,,,,,,,,70.019,,,70.019,87.497,100.013,,,,,100.582,,,,,,100.582,200.595,288.092,,169.554,,,-20.799,,223.222,371.977,,371.977,660.069,
09/30/2000,724.151001,78.198997,78.198997,0.0,161.431,,,,0.876,0.0,0.0,0.876,0.0,5.718,,,,246.223999,78.628998,150.457993,-71.829002,291.216003,,108.082001,97.765999,,,10.316002,477.927002,,21.815001,21.815001,,,,0.083,,,,,,69.927995,,,69.927995,91.825996,100.022003,,,,,115.450996,,,,,,115.450996,215.472999,307.298995,0.0,186.901993,,,-20.799,,250.748997,416.85199,0.0,416.85199,724.150985,
12/30/2000,616.411011,90.892998,90.892998,0.0,188.035995,,,,2.174,0.0,0.0,2.174,0.0,7.393,,,,288.496002,82.234001,166.794006,-84.559998,130.626007,,115.055,22.226999,,,92.828001,327.915008,,20.532,20.532,,,,0.072,,,,,,81.711002,,,81.711002,102.315002,102.299004,,,,,68.080002,,,,,,68.080002,170.379006,272.694008,0.0,193.074997,,,-20.799,,171.440998,343.716995,0.0,343.716995,616.411003,
03/31/2001,579.810974,89.408997,89.408997,0.0,180.811005,,,,2.041,0.0,0.0,2.041,0.0,9.197,,,,281.458008,81.625,,,99.410004,,117.318001,21.243,21.243,0.0,96.075001,298.353005,,15.102,15.102,,,,0.056,,,,,,75.431996,,,75.431996,90.589996,101.635002,,,,,56.342999,,,,,,56.342999,157.978001,248.567997,0.0,193.770996,,,-20.799,,158.271,331.242996,0.0,331.242996,579.810993,
06/30/2001,629.177002,98.158997,98.158997,0.0,192.617996,,,,1.008,0.0,0.0,1.008,0.0,13.1,,,,304.88501,86.183998,,,122.167999,,115.940002,109.475998,109.475998,0.0,6.464004,324.291999,,27.886999,27.886999,,,,0.054,,,,,,79.590999,,,79.590999,107.531998,104.587997,,,,,63.740002,,,,,,63.740002,168.327999,275.859997,0.0,195.535004,,,-20.799,,178.580998,353.317002,0.0,353.317002,629.176999,
09/29/2001,611.440979,95.969002,95.969002,0.0,202.686005,,,,3.557,0.0,0.0,3.557,0.0,13.246,,,,315.458008,91.531998,,,81.236,,123.214996,117.013,,,6.201996,295.982994,,24.789,24.789,,,,12.098,,,,,,96.760995,,,96.760995,133.647995,92.404999,,,,,48.057999,,,,,,48.057999,140.462998,274.110993,0.0,196.582001,,,-20.799,,161.547001,337.330002,0.0,337.330002,611.440995,
12/29/2001,712.302002,107.536003,107.536003,0.0,220.205002,,,,5.834,0.0,0.0,5.834,0.0,14.101,,,,347.675995,94.705002,202.065994,-107.361,125.225998,,144.695007,138.856003,138.856003,0.0,5.839004,364.626007,,20.941999,20.941999,,,,27.187,,,,,,110.059005,,,110.059005,158.188004,92.132004,,,,,67.142998,,,,,,67.142998,159.275002,317.463006,0.0,217.177002,,,-20.799,,198.461003,394.839005,0.0,394.839005,712.302011,
03/30/2002,727.536987,74.464996,74.464996,0.0,240.681,,,,7.019,0.0,0.0,7.019,0.0,17.771,,,,339.936005,105.688004,,,130.940994,,150.972,142.755997,24.813,117.942997,8.216003,387.600998,,28.025999,28.025999,,,,28.120001,,,,,,99.238995,,,99.238995,155.384995,91.195999,,,,,68.844002,,,,,,68.844002,160.040001,315.424996,0.0,217.554993,,,-20.799,,215.356007,412.112,0.0,412.112,727.536996,
06/29/2002,719.864014,143.386002,143.386002,0.0,250.057999,,,,7.24,0.0,0.0,7.24,0.0,17.333,,,,418.016998,116.299004,,,16.915001,,168.632996,155.600998,34.202999,121.397999,13.031998,301.847001,,30.759001,30.759001,,,,38.136002,,,,,,132.914995,,,132.914995,201.809998,79.698997,,,,,28.653,,,,,,28.653,108.351997,310.161995,0.0,219.100006,,,-20.863001,,211.465006,409.702011,0.0,409.702011,719.864006,
09/28/2002,704.890991,88.557999,88.557999,0.0,263.730988,,,,8.185,0.0,0.0,8.185,0.0,20.666,,,,381.140015,127.815002,,,22.719,,173.216995,163.391006,33.963001,129.428005,9.825989,323.750997,,36.780998,36.780998,,,,38.126999,,,,,,100.396996,,,100.396996,175.304993,78.431999,,,,,27.634001,,,,,,27.634001,106.066,281.370993,0.0,219.595993,,,-20.863001,,224.786997,423.519989,0.0,423.519989,704.890982,
12/28/2002,789.141,142.543,142.543,0.0,272.668,272.668,,,9.041,0.0,0.0,9.041,0.0,33.296,,,,457.548,134.283,259.806,-125.523,0.964,,196.346,186.42,45.938,140.482,9.926,331.593,,46.822,46.822,,,,12.202,,,,,,116.389,,,116.389,175.413,136.636,,,,,35.848,,,,,,35.848,172.484,347.897,0.0,227.279,,,-20.863,236.572,-1.744,441.244,0.0,441.244,789.141,
03/29/2003,762.68103,135.039001,135.039001,0.0,250.612,,,,8.901,0.0,0.0,8.901,0.0,25.507999,,,,420.059998,142.445007,,,1.056,,199.119995,190.507996,45.938,144.569996,8.611999,342.621002,,32.403999,32.403999,,,,12.145,,,,,,99.598996,,,99.598996,144.147995,135.442001,,,,,35.833,,,,,,35.833,171.275001,315.422996,0.0,228.162003,,,-20.863001,,239.958994,447.257996,0.0,447.257996,762.680992,
06/28/2003,773.315979,121.038002,121.038002,0.0,255.634995,,,,8.551,0.0,0.0,8.551,0.0,25.961,,,,411.184998,155.367004,,,1.096,,205.667999,196.298004,47.146,149.152004,9.369995,362.131003,,32.361,32.361,,,,12.008,,,,,,111.558994,,,111.558994,155.927994,123.901001,,,,,39.882,,,,,,39.882,163.783001,319.710995,0.0,228.401001,,,-26.792999,251.108002,0.888992,453.604996,0.0,453.604996,773.315991,
09/27/2003,791.762024,119.805,119.805,0.0,252.296005,,,,10.435,0.0,0.0,10.435,0.0,24.68,,,,407.216003,173.154007,,,1.156,,210.235992,202.891998,47.222,155.669998,7.343994,384.545999,,29.254999,29.254999,,,,12.235,,,,,,116.508002,,,116.508002,157.998001,124.386002,,,,,39.905998,,,,,,39.905998,164.292,322.290001,0.0,230.768005,,,-26.792999,263.154999,1.175994,468.305999,1.166,469.471999,791.762,
01/03/2004,859.340027,121.838997,121.838997,0.0,256.574005,256.574005,,,12.434,0.0,0.0,12.434,0.0,38.132,,,,428.979004,204.953003,358.062988,-153.110001,0.692,,224.716003,216.699005,51.573002,165.126003,8.016998,430.361006,,20.753,20.753,,,,21.162001,,,,,,135.564003,,,135.564003,177.479004,124.57,,,,,61.445,,,,,,61.445,186.015,363.494004,0.0,237.339996,,,-26.792999,279.363007,4.769988,494.679992,1.166,495.845992,859.339996,
04/03/2004,884.239014,141.528,141.528,0.0,259.065002,259.065002,,,11.885,0.0,0.0,11.885,0.0,33.379002,,,,445.856995,211.408005,,,0.664,,226.309998,220.863007,52.855,168.008007,5.446991,438.382003,,14.385,14.385,,,,23.532,,,,,,138.344993,,,138.344993,176.261993,130.533997,,,,,63.103001,,,,,,63.103001,193.636998,369.898991,0.0,241.806,,,-26.792999,293.492004,4.669006,513.174011,1.166,514.340011,884.239002,
07/03/2004,891.642029,137.223999,137.223999,0.0,258.743988,258.743988,,,10.473,0.0,0.0,10.473,0.0,35.212002,,,,441.653015,217.654999,,,0.41,,231.923996,225.261993,52.831001,172.430992,6.662003,449.988995,,20.198,20.198,,,,24.715,,,,,,136.226999,,,136.226999,181.139999,111.095001,,,,,64.403,,,,,,64.403,175.498001,356.638,0.0,248.763,,,-26.792999,307.806,4.062011,533.838012,1.166,535.004012,891.642012,
10/02/2004,917.158997,160.947006,160.947006,0.0,262.376007,262.376007,,,10.521,0.0,0.0,10.521,0.0,33.070999,,,,466.915009,217.089996,,,0.332,,232.822006,229.979996,53.681999,176.297997,2.84201,450.244002,,17.164,17.164,,,,24.711,,,,,,142.824997,,,142.824997,184.699997,110.360001,,,,,65.421997,,,,,,65.421997,175.781998,360.481995,0.0,254.785004,,,-26.792999,322.584991,4.934021,555.511017,1.166,556.677017,917.159012,
01/01/2005,982.265015,189.783997,189.783997,0.0,282.199005,282.199005,,,7.373,0.0,0.0,7.373,0.0,30.117001,,,,509.472992,230.440002,420.524994,-190.085007,0.0,,242.352005,235.054993,54.599998,180.454995,7.297012,472.792007,,37.007999,37.007999,,,,21.908001,,,,,,140.328003,,,140.328003,199.244003,108.804001,,,,,75.566002,,,,,,75.566002,184.370003,383.614006,0.0,271.497009,,,-26.792999,344.010986,8.77002,597.485016,1.166,598.651016,982.265022,
04/02/2005,1032.36,126.68,126.68,,284.107,284.107,,,8.29,0.0,0.0,8.29,0.0,36.718,,,,455.795,234.541,,,0.0,,342.024,333.862,109.836,224.026,8.162,576.565,,36.429,36.429,,,,22.018,,,,,,151.599,,,151.599,210.046,130.614,,,,,76.357,,,,,,76.357,206.971,417.017,0.0,277.011,,,-26.793,356.531,7.308,614.057,1.286,615.343,1032.36,
07/02/2005,1083.782,132.335,132.335,,299.673,299.673,,,11.102,0.0,0.0,11.102,0.0,37.401,,,,480.511,258.909,,,0.0,,344.362,336.655,110.375,226.28,7.707,603.271,,49.999,49.999,,,,61.879,,,,,,156.998,,,156.998,268.876,91.043,,,,,77.858,,,,,,77.858,168.901,437.777,0.0,289.197,,,-26.793,376.335,5.98,644.719,1.286,646.005,1083.782,
