Date,Revenue,Sales & Services Revenue,Financing Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/30/2000,3312.0,,,-2261.0,,1051.0,,-380.0,,,671.0,-870.0,42.0,42.0,,,0.0,,828.0,-199.0,-19.0,-218.0,0.0,,,-218.0,0.0,-218.0,0.0,0.0,-218.0,-218.0,,283.938,-0.765,-0.765,0.64,283.938,-0.765,-0.765,0.64,
03/31/2001,3040.0,,,-2391.0,,649.0,,-367.0,,,282.0,-103.0,44.0,44.0,,,0.0,,59.0,179.0,-66.0,113.0,0.0,,,113.0,0.0,113.0,0.0,0.0,113.0,113.0,,281.466,0.4,0.4,0.505,285.504,0.395,0.395,0.5,
06/30/2001,3288.0,,,-2594.0,,694.0,,-402.0,,,292.0,-94.0,40.0,40.0,,,0.0,,54.0,198.0,-72.0,126.0,0.0,,,126.0,0.0,126.0,0.0,0.0,126.0,126.0,,282.11,0.445,0.445,0.555,286.822,0.44,0.44,0.55,
09/29/2001,2810.0,,,-2452.0,,358.0,,-355.0,,,3.0,-402.0,41.0,41.0,,,0.0,,361.0,-399.0,69.0,-330.0,0.0,,,-330.0,0.0,-330.0,0.0,0.0,-330.0,-330.0,,282.392,-1.17,-1.17,-0.125,282.392,-1.17,-1.17,-0.125,
12/29/2001,3183.0,,,-2323.0,,860.0,,-408.0,,,452.0,-37.0,58.0,58.0,,,0.0,,-21.0,415.0,-158.0,257.0,0.0,,,257.0,0.0,257.0,0.0,0.0,257.0,257.0,,282.512,0.91,0.91,0.24,284.92,0.905,0.905,0.235,
03/30/2002,2348.0,,,-1922.0,,426.0,,-254.0,,,172.0,-80.0,36.0,36.0,,,0.0,,44.0,92.0,-31.0,61.0,492.0,,,-431.0,0.0,-431.0,0.0,0.0,-431.0,-431.0,,280.806,-1.535,0.22,0.255,283.922,-1.52,0.215,0.25,
06/29/2002,2722.0,,,-2215.0,,507.0,,-257.0,,,250.0,-61.0,32.0,32.0,,,0.0,,29.0,189.0,-70.0,119.0,14.0,,,105.0,0.0,105.0,0.0,0.0,105.0,105.0,,278.972,0.375,0.425,0.465,283.198,0.37,0.425,0.465,
09/28/2002,2475.0,,,-1953.0,,522.0,,-301.0,,,221.0,-122.0,36.0,36.0,,,0.0,,86.0,99.0,-22.0,77.0,6.0,,,71.0,0.0,71.0,0.0,0.0,71.0,71.0,,275.696,0.26,0.28,0.365,278.29,0.255,0.275,0.36,
12/28/2002,2805.0,,,-1863.0,,942.0,,-493.0,,,449.0,-289.0,38.0,38.0,,,0.0,,251.0,160.0,-50.0,110.0,-21.0,,,131.0,0.0,131.0,0.0,0.0,131.0,131.0,,274.346,0.475,0.4,0.565,276.724,0.475,0.4,0.56,
03/29/2003,2383.0,,,-1906.0,,477.0,,-300.0,,,177.0,-75.0,24.0,24.0,,,0.0,,51.0,102.0,-33.0,69.0,3.0,,,66.0,0.0,66.0,0.0,0.0,66.0,66.0,,271.982,0.24,0.255,0.285,274.118,0.24,0.25,0.28,
06/28/2003,2514.0,,,-2005.0,,509.0,,-300.0,,,209.0,-83.0,22.0,22.0,,,0.0,,61.0,126.0,-38.0,88.0,25.0,,,63.0,0.0,63.0,0.0,0.0,63.0,63.0,,270.76,0.235,0.325,0.395,272.514,0.23,0.325,0.395,
09/27/2003,2216.0,,,-1766.0,,450.0,,-290.0,,,160.0,-88.0,26.0,26.0,,,0.0,,62.0,72.0,-23.0,49.0,2.0,,,47.0,0.0,47.0,0.0,0.0,47.0,47.0,,271.254,0.175,0.18,0.305,273.656,0.17,0.18,0.305,
01/03/2004,2699.0,,,-1992.0,,707.0,,-335.0,,,372.0,-276.0,39.0,39.0,,,0.0,,237.0,96.0,-13.0,83.0,0.0,,,83.0,0.0,83.0,0.0,0.0,83.0,83.0,,272.67,0.305,0.305,0.46,276.652,0.3,0.3,0.455,
04/03/2004,2337.0,,,-1857.0,,480.0,,-322.0,,,158.0,-97.0,25.0,25.0,,,0.0,,72.0,61.0,-20.0,41.0,4.0,,,37.0,0.0,37.0,0.0,0.0,37.0,37.0,,274.76,0.135,0.15,0.305,280.458,0.13,0.145,0.295,
07/03/2004,2523.0,,,-1991.0,,532.0,,-309.0,,,223.0,-60.0,25.0,25.0,,,0.0,,35.0,163.0,-54.0,109.0,9.0,,,100.0,0.0,100.0,0.0,0.0,100.0,100.0,,275.498,0.36,0.395,0.475,280.574,0.355,0.39,0.47,
10/02/2004,2549.0,,,-2029.0,,520.0,,-324.0,,,196.0,-55.0,23.0,23.0,,,0.0,,32.0,141.0,-40.0,101.0,-2.0,,,103.0,0.0,103.0,0.0,0.0,103.0,103.0,,275.792,0.375,0.365,0.415,281.236,0.365,0.36,0.41,
01/01/2005,909.0,,,-481.0,,428.0,,-254.0,,,174.0,1.0,21.0,21.0,,,0.0,,-22.0,175.0,-51.0,124.0,-1.0,,,125.0,0.0,125.0,0.0,0.0,125.0,125.0,,272.646,0.46,0.455,0.32,279.084,0.45,0.445,0.31,
04/02/2005,2270.0,,,-1711.0,,559.0,,-340.0,,,219.0,-90.0,24.0,24.0,,,0.0,,66.0,129.0,-45.0,84.0,-42.0,,,126.0,0.0,126.0,0.0,0.0,126.0,126.0,,270.253998,0.465,0.31,0.475,276.56601,0.455,0.305,0.465,
07/02/2005,2667.0,,,-2079.0,,588.0,,-336.0,,,252.0,-64.0,22.0,22.0,,,0.0,,42.0,188.0,-70.0,118.0,-5.0,,,123.0,0.0,123.0,0.0,0.0,123.0,123.0,,269.205994,0.46,0.44,0.6,275.164001,0.445,0.43,0.585,
10/01/2005,2405.0,,,-1828.0,,577.0,,-350.0,,,227.0,-29.0,23.0,23.0,,,,,6.0,198.0,-52.0,146.0,310.0,,,-164.0,,-164.0,,,-164.0,-164.0,,265.820007,-0.615,0.55,0.555,271.257996,-0.615,0.535,0.54,
12/31/2005,2701.0,,,-2046.0,,655.0,,-377.0,,,278.0,-54.0,21.0,21.0,,,0.0,,33.0,224.0,-56.0,168.0,50.0,,,118.0,0.0,118.0,0.0,0.0,118.0,118.0,,262.967987,0.45,1.805,0.675,274.018005,0.43,1.73,0.645,
04/01/2006,2632.0,,,-2027.0,,605.0,,-361.0,,,244.0,-31.0,22.0,22.0,,,0.0,,9.0,213.0,-55.0,158.0,-10.0,,,168.0,0.0,168.0,0.0,0.0,168.0,168.0,,260.186005,0.645,0.605,0.605,265.712006,0.63,0.595,0.595,
07/01/2006,2820.0,,,-2165.0,,655.0,,-376.0,,,279.0,-24.0,25.0,25.0,,,0.0,,-1.0,255.0,-78.0,177.0,108.0,,,69.0,0.0,69.0,0.0,0.0,69.0,69.0,,256.906006,0.27,0.69,0.69,262.588013,0.265,0.67,0.67,
09/30/2006,2837.0,,,-2193.0,,644.0,,-369.0,,,275.0,-33.0,23.0,23.0,,,0.0,,10.0,242.0,-67.0,175.0,6.0,,,169.0,0.0,169.0,0.0,0.0,169.0,169.0,,251.617996,0.67,0.695,0.695,256.757996,0.66,0.68,0.68,
12/30/2006,3201.0,,,-2491.0,,710.0,,-417.0,,,293.0,-28.0,20.0,20.0,,,0.0,,8.0,265.0,-69.0,196.0,1.0,,,195.0,0.0,195.0,0.0,0.0,195.0,195.0,,251.088,0.78,0.785,0.785,256.046,0.765,0.77,0.77,
03/31/2007,2964.0,,,-2180.0,,784.0,,-372.0,,,412.0,-128.0,123.0,123.0,,,0.0,,5.0,284.0,-86.0,198.0,2.0,,,196.0,0.0,196.0,0.0,0.0,196.0,196.0,,250.094,0.78,0.79,0.79,254.874,0.765,0.775,0.775,
06/30/2007,3235.0,,,-2374.0,,861.0,,-429.0,,,432.0,-135.0,124.0,124.0,,,0.0,,11.0,297.0,-82.0,215.0,5.0,,,210.0,0.0,210.0,0.0,0.0,210.0,210.0,,249.701996,0.845,0.86,0.985,254.272003,0.83,0.845,0.97,
09/29/2007,3110.0,,,-2275.0,,835.0,,-383.0,,,452.0,-123.0,117.0,117.0,,,0.0,,6.0,329.0,-104.0,225.0,-30.0,,,255.0,0.0,255.0,0.0,0.0,255.0,255.0,,249.332,1.02,0.9,0.9,254.321,1.0,0.88,0.88,
12/29/2007,3763.0,,,-2871.0,,892.0,,-494.0,,,398.0,-32.0,21.0,21.0,,,0.0,,11.0,366.0,-106.0,260.0,4.0,,,256.0,0.0,256.0,0.0,0.0,256.0,256.0,,249.649994,1.02,1.04,1.09,255.294006,1.0,1.02,1.07,
03/29/2008,3306.0,,,-2434.0,,872.0,0.0,-391.0,391.0,0.0,481.0,-142.0,115.0,115.0,,,,,27.0,339.0,-114.0,225.0,-6.0,,,231.0,0.0,231.0,0.0,0.0,231.0,231.0,,249.315,0.93,0.9,0.9,254.5,0.91,0.88,0.88,
06/28/2008,3684.0,,,-2775.0,,909.0,0.0,-393.0,393.0,0.0,516.0,-141.0,,101.0,,,0.0,,40.0,375.0,-125.0,250.0,-8.0,,,258.0,0.0,258.0,0.0,0.0,258.0,258.0,,250.039,1.03,1.0,1.0,254.58,1.01,0.98,0.98,
09/27/2008,3471.0,,,-2595.0,,876.0,0.0,-419.0,419.0,0.0,457.0,-136.0,,102.0,,,0.0,,34.0,321.0,-116.0,205.0,-1.0,,,206.0,0.0,206.0,0.0,0.0,206.0,206.0,0.0,243.753,0.85,0.85,0.85,247.182,0.83,0.83,0.83,
01/03/2009,3549.0,,,-2779.0,,770.0,,-403.0,,,367.0,-773.0,114.0,130.0,-16.0,,0.0,,659.0,-406.0,50.0,-356.0,-147.0,-147.0,,-209.0,0.0,-209.0,0.0,0.0,-209.0,-209.0,288.72025,241.405,-0.8658,-1.4747,-0.2787,241.405,-0.8658,-1.4747,-0.2787,
04/04/2009,2526.0,2404.0,122.0,-1999.0,1999.0,527.0,0.0,-296.0,346.0,-50.0,231.0,-190.0,82.0,83.0,-1.0,,,,108.0,41.0,2.0,43.0,-43.0,-43.0,0.0,86.0,0.0,86.0,0.0,0.0,86.0,31.3,-11.7,243.988,0.35,0.176238,0.128285,244.956,0.35,0.174458,0.126695,
07/04/2009,2612.0,2526.0,86.0,-2099.0,2099.0,513.0,0.0,-340.0,340.0,0.0,173.0,-293.0,,77.0,,,,,216.0,-120.0,58.0,-62.0,-4.0,-4.0,0.0,-58.0,0.0,-58.0,0.0,0.0,-58.0,21.85,83.85,264.091,-0.219,-0.234,0.082737,264.091,-0.219,-0.234,0.082737,
10/03/2009,2549.0,2478.0,71.0,-2047.0,2047.0,502.0,0.0,-348.0,348.0,0.0,154.0,-159.0,,74.0,,,,,85.0,-5.0,11.0,6.0,2.0,2.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,32.0,26.0,271.224,0.01,0.02,0.117984,278.429,0.01,0.02,0.113381,
01/02/2010,2813.0,2731.0,82.0,-2324.0,2324.0,489.0,0.0,-254.0,304.0,-50.0,235.0,-300.0,,75.0,,,,,225.0,-65.0,5.0,-60.0,3.0,3.0,0.0,-63.0,0.0,-63.0,0.0,0.0,-63.0,49.2,109.2,271.395,-0.232134,-0.22108,0.181286,271.395,-0.232134,-0.22108,0.181286,
04/03/2010,2210.0,2134.0,76.0,-1776.0,1776.0,434.0,0.0,-297.0,285.0,12.0,137.0,-126.0,,71.0,,,,,55.0,11.0,-15.0,-4.0,4.0,4.0,0.0,-8.0,0.0,-8.0,0.0,0.0,-8.0,3.8,7.8,273.174,-0.03,-0.0156,0.013911,273.174,-0.03,-0.0156,0.012953,
07/03/2010,2709.0,2653.0,56.0,-2188.0,2188.0,521.0,0.0,-299.0,299.0,0.0,222.0,-123.0,,69.0,,,,,54.0,99.0,-18.0,81.0,-1.0,-1.0,0.0,82.0,,82.0,0.0,0.0,82.0,87.5,6.5,274.098,0.3,0.3,0.319229,302.397,0.27,0.27,0.291495,
10/02/2010,2479.0,2420.0,59.0,-2037.0,2037.0,442.0,0.0,-301.0,301.0,0.0,141.0,-210.0,,67.0,,,,,143.0,-69.0,21.0,-48.0,0.0,0.0,0.0,-48.0,,-48.0,,0.0,-48.0,23.95,71.95,274.896,-0.17,-0.17,0.087124,274.896,-0.17,-0.17,0.087124,
01/01/2011,3127.0,3100.0,27.0,,,,0.0,-2943.0,,2943.0,184.0,-139.0,,37.0,,,,,102.0,45.0,18.0,63.0,3.0,3.0,0.0,60.0,,60.0,0.0,0.0,60.0,98.1,35.1,308.491,0.19,0.2,0.318,308.491,0.19,0.2,0.31378,
04/02/2011,2479.0,2453.0,26.0,-2055.0,2055.0,424.0,0.0,-304.0,304.0,0.0,120.0,-74.0,,62.0,,,,,12.0,46.0,-15.0,31.0,2.0,2.0,0.0,29.0,,29.0,0.0,0.0,29.0,31.0,0.0,276.358,0.1,0.11,0.11,319.119,0.09,0.1,0.1,
07/02/2011,2728.0,2695.0,33.0,-2225.0,2225.0,503.0,0.0,-295.0,295.0,0.0,208.0,-73.0,,61.0,,,,,12.0,135.0,-43.0,92.0,2.0,2.0,0.0,90.0,,90.0,,0.0,90.0,92.0,0.0,277.406,0.32,0.33,0.33,315.208,0.29,0.29,0.29,
10/01/2011,2814.0,2782.0,32.0,-2313.0,2313.0,501.0,0.0,-251.0,251.0,0.0,250.0,-64.0,,61.0,,,,,3.0,186.0,-50.0,136.0,-6.0,-6.0,0.0,142.0,,142.0,0.0,0.0,142.0,136.0,0.0,278.09,0.51,0.49,0.49,300.866,0.47,0.45,0.45,
