Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2001,301.989014,,,-251.557007,,50.432007,,-47.550999,,,,,,,2.881,2.096,,0.0,-2.062,0.0,,-0.034,4.977,0.0,4.977,0.0,,,4.977,0.0,4.977,-8.563,0.0,-3.586,-3.586,,36.022008,-0.12,-0.12,0.18,36.022008,-0.12,-0.12,0.18,
12/31/2001,235.304,,,-196.051,,39.253,0.0,-45.171,27.624,21.915,,,,17.547,-5.918,4.596,,0.0,-1.342,0.0,,-2.737,-1.322,0.0,-1.322,0.0,,,-1.322,0.0,-1.322,0.0,0.0,-1.322,-1.322,,37.173674,-0.06,-0.06,-0.06,37.173674,-0.06,-0.06,-0.06,
03/31/2002,261.88501,,,-219.891998,,41.993012,,-38.313999,,,,,,,3.679,2.062,,0.0,-0.782,0.0,,-1.28,5.741,0.0,5.741,0.0,,,5.741,0.0,5.741,-1.854,0.0,3.887,3.887,,37.917175,0.12,0.12,0.12,39.995008,0.12,0.12,0.12,
06/30/2002,304.455994,,,-256.308014,,48.14798,,-43.164001,,,,,,,4.984,1.325,,0.0,-0.788,0.0,,-0.537,6.309,0.0,6.309,0.0,,,6.309,0.0,6.309,0.0,0.0,6.309,6.309,,38.279841,0.162,0.162,0.162,39.917008,0.162,0.162,0.162,
09/30/2002,239.964,,,-202.223,,37.741,,-38.641,,,,,,,-0.9,-22.923,-0.656,0.021,-0.677,0.0,,23.579,-23.823,0.0,-23.823,0.0,,,-23.823,0.0,-23.823,-0.49,0.0,-24.313,-24.313,24.137,6.313168,-3.839999,-3.839999,-3.839999,6.313168,-3.839999,-3.839999,-3.839999,
12/31/2002,197.300995,,,-166.817001,,30.483994,,-33.859001,,,,,,,-3.375,-4.036,,0.0,-0.617,0.0,,4.653,-7.411,0.0,-7.411,0.0,,,-7.411,0.0,-7.411,0.0,0.0,-7.411,-7.411,,37.451507,-0.18,-0.18,-0.06,37.451507,-0.18,-0.18,-0.06,
03/31/2003,200.487,,,-167.5,,32.987,,-34.571999,,,,,,,-1.585,-6.146,,0.023,-0.515,0.0,,6.638,-7.731,0.0,-7.731,0.0,,,-7.731,0.0,-7.731,-0.297,0.0,-8.028,-8.028,,37.476674,-0.21,-0.21,0.0,37.476674,-0.21,-0.21,0.0,
06/30/2003,239.565994,,,-199.072006,,40.493988,,-34.314999,,,,,,,6.179,1.51,,0.022,-0.405,0.0,,-1.127,7.689,0.0,7.689,0.0,,,7.689,0.0,7.689,0.0,0.0,7.689,7.689,,37.634998,0.2,0.2,0.2,39.284,0.2,0.2,0.2,
09/30/2003,243.441,,,-202.793,,40.648,,-32.673,,,,,,,7.975,1.755,-0.229,0.367,-0.596,0.0,,-1.526,9.73,0.0,9.73,0.0,,,9.73,0.0,9.73,-1.194,0.0,8.536,8.536,-0.137,38.044,0.22,0.22,0.22,39.812,0.21,0.21,0.21,
12/31/2003,180.167007,,,-148.350998,,31.816009,,-29.915001,3.256,15.0,,,,26.659001,1.901,-0.236,-0.418,0.563,-0.981,0.0,,0.654,1.665,0.0,2.228,0.0,,,1.665,0.0,2.228,0.0,0.0,2.228,2.228,,38.019001,0.06,0.06,0.06,40.106998,0.06,0.06,0.06,
03/31/2004,224.130997,,,-180.757004,,43.373993,,-38.695,,,,,,,4.679,0.424,,0.566,-1.11,0.0,,0.12,5.103,0.0,5.103,0.0,,,5.103,0.0,5.103,-0.772,0.0,4.331,4.331,,37.588001,0.12,0.12,0.12,38.904999,0.11,0.11,0.11,
06/30/2004,259.389008,,,-205.610001,,53.779007,,-42.831001,,,,,,,10.948,0.453,,0.566,-1.029,0.0,,0.01,11.401,0.0,11.401,0.0,,,11.401,0.0,11.401,0.0,0.0,11.401,11.401,,38.076,0.3,0.3,0.34,39.931999,0.29,0.29,0.32,
09/30/2004,235.882,,,-184.778,,51.104,,-41.454,27.661,23.36,,,,13.793,9.65,0.421,-0.356,1.299,-1.655,0.0,,-0.074,10.071,-0.067,10.004,0.0,,,10.004,0.0,10.004,-0.74,0.0,9.264,9.264,0.0,38.684,0.24,0.24,0.24,40.279,0.23,0.23,0.23,
12/31/2004,194.968,,,-145.071,,49.897,,-44.764,26.301,22.113,,,,18.463,5.133,-0.395,-0.025,1.291,-1.316,0.0,,0.834,4.738,0.26,4.998,0.0,,,4.998,0.0,4.998,0.0,0.0,4.998,4.998,,38.775,0.13,0.13,0.23,40.449,0.12,0.12,0.22,
03/31/2005,233.392,,,-175.685,,57.707,,-52.876,,,,,,,4.831,-0.129,1.293,1.293,,0.0,,-1.164,4.702,0.29,4.992,0.0,,,4.992,0.0,4.992,-0.878,0.0,4.114,4.114,,38.863,0.11,0.11,0.22,39.764,0.1,0.1,0.21,
06/30/2005,266.557,,,-201.323,,65.234,,-53.444,,,,,,,11.79,0.922,1.239,1.239,,0.0,,-2.161,12.712,-0.336,12.376,0.0,,,12.376,0.0,12.376,0.0,0.0,12.376,12.376,,39.022,0.32,0.32,0.43,46.516,0.29,0.29,0.41,
09/30/2005,258.797,,,-178.795,,80.002,,-65.11,,,,,,,14.892,-1.895,1.245,1.245,,0.0,,0.65,12.997,158.573,171.57,0.0,,,171.57,0.0,171.57,-0.976,0.0,170.594,170.594,,39.156,4.36,4.36,0.47,46.485,3.71,3.71,0.47,
12/31/2005,203.913,,,-138.994,,64.919,,-58.885,33.717,27.336,,,,25.168,6.034,0.006,0.019,1.298,-1.279,0.0,,-0.148,6.04,-2.25,3.79,0.0,,,3.79,0.0,3.79,0.0,0.0,3.79,3.79,,39.352,0.1,0.1,0.29,40.718,0.09,0.09,0.28,
03/31/2006,241.914,,,-169.683,,72.231,,-73.325,,,,,,,-1.094,0.254,-0.077,1.498,-1.575,0.0,,-0.177,-0.84,0.741,-0.099,0.0,,,-0.099,0.0,-0.099,-0.865,0.0,-0.964,-0.964,,39.38,-0.02,-0.02,0.19,39.38,-0.02,-0.02,0.19,
06/30/2006,307.651,,,-201.847,,105.804,,-86.767,,,,,,,19.037,-0.942,-0.567,1.554,-2.121,0.0,,1.509,18.095,-5.578,12.517,0.0,,,12.517,0.0,12.517,0.0,0.0,12.517,12.517,,39.481,0.32,0.32,0.43,46.993,0.28,0.28,0.37,
09/30/2006,313.467,,,-189.92,,123.547,,-91.945,59.072,52.429,,,,32.873,31.602,1.43,-1.076,1.55,-2.626,0.0,,-0.354,33.032,18.113,51.145,0.0,,,51.145,-2.328,48.817,-1.063,0.0,47.754,47.754,,39.596,1.21,1.21,0.83,46.385,1.05,1.05,0.72,
12/31/2006,260.071,,,-160.554,,99.517,,-86.941,53.351,44.401,,,,33.59,12.576,1.545,-2.534,2.457,-4.991,0.0,,0.45,14.121,-0.889,13.232,0.0,,,13.232,0.0,13.232,0.0,0.0,13.232,13.232,,36.166,0.37,0.37,0.45,40.936,0.33,0.33,0.4,
03/31/2007,301.389,,,-181.672,,119.717,,-151.452,,,,,,,-31.735,5.426,-5.733,2.47,-8.203,,,0.307,-26.309,11.593,-14.716,,,,-14.716,0.0,-14.716,-1.555,,-16.271,-16.271,,37.191,-0.44,-0.44,0.62,37.191,-0.44,-0.44,0.62,
06/30/2007,355.88,,,-198.669,,157.211,,-109.637,,,,,,,47.574,1.962,-3.628,2.484,-6.112,,,1.666,49.536,-14.964,34.572,,,,34.572,0.0,34.572,0.0,,34.572,34.572,,37.597,0.92,0.92,1.1,43.667,0.79,0.79,0.94,
09/30/2007,417.287,,,-214.956,,202.331,,-124.247,,,,,,,78.084,-0.376,-3.456,2.607,-6.063,,,3.832,77.708,26.657,104.365,,,,104.365,0.0,104.365,0.0,,104.365,104.365,,37.803,2.76,2.76,2.12,45.924,2.27,2.27,1.74,
12/31/2007,334.853,,,-174.701,,160.152,,-116.14,70.443,61.5,,,,45.697,44.012,1.133,-2.547,2.851,-5.398,0.0,,1.414,45.145,-11.228,33.917,0.0,,,33.917,-1.055,32.862,0.0,0.0,32.862,32.862,,38.082,0.86,0.86,1.02,48.35,0.68,0.68,0.81,
03/31/2008,403.18,,,-222.077,,181.103,0.0,-149.338,97.953,86.164,,,,51.385,31.765,-10.973,5.889,10.061,-4.172,5.084,-0.089,0.0,20.792,-6.506,14.197,0.0,,,14.197,-0.421,13.776,0.0,0.0,13.776,13.776,0.0,38.224,0.36,0.36,0.36,49.134,0.28,0.28,0.28,
06/30/2008,513.976,,,-260.251,,253.725,0.0,-172.771,116.927,102.718,,,,55.844,80.954,-6.627,6.616,9.521,-2.905,0.011,-0.077,0.0,74.327,-23.258,50.992,0.0,,,50.992,-1.154,49.838,0.0,0.0,49.838,49.838,0.0,38.768,1.29,1.29,1.29,49.948,1.0,1.0,1.0,
09/30/2008,561.609,,,-245.531,,316.078,0.0,-188.156,127.56,114.036,,,,60.596,127.922,-1.091,4.678,7.739,-3.061,-3.587,-0.097,0.0,126.831,-40.445,86.289,0.0,,,86.289,-1.803,84.486,0.0,0.0,84.486,84.486,0.0,39.715,2.13,2.13,2.13,48.656,1.74,1.74,1.74,
12/31/2008,406.041,,,-200.976,,205.065,0.0,-156.232,99.522,83.773,,,,56.71,48.833,5.322,6.011,7.532,-1.521,-11.333,-0.047,0.0,54.155,-19.962,34.146,0.0,,,34.146,0.0,34.146,0.0,0.0,34.146,34.146,-3.8805,40.504,0.843028,0.843028,0.747222,45.55,0.749638,0.749638,0.664446,
03/31/2009,462.058,457.259,4.799,-253.728,253.728,208.33,0.0,-165.488,112.09,97.302,14.788,4.527,9.361,39.51,42.842,-2.247,6.064,6.805,-0.741,-3.817,-0.031,0.0,40.595,-15.541,25.023,0.0,0.0,0.0,25.023,0.0,25.023,0.0,0.0,25.023,37.17825,12.15525,41.004,0.61,0.61,0.906698,47.013,0.53,0.53,0.788551,
06/30/2009,603.741,597.307,6.434,-298.503,298.503,305.238,0.0,-195.863,136.579,121.851,14.728,4.697,9.723,44.864,109.375,-9.902,6.022,6.505,-0.483,3.88,0.033,0.0,99.473,-32.495,67.011,0.0,0.0,0.0,67.011,0.0,67.011,0.0,0.0,67.011,84.34755,17.33655,41.661,1.61,1.61,2.024617,48.479,1.38,1.38,1.737609,
09/30/2009,730.66,723.502,7.158,-296.654,296.654,434.006,0.0,-233.251,167.417,148.05,19.367,4.777,10.098,50.959,200.755,-6.66,5.44,5.911,-0.471,1.22,,0.0,194.095,124.887,318.982,0.0,0.0,0.0,318.982,0.0,318.982,0.0,0.0,318.982,156.76955,-162.21245,42.569,7.49,7.49,3.682716,49.67,6.42,6.42,3.154197,
12/31/2009,541.753,537.903,3.85,-228.564,228.564,313.189,0.0,-195.327,135.36,115.686,19.674,5.137,10.011,44.819,117.862,-9.724,4.335,4.863,-0.528,5.389,,0.0,108.138,-29.683,78.455,0.0,0.0,0.0,78.455,0.0,78.455,0.0,0.0,78.455,90.2675,11.8125,44.35,1.77,1.77,2.035344,50.57,1.55,1.55,1.783587,
03/31/2010,584.394,581.507,2.887,-265.278,265.278,319.116,0.0,-231.207,167.043,149.01,18.033,4.608,9.779,49.777,87.909,-7.081,3.951,4.806,-0.855,3.13,,0.0,80.828,-26.953,53.875,0.0,0.0,0.0,53.875,0.0,53.875,0.0,0.0,53.875,73.599,19.724,46.309,1.16,1.16,1.589302,50.862,1.06,1.06,1.447794,
06/30/2010,767.439,764.181,3.258,-322.184,322.184,445.255,0.0,-272.096,193.593,171.131,22.462,4.895,10.758,62.85,173.159,-7.288,8.327,9.267,-0.94,-1.039,,0.0,165.871,-51.275,114.596,0.0,0.0,0.0,114.596,0.361,114.957,0.0,0.0,114.957,139.504231,24.51104,47.791,2.41,2.41,2.918291,50.847,2.26,2.26,2.742055,
09/30/2010,1001.757,998.483,3.274,-335.569,335.569,666.188,0.0,-329.419,229.29,213.56,15.73,5.347,12.775,82.007,336.769,-18.09,7.375,8.293,-0.918,10.715,,0.0,318.679,-94.119,224.56,0.0,0.0,0.0,224.56,-1.58,222.98,0.0,0.0,222.98,248.113706,25.123153,48.57,4.59,4.59,5.108156,50.559,4.41,4.41,4.906908,
12/31/2010,731.316,728.072,3.244,-252.903,252.903,478.413,0.0,-289.454,195.418,170.457,24.961,6.148,12.451,75.437,188.959,-8.054,6.434,7.578,-1.144,1.62,,0.0,180.905,-45.794,135.111,0.0,0.0,0.0,135.111,0.618,135.729,0.0,0.0,135.729,153.28625,17.55725,49.111,2.76,2.76,3.12122,51.035,2.66,2.66,3.004024,
03/31/2011,809.32,806.226,3.094,-303.512,303.512,505.808,0.0,-351.749,257.379,231.5,25.879,6.67,12.479,75.221,154.059,-13.367,6.294,7.715,-1.421,7.073,,0.0,140.692,-36.679,104.013,0.0,0.0,0.0,104.013,0.777,104.79,0.0,0.0,104.79,104.79,0.0,49.319,2.12,2.12,2.12,51.159,2.05,2.05,2.05,
06/30/2011,1102.716,1099.711,3.005,-353.489,353.489,749.227,0.0,-424.519,316.863,287.127,29.736,8.239,13.651,85.766,324.708,-8.117,5.666,7.795,-2.129,2.451,,0.0,316.591,-60.314,256.277,0.0,0.0,0.0,256.277,0.091,256.368,0.0,0.0,256.368,265.540884,9.172342,49.718,5.16,5.16,5.34093,51.105,5.02,5.02,5.19948,
09/30/2011,1452.804,1449.831,2.973,-352.656,352.656,1100.148,0.0,-483.77,366.802,335.085,31.717,8.548,13.957,94.463,616.378,-4.526,5.353,7.879,-2.526,-0.827,,0.0,611.852,-138.966,472.886,0.0,0.0,0.0,472.886,-3.387,469.499,0.0,0.0,469.499,474.933154,5.412577,49.779,9.43,9.43,9.5404,51.184,9.17,9.17,9.275747,
12/31/2011,990.77,987.917,2.853,-266.073,266.073,724.697,0.0,-420.92,299.982,263.662,36.32,10.357,13.737,96.844,303.777,-5.118,6.288,8.332,-2.044,-1.17,,0.0,298.659,-72.704,225.955,0.0,0.0,0.0,225.955,-0.24,225.715,0.0,0.0,225.715,225.715,0.0,49.793,4.53,4.53,4.53,51.168,4.41,4.41,4.41,
03/31/2012,1037.247,1034.036,3.211,-293.959,293.959,743.288,0.0,-501.757,374.504,333.83,40.674,10.735,15.842,100.676,241.531,-12.536,10.16,11.258,-1.098,2.376,,0.0,228.995,-47.179,181.816,0.0,0.0,0.0,181.816,0.154,181.97,0.0,0.0,181.97,200.56735,18.59735,49.827,3.65,3.65,4.025274,51.347,3.54,3.54,3.90219,
06/30/2012,1326.759,1323.02,3.739,-322.617,322.617,1004.142,0.0,-545.787,411.654,371.847,39.807,10.44,15.663,108.03,458.355,-12.676,15.881,16.882,-1.001,-3.205,,0.0,445.679,-93.025,352.654,0.0,0.0,0.0,352.654,-0.307,352.347,0.0,0.0,352.347,381.18335,28.83635,49.812,7.07,7.07,7.65244,51.226,6.88,6.88,7.442924,
09/30/2012,1706.31,1703.097,3.213,-309.809,309.809,1396.501,0.0,-640.909,478.893,436.606,42.287,10.799,16.007,135.21,755.592,-24.418,16.162,17.067,-0.905,8.256,,0.0,731.174,-131.201,599.973,0.0,0.0,0.0,599.973,-3.387,596.586,0.0,0.0,596.586,614.8005,18.2145,49.851,11.97,11.97,12.332762,51.185,11.66,11.66,12.015856,
12/31/2012,1190.64,1187.413,3.227,-250.89,250.89,939.75,0.0,-565.435,413.184,362.781,50.403,11.711,17.628,122.912,374.315,-18.293,16.0,16.856,-0.856,2.293,,0.0,356.022,-66.427,289.595,0.0,0.0,0.0,289.595,-0.932,288.663,0.0,0.0,288.663,306.069227,17.443089,49.87,5.79,5.79,6.138081,51.241,5.63,5.63,5.970413,
03/31/2013,1302.012,1298.492,3.52,-292.347,292.347,1009.665,0.0,-699.826,533.306,483.145,50.161,13.222,19.08,134.218,309.839,-19.397,16.455,17.329,-0.874,2.942,,0.0,290.442,-46.15,244.292,0.0,0.0,0.0,244.292,-0.021,244.271,0.0,0.0,244.271,244.271,0.0,49.939,4.89,4.89,4.89,51.353,4.76,4.76,4.76,
06/30/2013,1680.238,1644.864,35.374,-296.383,296.383,1383.855,0.0,-829.024,620.041,555.12,64.921,16.959,26.027,165.997,554.831,-19.274,18.492,19.633,-1.141,0.782,,0.0,535.557,-98.117,437.44,0.0,0.0,0.0,437.44,-0.114,437.326,0.0,0.0,437.326,467.755448,30.424674,50.76,8.62,8.62,9.214946,52.111,8.39,8.39,8.973844,
09/30/2013,2269.903,2197.338,72.565,-280.838,280.838,1989.065,0.0,-942.168,701.442,638.329,63.113,18.536,35.747,186.443,1046.897,-26.546,23.268,24.135,-0.867,3.278,,0.0,1020.351,-187.362,832.989,0.0,0.0,0.0,832.989,0.0,832.989,0.0,0.0,832.989,872.15285,39.16385,51.363,16.22,16.22,16.980177,52.984,15.72,15.72,16.459164,
12/31/2013,1541.153,1481.469,59.684,-207.852,207.852,1333.301,0.0,-832.454,560.126,485.327,74.799,23.173,37.121,212.034,500.847,-50.66,20.907,22.192,-1.285,29.753,,0.0,450.187,-72.11,378.077,0.0,0.0,0.0,378.077,0.0,378.077,0.0,0.0,378.077,395.864085,17.787085,51.632,7.32,7.32,7.66703,52.938,7.14,7.14,7.475998,
03/31/2014,1641.802,1568.142,73.66,-235.331,235.331,1406.471,0.0,-967.745,711.614,638.633,72.981,23.224,38.376,194.531,438.726,-22.673,16.704,17.745,-1.041,5.969,,0.0,416.053,-84.835,331.218,0.0,0.0,0.0,331.218,0.0,331.218,0.0,0.0,331.218,334.989024,3.771024,52.153,6.35,6.35,6.423198,53.018,6.25,6.25,6.321127,
06/30/2014,2123.575,2041.649,81.926,-240.579,240.579,1882.996,0.0,-1149.982,863.801,772.734,91.067,24.042,40.287,221.852,733.014,-17.249,15.472,17.106,-1.634,1.777,,0.0,715.765,-139.314,576.451,0.0,0.0,0.0,576.451,0.0,576.451,0.0,0.0,576.451,579.889975,3.438975,52.397,11.0,11.0,11.067236,52.955,10.89,10.89,10.954941,
09/30/2014,2836.497,2713.164,123.333,-216.519,216.519,2619.978,0.0,-1297.273,955.401,857.499,97.902,24.802,57.599,259.471,1322.705,-17.116,20.463,22.953,-2.49,-3.347,,0.0,1305.589,-243.336,1062.253,0.0,0.0,0.0,1062.253,0.0,1062.253,0.0,0.0,1062.253,1062.407964,0.154964,52.405,20.27,20.27,20.273027,53.024,20.03,20.03,20.032923,
12/31/2014,1840.097,1708.901,131.196,-165.412,165.412,1674.685,0.0,-1095.818,639.039,548.12,90.919,25.43,71.558,359.791,578.867,-26.826,21.781,30.549,-8.768,5.045,,0.0,552.041,-100.21,451.831,0.0,0.0,0.0,451.831,0.0,451.831,0.0,0.0,451.831,451.8414,0.0104,52.245,8.65,8.65,8.64851,52.777,8.56,8.56,8.560197,
03/31/2015,1840.694,1694.023,146.671,-168.458,168.458,1672.236,0.0,-1238.267,733.722,633.544,100.178,25.361,65.002,414.182,433.969,-26.726,21.883,33.479,-11.596,4.843,,0.0,407.243,-73.916,333.327,0.0,0.0,0.0,333.327,0.0,333.327,0.0,0.0,333.327,318.352085,-14.974915,51.909,6.42,6.42,6.132888,52.406,6.36,6.36,6.074252,
06/30/2015,2280.397,2128.166,152.231,-187.491,187.491,2092.906,0.0,-1414.575,857.635,758.69,98.945,27.156,67.674,462.11,678.331,-29.954,28.51,41.547,-13.037,1.444,,0.0,648.377,-131.345,517.032,0.0,0.0,0.0,517.032,0.0,517.032,0.0,0.0,517.032,517.552,0.52,51.589,10.02,10.02,10.032216,52.038,9.94,9.94,9.949993,
09/30/2015,3102.901,2942.176,160.725,-155.619,155.619,2947.282,0.0,-1458.575,894.435,784.729,109.706,28.83,69.054,466.256,1488.707,-32.537,26.754,41.436,-14.682,5.783,,0.0,1456.17,-259.438,1196.732,0.0,0.0,0.0,1196.732,0.0,1196.732,0.0,0.0,1196.732,1182.611699,-14.120301,50.55,23.67,23.67,23.39489,51.13,23.41,23.41,23.133835,
12/31/2015,1999.995,1846.506,153.489,-120.612,120.612,1879.383,0.0,-1221.483,805.692,699.101,106.591,32.27,70.764,312.757,657.9,-41.37,27.353,43.767,-16.414,14.017,,0.0,616.53,-112.261,504.269,0.0,0.0,0.0,504.269,0.0,504.269,0.0,0.0,504.269,504.854,0.585,49.741,10.14,10.14,10.149655,50.403,10.0,10.0,10.011606,
03/31/2016,2148.119,1970.061,178.058,-128.669,128.669,2019.45,0.0,-1469.132,892.954,779.909,113.045,32.788,72.871,470.519,550.318,-89.825,26.547,46.894,-20.347,12.928,,50.35,460.493,-86.069,374.424,0.0,0.0,0.0,374.424,0.0,374.424,0.0,0.0,374.424,416.403436,41.979436,49.63,7.54,7.54,8.390156,50.129,7.47,7.47,8.307428,
06/30/2016,2555.902,2370.828,185.074,-126.084,126.084,2429.818,0.0,-1697.411,1033.405,920.763,112.642,35.797,77.712,550.497,732.407,-39.859,28.998,50.29,-21.292,-1.997,,12.858,692.548,-111.91,580.638,0.0,0.0,0.0,580.638,0.0,580.638,0.0,0.0,580.638,591.626981,10.988981,49.604,11.71,11.71,11.927001,50.059,11.6,11.6,11.819521,
09/30/2016,3690.552,3512.739,177.813,-101.489,101.489,3589.063,0.0,-2755.836,1154.735,1040.149,114.586,36.389,78.745,1485.967,833.227,-35.693,31.262,55.48,-24.218,4.431,,0.0,797.534,-291.517,506.017,0.0,0.0,0.0,506.017,0.0,506.017,0.0,0.0,506.017,1446.132,940.115,49.42,10.24,10.24,29.26208,49.975,10.13,10.13,28.941706,
12/31/2016,2348.433,2176.493,171.94,-72.072,72.072,2276.361,0.0,-1486.0,854.102,738.466,115.636,37.419,79.807,514.672,790.361,-27.698,26.147,55.236,-29.089,1.551,,0.0,762.663,-88.755,673.908,0.0,0.0,0.0,673.908,0.0,673.908,0.0,0.0,673.908,673.258,-0.65,49.32,13.66,13.66,13.650811,50.02,13.47,13.47,13.457005,
03/31/2017,2419.404,2227.358,192.046,-80.401,80.401,2339.003,0.0,-1782.541,1117.719,982.172,135.547,39.945,83.43,541.447,556.462,-28.852,23.725,55.717,-31.992,5.127,,0.0,527.61,-71.987,455.623,0.0,0.0,0.0,455.623,0.0,455.623,0.0,0.0,455.623,455.623,0.0,49.192,9.26,9.26,9.26,50.025,9.11,9.11,9.11,
06/30/2017,3024.556,2830.504,194.052,-67.425,67.425,2957.131,0.0,-2063.872,1295.225,1151.343,143.882,44.831,85.872,637.944,893.259,-30.142,24.121,60.942,-36.821,6.021,,0.0,863.117,-142.908,720.209,0.0,0.0,0.0,720.209,0.0,720.209,0.0,0.0,720.209,720.868758,0.659758,49.131,14.66,14.66,14.672381,50.056,14.39,14.39,14.40318,
