Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1995,1004.439026,,,,,,,-612.614014,,,,,,,391.825012,-27.236,,,0.0,27.236,364.589012,-137.410995,227.177994,0.0,,,227.178017,0.0,227.177994,0.0,,227.177994,227.177994,,570.85651,0.4,0.4,,570.85651,0.4,0.4,0.4,
03/31/1996,1110.421997,,,,,,,-661.536011,,,,,,,448.885986,-24.726999,,,0.0,24.726999,424.158987,-159.059998,265.098999,0.0,,,265.098989,0.0,265.098999,0.0,,265.098999,265.098999,,570.053239,0.466667,0.466667,0.466667,570.053239,0.466667,0.466667,0.466667,
06/30/1996,792.0,,,,,,,-579.0,,,,,,,213.0,-23.0,,,0.0,23.0,190.0,-70.0,120.0,0.0,,,120.0,0.0,120.0,0.0,,120.0,120.0,,568.500767,0.213333,0.213333,0.213333,568.500767,0.213333,0.213333,0.213333,
09/30/1996,990.0,,,,,,,-615.0,,,,,,,375.0,-21.0,,,0.0,21.0,354.0,-131.0,223.0,0.0,,,223.0,0.0,223.0,0.0,,223.0,223.0,,569.697006,0.393333,0.393333,0.393333,569.697006,0.393333,0.393333,0.393333,
12/31/1996,1053.0,,,,,,,-574.0,,,,,,,479.0,-625.0,,,0.0,625.0,-146.0,-167.0,-313.0,0.0,,,-313.0,0.0,-313.0,0.0,,-313.0,-313.0,,547.5,-0.573333,-0.573333,0.5,547.5,-0.573333,-0.573333,0.5,
03/31/1997,1205.0,,,,,,,-640.0,,,,,,,565.0,-31.0,,,0.0,31.0,534.0,-198.0,336.0,0.0,,,336.0,0.0,336.0,0.0,,336.0,336.0,,562.496979,0.506667,0.506667,0.48,562.496979,0.506667,0.506667,0.48,
06/30/1997,891.0,,,,,,,-610.0,,,,,,,281.0,-32.0,,,0.0,32.0,249.0,-93.0,156.0,0.0,,,156.0,0.0,156.0,0.0,,156.0,156.0,,544.175995,0.293333,0.293333,0.293333,562.34848,0.28,0.28,0.28,
09/30/1997,1122.0,,,,,,,-658.0,,,,,,,464.0,-29.0,,,0.0,29.0,435.0,-163.0,272.0,0.0,,,272.0,0.0,272.0,0.0,,272.0,272.0,,546.0,0.5,0.5,0.5,568.000488,0.48,0.48,0.48,
12/31/1997,1239.0,,,,,,,-666.0,,,,,,,573.0,-29.0,,,0.0,29.0,544.0,-204.0,340.0,0.0,,,340.0,0.0,340.0,0.0,,340.0,340.0,,546.422974,0.62,0.62,0.62,567.98999,0.6,0.6,0.6,
03/31/1998,1467.0,,,,,,,-768.0,,,,,,,699.0,-53.0,,,0.0,53.0,646.0,-245.0,401.0,0.0,,,401.0,0.0,401.0,0.0,,401.0,401.0,,546.362976,0.74,0.74,0.77,567.432007,0.71,0.71,0.75,
06/30/1998,1047.0,,,,,,,-706.0,,,,,,,341.0,-1101.0,,,0.0,1101.0,-760.0,279.0,-481.0,0.0,,,-481.0,0.0,-481.0,0.0,,-481.0,-481.0,,552.294983,-0.87,-0.87,0.35,552.294983,-0.87,-0.87,0.34,
09/30/1998,1216.0,,,,,,,-717.0,,,,,,,499.0,-29.0,,,0.0,29.0,470.0,-176.0,294.0,0.0,,,294.0,0.0,294.0,0.0,,294.0,294.0,,553.796021,0.53,0.53,0.53,569.002991,0.52,0.52,0.52,
12/31/1998,1361.0,,,,,,,-761.0,,,,,,,600.0,-33.0,,,0.0,33.0,567.0,-212.0,355.0,0.0,,,355.0,0.0,355.0,0.0,,355.0,355.0,,538.421021,0.66,0.66,0.66,554.015015,0.64,0.64,0.64,
03/31/1999,1042.0,,,,,,,-278.0,,,,,,,764.0,-31.0,,,0.0,31.0,733.0,-275.0,458.0,0.0,,,458.0,0.0,458.0,0.0,,458.0,458.0,,536.719971,0.83,0.83,0.83,552.585022,0.82,0.82,0.82,
06/30/1999,1057.0,,,-61.0,,996.0,,-1250.0,,,,,,,-254.0,-50.0,50.0,50.0,0.0,0.0,-304.0,-128.0,-432.0,0.0,,,-432.0,0.0,-432.0,0.0,0.0,-432.0,-432.0,646.0,536.554016,-0.8,-0.8,0.49,536.554016,-0.8,-0.8,0.49,
09/30/1999,1465.0,,,-79.0,,1386.0,,-754.0,,,,,,,632.0,-97.0,97.0,97.0,0.0,0.0,535.0,-201.0,334.0,0.0,,,334.0,0.0,334.0,0.0,0.0,334.0,334.0,83.25,538.0,0.62,0.62,0.77,555.0,0.6,0.6,0.75,
12/31/1999,1674.0,,,-89.0,,1585.0,,-846.0,,,,,,,739.0,-97.0,97.0,97.0,0.0,0.0,642.0,-241.0,401.0,0.0,,,401.0,0.0,401.0,0.0,0.0,401.0,401.0,,539.934021,0.74,0.74,0.74,558.695007,0.72,0.72,0.72,
03/31/2000,1907.0,,,,,,,-800.0,,,,,,,1107.0,-391.0,,,0.0,391.0,716.0,-324.0,392.0,0.0,,,392.0,0.0,392.0,0.0,0.0,392.0,392.0,,542.796997,0.72,0.72,1.13,561.447021,0.7,0.7,1.11,
06/30/2000,1137.0,,,-65.0,,1072.0,,-1123.0,,,,,,,-51.0,96.0,88.0,88.0,0.0,-184.0,45.0,-22.0,23.0,0.0,,,23.0,0.0,23.0,0.0,0.0,23.0,23.0,61.0,590.0,0.04,0.04,0.14,606.0,0.04,0.04,0.14,
09/30/2000,1545.0,,,-85.0,,1460.0,,-1103.0,,,,,,,357.0,-89.0,89.0,89.0,0.0,0.0,268.0,-130.0,138.0,0.0,,,138.0,0.0,138.0,0.0,0.0,138.0,138.0,183.520004,585.0,0.24,0.24,0.55,592.0,0.23,0.23,0.54,
12/31/2000,783.0,,,-88.0,,695.0,,-1075.0,,,,,,,-380.0,-88.0,88.0,88.0,0.0,0.0,-468.0,126.0,-342.0,0.0,,,-342.0,0.0,-342.0,0.0,0.0,-342.0,-342.0,,577.0,-0.59,-0.59,-0.59,577.0,-0.59,-0.59,-0.59,
03/31/2001,733.0,,,,,,,-1165.0,,,,,,,-432.0,-79.0,,,0.0,79.0,-511.0,101.0,-410.0,0.0,,,-410.0,0.0,-410.0,0.0,0.0,-410.0,-410.0,,577.0,-0.71,-0.71,0.47,577.0,-0.71,-0.71,0.47,
06/30/2001,712.0,,,-80.0,,632.0,,-1013.0,,,,,,,-381.0,-69.0,69.0,69.0,0.0,0.0,-450.0,108.0,-342.0,0.0,,,-342.0,0.0,-342.0,0.0,0.0,-342.0,-342.0,201.0,577.0,-0.59,-0.59,-0.24,585.0,-0.59,-0.59,-0.24,
09/30/2001,733.0,,,-73.0,,660.0,,-976.0,,,,,,,-316.0,-57.0,57.0,57.0,0.0,0.0,-373.0,82.0,-291.0,0.0,,,-291.0,0.0,-291.0,0.0,0.0,-291.0,-291.0,198.679993,577.0,-0.5,-0.5,-0.16,577.0,-0.5,-0.5,-0.16,
12/31/2001,747.0,,,-65.0,,682.0,,-904.0,,,,,,,-222.0,-53.0,53.0,53.0,0.0,0.0,-275.0,44.0,-231.0,0.0,,,-231.0,0.0,-231.0,0.0,0.0,-231.0,-231.0,648.0,576.0,-0.4,-0.4,0.71,576.0,-0.4,-0.4,0.71,
03/31/2002,772.0,,,,,,,-952.0,,,,,,,-180.0,-107.0,,48.0,0.0,59.0,-287.0,49.0,-238.0,0.0,,,-238.0,0.0,-238.0,0.0,0.0,-238.0,-238.0,,577.0,-0.41,-0.41,0.0,583.0,-0.41,-0.41,0.0,
06/30/2002,765.0,,,-59.0,,706.0,,-759.0,,,,,,,-53.0,-47.0,47.0,47.0,0.0,0.0,-100.0,35.0,-65.0,0.0,,,-65.0,0.0,-65.0,0.0,0.0,-65.0,-65.0,77.0,578.0,-0.11,-0.11,0.02,578.0,-0.11,-0.11,0.02,
09/30/2002,772.0,,,-59.0,,713.0,,-751.0,,,,,,,-38.0,-41.0,41.0,41.0,0.0,0.0,-79.0,27.0,-52.0,0.0,,,-52.0,0.0,-52.0,0.0,0.0,-52.0,-52.0,74.0,573.0,-0.09,-0.09,0.04,573.0,-0.09,-0.09,0.04,
12/31/2002,754.0,,,-60.0,,694.0,,-723.0,329.0,,,,,394.0,-29.0,-44.0,44.0,44.0,0.0,0.0,-73.0,26.0,-47.0,-3.0,,,-44.0,0.0,-44.0,0.0,0.0,-44.0,-44.0,,574.0,-0.08,-0.08,0.05,574.0,-0.08,-0.08,0.05,
03/31/2003,775.0,,,-59.0,,716.0,,-700.0,,,,,,,16.0,-133.0,39.0,39.0,0.0,94.0,-117.0,11.0,-106.0,0.0,,,-106.0,0.0,-106.0,0.0,0.0,-106.0,-106.0,154.0,575.0,-0.18,-0.18,0.08,575.0,-0.18,-0.18,0.08,
06/30/2003,786.0,,,-55.0,,731.0,,-684.0,,,,,,,47.0,-35.0,31.0,31.0,0.0,4.0,12.0,-4.0,8.0,0.0,,,8.0,0.0,8.0,0.0,0.0,8.0,8.0,71.0,578.0,0.01,0.01,0.14,580.0,0.01,0.01,0.14,
09/30/2003,803.0,,,-52.0,,751.0,,-688.0,,,,,,,63.0,-199.0,29.0,29.0,0.0,170.0,-136.0,46.0,-90.0,0.0,,,-90.0,0.0,-90.0,0.0,0.0,-90.0,-90.0,219.0,579.0,-0.16,-0.16,0.22,579.0,-0.16,-0.16,0.22,
12/31/2003,837.0,,,-54.0,,783.0,,-697.0,,,,,,,86.0,-59.0,29.0,29.0,0.0,30.0,27.0,-10.0,17.0,-1.0,,,18.0,0.0,18.0,0.0,0.0,18.0,18.0,76.0,580.0,0.03,0.03,0.16,612.0,0.03,0.03,0.03,
03/31/2004,873.0,,,-59.0,,814.0,,-704.0,,,,,,,110.0,-64.0,,47.0,0.0,17.0,46.0,-17.0,29.0,-60.0,,,89.0,0.0,89.0,0.0,0.0,89.0,89.0,,584.0,0.15,0.05,0.19,612.0,0.15,0.05,0.18,
06/30/2004,850.0,,,-56.0,,794.0,,-695.0,,,,,,,99.0,-34.0,26.0,26.0,0.0,8.0,65.0,-25.0,40.0,0.0,,,40.0,0.0,40.0,0.0,0.0,40.0,40.0,71.0,586.0,0.07,0.07,0.19,642.0,0.07,0.07,0.19,
09/30/2004,865.0,,,-54.0,,811.0,,-732.0,,,,,,,79.0,-263.0,24.0,24.0,0.0,239.0,-184.0,88.0,-96.0,2.0,,,-98.0,0.0,-98.0,0.0,0.0,-98.0,-98.0,311.0,587.0,-0.17,-0.17,0.36,587.0,-0.17,-0.17,0.36,
12/31/2004,917.0,,,-57.0,,860.0,,-760.0,,,,,,,100.0,-53.0,29.0,29.0,0.0,24.0,47.0,-16.0,31.0,0.0,,,31.0,0.0,31.0,0.0,0.0,31.0,31.0,71.0,589.0,0.05,0.05,0.18,594.0,0.05,0.05,0.18,
03/31/2005,971.0,,,-63.0,,908.0,,-787.0,,,,,,,121.0,-350.0,,79.0,0.0,271.0,-229.0,47.0,-25.0,0.0,,,-182.0,0.0,51.0,0.0,0.0,51.0,51.0,,589.0,0.09,0.09,0.2,591.0,0.09,0.09,0.2,
06/30/2005,927.0,,,-60.0,,867.0,,-766.0,389.0,,,,,377.0,101.0,-10.0,9.0,9.0,0.0,1.0,91.0,6.0,97.0,0.0,,,97.0,0.0,97.0,0.0,0.0,97.0,97.0,,587.0,0.17,0.17,0.23,612.0,0.16,0.16,0.22,
09/30/2005,950.0,,,-65.0,,885.0,,-773.0,383.0,,,,,390.0,112.0,-65.0,10.0,10.0,0.0,55.0,47.0,-1.0,46.0,0.0,,,46.0,0.0,46.0,0.0,0.0,46.0,46.0,,584.0,0.08,0.08,0.26,610.0,0.08,0.08,0.25,
12/31/2005,965.0,,,-66.0,,899.0,,-833.0,400.0,,,,,433.0,66.0,-23.0,12.0,12.0,0.0,11.0,43.0,13.0,56.0,-1.0,,,57.0,0.0,57.0,0.0,0.0,57.0,57.0,,579.0,0.1,0.1,0.25,606.0,0.09,0.09,0.24,
03/31/2006,942.0,,,-72.0,,870.0,,-892.0,,,,,,,-22.0,-34.0,,,0.0,34.0,-56.0,17.0,-39.0,2.0,,,-41.0,0.0,-41.0,0.0,0.0,-41.0,-41.0,,575.0,-0.07,-0.07,0.13,575.0,-0.07,-0.07,0.13,
06/30/2006,949.0,,,-70.0,,879.0,,-818.0,429.0,,,,,389.0,61.0,-18.0,8.0,8.0,0.0,10.0,43.0,-8.0,35.0,0.0,,,35.0,0.0,35.0,0.0,0.0,35.0,35.0,,568.0,0.06,0.06,0.15,597.0,0.06,0.06,0.15,
09/30/2006,987.0,,,-77.0,,910.0,,-778.0,408.0,,,,,370.0,132.0,-64.0,12.0,12.0,0.0,52.0,68.0,-14.0,54.0,1.0,,,53.0,0.0,53.0,0.0,0.0,53.0,53.0,,560.0,0.09,0.09,0.27,584.0,0.09,0.09,0.26,
12/31/2006,1002.0,,,-81.0,,921.0,,-790.0,403.0,,,,,387.0,131.0,-61.0,25.0,25.0,0.0,36.0,70.0,-18.0,52.0,2.0,,,50.0,0.0,50.0,0.0,0.0,50.0,50.0,,524.0,0.1,0.1,0.24,549.0,0.1,0.1,0.24,
03/31/2007,1005.0,,,-511.0,,494.0,0.0,-406.0,,,,,,,88.0,-115.0,15.0,15.0,0.0,100.0,-27.0,7.0,-20.0,,,,-20.0,0.0,-20.0,0.0,0.0,-20.0,-20.0,,525.0,-0.04,-0.04,0.22,525.0,-0.04,-0.04,0.22,
06/30/2007,1025.0,,,-161.0,,864.0,0.0,-641.0,438.0,306.0,,,,203.0,223.0,-26.0,14.0,14.0,,12.0,197.0,-68.0,129.0,,,,129.0,,129.0,0.0,0.0,129.0,129.0,,525.0,0.25,0.25,0.25,551.0,0.24,0.24,0.24,
09/30/2007,1067.0,,,-160.0,,907.0,0.0,-663.0,468.0,317.0,,,,195.0,244.0,-13.0,13.0,13.0,0.0,0.0,231.0,-94.0,137.0,0.0,,,137.0,0.0,137.0,0.0,0.0,137.0,137.0,,512.0,0.27,0.27,0.32,537.0,0.26,0.26,0.31,
12/31/2007,1100.0,,,-156.0,,944.0,0.0,-682.0,456.0,333.0,,,,226.0,262.0,-23.0,10.0,,0.0,13.0,239.0,-76.0,163.0,0.0,,,163.0,0.0,163.0,0.0,0.0,163.0,163.0,,510.0,0.32,0.32,0.39,536.0,0.31,0.31,0.38,
03/31/2008,1085.0,,,-163.0,,922.0,0.0,-772.0,495.0,371.0,,,,277.0,150.0,-9.0,9.0,,,0.0,141.0,-70.0,71.0,0.0,,,71.0,0.0,71.0,0.0,0.0,71.0,71.0,52.42,510.0,0.14,0.14,0.24,537.0,0.13,0.13,0.23,
06/30/2008,1087.0,1058.0,29.0,-154.0,154.0,933.0,0.0,-625.0,419.0,297.0,122.0,123.0,36.0,47.0,308.0,-4.0,4.0,,10.0,-10.0,304.0,-104.0,200.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,200.0,216.2,16.2,512.0,0.39,0.39,0.422266,537.0,0.37,0.37,0.400168,
09/30/2008,1107.0,1069.0,38.0,-164.0,164.0,943.0,0.0,-613.0,421.0,311.0,110.0,120.0,37.0,35.0,330.0,-2.0,2.0,,5.0,-5.0,328.0,-119.0,209.0,0.0,0.0,0.0,209.0,0.0,209.0,0.0,0.0,209.0,214.15,5.15,514.0,0.41,0.41,0.416634,539.0,0.39,0.39,0.399555,
12/31/2008,1042.0,1006.0,36.0,-146.0,146.0,896.0,0.0,-587.0,417.0,307.0,110.0,115.0,36.0,19.0,309.0,-8.0,8.0,,-15.0,15.0,301.0,-88.0,213.0,0.0,0.0,0.0,213.0,0.0,213.0,0.0,0.0,213.0,224.0,11.0,514.0,0.41,0.41,0.435798,539.0,0.4,0.4,0.420408,
03/31/2009,1035.0,997.0,38.0,-141.0,141.0,894.0,0.0,-714.0,421.0,299.0,122.0,128.0,40.0,125.0,180.0,-22.0,22.0,,-11.0,11.0,158.0,-93.0,65.0,0.0,0.0,0.0,65.0,0.0,65.0,0.0,0.0,65.0,141.7,76.7,514.0,0.13,0.13,0.275681,538.0,0.13,0.13,0.272565,
06/30/2009,1044.0,1011.0,33.0,-132.0,132.0,912.0,0.0,-587.0,390.0,280.0,110.0,117.0,38.0,42.0,325.0,-17.0,17.0,,,0.0,308.0,-113.0,195.0,0.0,0.0,0.0,195.0,0.0,195.0,0.0,0.0,195.0,215.1,20.1,516.0,0.37,0.37,0.41686,540.0,0.37,0.37,0.407222,
09/30/2009,1067.0,1039.0,28.0,-131.0,131.0,936.0,0.0,-597.0,403.0,284.0,119.0,114.0,39.0,41.0,339.0,-22.0,22.0,,,0.0,317.0,-99.0,218.0,0.0,0.0,0.0,218.0,0.0,218.0,0.0,0.0,218.0,230.85,12.85,518.0,0.42,0.42,0.445656,542.0,0.41,0.41,0.433708,
12/31/2009,1122.0,1068.0,54.0,-139.0,139.0,983.0,0.0,-633.0,444.0,315.0,129.0,117.0,39.0,33.0,350.0,-23.0,23.0,,,0.0,327.0,-71.0,256.0,-1.0,-1.0,0.0,257.0,0.0,257.0,0.0,0.0,257.0,264.4,8.4,515.0,0.49,0.49,0.513398,535.0,0.49,0.49,0.505701,
