Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2010,1357.0,1058.0,299.0,-783.5,783.5,573.5,0.0,-251.4,251.4,0.0,0.0,322.1,-33.8,44.3,45.2,-0.9,0.0,0.0,-10.5,288.3,-45.7,242.6,0.0,0.0,0.0,242.6,0.0,242.6,0.0,0.0,242.6,249.75,7.15,655.4,0.37,0.37,0.381065,658.4,0.37,0.37,0.38086,
03/31/2011,1283.0,998.0,285.0,-745.4,745.4,537.6,0.0,-224.7,224.7,,0.0,312.9,-38.2,42.2,43.4,-1.2,,,-4.0,274.7,-64.5,210.2,0.0,0.0,0.0,210.2,0.0,210.2,0.0,0.0,210.2,226.6,16.4,646.9,0.32,0.32,0.350286,652.1,0.32,0.32,0.34515,
06/30/2011,1366.3,1057.0,309.3,-764.2,764.2,602.1,0.0,-251.4,251.4,,0.0,350.7,-17.3,42.9,44.2,-1.3,,,-25.6,333.4,-70.2,263.2,0.0,0.0,0.0,263.2,0.0,263.2,0.0,0.0,263.2,269.1,5.9,631.1,0.42,0.42,0.426398,635.8,0.41,0.41,0.41928,
09/30/2011,1410.8,1083.2,327.6,-800.0,800.0,610.8,0.0,-247.8,247.8,,0.0,363.0,-49.1,45.6,46.7,-1.1,,,3.5,313.9,-74.2,239.7,0.0,0.0,0.0,239.7,,239.7,,0.0,239.7,249.4,9.7,624.9,0.38,0.38,0.399104,627.1,0.38,0.38,0.395468,
12/31/2011,1431.3,1082.0,349.3,-792.4,792.4,638.9,0.0,-280.5,280.5,,0.0,358.4,-5.8,46.0,47.6,-1.6,,,-40.2,352.6,99.7,452.3,0.0,0.0,0.0,452.3,0.0,452.3,0.0,0.0,452.3,247.6,-204.7,619.4,0.73,0.73,0.399742,621.7,0.73,0.73,0.399742,
03/31/2012,1393.4,1040.9,352.5,-783.0,783.0,610.4,0.0,-277.9,277.9,,0.0,332.5,-42.4,42.9,44.4,-1.5,,,-0.5,290.1,-42.8,247.3,0.0,0.0,0.0,247.3,,247.3,,0.0,247.3,251.46,4.16,619.1,0.4,0.4,0.40617,621.9,0.4,0.4,0.40617,
06/30/2012,1425.1,1059.4,365.7,-797.5,797.5,627.6,0.0,-281.7,281.7,,0.0,345.9,-35.8,43.9,45.1,-1.2,,,-8.1,310.1,-38.9,271.2,0.0,0.0,0.0,271.2,,271.2,0.0,0.0,271.2,280.625,9.425,610.9,0.44,0.44,0.459363,613.1,0.44,0.44,0.455373,
09/30/2012,1421.6,1052.5,369.1,-796.3,796.3,625.3,0.0,-259.7,259.7,,0.0,365.6,-41.8,43.2,44.6,-1.4,,,-1.4,323.8,-54.3,269.5,0.0,0.0,0.0,269.5,,269.5,0.0,0.0,269.5,281.33,11.83,601.5,0.45,0.45,0.467714,604.2,0.45,0.45,0.467714,
12/31/2012,1424.7,1057.2,367.5,-817.4,817.4,607.3,0.0,-321.3,321.3,,0.0,286.0,-41.2,44.1,45.5,-1.4,,,-2.9,244.8,-6.9,237.9,0.0,0.0,0.0,237.9,,237.9,,0.0,237.9,265.64,27.74,588.0,0.4,0.4,0.451769,590.2,0.4,0.4,0.447001,
03/31/2013,1325.4,978.0,347.4,-759.4,759.4,566.0,0.0,-269.1,269.1,,0.0,296.9,-46.7,48.5,48.9,-0.4,,,-1.8,250.2,-38.2,212.0,0.0,0.0,0.0,212.0,0.0,212.0,0.0,0.0,212.0,214.535,2.535,567.6,0.37,0.37,0.377969,569.7,0.37,0.37,0.37445,
06/30/2013,1385.9,1016.3,369.6,-811.7,811.7,574.2,0.0,-297.4,297.4,,0.0,276.8,-44.6,47.3,48.0,-0.7,,,-2.7,232.2,-33.6,198.6,0.0,0.0,0.0,198.6,0.0,198.6,0.0,0.0,198.6,202.63,4.03,555.7,0.36,0.36,0.364639,558.3,0.36,0.36,0.364639,
09/30/2013,1408.8,1029.9,378.9,-818.2,818.2,590.6,0.0,-295.3,295.3,,0.0,295.3,-43.6,44.2,48.8,-4.6,,,-0.6,251.7,-37.3,214.4,0.0,0.0,0.0,214.4,,214.4,0.0,0.0,214.4,216.87,2.47,552.1,0.39,0.39,0.392809,555.8,0.39,0.39,0.392809,
12/31/2013,1421.9,1041.6,380.3,-845.7,845.7,576.2,0.0,-337.8,337.8,,0.0,238.4,-45.6,46.2,49.9,-3.7,,,-0.6,192.8,-19.4,173.4,0.0,0.0,0.0,173.4,,173.4,0.0,0.0,173.4,176.91,3.51,551.2,0.31,0.31,0.320954,555.0,0.31,0.31,0.316324,
03/31/2014,1350.8,987.9,362.9,-797.2,797.2,553.6,0.0,-281.6,281.6,,0.0,272.0,-44.6,42.9,47.6,-4.7,,,1.7,227.4,-24.4,203.0,0.0,0.0,0.0,203.0,0.0,203.0,0.0,0.0,203.0,203.0,0.0,545.9,0.37,0.37,0.37,549.2,0.37,0.37,0.37,
06/30/2014,1405.6,1029.0,376.6,-827.8,827.8,577.8,0.0,-299.5,299.5,,0.0,278.3,-46.2,40.5,43.4,-2.9,,,5.7,232.1,-38.3,193.8,0.0,0.0,0.0,193.8,,193.8,0.0,0.0,193.8,193.8,0.0,537.1,0.36,0.36,0.36,539.9,0.36,0.36,0.36,
09/30/2014,1440.9,1040.8,400.1,-840.5,840.5,600.4,0.0,-286.3,286.3,,0.0,314.1,-41.3,41.4,43.2,-1.8,,,-0.1,272.8,-38.7,234.1,0.0,0.0,0.0,234.1,,234.1,0.0,0.0,234.1,234.1,0.0,527.8,0.44,0.44,0.44,531.2,0.44,0.44,0.44,
12/31/2014,1409.9,1025.9,384.0,-831.9,831.9,578.0,0.0,-301.9,301.9,,0.0,276.1,-40.2,40.3,42.4,-2.1,,,-0.1,235.9,-14.4,221.5,0.0,0.0,0.0,221.5,0.0,221.5,0.0,0.0,221.5,221.5,0.0,522.8,0.42,0.42,0.42,526.9,0.42,0.42,0.42,
03/31/2015,1320.9,948.6,372.3,-771.8,771.8,549.1,0.0,-276.8,276.8,,0.0,272.3,-39.7,38.9,41.8,-2.9,,,0.8,232.6,-28.7,203.9,0.0,0.0,0.0,203.9,0.0,203.9,0.0,0.0,203.9,203.9,0.0,521.0,0.39,0.39,0.39,525.2,0.39,0.39,0.39,
06/30/2015,1383.6,988.3,395.3,-799.4,799.4,584.2,0.0,-333.4,333.4,,0.0,250.8,-43.9,40.6,43.1,-2.5,,,3.3,206.9,-17.6,189.3,0.0,0.0,0.0,189.3,0.0,189.3,0.0,0.0,189.3,213.5,24.2,515.2,0.37,0.37,0.414402,519.8,0.36,0.36,0.406556,
09/30/2015,1399.2,994.9,404.3,-817.2,817.2,582.0,0.0,-277.5,277.5,,0.0,304.5,-39.1,39.2,42.2,-3.0,,,-0.1,265.4,-33.1,232.3,0.0,0.0,0.0,232.3,0.0,232.3,0.0,0.0,232.3,232.3,0.0,509.6,0.46,0.46,0.46,513.2,0.45,0.45,0.45,
12/31/2015,1380.0,983.8,396.2,-811.0,811.0,569.0,0.0,-287.2,287.2,,0.0,281.8,-44.9,38.3,40.8,-2.5,,,6.6,236.9,-24.6,212.3,0.0,0.0,0.0,212.3,0.0,212.3,0.0,0.0,212.3,212.3,0.0,504.5,0.42,0.42,0.42,508.6,0.42,0.42,0.42,
03/31/2016,1297.7,919.0,378.7,-779.4,779.4,518.3,0.0,-259.7,259.7,,0.0,258.6,-41.1,39.6,40.5,-0.9,,,1.5,217.5,-31.8,185.7,0.0,0.0,0.0,185.7,0.0,185.7,0.0,0.0,185.7,185.7,0.0,500.0,0.37,0.37,0.37,503.2,0.37,0.37,0.37,
06/30/2016,1375.7,1095.8,279.9,-821.9,821.9,553.8,0.0,-293.5,293.5,,0.0,260.3,-37.8,40.3,41.0,-0.7,,,-2.5,222.5,-16.9,205.6,0.0,0.0,0.0,205.6,0.0,205.6,0.0,0.0,205.6,215.6,10.0,490.3,0.42,0.42,0.439731,493.0,0.42,0.42,0.439731,
09/30/2016,1377.8,1098.9,278.9,-822.9,822.9,554.9,0.0,-276.6,276.6,,0.0,278.3,-38.3,40.3,41.4,-1.1,,,-2.0,240.0,-23.1,216.9,0.0,0.0,0.0,216.9,0.0,216.9,0.0,0.0,216.9,229.6,12.7,487.0,0.45,0.45,0.471458,490.3,0.44,0.44,0.465903,
12/31/2016,1371.7,1092.5,279.2,-845.8,845.8,525.9,0.0,-839.4,839.4,,0.0,-313.5,-24.8,28.8,29.6,-0.8,,,-4.0,-338.3,-16.7,-355.0,0.0,0.0,0.0,-355.0,0.0,-355.0,0.0,0.0,-355.0,229.9,584.9,483.6,-0.73,-0.73,0.475393,483.6,-0.73,-0.73,0.475393,
03/31/2017,1302.4,1015.0,287.4,-799.9,799.9,502.5,0.0,-262.4,262.4,,0.0,240.1,-27.0,30.2,31.3,-1.1,,,-3.2,213.1,-51.4,161.7,0.0,0.0,0.0,161.7,0.0,161.7,0.0,0.0,161.7,171.0,9.3,479.8,0.34,0.34,0.356398,483.4,0.33,0.33,0.349239,
06/30/2017,1378.9,1087.3,291.6,-842.3,842.3,536.6,0.0,-321.2,321.2,,0.0,215.4,-31.0,34.3,35.7,-1.4,,,-3.3,184.4,-17.9,166.5,0.0,0.0,0.0,166.5,0.0,166.5,0.0,0.0,166.5,237.3,70.8,469.4,0.35,0.35,0.505539,472.0,0.35,0.35,0.5,
09/30/2017,1404.7,1107.7,297.0,-840.5,840.5,564.2,0.0,-292.0,292.0,,0.0,272.2,-33.0,35.9,37.2,-1.3,,,-2.9,239.2,-3.6,235.6,0.0,0.0,0.0,235.6,0.0,235.6,0.0,0.0,235.6,247.235,11.635,462.8,0.51,0.51,0.534216,465.4,0.51,0.51,0.534216,
12/31/2017,1438.3,1144.5,293.8,-870.3,870.3,568.0,0.0,-819.9,355.9,,464.0,-251.9,-37.3,36.8,37.9,-1.1,,,0.5,-289.2,-831.7,-1120.9,0.0,0.0,0.0,-1120.9,0.0,-1120.9,0.0,0.0,-1120.9,185.45,1306.35,459.6,-2.44,-2.44,0.403503,459.6,-2.44,-2.44,0.402363,
03/31/2018,1389.4,1091.0,298.4,-825.4,825.4,564.0,0.0,-299.1,299.1,,0.0,264.9,-30.4,34.8,35.5,-0.7,,,-4.4,234.5,-20.9,213.6,0.0,0.0,0.0,213.6,0.0,213.6,0.0,0.0,213.6,207.6,-6.0,460.3,0.46,0.46,0.45101,463.6,0.46,0.46,0.447058,
06/30/2018,1411.1,1127.5,283.6,-829.2,829.2,581.9,0.0,-298.3,298.3,,0.0,283.6,-28.1,36.2,37.5,-1.3,,,-8.1,255.5,-37.9,217.6,0.0,0.0,0.0,217.6,0.0,217.6,0.0,0.0,217.6,211.4,-6.2,457.2,0.48,0.48,0.46238,459.6,0.47,0.47,0.45651,
09/30/2018,1387.8,1107.4,280.4,-812.4,812.4,575.4,0.0,-272.8,272.8,,0.0,302.6,-36.2,36.8,38.4,-1.6,,,-0.6,266.4,-57.8,208.6,0.0,0.0,0.0,208.6,0.0,208.6,0.0,0.0,208.6,210.6,2.0,446.8,0.47,0.47,0.471352,449.0,0.46,0.46,0.464454,
12/31/2018,1401.6,1127.7,273.9,-833.8,833.8,567.8,0.0,-296.8,296.8,,0.0,271.0,-36.0,37.0,38.2,-1.2,,,-1.0,235.0,-22.9,212.1,0.0,0.0,0.0,212.1,0.0,212.1,0.0,0.0,212.1,220.2,8.1,442.9,0.48,0.48,0.497178,445.4,0.48,0.48,0.497178,
03/31/2019,1337.0,1056.9,280.1,-785.0,785.0,552.0,0.0,-300.8,300.8,,0.0,251.2,-35.1,37.6,39.7,-2.1,,,-2.5,216.1,-43.0,173.1,0.0,0.0,0.0,173.1,0.0,173.1,0.0,0.0,173.1,178.4,5.3,437.7,0.4,0.4,0.407585,439.9,0.39,0.39,0.402048,
06/30/2019,1340.5,1112.9,227.6,-776.4,776.4,564.1,0.0,-305.2,305.2,,0.0,258.9,486.7,37.6,38.6,-1.0,,,-524.3,745.6,-130.8,614.8,0.0,0.0,0.0,614.8,0.0,614.8,0.0,0.0,614.8,194.8,-420.0,430.0,1.43,1.43,0.453023,432.3,1.42,1.42,0.448452,
09/30/2019,1306.9,1113.0,193.9,-768.6,768.6,538.3,0.0,-340.9,340.9,,0.0,197.4,-35.2,35.1,36.2,-1.1,,,0.1,162.2,-27.2,135.0,0.0,0.0,0.0,135.0,0.0,135.0,0.0,0.0,135.0,210.2,75.2,423.3,0.32,0.32,0.496575,426.8,0.32,0.32,0.496195,
12/31/2019,1307.7,1125.0,182.7,-756.5,756.5,551.2,0.0,-324.7,324.7,0.0,0.0,226.5,-29.0,35.4,37.5,-2.1,,,-6.4,197.5,-62.1,135.4,0.0,0.0,0.0,135.4,0.0,135.4,0.0,0.0,135.4,162.2,26.8,419.5,0.32,0.32,0.386651,424.7,0.32,0.32,0.383103,
03/31/2020,1190.0,1015.4,174.6,-683.4,683.4,506.6,0.0,-273.4,273.4,,0.0,233.2,-31.3,31.3,32.9,-1.6,,,0.0,201.9,-25.2,176.7,0.0,0.0,0.0,176.7,0.0,176.7,0.0,0.0,176.7,185.9,9.2,414.3,0.43,0.43,0.448709,418.3,0.42,0.42,0.441994,
06/30/2020,1114.7,976.6,138.1,-662.2,662.2,452.5,0.0,-230.7,230.7,,0.0,221.8,-28.6,28.5,29.3,-0.8,,,0.1,193.2,-31.3,161.9,0.0,0.0,0.0,161.9,0.0,161.9,0.0,0.0,161.9,168.0,6.1,411.5,0.39,0.39,0.408262,413.6,0.39,0.39,0.404749,
09/30/2020,1247.895,,,,,516.2541615,,,,,,249.0,,,,,,,,220.313,,190.286,,,,,,190.286,,,190.286,189.722,,,0.451,0.451,0.462,,0.451,0.451,0.462,
12/31/2020,1276.053,,,,,532.8797328,,,,,,255.667,,,,,,,,228.0,,193.143,,,,,,193.143,,,193.143,194.778,,,0.459,0.459,0.478,,0.459,0.459,0.478,
