Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Expense,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2007,6134.98,3277.791,1687.423,1590.368,536.401,536.401,,,,,,,667.138,,,,,,4481.33,280.37,529.318,-248.948,192.488,,,1180.792,536.987,233.076,303.911,,643.805,1653.65,,246.273,246.273,,,,80.0,,,,,,1670.469,,,1670.469,1996.742,149.747,,,,,811.153,,,,811.153,960.9,2957.642,,3261.543,,,-277.164,-226.368,414.707,3172.718,4.62,3177.338,6134.98,
12/31/2007,6260.041,2969.982,1659.295,1310.687,532.633,532.633,,0.0,0.0,0.0,0.0,0.0,1089.126,,,,,,4591.741,290.2,541.088,-250.888,192.489,,,1185.611,560.384,239.626,320.758,,625.227,1668.3,,252.391,252.391,,,,80.0,71.0,9.0,9.0,,,2030.951,,,2030.951,2363.342,149.824,102.824,47.0,47.0,,714.948,,,,714.948,864.772,3228.114,0.0,3312.394,,,-600.532,37.699,277.746,3027.307,4.62,3031.927,6260.041,
03/31/2008,6425.607,2662.749,1872.55,790.199,527.065,527.065,,0.0,0.0,0.0,0.0,0.0,1234.615,,,,,,4424.429,292.748,560.636,-267.888,428.668,,236.693,1279.762,601.36,255.996,345.364,,678.402,2001.178,,266.448,266.448,,,,80.0,,,,,,2018.785,,,2018.785,2365.233,149.974,,,,,747.841,,,,747.841,897.815,3263.048,0.0,3300.017,,,-894.644,464.585,287.981,3157.939,4.62,3162.559,6425.607,
06/30/2008,6860.175,2488.234,1769.211,719.023,575.493,575.493,,0.0,,,,,1335.91,,,,,,4399.637,297.178,575.324,-278.146,416.165,,224.19,1747.195,634.538,259.647,374.891,,1112.657,2460.538,,260.702,260.702,,,,0.0,,,,,,2539.877,,,2539.877,2800.579,170.637,,,,,1836.252,,,,1836.252,2006.889,4807.468,0.0,3304.094,,,-1250.0,-282.02,276.013,2048.087,4.62,2052.707,6860.175,
09/30/2008,7272.975,2905.102,2071.457,833.645,610.76,610.76,,0.0,0.0,0.0,0.0,0.0,1554.781,,,,,,5070.643,299.791,580.23,-280.439,256.465,,219.015,1646.076,610.261,239.297,370.964,,1035.815,2202.332,,224.255,224.255,,,,149.38,,,,,,3426.748,,,3426.748,3800.383,19.586,,,,,1683.255,,,,1683.255,1702.841,5503.224,0.0,3309.427,,,-1250.0,-475.559,181.263,1765.131,4.62,1769.751,7272.975,
12/31/2008,6475.849,2247.255,1505.16,742.095,639.482,639.482,,,,,,,1424.77,,,,,,4311.507,306.798,585.067,-278.269,229.21,,37.45,1628.334,692.275,297.993,394.282,,936.059,2164.342,,262.342,262.342,,,,149.38,141.38,8.0,8.0,,,2578.729,,,2578.729,2990.451,19.387,-24.613,44.0,44.0,,1534.036,,,,1534.036,1553.423,4543.874,,3304.618,,,-1250.0,-236.1,108.837,1927.355,4.62,1931.975,6475.849,
03/31/2009,6415.312,2275.861,1678.192,597.669,533.654,533.654,0.0,0.0,0.0,0.0,0.0,0.0,1297.385,206.572,,553.338,,833.236,4106.9,454.227,743.861,-289.634,228.149,36.909,191.24,1626.036,656.789,281.277,375.512,316.381,99.528,2308.412,,1160.85,262.622,,,898.228,0.0,0.0,,,,,1590.454,,,1590.454,2751.304,18.407,18.407,,,,1416.272,,,69.436,1346.836,1434.679,4185.983,0.0,3320.366,0.014,3320.352,-1250.0,111.477,39.519,2221.362,7.967,2229.329,6415.312,
06/30/2009,6983.933,2653.597,2048.194,605.403,545.255,545.255,0.0,0.0,0.0,0.0,0.0,0.0,1491.35,284.647,,502.161,,943.939,4690.202,456.75,764.685,-307.935,223.91,36.91,187.0,1613.071,697.709,300.364,397.345,306.757,106.444,2293.731,,1214.762,259.484,,,955.278,0.0,0.0,,,,,1766.85,,,1766.85,2981.612,20.564,20.564,,,,1307.716,,,73.668,1234.048,1328.28,4309.892,0.0,3346.571,0.014,3346.557,-1250.0,440.901,128.797,2666.269,7.772,2674.041,6983.933,
09/30/2009,6939.348,2946.069,2316.391,629.678,503.472,503.472,0.0,0.0,0.0,0.0,0.0,0.0,1303.126,268.213,,358.781,,756.946,4752.667,450.915,762.412,-311.497,232.75,36.4,196.35,1503.016,724.963,314.43,410.533,322.014,97.258,2186.681,,1325.779,277.715,,,1048.064,0.0,0.0,,,,,1465.553,,,1465.553,2791.332,21.69,21.69,,,,901.09,,,76.186,824.904,922.78,3714.112,0.0,3384.294,0.014,3384.28,-1250.0,873.424,209.805,3217.523,7.713,3225.236,6939.348,
12/31/2009,7470.0,2879.0,2055.0,824.0,535.0,535.0,0.0,0.0,0.0,0.0,0.0,0.0,1589.0,313.0,0.0,264.0,,1031.0,5003.0,449.0,753.0,-304.0,518.0,338.0,180.0,1500.0,724.0,309.0,415.0,328.0,184.0,2467.0,,1515.0,290.0,0.0,0.0,1225.0,0.0,0.0,,,,,1652.0,0.0,0.0,1650.0,3167.0,22.0,22.0,,,,769.0,0.0,78.0,80.0,611.0,791.0,3958.0,0.0,3412.0,,,-1250.0,1148.0,194.0,3504.0,8.0,3512.0,7470.0,
03/31/2010,7286.0,3101.0,2119.0,982.0,505.0,505.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,278.0,,182.0,,944.0,5106.0,433.0,869.0,-436.0,359.0,172.0,187.0,1388.0,701.0,293.0,408.0,346.0,159.0,2180.0,,1186.0,251.0,,,935.0,0.0,0.0,,,,,1636.0,,,1629.0,2822.0,21.0,21.0,,,,611.0,,,74.0,537.0,632.0,3454.0,0.0,3403.0,,,-1250.0,1583.0,88.0,3824.0,8.0,3832.0,7286.0,
06/30/2010,7432.0,3453.0,2323.0,1130.0,517.0,517.0,0.0,0.0,0.0,0.0,0.0,0.0,1573.0,332.0,,131.0,,967.0,5543.0,435.0,752.0,-317.0,170.0,134.0,36.0,1284.0,657.0,267.0,390.0,348.0,148.0,1889.0,,1171.0,244.0,,,927.0,0.0,0.0,,,,,1647.0,,,1641.0,2818.0,19.0,19.0,,,,470.0,,,74.0,396.0,489.0,3307.0,0.0,3417.0,,,-1250.0,2022.0,-72.0,4117.0,8.0,4125.0,7432.0,
09/30/2010,8166.0,3616.0,2479.0,1137.0,580.0,580.0,0.0,0.0,0.0,0.0,0.0,0.0,2037.0,305.0,,102.0,,1478.0,6233.0,433.0,775.0,-342.0,154.0,118.0,36.0,1346.0,709.0,297.0,412.0,375.0,160.0,1933.0,,1365.0,243.0,,,1122.0,0.0,0.0,,,,,1467.0,,,1463.0,2832.0,1.0,1.0,,,,482.0,,,90.0,392.0,483.0,3315.0,0.0,3431.0,,,-1250.0,2520.0,141.0,4842.0,9.0,4851.0,8166.0,
12/31/2010,8837.0,4198.0,3067.0,1131.0,649.0,649.0,0.0,0.0,0.0,0.0,0.0,0.0,1607.0,400.0,0.0,5.0,,990.0,6454.0,439.0,771.0,-332.0,142.0,36.0,106.0,1802.0,1207.0,677.0,530.0,0.0,590.0,2383.0,,1587.0,272.0,0.0,0.0,1315.0,0.0,0.0,,,,,1556.0,0.0,0.0,1554.0,3143.0,0.0,0.0,,,,478.0,0.0,60.0,74.0,344.0,478.0,3621.0,0.0,3445.0,,,-1250.0,2915.0,95.0,5205.0,11.0,5216.0,8837.0,
03/31/2011,8502.0,3939.0,2954.0,985.0,639.0,639.0,0.0,0.0,0.0,0.0,0.0,0.0,1495.0,265.0,,13.0,,1053.0,6073.0,436.0,791.0,-355.0,129.0,93.0,36.0,1864.0,1249.0,710.0,539.0,365.0,237.0,2429.0,,1479.0,283.0,,,1196.0,0.0,0.0,,,,,1312.0,,,1304.0,2791.0,0.0,0.0,,,,509.0,,,95.0,414.0,509.0,3300.0,0.0,3435.0,,,-1902.0,3457.0,201.0,5191.0,11.0,5202.0,8502.0,
06/30/2011,9025.0,3604.0,2764.0,840.0,710.0,710.0,0.0,0.0,0.0,0.0,0.0,0.0,1697.0,401.0,,23.0,,1159.0,6011.0,454.0,811.0,-357.0,117.0,36.0,81.0,2443.0,1768.0,1068.0,700.0,373.0,279.0,3014.0,,1616.0,336.0,,,1280.0,0.0,0.0,,,,,1348.0,,,1342.0,2964.0,0.0,0.0,,,,580.0,,,130.0,450.0,580.0,3544.0,0.0,3465.0,,,-2289.0,4047.0,247.0,5470.0,11.0,5481.0,9025.0,
09/30/2011,9674.0,4392.0,3753.0,639.0,753.0,753.0,0.0,0.0,0.0,0.0,0.0,0.0,1608.0,280.0,,23.0,,1223.0,6753.0,450.0,818.0,-368.0,114.0,36.0,78.0,2357.0,1709.0,1032.0,677.0,366.0,259.0,2921.0,,1740.0,289.0,,,1451.0,0.0,0.0,,,,,1365.0,,,1364.0,3105.0,0.0,0.0,,,,587.0,,,125.0,462.0,587.0,3692.0,0.0,3489.0,,,-2366.0,4745.0,104.0,5972.0,10.0,5982.0,9674.0,
12/31/2011,10693.0,4949.0,3734.0,1215.0,804.0,804.0,0.0,0.0,0.0,0.0,0.0,0.0,1988.0,404.0,0.0,88.0,15.0,1222.0,7741.0,449.0,819.0,-370.0,0.0,,,2503.0,1679.0,1014.0,665.0,0.0,736.0,2952.0,,2740.0,360.0,82.0,0.0,2298.0,0.0,0.0,,,,,1477.0,0.0,0.0,1475.0,4217.0,0.0,0.0,,,,599.0,0.0,80.0,113.0,406.0,599.0,4816.0,0.0,3519.0,,,-2394.0,4745.0,-2.0,5868.0,9.0,5877.0,10693.0,
03/31/2012,11131.0,5141.0,3684.0,1457.0,807.0,807.0,0.0,0.0,0.0,0.0,0.0,0.0,2165.0,510.0,,93.0,15.0,1288.0,8113.0,450.0,835.0,-385.0,0.0,,,2568.0,1724.0,1042.0,682.0,0.0,751.0,3018.0,,2619.0,274.0,255.0,,2090.0,0.0,0.0,,,,,1473.0,,,1462.0,4092.0,0.0,0.0,,,,660.0,,,112.0,548.0,660.0,4752.0,0.0,3546.0,,,-2642.0,5389.0,78.0,6371.0,8.0,6379.0,11131.0,
06/30/2012,11240.0,4956.0,3153.0,1803.0,827.0,827.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,592.0,,116.0,50.0,1483.0,8283.0,458.0,843.0,-385.0,0.0,,,2499.0,1665.0,1009.0,656.0,0.0,718.0,2957.0,,2595.0,330.0,135.0,,2130.0,0.0,0.0,,,,,1712.0,,,1710.0,4307.0,0.0,0.0,,,,657.0,,,105.0,552.0,657.0,4964.0,0.0,3571.0,,,-3311.0,6052.0,-47.0,6265.0,11.0,6276.0,11240.0,
09/30/2012,12120.0,5639.0,3045.0,2594.0,912.0,912.0,0.0,0.0,0.0,0.0,0.0,0.0,2521.0,575.0,,101.0,43.0,1547.0,9072.0,465.0,866.0,-401.0,0.0,,,2583.0,1763.0,1087.0,676.0,0.0,719.0,3048.0,,2729.0,319.0,163.0,,2247.0,0.0,0.0,,,,,1819.0,,,1808.0,4548.0,0.0,0.0,,,,648.0,,,103.0,545.0,648.0,5196.0,0.0,3619.0,,,-3527.0,6786.0,34.0,6912.0,12.0,6924.0,12120.0,
12/31/2012,12462.0,5003.0,2052.0,2951.0,913.0,913.0,0.0,0.0,0.0,0.0,0.0,0.0,3441.0,681.0,0.0,60.0,163.0,2457.0,9357.0,472.0,858.0,-386.0,0.0,,,2633.0,1764.0,1092.0,672.0,0.0,809.0,3105.0,,2831.0,357.0,94.0,0.0,2380.0,0.0,0.0,,,,,2075.0,0.0,0.0,2060.0,4906.0,0.0,0.0,,,,627.0,0.0,99.0,104.0,424.0,627.0,5533.0,0.0,3641.0,,,-4139.0,7354.0,61.0,6917.0,12.0,6929.0,12462.0,
03/31/2013,11809.0,5020.0,1984.0,3036.0,926.0,926.0,0.0,0.0,0.0,0.0,0.0,0.0,2837.0,488.0,,59.0,74.0,2132.0,8783.0,468.0,873.0,-405.0,0.0,,,2558.0,1679.0,1042.0,637.0,0.0,820.0,3026.0,,2689.0,262.0,250.0,,2177.0,0.0,0.0,,,,,1725.0,,,1694.0,4414.0,0.0,0.0,,,,639.0,,,99.0,540.0,639.0,5053.0,0.0,3648.0,,,-4902.0,8047.0,-50.0,6743.0,13.0,6756.0,11809.0,
06/30/2013,12021.0,5090.0,2348.0,2742.0,927.0,927.0,0.0,0.0,0.0,0.0,0.0,0.0,2945.0,565.0,,85.0,74.0,2158.0,8962.0,471.0,890.0,-419.0,0.0,,,2588.0,1687.0,1050.0,637.0,0.0,816.0,3059.0,,2599.0,259.0,146.0,,2194.0,0.0,0.0,,,,,1728.0,,,1712.0,4327.0,0.0,0.0,,,,665.0,,,98.0,567.0,665.0,4992.0,0.0,3692.0,,,-5482.0,8823.0,-15.0,7018.0,11.0,7029.0,12021.0,
09/30/2013,13730.0,6007.0,3413.0,2594.0,952.0,952.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,502.0,,89.0,75.0,2863.0,10559.0,474.0,919.0,-445.0,0.0,,,2697.0,1756.0,1101.0,655.0,0.0,852.0,3171.0,,3011.0,280.0,164.0,,2567.0,0.0,0.0,,,,,2409.0,,,2402.0,5420.0,0.0,0.0,,,,642.0,,,93.0,549.0,642.0,6062.0,0.0,3733.0,,,-5826.0,9630.0,120.0,7657.0,11.0,7668.0,13730.0,
12/31/2013,14242.0,6295.0,3599.0,2696.0,953.0,953.0,0.0,0.0,0.0,0.0,0.0,0.0,3702.0,471.0,0.0,70.0,78.0,2907.0,10950.0,526.0,920.0,-394.0,0.0,,,2766.0,1794.0,1122.0,672.0,0.0,902.0,3292.0,,3325.0,338.0,95.0,0.0,2892.0,0.0,0.0,,,,,2707.0,0.0,0.0,2694.0,6032.0,0.0,,,,,715.0,0.0,86.0,117.0,512.0,715.0,6747.0,0.0,3762.0,,,-6577.0,10121.0,178.0,7484.0,11.0,7495.0,14242.0,
03/31/2014,14802.0,6562.0,4019.0,2543.0,984.0,984.0,0.0,0.0,0.0,0.0,0.0,0.0,3796.0,552.0,,65.0,81.0,2848.0,11342.0,528.0,926.0,-398.0,0.0,,,2932.0,2009.0,1286.0,723.0,0.0,858.0,3460.0,,3284.0,297.0,383.0,,2604.0,0.0,0.0,,,,,2710.0,,,2686.0,5994.0,1494.0,1494.0,,,,736.0,,,117.0,619.0,2230.0,8224.0,0.0,3769.0,,,-8243.0,10861.0,180.0,6567.0,11.0,6578.0,14802.0,
06/30/2014,14375.0,5714.0,2878.0,2836.0,1125.0,1125.0,0.0,0.0,0.0,0.0,0.0,0.0,3738.0,641.0,,86.0,81.0,2720.0,10577.0,539.0,961.0,-422.0,0.0,,,3259.0,2286.0,1527.0,759.0,0.0,887.0,3798.0,,3122.0,420.0,146.0,,2556.0,0.0,0.0,,,,,2668.0,,,2650.0,5790.0,1494.0,1494.0,,,,777.0,,,125.0,652.0,2271.0,8061.0,0.0,3811.0,,,-9399.0,11666.0,188.0,6266.0,48.0,6314.0,14375.0,
09/30/2014,14659.0,6319.0,4462.0,1857.0,1051.0,1051.0,0.0,0.0,0.0,0.0,0.0,0.0,3586.0,602.0,,102.0,92.0,2589.0,10956.0,553.0,986.0,-433.0,0.0,,,3150.0,2161.0,1456.0,705.0,0.0,887.0,3703.0,,3206.0,319.0,150.0,,2737.0,0.0,0.0,,,,,2643.0,,,2617.0,5849.0,1494.0,1494.0,,,,768.0,,,119.0,649.0,2262.0,8111.0,0.0,3843.0,,,-9803.0,12553.0,-92.0,6501.0,47.0,6548.0,14659.0,
12/31/2014,15329.0,6375.0,5137.0,1238.0,1074.0,1074.0,0.0,0.0,0.0,0.0,0.0,0.0,3548.0,671.0,0.0,96.0,89.0,2453.0,10997.0,615.0,1052.0,-437.0,0.0,,,3717.0,2236.0,1522.0,714.0,237.0,1148.0,4332.0,,3629.0,419.0,105.0,0.0,3105.0,0.0,0.0,,,,,2593.0,0.0,0.0,2589.0,6222.0,1494.0,1494.0,,,,789.0,0.0,108.0,115.0,566.0,2283.0,8505.0,0.0,3876.0,0.1389,3875.8611,-9995.0,13169.0,-260.0,6790.0,34.0,6824.0,15329.0,
03/31/2015,14633.0,5796.0,4207.0,1589.0,1014.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,3538.0,644.0,,76.0,,2563.0,10348.0,602.0,1053.0,-451.0,0.0,,,3683.0,2117.0,1469.0,648.0,0.0,1490.0,4285.0,,3306.0,406.0,137.0,,2763.0,0.0,0.0,,,,,2631.0,,,2624.0,5937.0,1495.0,1495.0,,,,867.0,,,102.0,765.0,2362.0,8299.0,0.0,3883.0,,,-10949.0,14006.0,-639.0,6301.0,33.0,6334.0,14633.0,
06/30/2015,15272.0,5077.0,3361.0,1716.0,1095.0,1095.0,0.0,0.0,0.0,0.0,0.0,0.0,4045.0,903.0,,32.0,,2815.0,10217.0,632.0,1106.0,-474.0,0.0,,,4423.0,2802.0,1940.0,862.0,,1589.0,5055.0,,3588.0,481.0,125.0,,2982.0,0.0,0.0,,,,,2888.0,,,2880.0,6476.0,1495.0,1495.0,,,,865.0,,,101.0,764.0,2360.0,8836.0,0.0,3936.0,,,-11785.0,14746.0,-493.0,6404.0,32.0,6436.0,15272.0,
09/30/2015,14634.0,5109.0,3877.0,1232.0,1040.0,1040.0,0.0,0.0,0.0,0.0,0.0,0.0,3476.0,,,22.0,,3167.0,9625.0,641.0,1125.0,-484.0,0.0,,,4368.0,2727.0,1907.0,820.0,,1619.0,5009.0,,3604.0,381.0,158.0,,3065.0,0.0,,,,,,2339.0,,,2335.0,5943.0,1495.0,1495.0,,,,898.0,,,95.0,803.0,2393.0,8336.0,0.0,3973.0,0.139141,3972.860859,-12713.0,15543.0,-536.0,6267.0,31.0,6298.0,14634.0,
12/31/2015,16250.0,6738.0,5747.0,991.0,1056.0,1056.0,0.0,0.0,0.0,0.0,0.0,0.0,3190.0,352.0,0.0,317.0,160.0,2655.0,10984.0,675.0,1166.0,-491.0,0.0,,,4591.0,2694.0,1891.0,803.0,72.0,1508.0,5266.0,,3944.0,472.0,143.0,0.0,3329.0,0.0,0.0,,,,,2325.0,0.0,0.0,2316.0,6269.0,3268.0,3268.0,,,,651.0,0.0,59.0,79.0,513.0,3919.0,10188.0,0.0,4004.0,0.1391,4003.8609,-13522.0,16222.0,-676.0,6028.0,34.0,6062.0,16250.0,
03/31/2016,15905.0,6208.0,4894.0,1314.0,1168.0,1168.0,0.0,0.0,0.0,0.0,0.0,0.0,3230.0,43.0,,353.0,150.0,3019.0,10606.0,669.0,1195.0,-526.0,0.0,,,4630.0,2674.0,1886.0,788.0,360.0,1243.0,5299.0,,3995.0,409.0,354.0,,3232.0,0.0,0.0,,,,,2445.0,,,2391.0,6440.0,3333.0,3333.0,,,,621.0,,,76.0,545.0,3954.0,10394.0,0.0,4009.0,,,-14882.0,16972.0,-620.0,5479.0,32.0,5511.0,15905.0,
06/30/2016,16282.0,6447.0,5176.0,1271.0,1187.0,1187.0,0.0,0.0,0.0,0.0,0.0,0.0,3364.0,219.0,,337.0,,3129.0,10998.0,680.0,1241.0,-561.0,0.0,,,4604.0,2596.0,1834.0,762.0,351.0,1320.0,5284.0,,4015.0,452.0,126.0,,3437.0,0.0,0.0,,,,,2447.0,,,2400.0,6462.0,3306.0,3306.0,,,,645.0,,,83.0,562.0,3951.0,10413.0,0.0,4072.0,,,-15284.0,17746.0,-697.0,5837.0,32.0,5869.0,16282.0,
09/30/2016,17323.0,6979.0,5205.0,1774.0,1285.0,1285.0,0.0,0.0,0.0,0.0,0.0,0.0,3512.0,146.0,,327.0,,3353.0,11776.0,698.0,1283.0,-585.0,0.0,,,4849.0,2561.0,1814.0,747.0,351.0,1610.0,5547.0,,4367.0,437.0,162.0,,3768.0,0.0,0.0,,,,,2754.0,,,2710.0,7121.0,3326.0,3326.0,,,,627.0,,,82.0,545.0,3953.0,11074.0,0.0,4135.0,0.1393,4134.8607,-15921.0,18722.0,-717.0,6219.0,30.0,6249.0,17323.0,
12/31/2016,18675.0,8335.0,6721.0,1614.0,1387.0,1387.0,0.0,0.0,0.0,0.0,0.0,0.0,3506.0,325.0,0.0,307.0,175.0,2977.0,13228.0,733.0,1336.0,-603.0,0.0,,,4714.0,2478.0,1756.0,722.0,118.0,1811.0,5447.0,,4649.0,609.0,161.0,0.0,3879.0,0.0,0.0,,,,,2557.0,0.0,0.0,2544.0,7206.0,5180.0,5173.0,7.0,7.0,,605.0,0.0,59.0,81.0,465.0,5785.0,12991.0,0.0,4183.0,0.1393,4182.8607,-17021.0,19418.0,-924.0,5656.0,28.0,5684.0,18675.0,
