Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,957.44397,579.263,579.263,0.0,2.772,,,0.813,,,,,1.281,,,,,,584.129028,349.195007,,,0.0,24.120001,,,,,24.120001,373.315008,,5.351,5.351,,,,0.289,,,,,,34.218002,,,,34.218002,39.858002,473.218994,,,,,6.406,,,6.406,479.624994,519.482996,0.0,490.360992,,,-29.49,,-22.910002,437.960991,0.0,437.960991,957.443987,
12/31/1992,1063.485962,579.963013,579.963013,0.0,0.647,,,0.154,,,,,1.219,,,,,,581.982971,449.709991,471.506012,-21.796,0.0,31.792999,,,,,31.792999,481.502991,,4.322,4.322,,,,0.289,,,,,,52.285,,,,52.285,56.896,473.161987,,,,,6.646,,,6.646,479.807987,536.703987,0.0,590.312012,,,-29.49,,-34.039999,526.782013,0.0,526.782013,1063.486,
03/31/1993,1056.083984,487.931,487.931,0.0,0.672,,,0.15,,,,,1.489,,,,,,490.242004,530.812012,,,0.0,35.029999,,,,,35.029999,565.84201,,1.178,1.178,,,,0.396,,,,,,49.060998,,,,49.060998,50.634998,474.864014,,,,,6.545,,,6.545,481.409014,532.044012,0.0,590.312012,,,-29.49,,-36.782003,524.040009,0.0,524.040009,1056.084021,
06/30/1993,1059.776001,367.229004,367.229004,0.0,1.51,,,0.224,,,,,0.841,,,,,,369.803986,652.299988,,,0.0,37.672001,,,,,37.672001,689.971989,,0.846,0.846,,,,0.396,,,,,,54.057999,,,,54.057999,55.299999,475.177002,,,,,6.537,,,6.537,481.714002,537.014001,0.0,591.088989,,,-38.837002,,-29.490002,522.761986,0.0,522.761986,1059.775987,
09/30/1993,1159.223022,330.398987,330.398987,0.0,0.497,,,1.209,,,,,0.698,,,,,,332.803009,785.59198,,,0.0,40.827999,,,,,40.827999,826.419979,,1.254,1.254,,,,0.297,,,,,,86.853999,,,,86.853999,88.404999,475.23999,,,,,6.531,,,6.531,481.77099,570.175989,0.0,661.895996,,,-43.359001,,-29.489998,589.046997,0.0,589.046997,1159.222986,
12/31/1993,1160.123047,211.304993,211.304993,0.0,30.516001,,,12.662,,,,,11.755,,,,,,266.238007,867.283997,953.796021,-86.512001,0.0,26.601,,,,,26.601,893.884996,,14.181,14.181,,,,3.403,,,,,,148.011993,,,,148.011993,165.595993,495.471008,,,,,17.301001,,,17.301001,512.772009,678.368002,0.0,662.870972,,,-29.49,,-151.625998,481.754974,0.0,481.754974,1160.122976,
03/31/1994,1090.765015,130.716003,130.716003,0.0,50.277,,,15.488,,,,,12.851,,,,,,209.332001,849.919006,,,0.0,31.514,,,,,31.514,881.433006,,18.858999,18.858999,,,,2.779,,,,,,71.837999,,,,71.837999,93.475998,499.725006,,,,,16.337999,,,16.337999,516.063005,609.539003,0.0,663.215027,,,-53.911999,,-128.077,481.226028,0.0,481.226028,1090.765032,
06/30/1994,1090.765015,130.716003,130.716003,0.0,50.277,,,15.488,,,,,12.851,,,,,,209.332001,849.919006,,,0.0,31.514,,,,,31.514,881.433006,,18.858999,18.858999,,,,2.779,,,,,,71.837999,,,,71.837999,93.475998,499.725006,,,,,16.337999,,,16.337999,516.063005,609.539003,0.0,663.215027,,,-53.911999,,-128.077,481.226028,0.0,481.226028,1090.765032,
09/30/1994,1134.988037,157.367004,157.367004,0.0,62.984001,,,16.577,,,,,11.952,,,,,,248.880005,842.452026,,,0.0,43.655998,,,,,43.655998,886.108025,,15.669,15.669,,,,2.838,,,,,,90.164997,,,,90.164997,108.671997,499.019012,,,,,14.925,,,14.925,513.944013,622.61601,0.0,663.692993,,,-55.028999,,-96.292,512.371994,0.0,512.371994,1134.988004,
12/31/1994,1140.753052,75.859001,75.859001,0.0,96.999001,,,17.236,,,,,13.431,,,,,,203.524994,880.02301,925.565979,-45.542999,0.0,57.205002,,,,,57.205002,937.228012,,25.202,25.202,,,,2.145,,,,,,84.026001,,,,84.026001,111.373001,485.553986,,,,,14.447,,,14.447,500.000985,611.373986,0.0,663.692993,,,-57.264,,-77.049995,529.378998,0.0,529.378998,1140.752984,
03/31/1995,1139.780029,34.395,29.355,5.04,76.567001,,,16.584999,,,,,16.757,,,,,,144.304001,891.484985,,,0.0,103.990997,,,,,103.990997,995.475983,,17.094,17.094,,,,10.162,,,,,,76.353002,,,,76.353002,103.609001,485.02301,,,,,15.484,,,15.484,500.50701,604.116012,0.0,664.453003,,,-71.525002,,-57.264,535.664001,0.0,535.664001,1139.780013,
06/30/1995,1125.959961,45.32,45.32,0.0,61.432999,,,16.114,,,,,13.473,,,,,,136.339996,869.663025,,,0.0,119.957001,,,,,119.957001,989.620026,,10.47,10.47,,,,17.162001,,,,,,68.367,,,,68.367,95.999001,484.494995,,,,,14.827,,,14.827,499.321995,595.320995,0.0,608.801025,,,0.0,,-78.162003,530.639023,0.0,530.639023,1125.960018,
09/30/1995,1251.629028,96.030998,96.030998,0.0,58.726002,,,15.831,,,,,14.902,,,,,,185.490005,903.478027,,,0.0,162.660995,,,,,162.660995,1066.139023,,17.656,17.656,,,,2.17,,,,,,101.448002,,,,101.448002,121.274002,559.427002,,,,,19.280001,,,19.280001,578.707003,699.981005,0.0,623.940002,,,0.0,,-72.292,551.648003,0.0,551.648003,1251.629007,
12/31/1995,1282.222046,110.016998,110.016998,0.0,79.087997,,,10.982,,,,,12.657,,,,,,212.744003,903.906006,996.968018,-93.061996,0.0,165.572006,,,,,165.572006,1069.478012,,20.746,20.746,,,,2.17,,,,,,96.514,,,,96.514,119.43,561.541992,,,,,16.702,,,16.702,578.243992,697.673992,0.0,613.97699,,,0.0,,-29.429001,584.547989,0.0,584.547989,1282.221981,
03/31/1996,1334.870972,183.580002,183.580002,0.0,52.966,,,10.662,,,,,16.311001,,,,,,263.519012,903.640991,,,0.0,167.710999,,,,,167.710999,1071.35199,,16.841,16.841,,,,2.772,,,,,,117.202995,,,,117.202995,136.815994,564.744019,,,,,9.783,,,9.783,574.527019,711.343013,0.0,627.481018,,,0.0,,-3.953,623.528018,0.0,623.528018,1334.871031,
06/30/1996,1347.409058,210.194,210.194,0.0,45.347,,,10.12,,,,,14.682,,,,,,280.342987,899.257996,,,0.0,167.807999,,,,,167.807999,1067.065994,,7.837,7.837,,,,4.694,,,,,,106.912001,,,,106.912001,119.443001,564.72699,,,,,13.243,,,13.243,577.96999,697.412991,0.0,633.799988,,,0.0,,16.195999,649.995987,0.0,649.995987,1347.408978,
09/30/1996,1243.719971,63.016998,63.016998,0.0,46.558998,,,10.713,,,,,76.278999,,,,,,196.567993,876.02002,,,0.0,171.132004,,,,,171.132004,1047.152023,,11.343,11.343,,,,2.734,,,,,,103.779002,,,,103.779002,117.856003,131.595001,,,,,46.063999,,,46.063999,177.659,295.515003,0.0,962.747009,,,0.0,,-14.542,948.205009,0.0,948.205009,1243.720013,
12/31/1996,1287.688965,61.411999,61.411999,0.0,80.528999,,,13.52,,,,,71.247002,,,,,,226.707993,884.75,1026.758057,-142.007996,0.0,176.231003,,,,,176.231003,1060.981003,,32.994999,32.994999,,,,15.675,,,,,,142.100997,,,,142.100997,190.770996,78.347,,,,,45.188999,,,45.188999,123.535999,314.306995,0.0,964.267029,,,0.0,,9.115,973.382029,0.0,973.382029,1287.689024,
03/31/1997,1242.949951,45.373001,45.373001,0.0,47.0,,,13.589,,,,,40.089001,,,,,,146.050995,895.414001,,,0.0,201.485001,,,,,201.485001,1096.899002,,20.306,20.306,,,,15.05,,,,,,85.111003,,,,85.111003,120.467003,88.563004,,,,,27.372,,,27.372,115.935003,236.402006,0.0,966.150024,,,0.0,,40.397999,1006.548023,0.0,1006.548023,1242.950029,
06/30/1997,1292.699951,47.412998,47.412998,0.0,61.035999,,,16.259001,,,,,49.222,,,,,,173.929993,928.838989,1097.064941,-168.225998,0.0,189.931,,,,,189.931,1118.769989,,28.528,28.528,,,,14.5,,,,,,103.779007,,,,103.779007,146.807007,67.099998,,,,,35.075001,,,35.075001,102.174999,248.982006,0.0,966.619019,,,0.0,,77.098999,1043.718018,0.0,1043.718018,1292.700024,
09/30/1997,1298.047974,58.993,58.993,0.0,44.838001,,,15.91,,,,,50.731998,,,,,,170.473007,938.809021,1114.781006,-175.972,0.0,188.766006,,,,,188.766006,1127.575027,,18.181,18.181,,,,16.948999,,,,,,91.933004,,,,91.933004,127.063004,61.512001,,,,,48.591999,,,48.591999,110.104,237.167004,0.0,966.762024,,,0.0,,94.119003,1060.881027,0.0,1060.881027,1298.048031,
12/31/1997,1398.374023,34.605999,34.605999,0.0,78.976997,,,16.462,,,16.462,,40.745998,,,,,,170.791,1032.708008,1222.31897,-189.610992,0.0,194.875,38.598,,,,156.277,1227.583008,,53.860001,53.860001,,,,16.677,,,,,,110.953005,,,,110.953005,181.490005,51.688,,,,,63.574001,,,63.574001,115.262001,296.752007,0.0,967.067017,,,0.0,,134.554993,1101.622009,0.0,1101.622009,1398.374016,
03/31/1998,1872.259033,437.333008,437.333008,0.0,47.747002,,,13.882,,,13.882,,40.631001,,,,,,539.593018,1122.016968,1326.004028,-203.987,0.0,210.649002,38.341999,,,,172.307003,1332.66597,,47.109001,47.109001,,,,17.541,,,,,,76.045006,,,,76.045006,140.695007,548.495972,,,,,65.82,,,65.82,614.315971,755.010979,0.0,967.53302,,,0.0,,149.714996,1117.248016,0.0,1117.248016,1872.258995,
06/30/1998,1905.93396,368.204987,368.204987,0.0,59.098999,,,14.584,,,14.584,,39.033001,,,,,,480.92099,1209.96106,1430.115967,-220.154999,0.0,215.052002,38.085999,,,,176.966003,1425.013062,,39.443001,39.443001,,,,17.226,,,,,,102.140005,,,,102.140005,158.809006,541.882996,,,,,69.5,,,69.5,611.382996,770.192001,0.0,967.562988,,,0.0,,168.179001,1135.741989,0.0,1135.741989,1905.93399,
09/30/1998,1709.401978,90.772003,90.772003,0.0,56.667999,,,12.701,0.0,0.0,12.701,0.0,43.870998,,,,,,204.011993,1280.94104,1519.305054,-238.363998,0.0,224.449005,37.830002,,,,186.619003,1505.390045,,38.134998,38.134998,,,,15.243,,,,,,94.688408,,,,94.688408,148.066406,539.018982,,,,,76.665001,,,76.665001,615.683983,763.750389,0.0,968.719971,,,-210.459,,187.388,945.648972,0.0,945.648972,1709.399361,
12/31/1998,1768.958008,81.956001,81.956001,0.0,64.279999,,,11.081,0.0,0.0,11.081,0.0,45.926998,,,,,,203.244003,1327.722046,1583.656982,-255.934998,0.0,237.992004,37.574001,,,,200.418003,1565.71405,,41.334,41.334,,,,15.163,,,,,,128.032007,,,,128.032007,184.529007,537.664001,,,,,82.384003,,,82.384003,620.048004,804.577011,0.0,968.778992,,,-210.589005,,206.191005,964.380992,0.0,964.380992,1768.958003,
03/31/1999,2538.855,65.769,65.769,,66.158,66.158,,11.212,,,,,60.229,,,,,,203.368,2230.791,,,,104.696,37.318,37.318,0.0,10.967,56.411,2335.487,,31.375,31.375,,,,15.548,10.373999,5.174001,5.174001,,,169.892,,,,169.892,216.815,996.569,983.23,13.339,13.339,,103.165,,,103.165,1099.734,1316.549,,1218.73,,,-210.589,202.612,11.553,1222.306,,1222.306,2538.855,
06/30/1999,2674.494,107.52,107.52,,68.872,68.872,,11.607,,,,,63.967,,,,,,251.966,2321.165,,,,101.363,37.062,37.062,0.0,11.516,52.785,2422.528,,41.216,41.216,,,,16.584,10.874,5.71,5.71,,,196.867,,,,196.867,254.667,1048.845,1034.111,14.734,14.734,,111.106,,,111.106,1159.951,1414.618,,1234.377,,,-210.589,226.718,9.37,1259.876,,1259.876,2674.494,
09/30/1999,2711.159,107.753,107.753,,59.975,59.975,,12.585,,,,,81.743,,,,,,262.056,2348.105,,,,100.998,36.806,36.806,0.0,11.783,52.409,2449.103,,45.715,45.715,,,,16.472,10.721001,5.750999,5.750999,,,186.902,,,,186.902,249.089,1349.205,1334.979,14.226,14.226,,112.016,,,112.016,1461.221,1710.31,,1256.448,,,-504.761,239.323,9.839,1000.849,,1000.849,2711.159,
12/31/1999,2743.454102,121.522003,121.522003,0.0,83.100998,,,15.24,0.0,0.0,15.24,0.0,50.049999,,,,,,269.912994,2384.771973,2775.626953,-390.855011,0.0,88.768997,31.683001,,,,57.085997,2473.54097,,45.914001,45.914001,,,,12.997,,,,,,231.178995,,,,231.178995,290.089996,1317.208984,,,,,112.954002,,,112.954002,1430.162987,1720.252983,0.0,1263.009033,,,-505.824005,,266.016006,1023.201035,0.0,1023.201035,2743.454018,
03/31/2000,2733.064,98.08,98.08,,75.308,75.308,,12.143,,,,,35.279,,,,,,220.81,2411.94,,,,100.314,36.294,36.294,0.0,12.632,51.388,2512.254,,30.334,30.334,,,,12.416,7.284001,5.131999,5.131999,,,197.529,,,,197.529,240.279,1345.558,1334.0,11.558,11.558,,110.492,,,110.492,1456.05,1696.329,,1270.301,,,-558.403,311.529,13.308,1036.735,,1036.735,2733.064,
06/30/2000,10734.268,211.388,211.388,,175.679,175.679,,86.852,,,,,204.464,,,,,,678.383,9237.733,,,,818.152,64.523,64.523,0.0,408.286,345.343,10055.885,,60.079,60.079,,,,984.661,978.449,6.212,6.212,,,545.797,,,,545.797,1590.537,5294.038,5284.703,9.335,9.335,,1595.551,,,1595.551,6889.589,8480.126,,2031.012,,,-83.683,292.523,14.29,2254.142,,2254.142,10734.268,
09/30/2000,10700.64,211.272,211.272,,178.139,178.139,,85.156,,,,,222.304,,,,,,696.871,9195.936,,,,807.833,53.979,53.979,0.0,395.674,358.18,10003.769,,56.591,56.591,,,,12.67,6.725,5.945,5.945,,,596.373,,,,596.373,665.634,6035.054,6026.922,8.132,8.132,,1686.399,,,1686.399,7721.453,8387.087,,2040.968,,,-83.683,359.954,-3.686,2313.553,,2313.553,10700.64,
12/31/2000,10734.600586,227.968002,227.968002,0.0,236.649994,,,86.278999,0.0,0.0,86.278999,0.0,244.746994,,,,,,795.643982,9064.233398,9708.631836,-644.398987,0.0,874.723999,54.280998,54.280998,0.0,,820.443001,9938.957397,,65.317001,65.317001,,,,525.406982,,,,,,642.480972,,,,642.480972,1233.204956,5355.412109,,,,,1763.53894,,,1763.53894,7118.95105,8352.156006,0.0,2043.452026,,,-83.682999,,422.67601,2382.445038,0.0,2382.445038,10734.601044,
03/31/2001,10658.576,259.382,259.382,,208.786,208.786,,86.333,,,,,213.962,,,,,,768.463,9034.577,,,,855.536,50.65,50.65,0.0,,804.886,9890.113,,59.013,59.013,,,,413.044,,,,,,606.23,,,,606.23,1078.287,5337.47,,,,,1778.706,,,1778.706,7116.176,8194.463,,2044.436,,,-83.683,511.85,-8.49,2464.113,,2464.113,10658.576,
06/30/2001,10550.437,214.866,214.866,,188.693,188.693,,87.239,,,,,200.062,,,,,,690.86,8913.647,,,,945.93,104.401,104.401,0.0,,841.529,9859.577,,57.659,57.659,,,,229.264,,,,,,620.98,,,,620.98,907.903,5324.551,,,,,1771.753,,,1771.753,7096.304,8004.207,,2048.093,,,-83.683,588.436,-6.616,2546.23,,2546.23,10550.437,
09/30/2001,10430.487,133.44,133.44,,145.103,145.103,,87.756,,,,,249.955,,,,,,616.254,8892.797,,,,921.436,102.922,102.922,0.0,,818.514,9814.233,,66.038,66.038,,,,142.946,,,,,,624.901,,,,624.901,833.885,5331.899,,,,,1781.755,,,1781.755,7113.654,7947.539,,2049.415,,,-129.399,574.083,-11.151,2482.948,,2482.948,10430.487,
12/31/2001,10497.443359,208.970993,208.970993,0.0,144.373993,,,78.037003,0.0,0.0,78.037003,0.0,230.544998,,,,,,661.927002,8891.644531,9893.375,-1001.72998,0.0,943.870972,103.058998,103.058998,0.0,,840.811974,9835.515503,,75.787003,75.787003,,,,168.078995,,,,,,644.043976,,,,644.043976,887.909973,5295.312988,,,,,1803.52002,,,1803.52002,7098.833008,7986.742981,0.0,2051.478027,,,-129.399002,,588.620987,2510.700012,0.0,2510.700012,10497.442993,
03/31/2002,10466.984,212.273,212.273,,136.864,136.864,,83.144,,,,,205.724,,,,,,638.005,8843.206,,,,985.773,104.083,104.083,0.0,671.661,210.029,9828.979,,71.662,71.662,,,,10.926,,,,,,632.512,,,,632.512,715.1,5299.726,,,,,1823.11,,,1823.11,7122.836,7837.936,,2086.153,,,-129.399,679.727,-7.433,2629.048,,2629.048,10466.984,
06/30/2002,10424.206,213.2,213.2,,130.145,130.145,,80.63,,,,,195.346,,,,,,619.321,8821.828,,,,983.057,105.445,105.445,0.0,670.269,207.343,9804.885,,66.194,66.194,,,,6.98,,,,,,644.028,,,,644.028,717.202,5172.435,,,,,1815.369,,,1815.369,6987.804,7705.006,,2122.507,,,-145.797,781.602,-39.112,2719.2,,2719.2,10424.206,
09/30/2002,10434.637,139.199,139.199,,114.767,114.767,,84.183,,,,,182.512,,,,,,520.661,8786.931,,,,1127.045,104.522,104.522,0.0,709.206,313.317,9913.976,,62.915,62.915,,,,6.734,,,,,,668.124,,,,668.124,737.773,5069.243,,,,,1869.408,,,1869.408,6938.651,7676.424,,2126.427,,,-180.055,851.162,-39.321,2758.213,,2758.213,10434.637,
12/31/2002,10504.99,211.234,211.234,0.0,139.935,139.935,,68.001,,,,,170.659,,,,,,589.829,8762.445,10153.81,-1391.361,0.0,1152.711,256.108,256.108,0.0,,896.603,9915.156,,69.959,69.959,,,,6.956,5.952,1.004,1.004,,,673.153,,,,673.153,750.068,5213.778,5213.321,0.457,0.457,,1876.995,,,1876.995,7090.773,7840.841,0.0,2127.29,,,-317.432,890.206,-35.92,2664.144,0.0,2664.144,10504.985,
03/31/2003,10431.336,172.134,172.134,,134.586,134.586,,68.066,,,,,153.176,,,,,,527.962,8739.506,,,,1163.868,257.351,257.351,0.0,713.682,192.835,9903.374,,75.168,75.168,,,,7.356,,,,,,637.377,,,,637.377,719.901,5184.236,,,,,1874.135,,,1874.135,7058.371,7778.272,,2127.663,,,-384.172,941.209,-31.636,2653.064,,2653.064,10431.336,
06/30/2003,10411.171,130.724,130.724,,131.091,131.091,,61.995,,,,,341.391,,,,,,665.201,8579.833,,,,1166.137,256.704,256.704,0.0,,909.433,9745.97,,80.444,80.444,,,,8.025,,,,,,660.148,,,,660.148,748.617,5116.344,,,,,1857.172,,,1857.172,6973.516,7722.133,,2129.244,,,-408.196,994.959,-26.969,2689.038,,2689.038,10411.171,
09/30/2003,10551.65,153.806,153.806,,141.295,141.295,,64.407,,,,,382.397,,,,,,741.905,8592.19,,,,1217.555,264.699,264.699,0.0,,952.856,9809.745,,100.072,100.072,,,,8.151,,,,,,695.09,,,,695.09,803.313,5246.878,,,,,1872.862,,,1872.862,7119.74,7923.053,,2154.952,,,-546.827,1042.168,-21.696,2628.597,,2628.597,10551.65,
12/31/2003,10709.71,178.047,178.047,0.0,139.475,139.475,,65.189,0.0,0.0,65.189,0.0,374.91,,,,,,757.621,8681.339,10327.401,-1646.062,0.0,1270.75,416.902,267.668,149.234,756.012,97.836,9952.089,,85.439,85.439,,,,9.008,8.43,0.578,0.578,,,670.612,,,,670.612,765.059,5521.89,5519.904,1.986,1.986,,1888.973,,,1888.973,7410.863,8175.922,0.0,2173.308,,,-760.594,1133.903,-12.829,2533.788,0.0,2533.788,10709.71,
03/31/2004,10646.419,196.413,196.413,,161.883,161.883,,63.23,,,,,223.53,,,,,,645.056,8718.333,,,,1283.03,232.671,232.671,0.0,772.976,277.383,10001.363,,95.229,95.229,,,,9.687,,,,,,667.77,,,,667.77,772.686,5394.989,,,,,1867.8,,,1867.8,7262.789,8035.475,,2263.237,,,-882.378,1239.751,-9.666,2610.944,,2610.944,10646.419,
06/30/2004,10704.208,185.793,185.793,,166.166,166.166,,64.11,,,,,207.554,,,,,,623.623,8790.673,,,0.0,1289.912,232.353,232.353,0.0,791.812,265.747,10080.585,,127.65,127.65,,,,6.802,,,,,,653.718,,,,653.718,788.17,5526.728,,,,,1879.97,,,1879.97,7406.698,8194.868,0.0,2282.084,,,-1105.189,1344.468,-12.023,2509.34,0.0,2509.34,10704.208,
09/30/2004,10898.83,355.632,355.632,,172.408,172.408,,64.173,,,,,126.988,,,,,,719.201,8862.74,,,,1316.889,233.059,233.059,0.0,805.046,278.784,10179.629,,101.584,101.584,,,,0.014,,,,,,681.885,,,,681.885,783.483,5569.768,,,,,1914.194,,,1914.194,7483.962,8267.445,,2286.072,,,-1110.228,1471.349,-15.808,2631.385,,2631.385,10898.83,
12/31/2004,11115.029,435.128,435.128,0.0,204.151,204.151,,70.333,0.0,0.0,70.333,0.0,110.59,,,,,,820.202,8914.142,10852.158,-1938.016,0.0,1380.685,382.913,233.335,149.578,842.64,155.132,10294.827,,198.05,198.05,,,,0.014,-1.482,1.496,1.496,,,729.913,,,,729.913,927.977,5458.848,5455.587,3.261,3.261,,1956.5,,,1956.5,7415.348,8343.325,0.0,2348.065,,,-1110.551,1546.235,-12.045,2771.704,0.0,2771.704,11115.029,
03/31/2005,11131.298,395.746,395.746,,218.36,218.36,,70.553,,,70.553,,124.969,,,,,,809.628,8909.721,,,,1411.949,232.902,232.902,0.0,856.241,322.806,10321.67,,123.342,123.342,,,,0.014,,,,,,684.93,,,,684.93,808.286,5334.65,,,,,1965.566,,,1965.566,7300.216,8108.502,0.0,2485.887,,,-1110.551,1657.314,-9.854,3022.796,0.0,3022.796,11131.298,
