Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2011,2965.596,57.262,38.199,19.063,252.462,252.462,0.0,0.0,0.0,0.0,0.0,0.0,61.923,19.853,,,15.352,26.718,371.647,276.77,,,0.0,2317.179,2285.976,1839.599,446.377,31.203,2593.949,,172.567,58.346,,,114.221,67.879,0.0,,,,67.879,27.889,,,13.718,268.335,1165.395,1165.395,,,,280.834,,,,,269.218,11.616,1446.229,1714.564,0.0,95.225,0.86,94.365,0.0,1128.713,-0.287,1223.651,27.381,1251.032,2965.596,
09/30/2011,3155.508,23.811,23.395,0.416,283.71,283.71,0.0,0.0,0.0,0.0,0.0,0.0,77.321,22.16,,,15.696,39.465,384.842,290.721,,,0.0,2479.945,2449.216,1924.989,524.227,30.729,2770.666,,211.26,70.285,,,140.975,95.149,0.0,,,,95.149,23.504,,,9.842,329.913,1304.628,1304.628,,,,309.242,,,,,301.115,8.127,1613.87,1943.783,0.0,27.573,0.852,26.721,0.0,1187.96,-32.87,1182.663,29.062,1211.725,3155.508,
12/31/2011,3177.09,22.927,22.511,0.416,290.854,290.854,0.0,0.0,0.0,0.0,0.0,0.0,76.815,22.466,0.0,,19.314,35.035,390.596,293.912,526.217,-232.305,0.0,2492.582,2460.321,1913.703,546.618,32.261,2786.494,,207.156,66.635,6.178,9.037,125.306,100.526,0.0,,,,100.526,19.232,0.0,0.0,6.377,326.914,1284.113,1281.636,2.477,2.477,,338.812,0.0,0.0,0.0,0.0,313.733,25.079,1622.925,1949.839,0.0,0.847,0.847,0.0,0.0,1243.303,-45.984,1198.166,29.085,1227.251,3177.09,
03/31/2012,3275.234,30.682,30.262,0.42,315.144,315.144,0.0,0.0,0.0,0.0,0.0,0.0,81.252,23.151,,,19.055,39.046,427.078,301.274,,,,2546.882,2506.707,1924.24,582.467,40.175,2848.156,,218.139,71.806,,,146.333,91.038,0.0,,,,91.038,24.64,,,10.699,333.817,1250.769,1250.769,,,,362.91,,,,,335.913,26.997,1613.679,1947.496,,23.648,0.85,22.798,0.0,1305.215,-29.538,1299.325,28.413,1327.738,3275.234,
06/30/2012,3341.654,54.631,54.213,0.418,294.89,294.89,0.0,0.0,0.0,0.0,0.0,0.0,86.607,23.347,,,23.005,40.255,436.128,309.443,,,,2596.083,2558.977,1962.849,596.128,37.106,2905.526,,195.085,77.24,,,117.845,82.074,0.0,,,,82.074,24.823,,,8.793,301.982,1282.462,1282.462,,,,368.034,,,,,341.511,26.523,1650.496,1952.478,,52.642,0.855,51.787,0.0,1372.808,-57.736,1367.714,21.462,1389.176,3341.654,
09/30/2012,3411.596,16.671,16.205,0.466,314.577,314.577,0.0,0.0,0.0,0.0,0.0,0.0,86.137,26.092,,,19.712,40.333,417.385,328.222,,,,2665.989,2629.116,2005.698,623.418,36.873,2994.211,,202.223,80.213,,,122.01,286.636,0.0,,,,286.636,32.464,,,17.216,521.323,1010.514,1010.514,,,,386.901,,,,,356.196,30.705,1397.415,1918.738,,84.905,0.859,84.046,0.0,1434.373,-41.602,1477.676,15.182,1492.858,3411.596,
12/31/2012,3546.738,31.827,31.324,0.503,322.246,322.246,0.0,0.0,0.0,0.0,0.0,0.0,87.213,27.042,0.0,,22.995,37.176,441.286,335.87,611.888,-276.018,0.0,2769.582,2732.574,2065.103,667.471,37.008,3105.452,,207.186,74.225,11.87,9.045,112.046,90.141,0.0,2.36,2.36,,87.781,33.733,0.0,0.0,15.638,331.06,1268.303,1265.429,2.874,2.874,,390.052,0.0,0.0,0.0,0.0,359.78,30.272,1658.355,1989.415,0.0,117.58,0.86,116.72,0.0,1463.277,-39.064,1541.793,15.53,1557.323,3546.738,
03/31/2013,3542.211,13.201,12.722,0.479,342.434,342.434,0.0,0.0,0.0,0.0,0.0,0.0,82.32,27.033,,,17.801,37.486,437.955,336.687,,,0.0,2767.569,2730.527,2065.845,664.682,37.042,3104.256,,213.405,75.894,,,137.511,79.589,0.0,,,,79.589,27.304,,,10.55,320.298,1193.111,1193.111,,,,403.334,,,,,365.228,38.106,1596.445,1916.743,0.0,140.538,0.862,139.676,0.0,1530.735,-62.069,1609.204,16.264,1625.468,3542.211,
06/30/2013,3618.425,18.461,18.001,0.46,361.894,361.894,0.0,0.0,0.0,0.0,0.0,0.0,87.41,27.691,,,19.998,39.721,467.765,345.743,,,0.0,2804.917,2767.681,2094.459,673.222,37.236,3150.66,,210.85,88.42,,,122.43,72.43,0.0,,,,72.43,30.68,,,12.497,313.96,1246.203,1246.203,,,,408.819,,,,,371.467,37.352,1655.022,1968.982,0.0,160.82,0.859,159.961,0.0,1549.769,-78.564,1632.025,17.418,1649.443,3618.425,
09/30/2013,3845.129,64.027,63.58,0.447,370.077,370.077,0.0,0.0,0.0,0.0,0.0,0.0,93.868,30.909,,,22.181,40.778,527.972,352.368,,,0.0,2964.789,2928.656,2207.845,720.811,36.133,3317.157,,218.024,82.552,,,135.472,107.577,0.0,,,,107.577,86.003,,,66.512,411.604,1295.592,1295.592,,,,415.2,,,,,384.11,31.09,1710.792,2122.396,0.0,178.563,0.857,177.706,0.0,1581.964,-54.998,1705.529,17.204,1722.733,3845.129,
12/31/2013,3887.973,67.58,67.167,0.413,388.996,388.996,0.0,0.0,0.0,0.0,0.0,0.0,83.689,28.379,0.0,,18.031,37.279,540.265,358.967,681.998,-323.031,0.0,2988.741,2951.617,2231.582,720.035,37.124,3347.708,,193.119,89.146,19.538,8.593,75.842,153.852,0.0,3.472,3.472,,150.38,69.213,0.0,0.0,50.387,416.184,1280.663,1276.792,3.871,3.871,,423.588,0.0,0.0,0.0,0.0,396.119,27.469,1704.251,2120.435,0.0,195.965,0.855,195.11,0.0,1610.964,-56.468,1750.461,17.077,1767.538,3887.973,
03/31/2014,3865.579,43.411,43.058,0.353,383.304,383.304,0.0,0.0,0.0,0.0,0.0,0.0,76.171,25.807,,,14.401,35.963,502.886,359.329,454.78,-95.451,0.0,3003.364,2965.575,2240.597,724.978,37.789,3362.693,,212.724,94.118,,,118.606,124.307,0.0,,,,124.307,66.15,,,44.152,403.181,1246.071,1246.071,,,,430.78,,,,,398.909,31.871,1676.851,2080.032,0.0,213.697,0.85,212.847,0.0,1611.78,-57.128,1768.349,17.198,1785.547,3865.579,
06/30/2014,4437.281,25.814,25.326,0.488,451.995,451.995,0.0,0.0,0.0,0.0,0.0,0.0,89.066,33.288,,,15.727,40.051,566.875,480.419,,,0.0,3389.987,3347.886,2421.348,926.538,42.101,3870.406,,246.867,125.392,,,121.475,151.289,0.0,,,,151.289,90.683,,,68.289,488.839,1563.913,1563.913,,,,532.186,,,,,462.18,70.006,2096.099,2584.938,0.0,237.901,0.848,237.053,0.0,1634.875,-45.554,1827.222,25.121,1852.343,4437.281,
09/30/2014,4445.634,42.464,41.985,0.479,456.461,456.461,0.0,0.0,0.0,0.0,0.0,0.0,93.752,37.929,,,18.185,37.638,592.677,498.577,,,0.0,3354.38,3326.138,2415.21,910.928,28.242,3852.957,,270.642,131.617,,,139.025,165.074,0.0,,,,165.074,79.589,,,57.183,515.305,1512.333,1512.333,,,,537.809,,,,,470.383,67.426,2050.142,2565.447,0.0,257.489,0.848,256.641,0.0,1694.549,-95.351,1856.687,23.5,1880.187,4445.634,
12/31/2014,4373.302,22.616,22.236,0.38,465.473,465.473,0.0,0.0,0.0,0.0,0.0,0.0,63.805,30.632,,,,33.173,551.894,460.408,824.532,-364.124,0.0,3361.0,3328.477,2418.832,909.645,32.523,3821.408,,242.709,114.596,17.847,9.096,101.17,135.599,0.0,3.63,3.63,,131.969,82.599,0.0,,60.975,460.907,1527.246,1521.691,5.555,5.555,,467.964,0.0,0.0,0.0,0.0,403.847,64.117,1995.21,2456.117,0.0,290.06,0.849,289.211,0.0,1743.371,-138.419,1895.012,22.173,1917.185,4373.302,
03/31/2015,4383.514,38.399,38.283,0.116,467.094,467.094,0.0,0.0,0.0,0.0,0.0,0.0,90.57,29.847,,,27.331,33.392,596.063,446.831,820.946,-374.115,0.0,3340.62,3308.644,2419.284,889.36,31.976,3787.451,,277.245,120.198,,,157.047,113.212,0.0,,,,113.212,91.943,,,71.63,482.4,1462.177,1462.177,,,,488.93,,,,,422.971,65.959,1951.107,2433.507,0.0,332.28,0.852,331.428,0.0,1805.059,-206.434,1930.905,19.102,1950.007,4383.514,
06/30/2015,4526.944,33.059,32.956,0.103,524.134,524.134,0.0,0.0,0.0,0.0,0.0,0.0,103.0,33.202,,,28.327,41.471,660.193,468.96,863.915,-394.955,0.0,3397.791,3362.268,2454.092,908.176,35.523,3866.751,,295.143,143.833,,,151.31,129.27,0.0,,,,129.27,85.322,,,66.762,509.735,1538.736,1538.736,,,,496.452,,,,,428.392,68.06,2035.188,2544.923,0.0,355.487,0.848,354.639,0.0,1788.123,-180.907,1962.703,19.318,1982.021,4526.944,
09/30/2015,5176.457,669.171,32.883,636.288,524.503,524.503,0.0,0.0,0.0,0.0,0.0,0.0,125.791,34.197,,,51.094,40.5,1319.465,464.898,867.011,-402.113,0.0,3392.094,3356.957,2447.454,909.503,35.137,3856.992,,342.719,150.213,,,192.506,106.405,0.0,,,,106.405,84.81,,,66.587,533.934,1409.687,1401.297,8.39,8.39,,498.394,,,,,430.203,68.191,1908.081,2442.015,770.0,356.524,0.849,355.675,0.0,1826.835,-237.246,2716.113,18.329,2734.442,5176.457,
12/31/2015,7065.163,55.703,55.634,0.069,614.494,614.494,0.0,0.0,0.0,0.0,0.0,0.0,91.631,46.74,,0.0,,44.891,761.828,665.602,1091.621,-426.019,0.0,5637.733,5600.738,3758.177,1842.561,36.995,6303.335,,342.349,149.202,27.363,13.829,151.955,165.591,0.0,4.182,4.182,,161.409,79.409,0.0,,62.42,587.349,3040.352,3029.51,10.842,10.842,,689.624,0.0,0.0,0.0,0.0,608.272,81.352,3729.976,4317.325,770.0,373.877,0.849,373.028,0.0,1868.645,-282.631,2729.891,17.947,2747.838,7065.163,
03/31/2016,7112.544,45.719,45.655,0.064,622.709,622.709,0.0,0.0,0.0,0.0,0.0,0.0,88.93,46.198,,,,42.732,757.358,677.525,1131.278,-453.753,0.0,5677.661,5630.86,3790.016,1840.844,46.801,6355.186,,352.712,133.779,,,218.933,114.066,0.0,,,,114.066,85.735,,,68.192,552.513,3038.083,3038.083,,,,703.459,,,,,617.011,86.448,3741.542,4294.055,770.0,403.818,0.848,402.97,0.0,1897.636,-265.018,2806.436,12.053,2818.489,7112.544,
06/30/2016,7146.368,44.384,44.32,0.064,627.135,627.135,0.0,0.0,0.0,0.0,0.0,0.0,98.843,58.566,,,,40.277,770.362,707.06,1186.967,-479.907,0.0,5668.946,5636.517,3558.283,2078.234,32.429,6376.006,,327.883,145.069,,,182.814,109.868,0.0,,,,109.868,79.353,,,62.221,517.104,3008.588,3008.588,,,,791.597,,,,,705.873,85.724,3800.185,4317.289,763.5,420.498,0.85,419.648,0.0,1931.807,-297.558,2818.247,10.832,2829.079,7146.368,
09/30/2016,7057.264,40.354,40.291,0.063,637.921,637.921,0.0,0.0,0.0,0.0,0.0,0.0,95.663,52.134,,,,43.529,773.938,727.774,1217.121,-489.347,0.0,5555.552,5524.008,3596.899,1927.109,31.544,6283.326,,358.162,146.4,,,211.762,91.008,0.0,,,,91.008,88.557,,,73.021,537.727,2921.77,2921.77,,,,738.978,,,,,654.495,84.483,3660.748,4198.475,737.0,431.614,0.851,430.763,0.0,1993.343,-314.5,2847.457,11.332,2858.789,7057.264,
12/31/2016,6980.061,44.251,44.189,0.062,634.902,634.902,0.0,0.0,0.0,0.0,0.0,0.0,94.465,46.214,,9.134,,39.117,773.618,723.894,1219.109,-495.215,0.0,5482.549,5452.993,3591.02,1861.973,29.556,6206.443,,378.602,152.881,18.289,14.123,193.309,75.627,0.0,2.805,2.805,,72.822,88.624,0.0,,70.722,542.853,2877.315,2868.999,8.316,8.316,,743.507,0.0,0.0,0.0,0.0,645.371,98.136,3620.822,4163.675,726.5,440.816,0.852,439.964,0.0,2006.064,-367.643,2805.737,10.649,2816.386,6980.061,
03/31/2017,6996.856,47.023,47.023,0.0,615.348,615.348,0.0,0.0,0.0,0.0,0.0,0.0,97.553,51.926,,9.628,,35.999,759.924,725.42,1247.473,-522.053,0.0,5511.512,5480.002,3622.793,1857.209,31.51,6236.932,,376.99,133.119,,,243.871,96.301,0.0,,,,96.301,106.27,,,88.296,579.561,2767.035,2767.035,,,,757.779,,,,,657.865,99.914,3524.814,4104.375,711.93,450.913,0.853,450.06,0.0,2059.452,-341.119,2881.176,11.305,2892.481,6996.856,
06/30/2017,7037.497,44.191,44.191,0.0,639.611,639.611,0.0,0.0,0.0,0.0,0.0,0.0,112.312,66.907,,8.797,,36.608,796.114,733.77,1285.707,-551.937,0.0,5507.613,5476.616,3637.182,1839.434,30.997,6241.383,,711.172,150.043,,,561.129,111.4,0.0,,,,111.4,92.661,,,73.422,915.233,2749.818,2749.818,,,,611.63,,,,,513.949,97.681,3361.448,4276.681,694.38,461.611,0.853,460.758,0.0,1910.684,-316.737,2749.938,10.878,2760.816,7037.497,
09/30/2017,7016.362,52.171,52.171,0.0,627.904,627.904,0.0,0.0,0.0,0.0,0.0,0.0,114.631,53.783,,25.556,,35.292,794.706,729.571,1309.02,-579.449,0.0,5492.085,5456.652,3638.574,1818.078,35.433,6221.656,,737.802,144.6,,,593.202,144.771,22.582,,,,122.189,90.094,,,71.023,972.667,2633.732,2633.732,,,,591.242,,,,,501.647,89.595,3224.974,4197.641,679.88,468.063,0.854,467.209,0.0,1946.133,-286.693,2807.383,11.338,2818.721,7016.362,
12/31/2017,6988.3,42.2,42.2,0.0,624.1,624.1,0.0,0.0,0.0,0.0,0.0,0.0,147.1,76.5,,20.8,,49.8,813.4,741.0,1344.2,-603.2,0.0,5433.9,5395.5,3604.0,1791.5,38.4,6174.9,,780.8,195.2,41.2,13.6,530.8,129.0,7.0,2.5,2.5,,119.5,59.6,0.0,,59.6,969.4,2615.3,2608.4,6.9,6.9,,495.0,0.0,0.0,0.0,0.0,371.1,123.9,3110.3,4079.7,700.0,454.1,0.9,453.2,0.0,2029.5,-287.0,2896.6,12.0,2908.6,6988.3,
03/31/2018,7015.7,49.4,49.4,0.0,633.5,633.5,0.0,0.0,0.0,0.0,0.0,0.0,127.7,61.8,,17.7,,48.2,810.6,748.9,1384.1,-635.2,0.0,5456.2,5396.4,3625.2,1771.2,59.8,6205.1,,801.6,177.0,,,624.6,134.5,12.6,,,,121.9,63.8,,,63.8,999.9,2586.2,2586.2,,,,477.5,,,,,357.4,120.1,3063.7,4063.6,700.0,447.2,0.9,446.3,0.0,2063.5,-270.7,2940.0,12.1,2952.1,7015.7,
06/30/2018,6914.6,45.0,45.0,0.0,629.6,629.6,0.0,0.0,0.0,0.0,0.0,0.0,138.7,74.8,,17.5,,46.4,813.3,744.4,1397.6,-653.2,0.0,5356.9,5297.1,3598.4,1698.7,59.8,6101.3,,827.1,205.9,,,621.2,118.8,6.7,,,,112.1,55.5,,,55.5,1001.4,2535.7,2535.7,,,,475.9,,,,,357.4,118.5,3011.6,4013.0,600.0,546.0,0.9,545.1,0.0,2090.1,-345.8,2890.3,11.3,2901.6,6914.6,
09/30/2018,6902.9,52.0,52.0,0.0,607.4,607.4,0.0,0.0,0.0,0.0,0.0,0.0,143.7,94.5,,0.0,,49.2,803.1,755.1,1446.2,-691.1,0.0,5344.7,5284.4,3613.8,1670.6,60.3,6099.8,,581.3,222.8,,,358.5,117.2,7.9,,,,109.3,50.8,,,50.8,749.3,2720.8,2720.8,,,,500.2,,,,,380.6,119.6,3221.0,3970.3,0.0,1156.4,0.9,1155.5,0.0,2107.6,-342.5,2921.5,11.1,2932.6,6902.9,
12/31/2018,6455.5,34.3,34.3,0.0,599.6,599.6,0.0,0.0,0.0,0.0,0.0,0.0,113.4,50.0,,0.0,,63.4,747.3,743.5,1421.6,-678.1,0.0,4964.7,4859.9,3222.2,1637.7,104.8,5708.2,,566.6,225.8,42.3,14.7,283.8,119.1,14.8,,,,104.3,47.5,0.0,,47.5,733.2,2663.9,2663.9,,,,461.3,0.0,0.0,0.0,0.0,307.3,154.0,3125.2,3858.4,0.0,1163.5,0.9,1162.6,0.0,1789.2,-365.3,2587.4,9.7,2597.1,6455.5,
03/31/2019,6850.7,48.2,48.2,0.0,600.9,600.9,0.0,0.0,0.0,0.0,0.0,0.0,152.5,87.0,,0.0,,65.5,801.6,1145.6,1855.1,-709.5,0.0,4903.5,4797.2,3197.5,1599.7,106.3,6049.1,,542.2,210.7,,,331.5,202.1,3.7,96.5,3.7,92.8,101.9,41.7,,,41.7,786.0,2999.9,2687.4,312.5,15.0,297.5,494.3,,,,,347.7,146.6,3494.2,4280.2,0.0,1172.1,0.9,1171.2,0.0,1751.4,-356.9,2566.6,3.9,2570.5,6850.7,
06/30/2019,6869.7,34.5,34.5,0.0,613.7,613.7,0.0,0.0,0.0,0.0,0.0,0.0,170.9,97.8,,0.0,,73.1,819.1,1179.4,1917.2,-737.8,0.0,4871.2,4757.9,3195.1,1562.8,113.3,6050.6,,533.2,229.4,,,303.8,209.0,2.2,89.5,,89.5,117.3,42.0,,,42.0,784.2,3014.4,2678.7,335.7,18.5,317.2,508.9,,,,,360.2,148.7,3523.3,4307.5,0.0,1193.7,0.9,1192.8,0.0,1720.9,-356.6,2558.0,4.2,2562.2,6869.7,
09/30/2019,6676.3,30.8,30.8,0.0,562.8,562.8,0.0,0.0,0.0,0.0,0.0,0.0,156.9,72.6,,30.2,,54.1,750.5,1177.2,1930.9,-753.7,0.0,4748.6,4645.2,3178.4,1466.8,103.4,5925.8,,536.7,216.9,,,319.8,204.4,4.1,88.4,,88.4,111.9,54.6,,,54.6,795.7,2937.7,2617.0,320.7,,320.7,465.6,,,,,330.5,135.1,3403.3,4199.0,0.0,1197.4,0.9,1196.5,0.0,1661.7,-385.4,2473.7,3.6,2477.3,6676.3,
12/31/2019,6437.0,34.7,34.7,0.0,544.3,544.3,0.0,0.0,0.0,0.0,0.0,0.0,127.6,60.7,,0.0,,66.9,706.6,1233.5,1901.3,-667.8,0.0,4496.9,4404.6,2982.2,1422.4,92.3,5730.4,,516.7,220.1,50.7,21.3,224.6,199.8,1.9,101.3,6.5,94.8,96.6,40.4,0.0,,40.4,756.9,2915.4,2535.4,380.0,23.9,356.1,430.0,0.0,0.0,0.0,0.0,295.1,134.9,3345.4,4102.3,0.0,1206.6,0.9,1205.7,0.0,1442.4,-318.1,2330.9,3.8,2334.7,6437.0,
03/31/2020,6353.2,36.0,36.0,0.0,418.0,418.0,0.0,0.0,0.0,0.0,0.0,0.0,749.2,151.5,,551.1,,46.6,1203.2,1112.7,1741.5,-628.8,0.0,4037.3,3970.8,2782.2,1188.6,66.5,5150.0,,446.0,203.6,,,242.4,186.2,2.8,82.0,0.0,82.0,101.4,186.3,,,186.3,818.5,2838.4,2489.9,348.5,28.9,319.6,416.1,,,,,334.7,81.4,3254.5,4073.0,0.0,1213.6,0.9,1212.7,0.0,1419.8,-357.2,2276.2,4.0,2280.2,6353.2,
06/30/2020,5685.3,42.0,42.0,0.0,376.1,376.1,0.0,0.0,0.0,0.0,0.0,0.0,174.5,120.0,,0.0,,54.5,592.6,1081.6,1723.8,-642.2,0.0,4011.1,3946.4,2785.7,1160.7,64.7,5092.7,,412.9,149.6,,,263.3,197.9,0.0,83.3,0.0,83.3,114.6,49.5,,,49.5,660.3,2309.9,1971.2,338.7,27.5,311.2,419.0,,,,,318.0,101.0,2728.9,3389.2,0.0,1223.3,0.9,1222.4,0.0,1415.3,-347.0,2291.6,4.5,2296.1,5685.3,
