Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1996,379.03299,41.957001,41.957001,0.0,24.652,,,0.0,,,,,2.363,,,,68.972,305.209015,485.881012,-180.671997,0.0,,4.852,,,,4.852,310.061015,,48.522999,48.522999,,,,0.215,,,,,10.866001,,,,10.866001,59.604,56.0,,,,39.888,,,,,39.888,95.888,155.492001,0.0,145.751999,,,0.0,,77.789001,223.541,0.0,223.541,379.033001,
12/31/1996,395.937988,13.29,13.29,0.0,46.813999,,,0.0,,,,,1.179,,,,61.283001,330.015015,529.176025,-199.160995,0.0,,4.64,,,,4.64,334.655015,,46.071999,46.071999,,,,0.163,,,,,3.612001,,,,3.612001,49.847,60.0,,,,46.188999,,,,,46.188999,106.188999,156.035999,0.0,147.643005,,,0.0,,92.259003,239.902008,0.0,239.902008,395.938007,
03/31/1997,409.906006,12.819,12.819,0.0,29.063999,,,0.0,,,,,1.07,,,,42.952999,362.497986,581.39801,-218.899994,0.0,,4.455,,,,4.455,366.952986,,42.851002,42.851002,,,,0.102,,,,,0.678998,,,,0.678998,43.632,60.0,,,,53.285999,,,,,53.285999,113.285999,156.917999,0.0,148.416,,,0.0,,104.571999,252.987999,0.0,252.987999,409.905998,
06/30/1997,448.583008,13.254,13.254,0.0,30.625999,,,0.0,,,,,2.226,,,,46.105999,402.216003,643.315002,-241.098999,0.0,,0.261,,,,0.261,402.477003,,34.215,34.215,,,,0.052,,,,,2.297998,,,,2.297998,36.564999,87.5,,,,57.688,,,,,57.688,145.188,181.752998,0.0,155.149994,,,0.0,,111.68,266.829994,0.0,266.829994,448.582993,
09/30/1997,506.925995,15.279,15.279,0.0,37.222,,,0.0,,,,,2.711,,,,55.212002,451.505005,718.046021,-266.540985,0.0,,0.209,,,,0.209,451.714005,,45.448002,45.448002,,,,0.0,,,,,0.914997,,,,0.914997,46.362999,120.0,,,,62.323002,,,,,62.323002,182.323002,228.686001,0.0,159.623993,,,0.0,,118.615997,278.23999,0.0,278.23999,506.925991,
12/31/1997,553.620972,8.217,8.217,0.0,54.123001,,,0.0,,,,,2.426,,,,64.765999,485.574005,778.684998,-293.110992,0.0,,3.281,,,,3.281,488.855005,,63.834,63.834,,,,0.0,,,,,0.559997,,,,0.559997,64.393997,129.623001,,,,67.556,,,,,67.556,197.179001,261.572998,0.0,161.031998,,,0.0,,131.016006,292.048004,0.0,292.048004,553.621002,
03/31/1998,594.314026,27.233999,27.233999,0.0,30.031,,,0.0,,,,,2.886,,,,60.151001,530.934021,851.416992,-320.483002,0.0,,3.229,,,,3.229,534.163021,,48.873001,48.873001,,,,0.0,,,,,4.444,,,,4.444,53.317001,169.628998,,,,71.272003,,,,,71.272003,240.901001,294.218002,0.0,164.330002,,,0.0,,135.766006,300.096008,0.0,300.096008,594.314011,
06/30/1998,624.321,10.178,10.178,,37.063,37.063,,,,,,,2.423,,,,49.664,571.516,922.376,-350.86,,,3.141,,,,3.141,574.657,,50.317,50.317,,,,,,,,,4.163,,,,4.163,54.48,191.636,,,,73.675,,,,,73.675,265.311,319.791,,164.607,,,0.0,146.092,-6.169,304.53,,304.53,624.321,
09/30/1998,723.86,3.394,3.394,,35.911,35.911,,,,,,,3.778,,,,43.083,677.481,1057.597,-380.116,,,3.296,,,,3.296,680.777,,52.897,52.897,,,,,,,,,8.558,,,,8.558,61.455,187.643,,,,85.241,,,,,85.241,272.884,334.339,,248.16,,,0.0,146.942,-5.581,389.521,,389.521,723.86,
12/31/1998,629.310974,0.092,0.092,0.0,43.095001,,,0.0,,,,,2.082,,,,45.269001,580.630981,994.836975,-414.205994,0.0,,3.411,,,,3.411,584.041981,,52.123001,52.123001,,,,0.0,,,,,1.952,,,,1.952,54.075001,208.649994,,,,42.638,,,,,42.638,251.287994,305.362995,0.0,251.046005,,,0.0,,72.902,323.948006,0.0,323.948006,629.311001,
03/31/1999,600.988,0.139,0.139,0.0,29.556,29.556,,0.0,0.0,0.0,0.0,0.0,1.152,,,,30.847,566.86,1017.694,-450.834,0.0,,3.281,0.0,,,3.281,570.141,,25.323,25.323,,,,0.0,,,,,1.796,,,,1.796,27.119,205.657,,,,40.762,,,,,40.762,246.419,273.538,0.0,254.204,,,0.0,77.739,-4.493,327.45,0.0,327.45,600.988,
06/30/1999,598.158,3.681,3.681,0.0,32.255,32.255,,0.0,0.0,0.0,0.0,,3.657,,,,39.593,555.422,1043.137,-487.715,0.0,,3.143,0.0,,,3.143,558.565,,32.291,32.291,,,,0.0,,,,,2.967,,,,2.967,35.258,184.664,,,,37.894,,,,,37.894,222.558,257.816,0.0,262.353,,,0.0,82.114,-4.125,340.342,0.0,340.342,598.158,
09/30/1999,719.03,30.425,30.425,0.0,42.777,42.777,,9.234,9.234,0.0,0.0,0.0,3.09,,,,85.526,625.916,1151.83,-525.914,0.0,,7.588,0.0,,,7.588,633.504,,55.283,55.283,,,,0.0,,,,,0.386,,,,0.386,55.669,124.672,,,,39.111,,,,,39.111,163.783,219.452,143.75,265.648,,,0.0,94.519,-4.339,499.578,0.0,499.578,719.03,
12/31/1999,781.561,41.841,41.841,0.0,67.744,67.744,,9.962,0.0,0.0,9.962,0.0,6.382,,,,125.929,648.211,1214.264,-566.053,0.0,,7.421,0.0,,,7.421,655.632,,88.67,88.67,,,,0.0,,,,,2.057,,,,2.057,90.727,124.679,,,,47.387,,,,,47.387,172.066,262.793,143.75,267.769,,,0.0,111.113,-3.864,518.768,0.0,518.768,781.561,
03/31/2000,908.816,26.322,26.322,0.0,70.546,70.546,,8.99,0.0,0.0,8.99,0.0,5.702,,,,111.56,790.55,1397.55,-607.0,0.0,,6.706,0.0,,,6.706,797.256,,89.208,89.208,,,,0.0,,,,,4.104,,,,4.104,93.312,228.687,,,,44.065,,,,,44.065,272.752,366.064,143.75,278.442,,,0.0,128.236,-7.676,542.752,0.0,542.752,908.816,
06/30/2000,931.359,19.505,19.505,0.0,89.44,89.44,,14.552,0.0,0.0,14.552,0.0,4.143,,,,127.64,796.589,1450.132,-653.543,0.0,,7.13,0.0,,,7.13,803.719,,95.943,95.943,,,,0.0,,,,,3.769,,,,3.769,99.712,209.694,,,,45.823,,,,,45.823,255.517,355.229,143.75,284.496,,,0.0,157.797,-9.913,576.13,0.0,576.13,931.359,
09/30/2000,967.736,43.953,43.953,0.0,94.952,94.952,,17.433,0.0,0.0,17.433,0.0,5.222,,,,161.56,799.232,1503.678,-704.446,0.0,,6.944,0.0,,,6.944,806.176,,119.669,119.669,,,,0.0,,,,,7.902,,,,7.902,127.571,162.703,,,,57.639,,,,,57.639,220.342,347.913,143.75,285.773,,,0.0,202.135,-11.835,619.823,0.0,619.823,967.736,
12/31/2000,1023.25,18.451,18.451,0.0,147.643,147.643,,7.164,0.0,0.0,7.164,0.0,5.891,,,,179.149,837.343,1593.586,-756.243,0.0,,6.758,0.0,,,6.758,844.101,,10.209,10.209,,,,0.0,,,,,130.851,,,,130.851,141.06,133.711,,,,85.274,,,,,85.274,218.985,360.045,143.75,286.838,,,0.0,243.462,-10.845,663.205,0.0,663.205,1023.25,
03/31/2001,1545.169,63.606,63.606,0.0,122.097,122.097,,9.366,0.0,0.0,9.366,0.0,17.329,,,,212.398,1316.014,2132.971,-816.957,0.0,,16.757,0.0,0.0,0.0,16.757,1332.771,,13.565,13.565,,,,0.0,,,,,217.405,,,,217.405,230.97,349.599,,,,201.376,,,,,201.376,550.975,781.945,143.75,358.835,,,0.0,301.813,-41.174,763.224,0.0,763.224,1545.169,
06/30/2001,1647.562,51.789,51.789,0.0,113.91,113.91,,9.677,0.0,0.0,9.677,0.0,64.516,,,,239.892,1388.148,2276.034,-887.886,0.0,,19.522,0.0,0.0,0.0,19.522,1407.67,,19.435,19.435,,,,0.0,,,,,177.934,,,,177.934,197.369,351.609,,,,239.661,,,,,239.661,591.27,788.639,143.75,361.448,,,-17.435,358.55,12.61,858.923,0.0,858.923,1647.562,
09/30/2001,1742.9,33.195,33.195,0.0,103.641,103.641,,10.796,0.0,0.0,10.796,0.0,88.348,,,,235.98,1480.406,2441.833,-961.427,0.0,,26.514,0.0,0.0,0.0,26.514,1506.92,,7.101,7.101,,,,0.0,,,,,169.621,,,,169.621,176.722,393.62,,,,269.646,,,,,269.646,663.266,839.988,143.75,362.111,,,-25.751,401.526,21.276,902.912,0.0,902.912,1742.9,
12/31/2001,1663.371,26.61,26.61,0.0,92.644,92.644,,7.332,0.0,0.0,7.332,0.0,104.018,,,,230.604,1415.386,2450.422,-1035.036,0.0,,17.381,0.0,0.0,0.0,17.381,1432.767,,9.172,9.172,,,,0.0,0.0,0.0,0.0,,155.859,,,,155.859,165.031,428.631,428.631,0.0,0.0,215.981,,,,,215.981,644.612,809.643,143.75,365.183,,,-25.794,362.416,8.173,853.728,0.0,853.728,1663.371,
03/31/2002,1608.022,25.128,25.128,0.0,87.58,87.58,,8.125,0.0,0.0,8.125,0.0,51.07,,,,171.903,1424.651,2531.087,-1106.436,0.0,,11.468,0.0,0.0,0.0,11.468,1436.119,,6.156,6.156,,,,0.0,0.0,0.0,0.0,,143.571,,,,143.571,149.727,410.642,410.642,0.0,0.0,215.627,,,,,215.627,626.269,775.996,143.75,370.995,,,-26.012,378.742,-35.449,832.026,0.0,832.026,1608.022,
06/30/2002,1606.919,7.657,7.657,0.0,120.918,120.918,,9.446,0.0,0.0,9.446,0.0,32.145,,,,170.166,1426.614,2609.705,-1183.091,0.0,,10.139,0.0,0.0,0.0,10.139,1436.753,,9.235,9.235,,,,0.0,0.0,0.0,0.0,,147.436,,,,147.436,156.671,375.653,375.653,0.0,0.0,217.55,,,,,217.55,593.203,749.874,143.75,372.695,,,-26.13,395.012,-28.282,857.045,0.0,857.045,1606.919,
09/30/2002,1592.776,23.694,23.694,0.0,88.936,88.936,,7.776,0.0,0.0,7.776,0.0,25.317,,,,145.723,1437.234,2694.826,-1257.592,0.0,,9.819,0.0,0.0,0.0,9.819,1447.053,,128.073,128.073,,,,0.0,0.0,0.0,0.0,,19.941,,,,19.941,148.014,360.665,360.665,0.0,0.0,214.667,,,,,214.667,575.332,723.346,143.75,373.882,,,-26.161,404.383,-26.424,869.43,0.0,869.43,1592.776,
12/31/2002,2315.753,48.898,48.898,0.0,130.489,130.489,,7.91,0.0,0.0,7.91,0.0,51.53,,,,238.827,2018.035,3357.284,-1339.249,0.0,,58.891,0.0,0.0,0.0,58.891,2076.926,,27.593,27.593,,,,52.218,52.218,0.0,0.0,,215.996,,,,215.996,295.807,709.615,709.615,0.0,0.0,156.895,,,,,156.895,866.51,1162.317,143.75,636.843,,,-26.213,436.263,-37.662,1152.981,0.455,1153.436,2315.753,
03/31/2003,2614.397,42.586,42.586,0.0,209.864,209.864,,7.223,0.0,0.0,7.223,0.0,69.887,,,,329.56,2224.352,3619.084,-1394.732,0.0,,60.485,0.0,0.0,0.0,60.485,2284.837,,15.887,15.887,,,,5.884,5.884,0.0,0.0,,271.625,,,,271.625,293.396,778.903,778.903,0.0,0.0,328.844,,,,,328.844,1107.747,1401.143,143.75,644.499,,,-26.552,500.404,-48.847,1213.254,0.0,1213.254,2614.397,
06/30/2003,2562.491,44.423,44.423,0.0,168.246,168.246,,14.474,0.0,0.0,14.474,0.0,54.371,,,,281.514,2224.697,3720.679,-1495.982,0.0,,56.28,0.0,0.0,0.0,56.28,2280.977,,9.619,9.619,,,,1.168,1.168,0.0,0.0,,254.556,,,,254.556,265.343,692.943,692.943,0.0,0.0,340.888,,,,,340.888,1033.831,1299.174,0.0,781.81,,,-26.575,546.219,-38.137,1263.317,0.0,1263.317,2562.491,
09/30/2003,2661.616,24.97,24.97,0.0,145.966,145.966,,0.567,0.0,0.0,0.567,0.0,74.449,,,,245.952,2339.777,3901.865,-1562.088,0.0,,75.887,16.761,16.761,0.0,59.126,2415.664,,17.271,17.271,,,,0.531,0.531,0.0,0.0,,241.487,,,,241.487,259.289,692.23,692.23,0.0,0.0,363.573,,,,,363.573,1055.803,1315.092,0.0,788.258,,,-26.616,595.598,-10.716,1346.524,0.0,1346.524,2661.616,
12/31/2003,2733.089,15.347,15.347,0.0,134.774,134.774,,0.553,0.0,0.0,0.553,0.0,88.242,,,,238.916,2459.375,4118.99,-1659.615,0.0,,34.798,16.378,16.378,0.0,18.42,2494.173,,30.556,30.556,,,,2.895,2.895,0.0,0.0,,266.767,,,,266.767,300.218,643.459,643.459,0.0,0.0,420.834,,,,,420.834,1064.293,1364.511,0.0,796.827,,,-26.679,635.752,-37.322,1368.578,0.0,1368.578,2733.089,
03/31/2004,2801.6,16.933,16.933,0.0,168.733,168.733,,0.784,0.0,0.0,0.784,0.0,68.496,,,,254.946,2473.17,4235.95,-1762.78,0.0,,73.48,16.378,16.378,0.0,57.102,2546.65,,26.101,26.101,,,,0.0,,,,,331.822,,,,331.822,357.923,575.988,,,,439.155,,,,,439.155,1015.143,1373.066,0.0,801.171,,,-27.05,713.66,-59.252,1428.529,0.0,1428.529,2801.595,
06/30/2004,2976.12,27.853,27.853,0.0,184.359,184.359,,3.664,0.0,0.0,3.664,0.0,80.833,,,,296.709,2642.16,4507.05,-1864.89,0.0,,37.25,16.378,16.378,0.0,20.872,2679.41,,19.799,19.799,,,,0.0,,,,,411.178,,,,411.178,430.977,579.559,,,,452.507,,,,,452.507,1032.066,1463.043,0.0,811.998,,,-27.081,781.074,-52.911,1513.08,0.0,1513.08,2976.123,
09/30/2004,4201.78,28.856,28.856,0.0,188.086,188.086,,7.505,0.0,0.0,7.505,,120.113,,,,344.56,3735.87,5731.48,-1995.61,0.0,,121.352,65.99,65.99,0.0,55.362,3857.222,,32.609,32.609,,,,0.0,,,,,433.993,,,,433.993,466.602,1068.1,,,,799.735,,,,,799.735,1867.835,2334.437,0.0,1096.63,,,-27.155,857.606,-59.737,1867.344,0.0,1867.344,4201.781,
12/31/2004,4327.5,58.3,58.3,0.0,247.7,247.7,,7.8,0.0,0.0,7.8,0.0,77.8,,,,391.6,3793.6,5940.6,-2147.0,0.0,,142.3,65.3,65.3,0.0,77.0,3935.9,,32.5,32.5,,,,0.0,,,,,441.5,,,,441.5,474.0,992.4,,,,844.2,,,,,844.2,1836.6,2310.6,0.0,1103.1,,,-27.3,947.9,-6.8,2016.9,0.0,2016.9,4327.5,
03/31/2005,4416.0,30.9,30.9,0.0,244.8,244.8,,16.3,0.0,0.0,16.3,0.0,94.7,,,,386.7,3915.0,6175.2,-2260.2,0.0,,114.3,65.3,65.3,0.0,49.0,4029.3,,41.6,41.6,,,,0.0,0.0,0.0,0.0,,497.0,,,,497.0,538.6,933.0,933.0,0.0,0.0,938.4,,,,,938.4,1871.4,2410.0,0.0,1143.7,,,-27.8,1007.9,-117.8,2006.0,0.0,2006.0,4416.0,
06/30/2005,4547.2,58.6,58.6,0.0,238.1,238.1,,18.6,0.0,0.0,18.6,0.0,89.1,,,,404.4,4029.6,6427.4,-2397.8,0.0,,113.2,65.3,65.3,0.0,47.9,4142.8,,33.5,33.5,,,,0.0,0.0,0.0,0.0,,467.1,,,,467.1,500.6,872.1,872.1,0.0,0.0,1030.3,,,,,1030.3,1902.4,2403.0,0.0,1152.6,,,-27.8,1112.1,-92.7,2144.2,0.0,2144.2,4547.2,
09/30/2005,4862.6,102.3,102.3,0.0,259.4,259.4,,19.6,0.0,0.0,19.6,0.0,179.9,,,,561.2,4189.3,6709.6,-2520.3,0.0,,112.1,62.3,62.3,0.0,49.8,4301.4,,35.3,35.3,,,,0.0,0.0,0.0,0.0,,723.2,,,,723.2,758.5,870.1,870.1,0.0,0.0,1127.4,,,,,1127.4,1997.5,2756.0,0.0,1165.9,,,-27.9,1111.9,-143.3,2106.6,0.0,2106.6,4862.6,
12/31/2005,5081.0,39.0,39.0,0.0,370.0,370.0,,22.0,0.0,0.0,0.0,22.0,109.0,,,,540.0,4430.0,7062.0,-2632.0,0.0,,111.0,62.0,62.0,0.0,49.0,4541.0,,41.0,41.0,,,,0.0,0.0,0.0,0.0,,629.0,,,,629.0,670.0,870.0,870.0,0.0,0.0,1163.0,,,,,1163.0,2033.0,2703.0,0.0,1187.0,,,-27.0,1296.0,-78.0,2378.0,0.0,2378.0,5081.0,
03/31/2006,5363.0,41.0,41.0,0.0,329.0,329.0,,31.0,0.0,0.0,0.0,31.0,167.0,,,,568.0,4693.0,7453.0,-2760.0,0.0,,102.0,62.0,62.0,0.0,40.0,4795.0,,53.0,53.0,,,,0.0,0.0,0.0,0.0,,666.0,,,,666.0,719.0,868.0,868.0,0.0,0.0,1247.0,,,,,1247.0,2115.0,2834.0,0.0,1160.0,,,-31.0,1445.0,-45.0,2529.0,0.0,2529.0,5363.0,
06/30/2006,5941.0,205.0,73.0,132.0,315.0,315.0,,30.0,0.0,0.0,0.0,30.0,262.0,,,,812.0,5022.0,7921.0,-2899.0,0.0,,107.0,62.0,62.0,0.0,45.0,5129.0,,48.0,48.0,,,,0.0,0.0,0.0,0.0,,771.0,,,,771.0,819.0,1169.0,1169.0,0.0,0.0,1305.0,,,,,1305.0,2474.0,3293.0,0.0,1175.0,,,-31.0,1539.0,-35.0,2648.0,0.0,2648.0,5941.0,
09/30/2006,6407.0,295.0,265.0,30.0,318.0,318.0,,42.0,0.0,0.0,42.0,0.0,349.0,,,,1004.0,5293.0,8347.0,-3054.0,0.0,,110.0,62.0,62.0,0.0,48.0,5403.0,,74.0,74.0,,,,0.0,0.0,0.0,0.0,,863.0,,,,863.0,937.0,1171.0,1171.0,0.0,0.0,1353.0,,,,,1353.0,2524.0,3461.0,0.0,1183.0,,,-31.0,1805.0,-11.0,2946.0,0.0,2946.0,6407.0,
12/31/2006,6635.0,90.0,80.0,10.0,378.0,378.0,,44.0,0.0,0.0,0.0,44.0,339.0,,,,851.0,5683.0,8918.0,-3235.0,0.0,,101.0,62.0,62.0,0.0,39.0,5784.0,,59.0,59.0,,,,124.0,124.0,0.0,0.0,,940.0,,,,940.0,1123.0,1048.0,1048.0,0.0,0.0,1402.0,,,,,1402.0,2450.0,3573.0,0.0,1199.0,,,-30.0,1887.0,6.0,3062.0,0.0,3062.0,6635.0,
03/31/2007,6659.0,26.0,26.0,0.0,381.0,381.0,,58.0,0.0,0.0,0.0,58.0,143.0,,,,608.0,5966.0,9379.0,-3413.0,0.0,,85.0,62.0,62.0,0.0,23.0,6051.0,,91.0,91.0,,,,124.0,124.0,0.0,0.0,,833.0,,,,833.0,1048.0,1175.0,1175.0,0.0,0.0,1458.0,,,,,1458.0,2633.0,3681.0,0.0,1210.0,,,-31.0,1791.0,8.0,2978.0,0.0,2978.0,6659.0,
06/30/2007,7683.0,37.0,37.0,0.0,419.0,419.0,,68.0,0.0,0.0,0.0,68.0,217.0,,,,741.0,6846.0,10453.0,-3607.0,0.0,,96.0,62.0,62.0,0.0,34.0,6942.0,,104.0,104.0,,,,124.0,124.0,0.0,0.0,,804.0,,,,804.0,1032.0,1979.0,1979.0,0.0,0.0,1518.0,,,,,1518.0,3497.0,4529.0,0.0,1232.0,,,-32.0,1941.0,13.0,3154.0,0.0,3154.0,7683.0,
09/30/2007,6606.0,184.0,141.0,43.0,329.0,329.0,,74.0,0.0,0.0,0.0,74.0,150.0,,,,737.0,5580.0,9382.0,-3802.0,0.0,,289.0,62.0,62.0,0.0,227.0,5869.0,,49.0,49.0,,,,124.0,124.0,0.0,0.0,,756.0,,,,756.0,929.0,1049.0,1049.0,0.0,0.0,1373.0,,,,,1373.0,2422.0,3351.0,0.0,1250.0,,,-31.0,2024.0,12.0,3255.0,0.0,3255.0,6606.0,
12/31/2007,6986.0,370.0,250.0,120.0,332.0,332.0,,82.0,0.0,0.0,0.0,82.0,143.0,,,,927.0,5958.0,9826.0,-3868.0,0.0,,101.0,62.0,62.0,0.0,39.0,6059.0,,52.0,52.0,,,,0.0,0.0,0.0,0.0,,877.0,,,,877.0,929.0,1050.0,1050.0,0.0,0.0,1426.0,,,,,1426.0,2476.0,3405.0,0.0,1279.0,,,-32.0,2337.0,-3.0,3581.0,0.0,3581.0,6986.0,
03/31/2008,7289.0,157.0,80.0,77.0,416.0,416.0,,73.0,0.0,0.0,0.0,73.0,211.0,,,,857.0,6325.0,10342.0,-4017.0,0.0,,107.0,62.0,62.0,0.0,45.0,6432.0,,62.0,62.0,,,,0.0,0.0,0.0,0.0,,1154.0,,,,1154.0,1216.0,1052.0,1052.0,0.0,0.0,1484.0,,,,,1484.0,2536.0,3752.0,0.0,1299.0,,,-32.0,2273.0,-3.0,3537.0,0.0,3537.0,7289.0,
06/30/2008,8014.0,28.0,28.0,0.0,413.0,413.0,,75.0,0.0,0.0,0.0,75.0,311.0,,,,827.0,6894.0,11076.0,-4182.0,79.0,,214.0,62.0,62.0,0.0,152.0,7187.0,,65.0,65.0,,,,0.0,0.0,0.0,0.0,,1339.0,,,,1339.0,1404.0,1919.0,1919.0,0.0,0.0,1387.0,,,,,1387.0,3306.0,4710.0,0.0,1314.0,,,-32.0,2029.0,-7.0,3304.0,0.0,3304.0,8014.0,
