Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1997,264.398987,4.638,4.638,0.0,1.22,,,133.149994,,,,,6.595,,,,,145.602997,70.581001,102.480003,-31.899,0.0,48.215,,,,48.215,118.796001,,46.773998,46.773998,,,,12.809,,,,,,16.072001,,,16.072001,75.654999,60.817001,,,,,3.798,,,,,,3.798,64.615001,140.27,0.0,36.094002,,,0.0,,88.035004,124.129005,0.0,124.129005,264.399006,
12/31/1997,272.575989,43.695,43.695,0.0,1.406,,,89.066002,,,,,8.855,,,,,166.848999,87.001999,116.912003,-34.841,0.0,47.483002,,,,47.483002,134.485001,,53.991001,53.991001,,,,9.491,,,,,,41.217969,,,41.217969,104.69997,30.554001,,,,,4.037,,,,,,4.037,34.591001,139.290971,0.0,36.576,,,0.0,,118.349998,154.925998,0.0,154.925998,294.216969,
03/31/1998,278.299988,4.214,4.214,0.0,0.444,,,128.776001,0.0,0.0,128.776001,0.0,10.173,,,,,143.606995,87.662003,125.829002,-38.167,0.0,47.030998,43.966,,,3.064999,134.693001,,43.860001,43.860001,,,,0.294,,,,,,23.298003,,,23.298003,67.452003,40.731998,,,,,4.402,,,,,,4.402,45.133998,112.586002,0.0,40.405998,,,0.0,,125.307999,165.713997,0.0,165.713997,278.299999,
06/30/1998,311.471985,5.459,5.459,0.0,0.676,,,156.098999,0.0,0.0,156.098999,0.0,9.52,,,,,171.753998,92.917,134.514999,-41.598,0.0,46.800999,43.514,,,3.286999,139.717999,,43.362999,43.362999,,,,9.27,,,,,,20.958004,,,20.958004,73.591003,53.667999,,,,,4.357,,,,,,4.357,58.024999,131.616003,0.0,43.877998,,,0.0,,135.977997,179.855995,0.0,179.855995,311.471998,
09/30/1998,358.458008,5.325,5.325,0.0,1.014,,,184.511002,0.0,0.0,184.511002,0.0,12.768,,,,,203.617996,108.363998,153.598999,-45.235001,0.0,46.476002,43.033001,,,3.443001,154.84,,53.056999,53.056999,,,,40.391998,,,,,,16.539299,,,16.539299,109.988297,52.188,,,,,4.072,,,,,,4.072,56.26,166.248296,0.0,44.715,,,0.0,,147.492996,192.207996,0.0,192.207996,358.456293,
12/31/1998,405.187,74.644,74.644,,,,,142.706,,,142.706,,14.16,,,,,231.51,122.503,178.823,-56.32,,51.174,42.551,,,8.623,173.677,,53.03,53.03,,,,16.957,,,,,,47.341,,,47.341,117.328,32.469,,,,,6.574,,,,,,6.574,39.043,156.371,,53.644,,,,,195.172,248.816,,248.816,405.187,
03/31/1999,382.276001,17.799,17.799,0.0,0.0,,,174.100006,0.0,0.0,174.100006,0.0,13.538,,,,,205.436996,126.442001,187.641006,-61.199001,0.0,50.396999,42.069,42.069,0.0,8.327999,176.839001,,41.43,41.43,,,,18.5,,,,,,22.491997,,,22.491997,82.421997,30.0,,,,,8.516,,,,,,8.516,38.516,120.937997,0.0,60.014999,,,0.0,201.322998,0.0,261.337997,0.0,261.337997,382.275994,
06/30/1999,423.071,36.502,36.502,0.0,0.0,,,187.247,0.0,0.0,187.247,0.0,15.271,,,,,239.02,134.195,200.626,-66.431,0.0,49.856,41.587,41.587,0.0,8.269,184.051,,60.322,60.322,,,,25.0,,,,,,23.06,,,23.06,108.382,24.0,,,,,8.405,,,,,,8.405,32.405,140.787,0.0,67.16,,,0.0,215.124,0.0,282.284,0.0,282.284,423.071,
09/30/1999,482.358002,19.173,19.173,0.0,0.0,,,252.472,0.0,0.0,252.472,0.0,12.294,,,,,283.938995,139.932999,209.580994,-69.648003,0.0,58.486,41.105999,41.105999,0.0,17.380001,198.418999,,71.949997,71.949997,,,,28.393999,25.279999,3.114,3.114,,,20.872801,,,20.872801,121.216797,25.120001,-4.077,29.197001,29.197001,,34.804001,,,,,,34.804001,59.924002,181.140799,0.0,69.989998,,,0.0,231.225998,0.0,301.215996,0.0,301.215996,482.356794,
12/31/1999,611.233,181.587,181.587,0.0,0.0,,,192.838,,,192.838,,20.681,,,,,395.106,157.368,247.414,-90.046,0.0,58.759,42.394,,,16.365,216.127,,71.75,71.75,,,,31.26,,,,,,65.389,,,65.389,168.399,77.513,,,,,13.912,,,,,,13.912,91.425,259.824,35.171,75.69,,,0.0,,240.548,351.409,0.0,351.409,611.233,
03/31/2000,562.435,81.166,81.166,0.0,0.0,,,255.239,0.0,0.0,255.239,0.0,16.289,,,,,352.694,152.867,235.185,-82.318,0.0,56.874,41.89,41.89,0.0,14.984,209.741,,63.88,63.88,,,,28.289,25.025,3.264,3.264,,,29.125,,,29.125,121.294,51.591,24.0,27.591,27.591,,7.244,,,,,,7.244,58.835,180.129,0.0,79.676,,,0.0,302.63,0.0,382.306,0.0,382.306,562.435,
06/30/2000,602.779,55.417,55.417,0.0,0.0,,,284.517,0.0,0.0,284.517,0.0,21.207,,,,,361.141,184.374,289.128,-104.754,0.0,57.264,41.385,41.385,0.0,15.879,241.638,,79.455,79.455,,,,28.358,25.025,3.333,3.333,,,29.044,,,29.044,136.857,44.733,18.0,26.733,26.733,,8.719,,,,,,8.719,53.452,190.309,0.0,138.235,,,0.0,274.235,0.0,412.47,0.0,412.47,602.779,
09/30/2000,666.185974,23.954,23.954,0.0,0.0,,,350.054993,0.0,0.0,350.054993,0.0,33.681999,,,,,407.69101,201.100006,314.216003,-113.115997,0.0,57.395,40.881001,40.881001,0.0,16.514,258.495007,,89.462997,89.462997,,,,45.303001,41.900001,3.403,3.403,,,27.262001,,,27.262001,162.028,43.859001,18.000002,25.858999,25.858999,,8.397,,,,,,8.397,52.256001,214.284001,0.0,155.817001,,,0.0,296.084991,0.0,451.901993,0.0,451.901993,666.185994,
12/31/2000,746.859,181.553,181.553,0.0,0.0,,,258.687,,,258.687,,37.661,,,,,477.901,211.632,335.679,-124.047,0.0,57.326,40.376,40.376,0.0,16.95,268.958,,75.404,75.404,,,,28.547,25.0,3.547,3.547,,,70.354,,,70.354,174.305,43.183,18.0,25.183,25.183,,10.713,,,,,,10.713,53.896,228.201,0.0,157.901,,,0.0,,360.757,518.658,0.0,518.658,746.859,
03/31/2001,741.061,65.984,65.984,0.0,0.0,,,354.911,0.0,0.0,354.911,0.0,35.829,,,,,456.724,226.371,,,0.0,57.966,39.872,39.872,0.0,18.094,284.337,,81.936,81.936,,,,28.611,25.0,3.611,3.611,,,44.299,,,44.299,154.846,42.254,18.0,24.254,24.254,,12.691,,,,,,12.691,54.945,209.791,0.0,159.656,,,0.0,371.54,0.074,531.27,0.0,531.27,741.061,
06/30/2001,772.274,90.672,90.672,0.0,0.0,,,334.614,0.0,0.0,334.614,0.0,39.113,,,,,464.399,250.001,,,0.0,57.874,39.367,39.367,0.0,18.507,307.875,,94.692,94.692,,,,28.676,25.0,3.676,3.676,,,45.376,,,45.376,168.744,35.299,12.0,23.299,23.299,,13.958,,,,,,13.958,49.257,218.001,0.0,160.864,,,0.0,393.198,0.211,554.273,0.0,554.273,772.274,
09/30/2001,844.91,44.844,44.844,,,,,438.383,,,,,32.525,,,,,515.752,271.603,,,,57.555,38.862,38.862,0.0,18.693,329.158,,135.72,135.72,,,,28.765,25.0,3.765,3.765,,,58.331,,,58.331,222.816,34.387,12.0,22.387,22.387,,19.791,,,,,,19.791,54.178,276.994,,161.308,,,0.0,407.75,-1.142,567.916,,567.916,844.91,
12/31/2001,902.048,236.653,236.653,0.0,0.0,,,296.473,0.0,0.0,296.473,0.0,27.653,,,,,560.779,279.011,443.681,-164.67,0.0,62.258,38.358,38.358,0.0,23.9,341.269,,68.653,68.653,,,,28.865,25.0,3.865,3.865,,,102.504,,,102.504,200.022,33.506,12.0,21.506,21.506,,16.784,,,,,,16.784,50.29,250.312,0.0,168.276,,,0.0,,483.46,651.736,0.0,651.736,902.048,
03/31/2002,940.693,181.04,181.04,0.0,0.0,,,371.841,0.0,0.0,371.841,0.0,30.58,,,,,583.461,293.644,,,0.0,63.588,38.358,38.358,0.0,25.23,357.232,,103.347,103.347,,,,28.899,25.0,3.899,3.899,,,65.179,,,65.179,197.425,12.0,-8.403,20.403,20.403,,41.094,,,,,,41.094,53.094,250.519,0.0,183.981,,,0.0,506.39,-0.197,690.174,0.0,690.174,940.693,
06/30/2002,966.494,175.575,159.075,16.5,0.0,,,381.337,0.0,0.0,381.337,0.0,33.82,,,,,590.732,312.145,,,0.0,63.617,38.358,38.358,0.0,25.259,375.762,,95.044,95.044,,,,28.964,25.0,3.964,3.964,,,47.639,,,47.639,171.647,25.39,6.0,19.39,19.39,,22.871,,,,,,22.871,48.261,219.908,0.0,215.78,,,0.0,531.627,-0.821,746.586,0.0,746.586,966.494,
09/30/2002,1039.564,86.933,81.433,5.5,0.0,,,533.871,0.0,0.0,533.871,0.0,23.288,,,,,644.092,330.742,,,0.0,64.73,38.358,38.358,0.0,26.372,395.472,,133.751,133.751,,,,29.025,25.0,4.025,4.025,,,57.229,,,57.229,220.005,24.361,6.0,18.361,18.361,,28.07,,,,,,28.07,52.431,272.436,0.0,217.107,,,0.0,551.505,-1.484,767.128,0.0,767.128,1039.564,
12/31/2002,1116.376953,335.971985,292.191986,43.779999,0.0,,,357.665009,0.0,0.0,357.665009,0.0,22.503,,,,,716.140015,344.321991,567.892029,-223.570007,0.0,55.915001,38.358002,38.358002,0.0,17.556999,400.236992,,59.451,59.451,,,,30.782,25.0,5.782,5.782,,,116.278002,,,116.278002,206.511002,23.646999,6.0,17.646999,17.646999,,30.815001,,,,,,30.815001,54.462,260.973001,0.0,218.408997,,,0.0,638.484985,-1.48999,855.403992,0.0,855.403992,1116.376993,
05/03/2003,1278.543,177.058,89.873,87.185,,,,496.904,,,,,27.26,,,,,701.222,520.204,,,,57.117,38.358,38.358,0.0,18.759,577.321,,89.644,89.644,,,,30.728,25.0,5.728,5.728,,,84.852,,,84.852,205.224,159.339,142.422,16.917,16.917,,33.668,,,,,,33.668,193.007,398.231,,220.991,,,,660.756,-1.435,880.312,,880.312,1278.543,
08/02/2003,1330.998,100.348,100.348,,,,,513.277,,,,,35.508,,,,,649.133,540.134,,,,141.731,206.535,81.151,125.384,-64.804,681.865,,108.324,108.324,,,,31.24,25.975,5.265,5.265,,,71.567,,,71.567,211.131,158.64,142.422,16.218,16.218,,41.335,,,,,,41.335,199.975,411.106,,231.482,,,,689.555,-1.145,919.892,,919.892,1330.998,
11/01/2003,1493.325,67.138,67.138,0.0,0.0,,,663.687,0.0,0.0,663.687,0.0,26.259,,,,,757.084,592.606,,,0.0,143.635,123.168,120.168,3.0,20.467,736.241,,167.446,167.446,,,,69.937,64.7,5.237,5.237,,,86.994,,,86.994,324.377,142.422,127.889,14.533,14.533,,57.001,,,,,,57.001,199.423,523.8,0.0,244.913,,,0.0,725.716,-1.104,969.525,0.0,969.525,1493.325,
01/31/2004,1480.306,168.685,168.685,,,,,525.643,,,,,28.241,,,,,722.569,613.214,927.806,-314.592,,144.523,242.38,118.642,123.738,-97.857,757.737,,114.972,114.972,,,,30.324,25.0,5.324,5.324,,,119.806,,,119.806,265.102,154.827,142.568,12.259,12.259,,45.855,,,,,,45.855,200.682,465.784,,210.011,,,0.0,805.543,-1.032,1014.522,,1014.522,1480.306,
05/01/2004,1620.632,244.19,146.69,97.5,,,,565.219,,,,,29.094,,,,,838.503,636.887,,,,145.242,123.596,,,21.646,782.129,,139.059,139.059,,,,25.02,19.0,6.02,6.02,,,109.473,,,109.473,273.552,260.609,250.0,10.609,10.609,,51.682,,,,,,51.682,312.291,585.843,,194.903,,,0.0,840.693,-0.807,1034.789,,1034.789,1620.632,
07/31/2004,1649.27,181.818,84.513,97.305,0.0,,,648.68,0.0,0.0,648.68,0.0,32.136,,,,,862.634,641.608,,,0.0,145.028,123.265,,,21.763,786.636,,158.065,158.065,,,,25.668,19.0,6.668,6.668,,,89.088,,,89.088,272.821,259.074,250.0,9.074,9.074,,58.843,,,,,,58.843,317.917,590.738,0.0,188.858,,,0.0,870.285,-0.611,1058.532,0.0,1058.532,1649.27,
10/30/2004,1712.604,97.844,87.844,10.0,0.0,,,775.2921,0.0,0.0,775.2921,0.0,45.276,,,,,918.412,661.147,,,0.0,133.045,124.59,,,8.455,794.192,,173.856,173.856,,,,19.0,,,,,,114.801,,,114.801,307.657,250.0,,,,,78.582,,,,,,78.582,328.582,636.239,0.0,174.861,,,0.0,902.139,-0.635,1076.365,0.0,1076.365,1712.604,
01/29/2005,1792.672,317.807,106.532,211.275,0.0,,,615.483,0.0,0.0,615.483,0.0,36.597,,,,,969.887,685.386,1120.679,-435.293,0.0,137.399,129.032,118.642,10.39,8.367,822.785,,124.195,124.195,,,,31.212,19.0,12.212,12.212,,,138.948,,,138.948,294.355,250.534,250.0,0.534,0.534,,83.571,,,,,,83.571,334.105,628.46,0.0,178.814,,,0.0,985.793,-0.395,1164.212,0.0,1164.212,1792.672,
04/30/2005,1694.6,170.2,65.5,104.7,0.0,,,644.3,,,644.3,,39.4,,,,,853.9,686.3,,,,154.4,131.3,,,23.1,840.7,,137.8,137.8,,,,19.0,,,,,,133.8,,,133.8,290.6,250.0,,,,,85.3,,,,,,85.3,335.3,625.9,,,,,,,1068.7,1068.7,,1068.7,1694.6,
07/30/2005,1679.8,165.5,14.5,151.0,0.0,,,629.8,,,629.8,,33.9,,,,,829.2,691.6,,,,159.0,136.5,5.6,130.9,22.5,850.6,,120.4,120.4,,,,19.0,,,,,,108.4,,,108.4,247.8,250.0,,,,,84.8,,,,,,84.8,334.8,582.6,,,,,,,1097.2,1097.2,,1097.2,1679.8,
10/29/2005,1769.2,129.8,95.2,34.6,0.0,,,750.4,,,750.4,,36.2,,,,,916.4,694.0,,,,158.8,130.8,,,28.0,852.8,,211.4,211.4,,,,19.0,,,,,,123.6,,,123.6,354.0,250.0,,,,,84.4,,,,,,84.4,334.4,688.4,,,,,0.0,,1080.8,1080.8,,1080.8,1769.2,
01/28/2006,1798.4,339.784,65.834,273.95,0.0,0.0,,576.545,,,576.545,,27.347,,,,,943.676,681.801,1239.886,-558.085,0.0,172.923,129.348,118.642,10.706,43.575,854.724,,135.555,135.555,,,,19.337,19.0,0.337,0.337,,,140.564,,,140.564,295.456,250.611,250.0,0.611,0.611,,80.058,,,,,,80.058,330.669,626.125,0.0,12.503,,,0.0,1159.711,0.061,1172.275,0.0,1172.275,1798.4,
04/29/2006,1837.8,287.4,64.2,223.2,0.0,,,633.8,,,633.8,,25.0,,,,,946.2,702.9,,,,188.7,144.8,,,43.9,891.6,,187.3,187.3,,,,19.0,,,,,,138.2,,,138.2,344.5,250.0,,,,,75.9,,,,,,75.9,325.9,670.4,,,,,0.0,,1167.4,1167.4,,1167.4,1837.8,
07/29/2006,1775.3,180.4,49.0,131.4,0.0,,,671.0,,,671.0,,23.5,,,,,874.9,710.5,,,,189.9,160.3,14.7,145.6,29.6,900.4,,211.8,211.8,,,,18.8,,,,,,110.3,,,110.3,340.9,250.0,,,,,70.6,,,,,,70.6,320.6,661.5,,,,,0.0,,1113.8,1113.8,,1113.8,1775.3,
10/28/2006,1851.0,118.9,58.1,60.8,0.0,,,793.8,,,793.8,,24.6,,,,,937.3,721.5,,,,192.2,147.7,,,44.5,913.7,,230.0,230.0,,,,18.8,,,,,,124.0,,,124.0,372.8,250.0,,,,,69.6,,,,,,69.6,319.6,692.4,,,,,0.0,,1158.6,1158.6,,1158.6,1851.0,
02/03/2007,1882.2,306.8,85.0,221.8,0.0,,,605.0,0.0,0.0,605.0,0.0,56.1,,,,,967.9,715.3,1413.3,-698.0,0.0,199.0,146.6,133.3,13.3,52.4,914.3,,198.1,198.1,,,,18.8,,,,,,175.3,,,175.3,392.2,250.0,,,,,72.3,,,,,,72.3,322.3,714.5,0.0,1.0,,,0.0,1166.6,0.1,1167.7,0.0,1167.7,1882.2,
05/05/2007,1762.9,188.5,59.8,128.7,,,,599.7,,,,,50.0,,,,,838.2,715.3,,,,209.4,145.5,,,63.9,924.7,,186.7,186.7,,,,18.8,,,,,,120.0,,,120.0,325.5,250.0,,,,,89.5,,,,,,89.5,339.5,665.0,,,,,0.0,,1097.9,1097.9,,1097.9,1762.9,
08/04/2007,1837.0,187.5,43.5,144.0,,,,651.7,,,,,53.6,,,,,892.8,725.4,,,,218.8,148.9,,,69.9,944.2,,230.7,230.7,,,,18.5,,,,,,139.2,,,139.2,388.4,250.0,,,,,95.3,,,,,,95.3,345.3,733.7,0.0,,,,0.0,,1103.3,1103.3,0.0,1103.3,1837.0,
11/03/2007,1867.9,30.0,30.0,,,,,801.0,,,,,63.1,,,,,894.1,748.7,,,,225.1,149.1,,,76.0,973.8,,257.6,257.6,,,,18.5,,,,,,158.1,,,158.1,434.2,335.2,,,,,113.7,,,,,,113.7,448.9,883.1,0.0,,,,0.0,,984.8,984.8,0.0,984.8,1867.9,
02/02/2008,1787.7,81.1,40.6,40.5,0.0,,,641.2,0.0,0.0,641.2,0.0,66.5,,,,,788.8,743.6,1575.1,-831.5,0.0,255.3,147.8,133.3,14.5,107.5,998.9,,200.4,200.4,,,,18.5,,,,,,187.0,,,187.0,405.9,250.0,,,,,143.4,,,,,,143.4,393.4,799.3,0.0,0.9,,,0.0,987.4,0.1,988.4,0.0,988.4,1787.7,
05/03/2008,1771.1,84.2,84.2,0.0,0.0,0.0,0.0,652.7,,,,,60.2,,,22.6,60.2,797.1,733.7,,,0.0,240.3,133.3,133.3,0.0,84.4,974.0,,233.6,204.4,29.2,,,18.5,0.0,,,,18.5,119.7,,,119.7,371.8,250.0,250.0,,,,111.9,,,,,20.6,91.3,361.9,733.7,0.0,,,,0.0,,1037.4,1037.4,0.0,1037.4,1771.1,
08/02/2008,1864.7,114.6,114.6,0.0,0.0,0.0,0.0,717.1,,,,,64.1,,,26.3,64.1,895.8,726.1,,,0.0,242.8,133.3,133.3,0.0,83.2,968.9,,272.8,272.8,0.0,,,18.0,0.0,,,,18.0,121.1,,,121.1,411.9,250.0,250.0,,,,116.5,,,,,20.3,96.2,366.5,778.4,0.0,,,,0.0,,1086.3,1086.3,0.0,1086.3,1864.7,
11/01/2008,1921.7,78.6,78.6,0.0,0.0,0.0,0.0,836.5,,,,,45.6,,,22.9,45.6,960.7,725.8,,,0.0,235.2,133.3,133.3,0.0,79.0,961.0,,241.5,238.4,3.1,,,17.6,0.0,,,,17.6,152.8,,,152.8,411.9,250.0,250.0,,,,119.7,,,,,19.6,100.1,369.7,781.6,0.0,,,,0.0,,1140.1,1140.1,,1140.1,1921.7,
01/31/2009,2035.7,364.4,364.4,0.0,0.0,0.0,0.0,675.8,,,,,33.0,,0.0,33.0,25.3,1073.2,710.3,1680.6,-970.3,0.0,252.2,133.3,133.3,0.0,85.9,962.5,,239.8,192.9,46.9,0.0,0.0,17.6,0.0,,,,17.6,152.5,0.0,0.0,152.5,409.9,250.0,250.0,,,,122.6,0.0,,,,14.7,107.9,372.6,782.5,0.0,38.9,0.9,38.0,0.0,1216.9,-2.6,1253.2,0.0,1253.2,2035.7,
05/02/2009,2073.7,355.2,355.2,0.0,0.0,0.0,0.0,688.2,,,,,65.8,,,41.5,65.8,1109.2,705.0,,,0.0,259.5,133.3,133.3,0.0,84.7,964.5,,251.5,208.6,42.9,,,17.6,0.0,,,,17.6,145.3,,,145.3,414.4,250.0,250.0,,,,127.8,,,,,15.0,112.8,377.8,792.2,0.0,,,,0.0,,1281.5,1281.5,,1281.5,2073.7,
08/01/2009,2135.1,358.2,358.2,0.0,0.0,0.0,0.0,741.2,,,,,67.6,,,47.9,67.6,1167.0,698.6,,,0.0,269.5,133.3,133.3,0.0,88.3,968.1,,282.6,273.8,8.8,,,17.5,0.0,,,,17.5,141.8,,,141.8,441.9,250.0,250.0,,,,132.8,,,,,16.1,116.7,382.8,824.7,0.0,,,,0.0,,1310.4,1310.4,,1310.4,2135.1,
10/31/2009,2180.5,342.1,342.1,0.0,0.0,0.0,0.0,846.2,,,,,32.4,,,34.4,32.4,1220.7,705.1,,,0.0,254.7,133.3,133.3,0.0,87.0,959.8,,272.9,261.4,11.5,,,17.5,0.0,,,,17.5,178.2,,,178.2,468.6,250.0,250.0,,,,137.0,,,,,15.4,121.6,387.0,855.6,0.0,,,,0.0,,1324.9,1324.9,,1324.9,2180.5,
01/30/2010,2289.7,599.4,571.6,27.8,0.0,0.0,0.0,679.8,,,,,26.4,,0.0,35.0,20.2,1305.6,714.3,1794.8,-1080.5,0.0,269.8,133.3,133.3,0.0,101.5,984.1,,268.5,219.9,48.6,0.0,0.0,17.5,0.0,,,,17.5,189.9,0.0,4.1,189.9,475.9,250.0,250.0,,,,134.6,0.0,0.0,0.0,0.0,14.4,116.1,384.6,860.5,0.0,0.9,0.87523,0.02477,0.0,1430.7,-2.4,1429.2,,1429.2,2289.7,
05/01/2010,2142.7,390.1,338.6,51.5,0.0,0.0,0.0,707.7,,,,,47.0,,,43.5,47.0,1144.8,719.4,,,0.0,278.5,133.3,133.3,0.0,101.7,997.9,,296.3,258.6,37.7,,,17.5,0.0,,,,17.5,154.4,,,154.4,468.2,250.0,250.0,,,,131.5,,,,,15.0,116.5,381.5,849.7,,,,,0.0,,1293.0,1293.0,,1293.0,2142.7,
07/31/2010,2257.3,480.3,429.3,51.0,0.0,0.0,0.0,751.6,,,,,29.8,,,52.7,29.8,1261.7,724.1,,,0.0,271.5,133.3,133.3,0.0,85.5,995.6,,316.4,288.6,27.8,,,16.5,0.0,,,,16.5,159.0,,,159.0,491.9,250.0,250.0,,,,133.9,,,,,15.2,118.7,383.9,875.8,,,,,0.0,,1381.5,1381.5,,1381.5,2257.3,
10/30/2010,2362.1,392.0,309.5,82.5,0.0,0.0,0.0,934.9,,,,,39.5,,,40.0,39.5,1366.4,741.4,,,0.0,254.3,133.3,133.3,0.0,81.0,995.7,,322.7,303.2,19.5,,,16.5,0.0,,,,16.5,227.3,,,227.3,566.5,250.0,250.0,,,,133.4,,,,,14.8,118.6,383.4,949.9,,,,,0.0,,1412.2,1412.2,,1412.2,2362.1,
