Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Provision for Loan Losses,Non-Cash Items,Gain on Sale of Secs & Loans,Deferred Income Taxes,Stock-Based Compensation,Other Non-Cash Adjustments,Net Ch in Operating Capital,Trading Assets & Liab,Net Ch in Operating Loans,Other Op Assets/Liab,Net Cash From Disc Ops,Cash from Investing Activities,Net Change in Fixed Assets,Disposal of Fixed Assets,Capital Expenditures/Prop Add,Net Change in Investments,Decrease in Investments,Dec in HTM Investments,Dec in AFS Investments,Dec in Other Investments,Increase in Investments,Inc in HTM Investments,Inc in AFS Investments,Inc in Other Investments,Net Ch in Loans & Interbank,Net Ch in Customer Loans,Net Ch in Interbank Assets,Net Ch in Loans,Net Cash from Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Net Ch in Interbank Trans,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Net Change In Deposits,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
12/31/2003,-2371,2726,284,583.0,108,,247.0,,-139,-6072,,,,,-10719.0,-310.0,0.0,-310.0,-1020.0,16827.0,,,,-17847.0,,,,-9183.0,,,,,,,,-206.0,18032.0,-1165.0,17316.0,,,,,-3755.0,446.0,-4201.0,5603.0,33.0,,4942.0,,,
03/31/2004,-16055,2681,263,624.0,-561,,-66.0,,-495,-19062,,,,,-73620.0,-249.0,0.0,-249.0,-71624.0,13354.0,,,,-84978.0,,,,-2332.0,,,,,,,,585.0,84887.0,-1159.0,64582.0,,,,,12.0,985.0,-973.0,21479.0,-27.0,,-4788.0,,,
06/30/2004,5927,3849,469,789.0,-740,,55.0,,-795,1560,,,,,9462.0,-336.0,0.0,-336.0,-2198.0,37126.0,,,,-39324.0,,,,7676.0,,,,,,,,4320.0,-5896.0,-1643.0,-3209.0,,,,,-830.0,1185.0,-2015.0,-213.0,-1.0,,9493.0,,,
09/30/2004,-12271,3764,446,650.0,-1123,,-391.0,,-732,-16008,,,,,-31496.0,-385.0,0.0,-385.0,6096.0,47684.0,,,,-41588.0,,,,-37987.0,,,,,,,,780.0,41230.0,-1838.0,28198.0,,,,,-990.0,771.0,-1761.0,15845.0,15.0,,-2537.0,,,
12/31/2004,18877,3849,458,706.0,-15,,-117.0,,102,13879,,,,,-31900.0,107.0,107.0,0.0,-31049.0,46634.0,,,,-77683.0,,,,-318.0,,,,,,,,-640.0,12707.0,-1828.0,-11997.0,,,,,-766.0,771.0,-1537.0,27312.0,-14.0,,-316.0,,,
03/31/2005,-11884,4393,448,580.0,-4402,,-267.0,193.0,-4328,-12903,,,,,-81692.0,-254.0,0.0,-254.0,-25865.0,48687.0,,,,-74552.0,,,,-55359.0,,,,,,,,-214.0,93338.0,-1835.0,84819.0,,,,,-1003.0,987.0,-1990.0,11417.0,-60.0,,-238.0,,,
06/30/2005,4501,4657,442,875.0,-1311,,692.0,210.0,-2213,-162,,,,,-19893.0,-309.0,0.0,-309.0,-10920.0,105283.0,,,,-116203.0,,,,-9242.0,,,,,,,,578.0,20629.0,-1814.0,18407.0,,,,,-1292.0,537.0,-1829.0,5430.0,-102.0,,5237.0,,,
09/30/2005,-3091,3841,439,1159.0,5047,,,,5047,-13577,,,,,-14619.0,-295.0,0.0,-295.0,2383.0,12035.0,,,,-9652.0,,,,-14027.0,,,,,,,,-2680.0,16546.0,-2023.0,27880.0,,,,,-379.0,83.0,-462.0,-8940.0,8.0,,-1164.0,,,
12/31/2005,-1749,3574,439,1400.0,1277,,1270.0,,7,-8439,,,,,-34241.0,-370.0,0.0,-370.0,4218.0,8287.0,,,,-4069.0,,,,-36856.0,,,,,,,,-1233.0,40218.0,-2011.0,34330.0,,,,,-245.0,1239.0,-1484.0,8193.0,-49.0,,4228.0,,,
03/31/2006,8498,4986,718,1270.0,-1561,,326.0,479.0,-2366,3085,,,,,-12134.0,140.0,140.0,0.0,-14159.0,12389.0,,,,-26548.0,,,,5752.0,,,,,,,,-3867.0,-788.0,-2334.0,-14482.0,,,,,-3046.0,1023.0,-4069.0,19021.0,53.0,,-4424.0,,,
06/30/2006,1532,5475,720,1005.0,-16573,,177.0,204.0,-16954,10905,,,,,-54685.0,-346.0,0.0,-346.0,-1679.0,6568.0,,,,-8247.0,,,,-52563.0,,,,,,,,-97.0,55123.0,-2286.0,65961.0,,,,,-3083.0,914.0,-3997.0,-5584.0,115.0,,1970.0,,,
09/30/2006,-7188,5416,719,1165.0,-8976,,819.0,179.0,-9974,-5512,,,,,6097.0,-192.0,0.0,-192.0,12398.0,15873.0,,,,-3475.0,,,,-6322.0,,,,,,,,213.0,-2215.0,-2538.0,7980.0,,,,,-1516.0,1817.0,-3333.0,-6188.0,47.0,,-3306.0,,,
12/31/2006,11667,5256,712,1570.0,29030,,528.0,,28502,-24901,,,,,-7582.0,-350.0,0.0,-350.0,38405.0,41040.0,,,,-2635.0,,,,-44867.0,,,,,,,,-770.0,1105.0,-2503.0,-26508.0,,,,,-270.0,2690.0,-2960.0,31091.0,-705.0,,5190.0,,,
03/31/2007,-19631,5255,664,1235.0,437,,244.0,,193,-27222,,,,,-24598.0,-358.0,,-358.0,6420.0,9354.0,,,,-2934.0,,,,-28198.0,,,,,,,,-2462.0,39349.0,-2548.0,39479.0,,,,,-2035.0,471.0,-2506.0,4471.0,-18.0,,-4880.0,,,
06/30/2007,16910,5761,671,1810.0,-699,,-34.0,,-665,9367,,,,,-23900.0,-491.0,0.0,-491.0,4451.0,7461.0,,,,-3010.0,,,,-29058.0,,,,,,,,1198.0,10940.0,-2534.0,7118.0,,,,,-283.0,401.0,-684.0,6608.0,31.0,,3950.0,,,
09/30/2007,1529,3698,710,2030.0,3407,,-423.0,,3830,-8316,,,,,-23005.0,-469.0,0.0,-469.0,7983.0,9372.0,,,,-1389.0,,,,-30774.0,,,,,,,,255.0,20933.0,-2894.0,32084.0,,,,,459.0,933.0,-474.0,-8761.0,45.0,,-543.0,,,
12/31/2007,12228,268,4109,8385.0,4755,,-753.0,,5508,3096,,,,,-36977.0,-825.0,0.0,-825.0,786.0,21783.0,,,,-20997.0,,,,-23275.0,,,,,,,,-13663.0,32324.0,-2902.0,-8861.0,,,,,999.0,1125.0,-126.0,43050.0,38.0,,7575.0,9196.0,51829.0,
03/31/2008,-3832,1210,774,6010.0,4979,,-1041.0,,6020,-16805,,,,,1803.0,-431.0,,-431.0,-3877.0,31717.0,,,,-35594.0,,,,7031.0,,,,,,,,-920.0,10.0,-3049.0,-1774.0,,,,,12959.0,12959.0,0.0,-8108.0,-18.0,,-2019.0,,,
06/30/2008,15030,3410,795,5830.0,-2605,,272.0,,-2877,7600,,,,,-19726.0,-678.0,0.0,-678.0,-17447.0,30047.0,,,,-47494.0,,,,-2461.0,,,,,,,,860.0,3311.0,-3044.0,11865.0,,,,,6837.0,6837.0,0.0,-12305.0,-42.0,,-1385.0,,,
09/30/2008,20078,1177,862,6450.0,-4062,,-660.0,,-3402,15651,,,,,30471.0,-417.0,0.0,-417.0,-516.0,26455.0,,,,-26971.0,,,,24402.0,,,,,,,,7002.0,-50335.0,-3402.0,-73287.0,,,,,209.0,209.0,0.0,26297.0,-152.0,,214.0,,,
12/31/2008,-27242,-1789,9423,20815.0,-10192,,-4760.0,,-5432,-36076,,,,,-15478.0,-572.0,0.0,-572.0,-15451.0,59562.0,,,,-75013.0,,,,9835.0,,,,,,,,-9290.0,36236.0,-2033.0,4344.0,,,,,24906.0,24906.0,0.0,8946.0,73.0,,-6484.0,,,
03/31/2009,54797,4247,1098,13380.0,-8481,-1498.0,486.0,,-7469,44553,27119.0,,17434.0,0.0,176611.0,-531.0,0.0,-531.0,60876.0,67460.0,280.0,67180.0,0.0,-6584.0,-8.0,-6576.0,0.0,81337.0,-6636.0,87408.0,565.0,31804.0,0.0,31804.0,0.0,3125.0,-90726.0,-1097.0,-92044.0,-10135.0,-71444.0,24246.0,-34711.0,30000.0,30000.0,0.0,-27596.0,11.0,-79.0,140603.0,,,
06/30/2009,10814,3224,1107,13375.0,993,-632.0,-239.0,,1864,-7885,14071.0,,-21956.0,0.0,6463.0,-709.0,0.0,-709.0,3732.0,42637.0,515.0,42122.0,0.0,-38905.0,-1811.0,-37094.0,0.0,-12655.0,15282.0,-33218.0,5281.0,0.0,0.0,0.0,0.0,16095.0,-50418.0,-1288.0,-79803.0,-89580.0,16905.0,18389.0,-25517.0,13468.0,13468.0,0.0,17234.0,-29.0,47.0,-33094.0,,,
09/30/2009,32066,-1001,1096,11705.0,13082,-1554.0,3313.0,,11323,7184,1637.0,,5547.0,0.0,24751.0,-292.0,0.0,-292.0,22163.0,61728.0,1036.0,60692.0,0.0,-39565.0,-858.0,-38707.0,0.0,10936.0,10575.0,-358.0,719.0,0.0,0.0,0.0,0.0,-8056.0,-44928.0,-1148.0,-47918.0,-33957.0,-14061.0,20174.0,-20074.0,0.0,0.0,0.0,4157.0,-19.0,157.0,12046.0,,,
12/31/2009,32054,-194,1013,10110.0,-6797,-1039.0,-3190.0,,-2568,27922,16995.0,,10927.0,0.0,-49900.0,-708.0,,-708.0,-48955.0,55050.0,940.0,54110.0,0.0,-104005.0,-1237.0,-102768.0,0.0,-319.0,2036.0,-3382.0,1027.0,0.0,0.0,0.0,0.0,82.0,-13496.0,-1330.0,-3117.0,7246.0,5607.0,4935.0,-20905.0,-25756.0,,,16712.0,-5.0,269.0,-31073.0,,,
03/31/2010,23876,3182,1012,9805.0,-8731,-734.0,736.0,,-8733,18608,6770.0,,11838.0,0.0,5807.0,-213.0,0.0,-213.0,-11187.0,53712.0,0.0,53712.0,0.0,-64899.0,0.0,-64899.0,0.0,10765.0,12990.0,-3082.0,857.0,2807.0,0.0,2807.0,0.0,3635.0,-6234.0,-450.0,9691.0,-6255.0,15416.0,23280.0,-22750.0,45.0,45.0,0.0,-15509.0,-11.0,6.0,23455.0,,,
06/30/2010,15475,3123,986,8105.0,-15962,-37.0,528.0,,-16453,19223,25338.0,,-6115.0,0.0,-25880.0,64.0,64.0,0.0,11200.0,46105.0,3.0,46102.0,0.0,-34905.0,-100.0,-34805.0,0.0,-41756.0,6667.0,-51091.0,2668.0,0.0,0.0,0.0,0.0,4612.0,16699.0,-440.0,18795.0,-12048.0,36610.0,15640.0,-21407.0,2.0,2.0,0.0,-1635.0,-23.0,-54.0,6240.0,,,
09/30/2010,38032,-7299,964,5396.0,22776,-883.0,1830.0,,21829,16195,-13995.0,,30190.0,0.0,-36882.0,-322.0,0.0,-322.0,-5703.0,32831.0,0.0,32831.0,0.0,-38534.0,0.0,-38534.0,0.0,-25636.0,-7361.0,-22379.0,4104.0,0.0,0.0,0.0,0.0,-5221.0,-21256.0,-449.0,-41432.0,-8539.0,-10606.0,12604.0,-34891.0,6.0,6.0,0.0,20634.0,-15.0,188.0,-19918.0,,,
12/31/2010,5211,-1244,950,5129.0,14345,-872.0,-2486.0,,17703,-13969,2662.0,,-16631.0,0.0,26608.0,-516.0,0.0,-516.0,-22643.0,38278.0,8.0,38270.0,0.0,-60921.0,0.0,-60921.0,0.0,40286.0,-14846.0,54715.0,417.0,0.0,0.0,0.0,0.0,9481.0,-54596.0,-423.0,-87282.0,-4856.0,-51246.0,691.0,-31871.0,-53.0,0.0,-53.0,33108.0,54.0,88.0,-22689.0,,,
03/31/2011,-576,2049,892,3814.0,6845,-546.0,292.0,,7099,-14176,7750.0,,-21926.0,0.0,-13968.0,-352.0,0.0,-352.0,5646.0,29125.0,0.0,29125.0,0.0,-23479.0,0.0,-23479.0,0.0,-19918.0,1326.0,-21714.0,470.0,0.0,0.0,0.0,0.0,656.0,3557.0,-415.0,-5812.0,-1638.0,15162.0,8621.0,-27957.0,39.0,39.0,0.0,9745.0,0.0,102.0,-10885.0,,,
06/30/2011,51779,-8826,877,3255.0,8685,-899.0,-3710.0,,13294,47788,-3034.0,,50822.0,0.0,-1436.0,-137.0,0.0,-137.0,4659.0,41026.0,0.0,41026.0,0.0,-36367.0,0.0,-36367.0,0.0,-6135.0,-9473.0,2291.0,1047.0,0.0,0.0,0.0,0.0,177.0,-28496.0,-403.0,-46326.0,-7692.0,-21000.0,8338.0,-25972.0,0.0,0.0,0.0,18233.0,0.0,138.0,21985.0,,,
09/30/2011,-11358,6232,871,3407.0,-16429,-737.0,438.0,,-16130,-5439,3872.0,,-9311.0,0.0,-6194.0,-253.0,0.0,-253.0,-4919.0,39447.0,44.0,39403.0,0.0,-44366.0,-26168.0,-18198.0,0.0,-9256.0,3334.0,-12856.0,266.0,0.0,0.0,0.0,0.0,8234.0,-18603.0,-445.0,-26109.0,-16763.0,8595.0,5977.0,-23918.0,5003.0,5003.0,0.0,2945.0,3.0,-507.0,-36662.0,,,
12/31/2011,24645,1991,845,2934.0,-5288,-1192.0,1031.0,,-5127,24163,11642.0,,12521.0,0.0,74027.0,-565.0,0.0,-565.0,36985.0,67861.0,558.0,67303.0,0.0,-30876.0,-9384.0,-21492.0,0.0,30197.0,-1246.0,30817.0,626.0,0.0,0.0,0.0,0.0,7410.0,-61154.0,-475.0,-52325.0,1829.0,-33252.0,3065.0,-23967.0,-42.0,0.0,-42.0,-8312.0,0.0,-281.0,37237.0,,,
03/31/2012,-15603,653,787,2418.0,6738,-752.0,-195.0,,7685,-26199,-27168.0,,969.0,0.0,-11406.0,65.0,65.0,0.0,-23532.0,43370.0,972.0,42398.0,0.0,-66902.0,0.0,-66902.0,0.0,11449.0,20038.0,-9076.0,487.0,0.0,0.0,0.0,0.0,612.0,35139.0,-483.0,26638.0,3506.0,43627.0,10275.0,-30770.0,697.0,697.0,0.0,8270.0,17.0,560.0,8690.0,,,
06/30/2012,16873,2463,763,1773.0,-27343,-400.0,354.0,,-27297,39217,15504.0,22411.0,1302.0,0.0,9250.0,9.0,9.0,0.0,3896.0,39295.0,1479.0,36333.0,1483.0,-35399.0,-2608.0,-32791.0,0.0,4451.0,9815.0,-2203.0,-3161.0,0.0,0.0,0.0,0.0,894.0,-30373.0,-483.0,-23823.0,-788.0,27423.0,3906.0,-54364.0,-23.0,0.0,-23.0,-6086.0,42.0,-825.0,-5075.0,,,
09/30/2012,9298,340,752,1774.0,2864,-339.0,672.0,,2531,3568,-3757.0,,7325.0,0.0,-17960.0,-220.0,0.0,-220.0,-6475.0,31427.0,1629.0,29798.0,0.0,-37902.0,-6498.0,-31404.0,0.0,-11894.0,-10750.0,-1518.0,374.0,0.0,0.0,0.0,0.0,629.0,-9345.0,-471.0,-37041.0,-3728.0,-12014.0,3829.0,-25128.0,6.0,23.0,-17.0,28082.0,79.0,705.0,-17302.0,,,
12/31/2012,-25909,732,736,2204.0,3106,-171.0,-3566.0,,6843,-32687,-31719.0,,-968.0,0.0,-15578.0,151.0,220.0,-69.0,-5852.0,39427.0,2181.0,37246.0,0.0,-45279.0,-11885.0,-33394.0,0.0,-10221.0,-22200.0,11366.0,613.0,0.0,0.0,0.0,0.0,344.0,46995.0,-472.0,5415.0,-4007.0,19359.0,4190.0,-14127.0,0.0,40.0,-40.0,41954.0,98.0,-1171.0,4337.0,,,
03/31/2013,26468,1483,687,1713.0,2237,-68.0,-146.0,,2451,20348,22642.0,1206.0,-3500.0,0.0,1670.0,55.0,55.0,0.0,3781.0,40071.0,2567.0,36830.0,674.0,-36290.0,-2713.0,-33577.0,0.0,-2364.0,719.0,5255.0,-8338.0,0.0,0.0,0.0,0.0,198.0,-36552.0,-482.0,-26005.0,11467.0,-45110.0,20194.0,-12556.0,24.0,24.0,0.0,-10078.0,-11.0,-1358.0,-9772.0,,,
06/30/2013,46128,4012,676,1211.0,-40198,-457.0,1030.0,,-40771,80427,18576.0,42665.0,19186.0,0.0,-3962.0,-153.0,0.0,-153.0,12436.0,75317.0,2488.0,71386.0,1443.0,-62881.0,-7843.0,-55038.0,0.0,-16298.0,-13956.0,-3721.0,1379.0,0.0,0.0,0.0,0.0,53.0,-49129.0,-472.0,-23165.0,4272.0,-15540.0,4980.0,-16877.0,-5555.0,996.0,-6551.0,-14400.0,-5537.0,-737.0,-7700.0,,,
09/30/2013,8227,2497,658,296.0,-12157,-356.0,1926.0,,-13727,16933,-7319.0,18678.0,5574.0,0.0,9602.0,-255.0,0.0,-255.0,17571.0,44007.0,1984.0,39920.0,2103.0,-26436.0,-1807.0,-24629.0,0.0,-7674.0,-17684.0,10628.0,-618.0,0.0,0.0,0.0,0.0,-40.0,9690.0,-362.0,-23033.0,-5701.0,-6335.0,7506.0,-18503.0,4682.0,4682.0,0.0,29335.0,-932.0,434.0,27953.0,,,
12/31/2013,11994,3439,662,336.0,57141,-390.0,452.0,,57079,-49584,-29.0,-50530.0,975.0,0.0,17748.0,-168.0,0.0,-168.0,-6302.0,58462.0,1433.0,56431.0,598.0,-64764.0,-2025.0,-62739.0,0.0,24427.0,-3335.0,24588.0,3174.0,0.0,0.0,0.0,0.0,-209.0,-19451.0,-361.0,-26885.0,5971.0,-28168.0,12978.0,-17666.0,-1351.0,3331.0,-4682.0,9153.0,-7.0,-202.0,10089.0,,,
03/31/2014,22723,-276,629,1009.0,-195,-377.0,-732.0,,914,21556,13536.0,-1998.0,10018.0,0.0,-29415.0,-266.0,0.0,-266.0,-13830.0,51296.0,1326.0,48976.0,994.0,-65126.0,-1447.0,-63679.0,0.0,-15422.0,8767.0,-26224.0,2035.0,0.0,0.0,0.0,0.0,103.0,27017.0,-344.0,14402.0,5410.0,5002.0,19245.0,-15255.0,-1408.0,34.0,-1442.0,14379.0,-12.0,-2.0,20323.0,,,
06/30/2014,4778,2291,626,411.0,-17657,-382.0,1052.0,,-18327,19107,-662.0,21349.0,-1580.0,0.0,-14394.0,-185.0,0.0,-185.0,-7602.0,48582.0,1690.0,46457.0,435.0,-56184.0,-6760.0,-49424.0,0.0,-6632.0,-1378.0,-10003.0,4749.0,0.0,0.0,0.0,0.0,25.0,10679.0,-360.0,9113.0,-5536.0,14721.0,16544.0,-16616.0,1261.0,1494.0,-233.0,679.0,-14.0,191.0,1254.0,,,
09/30/2014,27051,1783,1880,2056.0,-28076,-1191.0,554.0,,-27439,49408,13009.0,29458.0,6941.0,0.0,-31942.0,-684.0,0.0,-684.0,-35703.0,174481.0,5250.0,167674.0,1557.0,-210184.0,-10742.0,-199442.0,0.0,4430.0,21379.0,-29301.0,12352.0,0.0,0.0,0.0,0.0,15.0,3513.0,-1469.0,9389.0,-12724.0,19819.0,46917.0,-44623.0,2920.0,4595.0,-1675.0,-7290.0,-37.0,-1285.0,-2663.0,,,
12/31/2014,3744,3050,642,219.0,-10749,-290.0,593.0,,-11052,10582,-7143.0,9070.0,8655.0,0.0,23682.0,0.0,0.0,0.0,-9904.0,41088.0,2639.0,38429.0,20.0,-50992.0,-2532.0,-48460.0,0.0,35421.0,-2219.0,31836.0,5804.0,0.0,0.0,0.0,0.0,-2519.0,-15714.0,-837.0,-23221.0,-2103.0,-16648.0,4656.0,-9126.0,1396.0,1396.0,0.0,6955.0,-7.0,-1782.0,9930.0,,,
03/31/2015,245,3097,608,765.0,-11202,-268.0,68.0,14.0,-11016,6977,3222.0,10975.0,-7220.0,0.0,-13512.0,0.0,0.0,0.0,2657.0,49440.0,2973.0,46467.0,0.0,-46783.0,-3354.0,-43429.0,0.0,-16076.0,-3482.0,-14793.0,2199.0,0.0,0.0,0.0,0.0,-93.0,38512.0,-846.0,2155.0,2098.0,2481.0,9254.0,-11678.0,2980.0,2980.0,0.0,34232.0,-9.0,-1291.0,23954.0,,,
06/30/2015,-3332,5134,603,780.0,-7118,-168.0,1331.0,13.0,-8294,-2731,-4506.0,9419.0,-7644.0,0.0,-14473.0,0.0,0.0,0.0,-6010.0,35653.0,3954.0,31699.0,0.0,-41663.0,-3819.0,-37844.0,0.0,-8262.0,3482.0,6227.0,-17971.0,0.0,0.0,0.0,0.0,-201.0,17830.0,-917.0,23142.0,6633.0,9266.0,16407.0,-9164.0,-775.0,0.0,-775.0,-3608.0,-12.0,946.0,971.0,,,
