Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1997,4583.0,,-1961.0,,2622.0,,-1780.0,,,842.0,-900.0,225.0,225.0,0.0,0.0,675.0,-58.0,-85.0,,,-143,21.0,,,-164.0,-33.0,-197,-11.0,0.0,-208,-208.0,,2599.448,-0.08,-0.0725,0.08,2599.448,-0.08,-0.0725,0.08,
03/31/1998,3947.0,,-1787.0,,2160.0,,-1549.0,,,611.0,-598.0,221.0,221.0,0.0,0.0,377.0,13.0,-22.0,,,-9,0.0,,,-9.0,-11.0,-20,-11.0,0.0,-31,-31.0,,2590.384,-0.0125,-0.0125,0.07375,2590.384,-0.0125,-0.0125,0.07375,
06/30/1998,4292.0,,-1886.0,,2406.0,,-1782.0,,,624.0,-814.0,228.0,228.0,0.0,0.0,586.0,-190.0,21.0,,,-169,0.0,,,-169.0,39.0,-130,-11.0,0.0,-141,-141.0,,2590.864,-0.055,-0.055,0.06625,2590.864,-0.055,-0.055,0.06625,
09/30/1998,4328.0,,-1860.0,,2468.0,,-1886.0,,,582.0,-239.0,215.0,215.0,0.0,0.0,24.0,343.0,-174.0,,,169,0.0,,,169.0,-11.0,158,-11.0,0.0,147,147.0,,2590.864,0.05625,0.05625,0.05875,2590.88,0.05625,0.05625,0.05875,
12/31/1998,4470.0,,-1997.0,,2473.0,,-1865.0,,,608.0,-1388.0,216.0,216.0,0.0,0.0,1172.0,-780.0,198.0,,,-582,0.0,,,-582.0,-3.0,-585,,0.0,-585,-585.0,,2590.824,-0.2275,-0.2275,-0.4375,2590.824,-0.2275,-0.2275,-0.4375,
03/31/1999,4221.0,,-2109.0,,2112.0,,-1704.0,,,408.0,-255.0,216.0,216.0,,0.0,39.0,153.0,-70.0,,,83,0.0,,,83.0,-7.0,76,0.0,0.0,76,76.0,,2592.424,0.0275,0.0275,0.0275,2594.408,0.0275,0.0275,0.0275,
06/30/1999,1907.0,,-843.0,,1064.0,,-844.0,,,220.0,-221.0,77.0,77.0,,0.0,144.0,-1.0,-38.0,,,-39,-2418.0,,,2379.0,0.0,2379,0.0,,2379,2379.0,,869.624024,2.735,-0.045,0.1125,869.624024,2.735,-0.045,0.1125,
09/30/1999,1991.0,,-842.0,,1149.0,,-887.0,,,262.0,-46.0,,43.0,,0.0,3.0,216.0,-120.0,,,96,221.0,,,-125.0,0.0,-125,0.0,,-125,-125.0,,868.711976,-0.14375,0.11,0.12625,870.479984,-0.14375,0.11,0.12625,
12/31/1999,,,,,,,,,,-4.0,146.0,,0.0,,0.0,-146.0,142.0,-87.0,,,55,49.0,,,6.0,7.0,13,0.0,0.0,13,13.0,,800.0,0.01625,0.07,0.09625,800.0,0.01625,0.07,0.09625,
03/31/2000,1904.0,,-826.0,,1078.0,,-881.0,,,197.0,-28.0,,43.0,-24.0,0.0,9.0,169.0,-89.0,,,80,0.0,,,80.0,0.0,80,0.0,0.0,80,80.0,,828.080017,0.09625,0.09625,0.09625,828.288025,0.09625,0.09625,0.09625,
06/30/2000,2053.0,,-885.0,,1168.0,,-922.0,,,246.0,-26.0,,43.0,-21.0,0.0,4.0,220.0,-111.0,,,109,0.0,,,109.0,0.0,109,0.0,0.0,109,109.0,,811.0,0.135,0.135,0.1325,813.271973,0.13375,0.13375,0.13125,
09/30/2000,2089.0,,-882.0,,1207.0,,-943.0,,,264.0,-22.0,,43.0,-30.0,0.0,9.0,242.0,-125.0,,,117,0.0,,,117.0,0.0,117,0.0,0.0,117,117.0,,801.695984,0.14625,0.14625,0.14625,808.544006,0.145,0.145,0.145,
12/31/2000,2041.0,,-803.0,,1238.0,,-1031.0,,,207.0,-90.0,,39.0,-44.0,0.0,95.0,117.0,-71.0,,,46,-1475.0,,,1521.0,0.0,1521,0.0,0.0,1521,1521.0,,799.679993,1.9025,0.0575,0.125,809.328003,1.87875,0.05625,0.12375,
03/31/2001,1456.0,,-837.0,,619.0,,-422.0,,,197.0,4.0,,38.0,-46.0,0.0,4.0,201.0,-101.0,,,100,0.0,,,100.0,0.0,100,0.0,0.0,100,100.0,,801.935974,0.125,0.125,0.125,817.312012,0.1225,0.1225,0.1225,
06/30/2001,1704.0,,-976.0,,728.0,,-461.0,,,267.0,-10.0,,38.0,-32.0,0.0,4.0,257.0,-130.0,,,127,0.0,,,127.0,0.0,127,0.0,0.0,127,127.0,,789.632019,0.16125,0.16125,0.16125,805.335999,0.1575,0.1575,0.1575,
09/30/2001,1628.0,,-916.0,,712.0,,-446.0,,,266.0,-8.0,,37.0,-32.0,0.0,3.0,258.0,-130.0,,,128,9.0,,,119.0,0.0,119,0.0,0.0,119,119.0,,765.047974,0.155,0.1675,0.1675,779.744019,0.1525,0.16375,0.16375,
12/31/2001,1481.0,,-831.0,,650.0,,-462.0,,,188.0,-12.0,,37.0,-27.0,0.0,2.0,176.0,-87.0,,,89,0.0,,,89.0,0.0,89,0.0,0.0,89,89.0,,748.768005,0.11875,0.11875,0.11875,765.16803,0.11625,0.11625,0.11625,
03/31/2002,1515.0,,-882.0,,633.0,,-336.0,,,297.0,-23.0,,36.0,-16.0,0.0,3.0,274.0,-107.0,,,167,502.0,,,-335.0,0.0,-335,0.0,0.0,-335,-335.0,,731.40802,-0.4575,0.22875,0.22875,748.455994,-0.4475,0.22375,0.22375,
06/30/2002,1705.0,,-976.0,,729.0,,-357.0,,,372.0,-26.0,,36.0,-12.0,0.0,2.0,346.0,-135.0,,,211,0.0,,,211.0,0.0,211,0.0,0.0,211,211.0,,718.59198,0.29375,0.29375,0.29375,736.208008,0.28625,0.28625,0.28625,
09/30/2002,1585.0,,-985.0,,600.0,,-348.0,,,252.0,-24.0,,38.0,-16.0,0.0,2.0,228.0,-89.0,,,139,0.0,,,139.0,0.0,139,0.0,0.0,139,139.0,,703.495972,0.1975,0.1975,0.1975,714.984009,0.195,0.195,0.195,
12/31/2002,1406.0,,-889.0,,517.0,,-422.0,,,95.0,-260.0,,37.0,-18.0,0.0,241.0,-165.0,66.0,,,-99,-40.0,,,-59.0,0.0,-59,0.0,0.0,-59,-59.0,,685.968018,-0.08625,-0.145,0.05125,685.968018,-0.08625,-0.145,0.05125,
03/31/2003,1218.0,,-749.0,,469.0,,-334.0,,,135.0,-19.0,,36.0,-10.0,0.0,-7.0,116.0,-45.0,,,71,0.0,,,71.0,0.0,71,0.0,0.0,71,71.0,,672.247986,0.105,0.105,0.105,679.616028,0.105,0.105,0.105,
06/30/2003,1431.0,,-855.0,,576.0,,-381.0,,,195.0,-78.0,22.0,29.0,-7.0,0.0,56.0,117.0,-47.0,,,70,0.0,,,70.0,0.0,70,0.0,0.0,70,70.0,,667.83197,0.105,0.105,0.10625,671.888,0.10375,0.10375,0.105,
09/30/2003,1384.0,,-814.0,,570.0,,-313.0,,,257.0,-3921.0,,25.0,-6.0,0.0,3902.0,-3664.0,213.0,,,-3451,0.0,,,-3451.0,0.0,-3451,0.0,0.0,-3451,-3451.0,,668.304016,-5.16375,-5.16375,0.179625,668.304016,-5.16375,-5.16375,0.179625,
12/31/2003,1234.0,,-800.0,,434.0,,-299.0,,,135.0,-622.0,,21.0,-6.0,0.0,607.0,-487.0,108.0,,,-379,-243.0,,,-136.0,0.0,-136,0.0,0.0,-136,-136.0,,669.911987,-0.2025,-0.56625,0.104,669.911987,-0.2025,-0.56625,0.104,
03/31/2004,1218.0,,-711.0,,507.0,,-295.0,,,212.0,-11.0,,20.0,-5.0,0.0,-4.0,201.0,-79.0,,,122,0.0,,,122.0,0.0,122,0.0,0.0,122,122.0,,674.192016,0.18125,0.18125,0.2075,681.903992,0.17875,0.17875,0.205,
06/30/2004,1352.0,,-797.0,,555.0,,-298.0,,,257.0,-8.0,17.0,21.0,-4.0,0.0,-9.0,249.0,-99.0,,,150,-1.0,,,151.0,0.0,151,0.0,0.0,151,151.0,,675.888,0.22375,0.2225,0.24625,682.776001,0.22125,0.22,0.24375,
09/30/2004,1866.0,,-1139.0,,727.0,,-388.0,,,339.0,-6.0,14.0,21.0,-7.0,0.0,-8.0,333.0,-43.0,,,290,-49.0,,,339.0,0.0,339,0.0,0.0,339,339.0,,1015.080017,0.33375,0.28625,0.23125,1019.736023,0.3325,0.285,0.23,
12/31/2004,2001.0,,-1225.0,,776.0,,-498.0,,,278.0,-232.0,12.0,23.0,-14.0,0.0,223.0,46.0,19.0,,,65,-11.0,,,76.0,0.0,76,0.0,0.0,76,76.0,,1179.736,0.065,0.055,0.16125,1181.552,0.06375,0.055,0.16125,
03/31/2005,1957.0,,-1111.0,,846.0,,-379.0,,,467.0,-11.0,7.0,24.0,-17.0,0.0,4.0,456.0,-175.0,,,281,0.0,,,281.0,0.0,281,0.0,0.0,281,281.0,,1179.072021,0.23875,0.23875,0.21625,1180.671997,0.2375,0.2375,0.215,
06/30/2005,2103.0,,-1241.0,,862.0,,-391.0,,,471.0,-70.0,13.0,26.0,-13.0,0.0,57.0,401.0,-150.0,,,251,0.0,,,251.0,0.0,251,0.0,0.0,251,251.0,,1179.063965,0.2125,0.2125,0.23375,1180.599976,0.2125,0.2125,0.23375,
09/30/2005,2149.0,,-1384.0,,765.0,,-408.0,,,357.0,-15.0,8.0,31.0,-23.0,0.0,7.0,342.0,-129.0,,,213,0.0,,,213.0,0.0,213,0.0,0.0,213,213.0,,1179.167969,0.18125,0.18125,0.2675,1180.671997,0.18,0.18,0.265,
12/31/2005,2047.0,,-1183.0,,864.0,,-433.0,,,431.0,-214.0,0.0,32.0,-32.0,0.0,214.0,217.0,23.0,,,240,-57.0,,,297.0,0.0,297,0.0,0.0,297,297.0,,1179.36,0.25125,0.20375,0.25625,1180.8,0.25125,0.20375,0.25625,
03/31/2006,1960.0,,-1165.0,,795.0,,-349.0,,,446.0,1.0,-1.0,35.0,-36.0,0.0,0.0,447.0,-167.0,,,280,-65.0,,,345.0,0.0,345,0.0,0.0,345,345.0,,1179.81604,0.2925,0.2375,0.23625,1181.135986,0.2925,0.2375,0.23625,
06/30/2006,2291.0,,-1276.0,,1015.0,,-399.0,,,616.0,-26.0,29.0,52.0,-23.0,0.0,-3.0,590.0,-223.0,,,367,-9.0,,,376.0,0.0,376,0.0,0.0,376,376.0,,1180.112061,0.31875,0.31125,0.31375,1181.439941,0.31875,0.31125,0.31375,
09/30/2006,2190.0,,-1202.0,,988.0,,-444.0,,,544.0,-55.0,58.0,92.0,-34.0,,-3.0,489.0,-180.0,,,309,,,,309.0,,309,,,309,309.0,432.220859,1180.232,0.2625,0.2625,0.63,1181.68,0.2625,0.2625,0.6275,
12/31/2006,2069.0,,-1160.0,,909.0,,-494.0,,,415.0,-132.0,48.0,91.0,-43.0,0.0,84.0,283.0,-103.0,,,180,0.0,,,180.0,0.0,180,0.0,0.0,180,180.0,,1180.372,0.1525,0.1525,0.2025,1181.88,0.1525,0.1525,0.2025,
03/31/2007,2148.0,,-1175.0,,973.0,,-399.0,,,574.0,-50.0,51.0,89.0,-38.0,0.0,-1.0,524.0,-196.0,,,328,0.0,,,328.0,0.0,328,0.0,0.0,328,328.0,,1180.151978,0.2775,0.2775,0.2775,1181.832031,0.2775,0.2775,0.2775,
06/30/2007,2348.0,,-1343.0,,1005.0,,-410.0,,,595.0,-80.0,64.0,87.0,-23.0,0.0,16.0,515.0,-191.0,,,324,-1.0,,,325.0,0.0,325,0.0,0.0,325,325.0,,1176.615967,0.275,0.275,0.275,1178.495972,0.275,0.275,0.275,
09/30/2007,2297.0,,-1250.0,,1047.0,,-445.0,,,602.0,-41.0,48.0,81.0,-33.0,0.0,-7.0,561.0,-203.0,,,358,0.0,,,358.0,0.0,358,0.0,0.0,358,358.0,,1176.676025,0.305,0.305,0.305,1178.823975,0.3025,0.3025,0.3025,
12/31/2007,2230.0,,-1192.0,,1038.0,,-456.0,450.0,6.0,582.0,-109.0,41.0,81.0,-40.0,,68.0,473.0,-176.0,,,297,,,,297.0,0.0,297,0.0,0.0,297,297.0,,1176.712,0.2525,0.2525,0.2875,1179.084,0.2525,0.2525,0.2875,
03/31/2008,2057.0,,-1164.0,,893.0,,-387.0,,,506.0,290.0,50.0,72.0,-22.0,0.0,-340.0,796.0,-291.0,,,505,0.0,,,505.0,0.0,505,0.0,0.0,505,505.0,,1176.823975,0.43,0.43,0.25,1179.456055,0.4275,0.4275,0.25,
06/30/2008,2339.0,,-1305.0,,1034.0,,-397.0,,,637.0,-57.0,55.0,68.0,-13.0,0.0,2.0,580.0,-216.0,,,364,0.0,,,364.0,0.0,364,0.0,0.0,364,364.0,,1174.468018,0.31,0.31,0.715,1177.004028,0.31,0.31,0.715,
09/30/2008,2272.0,,-1229.0,,1043.0,,-380.0,,,663.0,-329.0,52.0,68.0,-16.0,0.0,277.0,334.0,-123.0,,,211,0.0,,,211.0,0.0,211,0.0,0.0,211,211.0,,1165.699951,0.18,0.18,0.3225,1168.171997,0.18,0.18,0.3225,
12/31/2008,2177.0,,-1165.0,,1012.0,,-358.0,,,654.0,-236.0,58.0,67.0,-9.0,0.0,178.0,418.0,-160.0,,,258,0.0,,,258.0,0.0,258,0.0,0.0,258,258.0,112.0,1162.132,0.2225,0.2225,0.3175,1164.556,0.2225,0.2225,0.3175,
03/31/2009,1921.0,1921.0,-998.0,998.0,923.0,0.0,-826.0,365.0,461.0,97.0,-80.0,61.0,66.0,-5.0,,19.0,17.0,-9.0,,,8,0.0,0.0,0.0,8.0,0.0,8,0.0,0.0,8,678.15,670.15,1165.696,0.0075,0.0075,0.581755,1166.424,0.0075,0.0075,0.581755,
06/30/2009,2250.0,2250.0,-1201.0,1201.0,1049.0,0.0,-400.0,393.0,7.0,649.0,-47.0,59.0,64.0,-5.0,,-12.0,602.0,-225.0,,,377,0.0,0.0,0.0,377.0,0.0,377,0.0,0.0,377,829.4,452.4,1165.376,0.3225,0.3225,0.711702,1166.796,0.3225,0.3225,0.710229,
09/30/2009,2152.0,2152.0,-1138.0,1138.0,1014.0,0.0,-378.0,371.0,7.0,636.0,-57.0,55.0,60.0,-5.0,,2.0,579.0,-217.0,,,362,0.0,0.0,0.0,362.0,0.0,362,0.0,0.0,362,779.95,417.95,1165.484,0.31,0.31,0.669207,1167.68,0.31,0.31,0.667932,
12/31/2009,2096.0,2096.0,-1148.0,1148.0,948.0,0.0,-555.0,379.0,176.0,393.0,-57.0,57.0,61.0,-4.0,,0.0,336.0,-121.0,,,215,0.0,0.0,0.0,215.0,0.0,215,0.0,0.0,215,725.95,510.95,1165.536,0.185,0.185,0.622846,1168.32,0.185,0.185,0.622337,
03/31/2010,1986.0,1986.0,-1070.0,1070.0,916.0,0.0,-346.0,339.0,7.0,570.0,-58.0,56.0,60.0,-4.0,,2.0,512.0,-214.0,,,298,216.0,216.0,0.0,82.0,0.0,82,0.0,0.0,82,706.55,408.55,2331.452,0.035,0.1275,0.303051,2337.356,0.035,0.1275,0.302291,
06/30/2010,2245.0,2245.0,-1183.0,1183.0,1062.0,0.0,-442.0,398.0,44.0,620.0,-69.0,59.0,61.0,-2.0,,10.0,551.0,-210.0,,,341,0.0,0.0,0.0,341.0,0.0,341,0.0,0.0,341,807.5,466.5,1166.032,0.29,0.29,0.692519,1169.13,0.29,0.29,0.689015,
09/30/2010,2239.0,2239.0,-1184.0,1184.0,1055.0,0.0,-393.0,387.0,6.0,662.0,-44.0,52.0,55.0,-3.0,,-8.0,618.0,-237.0,,,381,0.0,0.0,0.0,381.0,0.0,381,0.0,0.0,381,818.5,437.5,1166.104,0.325,0.325,0.70191,1170.022,0.325,0.325,0.698924,
12/31/2010,2081.0,2081.0,-1146.0,1146.0,935.0,0.0,-447.0,409.0,38.0,488.0,-56.0,53.0,56.0,-3.0,,3.0,432.0,-170.0,,,262,0.0,0.0,0.0,262.0,0.0,262,0.0,0.0,262,804.25,542.25,1166.104,0.225,0.225,0.68969,1171.002,0.225,0.225,0.688065,
03/31/2011,1991.0,1991.0,-1035.0,1035.0,956.0,0.0,-333.0,327.0,6.0,623.0,-52.0,52.0,55.0,-3.0,,0.0,571.0,-190.0,,,381,0.0,0.0,0.0,381.0,0.0,381,0.0,0.0,381,745.75,364.75,1166.006,0.325,0.325,0.639576,1171.294,0.325,0.325,0.636408,
06/30/2011,2267.0,2267.0,-1193.0,1193.0,1074.0,0.0,-494.0,488.0,6.0,580.0,-52.0,52.0,55.0,-3.0,,0.0,528.0,-201.0,,,327,0.0,0.0,0.0,327.0,0.0,327,0.0,0.0,327,837.55,510.55,1165.804,0.28,0.28,0.718431,1171.748,0.28,0.28,0.715716,
09/30/2011,2200.0,2200.0,-1125.0,1125.0,1075.0,0.0,-395.0,389.0,6.0,680.0,-54.0,52.0,55.0,-3.0,,2.0,626.0,-232.0,,,394,0.0,0.0,0.0,394.0,0.0,394,0.0,0.0,394,846.2,452.2,1165.824,0.34,0.34,0.725839,1172.164,0.335,0.335,0.720782,
12/31/2011,2083.0,2083.0,-1111.0,1111.0,972.0,0.0,-456.0,402.0,54.0,516.0,-55.0,54.0,56.0,-2.0,,1.0,461.0,-157.0,,,304,0.0,0.0,0.0,304.0,0.0,304,0.0,0.0,304,800.25,496.25,1160.922,0.26,0.26,0.689323,1167.856,0.26,0.26,0.684924,
03/31/2012,1933.0,1933.0,-994.0,994.0,939.0,0.0,-453.0,298.0,155.0,486.0,-57.0,54.0,56.0,-2.0,,3.0,429.0,-159.0,,,270,0.0,0.0,0.0,270.0,0.0,270,0.0,0.0,270,726.05,456.05,1148.912,0.235,0.235,0.631946,1155.078,0.235,0.235,0.629822,
06/30/2012,2176.0,2176.0,-1112.0,1112.0,1064.0,0.0,-330.0,325.0,5.0,734.0,-58.0,56.0,58.0,-2.0,,2.0,676.0,-233.0,,,443,0.0,0.0,0.0,443.0,0.0,443,0.0,0.0,443,853.95,410.95,1138.288,0.39,0.39,0.750205,1141.86,0.39,0.39,0.749896,
09/30/2012,2117.0,2117.0,-1082.0,1082.0,1035.0,0.0,-316.0,311.0,5.0,719.0,-56.0,55.0,56.0,-1.0,,1.0,663.0,-243.0,,,420,0.0,0.0,0.0,420.0,0.0,420,0.0,0.0,420,837.35,417.35,1124.774,0.375,0.375,0.74446,1128.79,0.37,0.37,0.739732,
12/31/2012,2078.0,2078.0,-1133.0,1133.0,945.0,0.0,-670.0,536.0,134.0,275.0,-90.0,62.0,64.0,-2.0,,28.0,185.0,-46.0,,,139,0.0,0.0,0.0,139.0,0.0,139,0.0,0.0,139,809.15,670.15,1112.582,0.125,0.125,0.727272,1117.252,0.125,0.125,0.72482,
03/31/2013,1883.0,1883.0,-694.0,694.0,1189.0,0.0,-302.0,301.0,1.0,887.0,-58.0,60.0,62.0,-2.0,,-2.0,829.0,-321.0,,,508,0.0,0.0,0.0,508.0,0.0,508,0.0,0.0,508,572.2,64.2,1102.706,0.46,0.46,0.518906,1106.9,0.46,0.46,0.518,
06/30/2013,2179.0,2179.0,-999.0,999.0,1180.0,0.0,-382.0,380.0,2.0,798.0,-66.0,64.0,65.0,-1.0,,2.0,732.0,-271.0,,,461,0.0,0.0,0.0,461.0,0.0,461,0.0,0.0,461,802.65,341.65,1092.64,0.42,0.42,0.734597,1096.004,0.42,0.42,0.731723,
09/30/2013,2135.0,2135.0,-1004.0,1004.0,1131.0,0.0,-340.0,339.0,1.0,791.0,-71.0,65.0,66.0,-1.0,,6.0,720.0,-263.0,,,457,0.0,0.0,0.0,457.0,0.0,457,0.0,0.0,457,813.8,356.8,1085.262,0.42,0.42,0.749865,1089.3,0.42,0.42,0.74755,
12/31/2013,2039.0,2039.0,-981.0,981.0,1058.0,0.0,-402.0,369.0,33.0,656.0,-196.0,65.0,66.0,-1.0,,131.0,460.0,-168.0,,,292,0.0,0.0,0.0,292.0,0.0,292,0.0,0.0,292,677.95,385.95,1078.79,0.27,0.27,0.628436,1083.39,0.27,0.27,0.626243,
03/31/2014,1935.0,1935.0,-930.0,930.0,1005.0,0.0,-415.0,413.0,2.0,590.0,-59.0,58.0,59.0,-1.0,,1.0,531.0,-193.0,193.0,0.0,338,-25.0,-25.0,0.0,363.0,0.0,363,0.0,0.0,363,682.4,344.4,1073.526,0.34,0.315,0.635663,1077.766,0.335,0.315,0.63455,
06/30/2014,2162.0,2162.0,-959.0,959.0,1203.0,0.0,-367.0,364.0,3.0,836.0,-61.0,61.0,62.0,-1.0,,0.0,775.0,-283.0,,,492,0.0,0.0,0.0,492.0,0.0,492,0.0,0.0,492,749.0094,257.0094,1066.622,0.46,0.46,0.702225,1069.53,0.46,0.46,0.700302,
09/30/2014,2240.0,2240.0,-1034.0,1034.0,1206.0,0.0,-394.0,391.0,3.0,812.0,-65.0,75.0,76.0,-1.0,,-10.0,747.0,-280.0,,,467,0.0,0.0,0.0,467.0,0.0,467,0.0,0.0,467,845.6,378.6,1062.568,0.44,0.44,0.795808,1065.834,0.44,0.44,0.795215,
12/31/2014,2134.0,2134.0,-1135.0,1135.0,999.0,0.0,-706.0,703.0,3.0,293.0,-84.0,89.0,89.0,0.0,,-5.0,209.0,-61.0,,,148,0.0,0.0,0.0,148.0,0.0,148,0.0,0.0,148,778.65,630.65,1062.568,0.14,0.14,0.7328,1066.632,0.14,0.14,0.731254,
03/31/2015,2057.0,2057.0,-850.0,850.0,1207.0,0.0,-514.0,511.0,3.0,693.0,-73.0,90.0,91.0,-1.0,,-17.0,620.0,-231.0,231.0,0.0,389,0.0,0.0,0.0,389.0,0.0,389,0.0,0.0,389,723.76994,334.76994,1063.053,0.36,0.36,0.680841,1066.994,0.36,0.36,0.673751,
06/30/2015,2403.0,2403.0,-1084.0,1084.0,1319.0,0.0,3045.0,451.0,-3496.0,4364.0,-125.0,105.0,105.0,0.0,,20.0,4239.0,-2311.0,,,1928,0.0,0.0,0.0,1928.0,0.0,1928,0.0,0.0,1928,950.15,-977.85,2272.708,0.85,0.85,0.418069,2278.712,0.845,0.845,0.415876,
09/30/2015,3161.0,3161.0,-1404.0,1404.0,1757.0,0.0,-551.0,453.0,98.0,1206.0,-191.0,186.0,189.0,-3.0,,5.0,1015.0,-358.0,,,657,0.0,0.0,0.0,657.0,0.0,657,0.0,0.0,657,781.0,124.0,1429.101,0.46,0.46,0.546497,1432.448,0.46,0.46,0.546497,
12/31/2015,3054.0,3054.0,-1350.0,1350.0,1704.0,0.0,-1014.0,683.0,331.0,690.0,-180.0,183.0,185.0,-2.0,,-3.0,510.0,-231.0,,,279,0.0,0.0,0.0,279.0,0.0,279,0.0,0.0,279,1134.25,855.25,1428.219,0.2,0.19,0.794171,1432.03,0.19,0.19,0.787229,
03/31/2016,2917.0,2917.0,-1165.0,1165.0,1752.0,0.0,4390.0,465.0,-4855.0,6142.0,-423.0,171.0,174.0,-3.0,,252.0,5719.0,-2154.0,2154.0,0.0,3565,0.0,0.0,0.0,3565.0,0.0,3565,0.0,0.0,3565,1130.5,-2434.5,1427.448,2.5,2.5,0.791973,1431.069,2.49,2.49,0.788824,
