Date,Revenue,Sales & Services Revenue,Financing Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
07/31/1993,1502.287964,,,-903.739014,,598.54895,,-540.189026,,,58.360001,-40.268999,,52.362999,,0.0,-12.094,18.091002,-9.238,8.853,0.0,,,8.853002,0.0,8.853,0.0,,8.853,8.853,,252.617996,0.035,0.035,,252.617996,0.035,0.035,0.035,
10/30/1993,1789.314941,,,-1081.727051,,707.587891,,-604.580994,,,103.007004,-39.992001,,52.708,,0.0,-12.716,63.015003,-42.733002,20.282,0.0,,,20.282001,0.0,20.282,0.0,,20.282,20.282,,252.621994,0.08,0.08,,252.621994,0.08,0.08,0.08,
01/29/1994,2347.543945,,,-1436.756958,,910.786987,,-623.166016,,,287.621002,-40.605998,,52.384998,,0.0,-11.779,247.015004,-101.056999,145.957993,0.0,,,145.958005,0.0,145.957993,0.0,,145.957993,145.957993,,252.580002,0.58,0.58,0.58,252.580002,0.58,0.58,0.58,
04/30/1994,1653.630005,,,-1008.135986,,645.494019,,-542.088013,,,103.405998,-45.338999,,56.362999,,0.0,-11.024,58.066999,-25.846001,32.221001,0.0,,,32.220999,0.0,32.221001,0.0,,32.221001,32.221001,,252.927994,0.125,0.125,,252.927994,0.125,0.125,0.125,
07/30/1994,1596.099976,,,-975.338989,,620.760986,,-534.791016,,,85.970001,-75.703001,,59.318001,,0.0,16.385,10.267,-6.495,3.772,0.0,,,3.772,0.0,3.772,0.0,,3.772,3.772,,253.156006,0.015,0.015,,253.156006,0.015,0.015,0.015,
10/29/1994,1926.811035,,,-1185.926025,,740.88501,,-611.562988,,,129.322006,-50.985999,,61.896999,,0.0,-10.911,78.336007,-33.993,44.342999,0.0,,,44.343007,0.0,44.342999,0.0,,44.342999,44.342999,,253.199997,0.175,0.175,,253.199997,0.175,0.175,0.175,
01/28/1995,3139.335938,,,-1961.962036,,1177.373902,,-860.679993,,,316.694,-132.080002,,84.537003,,0.0,47.542999,184.613998,-77.334,107.279999,0.0,,,107.279998,0.0,107.279999,0.0,,107.279999,107.279999,,303.631988,0.355,0.355,0.355,303.631988,0.355,0.355,0.355,
04/29/1995,2988.006104,,,-1823.921021,,1164.085083,,-1153.281006,,,10.804,-97.551999,,109.500999,,0.0,-11.949,-86.747999,29.749001,-56.999001,0.0,,,-56.998999,0.0,-56.999001,0.0,,-56.999001,-56.999001,,365.364014,-0.155,-0.155,,365.364014,-0.155,-0.155,-0.155,
07/29/1995,3047.249023,,,-1862.915039,,1184.333984,,-1067.886963,,,116.446999,-217.82,,114.056999,,0.0,103.763,-101.373001,34.446999,-66.926003,0.0,,,-66.926003,0.0,-66.926003,0.0,,-66.926003,-66.926003,,365.660004,-0.185,-0.185,,365.660004,-0.185,-0.185,-0.185,
10/28/1995,3748.368896,,,-2328.576904,,1419.791992,,-1275.680054,,,144.112,-169.422995,,142.216995,,0.0,27.205999,-25.310995,-21.084,-46.395,0.0,,,-46.394995,0.0,-46.395,0.0,,-46.395,-46.395,,394.033997,-0.12,-0.12,,394.033997,-0.12,-0.12,-0.12,
02/03/1996,5264.88916,,,-3302.371094,,1962.518066,,-1251.483032,,,711.034973,-295.743988,,142.356995,,0.0,153.386993,415.290985,-170.417999,244.873001,0.0,,,244.872986,0.0,244.873001,0.0,,244.873001,244.873001,,405.26001,0.605,0.605,0.605,405.26001,0.605,0.605,0.605,
05/04/1996,3300.665,,,-2014.648,,1286.017,,-1153.065,,,132.952,-189.969,,123.345,-11.064,,77.688,-57.017,19.071,-37.946,,,,-37.946,,-37.946,,,-37.946,-37.946,,413.42,-0.09,-0.09,-0.09,413.42,-0.09,-0.09,-0.09,
08/03/1996,3284.228,,,-1995.573,,1288.655,,-1113.984,,,174.671,-214.531,,126.996,-11.382,,98.917,-39.86,12.667,-27.193,,,,-27.193,,-27.193,,,-27.193,-27.193,,415.326,-0.065,-0.065,-0.065,415.326,-0.065,-0.065,-0.065,
11/02/1996,3609.147949,,,-2189.903076,,1419.244873,,-1187.629028,,,231.615997,-157.665001,,124.510002,,0.0,33.154999,73.950996,-32.150002,41.800999,0.0,,,41.800995,0.0,41.800999,0.0,,41.800999,41.800999,,415.640015,0.1,0.1,0.165,415.640015,0.1,0.1,0.165,
02/01/1997,5034.958008,,,-3088.562012,,1946.395996,,-1283.805054,,,662.591003,-198.229995,,123.764999,,0.0,74.464996,464.361008,-175.158997,289.201996,0.0,,,289.202011,0.0,289.201996,0.0,,289.201996,289.201996,,415.914002,0.695,0.695,0.825,444.799988,0.655,0.655,0.785,
05/03/1997,3409.091064,,,-2086.86499,,1322.226074,,-1174.166016,,,148.059998,-104.376999,,114.724998,,0.0,-10.348,43.682999,-19.624001,24.059,0.0,,,24.058998,0.0,24.059,0.0,,24.059,24.059,,417.0,0.06,0.06,0.06,427.200012,0.055,0.055,0.055,
08/02/1997,3452.829102,,,-2098.670898,,1354.158203,,-1142.297974,,,211.860001,-99.263002,,106.358002,,0.0,-7.095,112.596999,-46.227001,66.370003,38.673,,,27.696997,0.0,27.697001,0.0,,27.697001,27.697001,,418.799988,0.065,0.16,0.16,452.0,0.065,0.155,0.155,
11/01/1997,3746.275879,,,-2286.918945,,1459.356934,,-1191.395996,,,267.960999,-91.878,,100.957001,,0.0,-9.079,176.082998,-70.969002,105.113998,0.0,,,105.113997,0.0,105.113998,0.0,,105.113998,105.113998,,419.799988,0.25,0.25,0.25,458.200012,0.235,0.235,0.235,
01/31/1998,5059.804199,,,-3108.544922,,1951.259277,,-1238.140015,,,713.119019,-87.481999,,95.959999,,0.0,-8.478,625.637019,-246.179993,379.457001,0.327,,,379.130026,0.0,379.130005,0.0,,379.130005,379.130005,,420.276001,0.9,0.9,0.9,459.359985,0.83,0.83,0.83,
05/02/1998,3456.0,,,-2106.0,,1350.0,,-1169.0,,,181.0,-77.0,,83.0,-6.0,0.0,0.0,104.0,-44.0,60.0,0.0,,,60.0,0.0,60.0,0.0,,60.0,60.0,,421.399994,0.145,0.145,0.145,463.200012,0.135,0.135,0.135,
08/01/1998,3523.0,,,-2101.0,,1422.0,,-1155.0,,,267.0,-74.0,,76.0,-2.0,0.0,0.0,193.0,-86.0,107.0,0.0,,,107.0,0.0,107.0,0.0,,107.0,107.0,,421.0,0.255,0.255,0.255,464.799988,0.235,0.235,0.235,
10/31/1998,3647.0,,,-2229.0,,1418.0,,-1161.0,,,257.0,-72.0,,74.0,-2.0,0.0,0.0,185.0,-75.0,110.0,23.0,,,87.0,0.0,87.0,0.0,,87.0,87.0,,414.399994,0.21,0.265,0.265,444.799988,0.2,0.25,0.25,
01/30/1999,5207.0,,,-3180.0,,2027.0,,-1277.0,,,750.0,-69.0,,71.0,,0.0,-2.0,681.0,-273.0,408.0,0.0,,,408.0,0.0,408.0,0.0,,408.0,408.0,,419.0,0.975,0.975,0.975,434.200012,0.94,0.94,0.94,
05/01/1999,3600.0,,,-2174.0,,1426.0,0.0,-1201.0,1201.0,0.0,225.0,-75.0,75.0,78.0,-3.0,0.0,0.0,150.0,-63.0,87.0,0.0,,,87.0,0.0,87.0,0.0,0.0,87.0,87.0,,418.0,0.21,0.21,0.21,432.8,0.2,0.2,0.2,
07/31/1999,4006.0,,,-2319.0,,1687.0,,-1369.0,,,318.0,-85.0,,87.0,-2.0,0.0,0.0,233.0,-96.0,137.0,0.0,,,137.0,0.0,137.0,0.0,0.0,137.0,137.0,,419.799988,0.325,0.325,0.325,443.799988,0.305,0.305,0.305,
10/30/1999,4137.0,,,-2454.0,,1683.0,,-1381.0,,,302.0,-91.0,,95.0,-4.0,0.0,0.0,211.0,-88.0,123.0,0.0,,,123.0,0.0,123.0,0.0,0.0,123.0,123.0,,420.799988,0.295,0.295,0.295,439.799988,0.28,0.28,0.28,
01/29/2000,5973.0,,,-3496.0,,2477.0,,-1621.0,,,856.0,-104.0,,108.0,,0.0,-4.0,752.0,-304.0,448.0,0.0,,,448.0,0.0,448.0,0.0,0.0,448.0,448.0,,424.600006,1.055,1.055,1.055,439.799988,1.02,1.02,1.02,
04/29/2000,3573.0,,,-2152.0,,1421.0,,-1152.0,,,269.0,-151.0,,,-2.0,0.0,153.0,118.0,,118.0,29.0,,,,0.0,89.0,0.0,0.0,89.0,89.0,,425.600006,0.21,0.28,0.28,432.600006,0.205,0.275,0.275,
07/29/2000,3679.0,,,-2173.0,,1506.0,,-1104.0,,,402.0,-208.0,,,-2.0,0.0,210.0,194.0,,194.0,131.0,,,,0.0,63.0,0.0,0.0,63.0,63.0,,413.200012,0.155,0.47,0.47,417.0,0.15,0.465,0.465,
10/28/2000,3782.0,,,-2295.0,,1487.0,,-1218.0,,,269.0,-160.0,,,-2.0,0.0,162.0,109.0,,109.0,777.0,,,,0.0,-668.0,0.0,0.0,-668.0,-668.0,,402.200012,-1.66,0.27,0.27,402.200012,-1.66,0.27,0.27,
02/03/2001,5604.0,,,-3335.0,,2269.0,,-1438.0,,,831.0,-431.0,,,-2.0,0.0,433.0,400.0,,400.0,68.0,,,,0.0,332.0,0.0,0.0,332.0,332.0,,397.399994,0.835,1.005,1.125,403.200012,0.825,0.995,1.115,
05/05/2001,3556.0,,,-2177.0,,1379.0,,-1175.0,,,204.0,-104.0,,81.0,-3.0,0.0,26.0,100.0,-42.0,58.0,0.0,,,58.0,0.0,58.0,0.0,0.0,58.0,58.0,,396.0,0.15,0.15,0.2155,408.200012,0.145,0.145,0.2085,
08/04/2001,3488.0,,,-2135.0,,1353.0,,-1113.0,,,240.0,-105.0,,78.0,-1.0,0.0,28.0,135.0,-11.0,124.0,14.0,,,110.0,0.0,110.0,0.0,0.0,110.0,110.0,,389.200012,0.28,0.315,0.3845,399.200012,0.275,0.31,0.3775,
11/03/2001,3475.0,,,-2143.0,,1332.0,,-1192.0,,,140.0,-94.0,,82.0,-2.0,0.0,14.0,46.0,-20.0,26.0,23.0,,,3.0,0.0,3.0,0.0,0.0,3.0,3.0,,385.799988,0.01,0.065,0.1015,389.200012,0.01,0.065,0.101,
02/02/2002,5132.0,,,-3129.0,,2003.0,,-1321.0,,,682.0,-183.0,,90.0,-1.0,0.0,94.0,499.0,-189.0,310.0,757.0,,,-447.0,0.0,-447.0,0.0,0.0,-447.0,-447.0,,394.399994,-1.135,0.785,1.005,400.200012,-1.115,0.775,0.99,
05/04/2002,3453.0,,,-2078.0,,1375.0,,-1154.0,,,221.0,-74.0,,78.0,-4.0,0.0,0.0,147.0,-58.0,89.0,0.0,,,89.0,0.0,89.0,0.0,0.0,89.0,89.0,,403.200012,0.22,0.22,0.22,408.0,0.215,0.215,0.215,
08/03/2002,3486.0,,,-2051.0,,1435.0,,-1135.0,,,300.0,-78.0,,83.0,-5.0,0.0,0.0,222.0,-89.0,133.0,-149.0,,,282.0,0.0,282.0,0.0,0.0,282.0,282.0,,403.0,0.7,0.33,0.33,407.0,0.695,0.33,0.33,
11/02/2002,3479.0,,,-2112.0,,1367.0,,-1179.0,,,188.0,-73.0,,77.0,-4.0,0.0,0.0,115.0,-40.0,75.0,-31.0,,,106.0,0.0,106.0,0.0,0.0,106.0,106.0,,390.0,0.27,0.19,0.19,391.799988,0.27,0.19,0.19,
02/01/2003,5017.0,,,-3014.0,,2003.0,,-1369.0,,,634.0,-70.0,,73.0,-3.0,0.0,0.0,564.0,-223.0,341.0,0.0,,,341.0,0.0,341.0,0.0,0.0,341.0,341.0,,381.799988,0.89,0.89,0.995,383.0,0.89,0.89,0.995,
05/03/2003,3291.0,,,-2002.0,,1289.0,,-1143.0,,,146.0,-70.0,,73.0,-3.0,0.0,0.0,76.0,-30.0,46.0,0.0,,,46.0,0.0,46.0,0.0,0.0,46.0,46.0,,378.399994,0.12,0.12,0.135,379.0,0.12,0.12,0.135,
08/02/2003,3434.0,,,-2025.0,,1409.0,,-1145.0,,,264.0,-65.0,,67.0,-2.0,0.0,0.0,199.0,-79.0,120.0,0.0,,,120.0,0.0,120.0,0.0,0.0,120.0,120.0,,371.200012,0.325,0.325,0.34,374.399994,0.32,0.32,0.335,
11/01/2003,3486.0,,,-2091.0,,1395.0,,-1222.0,,,173.0,-61.0,,63.0,-2.0,0.0,0.0,112.0,-45.0,67.0,0.0,,,67.0,0.0,67.0,0.0,0.0,67.0,67.0,,365.200012,0.185,0.185,0.235,371.399994,0.18,0.18,0.225,
01/31/2004,5053.0,,,-2981.0,,2072.0,,-1314.0,,,758.0,-61.0,,63.0,-2.0,0.0,0.0,697.0,-237.0,460.0,0.0,,,460.0,0.0,460.0,0.0,0.0,460.0,460.0,,360.799988,1.275,1.275,1.19,367.799988,1.25,1.25,1.165,
05/01/2004,3517.0,,,-2105.0,,1412.0,,-1196.0,1196.0,0.0,216.0,-60.0,60.0,63.0,-3.0,0.0,0.0,156.0,-60.0,96.0,0.0,,,96.0,0.0,96.0,0.0,0.0,96.0,96.0,,361.0,0.265,0.265,0.265,368.4,0.26,0.26,0.26,
07/31/2004,3581.0,,,-2111.0,,1470.0,,-1225.0,,,245.0,-119.0,,122.0,-3.0,0.0,0.0,126.0,-48.0,78.0,0.0,,,78.0,0.0,78.0,0.0,0.0,78.0,78.0,,358.200012,0.22,0.22,0.375,364.0,0.215,0.215,0.37,
10/30/2004,3525.0,,,-2121.0,,1404.0,,-1229.0,,,175.0,-55.0,,57.0,-2.0,0.0,0.0,120.0,-46.0,74.0,0.0,,,74.0,0.0,74.0,0.0,0.0,74.0,74.0,,344.0,0.215,0.215,0.28,348.799988,0.21,0.21,0.275,
01/29/2005,5074.0,,,-3001.0,,2073.0,,-1310.0,,,763.0,-50.0,,57.0,-7.0,0.0,0.0,713.0,-273.0,440.0,0.0,,,440.0,0.0,440.0,0.0,0.0,440.0,440.0,,337.4,1.305,1.305,1.325,344.8,1.275,1.275,1.295,
04/30/2005,3641.0,,,-2176.0,,1465.0,,-1213.0,,,252.0,-54.0,54.0,60.0,-6.0,0.0,0.0,198.0,-75.0,123.0,0.0,,,123.0,0.0,123.0,0.0,0.0,123.0,123.0,,337.6,0.365,0.365,0.365,345.6,0.355,0.355,0.355,
07/30/2005,3623.0,,,-2126.0,,1497.0,,-1206.0,1206.0,0.0,291.0,-54.0,54.0,61.0,-7.0,0.0,0.0,237.0,-89.0,148.0,0.0,,,148.0,0.0,148.0,0.0,0.0,148.0,148.0,,342.4,0.435,0.435,0.435,351.4,0.42,0.42,0.42,
10/29/2005,5555.0,,,-3312.0,,2243.0,,-1973.0,1973.0,0.0,270.0,272.0,145.0,152.0,-7.0,0.0,-417.0,542.0,-118.0,424.0,-12.0,,,436.0,0.0,436.0,0.0,0.0,436.0,436.0,-271.05,478.5,0.91,0.88,0.31,486.9,0.9,0.87,0.31,
01/28/2006,9571.0,,,-5658.0,,3913.0,,-2588.0,,,1325.0,-258.0,,127.0,-22.0,0.0,153.0,1067.0,-389.0,678.0,-21.0,,,699.0,0.0,699.0,0.0,0.0,699.0,699.0,,545.8,1.28,1.24,1.39,554.2,1.26,1.225,1.37,
04/29/2006,5930.0,,,-3627.0,,2303.0,,-2154.0,2154.0,0.0,149.0,-267.0,138.0,142.0,-4.0,0.0,129.0,-118.0,44.0,-74.0,-22.0,,,-52.0,0.0,-52.0,0.0,0.0,-52.0,-52.0,80.625,550.2,-0.09,-0.13,0.015,550.2,-0.09,-0.13,0.015,
07/29/2006,5995.0,,,-3470.0,,2525.0,,-2117.0,2117.0,0.0,408.0,-85.0,99.0,123.0,-24.0,0.0,-14.0,323.0,-41.0,282.0,-35.0,,,317.0,0.0,317.0,0.0,0.0,317.0,317.0,,552.2,0.57,0.51,0.5,559.2,0.57,0.51,0.5,
10/28/2006,5886.0,,,-3513.0,,2373.0,,-2094.0,2094.0,0.0,279.0,-249.0,104.0,121.0,-17.0,0.0,145.0,30.0,-10.0,20.0,23.0,,,-3.0,0.0,-3.0,0.0,0.0,-3.0,-3.0,97.295,541.7,-0.01,0.03,0.21,549.9,-0.01,0.03,0.21,
02/03/2007,9159.0,,,-5409.0,,3750.0,,-2313.0,2313.0,0.0,1437.0,-226.0,33.0,49.0,-16.0,0.0,193.0,1211.0,-451.0,760.0,27.0,,,733.0,0.0,733.0,0.0,0.0,733.0,733.0,110.0,516.0,1.42,1.47,1.68,523.7,1.4,1.45,1.66,
05/05/2007,5921.0,,,-3564.0,,2357.0,,-2113.0,2113.0,0.0,244.0,-161.0,125.0,137.0,-12.0,,36.0,83.0,-31.0,52.0,16.0,,,36.0,,36.0,0.0,0.0,36.0,36.0,,468.2,0.08,0.11,0.16,476.4,0.08,0.11,0.16,
08/04/2007,5892.0,,,-3507.0,,2385.0,,-2038.0,2038.0,0.0,347.0,-234.0,137.0,146.0,-9.0,0.0,97.0,113.0,-39.0,74.0,0.0,,,74.0,0.0,74.0,0.0,0.0,74.0,74.0,,451.9,0.16,0.16,0.29,457.8,0.16,0.16,0.29,
11/03/2007,5906.0,,,-3585.0,,2321.0,0.0,-2121.0,2121.0,0.0,200.0,-162.0,145.0,149.0,-4.0,,17.0,38.0,-5.0,33.0,0.0,,,33.0,0.0,33.0,0.0,0.0,33.0,33.0,,434.2,0.08,0.08,0.1,438.1,0.08,0.08,0.1,
02/02/2008,8594.0,,,-5021.0,,3573.0,,-2282.0,2282.0,0.0,1291.0,-205.0,125.0,147.0,-22.0,0.0,80.0,1086.0,-336.0,750.0,0.0,,,750.0,0.0,750.0,0.0,0.0,750.0,750.0,44.85,432.1,1.74,1.74,1.84,434.7,1.73,1.73,1.83,
05/03/2008,5747.0,5747.0,,-3527.0,3527.0,2220.0,0.0,-2190.0,2103.0,87.0,30.0,-136.0,136.0,142.0,-6.0,,0.0,-106.0,47.0,-59.0,0.0,0.0,0.0,-59.0,0.0,-59.0,0.0,0.0,-59.0,10.0,69.0,420.9,-0.14,-0.14,0.023759,420.9,-0.14,-0.14,0.023759,
08/02/2008,5718.0,5718.0,,-3346.0,3346.0,2372.0,0.0,-2113.0,2037.0,76.0,259.0,-138.0,138.0,147.0,-9.0,,0.0,121.0,-48.0,73.0,0.0,0.0,0.0,73.0,0.0,73.0,0.0,0.0,73.0,121.0,48.0,421.1,0.17,0.17,0.287343,422.1,0.17,0.17,0.283717,
11/01/2008,5493.0,5493.0,,-3324.0,3324.0,2169.0,0.0,-2101.0,2085.0,16.0,68.0,-143.0,143.0,151.0,-8.0,,0.0,-75.0,31.0,-44.0,0.0,0.0,0.0,-44.0,0.0,-44.0,0.0,0.0,-44.0,-32.7,11.3,421.3,-0.1,-0.1,-0.077617,421.3,-0.1,-0.1,-0.077617,
01/31/2009,7934.0,7934.0,,-4812.0,4812.0,3122.0,0.0,-7857.0,2256.0,5601.0,-4735.0,-143.0,143.0,148.0,-5.0,,0.0,-4878.0,105.0,-4773.0,0.0,0.0,0.0,-4773.0,0.0,-4773.0,0.0,0.0,-4773.0,424.65,5197.65,421.4,-11.33,-11.33,1.007712,421.4,-11.33,-11.33,1.004243,
05/02/2009,5199.0,5199.0,,-3219.0,3219.0,1980.0,0.0,-2094.0,1956.0,138.0,-114.0,-141.0,141.0,143.0,-2.0,,0.0,-255.0,167.0,-88.0,0.0,0.0,0.0,-88.0,0.0,-88.0,0.0,0.0,-88.0,-68.0,20.0,421.4,-0.21,-0.21,-0.161367,421.4,-0.21,-0.21,-0.162539,
08/01/2009,5164.0,5164.0,,-3021.0,3021.0,2143.0,0.0,-1895.0,1861.0,34.0,248.0,-139.0,139.0,141.0,-2.0,,0.0,109.0,-102.0,7.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,7.0,84.0,77.0,421.5,0.02,0.02,0.199288,422.1,0.02,0.02,0.199288,
10/31/2009,5277.0,5277.0,,-3156.0,3156.0,2121.0,0.0,-2066.0,2033.0,33.0,55.0,-137.0,137.0,139.0,-2.0,,0.0,-82.0,47.0,-35.0,0.0,0.0,0.0,-35.0,0.0,-35.0,0.0,0.0,-35.0,-12.0,23.0,420.5,-0.08,-0.08,-0.028537,421.8,-0.08,-0.08,-0.028537,
01/30/2010,7849.0,7849.0,,-4577.0,4577.0,3272.0,0.0,-2398.0,2212.0,186.0,874.0,-139.0,139.0,139.0,0.0,,0.0,735.0,-290.0,445.0,0.0,0.0,0.0,445.0,0.0,445.0,0.0,0.0,445.0,565.9,120.9,422.2,1.05,1.05,1.34036,424.1,1.05,1.05,1.335074,
05/01/2010,5574.0,5574.0,,-3378.0,3378.0,2196.0,0.0,-1993.0,1993.0,0.0,203.0,-162.0,162.0,163.0,-1.0,,0.0,41.0,-18.0,23.0,0.0,0.0,0.0,23.0,0.0,23.0,0.0,0.0,23.0,44.55,21.55,422.6,0.05,0.05,0.105419,426.2,0.05,0.05,0.100563,
07/31/2010,5537.0,5537.0,,-3214.0,3214.0,2323.0,0.0,-1953.0,1953.0,0.0,370.0,-130.0,130.0,131.0,-1.0,,0.0,240.0,-93.0,147.0,0.0,0.0,0.0,147.0,0.0,147.0,0.0,0.0,147.0,147.0,0.0,423.0,0.35,0.35,0.35,426.5,0.35,0.35,0.35,
10/30/2010,5623.0,5623.0,,-3377.0,3377.0,2246.0,0.0,-2069.0,2069.0,0.0,177.0,-164.0,164.0,166.0,-2.0,,0.0,13.0,-3.0,10.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,10.0,34.0,24.0,423.5,0.02,0.02,0.080283,427.6,0.02,0.02,0.076127,
01/29/2011,8269.0,8269.0,,-4855.0,4855.0,3414.0,0.0,-2270.0,2245.0,25.0,1144.0,-118.0,118.0,119.0,-1.0,,0.0,1026.0,-359.0,667.0,0.0,0.0,0.0,667.0,0.0,667.0,0.0,0.0,667.0,678.55,11.55,424.3,1.57,1.57,1.599222,429.1,1.55,1.55,1.576917,
