Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1996,38.875999,,,-21.698,,,17.177999,,-5.77,,,,11.408,-4.2,,4.525,0.0,-0.325,7.208,-2.488,,,4.72,0.0,,,4.72,0.0,4.72,-0.073,,4.647,4.647,,247.781138,0.018489,0.018489,0.018489,247.781138,0.018489,0.018489,0.018489,
12/31/1996,49.451,,,-22.636,,,26.815,,-7.854,,,,18.961,-5.083,,5.006,0.0,0.077,13.878,-4.772,,,9.106,0.0,,,9.106,0.0,9.106,-0.441,,8.665,8.665,,234.154556,0.036978,0.036978,0.036978,234.154556,0.036978,0.036978,0.036978,
03/31/1997,52.171001,,,-23.41,,,28.761002,,-7.786,,,,20.975,-3.952,,5.275,0.0,-1.323,17.023,-5.928,,,11.095,0.0,,,11.095,0.0,11.095,-0.445,,10.65,10.65,,252.468627,0.0416,0.0416,0.0416,275.34362,0.04,0.04,0.04,
06/30/1997,42.955002,,,-24.393999,,,18.561003,,-8.538,,,,10.023,-3.501,,6.515,0.0,-3.014,6.522,-2.342,,,4.18,0.0,,,4.18,0.0,4.18,-0.445,,3.735,3.735,,246.862383,0.0144,0.0144,0.0144,250.603008,0.0144,0.0144,0.0144,
09/30/1997,43.616001,,,-25.01,,,18.606001,,-7.397,,,,11.209,-6.421,,6.891,0.0,-0.47,4.788,-1.565,,,3.223,0.0,,,3.223,0.0,3.223,-0.444,,2.779,2.779,,247.377993,0.011733,0.011733,0.011733,250.527996,0.011733,0.011733,0.011733,
12/31/1997,56.436001,,,-27.004,,,29.432001,,-11.255,,,,18.177,-7.309,,7.996,0.0,-0.687,10.868,-3.682,,,7.186,0.0,,,7.186,0.0,7.186,-0.445,,6.741,6.741,,,,,,,,,,
03/31/1998,49.706001,,,-30.222,,,19.484001,,-8.753,,,,10.731,-10.336,,11.167,0.0,-0.831,0.395,-0.134,,,0.261,0.0,,,0.261,0.0,0.261,-0.445,,-0.184,-0.184,,244.037387,0.0,0.0,0.0,248.806114,0.0,0.0,0.0,
06/30/1998,61.587002,,,-35.791,,,25.796001,,-16.171,,,,9.625,-7.787077,,13.733,0.0,-5.945923,1.837923,-0.634,,,1.204,0.0,,,1.203923,0.0,1.204,-0.445,,0.759,0.759,,274.624854,0.0032,0.0032,0.0032,279.718617,0.0032,0.0032,0.0032,
09/30/1998,66.767998,,,-40.734001,,,26.033997,,-12.95,,,,13.084,-59.35,,13.642,0.0,45.708,-46.266001,15.706,,,-30.559999,0.0,,,-30.56,0.0,-30.559999,-0.444,,-31.003999,-31.003999,,279.781106,-0.1104,-0.1104,-0.0016,282.3936,-0.1104,-0.1104,-0.0016,
12/31/1998,70.127998,,,-48.320999,,,21.806999,,-14.242,,,,7.565,-69.101922,,13.571,0.0,55.530922,-61.536922,20.913,,,-40.624001,0.0,,,-40.623922,0.0,-40.624001,-0.445,,-41.069001,-41.069001,,279.543616,,,,279.543616,,,,
03/31/1999,69.524002,,,-35.561001,,,33.963001,,-21.615999,,,,12.347,-14.877,15.574,15.574,0.0,-0.697,-2.53,0.884,,,-1.646,0.0,,,-1.646,0.0,-1.646,-0.445,,-2.091,-2.091,,279.543618,-0.008,-0.008,-0.008,279.581121,-0.008,-0.008,-0.008,
06/30/1999,65.550003,,,-43.5,,,22.050003,,-11.293,,,,10.757,32.864002,13.209,13.209,0.0,-46.073002,43.621002,-14.835,,,28.785999,0.0,,,28.786002,0.0,28.785999,-0.445,,28.340999,28.340999,,279.581121,0.1008,0.1008,0.0032,295.74985,0.0976,0.0976,0.0032,
09/30/1999,91.379997,,,-58.631001,,,32.748997,,-3.573,,,,29.176001,-9.868001,16.440001,16.440001,0.0,-6.572,19.308,-6.438,,,12.87,0.0,,,12.87,0.645,13.515,-0.444,,13.071,13.071,,305.712356,0.0432,0.0432,0.0288,322.549849,0.0416,0.0416,0.0272,
12/31/1999,111.543999,,,-66.585999,,,44.958,,-5.133,,,,39.825001,-29.618999,,18.990999,0.0,10.628,10.206001,-3.576,,,6.63,0.0,,,6.630001,-0.542,6.088,-0.445,,5.643,5.643,,305.193605,0.0192,0.0192,0.0416,305.193605,0.0192,0.0192,0.0416,
03/31/2000,113.467003,,,-64.922997,,,48.544006,,-7.723,,,,40.820999,10.249001,18.636999,18.636999,0.0,-28.886,51.07,-17.299,,,33.771,0.0,,,33.771,-0.059,33.712002,-0.445,0.0,33.267002,33.267002,,301.837341,0.1104,0.1104,0.0464,317.668589,0.1056,0.1056,0.0416,
06/30/2000,119.664001,,,-67.435997,,,52.228004,,-7.746,,,,44.481998,-42.52,21.025,21.025,0.0,21.495001,1.961998,-0.719,,,1.243,0.0,,,1.242998,0.0,1.243,-0.445,0.0,0.798,0.798,,287.156105,0.0032,0.0032,0.056,291.293595,0.0032,0.0032,0.056,
09/30/2000,161.113998,,,-70.944,,,90.169998,,-12.131,,,,78.039001,-29.845,,20.593,0.0,9.252,48.194001,-16.386,,,31.808001,0.0,,,31.808002,0.0,31.808001,-0.442,0.0,31.366001,31.366001,,289.658179,0.108,0.108,0.1416,311.816505,0.1032,0.1032,0.1368,
12/31/2000,206.886002,,,-79.117996,,,127.768005,,-22.907,,,,104.861,-29.655001,,18.659,0.0,10.996,75.205999,-24.976,,,50.23,0.0,,,50.23,0.0,50.23,-0.426,,49.804,49.804,,307.199833,0.1632,0.1632,0.2184,324.241508,0.1536,0.1536,0.2088,
03/31/2001,249.294006,,,-84.864998,,,164.429008,,-7.425,,,,157.003998,-15.439,16.032,16.032,0.0,-0.593,141.564998,-50.228001,,,91.336998,44.589001,,,46.747997,0.0,46.748001,0.0,0.0,46.748001,46.748001,,332.333176,0.1416,0.2736,0.2736,345.091488,0.1368,0.2664,0.2664,
06/30/2001,209.649994,,,-86.841003,,,122.80899,,-11.785,,,,111.024002,29.641001,,15.323,0.0,-44.964001,140.665003,-50.132,,,90.532997,0.0,,,90.533003,0.0,90.532997,0.0,0.0,90.532997,90.532997,,341.805393,0.2664,0.2664,0.1836,346.860945,0.2628,0.2628,0.1836,
09/30/2001,197.662003,,,-82.617996,,,115.044006,,-10.577,,,,104.467003,4.687,,12.969,0.0,-17.656,109.154003,-38.812,,,70.342003,0.0,,,70.342003,0.0,70.342003,0.0,0.0,70.342003,70.342003,,343.322052,0.2052,0.2052,0.1692,348.91927,0.2016,0.2016,0.1692,
12/31/2001,183.268005,,,-83.181,,,100.087006,,-14.868,,,,85.219002,-21.246,,11.277,0.0,9.969,63.973001,-22.780001,,,41.193001,0.0,,,41.193001,0.0,41.193001,0.0,0.0,41.193001,41.193001,,343.524825,0.1188,0.1188,0.1512,343.524825,0.1188,0.1188,0.1512,
03/31/2002,180.406998,,,-86.413002,,,93.993996,,-14.356,,,,79.638,-10.307,,10.115,0.0,0.192,69.331001,-24.263,,,45.068001,0.0,,,45.068,0.0,45.068001,0.0,0.0,45.068001,45.068001,,343.944272,0.1296,0.1296,0.1296,348.477613,0.1296,0.1296,0.1296,
06/30/2002,189.619003,,,-98.475998,,,91.143005,,-13.528,,,,77.614998,-23.985001,,14.291,0.0,9.694,53.629997,-19.02,,,34.610001,0.0,,,34.609997,0.0,34.610001,0.0,0.0,34.610001,34.610001,,344.724822,0.1008,0.1008,0.1152,350.544267,0.1008,0.1008,0.1152,
09/30/2002,201.645996,,,-103.365997,,,98.279999,,-8.753,,,,89.527,-12.093,,14.962,0.0,-2.869,77.434,-27.141001,,,50.292999,0.0,,,50.293,0.0,50.292999,0.0,0.0,50.292999,50.292999,,348.405388,0.144,0.144,0.1404,350.174835,0.144,0.144,0.1404,
12/31/2002,236.421005,,,-111.375,,,125.046005,,-27.663,,,,97.383003,-11.029,,14.187,0.0,-3.158,86.354003,-30.266001,,,56.088001,0.0,,,56.088002,0.0,56.088001,0.0,0.0,56.088001,56.088001,,347.291497,0.162,0.162,0.162,351.358153,0.162,0.162,0.162,
03/31/2003,253.483994,,,-123.356003,,,130.127991,,-13.097,,,,117.030998,-17.874,15.017,15.017,0.0,2.857,99.156998,-34.705002,,,64.452003,-1.778,,,66.229996,0.0,66.230003,0.0,0.0,66.230003,66.230003,,352.829082,0.1872,0.1824,0.1824,357.32699,0.1872,0.1824,0.1824,
06/30/2003,280.436005,,,-132.951996,,,147.484009,,-27.924999,,,,119.558998,-31.023001,15.77,15.77,0.0,15.253,88.535997,-31.201,,,57.334999,0.0,,,57.334997,0.0,57.334999,0.0,0.0,57.334999,57.334999,,375.343642,0.1536,0.1536,0.168,380.687396,0.1488,0.1488,0.1632,
09/30/2003,322.14801,,,-150.052994,,,172.095016,,-14.367,,,,157.727997,1.901001,16.448,16.448,0.0,-18.349001,159.628998,-56.823002,,,102.806,0.0,,,102.805996,0.0,102.806,0.0,0.0,102.806,102.806,,382.89992,0.2688,0.2688,0.24,388.129074,0.264,0.264,0.2352,
12/31/2003,332.34201,,,-156.513,,,175.82901,,-59.426998,,,,116.402,-19.214,,16.534,0.0,2.68,97.188,-35.279999,,,61.908001,0.0,,,61.908001,0.0,61.908001,0.0,0.0,61.908001,61.908001,,386.78948,0.1584,0.1584,0.1584,391.487405,0.1584,0.1584,0.1584,
03/31/2004,394.921997,,,-169.985001,,,224.936996,,-49.381001,,,,175.556,-26.169999,19.636999,19.636999,0.0,6.533,149.386001,-55.25,,,94.136002,0.0,,,94.136001,0.0,94.136002,0.0,0.0,94.136002,94.136002,,390.908233,0.24,0.24,0.24,394.163237,0.24,0.24,0.24,
06/30/2004,445.037994,,,-186.410995,,,258.626999,,-58.858002,,,,199.768997,-34.252001,22.242001,22.242001,0.0,12.01,165.516996,-66.428001,,,99.088997,0.0,,,99.088995,0.0,99.088997,0.0,0.0,99.088997,99.088997,,407.759908,0.246,0.246,0.276,411.518223,0.24,0.24,0.27,
09/30/2004,507.678986,,,-217.595001,,,290.083984,,-37.560001,,,,252.524002,-24.095,23.292,23.292,0.0,0.803,228.429002,-87.647003,,,140.781998,0.0,,,140.781999,0.0,140.781998,0.0,0.0,140.781998,140.781998,,431.601556,0.324,0.324,0.324,435.5399,0.324,0.324,0.324,
12/31/2004,602.676,,,-259.243,,,343.433,,-37.398,,,,306.035,-23.747,,0.0,0.0,23.747,282.288,-108.413,,,173.875,0.0,,,173.875,0.0,173.875,0.0,0.0,173.875,173.875,,433.899892,0.402,0.402,0.402,436.813224,0.402,0.402,0.402,
03/31/2005,633.152,,,-274.226,,,358.926,,-54.683,,,,304.243,-47.403,28.999,28.999,0.0,18.404,256.84,-90.545,,,166.295,0.0,,,166.295,0.0,166.295,0.0,0.0,166.295,166.295,,434.195,0.384,0.384,0.384,439.9925,0.376,0.376,0.376,
06/30/2005,748.735,,,-319.872,,,428.863,0.0,-43.246,,,,385.617,-38.136,37.796,,,0.34,347.481,-127.813,,,219.668,,,,219.668,,219.668,,0.0,219.668,219.668,,451.2425,0.488,0.488,0.488,458.3925,0.48,0.48,0.48,
09/30/2005,964.16,,,-373.138,,,591.022,0.0,-45.99,,,,545.032,-47.19,43.764,,,3.426,497.842,-185.034,,,312.808,,,,312.808,,312.808,0.0,0.0,312.808,312.808,,452.3475,0.688,0.688,0.688,462.6125,0.68,0.68,0.68,
12/31/2005,1177.0,,,-410.764,,,766.236,,-47.081,,,,719.0,-73.0,42.441,42.0,0.0,30.559,646.0,-254.0,,,454.0,0.0,,,392.0,0.0,454.0,0.0,0.0,454.0,454.0,,454.25,1.0,1.0,1.0,465.375,0.976,0.976,0.976,
03/31/2006,1214.0,,,-424.0,,,790.0,,-53.0,,,,737.0,-9.0,41.0,41.0,0.0,-32.0,728.0,-261.0,,,467.0,0.0,,,467.0,0.0,467.0,0.0,0.0,467.0,467.0,,454.875,1.024,1.024,1.024,461.875,1.008,1.008,1.008,
06/30/2006,1066.0,,,-426.0,,,640.0,,-82.0,,,,558.0,441.0,46.0,46.0,0.0,-487.0,999.0,-402.0,,,597.0,0.0,,,597.0,0.0,597.0,0.0,0.0,597.0,597.0,,454.75,1.312,1.312,0.672,461.625,1.296,1.296,0.664,
09/30/2006,1096.0,,,-453.0,,,643.0,,-52.0,,,,591.0,-18.0,47.0,47.0,0.0,-29.0,573.0,-206.0,,,367.0,0.0,,,367.0,0.0,367.0,0.0,0.0,367.0,367.0,,457.375,0.8,0.8,0.76,463.5,0.792,0.792,0.752,
12/31/2006,1202.0,,,-472.0,,,730.0,,-43.0,,,,687.0,-26.0,46.0,46.0,0.0,-20.0,661.0,-232.0,,,429.0,0.0,,,429.0,0.0,429.0,0.0,0.0,429.0,429.0,,457.5,0.936,0.936,0.92,464.0,0.928,0.928,0.912,
03/31/2007,1169.0,,,-474.0,,,695.0,0.0,-60.0,,,,635.0,-35.0,47.0,47.0,0.0,-12.0,600.0,-217.0,,,383.0,0.0,,,383.0,0.0,383.0,0.0,0.0,383.0,383.0,,458.375,0.832,0.832,0.832,465.25,0.824,0.824,0.824,
06/30/2007,1330.0,,,-540.0,,,790.0,,-60.0,,,,730.0,-52.0,47.0,47.0,0.0,5.0,678.0,-246.0,,,432.0,0.0,,,432.0,0.0,432.0,0.0,0.0,432.0,432.0,,464.875,0.928,0.928,0.928,473.125,0.912,0.912,0.912,
09/30/2007,1425.0,,,-636.0,,,789.0,,-79.0,,,,710.0,-67.0,64.0,64.0,0.0,3.0,643.0,-231.0,,,412.0,0.0,,,412.0,0.0,412.0,0.0,0.0,412.0,412.0,,481.125,0.856,0.856,0.856,489.25,0.84,0.84,0.84,
12/31/2007,1594.0,,,-682.0,,,912.0,,-94.0,,,,818.0,-97.0,92.0,92.0,0.0,5.0,721.0,-257.0,,,464.0,0.0,,,464.0,0.0,464.0,0.0,0.0,464.0,464.0,,482.8,0.96,0.96,0.96,490.5,0.95,0.95,0.95,
03/31/2008,1673.0,,,-751.0,,,922.0,,-107.0,,,,815.0,-82.0,91.0,91.0,0.0,-9.0,733.0,-268.0,,,465.0,0.0,,,465.0,0.0,465.0,0.0,0.0,465.0,465.0,,496.3,0.94,0.94,0.94,503.8,0.92,0.92,0.92,
06/30/2008,1937.0,,,-846.0,,,1091.0,,-104.0,,,,987.0,-83.0,102.0,102.0,0.0,-19.0,904.0,-329.0,,,575.0,0.0,,,575.0,0.0,575.0,0.0,0.0,575.0,575.0,,508.6,1.13,1.13,1.13,517.2,1.11,1.11,1.11,
09/30/2008,2124.0,,,-991.0,,,1133.0,,-112.0,,,,1021.0,-184.0,132.0,132.0,0.0,52.0,837.0,-316.0,,,521.0,0.0,,,521.0,0.0,521.0,0.0,0.0,521.0,521.0,,546.6,0.95,0.95,0.95,552.2,0.94,0.94,0.94,
12/31/2008,1958.0,,,-1183.0,,,775.0,,-147.0,,,,628.0,-76.0,157.0,157.0,0.0,-81.0,552.0,-201.0,,,351.0,0.0,,,351.0,0.0,351.0,0.0,0.0,351.0,351.0,,574.4,0.61,0.61,0.75,576.6,0.61,0.61,0.75,
03/31/2009,2161.0,2163.0,-2.0,-1155.0,456.0,699.0,1006.0,0.0,-125.0,97.0,97.0,28.0,881.0,-126.0,126.0,,,0.0,755.0,-269.0,118.0,151.0,486.0,0.0,0.0,0.0,486.0,0.0,486.0,0.0,0.0,486.0,531.0,45.0,575.0,0.84,0.84,0.923478,577.8,0.83,0.83,0.907882,
06/30/2009,2273.0,2265.0,8.0,-1236.0,453.0,783.0,1037.0,0.0,-139.0,98.0,98.0,41.0,898.0,-126.0,126.0,,,0.0,772.0,-276.0,124.0,152.0,496.0,0.0,0.0,0.0,496.0,0.0,496.0,0.0,0.0,496.0,509.0,13.0,575.3,0.86,0.86,0.884756,579.1,0.85,0.85,0.872449,
09/30/2009,2288.0,2287.0,1.0,-1277.0,466.0,811.0,1011.0,0.0,-92.0,80.0,80.0,12.0,919.0,-136.0,136.0,,,0.0,783.0,-283.0,96.0,187.0,500.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,500.0,509.0,9.0,575.6,0.86,0.86,0.884295,579.6,0.86,0.86,0.875528,
12/31/2009,2342.0,2337.0,5.0,-1252.0,466.0,786.0,1090.0,0.0,-101.0,81.0,81.0,20.0,989.0,-136.0,136.0,,,0.0,853.0,-316.0,-5.0,321.0,537.0,0.0,0.0,0.0,537.0,0.0,537.0,0.0,0.0,537.0,542.0,5.0,576.4,0.92,0.92,0.940319,581.2,0.92,0.92,0.928603,
03/31/2010,2001.0,2003.0,-2.0,-1240.0,487.0,753.0,761.0,0.0,-105.0,98.0,98.0,7.0,656.0,-139.0,139.0,,,0.0,517.0,-187.0,77.0,110.0,330.0,0.0,0.0,0.0,330.0,0.0,330.0,0.0,0.0,330.0,322.0,-8.0,579.4,0.56,0.56,0.555747,583.7,0.56,0.56,0.546294,
06/30/2010,1927.0,,,,,,,,,,,,557.0,,,,,,395.25,,,,265.5,,,,,,265.5,,,265.5,245.75,,,,,0.418,,,,0.418,
09/30/2010,2030.333,,,,,,,,,,,,576.0,,,,,,420.5,,,,273.5,,,,,,273.5,,,273.5,261.5,,,,,0.459,,,,0.459,
