Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/2015,173,50,68,35,3.0,32,20,-62,-29,110,1,,-70,-52,3,3.0,0.0,-55,-55,0,0,,0,0,0,0,0,-18,-6,-3,-13,-10.0,0.0,-3.0,10,10,0,0,-17,80,,,
06/30/2015,31,2208,59,-2341,3.0,-2344,105,44,-3,-78,142,,2674,-67,0,,,-67,-67,0,0,0.0,0,2728,2728,0,0,13,-763,-28,-243,4.0,0.0,-247.0,-491,9,-500,-1,8,1950,,,
09/30/2015,70,5,20,22,1.0,21,23,11,3,16,-7,,-73,-29,0,,,-29,-29,0,0,0.0,0,5,5,0,0,-49,10,0,5,5.0,0.0,0.0,5,5,0,0,-4,3,,,
12/31/2015,64,21,22,148,1.0,147,-127,8,9,-15,-129,,-173,-36,0,,,-36,-36,0,0,0.0,0,-141,-141,0,0,4,-15,-24,3,3.0,0.0,0.0,6,6,0,0,-7,-131,,,
03/31/2016,-58,19,21,7,2.0,5,-105,-24,9,4,-94,,373,-22,3,3.0,0.0,-25,-25,0,0,0.0,0,0,0,0,0,395,-2248,-1736,-1,0.0,0.0,-1.0,-500,0,-500,-11,7,-1926,,,
06/30/2016,72,26,20,7,2.0,5,19,51,-4,-21,-7,,-15,-11,1,1.0,0.0,-12,-12,0,0,0.0,0,0,0,0,0,-4,-10,0,-10,-10.0,0.0,0.0,0,0,0,0,-3,44,,,
09/30/2016,24,28,21,-57,2.0,-59,32,-12,10,-28,62,,-19,-8,11,11.0,0.0,-19,-19,0,0,0.0,0,-15,0,-15,0,4,-2,0,-2,-1.0,0.0,-1.0,0,0,0,0,2,5,,,
12/31/2016,82,2,22,66,2.0,64,-8,-34,15,35,-24,,-37,-17,2,2.0,0.0,-19,-19,0,0,0.0,0,-10,-10,0,0,-10,-2,0,11,11.0,0.0,0.0,0,0,0,-13,-17,26,,,
03/31/2017,-11,63,19,-64,2.0,-66,-29,-39,-8,18,0,,-69,-22,10,10.0,0.0,-32,-32,0,0,0.0,0,-47,0,-47,0,0,-116,-1,13,15.0,0.0,-2.0,-125,0,-125,-3,6,-190,,,
06/30/2017,96,45,22,20,4.0,16,9,47,0,-38,0,,-7,-12,3,3.0,0.0,-15,-15,0,0,0.0,0,0,0,0,0,5,-54,0,-8,-8.0,0.0,0.0,-35,0,-35,-11,7,42,,,
09/30/2017,44,43,21,-15,3.0,-18,-5,21,-7,-19,0,0.0,-19,-20,2,2.0,0.0,-22,-22,0,0,0.0,0,0,0,0,0,1,-28,0,1,1.0,0.0,0.0,-10,0,-10,-19,4,1,,,
12/31/2017,86,25,25,58,3.0,55,-22,-19,12,-15,0,,-78,-30,0,0.0,0.0,-30,-30,0,0,0.0,0,-48,-48,0,0,0,-36,0,2,2.0,0.0,0.0,-30,0,-30,-8,2,-26,,,
03/31/2018,81,65,22,-78,-6.0,-72,72,48,-6,30,0,,-41,-44,0,0.0,0.0,-44,-44,0,0,0.0,0,0,0,0,0,3,-230,-14,-12,-12.0,0.0,0.0,-200,0,-200,-4,7,-183,,,
06/30/2018,45,35,23,-4,6.0,-10,-9,37,-8,-38,0,,-25,-25,0,0.0,0.0,-25,-25,0,0,0.0,0,0,0,0,0,0,-3,0,-4,-4.0,0.0,0.0,0,0,0,1,-15,2,,,
09/30/2018,-19,21,22,-26,4.0,-30,-36,-3,-24,-9,0,,-1,-27,0,0.0,0.0,-27,-27,0,0,0.0,0,16,0,16,0,10,-61,0,3,3.0,0.0,0.0,-50,0,-50,-14,-5,-86,,,
12/31/2018,97,43,24,31,4.0,27,-1,-38,39,-2,0,0.0,-31,-31,0,0.0,0.0,-31,-31,0,0,0.0,0,0,0,0,0,0,-41,0,25,25.0,0.0,0.0,-50,0,-50,-16,0,25,,,
03/31/2019,4,14,25,-36,5.0,-41,1,3,-11,9,0,,-34,-37,0,0.0,0.0,-37,-37,0,0,0.0,0,0,0,0,0,3,-2,0,-2,-2.0,0.0,0.0,0,0,0,0,0,-32,,,
06/30/2019,57,7,24,-8,6.0,-14,34,15,8,11,0,0.0,-33,-34,0,0.0,0.0,-34,-34,0,0,0.0,0,0,0,0,0,1,-21,0,-1,-1.0,0.0,0.0,-20,0,-20,0,0,3,,,
09/30/2019,57,14,25,0,3.0,-3,18,-1,-10,29,0,0.0,-29,-38,0,0.0,0.0,-38,-38,0,0,0.0,0,0,0,0,0,9,-12,0,-5,-5.0,0.0,0.0,0,0,0,-7,-8,8,,,
12/31/2019,65,35,26,4,3.0,1,0,-50,26,24,0,0.0,-32,-33,0,0.0,0.0,-33,-33,0,0,0.0,0,0,0,0,0,1,-14,0,-11,-11.0,,0.0,0,0,0,-3,4,23,,,
03/31/2020,25,-35,25,-9,5.0,-14,44,102,-16,-42,0,,-41,-44,0,0.0,0.0,-44,-44,0,0,0.0,0,0,0,0,0,3,377,0,400,400.0,0.0,0.0,-16,0,-16,-7,-5,356,,,
06/30/2020,-38,-45,25,10,4.0,6,-28,68,11,-107,0,0.0,-16,-21,0,0.0,0.0,-21,-21,0,0,0.0,0,0,0,0,0,5,-14,0,-14,-14.0,0.0,0.0,0,0,0,0,2,-66,,,
