Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/1998,1260.173,66.327,59.69,6.637,47.988,47.988,,5.216,,,,,9.085,,,,,161.514,1016.366,2178.774,-1162.408,0.0,,82.293,,,,,82.293,1098.659,,58.559,58.559,,,,0.0,,,,,,71.521,,,,71.521,130.08,919.034,,,,,11.345,,,,,11.345,930.379,1060.459,230.0,681.52,,,-17.831,-693.975,0.0,199.714,0.0,199.714,1260.173,
09/30/1998,1227.274048,20.749001,20.749001,0.0,34.644001,,,6.327,6.327,0.0,0.0,,55.569,,,,,117.289001,1028.480957,2225.964111,-1197.483032,0.0,,81.503998,0.0,,,,81.503998,1109.984955,,43.150002,43.150002,,,,0.0,,,,,,76.150001,,,,76.150001,119.300003,919.054993,,,,,12.524,,,,,12.524,931.578993,1050.878996,230.0,678.419983,,,-29.962,,-702.063024,176.394959,0.0,176.394959,1227.273955,
12/31/1998,812.61499,29.52,29.52,0.0,33.471001,,,5.325,5.325,0.0,0.0,,49.682999,,,,,117.999001,663.991028,2275.3479,-1611.357056,0.0,,30.625,0.0,,,,30.625,694.616028,,36.854,36.854,,,,25.0,,,,,,69.429996,,,,69.429996,131.283997,919.075989,,,,,10.823,,,,,10.823,929.898989,1061.182985,230.0,683.315002,,,-29.962,,-1131.921057,-248.568054,0.0,-248.568054,812.614931,
03/31/1999,785.249,10.803,10.803,0.0,24.355,24.355,,5.389,5.389,0.0,0.0,,29.648,,,,,70.195,685.522,2321.506,-1635.984,0.0,,29.532,0.0,0.0,0.0,,29.532,715.054,,26.482,26.482,,,,25.0,,,,,,62.628,,,,62.628,114.11,919.097,,,,,11.744,,,,,11.744,930.841,1044.951,230.0,683.315,,,-29.962,-1139.145,-3.91,-259.702,0.0,-259.702,785.249,
06/30/1999,800.91,27.553,27.553,0.0,31.853,31.853,,4.877,4.877,0.0,0.0,,26.677,,,,,90.96,680.729,2342.506,-1661.777,0.0,,29.221,0.0,,,,29.221,709.95,,18.649,18.649,,,,0.0,,,,,,56.679,,,,56.679,75.328,958.118,,,,,16.017,,,,,16.017,974.135,1049.463,230.0,683.561,,,-29.962,-1130.998,-1.154,-248.553,0.0,-248.553,800.91,
09/30/1999,795.504,25.372,25.372,0.0,40.418,40.418,,4.226,4.226,0.0,0.0,,27.826,,,,,97.842,668.116,2345.806,-1677.69,0.0,,29.546,0.0,0.0,0.0,,29.546,697.662,,12.634,12.634,,,,0.681,,,,,,75.258,,,,75.258,88.573,920.838,,,,,16.294,,,,,16.294,937.132,1025.705,230.0,683.718,,,-30.015,-1112.883,-1.021,-230.201,0.0,-230.201,795.504,
12/31/1999,850.533,38.658,38.658,0.0,35.244,,,4.582,4.582,0.0,0.0,0.0,19.062,,,,,97.546,719.097,2423.068,-1703.971,0.0,,33.89,0.0,0.0,0.0,,33.89,752.987,,24.822,24.822,,,,0.763,0.763,0.0,0.0,,,62.601,,,,62.601,88.186,964.097,964.097,0.0,0.0,,15.794,,,,,15.794,979.891,1068.077,229.82,683.964,,,-37.595,,-1093.733,-217.544,0.0,-217.544,850.533,
03/31/2000,865.371,26.231,26.231,0.0,42.604,42.604,,4.063,4.063,0.0,0.0,0.0,24.638,,,,,97.536,738.477,2467.729,-1729.252,0.0,,29.358,0.0,0.0,0.0,,29.358,767.835,,22.346,22.346,,,,0.781,,,,,,63.016,,,,63.016,86.143,960.416,,,,,15.402,,,,,15.402,975.818,1061.961,196.07,685.841,,,-12.754,-1065.465,-0.282,-196.59,0.0,-196.59,865.371,
06/30/2000,980.982,12.019,12.019,,62.521,62.521,,3.596,,,,,25.633,,,,,103.769,770.316,2524.674,-1754.358,,,106.897,,,,87.509,19.388,877.213,,23.768,23.768,,,,0.799,,,,,,76.856,,,,76.856,101.423,983.23,,,,,16.309,,,,,16.309,999.539,1100.962,77.852,863.663,,,-12.754,-1045.984,-2.757,-119.98,,-119.98,980.982,
09/30/2000,1060.031,12.727,12.727,0.0,71.419,71.419,,3.274,3.274,0.0,0.0,0.0,29.767,,,,,117.187,804.453,2584.446,-1779.993,0.0,,138.391,0.0,0.0,0.0,,138.391,942.844,,31.52,31.52,,,,0.817,,,,,,79.717,,,,79.717,112.054,971.04,,,,,16.893,,,,,16.893,987.933,1099.987,31.202,952.644,,,-12.754,-1007.126,-3.922,-39.956,0.0,-39.956,1060.031,
12/31/2000,1440.426,3.5,3.5,0.0,97.062,,,3.167,4.582,0.0,0.0,0.0,63.197,,,,,166.926,888.234,2696.095,-1807.861,0.0,,385.266,0.0,0.0,0.0,,385.266,1273.5,,62.94,62.94,,,,0.963,0.963,0.0,0.0,,,98.798,,,,98.798,162.701,944.845,944.845,0.0,0.0,,19.648,,,,,19.648,964.493,1127.194,31.202,965.162,,,-19.945,,-663.187,313.232,0.0,313.232,1440.426,
03/31/2001,1817.854,21.203,21.203,0.0,107.828,107.828,,3.614,3.614,0.0,0.0,0.0,74.375,,,,,207.02,1388.785,3234.04,-1845.255,0.0,,222.049,0.0,0.0,0.0,,222.049,1610.834,,66.57,66.57,,,,0.855,,,,,,153.059,,,,153.059,220.484,1140.738,,,,,26.443,,,,,26.443,1167.181,1387.665,31.202,1009.295,,,-19.982,-590.09,-0.236,430.189,0.0,430.189,1817.854,
06/30/2001,1953.434,0.0,0.0,0.0,68.894,68.894,,3.736,3.736,0.0,0.0,0.0,164.157,,,,,236.787,1498.772,3386.614,-1887.842,12.223,,205.652,0.0,0.0,0.0,,205.652,1716.647,,81.51,81.51,,,,0.875,,,,,,77.356,,,,77.356,159.741,1239.218,,,,,29.029,,,,,29.029,1268.247,1427.988,0.0,1049.655,,,-19.982,-556.926,52.699,525.446,0.0,525.446,1953.434,
09/30/2001,2090.598,17.042,17.042,0.0,56.795,56.795,,4.728,4.728,0.0,0.0,0.0,50.402,,,,50.402,308.664,1560.496,3494.845,-1934.349,47.767,,173.671,0.0,0.0,0.0,,173.671,1781.934,,83.286,83.286,,,,0.817,,,,,,99.813,,,,99.813,183.916,1268.414,,,,,25.285,,,,,25.285,1293.699,1477.615,0.0,1046.514,,,-19.982,-491.918,78.369,612.983,0.0,612.983,2090.598,
12/31/2001,2286.768,117.594,117.594,0.0,51.496,,,10.629,10.629,0.0,0.0,0.0,181.664,,,,,361.383,1785.581,3728.062,-1942.481,0.0,,139.804,0.0,0.0,0.0,,139.804,1925.385,,79.945,79.945,,,,0.602,0.602,0.0,0.0,,,92.834,,,,92.834,173.381,1329.453,1329.453,0.0,0.0,,16.527,,,,,16.527,1345.98,1519.361,150.0,1036.852,,,-19.982,,-399.463,767.407,0.0,767.407,2286.768,
03/31/2002,2259.39,121.952,121.952,0.0,63.922,63.922,,10.461,10.461,0.0,0.0,0.0,75.848,,,,,272.183,1826.942,3819.87,-1992.928,0.0,,160.265,0.0,0.0,0.0,,160.265,1987.207,,57.12,57.12,,,,0.38,,,,,,121.813,,,,121.813,179.313,1308.424,,,,,55.565,,,,,55.565,1363.989,1543.302,150.0,1040.028,,,-19.982,-473.147,19.189,716.088,0.0,716.088,2259.39,
06/30/2002,2330.228,6.296,6.296,0.0,84.352,84.352,,10.522,10.522,0.0,0.0,0.0,76.909,,,,,178.079,2068.566,4113.016,-2044.45,0.0,,83.583,0.0,0.0,0.0,,83.583,2152.149,,80.871,80.871,,,,0.154,,,,,,116.633,,,,116.633,197.658,1326.351,,,,,72.797,,,,,72.797,1399.148,1596.806,149.9,1040.598,,,-19.982,-453.173,16.079,733.422,0.0,733.422,2330.228,
09/30/2002,2544.633,25.378,25.378,0.0,82.908,82.908,,12.824,12.824,0.0,0.0,0.0,54.739,,,,,175.849,2317.713,4422.591,-2104.878,20.734,,30.337,0.0,0.0,0.0,,30.337,2368.784,,83.86,83.86,,,,0.0,0.0,0.0,0.0,,,162.493,,,,162.493,246.353,1494.18,1494.18,0.0,0.0,,69.313,,,,,69.313,1563.493,1809.846,149.9,1040.057,,,-19.982,-444.089,8.901,734.787,0.0,734.787,2544.633,
12/31/2002,2875.608,247.637,247.637,0.0,109.246,109.246,,15.359,15.359,0.0,0.0,0.0,63.075,,,,,435.317,2389.884,4561.431,-2171.547,0.0,,50.407,0.0,0.0,0.0,2.071,48.336,2440.291,,86.001,86.001,,,,0.0,0.0,0.0,0.0,,,179.551,,,,179.551,265.552,1651.198,1651.198,0.0,0.0,,50.983,,,,,50.983,1702.181,1967.733,149.9,1207.503,,,-19.982,0.0,-429.546,907.875,0.0,907.875,2875.608,
03/31/2003,3769.582,38.004,38.004,0.0,252.284,228.797,,14.096,14.096,0.0,0.0,0.0,37.943,,,,,342.327,3354.042,5593.66,-2239.618,0.0,,73.213,0.0,0.0,0.0,,73.213,3427.255,,97.389,97.389,,,,0.0,0.0,0.0,0.0,,,243.145,,,,243.145,340.534,1948.725,1948.725,0.0,0.0,,107.78,,,,,107.78,2056.505,2397.039,379.9,1381.239,,,-22.091,-365.35,-1.155,1372.543,0.0,1372.543,3769.582,
06/30/2003,4013.36,35.909,35.909,0.0,219.279,190.453,,12.48,12.48,0.0,0.0,0.0,65.799,,,,,333.467,3595.166,5928.702,-2333.536,0.0,,84.727,0.0,0.0,0.0,,84.727,3679.893,,128.579,128.579,,,,0.0,0.0,0.0,0.0,,,287.292,,,,287.292,415.871,1968.447,1968.447,0.0,0.0,,165.57,,,,,165.57,2134.017,2549.888,379.9,1389.561,,,-22.091,0.0,-283.898,1463.472,0.0,1463.472,4013.36,
09/30/2003,4257.489,38.478,38.478,0.0,181.562,181.562,,15.209,15.209,0.0,0.0,0.0,141.481,,,,,376.73,3775.277,6209.443,-2434.166,0.0,,105.482,0.0,0.0,0.0,,105.482,3880.759,,140.199,140.199,,,,0.0,0.0,0.0,0.0,,,285.978,,,,285.978,426.177,2024.336,2024.336,0.0,0.0,,222.606,,,,,222.606,2246.942,2673.119,379.9,1392.945,,,-22.091,-222.338,55.954,1584.37,0.0,1584.37,4257.489,
12/31/2003,4572.291,40.581,40.581,0.0,173.792,,,19.257,19.257,0.0,0.0,0.0,108.774,,,,,342.404,4133.117,6674.798,-2541.681,0.0,,96.77,0.0,0.0,0.0,,96.77,4229.887,,164.264,164.264,,,,84.274,84.274,0.0,0.0,,,264.618,,,,264.618,513.156,2057.713,2057.713,0.0,0.0,,268.612,,,,,268.612,2326.325,2839.481,552.4,1391.43,,,-22.091,0.0,-188.929,1732.81,0.0,1732.81,4572.291,
03/31/2004,5557.462,189.425,189.425,0.0,211.136,205.826,,21.21,21.21,0.0,0.0,0.0,149.697,,,,,571.468,4888.923,7554.455,-2665.532,0.0,,97.071,0.0,0.0,0.0,,97.071,4985.994,,246.892,246.892,,,,0.0,,,,,,495.68,,,,495.68,742.572,2012.15,,,,,472.564,,,,,472.564,2484.714,3227.286,827.4,1690.31,,,-22.091,0.0,-165.443,2330.176,0.0,2330.176,5557.462,
06/30/2004,6340.724,76.237,76.237,0.0,283.445,277.451,,21.76,21.76,0.0,0.0,0.0,156.485,,,,,537.927,5706.029,8512.891,-2806.862,0.0,,96.768,0.0,0.0,0.0,,96.768,5802.797,,244.58,244.58,,,,0.0,,,,,,556.522,,,,556.522,801.102,2464.078,,,,,636.36,,,,,636.36,3100.438,3901.54,865.64,1697.027,,,-22.091,0.0,-101.392,2439.184,0.0,2439.184,6340.724,
09/30/2004,7426.291,49.073,49.073,0.0,238.142,238.142,,30.375,30.375,0.0,0.0,0.0,202.928,,,,,520.518,6792.727,9757.798,-2965.071,43.589,,69.457,0.0,0.0,0.0,,69.457,6905.773,,348.421,348.421,,,,0.0,,,,,,624.589,,,,624.589,973.01,2762.425,,,,,867.541,,,,,867.541,3629.966,4602.976,851.46,2077.439,,,-22.091,73.379,-156.872,2823.315,0.0,2823.315,7426.291,
12/31/2004,8244.509,6.896,6.896,0.0,347.081,347.081,,32.147,32.147,0.0,0.0,0.0,181.416,,,,,567.54,7444.384,10587.068,-3142.684,0.0,,232.585,0.0,0.0,0.0,,232.585,7676.969,,367.176,367.176,,,,0.0,,,,,,596.777,,,,596.777,963.953,3075.109,,,,,1042.564,,,,,1042.564,4117.673,5081.626,490.906,2443.274,,,-22.091,262.987,-12.193,3162.883,0.0,3162.883,8244.509,
03/31/2005,9343.411,0.0,0.0,0.0,332.693,332.693,,37.221,37.221,0.0,0.0,0.0,223.027,,,,,592.941,8506.657,11837.538,-3330.881,30.186,,213.627,0.0,0.0,0.0,106.055,107.572,8750.47,,446.986,446.986,,,,0.0,,,,,,718.855,,,,718.855,1165.841,3718.679,,,,,1290.69,,,,,1290.69,5009.369,6175.21,490.881,2485.326,,,-26.091,368.549,-150.464,3168.201,0.0,3168.201,9343.411,
06/30/2005,10657.886,0.0,0.0,0.0,356.508,356.508,,42.175,42.175,,,,173.323,,,,,572.006,9803.357,13352.337,-3548.98,46.096,,236.427,0.0,0.0,0.0,117.531,118.896,10085.88,,534.723,534.723,,,,0.0,,,,,,631.121,,,,631.121,1165.844,4125.929,,,,,1514.467,,,,,1514.467,5640.396,6806.24,905.819,2524.634,,,-26.091,537.016,-89.732,3851.646,0.0,3851.646,10657.886,
09/30/2005,12365.629,127.102,127.102,0.0,509.071,509.071,,51.857,51.857,,,,655.536,,,,,1343.566,10677.424,14466.692,-3789.268,59.746,,284.893,0.0,0.0,0.0,150.341,134.552,11022.063,,495.268,495.268,,,,0.0,,,,,,1547.21,,,,1547.21,2042.478,4250.16,,,,,1866.671,,,,,1866.671,6116.831,8159.309,1047.367,3074.749,,,-26.091,686.426,-576.131,4206.32,0.0,4206.32,12365.629,
12/31/2005,16118.462,60.027,60.027,0.0,615.382,615.382,,87.081,87.081,,,,420.907,,,,,1183.397,14411.887,18486.23,-4074.343,159.348,,363.83,0.0,0.0,0.0,138.095,225.735,14935.065,,516.792,516.792,,,,0.0,,,,,,1447.296,,,,1447.296,1964.088,5489.742,,,,,2490.309,,,,,2490.309,7980.051,9944.139,1576.621,3807.067,,,-25.992,1100.841,-284.214,6174.323,0.0,6174.323,16118.462,
03/31/2006,18052.36,38.286,38.286,0.0,503.808,503.808,,67.179,67.179,0.0,0.0,0.0,584.923,,,,,1194.196,16307.278,20688.686,-4381.408,210.338,,340.548,0.0,0.0,0.0,,340.548,16858.164,,676.739,676.739,,,,0.0,,,,,,915.192,,,,915.192,1591.931,6320.915,,,,,2776.691,,,,,2776.691,9097.606,10689.537,1550.577,3920.381,,,-25.984,1687.214,230.635,7362.823,0.0,7362.823,18052.36,
06/30/2006,20061.051,366.27,366.27,0.0,420.171,420.171,,67.198,67.198,,,,802.098,,,,,1655.737,17775.369,22502.471,-4727.102,158.664,,471.281,0.0,0.0,0.0,,471.281,18405.314,,705.992,705.992,,,,0.0,,,,,,1070.477,,,,1070.477,1776.469,6330.115,,,,,2964.281,,,,,2964.281,9294.396,11070.865,1886.928,4739.496,,,-39.015,2005.428,397.349,8990.186,0.0,8990.186,20061.051,
09/30/2006,23394.921,0.716,0.716,0.0,735.005,735.005,,78.996,78.996,,,,1097.578,,,,,1912.295,20000.963,25087.275,-5086.312,686.343,,795.32,0.0,0.0,0.0,,795.32,21482.626,,754.996,754.996,,,,0.0,,,,,,1249.276,,,,1249.276,2004.272,7861.108,,,,,3336.721,,,,,3336.721,11197.829,13202.101,1961.928,4904.013,,,-30.577,2495.215,862.241,10192.82,0.0,10192.82,23394.921,
12/31/2006,24417.167,2.519,2.519,0.0,844.851,844.851,,81.503,0.0,0.0,0.0,81.503,224.996,,,,,1153.869,21904.043,27395.708,-5491.665,698.962,,660.293,0.0,0.0,0.0,,660.293,23263.298,,859.745,859.745,,,,0.0,-2.491,2.491,2.491,,,1030.064,,,,1030.064,1889.809,7375.548,7372.205,3.343,3.343,,3900.339,,,,,3900.339,11275.887,13165.696,1958.065,5877.666,,,-26.303,2913.722,528.321,11251.471,0.0,11251.471,24417.167,
03/31/2007,25732.0,4.0,4.0,0.0,890.0,890.0,,89.0,89.0,,,,240.0,,,,,1223.0,23398.0,29312.0,-5914.0,704.0,,407.0,0.0,0.0,0.0,,407.0,24509.0,,895.0,895.0,,,,0.0,0.0,0.0,0.0,,,1285.0,,,,1285.0,2180.0,8371.0,8371.0,0.0,0.0,,4104.0,,,,,4104.0,12475.0,14655.0,1958.0,5900.0,,,-18.0,3114.0,123.0,11077.0,0.0,11077.0,25732.0,
