Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
10/31/2006,555.689,244.898,70.324,174.574,82.808,82.808,,0.0,0.0,0.0,0.0,0.0,28.228,,,,,355.934,28.151,49.475,-21.324,126.38,,126.38,45.224,6.743,6.743,0.0,38.481,199.755,,5.66,5.66,,,,0.327,0.0,0.327,0.327,,,288.3,,,288.3,294.287,0.013,0.0,0.013,0.013,,1.089,,,,,,1.089,1.102,295.389,0.0,294.479,,,0.0,-36.149,-1.949,256.381,3.919,260.3,555.689,
01/31/2007,664.832,252.424,86.608,165.816,128.693,128.693,,0.0,0.0,0.0,0.0,0.0,37.979,,,,,419.096,30.155,54.063,-23.908,160.088,,160.088,55.493,6.705,6.705,0.0,48.788,245.736,,8.87,8.87,,,,0.176,0.0,0.176,0.176,,,367.953,,,367.953,376.999,0.006,0.0,0.006,0.006,,1.402,,,,,,1.402,1.408,378.407,0.0,319.611,,,0.0,-35.633,-2.187,281.791,4.634,286.425,664.832,
04/30/2007,697.969,250.373,87.492,162.881,105.013,105.013,,0.0,0.0,0.0,0.0,0.0,44.747,,,,,400.133,33.849,60.905,-27.056,197.698,,197.698,66.289,28.93,6.705,22.225,37.359,297.836,,11.606,11.606,,,,0.0,-0.025,0.025,0.025,,,365.711,,,365.711,377.317,0.0,-0.002,0.002,0.002,,5.993,,,,,,5.993,5.993,383.31,0.0,346.581,,,0.0,-35.212,-2.087,309.282,5.377,314.659,697.969,
07/31/2007,775.779,307.83,122.949,184.881,114.046,114.046,,0.0,0.0,0.0,0.0,0.0,55.295,,,,,477.171,36.69,67.173,-30.483,189.361,,189.361,72.557,30.661,6.705,23.956,41.896,298.608,,7.215,7.215,,,,0.0,-0.019,0.019,0.019,,,404.899,,,404.899,412.114,0.0,0.0,0.0,0.0,,6.378,,,,,,6.378,6.378,418.492,0.0,384.627,,,0.0,-31.477,-2.094,351.056,6.231,357.287,775.779,
10/31/2007,865.109,374.068,160.761,213.307,121.961,121.961,,0.0,0.0,0.0,0.0,0.0,58.921,,,,,554.95,38.913,72.95,-34.037,196.935,,196.935,74.311,32.346,8.556,23.79,41.965,310.159,,12.618,12.618,,,,0.0,-0.013,0.013,0.013,,,437.323,,,437.323,449.941,0.0,0.0,0.0,0.0,,6.705,,,,,,6.705,6.705,456.646,0.0,429.353,,,0.0,-24.965,-3.093,401.295,7.168,408.463,865.109,
01/31/2008,1089.593,450.843,279.095,171.748,220.061,220.061,,0.0,0.0,0.0,0.0,0.0,69.907,,,,,740.811,41.38,78.83,-37.45,218.957,,218.957,88.445,31.617,8.556,23.061,56.828,348.782,,7.478,7.478,,,,0.0,,,,,,598.439,,,598.439,605.917,0.0,,,,,22.674,,,,,,22.674,22.674,628.591,0.0,471.921,,,0.0,-17.586,-2.276,452.059,8.943,461.002,1089.593,
04/30/2008,1119.593,495.083,378.548,116.535,143.909,143.909,0.0,0.0,0.0,0.0,0.0,0.0,74.417,,,32.301,67.107,713.409,56.816,98.199,-41.383,255.55,,255.55,93.818,35.104,8.556,26.548,26.413,406.184,,123.066,19.315,16.909,,86.842,0.0,0.0,0.0,0.0,,,457.913,12.384,,0.0,580.979,0.0,0.0,0.0,0.0,,25.09,,,,,9.511,3.195,25.09,606.069,0.0,514.741,0.12,514.621,,-8.031,-3.643,503.067,10.457,513.524,1119.593,
07/31/2008,1203.543,578.341,427.043,151.298,146.982,146.982,0.0,0.0,0.0,0.0,0.0,0.0,76.805,,,34.989,68.899,802.128,56.643,102.921,-46.278,245.076,,245.076,99.696,39.542,8.556,30.986,25.165,401.415,,132.877,14.428,19.051,,99.398,0.0,0.0,,,,,466.948,12.598,,0.0,599.825,0.0,0.0,,,,25.873,,,,,10.289,2.986,25.873,625.698,0.0,568.199,0.121,568.078,,1.965,-4.188,565.976,11.869,577.845,1203.543,
10/31/2008,1275.731,601.458,382.314,219.144,157.68,157.68,0.0,0.0,0.0,0.0,0.0,0.0,89.421,,,36.258,75.102,848.559,66.833,117.103,-50.27,203.148,,203.148,157.191,88.272,27.699,60.573,32.661,427.172,,157.398,20.875,19.0,,117.523,0.0,0.0,,,,,458.044,11.49,,0.0,615.442,0.0,0.0,,,,28.474,,,,,10.834,6.15,28.474,643.916,0.0,613.89,0.122,613.768,0.0,12.089,-7.592,618.387,13.428,631.815,1275.731,
01/31/2009,1479.822,697.603,483.834,213.769,266.555,266.555,0.0,0.0,0.0,0.0,0.0,0.0,104.399,,0.0,26.589,71.445,1068.557,77.027,132.992,-55.965,184.962,,184.962,149.276,92.356,44.872,47.484,30.331,411.265,,181.145,16.379,31.215,0.0,133.551,0.0,0.0,,,,,585.821,10.263,0.0,0.0,766.966,,,,,,30.369,0.0,0.0,0.0,0.0,12.49,7.616,30.369,797.335,0.0,648.847,0.123,648.724,0.0,25.842,-2.905,671.784,10.703,682.487,1479.822,
04/30/2009,1467.7,516.614,341.705,174.909,145.869,145.869,0.0,0.0,0.0,0.0,0.0,0.0,100.377,,,27.6,72.691,762.86,88.479,150.531,-62.052,467.21,,467.21,149.151,88.649,44.872,43.777,32.902,704.84,,150.266,15.757,23.559,,110.95,0.0,0.0,,,,,539.828,9.883,,0.0,690.094,,,,,,38.803,,,,,14.041,14.879,38.803,728.897,0.0,687.627,0.124,687.503,0.0,44.278,-4.05,727.855,10.948,738.803,1467.7,
07/31/2009,1556.527,420.126,246.169,173.957,168.842,168.842,0.0,0.0,0.0,0.0,0.0,0.0,112.35,,,29.865,85.277,701.318,96.47,166.064,-69.594,610.28,,610.28,148.459,85.677,44.872,40.805,32.917,855.209,,172.767,13.389,22.204,,137.174,0.0,0.0,,,,,539.821,10.174,,0.0,712.588,0.0,0.0,,,,41.549,,,,,16.579,14.796,41.549,754.137,0.0,727.657,0.124,727.533,0.0,65.476,-2.016,791.117,11.273,802.39,1556.527,
10/31/2009,1643.201,445.334,242.888,202.446,191.297,191.297,0.0,0.0,0.0,0.0,0.0,0.0,126.284,,,30.695,98.714,762.915,95.598,173.645,-78.047,624.758,,624.758,159.93,89.527,45.402,44.125,39.708,880.286,,192.911,15.617,26.667,,150.627,0.0,0.0,,,,,533.567,11.933,,0.0,726.478,,,,,,46.183,,,,,19.298,14.952,46.183,772.661,0.0,775.963,0.125,775.838,0.0,86.167,-3.239,858.891,11.649,870.54,1643.201,
01/31/2010,2460.201,1241.965,1011.306,230.659,320.956,320.956,0.0,0.0,0.0,0.0,0.0,0.0,143.238,,0.0,27.579,101.529,1706.159,89.711,176.815,-87.104,485.083,,485.083,179.248,100.518,48.955,51.563,51.151,754.042,,217.551,14.791,27.757,0.0,175.003,0.0,0.0,,,,,690.579,14.171,0.0,0.0,908.13,450.198,450.198,,,,45.207,0.0,0.0,0.0,0.0,17.551,13.485,495.405,1403.535,0.0,938.671,0.127,938.544,0.0,106.561,-1.43,1043.802,12.864,1056.666,2460.201,
04/30/2010,2488.097,951.752,690.794,260.958,183.612,183.612,0.0,0.0,0.0,0.0,0.0,0.0,128.388,,,34.181,90.58,1263.752,86.71,181.717,-95.007,949.796,,949.796,187.839,99.473,47.749,51.724,54.185,1224.345,,190.215,13.133,27.326,,149.756,0.0,0.0,,,,,647.885,17.075,,0.0,838.1,455.649,455.649,,,,45.981,,,,,17.101,11.805,501.63,1339.73,0.0,1010.134,0.129,1010.005,0.0,124.306,0.07,1134.51,13.857,1148.367,2488.097,
07/31/2010,2698.476,742.267,409.925,332.342,228.55,228.55,0.0,0.0,0.0,0.0,0.0,0.0,141.319,,,36.255,97.172,1112.136,100.946,186.256,-85.31,1116.661,,1116.661,368.733,269.258,184.539,84.719,63.22,1586.34,,263.543,20.745,37.065,,205.733,0.0,0.0,,,,,665.023,20.122,,0.0,928.566,461.182,461.182,,,,53.173,,,,,18.474,14.577,514.355,1442.921,0.0,1093.721,0.13,1093.591,,139.05,7.855,1240.626,14.929,1255.555,2698.476,
10/31/2010,2740.694,769.848,630.303,139.545,258.764,258.764,0.0,0.0,0.0,0.0,0.0,0.0,164.324,,,30.501,114.129,1192.936,116.078,211.362,-95.284,1032.592,,1032.592,399.088,290.181,187.038,103.143,78.406,1547.758,,319.964,23.32,40.529,,256.115,0.0,0.0,,,,,673.081,22.103,,0.0,993.045,466.847,466.847,,,,68.336,,,,,18.284,27.949,535.183,1528.228,0.0,1041.136,0.131,1041.005,0.0,160.122,9.03,1210.288,2.178,1212.466,2740.694,
01/31/2011,3091.165,496.97,424.292,72.678,426.943,426.943,0.0,0.0,0.0,0.0,0.0,0.0,151.011,0.72,0.0,41.199,121.236,1074.924,387.174,494.956,-107.782,910.587,,910.587,718.48,573.185,396.081,177.104,104.096,2016.241,,360.364,18.106,49.135,0.0,293.123,0.0,0.0,,,,,916.102,21.702,0.0,0.0,1276.466,472.538,472.538,,,,65.67,0.0,0.0,0.0,0.0,18.481,25.487,538.208,1814.674,0.0,1098.737,0.133,1098.604,0.0,171.035,6.719,1276.491,0.0,1276.491,3091.165,
04/30/2011,3128.068,763.836,664.612,99.224,270.816,270.816,0.0,0.0,0.0,0.0,0.0,0.0,153.477,,,47.432,129.279,1188.129,446.268,564.652,-118.384,758.449,,758.449,735.222,567.764,406.889,160.875,120.026,1939.939,,308.266,16.969,34.673,,256.624,478.369,478.369,,,,,898.577,21.229,,0.0,1685.212,0.0,,,,,90.583,,,,,20.292,49.062,90.583,1775.795,0.0,1084.001,0.134,1083.867,0.0,171.565,96.707,1352.273,0.0,1352.273,3128.068,
07/31/2011,3421.328,577.376,449.794,127.582,342.397,342.397,0.0,0.0,0.0,0.0,0.0,0.0,195.049,14.78,,64.219,146.214,1114.822,470.07,605.358,-135.288,709.282,,709.282,1127.154,930.534,671.57,258.964,132.401,2306.506,,408.961,22.321,82.832,,303.808,484.128,484.128,,,,,920.968,17.511,,0.0,1814.057,0.0,0.0,,,,98.376,,,,,34.777,46.088,98.376,1912.433,0.0,1243.607,0.135,1243.472,0.0,167.297,97.991,1508.895,0.0,1508.895,3421.328,
10/31/2011,3511.278,645.848,502.987,142.861,312.331,312.331,0.0,0.0,0.0,0.0,0.0,0.0,190.061,13.137,,70.857,137.238,1148.24,504.827,656.985,-152.158,650.845,,650.845,1207.366,990.78,732.062,258.718,145.729,2363.038,,430.154,28.265,78.819,,323.07,490.119,490.119,,,,,912.316,12.766,,0.0,1832.589,0.0,0.0,,,,95.529,,,,,30.204,52.559,95.529,1928.118,0.0,1330.871,0.136,1330.735,0.0,163.541,88.748,1583.16,0.0,1583.16,3511.278,
01/31/2012,4164.154,777.866,607.284,170.582,683.745,683.745,0.0,0.0,0.0,0.0,0.0,0.0,210.611,12.785,0.0,87.587,165.384,1672.222,527.946,687.428,-159.482,669.308,,669.308,1294.678,1034.923,785.381,249.542,172.168,2491.932,,509.709,33.258,6.115,0.0,470.336,496.149,496.149,,,,,1294.173,88.673,0.0,0.0,2300.031,0.0,0.0,,,,198.022,0.0,0.0,0.0,0.0,37.258,72.091,198.022,2498.053,0.0,1415.214,0.137,1415.077,0.0,159.463,91.424,1666.101,0.0,1666.101,4164.154,
04/30/2012,4156.092,710.388,440.785,269.603,371.395,371.395,0.0,0.0,0.0,0.0,0.0,0.0,147.327,22.274,0.0,92.688,76.866,1229.11,549.732,728.446,-178.714,946.701,,946.701,1430.549,1075.051,831.004,244.047,262.81,2926.982,,418.214,19.752,61.215,,337.247,0.0,0.0,,,,,1258.638,77.347,,0.0,1676.852,502.326,502.326,,,,167.145,,,,,42.01,47.788,669.471,2346.323,0.0,1659.584,0.138,1659.446,0.0,139.988,10.197,1809.769,0.0,1809.769,4156.092,
07/31/2012,4453.57,1107.663,1000.73,106.933,446.917,446.917,0.0,0.0,0.0,0.0,0.0,0.0,298.545,24.007,,108.031,215.998,1853.125,556.776,756.575,-199.799,696.602,,696.602,1347.067,1071.139,840.531,230.608,167.897,2600.445,,549.991,69.339,68.519,,412.133,508.533,508.533,,,,,1270.643,68.777,,0.0,2329.167,0.0,0.0,,,,165.732,,,,,47.165,49.79,165.732,2494.899,0.0,1742.425,0.139,1742.286,0.0,130.159,86.087,1958.671,0.0,1958.671,4453.57,
10/31/2012,4642.29,605.564,521.72,83.844,418.59,418.59,0.0,0.0,0.0,0.0,0.0,0.0,233.131,17.526,,80.304,199.662,1257.285,583.839,809.713,-225.874,810.486,,810.486,1990.68,1816.589,1525.154,291.435,93.787,3385.005,,581.198,57.94,75.468,,447.79,514.891,514.891,,,,,1227.127,65.585,,0.0,2323.216,0.0,,,,,175.46,,,,,46.246,63.629,175.46,2498.676,0.0,2150.104,0.142,2149.962,0.0,-90.138,83.648,2143.614,0.0,2143.614,4642.29,
01/31/2013,5528.956,867.621,747.245,120.376,872.634,872.634,0.0,0.0,0.0,0.0,0.0,0.0,275.625,21.18,0.0,19.212,241.481,2015.88,604.669,857.609,-252.94,890.664,,890.664,2017.743,1799.927,1529.378,270.549,198.604,3513.076,,594.399,14.535,10.064,0.0,569.8,521.278,521.278,,,,,1801.947,64.355,0.0,0.0,2917.624,0.0,,,,,240.087,0.0,0.0,0.0,0.0,49.074,126.658,240.087,3157.711,0.0,2411.478,0.146,2411.332,0.0,-110.982,70.749,2371.245,0.0,2371.245,5528.956,
04/30/2013,6513.709,2099.817,1927.99,171.827,502.609,502.609,0.0,0.0,0.0,0.0,0.0,0.0,273.613,25.785,,,246.494,2876.039,623.684,903.026,-279.342,979.64,,979.64,2034.346,1801.361,1544.584,256.777,232.985,3637.67,,525.526,31.522,98.524,,395.48,527.81,527.81,,,,,1676.351,58.363,,0.0,2729.687,1029.495,1029.495,,,,244.651,,,,,49.239,137.049,1274.146,4003.833,0.0,2627.773,0.59,2627.183,0.0,-178.703,60.806,2509.876,0.0,2509.876,6513.709,
07/31/2013,7969.896,623.491,579.881,43.61,599.543,599.543,0.0,0.0,0.0,0.0,0.0,0.0,475.131,25.965,,,446.09,1698.165,1184.861,1479.525,-294.664,306.517,,306.517,4780.353,4502.857,3503.681,999.176,277.496,6271.731,,762.946,66.859,119.119,,576.968,564.391,564.391,,,,,1735.978,54.807,,0.0,3063.315,1305.271,1305.271,,,,742.162,,,,,,687.355,2047.433,5110.748,0.0,2909.51,0.596,2908.914,0.0,-102.1,51.738,2859.148,0.0,2859.148,7969.896,
10/31/2013,8097.634,703.542,651.75,51.792,604.045,604.045,0.0,0.0,0.0,0.0,0.0,0.0,493.299,24.562,,,467.019,1800.886,1205.349,1552.33,-346.981,381.765,,381.765,4709.634,4444.481,3495.021,949.46,265.153,6296.748,,839.02,45.162,92.002,,701.856,571.125,571.125,,,,,1686.544,48.357,,0.0,3096.689,1303.583,1303.583,,,,751.275,,,,,,702.918,2054.858,5151.547,0.0,3122.084,0.603,3121.481,0.0,-226.534,50.537,2946.087,0.0,2946.087,8097.634,
01/31/2014,9152.93,838.774,781.635,57.139,1360.837,1360.837,0.0,0.0,0.0,0.0,0.0,0.0,480.641,23.571,0.0,,455.472,2680.252,1240.746,1624.523,-383.777,482.243,,482.243,4749.689,4410.816,3500.823,909.993,338.873,6472.678,,932.523,64.988,69.821,0.0,797.714,572.159,572.159,,,,,2475.506,48.41,0.0,0.0,3980.188,1301.93,1301.93,,,,805.597,0.0,0.0,0.0,0.0,,757.187,2107.527,6087.715,0.0,3363.987,0.61,3363.377,0.0,-343.157,44.385,3065.215,0.0,3065.215,9152.93,
04/30/2014,8641.344,879.124,827.891,51.233,684.155,684.155,0.0,0.0,0.0,0.0,0.0,0.0,476.102,22.838,,,452.714,2039.381,1251.0,1690.997,-439.997,650.764,,650.764,4700.199,4369.571,3500.823,868.748,330.628,6601.963,,765.119,36.723,,,728.396,305.029,305.029,,,,,2289.806,36.291,,0.0,3359.954,1052.815,1052.815,,,,1086.718,,,,,247.5,802.927,2139.533,5499.487,0.0,3556.684,0.614,3556.07,0.0,-440.068,25.241,3141.857,0.0,3141.857,8641.344,
07/31/2014,9009.828,844.575,774.725,69.85,834.323,834.323,0.0,160.181,160.181,0.0,0.0,0.0,465.608,21.511,,,443.775,2304.687,1189.93,1686.924,-496.994,827.183,,827.183,4688.028,4339.125,3492.713,846.412,348.903,6705.141,,888.63,83.604,336.721,,468.305,295.102,295.102,,,,,2319.006,36.33,,0.0,3502.738,1298.737,1298.737,,,,901.607,,,,,,865.277,2200.344,5703.082,0.0,3790.561,0.619,3789.942,0.0,-501.156,17.341,3306.746,0.0,3306.746,9009.828,
10/31/2014,9412.663,926.104,846.325,79.779,794.59,794.59,0.0,143.197,143.197,0.0,0.0,0.0,575.264,20.847,,,553.75,2439.155,1109.816,1668.388,-558.572,901.173,,901.173,4962.519,4591.166,3782.569,808.597,371.353,6973.508,,934.384,88.794,37.334,,808.256,179.755,179.755,,,,,2194.213,31.322,,0.0,3308.352,1364.683,1364.683,,,,947.132,,,,,,915.81,2311.815,5620.167,0.0,4331.945,0.631,4331.314,0.0,-540.08,0.631,3792.496,0.0,3792.496,9412.663,
01/31/2015,10665.127,995.429,908.117,87.312,1905.506,1905.506,0.0,143.197,143.197,0.0,0.0,0.0,470.412,21.514,0.0,,438.287,3514.544,1125.866,1745.693,-619.827,1070.629,175.774,894.855,4954.088,4854.22,3782.66,1071.56,99.868,7150.583,,1097.641,95.537,,0.0,1002.104,0.0,0.0,,,,,3292.462,34.681,0.0,0.0,4390.103,1370.692,1370.692,,,,929.149,0.0,0.0,0.0,0.0,,894.468,2299.841,6689.944,0.0,4605.136,0.651,4604.485,0.0,-605.845,-24.108,3975.183,0.0,3975.183,10665.127,
04/30/2015,10365.682,1019.015,941.956,77.059,926.381,926.381,0.0,140.345,140.345,0.0,0.0,0.0,519.084,21.362,,8.93,488.257,2604.825,1737.094,2429.863,-692.769,903.461,,903.461,5120.302,4547.217,3791.583,755.634,564.155,7760.857,,925.524,60.227,,,865.297,0.0,0.0,,,,,3035.352,24.049,,0.0,3960.876,1076.727,523.656,553.071,553.071,,1092.876,,,,,,1068.827,2169.603,6130.479,0.0,4865.308,0.656,4864.652,0.0,-601.753,-28.352,4235.203,0.0,4235.203,10365.682,
07/31/2015,10793.977,1170.469,1089.351,81.118,1067.799,1067.799,0.0,136.914,136.914,0.0,0.0,0.0,541.605,20.763,,8.576,517.221,2916.787,1725.184,2492.31,-767.126,1374.38,477.886,896.494,4777.626,4529.052,3804.288,724.764,239.998,7877.19,,1095.841,99.286,,,996.555,0.0,0.0,,,,,3017.153,20.051,,0.0,4112.994,1281.612,1281.612,,,,863.568,,,,,,843.517,2145.18,6258.174,0.0,5166.552,0.66,5165.892,0.0,-602.605,-28.144,4535.803,0.0,4535.803,10793.977,
10/31/2015,10911.966,1358.005,1223.318,134.687,1060.726,1060.726,0.0,0.0,0.0,0.0,0.0,0.0,520.042,23.167,,22.095,489.086,2938.773,1742.142,2585.618,-843.476,1440.11,496.809,943.301,4790.941,4536.132,3849.054,687.078,232.714,7973.193,,1143.697,88.755,,,1054.942,0.0,0.0,,,,,2833.281,19.225,,0.0,3976.978,1287.761,1287.761,,,,897.273,,,,,,878.048,2185.034,6162.012,0.0,5411.041,0.664,5410.377,0.0,-627.762,-33.325,4749.954,0.0,4749.954,10911.966,
01/31/2016,12762.92,2725.377,1158.363,1567.014,2496.165,2496.165,0.0,0.0,0.0,0.0,0.0,0.0,509.781,22.044,0.0,,483.006,5731.323,1715.828,2635.665,-919.837,520.721,520.721,,4795.048,4463.008,3849.937,613.071,332.04,7031.597,,1335.313,71.481,,0.0,1263.832,0.0,0.0,,,,,4281.692,23.886,0.0,0.0,5617.005,1286.095,1286.095,,,,856.951,0.0,0.0,0.0,0.0,,833.065,2143.046,7760.051,0.0,5706.057,0.671,5705.386,0.0,-653.271,-49.917,5002.869,0.0,5002.869,12762.92,
04/30/2016,12817.27,2031.192,1799.083,232.109,1192.965,1192.965,0.0,0.0,0.0,0.0,0.0,0.0,550.515,24.329,,17.597,506.315,3774.672,1711.472,2708.493,-997.021,2205.01,520.75,1684.26,5126.116,4814.972,4129.656,685.316,293.547,9042.598,,1085.224,54.583,,,1030.641,0.0,0.0,,,,,3999.879,15.008,,0.0,5085.103,1741.87,1293.17,448.7,448.7,,406.033,,,,,,391.025,2147.903,7233.006,0.0,6218.624,0.678,6217.946,0.0,-605.783,-28.577,5584.264,0.0,5584.264,12817.27,
