Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),(Income) Loss from Affiliates,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/01/1995,761.200012,,-357.200012,,404.0,,-84.5,,,,319.5,36.400002,,,,0.0,-36.400002,355.900002,-132.199997,,223.699997,0.0,,,223.700005,-3.5,220.199997,0.0,,220.199997,220.199997,,430.200012,0.51,0.51,0.51,430.200012,0.51,0.51,0.51,
08/31/1995,1028.0,,-479.5,,548.5,,-102.699997,,,,445.799988,14.8,,,,0.0,-14.8,460.599988,-168.5,,284.799988,0.0,,,292.099988,-3.7,281.100006,0.0,,281.100006,281.100006,,432.462006,0.65,0.65,0.65,432.462006,0.65,0.65,0.65,
11/30/1995,1185.800049,,-538.099976,,647.700073,,-119.300003,,,,528.400024,8.4,,,,0.0,-8.4,536.800024,-204.600006,,332.200012,0.0,,,332.200018,-3.7,328.5,0.0,,328.5,328.5,,434.399994,0.755,0.755,0.755,434.399994,0.755,0.755,0.755,
02/29/1996,996.5,,-552.099976,,444.400024,,-120.400002,,,,324.0,-25.5,,,,0.0,25.5,298.5,-112.300003,,186.199997,0.0,,,186.199997,2.0,188.199997,0.0,,188.199997,188.199997,,430.399994,0.435,0.435,0.48,430.399994,0.435,0.435,0.48,
05/30/1996,771.0,,-558.0,,213.0,,-116.300003,,,,96.699997,2.1,,,,0.0,-2.1,98.799997,-38.599998,,60.200001,0.0,,,60.199998,-2.0,58.200001,0.0,,58.200001,58.200001,,429.0,0.135,0.135,0.135,429.0,0.135,0.135,0.135,
08/29/1996,700.5,,-550.200012,,150.299988,,-125.300003,,,,25.0,8.3,,,,0.0,-8.3,33.3,-1.5,,23.200001,0.0,,,31.8,-4.6,18.6,0.0,,18.6,18.6,,426.0,0.045,0.045,0.045,426.0,0.045,0.045,0.045,
11/28/1996,728.099976,,-572.900024,,155.199951,,-113.800003,,,,41.400002,-2.1,,,,0.0,2.1,39.300002,-15.6,,23.700001,0.0,,,23.700001,-3.1,20.6,0.0,,20.6,20.6,,428.0,0.05,0.05,0.05,429.0,0.05,0.05,0.05,
02/27/1997,876.200012,,-657.5,,218.700012,,-141.699997,,,,77.0,203.300003,,,,0.0,-203.300003,280.300003,-131.199997,,149.100006,0.0,,,149.100006,-6.4,142.699997,0.0,,142.699997,142.699997,,419.399994,0.34,0.34,0.34,426.799988,0.335,0.335,0.335,
05/29/1997,965.0,,-650.0,,315.0,,-146.0,,,,169.0,1.5,,,,0.0,-1.5,170.5,-67.800003,,102.699997,0.0,,,102.699997,-5.9,96.800003,0.0,,96.800003,96.800003,,420.600006,0.23,0.23,0.23,429.799988,0.225,0.225,0.225,
08/28/1997,946.200012,,-658.799927,,287.400085,,-172.400024,,,,114.999992,45.299995,,,,0.0,-45.299995,160.299987,-52.699989,,76.299988,0.0,,,107.599998,-4.2,72.100014,0.0,,72.100014,72.100014,,421.799988,0.17,0.17,0.17,431.600006,0.165,0.165,0.165,
11/27/1997,957.299988,,-747.099976,,210.200012,,-197.800003,,,,12.4,-1.2,,,,0.0,1.2,11.2,-4.5,,6.7,0.0,,,6.7,-0.2,6.5,0.0,,6.5,6.5,,429.399994,0.015,0.015,0.02,435.600006,0.015,0.015,0.02,
02/26/1998,763.200012,,-740.5,,22.700012,,-234.800003,,,,-212.100006,159.399994,,,,0.0,-159.399994,-52.700012,10.8,,-41.900002,0.0,,,-41.900012,-9.0,-50.900002,0.0,,-50.900002,-50.900002,,430.399994,-0.12,-0.12,-0.155,430.399994,-0.12,-0.12,-0.155,
05/28/1998,612.7,,-606.0,,6.7,,-185.5,,,,-178.8,0.7,-0.5,,,0.0,-0.2,-178.1,70.8,,-107.3,0.0,,,-107.3,-2.1,-109.4,0.0,,-109.4,-109.4,,431.6,-0.255,-0.255,-0.255,431.6,-0.255,-0.255,-0.255,
09/03/1998,692.1,,-651.3,,40.8,,-178.7,,,,-137.9,-1.4,1.8,,,0.0,-0.4,-139.3,52.0,,-87.3,0.0,,,-87.3,-6.0,-93.3,0.0,,-93.3,-93.3,,433.6,-0.215,-0.215,-0.215,433.6,-0.215,-0.215,-0.215,
12/03/1998,793.599976,,-677.700012,,115.899963,,-178.5,,,,-62.599998,-6.9,,7.9,,0.0,-1.0,-69.499999,27.6,,-41.900002,0.0,,,-41.899998,-4.3,-46.200001,0.0,,-46.200001,-46.200001,,491.399994,-0.095,-0.095,-0.095,491.399994,-0.095,-0.095,-0.095,
03/04/1999,1025.8,,-745.1,,280.7,,-229.4,,,,51.3,-23.0,11.7,11.7,,0.0,11.3,28.3,-16.1,,23.9,0.0,,,12.2,-1.5,22.4,0.0,,22.4,22.4,,528.6,0.04,0.04,0.04,545.8,0.04,0.04,0.04,
06/03/1999,863.8,,-674.8,,189.0,,-216.8,,,,-27.8,-28.8,14.4,14.4,,0.0,14.4,-56.6,17.1,,-25.1,0.0,,,-39.5,-2.6,-27.7,0.0,,-27.7,-27.7,,532.6,-0.05,-0.05,-0.05,532.6,-0.05,-0.05,-0.05,
09/02/1999,1080.8,,-852.8,,228.0,,-235.9,,,,-7.9,-107.999998,12.5,96.099998,,0.0,95.499998,-115.899998,7.4,,-12.4,0.0,,,-108.499998,-5.0,-17.4,0.0,,-17.4,-17.4,,534.0,-0.035,-0.035,-0.035,534.0,-0.035,-0.035,-0.035,
12/02/1999,1343.699951,,-565.900024,,777.799927,,-218.0,,,,559.799988,1.700001,,31.700001,-23.200001,0.0,-10.200001,561.499989,-195.399994,,366.100006,11.7,,,354.399995,-13.1,341.299988,0.0,0.0,341.299988,341.299988,,538.5,0.63,0.66,0.66,595.099976,0.6,0.62,0.62,
03/02/2000,1159.099976,,-681.099976,,478.0,,-205.899994,,,,272.100006,-2.9,,30.6,-27.9,0.0,0.199999,269.200006,-92.900002,,176.300003,7.5,,,168.800005,-7.5,161.300003,0.0,0.0,161.300003,161.300003,,540.799988,0.3,0.31,0.31,557.200012,0.29,0.3,0.3,
06/01/2000,1553.800049,,-892.099976,,661.700073,,-218.600006,,,,443.100006,16.4,,19.6,-30.5,0.0,-5.5,459.500006,-160.300003,,299.200012,15.0,,,284.200003,-9.3,274.899994,0.0,0.0,274.899994,274.899994,,551.0,0.5,0.53,0.53,602.5,0.47,0.5,0.5,
07/31/2000,2570.2,,-1208.5,,1361.7,,-263.9,,,,1097.8,12.9,-12.5,,,,-0.4,1110.7,-375.0,,735.7,,,,735.7,-9.0,726.7,,,726.7,726.7,,566.0,1.28,1.28,1.28,614.4,1.2,1.2,1.2,
11/30/2000,1571.599976,,-809.099976,,762.5,,-242.199997,,,,520.299988,41.299999,,8.0,-44.200001,0.0,-5.099998,561.599987,-196.0,,365.600006,7.3,,,358.299987,-6.1,352.200012,0.0,0.0,352.200012,352.200012,,581.900024,0.61,0.62,0.62,609.400024,0.58,0.59,0.59,
03/01/2001,1065.699951,,-865.400024,,200.299927,,-241.300003,,,,-41.0,39.699999,,4.1,-39.799999,0.0,-4.0,-1.300001,1.3,,0.0,84.199997,,,-84.199998,-4.1,-88.300003,0.0,0.0,-88.300003,-88.300003,,593.799988,-0.15,-0.01,-0.01,593.799988,-0.15,-0.01,-0.01,
05/31/2001,818.299988,,-1094.099976,,-275.799988,,-251.399994,,,,-527.200012,27.5,,3.5,-30.4,0.0,-0.6,-499.700012,195.5,,-304.200012,12.3,,,-316.500012,3.1,-313.399994,0.0,0.0,-313.399994,-313.399994,,596.299988,-0.53,-0.5,-0.19,596.299988,-0.53,-0.5,-0.19,
08/30/2001,480.3,,-1056.6,,-576.3,0.0,-352.3,204.4,,147.9,-928.6,-92.6,-16.4,1.1,-21.4,0.0,112.9,-1020.1,445.2,,-574.9,0.0,,,-574.9,-0.6,-575.5,0.0,0.0,-575.5,-575.5,2.86,597.7,-0.962858,-0.962858,-0.958072,597.7,-0.962858,-0.962858,-0.958072,
11/29/2001,423.899994,,-636.5,,-212.600006,,-239.399994,,,,-452.0,8.9,,2.7,-17.5,0.0,5.9,-443.1,177.199997,,-265.899994,0.0,,,-265.900003,0.0,-265.899994,0.0,0.0,-265.899994,-265.899994,,599.200012,-0.44,-0.44,-0.44,599.200012,-0.44,-0.44,-0.44,
02/28/2002,645.900024,,-502.899994,,143.000031,,-202.0,,,,-59.0,8.3,,4.0,-14.6,0.0,2.3,-50.7,20.299999,,-30.4,0.0,,,-30.400001,0.0,-30.4,0.0,0.0,-30.4,-30.4,,600.5,-0.05,-0.05,-0.05,600.5,-0.05,-0.05,-0.05,
05/30/2002,771.200012,,-603.0,,168.200012,,-211.600006,,,,-43.400002,3.1,,5.4,-10.4,0.0,1.9,-40.300002,16.1,,-24.200001,0.0,,,-24.200001,0.0,-24.200001,0.0,0.0,-24.200001,-24.200001,,602.299988,-0.04,-0.04,-0.04,602.299988,-0.04,-0.04,-0.04,
08/29/2002,748.0,,-957.2,,-209.2,0.0,-258.4,95.9,,162.5,-467.6,3.2,-4.1,,,,0.9,-464.4,-122.1,,-586.5,,,,-586.5,,-586.5,0.0,0.0,-586.5,-586.5,,604.0,-0.97,-0.97,-0.97,604.0,-0.97,-0.97,-0.97,
11/28/2002,685.099976,,-722.400024,,-37.300049,,-259.299988,,,,-296.600006,2.1,,4.9,-6.4,0.0,-0.6,-294.500006,-21.4,,-315.899994,0.0,,,-315.900006,0.0,-315.899994,0.0,-1.5,-317.399994,-317.399994,,605.200012,-0.52,-0.52,-0.57,605.200012,-0.52,-0.52,-0.57,
02/27/2003,785.0,,-1008.900024,,-223.900024,,-268.799988,,,,-492.700012,-108.899999,,7.8,-4.7,0.0,105.799998,-601.600011,-17.6,,-619.200012,0.0,,,-619.200011,0.0,-619.200012,0.0,0.0,-619.200012,-619.200012,,607.200012,-1.02,-1.02,-0.64,607.200012,-1.02,-1.02,-0.64,
05/29/2003,732.700012,,-661.700012,,71.0,,-260.100006,,,,-189.100006,-1.9,,12.2,-3.9,0.0,-6.4,-191.000006,-23.9,,-214.899994,0.0,,,-214.900005,0.0,-214.899994,0.0,0.0,-214.899994,-214.899994,,608.299988,-0.36,-0.36,-0.56,608.299988,-0.36,-0.36,-0.56,
08/28/2003,888.5,,-719.0,,169.5,,-268.399994,,,,-98.900002,-14.2,,11.6,-3.1,0.0,5.7,-113.100002,-10.1,,-123.199997,0.0,,,-123.200002,0.0,-123.199997,0.0,1.5,-121.699997,-121.699997,,609.5,-0.2,-0.2,-0.28,609.5,-0.2,-0.2,-0.28,
12/04/2003,1107.199951,,-821.200012,,285.999939,,-285.399994,,,,0.6,15.999999,,9.3,-3.8,0.0,-21.499999,16.599999,-15.5,,1.1,0.0,,,1.099999,0.0,1.1,0.0,-0.9,0.2,0.2,,633.799988,0.0,0.0,-0.02,636.599976,0.0,0.0,-0.02,
03/04/2004,991.0,,-742.799988,,248.200012,,-255.399994,,,,-7.2,-3.599999,,8.4,-3.5,0.0,-1.3,-10.799999,-17.5,,-28.299999,0.0,,,-28.299999,0.0,-28.299999,0.0,0.0,-28.299999,-28.299999,,643.200012,-0.04,-0.04,-0.04,643.200012,-0.04,-0.04,-0.04,
06/03/2004,1116.800049,,-728.900024,,387.900024,,-278.899994,,,,109.0,-4.099999,,8.9,-3.5,0.0,-1.3,104.900001,-14.0,,90.900002,0.0,,,90.900001,0.0,90.900002,0.0,0.0,90.900002,90.900002,,644.200012,0.14,0.14,0.14,705.400024,0.13,0.13,0.13,
09/02/2004,1189.199951,,-796.599976,,392.599976,,-267.200012,,,,125.400002,-4.099999,,9.4,-4.4,0.0,-0.9,121.300002,-27.799999,,93.5,0.0,,,93.500003,0.0,93.5,0.0,0.9,94.4,94.4,,645.099976,0.14,0.14,0.14,701.400024,0.14,0.14,0.14,
12/02/2004,1260.300049,,-837.299988,,423.000061,,-249.600006,,,,173.399994,-4.3,,10.2,-5.7,0.0,-0.2,169.099994,-14.2,,154.899994,0.0,,,154.899994,0.0,154.899994,0.0,0.0,154.899994,154.899994,,646.0,0.24,0.24,0.24,700.5,0.23,0.23,0.23,
03/03/2005,1307.9,,-953.9,,354.0,,-227.5,,,,126.5,-5.0,5.0,12.3,-7.3,0.0,0.0,121.5,-3.6,,117.9,0.0,,,117.9,0.0,117.9,0.0,0.0,117.9,117.9,,647.1,0.18,0.18,0.18,701.3,0.17,0.17,0.17,
06/02/2005,1054.199951,,-967.599976,,86.599976,,-216.699997,,,,-130.100006,-5.1,3.8,13.1,-9.3,0.0,1.3,-135.200006,7.3,,-127.900002,0.0,,,-127.900006,0.0,-127.900002,0.0,0.0,-127.900002,-127.900002,,648.200012,-0.2,-0.2,-0.2,648.200012,-0.2,-0.2,-0.2,
09/01/2005,1257.800049,,-975.599976,,282.200073,,-258.200012,,,,24.0,19.2,,11.3,-9.2,0.0,-21.3,43.2,-0.1,,43.099998,0.0,,,43.1,0.0,43.099998,0.0,0.0,43.099998,43.099998,,649.400024,0.07,0.07,0.07,650.0,0.07,0.07,0.07,
12/01/2005,1361.8,,-1050.7,,311.1,,-248.7,,,,62.4,0.4,,10.5,-10.8,0.0,-0.1,62.8,-0.2,,62.6,0.0,,,62.6,0.0,62.6,0.0,0.0,62.6,62.6,,650.1,0.1,0.1,0.1,707.1,0.09,0.09,0.09,
03/02/2006,1225.0,,-989.7,,235.3,,-48.1,,,,187.2,13.3,,7.5,-19.8,0.0,-1.0,200.5,-7.3,,193.2,0.0,,,193.2,0.0,193.2,0.0,0.0,193.2,193.2,,661.5,0.29,0.29,0.07,714.6,0.27,0.27,0.07,
06/01/2006,1312.3,,-982.5,,329.8,,-282.4,,,,47.4,30.4,-27.0,4.1,-31.1,0.0,-3.4,77.8,-6.5,,71.3,0.0,,,71.3,17.2,88.5,0.0,0.0,88.5,88.5,,708.6,0.12,0.12,0.12,720.1,0.12,0.12,0.12,
08/31/2006,1372.9,,-1049.1,,323.8,,-270.8,,,,53.0,38.9,,2.9,-39.3,0.0,-2.5,91.9,-4.0,,87.9,0.0,,,87.9,-24.2,63.7,0.0,0.0,63.7,63.7,,746.5,0.09,0.09,0.13,759.5,0.08,0.08,0.12,
11/30/2006,1530.0,,-1088.0,,442.0,,-332.0,,,,110.0,43.0,-40.0,1.0,-41.0,0.0,-3.0,153.0,-9.0,,144.0,0.0,,,144.0,-29.0,115.0,0.0,0.0,115.0,115.0,-19.5,767.0,0.15,0.15,0.12,779.6,0.15,0.15,0.12,
03/01/2007,1427.0,,-1070.0,,357.0,,-391.0,,,,-34.0,36.0,-31.0,4.0,-35.0,,-5.0,2.0,-6.0,,-4.0,0.0,,,-4.0,-48.0,-52.0,0.0,0.0,-52.0,-52.0,,768.7,-0.07,-0.07,-0.07,768.7,-0.07,-0.07,-0.07,
05/31/2007,1294.0,,-1188.0,,106.0,,-301.0,,,,-195.0,18.0,-17.0,12.0,-29.0,0.0,-1.0,-177.0,-9.0,,-186.0,0.0,,,-186.0,-39.0,-225.0,0.0,0.0,-225.0,-225.0,9.75,769.9,-0.29,-0.29,-0.28,769.9,-0.29,-0.29,-0.28,
08/30/2007,1437.0,,-1244.0,,193.0,,-315.0,,,,-122.0,-24.0,8.0,23.0,-15.0,0.0,16.0,-146.0,-6.0,,-152.0,0.0,,,-152.0,-6.0,-158.0,0.0,0.0,-158.0,-158.0,26.65,770.9,-0.21,-0.21,-0.17,770.9,-0.21,-0.21,-0.17,
11/29/2007,1535.0,,-1468.0,,67.0,,-252.0,,,,-185.0,-67.0,-9.0,21.0,-30.0,,76.0,-252.0,-7.0,,-259.0,0.0,,,-259.0,-3.0,-262.0,0.0,0.0,-262.0,-262.0,48.7,771.9,-0.34,-0.34,-0.28,771.9,-0.34,-0.34,-0.28,
02/28/2008,1359.0,,-1387.0,,-28.0,,-258.0,,,,-286.0,-489.0,-3.0,20.0,-23.0,0.0,492.0,-775.0,4.0,,-771.0,0.0,,,-771.0,-6.0,-777.0,0.0,0.0,-777.0,-777.0,483.2,772.4,-1.01,-1.01,-0.39,772.4,-1.01,-1.01,-0.39,
05/29/2008,1498.0,,-1450.0,,48.0,,-286.0,,,,-238.0,7.0,6.0,21.0,-15.0,0.0,-13.0,-231.0,-13.0,,-244.0,0.0,,,-244.0,8.0,-236.0,0.0,0.0,-236.0,-236.0,8.0,772.8,-0.3,-0.3,-0.29,772.8,-0.3,-0.3,-0.29,
08/28/2008,1449.0,,-1309.0,,140.0,,-248.0,,,,-313.0,-245.0,,20.0,-11.0,0.0,236.0,-558.0,-2.0,,-355.0,0.0,,,-560.0,11.0,-344.0,0.0,0.0,-344.0,-344.0,,772.9,-0.45,-0.45,-0.01,772.9,-0.45,-0.45,-0.01,
12/04/2008,1402.0,1402.0,-1851.0,1851.0,-449.0,0.0,-223.0,102.0,178.0,-57.0,-672.0,-41.0,31.0,41.0,-10.0,,10.0,-713.0,-13.0,-5.0,-731.0,0.0,0.0,0.0,-731.0,13.0,-718.0,0.0,0.0,-718.0,-783.047,-65.047,773.3,-0.93,-0.93,-1.012604,773.3,-0.93,-0.93,-1.014116,
03/05/2009,993.0,993.0,-1260.0,1260.0,-267.0,0.0,-442.0,90.0,168.0,184.0,-709.0,-44.0,43.0,47.0,-4.0,,1.0,-753.0,-5.0,-56.0,-814.0,0.0,0.0,0.0,-814.0,51.0,-763.0,0.0,0.0,-763.0,-617.9,145.1,773.9,-0.99,-0.99,-0.798424,773.9,-0.99,-0.99,-0.802508,
06/04/2009,1106.0,1106.0,-999.0,999.0,107.0,0.0,-353.0,80.0,162.0,111.0,-246.0,-47.0,43.0,49.0,-6.0,,4.0,-293.0,4.0,-45.0,-334.0,0.0,0.0,0.0,-334.0,33.0,-301.0,0.0,0.0,-301.0,-254.2,46.8,813.3,-0.37,-0.37,-0.312554,813.3,-0.37,-0.37,-0.312554,
09/03/2009,1302.0,1302.0,-1133.0,1133.0,169.0,0.0,-218.0,82.0,139.0,-3.0,-49.0,-44.0,43.0,,,,1.0,-93.0,13.0,-34.0,-114.0,0.0,0.0,0.0,-114.0,14.0,-100.0,0.0,0.0,-100.0,-122.1,-22.1,844.3,-0.12,-0.12,-0.144617,844.3,-0.12,-0.12,-0.146176,
12/03/2009,1740.0,1740.0,-1297.0,1297.0,443.0,0.0,-242.0,97.0,137.0,8.0,201.0,11.0,45.0,47.0,-2.0,,-56.0,212.0,7.0,-17.0,202.0,0.0,0.0,0.0,202.0,2.0,204.0,0.0,0.0,204.0,202.05,-1.95,846.3,0.24,0.24,0.238745,1000.7,0.23,0.23,0.228051,
03/04/2010,1961.0,1961.0,-1319.0,1319.0,642.0,0.0,-227.0,100.0,148.0,-21.0,415.0,-45.0,44.0,46.0,-2.0,,1.0,370.0,-4.0,13.0,379.0,0.0,0.0,0.0,379.0,-14.0,365.0,0.0,0.0,365.0,359.8,-5.2,847.6,0.43,0.43,0.424493,1005.3,0.39,0.39,0.384827,
06/03/2010,2288.0,2288.0,-1440.0,1440.0,848.0,0.0,-308.0,190.0,142.0,-24.0,540.0,398.0,40.0,44.0,-4.0,,-438.0,938.0,41.0,-19.0,960.0,0.0,0.0,0.0,960.0,-21.0,939.0,0.0,0.0,939.0,692.65,-246.35,885.4,1.06,1.06,0.782302,1049.4,0.92,0.92,0.685247,
09/02/2010,2493.0,2493.0,-1712.0,1712.0,781.0,0.0,-348.0,141.0,197.0,10.0,433.0,-33.0,31.0,41.0,-10.0,,2.0,400.0,-25.0,-16.0,359.0,0.0,0.0,0.0,359.0,-17.0,342.0,0.0,0.0,342.0,345.9,3.9,970.0,0.35,0.35,0.356598,1142.6,0.32,0.32,0.323413,
12/02/2010,2252.0,2252.0,-1728.0,1728.0,524.0,0.0,-134.0,140.0,185.0,-191.0,390.0,-144.0,30.0,38.0,-8.0,,114.0,246.0,-48.0,-26.0,172.0,0.0,0.0,0.0,172.0,-17.0,155.0,0.0,0.0,155.0,62.75,-92.25,972.9,0.16,0.16,0.064498,1031.3,0.15,0.15,0.06055,
