Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),(Income) Loss from Affiliates,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2015,804.941,804.941,-427.277,427.277,377.664,0.0,-349.997,349.997,0.0,27.667,-4.05,2.21,,,15.075,-13.235,23.617,-11.889,,11.728,0.0,0.0,0.0,11.728,0.0,11.728,0.0,0.0,11.728,15.97055,4.24255,429.394,0.03,0.03,0.037193,439.232,0.03,0.03,0.037193,
06/30/2015,783.577,783.577,-404.524,404.524,379.053,0.0,-347.152,347.152,0.0,31.901,-4.221,4.262,,,0.323,-0.364,27.68,-12.914,,14.766,0.0,0.0,0.0,14.766,0.0,14.766,0.0,0.0,14.766,14.78745,0.02145,431.18,0.035,0.035,0.034295,439.842,0.035,0.035,0.034295,
09/30/2015,1204.109,1204.109,-616.949,616.949,587.16,0.0,-415.763,415.763,0.0,171.397,-7.339,4.1,,,7.312,-4.073,164.058,-63.581,,100.477,0.0,0.0,0.0,100.477,0.0,100.477,0.0,0.0,100.477,100.5901,0.1131,431.486,0.232863,0.232863,0.233125,442.106,0.227269,0.227269,0.227525,
12/31/2015,1170.686,1170.686,-609.016,609.016,561.67,0.0,-384.088,384.088,0.0,177.582,-6.252,4.056,,,8.038,-5.842,171.33,-65.727,,105.603,0.0,0.0,0.0,105.603,0.0,105.603,0.0,0.0,105.603,105.67775,0.07475,431.896,0.24451,0.24451,0.244683,442.614,0.23859,0.23859,0.238759,
03/31/2016,1047.702,1047.702,-567.066,567.066,480.636,0.0,-445.753,445.753,0.0,34.883,-1.83,4.532,,,-11.845,9.143,33.053,-13.873,,19.18,0.0,0.0,0.0,19.18,0.0,19.18,0.0,0.0,19.18,19.4296,0.2496,433.626,0.04,0.04,0.044808,443.26,0.04,0.04,0.040563,
06/30/2016,1000.783,1000.783,-523.136,523.136,477.647,0.0,-458.269,458.269,0.0,19.378,-8.709,5.754,,,7.525,-4.57,10.669,-4.325,,6.344,0.0,0.0,0.0,6.344,0.0,6.344,0.0,-59.0,-52.656,-37.65465,15.00135,435.543,-0.120897,-0.120897,-0.086454,442.872,-0.120897,-0.120897,-0.087024,
09/30/2016,1471.573,1471.573,-772.949,772.949,698.624,0.0,-499.314,499.314,0.0,199.31,-8.961,8.189,,,1.65,-0.878,190.349,-62.124,,128.225,0.0,0.0,0.0,128.225,0.0,128.225,0.0,0.0,128.225,128.25165,0.02665,437.83,0.292865,0.292865,0.292926,445.853,0.287595,0.287595,0.287655,
12/31/2016,1305.277,1305.277,-721.573,721.573,583.704,0.0,-419.804,419.804,0.0,163.9,-9.689,7.958,,,21.285,-19.554,154.211,-50.981,,103.23,0.0,0.0,0.0,103.23,0.0,103.23,0.0,0.0,103.23,103.9294,0.6994,438.26,0.235545,0.235545,0.237141,447.579,0.230641,0.230641,0.232203,
03/31/2017,1119.844,1119.844,-611.908,611.908,507.936,0.0,-500.4,500.4,0.0,7.536,-5.25,7.82,,,-8.041,5.471,2.286,-4.558,,-2.272,0.0,0.0,0.0,-2.272,0.0,-2.272,0.0,0.0,-2.272,-1.9106,0.3614,439.36,-0.01,-0.01,-0.004349,439.36,-0.01,-0.01,-0.009177,
06/30/2017,1091.192,1091.192,-589.999,589.999,501.193,0.0,-505.978,502.88,3.098,-4.785,-10.725,7.841,,,-18.996,21.88,-15.51,3.202,0.0,-12.308,0.0,0.0,0.0,-12.308,0.0,-12.308,0.0,0.0,-12.308,-10.19095,2.11705,440.423,-0.03,-0.03,-0.023139,440.423,-0.03,-0.03,-0.025193,
09/30/2017,1408.991,1408.991,-760.265,760.265,648.726,0.0,-586.546,501.548,84.998,62.18,-10.644,9.575,,,-4.256,5.325,51.536,2.706,0.0,54.242,0.0,0.0,0.0,54.242,0.0,54.242,0.0,0.0,54.242,110.01265,55.77065,441.275,0.12,0.12,0.249306,448.439,0.12,0.12,0.244366,
12/31/2017,1369.216,1369.216,-775.658,775.658,593.558,0.0,-630.646,594.694,35.952,-37.088,-11.532,9.301,,,1.437,0.794,-48.62,-39.3,,-87.92,0.0,0.0,0.0,-87.92,0.0,-87.92,0.0,0.0,-87.92,-12.61825,75.30175,441.826,-0.2,-0.2,-0.028559,441.826,-0.2,-0.2,-0.029567,
03/31/2018,1185.37,1185.37,-661.917,661.917,523.453,0.0,-552.114,514.634,37.48,-28.661,-5.676,8.564,,,7.404,-10.292,-34.337,4.093,,-30.244,0.0,0.0,0.0,-30.244,0.0,-30.244,0.0,0.0,-30.244,-4.262409,25.981591,443.052,-0.07,-0.07,-0.009621,443.052,-0.07,-0.07,-0.011358,
06/30/2018,1174.859,1174.859,-648.275,648.275,526.584,0.0,-631.459,552.619,78.84,-104.875,-16.621,8.552,,,-24.492,32.561,-121.496,26.09,-0.138,-95.544,0.0,0.0,0.0,-95.544,0.0,-95.544,0.0,0.0,-95.544,-31.69777,63.84623,444.626,-0.21,-0.21,-0.071291,444.626,-0.21,-0.21,-0.071291,
09/30/2018,1442.976,1442.976,-777.769,777.769,665.207,0.0,-546.241,527.64,18.601,118.966,-13.445,9.151,,,-2.384,6.678,105.521,-30.874,0.619,75.266,0.0,0.0,0.0,75.266,0.0,75.266,0.0,0.0,75.266,95.1503,19.8843,447.07,0.17,0.17,0.212831,451.035,0.17,0.17,0.212831,
12/31/2018,1389.98,1389.98,-764.753,764.753,625.227,0.0,-635.674,587.446,48.228,-10.447,-7.03,7.302,,,-8.913,8.641,-17.477,21.242,0.453,4.218,0.0,0.0,0.0,4.218,0.0,4.218,0.0,0.0,4.218,42.88239,38.66439,448.438,0.01,0.01,0.095626,452.497,0.01,0.01,0.095447,
03/31/2019,1204.722,1204.722,-659.935,659.935,544.787,0.0,-509.528,509.528,0.0,35.259,-4.905,4.238,,,,0.667,30.354,-8.131,0.254,22.477,0.0,0.0,0.0,22.477,0.0,22.477,0.0,0.0,22.477,23.27332,0.79632,449.749,0.05,0.05,0.051747,453.23,0.05,0.05,0.051747,
06/30/2019,1191.729,1191.729,-637.408,637.408,554.321,0.0,-565.803,565.803,0.0,-11.482,-7.116,5.988,,,,1.128,-18.598,5.74,-4.491,-17.349,0.0,0.0,0.0,-17.349,0.0,-17.349,0.0,0.0,-17.349,-16.21219,1.13681,451.066,-0.04,-0.04,-0.035942,451.066,-0.04,-0.04,-0.03748,
09/30/2019,1429.456,1429.456,-739.558,739.558,689.898,0.0,-550.978,550.978,0.0,138.92,-6.084,5.655,,,,0.429,132.836,-29.344,-1.177,102.315,0.0,0.0,0.0,102.315,0.0,102.315,0.0,0.0,102.315,102.66023,0.34523,451.385,0.23,0.23,0.227434,454.695,0.23,0.23,0.227434,
12/31/2019,1441.225,1441.225,-759.698,759.698,681.527,0.0,-607.454,607.454,0.0,74.073,-8.823,5.359,,,,3.464,65.25,-38.289,-42.265,-15.304,0.0,0.0,0.0,-15.304,0.0,-15.304,0.0,0.0,-15.304,16.89324,32.19724,451.629,-0.03,-0.03,0.037405,451.629,-0.03,-0.03,0.037405,
03/31/2020,930.24,930.24,-499.256,499.256,430.984,0.0,-989.164,552.701,436.463,-558.18,-4.426,5.96,,,,-1.534,-562.606,-21.547,-5.528,-589.681,0.0,0.0,0.0,-589.681,0.0,-589.681,0.0,0.0,-589.681,-150.84643,438.83457,452.871,-1.3,-1.3,-0.333089,452.871,-1.3,-1.3,-0.333089,
06/30/2020,707.64,707.64,-358.471,358.471,349.169,0.0,-518.843,479.906,38.937,-169.674,-16.179,11.336,,,,4.843,-185.853,3.137,-0.179,-182.895,0.0,0.0,0.0,-182.895,0.0,-182.895,0.0,0.0,-182.895,-173.20249,9.69251,454.121,-0.4,-0.4,-0.381402,454.121,-0.4,-0.4,-0.381402,
09/30/2020,1148.2,,,,526.208578,,,,,15.865,,,,,,,3.692,,,-6.97,,,,,,-6.97,,,-6.97,3.659,,,-0.024,-0.024,0.008,,-0.024,-0.024,0.008,
12/31/2020,1106.333,,,,501.21310232,,,,,-56.536,,,,,,,-61.308,,,-61.967,,,,,,-61.967,,,-61.967,-50.121,,,-0.139,-0.139,-0.109,,-0.139,-0.139,-0.109,
