Date,Cash From Operating Activities,Net Income,Depreciation Expense,Amortization - Nuclear Fuel,AFC - Debts & Equity,Deferred Income Taxes,Investment Tax Credits,Other Non-Cash Adjustments,Changes In Restricted Bond Proceeds,Accts Receivable & Unbilled Revenue,Changes in Fossil Fuel,Change In Inventories,Prepayments & Others,Accounts Payable & Accruals,Accrued Taxes,Change in Other Working Capital,Cash From Investing Activities,Additions to Utility Plant Less AFC,Changes in Decommissioning Funds,Non-Utility Cap Expenditure,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
09/30/1996,76,49,66,0,,-4,,-8,0,,0.0,,0.0,,,-27,,-41.0,0.0,0.0,,-41,,,,,,,,,,0,,,,
12/31/1996,115,50,63,0,,26,,47,0,,0.0,,0.0,,,-71,,-77.0,0.0,0.0,,-77,,,,,,,,,,0,,,,
03/31/1997,297,52,64,0,,2,,-9,0,,0.0,,0.0,,,188,,-54.0,0.0,0.0,0.0,-54,0.0,0.0,8.0,-46.0,-224.0,-33.0,-172.0,0.0,0.0,0,-19.0,0.0,27.0,
06/30/1997,66,58,64,0,,6,,14,0,,0.0,,0.0,,,-76,,-52.0,0.0,0.0,0.0,-52,0.0,0.0,-7.0,-59.0,-78.0,-66.0,174.0,0.0,-172.0,0,-14.0,0.0,-71.0,
09/30/1997,-28,39,64,0,,-19,,-1,0,,0.0,,0.0,,,-111,,-20.0,0.0,0.0,0.0,-20,0.0,0.0,29.0,9.0,86.0,-4.0,17.0,0.0,71.0,11,-9.0,0.0,67.0,
12/31/1997,18,42,64,0,,-24,0.0,-23,0,,0.0,,0.0,,,-41,,-57.0,0.0,0.0,20.0,-57,0.0,0.0,-126.0,-163.0,19.0,-30.0,73.0,120.0,-144.0,6,-6.0,0.0,-126.0,
03/31/1998,532,41,64,0,,5,,-1,0,,0.0,,0.0,,,423,,-31.0,0.0,0.0,0.0,-31,0.0,0.0,-72.0,-103.0,-447.0,-33.0,-272.0,75.0,-151.0,9,-75.0,0.0,-18.0,
06/30/1998,22,12,64,0,,1,,0,0,,0.0,,0.0,,,-55,,-41.0,0.0,0.0,0.0,-41,0.0,0.0,22.0,-19.0,-82.0,-67.0,-33.0,0.0,0.0,18,0.0,0.0,-79.0,
09/30/1998,13,45,65,0,,-7,,0,0,,0.0,,0.0,,,-90,,-36.0,0.0,0.0,0.0,-36,0.0,0.0,9.0,-27.0,-18.0,-1.0,-17.0,0.0,0.0,0,0.0,0.0,-32.0,
12/31/1998,33,51,66,0,,-54,,-58,0,,0.0,,0.0,,,132,,-42.0,0.0,0.0,0.0,-42,0.0,0.0,2.0,-40.0,10.0,-2.0,11.0,0.0,,0,0.0,0.0,3.0,
03/31/1999,318,48,65,0,,36,,-36,0,,0.0,,0.0,,,205,,-33.0,0.0,0.0,0.0,-33,0.0,0.0,25.0,-8.0,-26.0,0.0,-43.0,0.0,0.0,17,0.0,0.0,284.0,
06/30/1999,90,41,65,0,,8,,31,0,,0.0,,0.0,,,-54,,-42.0,0.0,0.0,0.0,-42,0.0,0.0,-40.0,-82.0,-120.0,-102.0,0.0,0.0,-2.0,0,-17.0,0.0,-112.0,
09/30/1999,-127,45,65,0,,7,,-10,0,,0.0,,0.0,,,-234,,-31.0,0.0,0.0,0.0,-31,0.0,0.0,0.0,-31.0,68.0,-2.0,70.0,0.0,0.0,0,0.0,0.0,-90.0,
12/31/1999,400,51,66,0,,84,,48,0,158.0,0.0,-18.0,0.0,-19.0,0.0,29,,-40.0,0.0,0.0,0.0,-40,0.0,0.0,-313.0,-353.0,-145.0,-1.0,-70.0,0.0,-73.0,17,,0.0,-98.0,
03/31/2000,186,52,64,0,,13,,-6,0,,0.0,,0.0,,,63,,-40.0,0.0,0.0,0.0,-40,0.0,0.0,0.0,-40.0,-1.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,145.0,
06/30/2000,109,50,67,0,,20,,30,0,,0.0,,0.0,,,-58,,-46.0,0.0,0.0,0.0,-46,0.0,0.0,-75.0,-121.0,-2.0,-2.0,0.0,0.0,0.0,0,0.0,0.0,-14.0,
09/30/2000,325,52,65,0,,8,,26,0,,0.0,,0.0,,,174,,-44.0,0.0,0.0,0.0,-44,0.0,0.0,-312.0,-356.0,-31.0,-1.0,0.0,0.0,-30.0,0,0.0,0.0,-62.0,
12/31/2000,153,58,67,0,,-36,,-28,0,-377.0,0.0,11.0,0.0,191.0,0.0,267,,-68.0,0.0,0.0,0.0,-68,0.0,0.0,141.0,73.0,-101.0,-101.0,0.0,0.0,0.0,0,0.0,0.0,125.0,
03/31/2001,266,50,65,0,,9,,10,0,,0.0,,0.0,,,132,,-46.0,0.0,0.0,0.0,-46,0.0,0.0,190.0,144.0,-141.0,-141.0,0.0,0.0,0.0,0,0.0,0.0,269.0,
06/30/2001,155,50,67,0,,-1,,37,0,,0.0,,0.0,,,2,,-68.0,0.0,0.0,0.0,-68,0.0,0.0,25.0,-43.0,-55.0,-52.0,0.0,0.0,0.0,0,0.0,-3.0,57.0,
09/30/2001,-164,57,68,0,0.0,10,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,-313,,-76.0,0.0,0.0,0.0,-76,0.0,0.0,-127.0,-203.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-367.0,
12/31/2001,44,50,68,0,,6,,-41,0,244.0,0.0,25.0,-51.0,-171.0,0.0,-86,,-104.0,0.0,0.0,0.0,-104,0.0,0.0,132.0,28.0,-223.0,-1.0,50.0,0.0,-270.0,0,0.0,-2.0,-151.0,
03/31/2002,474,59,68,0,0.0,16,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,331,,-70.0,0.0,0.0,0.0,-70,0.0,0.0,-200.0,-270.0,-151.0,-101.0,-50.0,0.0,0.0,0,0.0,0.0,53.0,
06/30/2002,147,50,68,0,0.0,-24,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,53,,-73.0,0.0,0.0,0.0,-73,0.0,0.0,-98.0,-171.0,-1.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,-25.0,
09/30/2002,-12,55,69,0,0.0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-137,,-70.0,0.0,0.0,0.0,-70,0.0,0.0,154.0,84.0,-101.0,-1.0,0.0,0.0,-100.0,0,0.0,0.0,-29.0,
12/31/2002,-88,49,71,0,0.0,54,,16,0,-67.0,0.0,-34.0,-22.0,-4.0,0.0,-151,,-118.0,0.0,0.0,0.0,-118,0.0,0.0,-33.0,-151.0,249.0,-1.0,0.0,250.0,0.0,0,0.0,0.0,10.0,
03/31/2003,441,58,69,0,0.0,-7,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,321,,-58.0,0.0,0.0,0.0,-58,0.0,0.0,-195.0,-253.0,-71.0,-1.0,0.0,0.0,-70.0,0,0.0,0.0,117.0,
06/30/2003,-1,36,72,0,0.0,-5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-104,,-77.0,0.0,0.0,0.0,-77,0.0,0.0,302.0,225.0,-351.0,-251.0,0.0,0.0,-100.0,0,0.0,0.0,-127.0,
09/30/2003,-17,52,73,0,0.0,12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-154,,-82.0,0.0,0.0,0.0,-82,0.0,0.0,189.0,107.0,-86.0,-1.0,40.0,0.0,-125.0,0,0.0,0.0,4.0,
12/31/2003,-47,76,75,0,0.0,65,0.0,-13,0,-44.0,0.0,2.0,-22.0,35.0,-25.0,-196,,-101.0,0.0,0.0,5.0,-101,0.0,0.0,-199.0,-295.0,358.0,-2.0,-40.0,500.0,-100.0,0,0.0,0.0,16.0,
03/31/2004,533,59,74,0,0.0,24,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,376,,-62.0,0.0,0.0,0.0,-62,0.0,0.0,-283.0,-345.0,-176.0,-1.0,0.0,0.0,-175.0,0,0.0,0.0,12.0,
06/30/2004,95,50,76,0,0.0,3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-34,,-82.0,0.0,0.0,0.0,-82,0.0,0.0,79.0,-3.0,-102.0,-102.0,0.0,0.0,0.0,0,0.0,0.0,-10.0,
09/30/2004,-65,67,75,0,0.0,1,0.0,-43,0,0.0,0.0,0.0,0.0,0.0,0.0,-165,,-90.0,0.0,0.0,7.0,-90,0.0,0.0,190.0,107.0,-50.0,-50.0,0.0,0.0,0.0,0,0.0,0.0,-8.0,
12/31/2004,-17,60,30,0,0.0,-44,0.0,-34,0,-145.0,0.0,2.0,0.0,107.0,61.0,-54,,-77.0,0.0,0.0,0.0,-77,0.0,0.0,23.0,-54.0,79.0,-51.0,30.0,100.0,0.0,0,0.0,0.0,8.0,
03/31/2005,471,69,66,0,0.0,11,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,325,,-63.0,0.0,0.0,0.0,-63,0.0,0.0,-386.0,-449.0,-31.0,-1.0,-30.0,0.0,0.0,0,0.0,0.0,-9.0,
06/30/2005,-7,58,66,0,0.0,-3,0.0,-4,0,0.0,0.0,0.0,0.0,0.0,0.0,-124,,-83.0,0.0,0.0,0.0,-83,0.0,0.0,192.0,109.0,-101.0,-101.0,0.0,0.0,0.0,0,0.0,0.0,1.0,
09/30/2005,106,43,66,0,0.0,-24,0.0,108,0,0.0,0.0,0.0,0.0,0.0,0.0,-87,,-99.0,0.0,0.0,0.0,-99,0.0,0.0,33.0,-66.0,-51.0,-51.0,0.0,0.0,0.0,0,0.0,0.0,-11.0,
12/31/2005,-282,55,66,0,0.0,2,0.0,26,0,-41.0,0.0,-49.0,21.0,49.0,-136.0,-275,,-116.0,0.0,0.0,0.0,-116,0.0,0.0,141.0,25.0,332.0,-1.0,88.0,250.0,0.0,0,0.0,-5.0,75.0,
03/31/2006,590,51,66,0,0.0,-3,0.0,5,0,,,,,,,471,,-97.0,0.0,0.0,0.0,-97,0.0,0.0,-73.0,-170.0,-139.0,-51.0,-88.0,0.0,0.0,0,0.0,0.0,281.0,
06/30/2006,216,67,67,0,0.0,-9,0.0,15,0,,,,,,,76,,-96.0,0.0,0.0,2.0,-96,0.0,0.0,-49.0,-143.0,-51.0,-51.0,0.0,0.0,0.0,0,0.0,0.0,22.0,
09/30/2006,75,61,67,0,0.0,14,0.0,4,0,,,,,,,-71,,-91.0,0.0,0.0,7.0,-91,0.0,0.0,8.0,-76.0,-51.0,-51.0,0.0,0.0,0.0,0,0.0,0.0,-52.0,
12/31/2006,30,60,67,0,0.0,-28,0.0,10,0,52.0,,18.0,-7.0,82.0,113.0,-337,,-129.0,0.0,0.0,2.0,-129,0.0,0.0,-32.0,-159.0,-1.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,-130.0,
03/31/2007,404,58,69,0,0.0,-5,0.0,-12,0,,,,,,,294,,-86.0,0.0,0.0,0.0,-86,0.0,0.0,-23.0,-109.0,-101.0,-101.0,0.0,0.0,0.0,0,0.0,0.0,194.0,
06/30/2007,261,56,70,0,0.0,15,0.0,6,0,,,,,,,114,,-105.0,0.0,0.0,2.0,-105,0.0,0.0,-88.0,-191.0,-1.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,69.0,
09/30/2007,-218,66,71,0,0.0,12,0.0,11,0,,,,,,,-378,,-109.0,0.0,0.0,0.0,-109,0.0,0.0,-6.0,-115.0,-1.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,-334.0,
12/31/2007,44,62,71,0,0.0,-12,0.0,28,0,-31.0,,8.0,-2.0,-69.0,42.0,-74,,-157.0,0.0,0.0,0.0,-157,0.0,0.0,83.0,-74.0,-51.0,-51.0,0.0,0.0,0.0,0,0.0,0.0,-81.0,
03/31/2008,572,58,71,0,0.0,-3,0.0,-12,0,,,,,,,458,,-116.0,0.0,0.0,0.0,-116,0.0,0.0,-13.0,-129.0,-151.0,-151.0,0.0,0.0,0.0,0,0.0,0.0,292.0,
06/30/2008,8,57,71,0,0.0,24,0.0,-1,0,,,,,,,-143,,-126.0,0.0,0.0,0.0,-126,0.0,0.0,-46.0,-172.0,-52.0,-52.0,0.0,0.0,0.0,0,0.0,0.0,-216.0,
09/30/2008,-275,80,67,0,0.0,53,0.0,-26,0,,,,,,,-449,,-108.0,0.0,0.0,0.0,-108,0.0,0.0,191.0,83.0,95.0,-1.0,96.0,0.0,0.0,0,0.0,0.0,-97.0,
12/31/2008,268,58,71,0,0.0,18,0.0,-3,0,,,,,,,178,,-104.0,0.0,0.0,0.0,-104,0.0,0.0,3.0,-101.0,1.0,-151.0,-96.0,250.0,0.0,0,0.0,-2.0,168.0,
03/31/2009,497,59,72,0,0.0,6,0.0,3,0,,,,,,,357,,-112.0,0.0,0.0,0.0,-112,0.0,0.0,3.0,-109.0,-1.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,387.0,
06/30/2009,60,63,75,0,0.0,14,0.0,-1,0,,,,,,,-91,,-115.0,0.0,0.0,0.0,-115,0.0,0.0,2.0,-113.0,-2.0,-2.0,0.0,0.0,0.0,0,0.0,0.0,-55.0,
09/30/2009,-12,73,73,0,0.0,4,0.0,-25,0,,,,,,,-137,,-109.0,0.0,0.0,0.0,-109,0.0,0.0,2.0,-107.0,-1.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,-120.0,
12/31/2009,-112,75,73,0,0.0,48,0.0,-28,0,,,,,,,-300,,-144.0,0.0,0.0,0.0,-144,0.0,0.0,-12.0,-156.0,-101.0,-1.0,0.0,0.0,-100.0,0,0.0,0.0,-369.0,
03/31/2010,492,65,75,0,0.0,16,0.0,-3,0,,,,,,,339,,-114.0,0.0,0.0,0.0,-114,0.0,0.0,-146.0,-260.0,-101.0,-101.0,0.0,0.0,0.0,0,0.0,0.0,131.0,
06/30/2010,118,71,77,0,0.0,-2,0.0,-5,0,,,,,,,-23,,-102.0,0.0,0.0,0.0,-102,0.0,0.0,-93.0,-195.0,98.0,,0.0,0.0,0.0,0,0.0,98.0,21.0,
09/30/2010,-48,79,78,0,0.0,49,0.0,6,0,,,,,,,-260,,-121.0,0.0,0.0,0.0,-121,0.0,0.0,141.0,20.0,-1.0,-1.0,0.0,0.0,0.0,0,0.0,,-29.0,
12/31/2010,165,75,79,0,0.0,49,0.0,-57,0,18.0,,,,,,-34,,-166.0,0.0,0.0,0.0,-166,0.0,0.0,48.0,-118.0,198.0,-3.0,0.0,299.0,0.0,0,0.0,-98.0,245.0,
03/31/2011,380,68,81,0,0.0,48,0.0,6,0,,,,,,,177,,-168.0,0.0,0.0,0.0,-168,0.0,0.0,-295.0,-463.0,-301.0,-51.0,0.0,0.0,-250.0,0,0.0,0.0,-384.0,
