Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/1994,13532.0,,-7052.0,,6480.0,,-4018.0,,,,,2462.0,-317.0,,,5.0,,312.0,2145.0,-918.0,1232.0,0.0,,,1227.0,0.0,1232.0,0.0,,1232.0,1232.0,,2610.0,0.473333,0.473333,,2610.0,0.473333,0.473333,0.473333,
09/30/1994,13673.0,,-7094.0,,6579.0,,-4122.0,,,,,2457.0,-310.0,,,0.0,,310.0,2147.0,-917.0,1230.0,0.0,,,1230.0,0.0,1230.0,0.0,,1230.0,1230.0,,2595.0,0.473333,0.473333,,2595.0,0.473333,0.473333,0.473333,
12/31/1994,13844.0,,-7407.0,,6437.0,,-4269.0,,,,,2168.0,-292.0,,,0.0,,292.0,1876.0,-784.0,1092.0,0.0,,,1092.0,0.0,1092.0,0.0,,1092.0,1092.0,,2574.0,0.423333,0.423333,,2574.0,0.423333,0.423333,0.423333,
03/31/1995,13300.0,,-6833.0,,6467.0,,-3819.0,,,,,2648.0,-318.0,,,0.0,,318.0,2330.0,-967.0,1363.0,28.0,,,1335.0,0.0,1335.0,0.0,,1335.0,1335.0,,2550.0,0.523333,0.533333,,2550.0,0.523333,0.533333,0.533333,
06/30/1995,13763.0,,-6947.0,,6816.0,,-4097.0,,,,,2719.0,-309.0,,,1.0,,308.0,2410.0,-1001.0,1410.0,0.0,,,1409.0,0.0,1410.0,0.0,,1410.0,1410.0,,2532.0,0.556667,0.556667,,2532.0,0.556667,0.556667,0.556667,
09/30/1995,13329.0,,-6565.0,,6764.0,,-4025.0,,,,,2739.0,-292.0,,,2.0,,290.0,2447.0,-1016.0,1433.0,0.0,,,1431.0,0.0,1433.0,0.0,,1433.0,1433.0,,2517.0,0.57,0.57,,2517.0,0.57,0.57,0.57,
12/31/1995,12747.0,,-6340.0,,6407.0,,-3987.0,,,,,2420.0,-266.0,,,3.0,,263.0,2154.0,-885.0,1272.0,0.0,,,1269.0,0.0,1272.0,0.0,,1272.0,1272.0,,2502.0,0.51,0.51,,2502.0,0.51,0.51,0.51,
03/31/1996,13734.0,,-6745.0,,6989.0,,-4060.0,,,,,2929.0,-277.0,,,0.0,,277.0,2652.0,-1087.0,1565.0,0.0,,,1565.0,0.0,1565.0,0.0,,1565.0,1565.0,,2490.0,0.63,0.63,0.63,2523.0,0.62,0.62,0.62,
06/30/1996,13760.0,,-6660.0,,7100.0,,-4086.0,,,,,3014.0,-266.0,,,0.0,,266.0,2748.0,-1127.0,1621.0,0.0,,,1621.0,0.0,1621.0,0.0,,1621.0,1621.0,,2469.0,0.656667,0.656667,0.656667,2493.0,0.65,0.65,0.65,
09/30/1996,13688.0,,-6596.0,,7092.0,,-4021.0,,,,,3071.0,-281.0,,,0.0,,281.0,2790.0,-1144.0,1646.0,0.0,,,1646.0,0.0,1646.0,0.0,,1646.0,1646.0,,2454.0,0.67,0.67,0.67,2475.0,0.666667,0.666667,0.666667,
12/31/1996,13371.0,,-6559.0,,6812.0,,-4057.0,,,,,2755.0,-262.0,,,0.0,,262.0,2493.0,-1022.0,1471.0,0.0,,,1471.0,0.0,1471.0,0.0,,1471.0,1471.0,,2424.0,0.606667,0.606667,0.606667,2439.0,0.603333,0.603333,0.603333,
03/31/1997,14093.0,,-6717.0,,7376.0,,-4110.0,,,,,3266.0,-287.0,,,0.0,,287.0,2979.0,-1206.0,1773.0,0.0,,,1773.0,0.0,1773.0,0.0,,1773.0,1773.0,,2429.000977,0.73,0.73,0.73,2463.0,0.72,0.72,0.72,
06/30/1997,14290.0,,-6690.0,,7600.0,,-4236.0,,,,,3364.0,-279.0,,,0.0,,279.0,3085.0,-1249.0,1836.0,0.0,,,1836.0,0.0,1836.0,0.0,,1836.0,1836.0,,2414.0,0.76,0.76,0.76,2436.0,0.75,0.75,0.75,
09/30/1997,13991.0,,-6571.0,,7420.0,,-3996.0,,,,,3424.0,-1061.0,,,0.0,,1061.0,2363.0,-957.0,1406.0,0.0,,,1406.0,0.0,1406.0,0.0,,1406.0,1406.0,,2421.0,0.58,0.58,0.77,2443.0,0.58,0.58,0.76,
12/31/1997,13740.0,,-6711.0,,7029.0,,-3784.0,,,,,3245.0,-1061.0,,237.0,0.0,,824.0,2184.0,-889.0,1295.0,0.0,,,1295.0,0.0,1295.0,0.0,,1295.0,1295.0,,2423.0,0.54,0.54,0.67,2444.0,0.53,0.53,0.66,
03/31/1998,14156.0,,-6707.0,,7449.0,,-4080.0,,,,,3369.0,-1050.0,,,0.0,,1050.0,2319.0,-937.0,1382.0,0.0,,,1382.0,0.0,1382.0,0.0,,1382.0,1382.0,,2425.0,0.57,0.57,0.8,2444.0,0.57,0.57,0.79,
06/30/1998,14786.0,,-6883.0,,7903.0,,-4564.0,,,,,3339.0,-437.0,,,0.0,,437.0,2902.0,-1166.0,1736.0,0.0,,,1736.0,0.0,1736.0,0.0,,1736.0,1736.0,,2428.0,0.72,0.72,0.82,2443.0,0.71,0.71,0.82,
09/30/1998,14371.0,,-6529.0,,7842.0,,-4229.0,,,,,3613.0,-311.0,,,0.0,,311.0,3302.0,-1322.0,1980.0,0.0,,,1980.0,0.0,1980.0,0.0,,1980.0,1980.0,,2430.0,0.81,0.81,0.85,2448.0,0.81,0.81,0.84,
12/31/1998,14500.0,,-6701.0,,7799.0,,-4762.0,,,,,3037.0,-2473.0,,,0.0,,2473.0,564.0,-290.0,274.0,0.0,,,274.0,0.0,274.0,0.0,,274.0,274.0,,2432.0,0.109999,0.11,0.73,2458.0,0.11,0.11,0.72,
03/31/1999,15134.0,,-7260.0,,7874.0,,-4713.0,,,,,3161.0,-206.0,206.0,,,,0.0,2955.0,-1168.0,1787.0,,,,1787.0,,1787.0,,,1787.0,1787.0,173.0,2424.0,0.74,0.74,0.81,2439.0,0.73,0.73,0.8,
06/30/1999,19810.0,,-7487.0,,12323.0,,-4503.0,,,,,3577.0,-222.0,222.0,,,,0.0,3355.0,-1325.0,2030.0,,,,2030.0,,2030.0,,,2030.0,2030.0,,2406.0,0.84,0.84,0.85,2417.0,0.84,0.84,0.85,
09/30/1999,15492.0,,-7451.0,,8041.0,,-4525.0,,,,,3516.0,-199.0,199.0,,,,0.0,3317.0,-1316.0,2001.0,,,,2001.0,,2001.0,,,2001.0,2001.0,86.832,2386.0,0.84,0.84,0.88,2396.0,0.84,0.84,0.87,
12/31/1999,15558.0,,-7363.0,,8195.0,,-4959.0,,,,,3236.0,-168.0,,,,,168.0,3068.0,-1211.0,1857.0,,,,1857.0,,1857.0,,,1857.0,1857.0,-40.832,2354.0,0.79,0.79,0.77,2359.0,0.79,0.79,0.77,
03/31/2000,15590.0,,-7303.0,,8287.0,,-4809.0,,,,,3478.0,-185.0,185.0,185.0,,,0.0,3293.0,-1284.0,2009.0,,,,2009.0,,2009.0,,,2009.0,2009.0,,2315.0,0.87,0.87,0.87,2318.0,0.87,0.87,0.87,
06/30/2000,16423.0,,-7517.0,,8906.0,,-5154.0,,,,,3752.0,-193.0,193.0,,,,0.0,3559.0,-1388.0,2171.0,,,,2171.0,,2171.0,,,2171.0,2171.0,,2273.0,0.96,0.96,0.96,2280.0,0.95,0.95,0.95,
09/30/2000,15757.0,,-7271.0,,8486.0,,-4522.0,,,,,3964.0,-158.0,158.0,,,,0.0,3806.0,-1487.0,2319.0,,,,2319.0,,2319.0,,,2319.0,2319.0,-48.0,2240.0,1.04,1.04,1.0,2253.0,1.03,1.03,0.99,
12/31/2000,15506.0,,-7057.0,,8449.0,,-4964.0,,,,,3485.0,-183.0,,,,,183.0,3302.0,-1291.0,2011.0,,,,2011.0,,2011.0,,,2011.0,2011.0,-35.0,2213.0,0.91,0.91,0.88,2235.0,0.9,0.9,0.87,
03/31/2001,17982.0,,-8225.0,,9757.0,,-6425.0,,,,,3332.0,-451.0,451.0,,,,0.0,2881.0,-1095.0,1786.0,6.0,,,1780.0,,1780.0,,,1780.0,1780.0,334.0,2201.0,0.81,0.82,0.96,2229.0,0.8,0.8,0.95,
06/30/2001,16412.0,,-8761.0,,7651.0,,-3447.0,,,,,4204.0,-438.0,438.0,,,,0.0,3766.0,-1431.0,2335.0,0.0,,,2335.0,-47.0,2288.0,0.0,0.0,2288.0,2288.0,,2191.0,1.04,1.04,1.04,2221.0,1.03,1.03,1.03,
09/30/2001,18111.0,,-8139.0,,9972.0,,-5728.0,,,,,4244.0,-313.0,276.0,,,,37.0,3931.0,-1492.0,2439.0,,,,2439.0,-111.0,2328.0,,,2328.0,2328.0,28.0,2175.0,1.07,1.07,1.08,2202.0,1.06,1.06,1.07,
12/31/2001,17982.0,,-8304.0,,9678.0,,-5756.0,,,,,3922.0,-216.0,,,,,216.0,3706.0,-1389.0,2317.0,0.0,,,2317.0,-153.0,2164.0,,,2164.0,2164.0,-4.0,2157.0,1.0,1.0,1.0,2185.0,0.99,0.99,0.99,
03/31/2002,15960.0,,-8532.0,,7428.0,,-3257.0,,,,,4171.0,-293.0,293.0,,,,0.0,3878.0,-1376.0,2502.0,,,,2502.0,-137.0,2365.0,,,2365.0,2365.0,107.0,2145.0,1.1,1.1,1.15,2171.0,1.09,1.09,1.14,
06/30/2002,16520.0,,-8501.0,,8019.0,,-3392.0,,,,,4627.0,-309.0,309.0,,,,0.0,4318.0,-1533.0,2785.0,0.0,,,2785.0,-175.0,2610.0,,,2610.0,2610.0,64.77,2135.0,1.22,1.22,1.25,2159.0,1.21,1.21,1.24,
09/30/2002,15238.0,,-7674.0,,7564.0,,-2973.0,,,,,4591.0,2341.0,279.0,,,,-2620.0,6932.0,-2461.0,4471.0,,,,4471.0,-112.0,4359.0,,,4359.0,4359.0,-1676.8,2104.0,2.07,2.07,1.27,2119.0,2.06,2.06,1.27,
12/31/2002,14464.0,,-8041.0,,6423.0,,-2634.0,,,,,3789.0,315.0,,,,,-315.0,4104.0,-2188.0,1916.0,,,,1916.0,-148.0,1768.0,,,1768.0,1768.0,165.52,2060.0,0.86,0.86,0.94,2069.0,0.85,0.85,0.93,
03/31/2003,14484.0,,-7565.0,,6919.0,,-3055.0,,,,,3864.0,-283.0,283.0,,,,0.0,3581.0,-1261.0,2320.0,,,,2320.0,-134.0,2186.0,,,2186.0,2186.0,,2032.0,1.08,1.08,1.08,2040.0,1.07,1.07,1.07,
06/30/2003,15487.0,,-7991.0,,7496.0,,-3114.0,,,,,4382.0,-454.0,263.0,,,,191.0,3928.0,-1382.0,2546.0,,,,2546.0,-109.0,2437.0,,,2437.0,2437.0,121.74,2023.0,1.2,1.2,1.26,2029.0,1.2,1.2,1.26,
09/30/2003,15302.0,,-7900.0,,7402.0,,-3169.0,,,,,4233.0,-311.0,301.0,,,,10.0,3922.0,-1353.0,2569.0,,,,2569.0,-79.0,2490.0,,,2490.0,2490.0,6.55,2027.0,1.23,1.23,1.23,2035.0,1.22,1.22,1.22,
12/31/2003,14919.0,,-8117.0,,6802.0,,-3209.0,,,,,3593.0,-415.0,303.0,1367.0,,,112.0,3178.0,-1101.0,2077.0,-83.0,,,2160.0,-69.0,2091.0,,,2091.0,2091.0,,2030.0,1.03,0.99,1.03,2048.0,1.03,0.99,1.03,
03/31/2004,15522.0,,-8084.0,,7438.0,,-3375.0,,,,,4063.0,-635.0,300.0,,,,335.0,3428.0,-1186.0,2242.0,,,,2242.0,-48.0,2194.0,,,2194.0,2194.0,187.0,2041.0,1.07,1.07,1.16,2059.0,1.07,1.07,1.16,
06/30/2004,16445.0,,-8636.0,,7809.0,,-3473.0,,,,,4336.0,-717.0,297.0,,,,420.0,3619.0,-963.0,2656.0,,,,2656.0,-29.0,2627.0,,,2627.0,2627.0,261.0,2047.0,1.28,1.28,1.41,2062.0,1.27,1.27,1.4,
09/30/2004,15977.0,,-8421.0,,7556.0,,-3322.0,,,,,4234.0,-364.0,288.0,,0.0,,76.0,3870.0,-1295.0,2575.0,,,,2575.0,73.0,2648.0,,,2648.0,2648.0,-88.2,2048.0,1.29,1.29,1.24,2060.0,1.29,1.29,1.24,
12/31/2004,16133.0,,-8884.0,,7249.0,,-3527.0,,,,,3722.0,-602.0,588.0,1120.0,,,14.0,3120.0,-1107.0,2013.0,23.0,,,1990.0,-43.0,1947.0,,,1947.0,1947.0,,2052.0,0.94,0.97,1.05,2071.0,0.94,0.95,1.03,
03/31/2005,16462.0,,-8671.0,,7791.0,,-3559.0,,,,,4232.0,-337.0,281.0,281.0,0.0,,56.0,3895.0,-1291.0,2604.0,-12.0,,,2616.0,-20.0,2596.0,,,2596.0,2596.0,1186.0,2061.0,1.26,1.25,1.25,2081.0,1.25,1.24,1.24,
06/30/2005,17325.0,,-9134.0,,8191.0,,-3647.0,,,,,4544.0,-393.0,320.0,320.0,,,73.0,4151.0,-1192.0,2959.0,245.0,,,2714.0,-47.0,2667.0,,,2667.0,2667.0,1426.0,2067.0,1.29,1.41,1.41,2087.0,1.28,1.4,1.4,
09/30/2005,17306.0,,-9082.0,,8224.0,,-3625.0,,,,,4599.0,-590.0,306.0,306.0,0.0,,284.0,4009.0,-1098.0,2911.0,,,,2911.0,-28.0,2883.0,,,2883.0,2883.0,1305.0,2072.0,1.39,1.39,1.39,2092.0,1.38,1.38,1.38,
12/31/2005,17827.0,,-9877.0,,7950.0,,-3996.0,,,,,3954.0,-574.0,250.0,649.0,0.0,,324.0,3380.0,-1037.0,2343.0,0.0,,,2343.0,-54.0,2289.0,,,2289.0,2289.0,,2080.0,1.1,1.1,1.18,2100.0,1.09,1.09,1.16,
03/31/2006,8686.0,,-3724.0,,4962.0,0.0,-1901.0,1833.0,,,68.0,3061.0,-147.0,147.0,,,,0.0,2914.0,-374.0,2540.0,-880.0,,,3420.0,57.0,3477.0,,0.0,3477.0,3477.0,,2082.0,1.67,1.25,1.25,2101.0,1.65,1.24,1.24,
06/30/2006,9255.0,,-3958.0,,5297.0,,-1915.0,,,,,3382.0,-275.0,119.0,119.0,,,156.0,3107.0,-1041.0,2066.0,-599.0,,,2665.0,46.0,2711.0,,,2711.0,2711.0,1419.0,2085.0,1.3,1.01,1.06,2102.0,1.29,1.0,1.05,
09/30/2006,9413.0,,-4022.0,,5391.0,,-1967.0,,,,,3424.0,-127.0,59.0,59.0,,,68.0,3297.0,-1125.0,2172.0,-661.0,,,2833.0,42.0,2875.0,,,2875.0,2875.0,1369.0,2090.0,1.38,1.06,1.08,2107.0,1.36,1.05,1.07,
12/31/2006,17985.0,,-9907.0,,8078.0,,-3860.0,,,,,4218.0,-175.0,175.0,,,,0.0,403.0,-1076.0,2967.0,,,,-673.0,-8.0,2959.0,,,2959.0,2959.0,,2092.0,1.41,1.41,127.0,2110.0,1.4,1.4,1.27,
03/31/2007,3488.0,,-1788.0,,1700.0,,-649.0,649.0,,,0.0,1051.0,62.0,104.0,,,-98.0,-68.0,1113.0,-417.0,696.0,-2054.0,,,2750.0,,2750.0,0.0,0.0,2750.0,2750.0,-42.522911,2097.0,1.31,0.33,0.31,2112.0,1.3,0.33,0.31,
06/30/2007,3962.0,,-2021.0,,1941.0,,-674.0,674.0,,,0.0,1267.0,-137.0,59.0,59.0,,-162.0,240.0,1130.0,-415.0,715.0,-1500.0,,,2215.0,,2215.0,0.0,0.0,2215.0,2215.0,1049.721234,2101.0,1.05,0.34,0.839629,2116.0,1.05,0.34,0.836088,
09/30/2007,4060.0,,-2096.0,,1964.0,,-736.0,736.0,,,0.0,1228.0,99.0,27.0,27.0,,-132.0,6.0,1327.0,-427.0,900.0,-1733.0,,,2633.0,,2633.0,0.0,0.0,2633.0,2633.0,996.307457,2103.0,1.25,0.43,0.903755,2117.0,1.24,0.43,0.900622,
12/31/2007,3702.0,,-1922.0,,1780.0,,-725.0,725.0,639.0,,0.0,1055.0,53.0,15.0,15.0,0.0,-118.0,50.0,1108.0,-288.0,820.0,-1368.0,,,2188.0,0.0,2188.0,0.0,0.0,2188.0,2188.0,22.202166,2104.0,1.04,0.39,0.400552,2119.0,1.03,0.39,0.400478,
03/31/2008,3604.0,,-1887.0,,1717.0,,-650.0,648.0,,,2.0,1067.0,-88.0,-16.0,,,-143.0,247.0,979.0,-365.0,614.0,-1840.0,,,2454.0,0.0,2454.0,0.0,0.0,2454.0,2454.0,,2107.0,1.16,0.29,0.37,2122.0,1.16,0.29,0.37,
06/30/2008,4179.0,,-2168.0,,2011.0,,-650.0,649.0,,,1.0,1361.0,110.0,18.0,18.0,,-147.0,19.0,1471.0,-541.0,930.0,,,,930.0,0.0,930.0,0.0,0.0,930.0,930.0,909.768868,2075.0,0.45,0.45,0.888443,2088.0,0.45,0.45,0.885713,
09/30/2008,4341.0,,-2230.0,,2111.0,,-765.0,763.0,,,2.0,1346.0,12.0,25.0,25.0,,-54.0,17.0,1358.0,-491.0,867.0,,,,867.0,0.0,867.0,0.0,0.0,867.0,867.0,1031.71723,2058.0,0.42,0.42,0.92132,2070.0,0.42,0.42,0.918414,
12/31/2008,3833.0,,-1985.0,,1848.0,,-705.0,703.0,663.0,,2.0,1143.0,-162.0,140.0,140.0,,-123.0,145.0,981.0,-302.0,679.0,,,,679.0,0.0,679.0,0.0,0.0,679.0,679.0,,2059.0,0.33,0.33,0.37,2070.0,0.33,0.33,0.37,
03/31/2009,3812.0,3812.0,-1770.0,1770.0,2042.0,0.0,-851.0,717.0,,,134.0,1191.0,-230.0,336.0,,,-106.0,0.0,961.0,-372.0,589.0,0.0,0.0,0.0,589.0,,589.0,,0.0,589.0,811.0,222.0,2061.0,0.28,0.28,0.393498,2067.0,0.28,0.28,0.387402,
06/30/2009,4594.0,4594.0,-2138.0,2138.0,2456.0,0.0,-779.0,738.0,,,41.0,1677.0,-70.0,287.0,,,-217.0,0.0,1607.0,-596.0,1011.0,0.0,0.0,0.0,1011.0,-1.0,1010.0,,-4.0,1006.0,1140.0,134.0,2069.0,0.49,0.49,0.550991,2069.0,0.49,0.49,0.550991,
09/30/2009,4318.0,4318.0,-2033.0,2033.0,2285.0,0.0,-891.0,663.0,,,228.0,1394.0,-160.0,279.0,,,-119.0,0.0,1234.0,-352.0,882.0,0.0,0.0,0.0,882.0,,882.0,,-3.0,879.0,990.72,111.72,2067.0,0.43,0.43,0.479303,2072.0,0.42,0.42,0.473919,
12/31/2009,4100.0,4100.0,-2049.0,2049.0,2051.0,0.0,-851.0,725.0,,,126.0,1200.0,-125.0,283.0,,,-158.0,0.0,1075.0,-349.0,726.0,0.0,0.0,0.0,726.0,-1.0,725.0,0.0,-2.0,723.0,800.0,77.0,2073.0,0.35,0.35,0.385914,2073.0,0.35,0.35,0.385914,
03/31/2010,3951.0,3951.0,-1867.0,1867.0,2084.0,0.0,-654.0,641.0,,,13.0,1430.0,-149.0,287.0,,,-138.0,0.0,1281.0,-468.0,813.0,0.0,0.0,0.0,813.0,0.0,813.0,0.0,0.0,813.0,866.0,53.0,2074.0,0.39,0.39,0.417551,2077.0,0.39,0.39,0.415518,
06/30/2010,4341.0,4341.0,-1967.0,1967.0,2374.0,0.0,-845.0,651.0,,,194.0,1529.0,-177.0,290.0,,,-113.0,0.0,1352.0,-309.0,1043.0,0.0,0.0,0.0,1043.0,-1.0,1042.0,,-4.0,1038.0,1070.0,32.0,2076.0,0.5,0.5,0.515414,2079.0,0.5,0.5,0.515392,
09/30/2010,4461.0,4461.0,-1985.0,1985.0,2476.0,0.0,-700.0,691.0,,,9.0,1776.0,-93.0,279.0,,,-186.0,0.0,1683.0,-552.0,1131.0,0.0,0.0,0.0,1131.0,,1131.0,,-5.0,1126.0,1126.0,0.0,2078.0,0.54,0.54,0.54,2080.0,0.54,0.54,0.54,
12/31/2010,4139.0,4139.0,-1885.0,1885.0,2254.0,0.0,-761.0,752.0,,,9.0,1493.0,-86.0,277.0,,,-191.0,0.0,1407.0,-487.0,920.0,0.0,0.0,0.0,920.0,-1.0,919.0,,-3.0,916.0,913.0,-3.0,2082.0,0.44,0.44,0.438521,2082.0,0.44,0.44,0.438521,
03/31/2011,3943.0,3943.0,-1795.0,1795.0,2148.0,0.0,-609.0,601.0,,,8.0,1539.0,-89.0,278.0,,,-189.0,0.0,1450.0,-512.0,938.0,0.0,0.0,0.0,938.0,-1.0,937.0,0.0,0.0,937.0,920.0,-17.0,2084.0,0.45,0.45,0.441459,2084.0,0.45,0.45,0.441459,
06/30/2011,4002.0,4002.0,-2030.0,2030.0,1972.0,0.0,-677.0,671.0,,,6.0,1295.0,-139.0,294.0,,,-155.0,0.0,1156.0,-712.0,444.0,0.0,0.0,0.0,444.0,0.0,444.0,,-1.0,443.0,1135.65,692.65,2076.0,0.21,0.21,0.547038,2076.0,0.21,0.21,0.543646,
09/30/2011,4328.0,4328.0,-1883.0,1883.0,2445.0,0.0,-567.0,581.0,,,-14.0,1878.0,-85.0,293.0,,,-208.0,0.0,1793.0,-619.0,1174.0,0.0,0.0,0.0,1174.0,-1.0,1173.0,,-5.0,1168.0,1154.0,-14.0,2054.0,0.57,0.57,0.561831,2054.0,0.57,0.57,0.561831,
