Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/27/2009,739.777,340.361,153.34,187.021,75.227,75.227,0.0,23.274,10.391,0.0,12.883,0.0,34.453,,33.407,15.518,473.315,88.828,,,0.0,,177.634,140.247,119.748,20.499,3.98,266.462,,54.702,31.46,3.677,,19.565,0.0,0.0,,,16.106,8.513,,7.524,70.808,0.0,0.0,,,55.162,,,,,41.476,5.173,55.162,125.97,0.0,736.807,0.203,736.604,-1349.0,1224.853,1.147,613.807,0.0,613.807,739.777,
12/27/2009,750.65,349.201,145.142,204.059,86.101,86.101,0.0,21.82,8.401,0.0,13.419,0.0,31.719,,33.402,13.892,488.841,86.06,,,0.0,,175.749,138.534,119.748,18.786,3.813,261.809,,58.244,35.459,3.586,,19.199,0.0,0.0,,,14.998,8.147,,5.821,73.242,0.0,0.0,,,54.894,,,,,41.882,4.865,54.894,128.136,0.0,756.605,0.204,756.401,-1388.755,1253.501,1.163,622.514,0.0,622.514,750.65,
03/28/2010,750.737,375.673,190.308,185.365,73.301,73.301,0.0,19.403,6.693,0.0,12.71,0.0,20.821,0.0,36.917,9.845,489.198,83.496,236.302,-152.806,0.0,,178.043,137.142,119.748,17.394,3.984,261.539,,62.126,36.766,2.633,0.0,22.727,0.0,0.0,0.0,0.0,20.309,7.401,0.0,11.069,82.435,0.0,0.0,0.0,0.0,84.963,,,,,70.577,6.985,84.963,167.398,0.0,779.058,0.205,778.853,-1445.6,1248.675,1.206,583.339,0.0,583.339,750.737,
06/27/2010,720.463,348.581,182.953,165.628,74.551,74.551,0.0,24.406,8.163,0.0,16.243,0.0,22.804,,30.027,11.636,470.342,79.948,,,0.0,,170.173,136.503,119.748,16.755,3.643,250.121,,55.347,35.818,2.921,,16.608,0.0,0.0,,,19.03,6.734,,9.267,74.377,0.0,0.0,,,79.054,,,,,65.66,6.66,79.054,153.431,0.0,789.661,0.206,789.455,-1498.106,1274.124,1.353,567.032,0.0,567.032,720.463,
09/26/2010,692.937,304.012,200.151,103.861,86.35,86.35,0.0,24.947,6.542,0.0,18.405,0.0,26.457,,31.762,15.567,441.766,80.846,,,0.0,,170.325,135.278,119.748,15.53,3.285,251.171,,58.59,33.832,3.323,,21.435,0.0,0.0,,,17.636,6.111,,7.839,76.226,0.0,0.0,,,79.253,,,,,66.761,6.381,79.253,155.479,0.0,801.065,0.206,800.859,-1569.0,1304.11,1.283,537.458,0.0,537.458,692.937,
12/26/2010,731.957,343.174,106.292,236.882,83.916,83.916,0.0,25.857,5.964,0.0,19.893,0.0,37.708,,25.966,22.95,490.655,78.666,,,0.0,,162.636,133.761,119.748,14.013,2.909,241.302,,57.877,31.574,3.745,,22.558,0.0,0.0,,,16.279,5.532,,5.855,74.156,0.0,0.0,,,72.932,,,,,61.268,6.132,72.932,147.088,,830.459,0.208,830.251,-1600.487,1354.449,0.448,584.869,0.0,584.869,731.957,
04/03/2011,757.207,384.076,147.78,236.296,70.134,70.134,0.0,26.931,5.702,0.0,21.229,0.0,38.507,0.0,25.333,20.753,519.648,77.134,248.26,-171.126,0.0,,160.425,132.442,119.748,12.694,2.65,237.559,,66.686,34.816,6.012,0.0,25.858,0.0,0.0,0.0,0.0,15.652,0.0,0.0,5.221,82.338,0.0,0.0,0.0,0.0,73.705,0.0,0.0,0.0,0.0,62.565,11.14,73.705,156.043,0.0,844.754,0.208,844.546,-1631.969,1387.765,0.614,601.164,0.0,601.164,757.207,
07/03/2011,781.679,399.728,89.802,309.926,79.11,79.11,0.0,26.015,6.382,0.0,19.633,0.0,38.585,,22.42,21.27,543.438,81.506,,,0.0,,156.735,131.896,119.748,12.148,2.419,238.241,,65.461,38.353,5.924,,21.184,0.0,0.0,,,18.088,4.832,,7.916,83.549,0.0,0.0,,,71.15,,,,,60.038,6.28,71.15,154.699,0.0,857.12,0.209,856.911,-1651.412,1420.191,1.081,626.98,0.0,626.98,781.679,
10/02/2011,776.484,390.921,74.654,316.267,86.522,86.522,0.0,23.508,5.029,0.0,18.479,0.0,35.72,,24.368,17.518,536.671,81.928,,,0.0,,157.885,131.063,119.748,11.315,2.454,239.813,,64.457,38.549,3.686,,22.222,0.0,0.0,,,17.953,4.032,,7.838,82.41,0.0,0.0,,,71.37,,,,,61.175,6.163,71.37,153.78,0.0,867.392,0.209,867.183,-1693.614,1448.845,0.081,622.704,0.0,622.704,776.484,
01/01/2012,776.365,395.825,74.198,321.627,82.221,82.221,0.0,26.967,6.669,0.0,20.298,0.0,33.344,,27.284,13.39,538.357,78.715,,,0.0,,159.293,129.927,119.748,10.179,2.082,238.008,,66.368,35.099,3.029,,28.24,0.0,0.0,,,16.704,3.84,,6.356,83.072,0.0,0.0,,,72.171,,,,,62.409,5.922,72.171,155.243,0.0,877.972,0.209,877.763,-1736.019,1478.87,0.299,621.122,0.0,621.122,776.365,
04/01/2012,913.418,537.955,164.516,373.439,76.588,76.588,0.0,19.724,3.743,0.0,15.981,0.0,52.622,0.0,30.558,35.842,686.889,78.01,254.615,-176.605,0.0,,148.519,116.253,110.976,5.277,1.708,226.529,,65.323,34.198,2.799,0.0,28.326,0.0,0.0,0.0,0.0,15.894,0.0,0.0,9.39,81.217,0.0,0.0,0.0,0.0,72.358,0.0,,,,64.853,7.505,72.358,153.575,0.0,901.945,0.211,901.734,-1760.336,1617.201,1.033,759.843,0.0,759.843,913.418,
07/01/2012,880.792,496.342,117.052,379.29,78.784,78.784,0.0,22.153,2.946,0.0,19.207,0.0,52.033,,32.19,35.523,649.312,81.787,,,0.0,,149.693,115.947,110.976,4.971,1.556,231.48,,58.234,35.441,2.362,,20.431,0.0,0.0,,,21.741,,,15.506,79.975,0.0,0.0,,,73.366,,,,,65.71,7.656,73.366,153.341,0.0,907.973,0.211,907.762,-1817.066,1635.587,0.957,727.451,0.0,727.451,880.792,
09/30/2012,858.348,484.416,103.465,380.951,72.948,72.948,0.0,21.788,2.134,0.0,19.654,0.0,41.145,,34.391,26.111,620.297,86.409,,,0.0,,151.642,115.641,110.976,4.665,1.61,238.051,,59.171,35.736,2.379,,21.056,0.0,0.0,,,17.603,,,11.977,76.774,0.0,0.0,,,139.422,66.546,,,,66.546,6.33,72.876,149.65,0.0,916.548,0.212,916.336,-1857.579,1647.461,2.268,708.698,0.0,708.698,858.348,
12/30/2012,865.498,495.183,99.856,395.327,69.499,69.499,0.0,23.035,2.32,0.0,20.715,0.0,36.844,,35.655,23.006,624.561,88.393,,,0.0,,152.544,115.336,110.976,4.36,1.553,240.937,,58.94,30.547,2.452,,25.941,0.0,0.0,,,16.791,,,11.08,75.731,0.0,0.0,,,140.19,66.953,,,,66.953,6.284,73.237,148.968,0.0,924.816,0.212,924.604,-1870.871,1660.702,1.883,716.53,0.0,716.53,865.498,
03/31/2013,825.163,455.506,95.532,359.974,66.135,66.135,0.0,20.16,2.039,0.0,18.121,0.0,37.417,0.0,31.992,24.381,579.218,96.336,289.234,-192.898,0.0,,149.609,115.03,110.976,4.054,2.587,245.945,,61.68,29.668,4.559,0.0,27.453,0.0,0.0,0.0,0.0,12.327,0.0,0.0,7.651,74.007,0.0,0.0,0.0,0.0,16.879,0.0,,,,10.772,6.107,16.879,90.886,0.0,932.769,0.212,932.557,-1890.716,1690.337,1.887,734.277,0.0,734.277,825.163,
06/30/2013,797.366,431.869,94.552,337.317,69.271,69.271,0.0,17.108,1.952,0.0,15.156,0.0,42.182,,25.63,28.875,560.43,94.086,,,0.0,,142.85,114.724,110.976,3.748,2.496,236.936,,52.232,26.936,3.217,,22.079,0.0,0.0,,,19.037,,,14.414,71.269,0.0,0.0,,,17.085,,,,,10.845,6.24,17.085,88.354,0.0,937.591,0.213,937.378,-1915.144,1687.287,-0.722,709.012,0.0,709.012,797.366,
09/29/2013,794.495,433.008,86.507,346.501,67.934,67.934,0.0,17.363,1.555,0.0,15.808,0.0,40.887,,27.272,27.546,559.192,90.942,,,0.0,,144.361,114.668,110.976,3.692,2.421,235.303,,47.751,26.449,0.99,,20.312,0.0,0.0,,,13.828,,,9.378,61.579,0.0,0.0,,,23.785,,,,,16.681,7.104,23.785,85.364,0.0,944.777,0.213,944.564,-1934.177,1698.264,0.267,709.131,0.0,709.131,794.495,
12/29/2013,822.118,462.431,108.998,353.433,71.153,71.153,0.0,14.044,1.592,0.0,12.452,0.0,35.491,,34.652,20.513,583.119,87.609,,,0.0,,151.39,114.362,110.976,3.386,2.376,238.999,,50.484,23.837,1.913,,24.734,0.0,0.0,,,12.252,,,8.192,62.736,0.0,0.0,,,25.628,,,,,17.804,7.824,25.628,88.364,0.0,951.957,0.214,951.743,-1937.302,1718.85,0.249,733.754,0.0,733.754,822.118,
03/30/2014,798.263,278.041,91.258,186.783,65.213,65.213,0.0,18.036,2.041,0.0,15.995,0.0,31.67,0.0,32.827,16.59,392.96,86.527,291.654,-205.127,0.0,,318.776,262.395,167.232,95.163,23.554,405.303,,58.594,30.657,0.981,0.0,26.956,0.0,0.0,0.0,0.0,20.077,0.0,0.0,16.123,78.671,0.0,0.0,0.0,0.0,26.166,0.0,,,,17.095,9.071,26.166,104.837,0.0,958.222,0.214,958.008,-1937.302,1672.071,0.435,693.426,0.0,693.426,798.263,
06/29/2014,791.668,250.414,60.882,189.532,84.103,84.103,0.0,25.715,2.636,0.0,23.079,0.0,34.551,,29.091,19.87,394.783,86.304,,,0.0,,310.581,258.694,193.294,65.4,22.796,396.885,,52.512,31.261,1.53,,19.721,0.0,0.0,,,12.542,,,8.502,65.054,0.0,0.0,,,23.186,0.0,,,,13.871,9.315,23.186,88.24,0.0,961.904,0.214,961.69,-1937.302,1678.071,0.755,703.428,0.0,703.428,791.668,
09/28/2014,813.578,276.769,86.93,189.839,85.469,85.469,0.0,30.142,2.932,0.0,27.21,0.0,32.838,,29.818,18.841,425.218,82.972,,,0.0,,305.388,253.723,192.492,61.231,21.847,388.36,,59.19,37.178,2.312,,19.7,0.0,0.0,,,12.519,,,8.824,71.709,0.0,0.0,,,21.304,,,,,12.605,8.699,21.304,93.013,0.0,968.583,0.215,968.368,-1937.302,1689.081,0.203,720.565,0.0,720.565,813.578,
12/28/2014,831.501,287.932,95.508,192.424,94.705,94.705,0.0,30.939,1.974,0.0,28.965,0.0,39.881,,32.723,24.4,453.457,74.841,,,0.0,,303.203,249.323,167.232,82.091,21.157,378.044,,61.77,38.804,3.511,,19.455,0.0,0.0,,,9.468,,,5.999,71.238,0.0,0.0,,,23.448,,,,,15.166,8.282,23.448,94.686,0.0,974.955,0.215,974.74,-1949.136,1711.516,-0.52,736.815,0.0,736.815,831.501,
03/29/2015,848.655,316.415,115.241,201.174,87.436,87.436,0.0,29.978,4.311,0.0,25.667,0.0,34.347,0.0,48.88,21.802,455.631,78.501,288.557,-210.056,0.0,,314.523,244.891,167.232,77.659,20.752,393.024,,65.684,40.497,2.711,0.0,22.476,0.0,0.0,0.0,0.0,11.718,0.0,0.0,11.718,77.402,0.0,0.0,0.0,0.0,24.237,0.0,,,,14.516,9.721,24.237,101.639,0.0,983.794,0.215,983.579,-1959.343,1722.664,-0.099,747.016,0.0,747.016,848.655,
06/28/2015,842.029,308.875,92.199,216.676,84.951,84.951,0.0,38.649,6.259,0.0,32.39,0.0,35.166,,33.412,23.02,467.641,79.013,,,0.0,,295.375,241.206,167.232,73.974,20.757,374.388,,58.579,39.263,1.753,0.0,17.563,0.0,0.0,,,11.629,,,11.629,70.208,0.0,0.0,,,22.545,,,,,14.753,7.792,22.545,92.753,0.0,1001.216,0.217,1000.999,-1976.748,1725.22,-0.412,749.276,0.0,749.276,842.029,
09/27/2015,811.822,307.689,101.87,205.819,59.217,59.217,0.0,50.111,9.099,0.0,41.012,0.0,29.22,,32.853,17.197,446.237,75.279,,,0.0,,290.306,237.408,167.232,70.176,20.045,365.585,,48.635,33.063,1.694,,13.878,0.0,0.0,,,16.174,,,16.174,64.809,0.0,0.0,,,22.804,,,,,15.008,7.796,22.804,87.613,0.0,1004.877,0.218,1004.659,-2007.465,1727.458,-0.661,724.209,0.0,724.209,811.822,
12/27/2015,797.392,299.474,87.069,212.405,69.736,69.736,0.0,40.276,11.978,0.0,28.298,0.0,17.023,,44.424,17.023,426.509,74.081,,,0.0,,296.802,233.753,167.232,66.521,18.625,370.883,,45.661,27.756,1.439,,16.466,0.0,0.0,,,9.756,,,9.756,55.417,0.0,0.0,,,19.553,,,,,12.616,6.937,19.553,74.97,0.0,1010.225,0.218,1010.007,-2037.302,1750.891,-1.392,722.422,0.0,722.422,797.392,
04/03/2016,823.868,354.847,125.408,229.439,55.546,55.546,0.0,39.745,13.056,0.0,26.689,0.0,13.268,0.0,41.003,13.268,463.406,71.738,278.272,-206.534,0.0,,288.724,230.23,167.232,62.998,17.491,360.462,,49.92,29.576,0.955,0.0,19.389,0.0,0.0,0.0,0.0,11.156,0.0,0.0,11.156,61.076,0.0,0.0,0.0,0.0,15.414,0.0,,,,9.51,5.904,15.414,76.49,0.0,1015.884,0.218,1015.666,-2037.302,1769.13,-0.334,747.378,0.0,747.378,823.868,
07/03/2016,850.948,365.275,119.618,245.657,74.09,74.09,0.0,36.574,11.882,0.0,24.692,0.0,13.617,,41.897,13.617,489.556,76.961,,,0.0,,284.431,225.787,167.232,58.555,16.747,361.392,,56.814,39.294,0.905,0.0,16.615,0.0,0.0,,,10.751,,,10.751,67.565,0.0,0.0,,,14.0,,,,,8.474,5.526,14.0,81.565,0.0,1019.558,0.219,1019.339,-2037.302,1787.413,-0.286,769.383,0.0,769.383,850.948,
