Date,Revenue,Revenue From Electric,Regulated Electric Revenue,Unregulated Electric Revenue,Other Electric Revenue,Revenue from Gas,Regulated Gas Revenue,Unregulated Gas Revenue,Other Gas Revenue,Revenue from Water,Other Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Purchased Gas Cost,Purchased Water Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Total Interest Income,AFUDC - Equity,Interest Income,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),(Income) Loss from Affiliates,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1992,599.0,470.0,,,,108.0,,,,0.0,21.0,-264.0,223.0,77.0,146.0,41.0,,,,335.0,-299.0,49.0,74.0,0.0,134.0,36.0,-18.0,,,0.0,,48.0,39.0,-1.0,10.0,-30.0,18.0,-5.0,,13.0,0.0,,,13.0,0.0,13.0,-3.0,,10.0,10.0,,80.0,0.13,0.13,0.13,80.0,0.13,0.13,0.13,
12/31/1992,843.0,459.0,,,,366.0,,,,0.0,18.0,-448.0,223.0,69.0,154.0,225.0,,,,395.0,-367.0,54.0,99.0,44.0,170.0,28.0,-581.0,,,0.0,,61.0,51.0,-1.0,11.0,520.0,-553.0,183.0,,-370.0,0.0,,,-370.0,0.0,-370.0,-2.0,,-372.0,-372.0,,80.0,-4.66,-4.66,-4.66,80.0,-4.66,-4.66,-4.66,
03/31/1993,1009.0,490.0,,,,498.0,,,,0.0,21.0,-519.0,202.0,70.0,132.0,317.0,,,,490.0,-327.0,45.0,100.0,60.0,122.0,163.0,-50.0,,,0.0,,56.0,48.0,-1.0,9.0,-6.0,113.0,-38.0,,75.0,0.0,,,75.0,0.0,75.0,-3.0,,72.0,72.0,,80.0,0.9,0.9,0.9,80.0,0.9,0.9,0.9,
06/30/1993,742.0,488.0,,,,192.0,,,,0.0,62.0,-344.0,212.0,71.0,141.0,132.0,,,,398.0,-316.0,54.0,80.0,46.0,136.0,82.0,-42.0,,,0.0,,54.0,50.0,-1.0,5.0,-12.0,40.0,-13.0,,27.0,0.0,,,27.0,0.0,27.0,-3.0,,24.0,24.0,,80.0,0.3,0.3,0.3,80.0,0.3,0.3,0.3,
09/30/1993,758.0,578.0,,,,123.0,,,,0.0,57.0,-343.0,260.0,83.0,177.0,83.0,,,,415.0,-314.0,52.0,84.0,43.0,135.0,101.0,-48.0,,,0.0,,58.0,54.0,-1.0,5.0,-10.0,53.0,-18.0,,35.0,0.0,,,35.0,0.0,35.0,-3.0,,32.0,32.0,,80.0,0.4,0.4,0.4,80.0,0.4,0.4,0.4,
12/31/1993,973.0,521.0,,,,347.0,,,,0.0,105.0,-503.0,234.0,69.0,165.0,269.0,,,,470.0,-377.0,55.0,101.0,44.0,177.0,93.0,-41.0,,,0.0,,55.0,52.0,-2.0,5.0,-14.0,52.0,-23.0,,29.0,0.0,,,29.0,0.0,29.0,-2.0,,27.0,27.0,,84.699997,0.3,0.3,0.3,84.699997,0.3,0.3,0.3,
03/31/1994,1142.0,545.0,,,,528.0,,,,0.0,69.0,-615.0,243.0,79.0,164.0,372.0,,,,527.0,-352.0,43.0,103.0,62.0,144.0,175.0,-49.0,,,0.0,,48.0,46.0,-1.0,3.0,1.0,126.0,-45.0,,81.0,0.0,,,81.0,0.0,81.0,-3.0,,78.0,78.0,,85.0,0.92,0.92,0.92,85.0,0.92,0.92,0.92,
06/30/1994,796.0,549.0,,,,183.0,,,,0.0,64.0,-366.0,243.0,70.0,173.0,123.0,,,,430.0,-322.0,49.0,84.0,36.0,153.0,108.0,-48.0,,,0.0,,48.0,47.0,-2.0,3.0,0.0,60.0,-23.0,,37.0,0.0,,,37.0,0.0,37.0,-7.0,,30.0,30.0,,85.800003,0.35,0.35,0.35,85.800003,0.35,0.35,0.35,
09/30/1994,767.0,573.0,,,,126.0,,,,0.0,68.0,-307.0,236.0,80.0,156.0,71.0,,,,460.0,-334.0,46.0,85.0,40.0,163.0,126.0,-55.0,,,0.0,,52.0,49.0,-2.0,5.0,3.0,71.0,-24.0,,47.0,0.0,,,47.0,0.0,47.0,-7.0,,40.0,40.0,,86.0,0.46,0.46,0.46,86.0,0.46,0.46,0.46,
12/31/1994,914.0,522.0,,,,314.0,,,,0.0,78.0,-447.0,228.0,77.0,151.0,219.0,,,,467.0,-372.0,54.0,107.0,46.0,165.0,95.0,-45.0,,,0.0,,57.0,51.0,-1.0,7.0,-12.0,50.0,-12.0,,38.0,0.0,,,38.0,0.0,38.0,-7.0,,31.0,31.0,,86.300003,0.36,0.36,0.36,86.300003,0.36,0.36,0.36,
03/31/1995,1119.0,540.0,,,,482.0,,,,0.0,97.0,-535.0,227.0,67.0,160.0,308.0,,,,584.0,-378.0,46.0,114.0,56.0,162.0,206.0,-60.0,,,0.0,,60.0,56.0,-1.0,5.0,0.0,146.0,-53.0,,93.0,0.0,,,93.0,0.0,93.0,-7.0,,86.0,86.0,,87.0,0.99,0.99,0.99,87.0,0.99,0.99,0.99,
06/30/1995,837.0,543.0,,,,197.0,,,,0.0,97.0,-370.0,235.0,67.0,168.0,135.0,,,,467.0,-343.0,45.0,92.0,42.0,164.0,124.0,-62.0,,,0.0,,60.0,57.0,-1.0,4.0,2.0,62.0,-22.0,,40.0,0.0,,,40.0,0.0,40.0,-7.0,,33.0,33.0,,88.0,0.37,0.37,0.37,88.0,0.37,0.37,0.37,
09/30/1995,869.0,640.0,,,,122.0,,,,0.0,107.0,-363.0,270.0,74.0,196.0,93.0,,,,506.0,-357.0,48.0,96.0,45.0,168.0,149.0,-66.0,,,0.0,,61.0,55.0,-2.0,8.0,5.0,83.0,-29.0,,54.0,0.0,,,54.0,1.0,55.0,-7.0,,48.0,48.0,,89.0,0.54,0.54,0.54,89.0,0.54,0.54,0.54,
12/31/1995,1065.0,554.0,,,,394.0,,,,0.0,117.0,-523.0,238.0,75.0,163.0,285.0,,,,542.0,-418.0,47.0,114.0,53.0,204.0,124.0,-65.0,,,0.0,,62.0,56.0,-4.0,10.0,3.0,59.0,-14.0,,45.0,0.0,,,45.0,-4.0,41.0,-7.0,,34.0,34.0,,91.0,0.37,0.37,0.37,91.0,0.37,0.37,0.37,
03/31/1996,1275.0,591.0,,,,546.0,,,,0.0,138.0,-670.0,260.0,73.0,187.0,410.0,,,,605.0,-391.0,40.0,124.0,59.0,168.0,214.0,-64.0,,,0.0,,62.0,57.0,-2.0,7.0,2.0,150.0,-54.0,,96.0,0.0,,,96.0,-12.0,84.0,-8.0,,76.0,76.0,,92.0,0.83,0.83,0.83,92.0,0.83,0.83,0.83,
06/30/1996,936.0,581.0,,,,207.0,,,,0.0,148.0,-424.0,260.0,70.0,190.0,164.0,,,,512.0,-356.0,38.0,99.0,45.0,174.0,156.0,-67.0,,,0.0,,63.0,59.0,-2.0,6.0,4.0,89.0,-30.0,,59.0,0.0,,,59.0,-1.0,58.0,-9.0,,49.0,49.0,,92.0,0.54,0.54,0.54,92.0,0.54,0.54,0.54,
09/30/1996,929.0,655.0,,,,123.0,,,,0.0,151.0,-388.0,282.0,76.0,206.0,106.0,,,,541.0,-375.0,42.0,99.0,45.0,189.0,166.0,-68.0,,,0.0,,64.0,58.0,-1.0,7.0,4.0,98.0,-31.0,,67.0,0.0,,,67.0,3.0,70.0,-9.0,,61.0,61.0,,92.0,0.65,0.65,0.65,92.0,0.65,0.65,0.65,
12/31/1996,1193.0,619.0,,,,406.0,,,,0.0,168.0,-602.0,285.0,77.0,208.0,317.0,,,,591.0,-450.0,58.0,119.0,53.0,220.0,141.0,-63.0,,,0.0,,62.0,56.0,-3.0,9.0,1.0,78.0,-24.0,,54.0,0.0,,,54.0,-4.0,50.0,-10.0,,40.0,40.0,,94.0,0.43,0.43,0.43,94.0,0.43,0.43,0.43,
03/31/1997,1313.0,620.0,,,,498.0,,,,0.0,195.0,-698.0,282.0,69.0,213.0,416.0,,,,615.0,-402.0,41.0,131.0,61.0,169.0,213.0,-72.0,,,0.0,,68.0,60.0,-3.0,11.0,4.0,141.0,-50.0,,91.0,0.0,,,91.0,-9.0,82.0,-7.0,,75.0,75.0,,95.0,0.79,0.79,0.79,95.0,0.78,0.78,0.78,
06/30/1997,1022.0,598.0,,,,220.0,,,,0.0,204.0,-497.0,274.0,75.0,199.0,223.0,,,,525.0,-367.0,41.0,106.0,48.0,172.0,158.0,-81.0,,,0.0,,75.0,67.0,-4.0,12.0,6.0,77.0,-25.0,,52.0,0.0,,,52.0,0.0,52.0,-7.0,,45.0,45.0,,95.0,0.48,0.48,0.48,95.0,0.48,0.48,0.48,
09/30/1997,1030.0,670.0,,,,110.0,,,,0.0,250.0,-465.0,301.0,85.0,216.0,164.0,,,,565.0,-387.0,40.0,108.0,48.0,191.0,178.0,-85.0,,,0.0,,80.0,71.0,-3.0,12.0,5.0,93.0,-27.0,,66.0,0.0,,,66.0,2.0,68.0,-6.0,,62.0,62.0,,96.0,0.64,0.64,0.64,98.413002,0.63,0.63,0.63,
12/31/1997,1393.0,795.0,,,,598.0,,,,0.0,,-773.0,291.0,77.0,214.0,482.0,,,,620.0,-439.0,52.0,129.0,54.0,204.0,181.0,-102.0,,,0.0,,85.0,75.0,-5.0,15.0,17.0,79.0,-10.0,,69.0,0.0,,,69.0,-6.0,63.0,-5.0,,58.0,58.0,,98.0,0.59,0.59,0.59,98.0,0.59,0.59,0.59,
03/31/1998,1374.0,612.0,,,,429.0,,,,0.0,333.0,-773.0,310.0,80.0,230.0,463.0,,,,601.0,-404.001007,37.0,128.0,58.0,181.0,197.0,-138.0,,,0.0,,104.0,96.0,-4.0,12.0,34.0,59.0,-19.0,,40.0,-43.0,,,83.0,0.0,83.0,-5.0,,78.0,78.0,,101.0,0.79,0.39,0.39,102.778,0.77,0.37,0.37,
06/30/1998,1132.0,649.0,,,,170.0,,,,0.0,313.0,-499.0,317.0,85.0,232.0,182.0,,,,633.0,-445.0,42.0,107.0,48.0,248.0,188.0,-92.0,,,0.0,,84.0,78.0,-7.0,13.0,8.0,96.0,-26.0,,70.0,0.0,,,70.0,-1.0,69.0,-5.0,,64.0,64.0,,101.0,0.634,0.634,0.634,103.225998,0.62,0.62,0.62,
09/30/1998,1286.0,729.0,,,,117.0,,,,0.0,440.0,-483.0,329.0,109.0,220.0,154.0,,,,803.0,-581.0,49.0,112.0,49.0,371.0,222.0,-95.0,,,0.0,,81.0,79.0,-6.0,8.0,14.0,127.0,-41.0,,86.0,0.0,,,86.0,2.0,88.0,-5.0,,83.0,83.0,,102.0,0.814,0.814,0.814,103.75,0.8,0.8,0.8,
12/31/1998,1349.0,893.0,,,,456.0,,,,0.0,,-973.0,560.0,85.0,475.0,413.0,,,,376.0,-208.0,48.0,100.0,60.0,,168.0,-57.0,,,0.0,,67.0,65.0,-12.0,14.0,-10.0,111.0,-14.0,,97.0,0.0,,,97.0,-14.0,83.0,-36.0,,47.0,47.0,,106.0,0.443,0.443,0.443,106.0,0.443,0.443,0.443,
03/31/1999,1537.0,636.0,,,,610.0,,,,0.0,291.0,-831.0,335.0,93.0,242.0,496.0,,,,706.0,-461.0,39.0,150.0,66.0,206.0,245.0,-105.0,,,0.0,,98.0,96.0,-10.0,12.0,7.0,140.0,-37.0,,103.0,0.0,,,103.0,0.0,103.0,-5.0,,98.0,98.0,,108.199997,0.82,0.82,0.82,112.800003,0.8,0.8,0.8,
06/30/1999,1332.0,663.0,,,,386.0,,,,0.0,283.0,-601.0,348.0,106.0,242.0,253.0,,,,731.0,-500.0,49.0,138.0,60.0,253.0,231.0,-117.0,,,0.0,,132.0,134.0,-13.0,11.0,-15.0,114.0,-30.0,,84.0,0.0,,,84.0,0.0,84.0,-9.0,,75.0,75.0,,109.0,0.68,0.68,0.68,111.940002,0.67,0.67,0.67,
09/30/1999,1488.0,753.0,,,,345.0,,,,0.0,390.0,-659.0,353.0,116.0,237.0,306.0,,,,829.0,-558.0,53.0,141.0,60.0,304.0,271.0,-163.0,,,0.0,,141.0,135.0,-11.0,17.0,22.0,108.0,-25.0,,83.0,0.0,,,83.0,3.0,86.0,0.0,,86.0,86.0,,109.0,0.79,0.79,0.79,109.0,0.78,0.78,0.78,
12/31/1999,1724.0,1005.0,,,,602.0,,,,0.0,117.0,-907.0,439.0,91.0,348.0,468.0,,,,817.0,-569.0,75.0,166.0,68.0,260.0,248.0,-207.0,,,0.0,,150.0,137.0,-7.0,20.0,57.0,41.0,28.0,,69.0,0.0,,,69.0,-3.0,66.0,-20.0,,46.0,46.0,,114.0,-0.08,-0.08,0.63,119.0,-0.08,-0.08,0.6,
03/31/2000,1828.0,640.0,,,,653.0,,,,,535.0,-983.0,392.0,78.0,314.0,591.0,,,,845.0,-553.0,76.0,176.0,71.0,230.0,292.0,-159.0,,,,,161.0,148.0,-10.0,23.0,-2.0,133.0,-52.0,,81.0,5.0,,,76.0,-1.0,75.0,,0.0,75.0,75.0,,113.5,0.66,0.704846,0.66,117.9,0.65,0.692409,0.65,
06/30/2000,1596.0,647.0,,,,327.0,,,,0.0,622.0,-848.0,418.0,104.0,314.0,430.0,,,,748.0,-546.0,72.0,142.0,70.0,262.0,202.0,-84.0,,,0.0,,145.0,144.0,-11.0,12.0,-61.0,118.0,-14.0,,104.0,0.0,,,104.0,-1.0,103.0,-24.0,,79.0,79.0,,110.099998,0.72,0.72,0.6,114.400002,0.71,0.71,0.59,
09/30/2000,2323.0,715.0,,,,389.0,,,,0.0,1219.0,-1563.0,959.0,104.0,855.0,604.0,,,,760.0,-523.0,67.0,145.0,57.0,254.0,237.0,-145.0,,,0.0,,148.0,152.0,-14.0,10.0,-3.0,92.0,-17.0,,75.0,-2.0,,,77.0,0.0,77.0,-24.0,,53.0,53.0,,110.0,0.49,0.47,0.43,110.0,0.49,0.47,0.43,
12/31/2000,3177.0,1174.0,,,,700.0,,,,0.0,1303.0,-2230.0,1154.0,122.0,1032.0,1076.0,,,,947.0,-636.0,81.0,167.0,71.0,317.0,311.0,-490.0,,,0.0,,156.0,147.0,-14.0,23.0,334.0,-179.0,28.0,,-151.0,5.0,,,-156.0,0.0,-156.0,-24.0,,-180.0,-180.0,,119.0,-1.44,-1.44,0.78,119.0,-1.44,-1.44,0.78,
03/31/2001,2859.0,665.0,,,,926.0,,,,0.0,1268.0,-1894.0,532.0,83.0,449.0,1362.0,,,,965.0,-636.0,66.0,149.0,69.0,352.0,329.0,-141.0,,,0.0,,143.0,145.0,-14.0,12.0,-2.0,188.0,-56.0,,132.0,0.0,,,132.0,0.0,132.0,-23.0,,109.0,109.0,,125.0,0.87,0.87,0.87,130.0,0.85,0.85,0.85,
06/30/2001,2237.0,624.0,,,,502.0,,,,0.0,1111.0,-1426.0,625.0,88.0,537.0,801.0,,,,811.0,-557.0,63.0,101.0,52.0,341.0,254.0,-156.0,,,0.0,,137.0,133.0,-13.0,17.0,19.0,98.0,-20.0,,78.0,0.0,,,78.0,-1.0,77.0,-24.0,,53.0,53.0,,132.100006,0.4,0.4,0.27,136.600006,0.4,0.4,0.27,
09/30/2001,1333.0,738.0,,,,354.0,,,,0.0,241.0,-933.0,440.0,95.0,345.0,493.0,,,,400.0,-778.0,59.0,113.0,52.0,554.0,-378.0,-167.0,,,0.0,,166.0,130.0,-7.0,43.0,1.0,-545.0,184.0,,-361.0,206.0,,,-567.0,-2.0,-569.0,,0.0,-569.0,-569.0,,133.0,-4.2782,-2.7293,-2.7293,133.0,-4.2782,-2.7293,-2.7293,
12/31/2001,-1946.0,992.0,,,,609.0,,,,0.0,-3547.0,2675.0,-2536.0,90.0,-2626.0,-139.0,,,,729.0,-613.0,72.0,136.0,42.0,363.0,116.0,-166.0,,,0.0,,154.0,147.0,-4.0,11.0,12.0,-50.0,-33.0,,-83.0,29.0,,,-112.0,0.0,-112.0,-26.0,,-138.0,-138.0,,133.0,-1.03,-0.82,-0.13,133.0,-1.03,-0.82,-0.13,
03/31/2002,2263.0,608.0,,,,616.0,,,,0.0,1039.0,-1582.0,692.0,86.0,606.0,890.0,,,,681.0,-406.0,55.0,122.0,57.0,172.0,275.0,-89.0,,,0.0,,103.0,95.0,-3.0,11.0,-14.0,186.0,-68.0,,118.0,51.0,,,67.0,0.0,67.0,-25.0,,42.0,42.0,,133.3,0.32,0.7,0.6,137.5,0.32,0.7,0.6,
06/30/2002,2135.0,631.0,,,,252.0,,,,,1252.0,-1573.0,875.0,91.0,784.0,698.0,,,,562.0,-410.0,53.0,86.0,47.0,224.0,152.0,-84.0,,,,,102.0,102.0,-4.0,4.0,-18.0,68.0,-6.0,,62.0,110.0,,,-48.0,-1.0,-49.0,-25.0,,-74.0,-74.0,,134.7,-0.55,0.27,0.14,134.7,-0.55,0.27,0.14,
09/30/2002,2575.0,,,,,,,,,,2575.0,-2201.0,1454.0,87.0,1367.0,747.0,,,,374.0,-184.0,49.0,89.0,46.0,,190.0,-107.0,,,,,109.0,109.0,-5.0,5.0,-2.0,83.0,-54.0,,29.0,-26.0,,,55.0,,55.0,-18.0,,37.0,37.0,,137.4,0.26,0.08,0.02,137.4,0.26,0.08,0.02,
12/31/2002,1708.0,631.0,,,,0.0,,,,0.0,1077.0,-2320.0,1526.0,71.0,1455.0,794.0,,,,-612.0,92.0,30.0,65.0,28.0,-215.0,-520.0,-357.0,,,0.0,,37.0,9.0,-2.0,30.0,320.0,-877.0,322.0,,-555.0,68.0,,,-623.0,0.0,-623.0,-2.0,0.0,-625.0,-625.0,,147.1,-4.25,-3.78,0.11,147.1,-4.25,-3.78,0.11,
03/31/2003,1968.0,1968.0,,,,789.0,,,,0.0,529.0,-1320.0,483.0,108.0,375.0,837.0,,,,648.0,-453.0,58.0,128.0,69.0,198.0,195.0,-80.0,,,0.0,4.0,120.0,97.0,-2.0,25.0,-36.0,115.0,-39.0,,76.0,-7.0,,,83.0,-1.0,82.0,0.0,,82.0,82.0,,144.0,0.57,0.52,0.54,165.0,0.52,0.47,0.5,
06/30/2003,1126.0,1126.0,,,,299.0,,,,0.0,253.0,-622.0,324.0,98.0,226.0,298.0,,,,504.0,-375.0,61.0,90.0,7.0,217.0,129.0,-106.0,,,0.0,7.0,155.0,128.0,-3.0,30.0,-42.0,23.0,-34.0,,-11.0,51.0,,,-62.0,-1.0,-65.0,0.0,0.0,-65.0,-65.0,,144.1,-0.45,-0.08,-0.03,165.0,-0.45,-0.08,-0.03,
09/30/2003,1047.0,1047.0,,,,164.0,,,,0.0,169.0,-523.0,357.0,104.0,253.0,166.0,,,,524.0,-413.0,50.0,90.0,58.0,215.0,111.0,-212.0,,,0.0,10.0,180.0,135.0,-2.0,47.0,42.0,-101.0,25.0,,-76.0,-2.0,,,-74.0,5.0,-69.0,0.0,0.0,-69.0,-69.0,,152.0,-0.46,-0.47,0.06,157.0,-0.46,-0.47,0.06,
12/31/2003,1372.0,1372.0,,,,,,,,,,0.0,,,,,,,,1372.0,-1306.0,,,,1306.0,66.0,-88.0,,,0.0,,139.0,139.0,0.0,0.0,-51.0,-22.0,-10.0,,-32.0,-43.0,,,11.0,-3.0,8.0,0.0,,8.0,8.0,,161.0,0.05,-0.22,0.22,166.0,0.05,-0.22,0.22,
03/31/2004,1754.0,630.0,,,,905.0,,,,0.0,219.0,-1016.0,255.0,178.0,77.0,761.0,,,,738.0,-487.0,57.0,144.0,74.0,212.0,251.0,-244.0,,,0.0,7.0,148.0,145.0,-2.0,5.0,103.0,7.0,3.0,,10.0,4.0,,,6.0,-11.0,-6.0,-3.0,0.0,-9.0,-9.0,,161.1,-0.06,-0.04,0.51,161.1,-0.06,-0.04,0.51,
06/30/2004,1093.0,1093.0,,,,300.0,,,,,182.0,-527.0,264.0,184.0,80.0,263.0,,,,566.0,-459.0,65.0,108.0,62.0,224.0,107.0,-94.0,,,0.0,7.0,147.0,140.0,-1.0,8.0,-46.0,13.0,7.0,,20.0,0.0,,,20.0,-1.0,19.0,-3.0,0.0,16.0,16.0,,161.0,0.1,0.1,0.1,162.0,0.1,0.1,0.1,
09/30/2004,1063.0,704.0,,,,171.0,,,,0.0,188.0,-457.0,315.0,215.0,100.0,142.0,,,,606.0,-466.0,63.0,114.0,64.0,225.0,140.0,-64.0,,,0.0,,143.0,139.0,-2.0,6.0,-79.0,76.0,-18.0,,58.0,-8.0,,,66.0,-5.0,61.0,-5.0,0.0,56.0,56.0,,161.5,0.35,0.3,0.11,165.0,0.34,0.29,0.06,
12/31/2004,1562.0,1562.0,,,,,,,,0.0,,-929.0,309.0,222.0,87.0,620.0,,,,633.0,-489.0,71.0,65.0,70.0,283.0,144.0,-97.0,,,0.0,,189.0,134.0,5.0,50.0,-92.0,47.0,13.0,,60.0,12.0,,,48.0,2.0,50.0,-6.0,0.0,44.0,44.0,,190.4,0.25,0.3,0.21,198.4,0.24,0.29,0.2,
03/31/2005,1845.0,628.0,,,,992.0,,,,0.0,225.0,-1111.0,272.0,177.0,95.0,839.0,,,,734.0,-314.0,58.0,156.0,75.0,25.0,420.0,-80.0,,,0.0,,135.0,132.0,-1.0,4.0,-55.0,340.0,-74.0,,266.0,,,,266.0,-113.0,152.0,-2.0,0.0,150.0,150.0,,195.3,0.77,0.77,0.4,206.3,0.74,0.74,0.37,
06/30/2005,1230.0,644.0,,,,355.0,,,,0.0,231.0,-653.0,319.0,217.0,102.0,334.0,,,,577.0,-503.0,58.0,122.0,66.0,257.0,74.0,-82.0,,,0.0,,132.0,127.0,-1.0,6.0,-50.0,-8.0,25.0,,17.0,0.0,,,17.0,14.0,31.0,-4.0,0.0,27.0,27.0,,217.9,0.12,0.12,0.2,228.9,0.12,0.12,0.2,
