Date,P/E,Average,High,Low,P/Book,P/Tangible Book,P/Sales,P/Cash Flow,P/Free Cash Flow,EV/Sales,EV/EBIT,Price/Share,Enterprise Value,Source: Bloomberg
09/30/1997,29.598662,11743.394905,12161.056655,11151.111679,9.869139,38.646409,2.012802,14.863283,27.807129,2.562269,17.97153,21.552936,11496.387249,
12/31/1997,28.907465,11820.26205,12313.904898,11177.686356,5.448234,10.199526,2.09032,17.481403,35.834917,2.640361,17.675285,22.633627,11996.215705,
03/31/1998,31.222386,12354.293328,13401.589738,11295.425664,6.067374,10.98245,2.355637,21.380006,47.653165,2.89773,19.082592,25.814815,13346.364176,
06/30/1998,34.105839,13607.35417,14566.458709,12996.558808,8.127759,17.716592,2.574761,22.097739,42.515729,3.115844,20.645692,29.419446,14447.854916,
09/30/1998,24.545454,12129.322575,14489.700707,10610.031428,8.029127,28.027312,1.916425,18.280134,34.700713,2.472422,16.059355,22.100001,11504.921768,
12/31/1998,32.232441,12760.517695,13931.885262,11613.992069,6.90453,14.487254,2.426638,21.482099,39.727551,3.123071,14.863849,24.272224,12533.197559,
03/31/1999,26.95707,11091.504982,12112.750366,10188.208191,5.559297,11.047954,2.262672,13.487474,19.985358,2.955369,9.846925,20.16389,10586.429058,
06/30/1999,32.380319,11289.852527,12515.074627,10469.14481,5.719978,10.241548,2.940306,17.073332,23.377038,3.66957,11.046471,22.997224,11593.271261,
09/30/1999,32.41279,11209.406419,11693.10833,10674.747337,6.601141,9.864045,3.18929,14.334185,18.427586,3.878884,8.200782,21.061112,10433.034992,
12/31/1999,29.973118,11361.608935,12102.361729,10193.030403,6.172327,13.71605,3.108036,12.135716,15.066581,3.769685,9.804615,21.061112,10333.083424,
03/31/2000,28.645834,10476.467202,11315.799919,9100.090435,6.629463,10.300659,2.987527,13.029042,15.57856,3.414191,11.58308,20.777779,9396.194656,
06/30/2000,19.9375,7187.258391,9672.61237,6445.071899,14.655503,,2.107376,9.754223,12.420769,2.621234,8.814765,19.9375,7261.603743,
09/30/2000,22.559524,8150.853515,8696.034315,7425.818466,15.465356,209.355137,2.469114,16.793021,23.085783,2.923752,14.544024,23.6875,8079.205217,
12/31/2000,25.120193,9129.017151,9795.293093,8452.305479,13.224038,,2.707008,25.257391,38.051347,3.16717,16.35494,26.125,8761.341419,
03/31/2001,29.666666,10584.958748,11012.059204,8423.508438,17.139827,,3.205217,51.037912,288.679123,3.646689,19.074143,31.15,10143.629239,
06/30/2001,26.803571,10671.147899,10815.744539,10430.903994,12.734732,,3.04843,49.868495,264.676191,3.481656,17.864307,30.02,9820.009732,
09/30/2001,28.275862,10886.365437,11347.270782,10133.77536,14.316985,,3.205232,,,3.56091,18.083632,32.8,10452.339578,
