Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
08/31/2004,2215.0,,,-555.0,,1660.0,,-945.0,,,,,,715.0,32.0,-31.0,6.0,-37.0,3.0,,-4.0,747.0,-229.0,518.0,0.0,,,518.0,-9.0,509.0,0.0,0.0,509.0,509.0,,5154.0,0.1,0.1,0.1,5241.0,0.1,0.1,0.1,
11/30/2004,2756.0,,,-590.0,,2166.0,,-1035.0,708.0,,,,327.0,1131.0,33.0,-37.0,6.0,-43.0,7.0,,-3.0,1164.0,-339.0,825.0,0.0,,,825.0,-10.0,815.0,0.0,0.0,815.0,815.0,,5123.0,0.16,0.16,0.16,5218.0,0.16,0.16,0.16,
02/28/2005,2950.0,,,-552.0,,2398.0,,-1470.0,,,,,,928.0,-157.0,1.0,58.0,-57.0,7.0,,149.0,771.0,-231.0,540.0,0.0,,,540.0,0.0,540.0,0.0,0.0,540.0,540.0,,5122.0,0.11,0.11,0.16,5230.0,0.1,0.1,0.16,
05/31/2005,3878.0,,,-954.0,,2924.0,,-1321.0,,,,,,1603.0,-242.0,,65.0,-48.0,-17.0,,242.0,1361.0,-366.0,995.0,0.0,,,995.0,27.0,1022.0,0.0,0.0,1022.0,1022.0,,5145.0,0.2,0.2,0.26,5234.0,0.2,0.2,0.26,
08/31/2005,2768.0,,,-723.0,,2045.0,,-1294.0,,,,,,751.0,-18.0,-4.0,21.0,-25.0,-16.0,,38.0,733.0,-214.0,519.0,0.0,,,519.0,0.0,519.0,0.0,0.0,519.0,519.0,,5148.0,0.1,0.1,0.14,5244.0,0.1,0.1,0.14,
11/30/2005,3292.0,,,-757.0,,2535.0,,-1419.0,,,,,,1116.0,-3.0,-8.0,16.0,-24.0,-4.0,,15.0,1113.0,-324.0,789.0,0.0,,,789.0,9.0,798.0,0.0,0.0,798.0,798.0,,5152.0,0.15,0.15,0.19,5238.0,0.15,0.15,0.19,
02/28/2006,3470.0,,,-790.0,,2680.0,0.0,-1517.0,902.0,756.0,,,615.0,1163.0,-85.0,-1.0,49.0,-50.0,-16.0,,102.0,1078.0,-313.0,765.0,0.0,,,765.0,0.0,765.0,0.0,0.0,765.0,765.0,,5207.0,0.15,0.15,0.2,5304.0,0.14,0.14,0.19,
05/31/2006,4851.0,,,-964.0,,3887.0,,-1966.0,,,,,,1921.0,-9.0,12.0,83.0,-71.0,-3.0,,-16.0,1928.0,-578.0,1300.0,0.0,,,1350.0,0.0,1300.0,0.0,0.0,1300.0,1300.0,,5278.0,0.25,0.25,0.29,5373.0,0.24,0.24,0.29,
08/31/2006,3591.0,,,-980.0,,2611.0,,-1611.0,,,,,,1000.0,-50.0,6.0,83.0,-77.0,6.0,,38.0,950.0,-292.0,658.0,0.0,,,658.0,12.0,670.0,0.0,0.0,670.0,670.0,,5217.0,0.13,0.13,0.17,5307.0,0.13,0.13,0.17,
11/30/2006,4163.0,,,-1025.0,,3138.0,,-1806.0,,,,,,1332.0,22.0,1.0,82.0,-81.0,0.0,,-23.0,1354.0,-387.0,967.0,0.0,,,967.0,0.0,967.0,0.0,0.0,967.0,967.0,,5184.0,0.19,0.19,0.23,5287.0,0.18,0.18,0.22,
02/28/2007,4414.0,,,-1030.0,,3384.0,0.0,-1934.0,1142.0,967.0,,,792.0,1450.0,-44.0,15.0,82.0,-67.0,0.0,,29.0,1406.0,-373.0,1033.0,0.0,,,1033.0,,1033.0,0.0,0.0,1033.0,1033.0,,5159.0,0.2,0.2,0.24,5257.0,0.2,0.2,0.24,
05/31/2007,5828.0,,,-1157.0,,4671.0,0.0,-2320.0,1465.0,1275.0,,,855.0,2351.0,-87.0,26.0,96.0,-70.0,0.0,,61.0,2264.0,-660.0,1604.0,0.0,,,1604.0,0.0,1604.0,0.0,0.0,1604.0,1604.0,,5122.0,0.31,0.31,0.36,5224.0,0.31,0.31,0.36,
08/31/2007,4529.0,,,-1159.0,,3370.0,,-2106.0,,,,,,1264.0,-64.0,-54.0,94.0,-148.0,0.0,,118.0,1200.0,-360.0,840.0,0.0,,,840.0,0.0,840.0,0.0,0.0,840.0,840.0,,5110.0,0.16,0.16,0.21,5217.0,0.16,0.16,0.21,
11/30/2007,5313.0,,,-1238.0,,4075.0,,-2265.0,,,,,,1810.0,21.0,,89.0,-89.0,-21.0,,0.0,1831.0,-512.0,1319.0,0.0,,,1319.0,-16.0,1303.0,0.0,0.0,1303.0,1303.0,,5125.0,0.25,0.25,0.29,5232.0,0.25,0.25,0.29,
02/29/2008,5349.0,,,-1243.0,,4106.0,,-2263.0,,,,,,1843.0,51.0,-7.0,82.0,-89.0,-20.0,,-24.0,1894.0,-537.0,1357.0,0.0,,,1357.0,-17.0,1340.0,0.0,0.0,1340.0,1340.0,,5148.0,0.26,0.26,0.3,5235.0,0.26,0.26,0.3,
05/31/2008,7239.0,,,-1341.0,,5898.0,,-2804.0,1727.0,1526.0,,,1077.0,3094.0,-152.0,45.0,130.0,-85.0,0.0,,107.0,2942.0,-905.0,2037.0,0.0,,,2037.0,0.0,2037.0,0.0,0.0,2037.0,2037.0,,5150.0,0.4,0.4,0.46,5233.0,0.39,0.39,0.45,
08/31/2008,5331.0,1159.0,4172.0,-1308.0,1308.0,4023.0,0.0,-2502.0,1318.0,1112.0,206.0,708.0,476.0,1521.0,-77.0,71.0,159.0,-88.0,-9.0,,15.0,1444.0,-367.0,1077.0,0.0,0.0,0.0,1077.0,0.0,1077.0,0.0,0.0,1077.0,1122.05513,45.05513,5152.0,0.21,0.21,0.21779,5235.0,0.21,0.21,0.21779,
11/30/2008,5607.0,1131.0,4476.0,-1196.0,1196.0,4411.0,0.0,-2436.0,1320.0,1146.0,174.0,651.0,465.0,1975.0,-149.0,60.0,157.0,-97.0,22.0,,67.0,1826.0,-530.0,1296.0,0.0,0.0,0.0,1296.0,0.0,1296.0,0.0,0.0,1296.0,1322.971609,26.971609,5127.0,0.25,0.25,0.25804,5187.0,0.25,0.25,0.2552,
02/28/2009,5453.0,1020.0,4433.0,-1111.0,1111.0,4342.0,0.0,-2402.0,1246.0,1054.0,192.0,677.0,479.0,1940.0,-130.0,96.0,154.0,-58.0,9.0,,25.0,1810.0,-481.0,1329.0,0.0,0.0,0.0,1329.0,0.0,1329.0,0.0,0.0,1329.0,1359.8,30.8,5005.0,0.27,0.27,0.271688,5056.0,0.26,0.26,0.266092,
05/31/2009,6861.0,1065.0,5796.0,-1179.0,1179.0,5682.0,0.0,-2798.0,1540.0,1326.0,214.0,731.0,527.0,2884.0,-130.0,123.0,159.0,-36.0,33.0,,-26.0,2754.0,-863.0,1891.0,0.0,0.0,0.0,1891.0,0.0,1891.0,0.0,0.0,1891.0,1952.812401,61.812401,4995.0,0.38,0.38,0.390953,5043.0,0.38,0.38,0.390953,
08/31/2009,5054.0,4026.0,1028.0,-1008.0,1008.0,4046.0,0.0,-2306.0,1161.0,960.0,201.0,660.0,485.0,1740.0,-178.0,144.0,179.0,-35.0,19.0,,15.0,1562.0,-438.0,1124.0,0.0,0.0,0.0,1124.0,,1124.0,0.0,0.0,1124.0,1162.865052,38.865052,5009.0,0.22,0.22,0.232155,5063.0,0.22,0.22,0.227676,
11/30/2009,5858.0,4205.0,1653.0,-1096.0,1096.0,4762.0,0.0,-2584.0,1316.0,1133.0,183.0,708.0,560.0,2178.0,-155.0,158.0,188.0,-30.0,2.0,,-5.0,2023.0,-565.0,1458.0,0.0,0.0,0.0,1458.0,,1458.0,0.0,0.0,1458.0,1549.9941,91.9941,5010.0,0.29,0.29,0.30938,5064.0,0.29,0.29,0.308166,
