Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Deferred Tax Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
07/31/1999,147.802002,2.918,2.918,0.0,63.261002,,,33.528999,,,,,24.275,,,,,,123.983002,3.728,5.848,-2.12,4.111,,15.98,12.341,,,,3.639,23.819,,33.666,33.666,,,,25.013,24.933,0.08,0.08,,,14.521996,,,14.521996,73.200996,0.025,0.0,0.025,0.025,,0.0,,,,,,0.0,0.025,73.225996,0.0,65.973,,,0.0,,8.604,74.577,0.0,74.577,147.802996,
10/31/1999,232.716995,10.375,10.375,0.0,108.803001,,,41.299999,0.268,0.0,41.030998,0.0,28.497,,,,,,188.975006,4.12,6.063,-1.943,0.0,,39.622002,33.084,,,,6.538002,43.742002,,71.230003,71.230003,,,,56.144001,56.079001,0.065,0.065,,,20.161991,,,20.161991,147.535995,0.078,0.058,0.02,0.02,,0.0,,,,,,0.0,0.078,147.613995,0.0,67.575996,,,0.0,,17.527,85.102997,0.0,85.102997,232.716992,
01/31/2000,248.776001,19.254999,19.254999,0.0,93.247002,,,46.782001,,,,0.0,42.345001,,,,,,201.628998,4.692,6.87,-2.178,0.0,,42.455002,33.683998,,,,8.771004,47.147002,,56.833,56.833,,,,74.519997,74.469997,0.05,0.05,,,26.824005,,,26.824005,158.177002,0.014,0.0,0.014,0.014,,0.0,,,,,,0.0,0.014,158.191002,0.0,70.089996,,,0.0,,20.495001,90.584997,0.0,90.584997,248.775999,
04/30/2000,275.360992,10.2,3.186,7.014,80.830002,,,40.507,,,,0.0,40.658001,,,,,,172.195007,5.539,9.765,-4.226,0.0,,97.626999,112.542999,,,,-14.916,103.165999,,39.578999,39.578999,,,,68.210999,68.172999,0.038,0.038,,,17.989002,,,17.989002,125.778999,0.044,0.0,0.044,0.044,,0.399,,,,,,0.399,0.443,126.221999,0.0,135.326004,,,0.0,,12.313,147.639004,1.5,149.139004,275.361003,
07/31/2000,277.709991,6.19,2.631,3.559,79.555,,,43.740002,,,,0.0,35.763,,,,,,165.248001,6.23,9.56,-3.33,0.0,,106.232002,126.238998,,,,-20.006996,112.462002,,38.730999,38.730999,,,,46.561001,46.478001,0.083,0.083,,,9.885002,,,9.885002,95.177002,12.451,12.122,0.329,0.329,,1.89,,,,,,1.89,14.341,109.518002,0.0,157.457001,,,0.0,,10.735,168.192,0.0,168.192,277.710003,
10/31/2000,330.257,8.171,5.245,2.926,110.783,110.783,,53.798,,,53.302,0.496,43.722,,,,,,216.474,5.26,8.539,-3.279,28.487,,80.036,121.358,45.183,76.175,,-41.322,113.783,,46.566,46.566,,,,84.694,84.605,0.089,0.089,,,16.189,,,16.189,147.449,0.348,0.0,0.348,0.348,,12.268,,,,,,12.268,12.616,160.065,,158.05,,,0.0,24.819,-12.677,170.192,,170.192,330.257,
01/31/2001,370.740997,15.648,13.658,1.99,119.777,,,52.429001,,,,,47.578999,,,,,,235.432999,6.082,9.855,-3.773,24.403,,104.822998,100.661003,,,,4.161995,135.307998,,62.720001,62.720001,,,,82.192001,82.093001,0.099,0.099,,,20.304993,,,20.304993,165.216995,13.394,13.066,0.328,0.328,,0.0,,,,,,0.0,13.394,178.610995,0.0,172.722,,,0.0,,19.408001,192.130001,0.0,192.130001,370.740996,
04/30/2001,335.464996,8.6,6.886,1.714,95.021004,,,52.646999,0.666,0.0,47.787998,0.0,59.793999,,,,,,216.061996,8.606,,,5.078,,105.719002,100.051003,,,,5.667999,119.403002,,43.860001,43.860001,,,,77.723,77.63,0.093,0.093,,,19.603004,,,19.603004,141.186005,13.56,13.252,0.308,0.308,,0.0,,,,,,0.0,13.56,154.746005,0.0,169.216995,,,0.0,,11.502,180.718995,0.0,180.718995,335.465,
07/31/2001,342.429993,18.523,15.346,3.177,77.75,,,55.335999,0.817,0.0,51.856998,0.0,60.668999,,,,,,212.278,10.397,,,5.542,,114.212997,99.639999,,,,14.572998,130.151998,,35.275002,35.275002,,,,69.084999,69.084999,0.0,0.0,,,15.739998,,,15.739998,120.099998,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,120.099998,0.0,211.287994,,,0.0,,11.042,222.329994,0.0,222.329994,342.429993,
10/31/2001,359.511993,12.297,6.056,6.241,94.949997,,,61.937,1.468,0.0,60.469002,0.0,58.151001,,,,,,227.335007,11.033,16.566,-5.533,0.075,,121.069,88.175003,56.033001,32.142002,,32.893997,132.177,,60.223,60.223,,,,54.172001,54.073001,0.099,0.099,,,20.250004,,,20.250004,134.645004,0.291,0.0,0.291,0.291,,4.515,,,,,,4.515,4.806,139.451004,0.0,214.274002,,,0.0,,5.787,220.061002,0.0,220.061002,359.512006,
01/31/2002,385.709015,31.741,30.972,0.769,122.700996,,,51.804001,3.251,0.0,48.553001,0.0,51.948002,,,,,,258.194,12.992,,,0.055,,114.468002,95.633003,56.033001,39.600002,,18.834999,127.515002,,73.220001,73.220001,,,,0.092,0.0,0.092,0.092,,,56.480998,,,56.480998,129.792999,0.275,0.0,0.275,0.275,,0.0,,,,,,0.0,0.275,130.067999,0.0,216.447998,,,0.0,,39.193001,255.640999,0.0,255.640999,385.708998,
04/30/2002,371.041992,70.116997,69.616997,0.5,65.095001,,,45.480999,0.787,0.0,44.694,0.0,58.48,,,,,,239.173004,14.837,,,0.098,,116.933998,85.443001,56.033001,29.41,,31.490997,131.868998,,37.962002,37.962002,,,,0.092,0.0,0.092,0.092,,,55.307998,,,55.307998,93.362,0.254,0.0,0.254,0.254,,0.0,,,,,,0.0,0.254,93.616,0.0,227.751007,,,0.0,,49.674999,277.426006,0.0,277.426006,371.042006,
07/31/2002,406.408997,74.346003,73.898003,0.448,64.759003,,,49.591,2.774,0.0,46.817001,0.0,57.084999,,,,,,245.781006,15.091,,,0.062,,145.475006,124.621002,56.033001,68.588001,,20.854004,160.628006,,47.976002,47.976002,,,,0.092,0.0,0.092,0.092,,,48.273002,,,48.273002,96.341003,0.229,0.0,0.229,0.229,,0.0,,,,,,0.0,0.229,96.570003,0.0,251.735992,,,0.0,,58.103001,309.838993,0.0,309.838993,406.408996,
10/31/2002,491.440002,108.369003,108.369003,0.0,105.575996,,,74.390999,3.221,0.0,71.169998,0.0,40.028999,,,,,,328.36499,15.319,26.528,-11.209,0.097,,147.658997,127.207001,61.528999,65.678001,,20.451996,163.074997,,79.660004,79.660004,,,,0.095,0.0,0.095,0.095,,,52.054994,,,52.054994,131.809998,0.201,0.0,0.201,0.201,,3.885,,,,,,3.885,4.086,135.895998,0.0,273.906006,,,0.0,,81.638,355.544006,0.0,355.544006,491.440004,
01/31/2003,577.137024,164.085007,164.085007,0.0,120.778999,,,76.603996,2.371,0.0,74.233002,0.0,32.277,,,,,,393.744995,16.707001,,,0.0,,166.684998,154.039001,97.538002,56.500999,,12.645996,183.391998,,55.997002,55.997002,,,,0.097,0.0,0.097,0.097,,,94.312004,,,94.312004,150.406006,0.174,0.0,0.174,0.174,,3.885,,,,,,3.885,4.059,154.465006,0.0,286.687012,,,0.0,,135.985001,422.672012,0.0,422.672012,577.137018,
04/30/2003,580.978027,188.350006,188.350006,0.0,100.212997,,,71.342003,2.653,0.0,68.689003,0.0,33.571999,,,,,,393.47699,18.431999,,,0.0,,169.069,124.013,99.831001,24.181999,,45.056,187.500999,,63.902,63.902,,,,0.1,0.0,0.1,0.1,,,65.650999,,,65.650999,129.653,0.125,0.0,0.125,0.125,,6.178,,,,,,6.178,6.303,135.956,0.0,295.660004,,,0.0,,149.362,445.022003,0.0,445.022003,580.978003,
07/31/2003,608.557007,225.858994,225.858994,0.0,65.996002,,,73.902,2.543,0.0,71.359001,0.0,51.022999,,,,,,416.779999,20.077999,,,0.0,,171.699005,140.983002,101.095001,39.888,,30.716003,191.777004,,56.105,56.105,,,,0.101,0.0,0.101,0.101,,,61.768999,,,61.768999,117.974998,0.099,0.0,0.099,0.099,,6.178,,,,,,6.178,6.277,124.251998,0.0,327.842987,,,0.0,161.154007,-4.692001,484.304993,0.0,484.304993,608.556991,
10/31/2003,707.297974,183.477005,183.477005,0.0,166.535995,,,101.748001,4.793,0.0,96.955002,0.0,61.640999,,,,,,513.401978,22.26,39.189999,-16.93,0.0,,171.636002,146.334,101.498001,44.835999,,25.302002,193.896002,,106.171997,106.171997,,,,0.103,0.0,0.103,0.103,,,58.971997,,,58.971997,165.246994,0.073,0.0,0.073,0.073,,8.486,,,,,,8.486,8.559,173.805994,0.0,351.294006,,,0.0,185.024002,-2.826004,533.492004,0.0,533.492004,707.297998,
01/31/2004,773.002014,254.153,254.153,0.0,145.464005,,,110.878998,4.033,0.0,106.846001,0.0,55.771999,,,,,,566.268005,23.839001,,,0.0,,182.895004,159.100998,119.619003,39.481995,,23.794006,206.734005,,107.934998,107.934998,,,,0.112,0.0,0.112,0.112,,,78.040008,,,78.040008,186.087006,0.056,0.0,0.056,0.056,,8.486,,,,,,8.486,8.542,194.629006,0.0,359.604004,,,0.0,216.781998,1.987,578.373001,0.0,578.373001,773.002007,
04/30/2004,714.536011,261.333008,261.333008,0.0,68.600998,,,100.038002,3.893,0.0,96.144997,0.0,70.557999,,,,,,500.529999,25.691,,,0.0,,188.315002,160.404999,123.754997,36.650002,,27.910004,214.006002,,70.977997,70.977997,,,,0.112,0.0,0.112,0.112,,,67.257003,,,67.257003,138.347,0.029,0.0,0.029,0.029,,8.486,,,,,,8.486,8.515,146.862,0.0,366.010986,,,0.0,202.205994,-0.542999,567.673981,0.0,567.673981,714.535981,
07/31/2004,697.578979,197.951004,197.951004,0.0,79.486,,,96.882004,4.024,0.0,92.858002,0.0,105.844002,,,,,,480.162994,30.589001,,,0.0,,186.826996,157.289001,123.703003,33.585999,,29.537994,217.415997,,63.275002,63.275002,,,,0.0,0.0,0.0,0.0,,,66.023994,,,66.023994,129.298996,0.0,0.0,0.0,0.0,,8.486,,,,,,8.486,8.486,137.784996,0.0,372.484009,,,0.0,187.770996,-0.460999,559.794006,0.0,559.794006,697.579002,
10/31/2004,950.513,155.095001,155.095001,0.0,285.709015,,,154.345001,7.146,0.0,147.199005,0.0,109.792,,,,,,704.940979,34.291,58.497002,-24.205999,0.0,,211.281006,171.580994,135.477005,36.103989,,39.700012,245.572006,,163.960999,163.960999,,,,0.0,0.0,0.0,0.0,,,145.848999,,,145.848999,309.809998,0.0,0.0,0.0,0.0,,5.233,,,,,,5.233,5.233,315.042997,0.0,382.609985,,,0.0,250.401993,2.458008,635.469986,0.0,635.469986,950.512983,
01/31/2005,998.911987,303.070007,303.070007,0.0,136.514999,136.514999,,134.102997,7.531,0.0,126.571999,0.0,102.75,,,,,,676.437988,37.952,,,,,284.522003,275.987,163.630997,112.356003,,8.535004,322.474003,,87.408997,87.408997,,,,0.0,0.0,0.0,0.0,,,189.593018,,,189.593018,277.002014,0.0,0.0,0.0,0.0,,12.678,,,,,,12.678,12.678,289.680015,0.0,410.69101,,,0.0,305.651001,-7.110016,709.231995,0.0,709.231995,998.912009,
04/30/2005,924.221008,210.240997,210.240997,0.0,127.278,127.278,,116.568001,5.747,0.0,110.820999,0.0,142.354996,,,,,,596.442017,43.075001,74.769997,-31.695,0.0,,284.70401,226.350998,166.417007,59.93399,,58.353012,327.779011,,175.505997,175.505997,,,,0.0,0.0,0.0,0.0,,,8.758011,,,8.758011,184.264008,0.0,0.0,0.0,0.0,,13.767,,,,,,13.767,13.767,198.031008,0.0,437.188995,,,0.0,297.464996,-8.463989,726.190002,0.0,726.190002,924.22101,
07/31/2005,935.22,107.195,107.195,,197.861,197.861,,136.227,,,,,171.518,,,,,,612.801,48.617,,,21.932,2.33,251.87,238.559,179.893,58.666,,13.311,322.419,,133.353,133.353,,,,,,,,,,113.57,,,113.57,246.923,,,,,,2.467,,,,,,2.467,2.467,249.39,,452.177,,,,245.548,-11.895,685.83,,685.83,935.22,
10/31/2005,935.22,107.195,107.195,0.0,197.861,197.861,,136.227,7.474,0.0,128.753,0.0,171.518,,,,,,612.801,48.617,89.011,-40.394,0.0,,273.802,245.271,179.893,65.378,,28.531,322.419,,133.353,133.353,,,,0.0,0.0,0.0,0.0,,,113.57,,,113.57,246.923,0.0,0.0,0.0,0.0,,2.467,,,,,,2.467,2.467,249.39,0.0,452.177,,,0.0,245.548,-11.895,685.83,0.0,685.83,935.22,
01/31/2006,868.653015,142.897003,142.897003,0.0,84.281998,84.281998,,107.413002,9.311,0.0,98.101997,0.0,179.414001,,,,,,514.005981,48.215,93.414001,-45.199001,0.0,,306.432007,296.149994,190.850998,105.298996,,10.282013,354.647007,,79.887001,79.887001,,,,0.0,0.0,0.0,0.0,,,100.394997,,,100.394997,180.281998,0.0,0.0,0.0,0.0,,1.07,,,,,,1.07,1.07,181.351998,0.0,427.342987,,,0.0,258.755005,1.203003,687.300995,,687.300995,868.652993,
04/30/2006,906.017029,141.067993,141.067993,0.0,130.328003,130.328003,,91.82,9.622,0.0,82.197998,0.0,209.628998,,,,,,572.844971,49.796001,100.82,-51.023998,0.0,,283.376007,271.574005,190.490997,81.083008,,11.802002,333.172009,,108.216003,108.216003,,,,0.0,0.0,0.0,0.0,,,149.868988,,,149.868988,258.084991,0.0,0.0,0.0,0.0,,0.403,,,,,,0.403,0.403,258.487991,0.0,434.105988,,,0.0,208.382004,5.041,647.528992,0.0,647.528992,906.016983,
07/31/2006,855.067993,179.130005,179.130005,0.0,98.027,98.027,,83.221001,7.985,0.0,75.236,0.0,170.604004,,,,,,530.981995,46.481998,97.835999,-51.354,31.504999,,246.098999,232.944,186.880997,46.063004,,13.154999,324.085997,,80.081001,80.081001,,,,0.0,0.0,0.0,0.0,,,165.971992,,,165.971992,246.052994,0.0,0.0,0.0,0.0,,53.987999,,,,,,53.987999,53.987999,300.040993,0.0,474.42099,,,0.0,74.674004,5.931999,555.026993,0.0,555.026993,855.067986,
10/31/2006,868.806,132.48,132.48,0.0,143.199,143.199,,95.52,7.183,0.0,88.337,7.183,173.674,,,,,,544.873,47.496,85.731,-38.235,0.0,,276.437,262.283,187.681,74.602,,14.154,323.933,,123.947,123.947,,,,0.0,0.0,0.0,0.0,,,139.599,,,139.599,263.546,0.0,0.0,0.0,0.0,,54.868,,,,,,54.868,54.868,318.414,0.0,482.831,,,0.0,60.659,6.902,550.392,0.0,550.392,868.806,
01/31/2007,793.486023,138.151001,138.151001,0.0,79.107002,79.107002,,82.194,6.986,0.0,75.208,0.0,160.554001,,,,,,460.006012,49.673,,,0.0,,283.807007,227.815002,188.179001,39.636002,,55.992004,333.480007,,61.819,61.819,,,,0.0,0.0,0.0,0.0,,,190.391006,,,190.391006,252.210007,0.0,0.0,0.0,0.0,,5.918,,,,,,5.918,5.918,258.128007,0.0,488.243988,,,0.0,39.111,8.002998,535.357986,0.0,535.357986,793.485993,
04/30/2007,775.579,108.516,108.516,0.0,70.406,70.406,,80.228,4.619,0.0,75.609,0.0,192.054,,,,,,451.204,48.784,,,0.0,,275.591,263.418,190.693,72.725,,12.173,324.375,,77.818,77.818,,,,0.0,0.0,0.0,0.0,,,194.086,,,194.086,271.904,0.0,0.0,0.0,0.0,,6.437,,,,,,6.437,6.437,278.341,0.0,495.664,,,0.0,-12.138,13.712,497.238,0.0,497.238,775.579,
07/31/2007,758.313,61.625,61.625,0.0,100.427,100.427,,75.79,4.702,0.0,71.088,0.0,198.119,,,,,,435.961,46.223,,,0.0,,276.129,226.179,193.091,33.088,,49.95,322.352,,93.305,93.305,,,,0.0,0.0,0.0,0.0,,,147.172,,,147.172,240.477,11.0,11.0,0.0,0.0,,54.31,,,,,,54.31,65.31,305.787,0.0,506.033,,,0.0,-70.684,17.177,452.526,0.0,452.526,758.313,
10/31/2007,831.143,77.757,77.757,0.0,104.937,104.937,,99.331,7.819,0.0,91.512,0.0,216.498,,,,,,498.523,44.986,96.831,-51.845,0.0,,287.634,270.574,204.845,65.729,,17.06,332.62,,128.782,128.782,,,,0.0,0.0,0.0,0.0,,,183.379,,,183.379,312.161,18.0,18.0,0.0,0.0,,29.828,,,,,,29.828,47.828,359.989,0.0,514.04,,,0.0,-77.747,34.861,471.154,0.0,471.154,831.143,
01/31/2008,773.085,54.388,54.388,0.0,63.337,63.337,,82.487,10.145,0.0,72.342,0.0,215.437,,,,,,415.649,41.515,,,0.0,,315.921,268.207,233.008,35.199,,47.714,357.436,,68.096,68.096,,,,0.0,0.0,0.0,0.0,,,148.174,,,148.174,216.27,36.0,36.0,0.0,0.0,,58.699,,,,,,58.699,94.699,310.969,0.0,550.323,,,,-116.819,28.612,462.116,0.0,462.116,773.085,
04/30/2008,1097.128,72.918,72.918,0.0,362.765,362.765,,91.821,5.931,0.0,85.89,0.0,195.794,,,,,,723.298,39.727,,,0.0,,334.103,315.888,237.251,78.637,,18.215,373.83,,185.53,185.53,,,,0.0,0.0,0.0,0.0,,,241.565,,,241.565,427.095,16.0,16.0,0.0,0.0,,58.677,,,,,,58.677,74.677,501.772,0.0,579.593,,,,-18.597,34.36,595.356,0.0,595.356,1097.128,
07/31/2008,1092.562,338.701,338.701,0.0,106.354,106.354,,71.574,5.842,0.0,65.732,0.0,198.513,,,,,,715.142,38.247,,,0.0,,339.173,298.746,240.855,57.891,,40.427,377.42,,149.526,149.526,,,,0.0,0.0,0.0,0.0,,,242.8,,,242.8,392.326,0.0,0.0,0.0,0.0,,34.655,,,,,,34.655,34.655,426.981,0.0,595.365,,,0.0,33.229,36.987,665.581,0.0,665.581,1092.562,
10/31/2008,1083.352051,280.277008,280.277008,0.0,157.457993,157.457993,,104.235001,8.096,0.0,96.139,0.0,181.804001,,,,,,723.773987,32.361,86.231003,-53.869999,0.0,,327.21701,318.923004,230.809006,88.113998,,8.294006,359.578011,,156.167007,156.167007,,,,0.0,0.0,0.0,0.0,,,209.251999,,,209.251999,365.419006,70.0,70.0,0.0,0.0,,32.814999,,,,,,32.814999,102.814999,468.234005,0.0,604.356018,,,0.0,18.275,-7.513,615.118018,0.0,615.118018,1083.352023,
01/31/2009,900.749,217.836,217.836,0.0,60.32,60.32,0.0,75.972,0.0,0.0,70.279,5.693,190.718,24.954,,,,165.764,544.846,29.358,,,0.0,,326.545,316.897,225.182,91.715,,9.648,355.903,,190.166,59.487,13.668,,117.011,0.0,0.0,,,,,53.84,,,0.0,244.006,70.0,70.0,,,,34.4,,,,,,34.4,104.4,348.406,0.0,611.219,0.788,610.431,0.0,-32.113,-26.763,552.343,0.0,552.343,900.749,
04/30/2009,855.179,179.616,179.616,0.0,52.117,52.117,0.0,74.02,0.0,0.0,66.654,7.366,212.314,20.881,,,,191.433,518.067,28.86,,,0.0,,308.252,297.571,227.733,69.838,,10.681,337.112,,187.581,68.786,13.087,,105.708,0.0,0.0,,,,,25.809,,,0.0,213.39,70.0,70.0,,,,17.593,,,,,,17.593,87.593,300.983,0.0,615.649,0.787,614.862,0.0,-42.193,-19.26,554.196,0.0,554.196,855.179,
07/31/2009,886.398,174.789,174.789,0.0,70.133,70.133,0.0,63.617,0.0,0.0,58.402,5.215,189.535,8.256,,,,181.279,498.074,27.634,,,0.0,,360.69,345.175,233.605,111.57,,15.515,388.324,,200.792,72.351,17.555,,110.886,0.0,0.0,,,,,25.705,,,0.0,226.497,138.0,138.0,,,,11.851,,,,,,11.851,149.851,376.348,0.0,604.548,0.797,603.751,0.0,-97.665,3.167,510.05,0.0,510.05,886.398,
10/31/2009,1008.571,102.083,102.083,0.0,199.395,199.395,0.0,93.996,0.0,0.0,83.637,10.359,232.75,8.814,0.0,,,223.936,628.224,27.392,98.536,-71.144,0.0,,352.955,319.626,220.881,98.745,,33.329,380.347,,347.959,172.976,41.669,0.0,133.314,0.0,0.0,0.0,0.0,,,6.334,0.0,0.0,0.0,354.293,138.0,138.0,0.0,0.0,,10.146,0.0,0.0,0.0,0.0,,10.146,148.146,502.439,0.0,617.595,0.819,616.776,0.0,-119.655,8.192,506.132,0.0,506.132,1008.571,
01/31/2010,893.344,105.984,105.984,0.0,45.063,45.063,0.0,50.662,0.0,0.0,45.874,4.788,319.631,9.686,,73.838,,236.107,521.34,25.052,,,0.0,,346.952,314.398,218.826,95.572,,32.554,372.004,,228.49,64.037,45.336,,119.117,0.0,0.0,,,,,45.093,,,29.154,273.583,98.726,98.726,,,,10.242,,,,,,10.242,108.968,382.551,0.0,666.594,0.838,665.756,0.0,-156.053,0.252,510.793,0.0,510.793,893.344,
04/30/2010,866.253,180.516,180.516,0.0,39.295,39.295,0.0,24.761,0.0,0.0,19.571,5.19,272.631,8.385,,,,261.307,517.203,23.123,,,0.0,,325.927,297.105,216.295,80.81,,28.822,349.05,,202.01,34.939,35.384,,131.687,0.0,0.0,,,,,18.777,,,0.0,220.787,100.443,100.443,,,,7.977,,,,,,7.977,108.42,329.207,0.0,678.614,0.84,677.774,0.0,-139.295,-2.273,537.046,0.0,537.046,866.253,
