Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2016,8291.0,1567.0,1567.0,0.0,1007.0,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,885.0,,574.0,,201.0,3459.0,242.0,826.0,-584.0,0.0,4590.0,4365.0,2882.0,1483.0,,225.0,4832.0,,443.0,178.0,,,265.0,309.0,0.0,,,,309.0,2093.0,,,,633.0,2845.0,3470.0,3470.0,,,,631.0,,260.0,371.0,4101.0,6946.0,0.0,856.0,412.0,444.0,-7976.0,8123.0,-627.0,376.0,969.0,1345.0,8291.0,
09/30/2016,8676.0,2399.0,2399.0,0.0,980.0,980.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,,66.0,,152.0,3704.0,255.0,788.0,-533.0,0.0,4717.0,4476.0,2958.0,1518.0,,241.0,4972.0,,835.0,199.0,321.0,,315.0,400.0,0.0,,,,400.0,1816.0,,,,408.0,3051.0,3563.0,3563.0,,,,631.0,,259.0,372.0,4194.0,7245.0,0.0,779.0,412.0,367.0,-8606.0,8924.0,-635.0,462.0,969.0,1431.0,8676.0,
12/31/2016,8669.0,2400.0,2392.0,8.0,1122.0,1122.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,0.0,7.0,61.0,142.0,3671.0,271.0,808.0,-537.0,0.0,4727.0,4455.0,2949.0,1506.0,46.0,165.0,4998.0,,687.0,183.0,95.0,,409.0,0.0,0.0,0.0,0.0,,0.0,1924.0,0.0,0.0,48.0,415.0,2611.0,3564.0,3564.0,0.0,0.0,,713.0,0.0,274.0,391.0,4277.0,6888.0,0.0,914.0,412.0,502.0,-8701.0,9210.0,-773.0,650.0,1131.0,1781.0,8669.0,
03/31/2017,8654.0,2411.0,2411.0,0.0,1108.0,1108.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,,7.0,,128.0,3663.0,265.0,788.0,-523.0,0.0,4726.0,4434.0,2960.0,1474.0,,292.0,4991.0,,610.0,162.0,243.0,,205.0,0.0,0.0,,,,0.0,1859.0,,,,349.0,2469.0,3565.0,3565.0,,,,696.0,,271.0,425.0,4261.0,6730.0,0.0,882.0,412.0,470.0,-8867.0,9509.0,-735.0,789.0,1135.0,1924.0,8654.0,
06/30/2017,8791.0,2384.0,2384.0,0.0,1166.0,1166.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,,,,173.0,3723.0,264.0,796.0,-532.0,0.0,4804.0,4424.0,2982.0,1442.0,,380.0,5068.0,,535.0,162.0,79.0,,294.0,0.0,0.0,,,,0.0,1827.0,,,,325.0,2362.0,3566.0,3566.0,,,,683.0,,269.0,414.0,4249.0,6611.0,0.0,902.0,412.0,490.0,-9000.0,9816.0,-699.0,1019.0,1161.0,2180.0,8791.0,
09/30/2017,8714.0,2312.0,2312.0,0.0,1188.0,1188.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,,,,153.0,3653.0,259.0,800.0,-541.0,0.0,4802.0,4413.0,2992.0,1421.0,,389.0,5061.0,,620.0,170.0,77.0,,373.0,0.0,0.0,,,,0.0,1788.0,,,,364.0,2408.0,3568.0,3568.0,,,,684.0,,258.0,426.0,4252.0,6660.0,0.0,830.0,412.0,418.0,-9379.0,10066.0,-678.0,839.0,1215.0,2054.0,8714.0,
12/31/2017,9425.0,2789.0,2777.0,12.0,1319.0,1319.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,0.0,0.0,59.0,216.0,4324.0,275.0,829.0,-554.0,0.0,4826.0,4377.0,2989.0,1388.0,114.0,276.0,5101.0,,744.0,195.0,77.0,,472.0,399.0,0.0,0.0,0.0,,399.0,2071.0,0.0,0.0,67.0,458.0,3214.0,3170.0,3170.0,0.0,0.0,,923.0,0.0,244.0,612.0,4093.0,7307.0,0.0,937.0,412.0,525.0,-9602.0,10025.0,-649.0,711.0,1407.0,2118.0,9425.0,
03/31/2018,8497.0,1756.0,1756.0,0.0,1313.0,1313.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,,0.0,,212.0,3284.0,270.0,839.0,-569.0,0.0,4943.0,4435.0,3045.0,1390.0,,508.0,5213.0,,473.0,196.0,82.0,,195.0,400.0,0.0,,,,400.0,2262.0,,,,582.0,3135.0,3170.0,3170.0,,,,774.0,,235.0,539.0,3944.0,7079.0,0.0,747.0,412.0,335.0,-10537.0,10427.0,-630.0,7.0,1411.0,1418.0,8497.0,
06/30/2018,9217.0,1885.0,1885.0,0.0,1290.0,1290.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,,,,292.0,3468.0,273.0,847.0,-574.0,0.0,5476.0,4991.0,3538.0,1453.0,,485.0,5749.0,,683.0,192.0,79.0,,412.0,0.0,0.0,,,,0.0,2041.0,,,,348.0,2724.0,3660.0,3660.0,,,,766.0,,229.0,537.0,4426.0,7150.0,0.0,1144.0,412.0,732.0,-10536.0,10680.0,-705.0,583.0,1484.0,2067.0,9217.0,
09/30/2018,9383.0,2158.0,2158.0,0.0,1237.0,1237.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,,,,232.0,3628.0,275.0,861.0,-586.0,0.0,5480.0,4964.0,3544.0,1420.0,,516.0,5755.0,,593.0,194.0,92.0,,307.0,0.0,0.0,,,,0.0,1924.0,,,,341.0,2517.0,3661.0,3661.0,,,,762.0,,225.0,537.0,4423.0,6940.0,0.0,1309.0,412.0,897.0,-10704.0,11003.0,-703.0,905.0,1538.0,2443.0,9383.0,
12/31/2018,9441.0,1935.0,1917.0,18.0,1449.0,1449.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,0.0,0.0,52.0,203.0,3587.0,270.0,866.0,-596.0,0.0,5584.0,5059.0,3535.0,1524.0,125.0,348.0,5854.0,,638.0,211.0,73.0,,354.0,0.0,0.0,0.0,0.0,,0.0,1992.0,0.0,0.0,144.0,351.0,2630.0,3662.0,3662.0,0.0,0.0,,845.0,0.0,229.0,472.0,4507.0,7137.0,0.0,1127.0,294.0,833.0,-11041.0,11284.0,-742.0,628.0,1676.0,2304.0,9441.0,
03/31/2019,9720.0,1403.0,1403.0,0.0,1539.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,,0.0,,233.0,3182.0,943.0,1556.0,-613.0,0.0,5595.0,5025.0,3533.0,1492.0,,570.0,6538.0,,551.0,217.0,134.0,,200.0,110.0,0.0,110.0,,110.0,,1994.0,,,,305.0,2655.0,4280.0,3663.0,617.0,,617.0,750.0,,227.0,523.0,5030.0,7685.0,0.0,1066.0,294.0,772.0,-11638.0,11532.0,-633.0,327.0,1708.0,2035.0,9720.0,
06/30/2019,10185.0,1881.0,1881.0,0.0,1543.0,1543.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,,,,270.0,3694.0,949.0,1572.0,-623.0,0.0,5542.0,4972.0,3519.0,1453.0,,570.0,6491.0,,571.0,214.0,88.0,,269.0,109.0,0.0,109.0,,109.0,0.0,2019.0,,,,310.0,2699.0,4285.0,3664.0,621.0,,621.0,741.0,,230.0,511.0,5026.0,7725.0,0.0,1084.0,294.0,790.0,-11631.0,11710.0,-651.0,512.0,1948.0,2460.0,10185.0,
09/30/2019,10188.0,1996.0,1996.0,0.0,1486.0,1486.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,,,,238.0,3722.0,958.0,1566.0,-608.0,0.0,5508.0,4942.0,3515.0,1427.0,,566.0,6466.0,,629.0,188.0,114.0,,327.0,811.0,0.0,112.0,,112.0,699.0,1933.0,,,,317.0,3373.0,3581.0,2966.0,615.0,,615.0,807.0,,226.0,581.0,4388.0,7761.0,0.0,1129.0,294.0,835.0,-12153.0,12054.0,-684.0,346.0,2081.0,2427.0,10188.0,
12/31/2019,11348.0,2894.0,2866.0,28.0,1577.0,1577.0,0.0,0.0,0.0,0.0,0.0,0.0,241.0,0.0,0.0,52.0,241.0,4712.0,996.0,1618.0,-622.0,0.0,5640.0,4999.0,3575.0,1424.0,259.0,330.0,6636.0,,704.0,190.0,68.0,,446.0,112.0,0.0,112.0,0.0,112.0,0.0,2277.0,0.0,0.0,200.0,349.0,3093.0,4568.0,3948.0,620.0,0.0,620.0,883.0,0.0,259.0,424.0,5451.0,8544.0,0.0,1197.0,294.0,903.0,-12299.0,12205.0,-624.0,479.0,2325.0,2804.0,11348.0,
03/31/2020,10463.0,1932.0,1932.0,0.0,1504.0,1504.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,22.0,,,259.0,3695.0,961.0,1584.0,-623.0,0.0,5807.0,5142.0,3703.0,1439.0,,643.0,6768.0,,585.0,203.0,160.0,,222.0,104.0,0.0,104.0,,104.0,0.0,2294.0,,,,389.0,2983.0,4552.0,3949.0,603.0,,603.0,854.0,,258.0,596.0,5406.0,8389.0,0.0,1048.0,294.0,754.0,-13329.0,12691.0,-660.0,-250.0,2324.0,2074.0,10463.0,
06/30/2020,11105.0,2667.0,2667.0,0.0,1557.0,1557.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,,,235.0,4459.0,925.0,1560.0,-635.0,0.0,5721.0,5107.0,3700.0,1407.0,,614.0,6646.0,,755.0,186.0,274.0,,295.0,103.0,0.0,103.0,,103.0,,2182.0,,0.0,,329.0,3040.0,4528.0,3950.0,578.0,,578.0,866.0,,260.0,606.0,5394.0,8434.0,0.0,1056.0,294.0,762.0,-13331.0,13189.0,-704.0,210.0,2461.0,2671.0,11105.0,
