Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/1995,3104.388916,10.25,10.25,0.0,855.372009,,,238.029999,,,,,136.153,,,,,1239.805054,336.128998,827.307007,-491.178009,0.0,1528.454956,,,,,1528.454956,1864.583954,,215.179001,215.179001,,,,71.299004,,,,,,759.980979,,,,759.980979,1046.458984,557.36499,,,,,465.498993,,,465.498993,1022.863983,2069.322967,0.014,129.658997,,,-60.778,,966.171005,1035.066002,0.0,1035.066002,3104.388969,
03/31/1996,3038.415039,14.35,14.35,0.0,717.708984,,,268.007996,,,,,145.802002,,,,,1145.869019,325.095001,829.552979,-504.458008,0.0,1567.45105,,,,,1567.45105,1892.546051,,186.119995,186.119995,,,,128.679993,,,,,,671.231995,,,,671.231995,986.031982,556.655029,,,,,464.786011,,,464.786011,1021.44104,2007.473022,0.0,139.901993,,,-51.859001,,942.898979,1030.941971,0.0,1030.941971,3038.414993,
06/30/1996,3146.891113,4.828,4.828,0.0,785.911987,,,294.239014,,,,,155.028,,,,,1240.006958,320.540985,839.369995,-518.828979,0.0,1586.343018,,,,,1586.343018,1906.884003,,185.442993,185.442993,,,,238.860001,,,,,,697.205063,,,,697.205063,1121.508057,556.734009,,,,,472.355011,,,472.355011,1029.08902,2150.597076,0.0,140.343994,,,-111.255997,,967.206009,996.294006,0.0,996.294006,3146.891083,
09/30/1996,3277.999023,9.883,9.883,0.0,965.932007,,,264.272003,,,,,150.860001,,,,,1390.947021,318.985992,854.054993,-535.06897,0.0,1568.06604,,,,,1568.06604,1887.052032,,192.270004,192.270004,,,,179.789993,,,,,,796.332947,,,,796.332947,1168.392944,556.765991,,,,,471.001007,,,471.001007,1027.766998,2196.159943,0.0,140.567993,,,-110.551003,,1051.821999,1081.838989,0.0,1081.838989,3277.998932,
12/31/1996,3642.239014,3.43,3.43,0.0,881.939026,,,273.15799,,,,,191.056,,,,,1349.583008,311.493011,835.679993,-524.187012,0.0,1981.162964,,,,,1981.162964,2292.655975,,241.735992,241.735992,,,,24.518,,,,,,952.408972,,,,952.408972,1218.662964,556.849976,,,,,505.608002,,,505.608002,1062.457978,2281.120942,0.014,140.391998,,,-107.410004,,1328.12204,1361.118034,0.0,1361.118034,3642.238976,
03/31/1997,3552.076904,0.004,0.004,0.0,745.213013,,,308.032013,,,,,209.671997,,,,,1262.921021,298.408997,833.708984,-535.299988,0.0,1990.746948,,,,,1990.746948,2289.155945,,220.582001,220.582001,,,,232.826004,,,,,,700.27803,,,,700.27803,1153.686035,557.223022,,,,,498.803009,,,498.803009,1056.026031,2209.712067,0.0,146.675995,,,-95.496002,,1291.184967,1342.36496,0.0,1342.36496,3552.077026,
06/30/1997,3767.39209,6.788,6.788,0.0,882.315979,,,360.001007,30.469999,35.544998,293.985992,,201.694,,,,,1450.79895,302.798004,849.072021,-546.273987,0.0,2013.795044,1296.321045,,,,717.473999,2316.593048,,237.897003,237.897003,,,,372.57901,,,,,,758.114929,,,,758.114929,1368.590942,563.028015,,,,,500.160004,,,500.160004,1063.188019,2431.778961,0.0,146.884003,,,-131.929993,,1320.658997,1335.613007,0.0,1335.613007,3767.391968,
09/30/1997,3812.496094,19.183001,19.183001,0.0,1088.421021,,,316.587006,,,,,189.733002,,,,,1613.92395,260.281006,808.268982,-547.987976,0.0,1938.291016,,,,,1938.291016,2198.572021,,249.261993,249.261993,,,,236.018997,,,,,,855.145035,,,,855.145035,1340.426025,562.901978,,,,,500.122009,,,500.122009,1063.023987,2403.450012,0.0,146.332001,,,-164.600998,,1427.314987,1409.04599,0.0,1409.04599,3812.496002,
12/31/1997,3713.073975,4.768,4.768,0.0,981.932007,,,290.479004,28.919001,28.455,233.104996,,187.242004,,,,,1464.421021,273.630005,838.213989,-564.583984,0.0,1975.022949,1308.284058,,,,666.738891,2248.652954,,285.862,285.862,,,,77.394997,,,,,,842.984946,,,,842.984946,1206.241943,607.030029,,,,,465.151001,,,465.151001,1072.18103,2278.422973,0.014,138.388,,,-159.447006,,1455.696029,1434.651023,0.0,1434.651023,3713.073996,
03/31/1998,3580.968018,1.721,1.721,0.0,815.427979,,,323.602997,30.997999,35.451,257.153992,,191.692993,,,,,1332.444946,267.412994,847.002014,-579.588989,0.0,1981.109985,1289.115967,,,,691.994019,2248.52298,,231.686996,231.686996,,,,75.458,,,,,,774.350975,,,,774.350975,1081.495972,606.901001,,,,,464.009003,,,464.009003,1070.910004,2152.405975,0.0,145.820999,,,-149.636993,,1432.37796,1428.561966,0.0,1428.561966,3580.967941,
06/30/1998,3766.800049,32.578999,32.578999,0.0,930.987976,,,362.5,31.197001,45.655998,285.647003,,176.237,,,,,1502.303955,292.69101,882.919983,-590.229004,0.0,1971.805054,1268.130005,,,,703.675049,2264.496063,,255.285004,255.285004,,,,128.197006,,,,,,860.259933,,,,860.259933,1243.741943,606.867981,,,,,470.174011,,,470.174011,1077.041992,2320.783936,0.0,145.518005,,,-164.001007,,1464.499054,1446.016052,0.0,1446.016052,3766.799988,
09/30/1998,3925.643066,55.849998,55.849998,0.0,1104.008057,,,326.682007,25.496,47.293999,253.891998,,174.865005,,,,,1661.405029,318.894989,902.809021,-583.914001,0.0,1945.343018,1267.52002,,,,677.822998,2264.238007,,261.949005,261.949005,,,,93.337997,,,,,,990.806015,,,,990.806015,1346.093018,606.934021,,,,,481.329987,,,481.329987,1088.264008,2434.357025,0.0,144.587006,,,-243.873001,,1590.571976,1491.28598,0.0,1491.28598,3925.643005,
12/31/1998,3788.144043,10.451,10.451,0.0,954.893005,,,284.729004,18.128,31.26,235.341003,,178.688004,,,,,1428.760986,364.023987,914.804993,-550.781006,0.0,1995.359009,1259.547974,,,,735.811035,2359.382996,,318.571991,318.571991,,,,75.5,,,,,,897.379059,,,,897.379059,1291.45105,452.096985,,,,,492.787994,,,492.787994,944.884979,2236.336029,0.014,205.837997,,,-234.673004,,1580.629059,1551.808052,0.0,1551.808052,3788.144081,
03/31/1999,3700.967041,36.041,36.041,0.0,780.953003,780.953003,,300.317993,19.23,39.191002,241.897003,,200.113007,,,,,1317.425049,394.368011,962.471008,-568.103027,0.0,1989.17395,1238.722046,,,,750.451904,2383.541962,,226.309998,226.309998,,,,189.113007,189.113007,0.0,0.0,,,799.946014,,,,799.946014,1215.369019,451.825012,451.825012,0.0,0.0,,474.901001,,,474.901001,926.726013,2142.095032,0.0,225.850006,,,-222.505005,,1555.526978,1558.871979,0.0,1558.871979,3700.96701,
06/30/1999,3943.678955,23.003,23.003,0.0,931.406982,931.406982,,337.796997,21.759001,43.848,272.190002,,167.602005,,,,,1459.80896,421.242004,996.747986,-575.505981,0.0,2062.62793,1258.797974,,,,803.829956,2483.869934,,296.934998,296.934998,,,,280.264008,280.264008,0.0,0.0,,,856.09494,,,,856.09494,1433.293945,451.656006,451.656006,0.0,0.0,,481.959015,,,481.959015,933.615021,2366.908966,0.0,230.664001,,,-250.218994,,1596.324951,1576.769958,0.0,1576.769958,3943.678925,
09/30/1999,4241.826172,15.356,15.356,0.0,1269.738037,1269.738037,,313.382996,27.072001,45.539001,240.772003,0.0,175.143005,,,,,1773.619995,423.502991,976.460022,-552.95697,0.0,2044.703003,1250.146973,,,,794.55603,2468.205994,,282.674011,282.674011,,,,378.673004,378.673004,0.0,0.0,,,1033.757965,,,,1033.757965,1695.10498,406.559998,406.559998,0.0,0.0,,495.062988,,,495.062988,901.622986,2596.727966,0.0,231.018005,,,-331.68399,,1745.763947,1645.097961,0.0,1645.097961,4241.825928,
12/31/1999,4088.797119,6.489,6.489,0.0,1048.990967,1048.990967,,295.255005,30.910999,25.205,239.139008,0.0,202.990005,,,,,1553.724976,430.40799,993.703979,-563.296021,0.0,2104.664062,1253.051025,,,,851.613037,2535.072052,,340.220001,340.220001,,,,181.673996,181.673996,0.0,0.0,,,1003.559006,,,,1003.559006,1525.453003,354.774994,354.774994,0.0,0.0,,517.075989,,,517.075989,871.850983,2397.303986,0.014,230.143005,,,-363.727997,,1825.064056,1691.493065,0.0,1691.493065,4088.797051,
03/31/2000,3867.201904,6.812,6.812,0.0,786.046997,786.046997,,356.300995,32.495998,29.757999,294.046997,0.0,234.462006,,,,,1383.621948,410.175995,949.210022,-539.033997,0.0,2073.404053,1201.342041,,,,872.062012,2483.580048,,218.781998,218.781998,,,,235.018997,235.018997,0.0,0.0,,,916.53299,,,,916.53299,1370.333984,353.174988,353.174988,0.0,0.0,,504.881989,,,504.881989,858.056976,2228.390961,0.0,242.658005,,,-440.091003,,1836.243958,1638.810959,0.0,1638.810959,3867.20192,
06/30/2000,4094.187988,8.726,8.726,0.0,964.263,964.263,,410.606995,33.959,35.895,340.752991,0.0,213.345993,,,,,1596.942017,404.966003,953.739014,-548.77301,0.0,2092.280029,1196.238037,,,,896.041992,2497.246033,,258.462006,258.462006,,,,341.200989,341.200989,0.0,0.0,,,934.263031,,,,934.263031,1533.926025,353.117004,353.117004,0.0,0.0,,512.723999,,,512.723999,865.841003,2399.767029,0.0,243.438995,,,-425.666992,,1876.649048,1694.421051,0.0,1694.421051,4094.18808,
09/30/2000,5070.47998,36.757999,36.757999,0.0,1324.957031,1324.957031,,441.738007,38.735001,53.901001,349.10199,0.0,232.901993,,,,,2036.35498,411.274994,1018.515015,-607.23999,0.0,2622.850098,1707.697021,,,,915.153076,3034.125092,,244.559998,244.559998,,,,265.140015,265.140015,0.0,0.0,,,1139.327942,,,,1139.327942,1649.027954,954.786987,954.786987,0.0,0.0,,577.723999,,,577.723999,1532.510986,3181.53894,0.0,248.488007,,,-404.112,,2044.565002,1888.94101,0.0,1888.94101,5070.47995,
03/31/2001,4878.801758,22.723,22.723,0.0,866.078003,866.078003,,435.765991,46.199001,23.598,365.968994,0.0,348.143005,,,,,1672.709961,424.338013,1043.110962,-618.77301,0.0,2781.753906,,1758.758057,,,2781.753906,3206.091919,,278.584015,278.584015,,,,244.475006,244.475006,0.0,0.0,,,1155.111023,,,,1155.111023,1678.170044,876.31897,876.31897,0.0,0.0,,575.64801,,,575.64801,1451.96698,3130.137024,0.0,260.554993,,,-441.808014,,1929.917999,1748.664978,0.0,1748.664978,4878.802002,
06/30/2001,5158.891113,11.428,11.428,0.0,1094.171997,1094.171997,,484.574005,42.471001,37.709,404.394012,0.0,329.36499,,,,,1919.53894,420.075989,1034.442993,-614.367004,0.0,2819.275879,1742.564941,1742.564941,0.0,,1076.710938,3239.351868,,303.259003,303.259003,,,,283.528992,283.528992,0.0,0.0,,,1195.741058,,,,1195.741058,1782.529053,1012.773987,1012.773987,0.0,0.0,,578.367981,,,578.367981,1591.141968,3373.671021,0.0,270.748993,,,-477.707001,,1992.177948,1785.21994,0.0,1785.21994,5158.890961,
09/30/2001,5472.210938,1.773,1.773,0.0,1335.628052,1335.628052,,437.493988,42.481998,29.969999,365.041992,0.0,305.420013,,,,,2080.314941,432.678009,1055.972046,-623.294006,0.0,2959.218018,1899.680054,1899.680054,0.0,,1059.537964,3391.896027,,280.307007,280.307007,,,,268.483002,268.483002,0.0,0.0,,,1410.070953,,,,1410.070953,1958.860962,970.617004,970.617004,0.0,0.0,,585.208984,,,585.208984,1555.825989,3514.686951,0.0,270.64801,,,-508.154999,,2195.030975,1957.523987,0.0,1957.523987,5472.210938,
12/31/2001,5161.190918,53.535,53.535,0.0,1038.307983,1038.307983,,402.647003,31.563999,30.594999,340.488007,0.0,318.457001,,,,,1812.947021,454.940002,1078.72998,-623.789978,0.0,2893.303955,1818.446045,1231.027954,587.418091,,1074.85791,3348.243958,,339.540985,339.540985,,,,222.953003,222.953003,0.0,0.0,,,1313.898956,,,,1313.898956,1876.392944,833.570984,833.570984,0.0,0.0,,597.34198,,,597.34198,1430.912964,3307.305908,0.013,270.47699,,,-566.775024,,2150.170044,1853.885009,0.0,1853.885009,5161.190917,
03/31/2002,5001.01416,20.782,20.782,0.0,826.05603,826.05603,,443.984985,30.32,21.146999,392.518005,0.0,353.019012,,,,,1643.842041,438.656006,1078.312012,-639.656006,0.0,2918.516113,1801.151001,1229.838013,571.312988,,1117.365112,3357.172119,,289.428009,289.428009,,,,228.886993,228.886993,0.0,0.0,,,1187.674012,,,,1187.674012,1705.989014,856.409973,856.409973,0.0,0.0,,580.125977,,,580.125977,1436.53595,3142.524964,0.0,272.687988,,,-541.945984,,2127.747009,1858.489013,0.0,1858.489013,5001.013977,
06/30/2002,5224.578125,50.518002,50.518002,0.0,1010.258972,1010.258972,,455.627991,26.363001,20.236,409.028992,0.0,327.431,,,,,1843.83606,430.252991,1078.322021,-648.06897,0.0,2950.489014,1811.911011,1246.204956,565.706055,,1138.578003,3380.742005,,296.873993,296.873993,,,,244.093002,244.093002,0.0,0.0,,,1246.704026,,,,1246.704026,1787.671021,919.367004,919.367004,0.0,0.0,,592.116028,,,592.116028,1511.483032,3299.154053,0.0,279.303986,,,-576.955994,,2223.075989,1925.423981,0.0,1925.423981,5224.578034,
09/30/2002,5295.727,108.136,108.136,0.0,1150.101,1150.101,,396.365,23.175,21.063,352.127,0.0,315.653,,,,,1970.255,419.734,1064.948,-645.214,115.967,2789.771,2313.318,1249.954,1063.364,,476.453,3325.472,,279.736,279.736,,,,167.833,167.833,0.0,0.0,,,1456.291,,,,1456.291,1903.86,622.244,622.244,0.0,0.0,,599.518,,,599.518,1221.762,3125.622,0.0,280.17,,,-564.018,2586.201,-132.248,2170.105,0.0,2170.105,5295.727,
12/31/2002,5032.180176,58.186001,58.186001,0.0,991.80603,991.80603,,360.756989,28.209,18.128,314.420013,0.0,263.558014,,,,,1674.307007,431.459015,1071.952026,-640.492981,0.0,2926.414062,1805.651001,1294.829956,510.821045,,1120.763061,3357.873077,,303.354004,303.354004,,,,119.414001,119.414001,0.0,0.0,,,1352.522034,,,,1352.522034,1775.290039,458.923004,458.923004,0.0,0.0,,632.171997,,,632.171997,1091.095001,2866.38504,0.0,285.263,,,-669.499023,2672.085938,-122.054933,2165.794982,0.0,2165.794982,5032.180022,
03/31/2003,4833.273926,96.053001,96.053001,0.0,716.945007,716.945007,,378.088013,23.612,13.909,340.566986,0.0,294.272003,,,,,1485.358032,420.751007,1055.810059,-635.059021,0.0,2927.165039,1779.593018,1285.588013,494.005005,,1147.572021,3347.916046,,247.682999,247.682999,,,,121.809998,121.809998,0.0,0.0,,,1259.696945,,,,1259.696945,1629.189941,469.84201,469.84201,0.0,0.0,,612.989014,,,612.989014,1082.831024,2712.020966,0.0,287.380005,,,-765.755981,,2599.629028,2121.253052,0.0,2121.253052,4833.274017,
06/30/2003,5091.762207,94.82,94.82,0.0,931.099976,931.099976,,427.096985,26.334,14.986,385.777008,0.0,281.105011,,,,,1734.120972,431.885986,1065.869995,-633.984985,0.0,2925.756104,1780.33606,1294.170044,486.166016,,1145.420044,3357.64209,,309.174011,309.174011,,,,112.177002,112.177002,0.0,0.0,,,1363.642029,,,,1363.642029,1784.993042,421.277008,421.277008,0.0,0.0,,626.247986,,,626.247986,1047.524994,2832.518036,0.0,290.588989,,,-727.968018,2806.23999,-109.616943,2259.244019,0.0,2259.244019,5091.762054,
