Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Provision for Loan Losses,Non-Cash Items,Gain on Sale of Secs & Loans,Deferred Income Taxes,Other Non-Cash Adjustments,Net Ch in Operating Capital,Trading Assets & Liab,Accrued Interest Receivable,Other Op Assets/Liab,Net Cash From Disc Ops,Cash from Investing Activities,Net Change in Fixed Assets,Disposal of Fixed Assets,Capital Expenditures/Prop Add,Net Change in Investments,Decrease in Investments,Dec in HTM Investments,Dec in AFS Investments,Dec in Other Investments,Increase in Investments,Inc in HTM Investments,Inc in AFS Investments,Inc in Other Investments,Net Ch in Loans & Interbank,Net Ch in Customer Loans,Net Ch in Interbank Assets,Net Ch in Loans,Net Cash from Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Net Ch in Interbank Trans,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Net Change In Deposits,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
12/31/1996,11.835,78.126999,44.324001,,-124.915001,,,-124.915001,14.299,,,,,,-43.653999,,-43.653999,,,,,,,,,,,,,,,,,,43.653999,,,,,,,,,,,,,,,,,
03/31/1997,53.0,86.0,64.0,,-208.0,,,-208.0,111.0,,,,,,-27.0,,-27.0,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,
06/30/1997,-212.0,92.0,76.0,,-398.0,,,-398.0,18.0,,,,,,-29.0,,-29.0,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,
09/30/1997,747.0,101.0,31.0,,595.0,,,595.0,20.0,,,,,,-28.0,,-28.0,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,
12/31/1997,-338.0,101.0,100.0,,-440.0,,,-440.0,-99.0,,,,,-74.0,-74.0,,-74.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,-412.0,,,
03/31/1998,645.0,106.0,90.0,,373.0,,,373.0,76.0,,,,,-2747.0,-77.0,0.0,-77.0,199.0,2319.0,,,,-2120.0,,,,-2733.0,,,,,,,,-136.0,945.0,-21.0,2259.0,,,,,-9.0,7.0,-16.0,-1284.0,0.0,,-1157.0,17.0,306.0,
06/30/1998,-52.0,109.0,83.0,,-227.0,,,-227.0,-17.0,,,,,-156.0,-156.0,,-156.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,-208.0,42.0,372.0,
09/30/1998,102.0,111.0,101.0,,54.0,,,54.0,-164.0,,,,,-12924.0,-200.0,,-200.0,718.0,7877.0,,,,-7159.0,,,,-12704.0,,,,,,,,-738.0,11928.0,-61.0,9023.0,,,,,-71.0,17.0,-88.0,3037.0,0.0,,-894.0,35.0,413.0,
12/31/1998,155.0,110.0,71.0,,-1.0,,,-1.0,-25.0,,,,,,-25.0,,-25.0,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,13.0,402.0,
03/31/1999,-92.0,121.0,88.0,,-104.0,,,-104.0,-197.0,,,,,-2499.0,-55.0,0.0,-55.0,-1266.0,2215.0,,,,-3481.0,,,,-1158.0,,,,,,,,-20.0,2604.0,-23.0,2112.0,,,,,-11.0,10.0,-21.0,526.0,0.0,,13.0,,,
06/30/1999,8.0,124.0,76.0,,5.0,,,5.0,-197.0,,,,,-2796.0,-34.0,0.0,-34.0,-2144.0,2110.0,,,,-4254.0,,,,-632.0,,,,,,,,14.0,3201.0,-25.0,-1464.0,,,,,-27.0,0.0,-27.0,4717.0,0.0,,413.0,30.0,407.0,
09/30/1999,250.0,126.0,89.0,,-184.0,,,-184.0,219.0,,,,,-1963.0,-59.0,0.0,-59.0,-1305.0,1312.0,,,,-2617.0,,,,-428.0,,,,,,,,-171.0,1495.0,-22.0,2413.0,,,,,-67.0,10.0,-77.0,-829.0,0.0,,-218.0,,,
12/31/1999,29.0,249.0,88.0,,-32.0,,,-32.0,-276.0,,,,,-5884.0,-51.0,0.0,-51.0,-402.0,6301.0,,,,-6703.0,,,,-6651.0,,,,,,,,1220.0,7212.0,-23.0,3945.0,,,,,-20.0,18.0,-38.0,3310.0,0.0,,1357.0,72.0,485.0,
03/31/2000,-130.0,150.0,67.0,,-242.0,,,-242.0,-105.0,,,,,-584.0,-25.0,0.0,-25.0,-1644.0,712.0,,,,-2356.0,,,,1445.0,,,,,,,,-360.0,-106.0,-26.0,-2095.0,,,,,6.0,22.0,-16.0,2009.0,0.0,,-820.0,,,
06/30/2000,5.0,148.0,58.0,,233.0,,,233.0,-434.0,,,,,-3188.0,-17.0,0.0,-17.0,829.0,2261.0,,,,-1432.0,,,,-3842.0,,,,,,,,-158.0,3579.0,-25.0,2381.0,,,,,7.0,28.0,-21.0,1216.0,0.0,,396.0,,,
09/30/2000,525.0,150.0,74.0,,-133.0,,,-133.0,434.0,,,,,-1953.0,-55.0,0.0,-55.0,632.0,1485.0,,,,-853.0,,,,-2276.0,,,,,,,,-254.0,188.0,-28.0,649.0,,,,,-2.0,22.0,-24.0,-431.0,0.0,,-1240.0,,,
12/31/2000,240.0,147.0,184.0,,22.0,,,22.0,-113.0,,,,,-3374.0,-150.0,0.0,-150.0,1256.0,3290.0,,,,-2034.0,,,,-4263.0,,,,,,,,-217.0,3486.0,-27.0,2521.0,,,,,-6.0,17.0,-23.0,998.0,0.0,,352.0,132.0,2300.0,
03/31/2001,-531.0,121.0,90.0,,-425.0,,,-425.0,-317.0,,,,,2117.0,-44.0,0.0,-44.0,-2929.0,3613.0,,,,-6542.0,,,,5398.0,,,,,,,,-308.0,-2101.0,-31.0,-2040.0,,,,,-11.0,10.0,-21.0,-19.0,0.0,,-515.0,,,
06/30/2001,-83.0,167.0,47.0,,-8.0,,,-8.0,-289.0,,,,,-3124.0,-77.0,0.0,-77.0,-389.0,5887.0,,,,-6276.0,,,,-2305.0,,,,,,,,-353.0,3645.0,-31.0,1248.0,,,,,-3.0,18.0,-21.0,2431.0,0.0,,438.0,,,
09/30/2001,1371.0,170.0,111.0,,646.0,,,646.0,444.0,,,,,-2827.0,-86.0,0.0,-86.0,-604.0,3862.0,,,,-4466.0,,,,-1760.0,,,,,,,,-377.0,1481.0,-32.0,-1982.0,,,,,-85.0,8.0,-93.0,3580.0,0.0,,25.0,,,
12/31/2001,-156.0,171.0,150.0,,-587.0,,,-587.0,110.0,,,,,1949.0,-104.0,0.0,-104.0,-2842.0,3280.0,,,,-6122.0,,,,4980.0,,,,,,,,-85.0,-2377.0,-33.0,3115.0,,,,,-89.0,0.0,-89.0,-5370.0,0.0,,-584.0,,,
03/31/2002,203.0,178.0,236.0,,-151.0,,,-151.0,-60.0,,,,,-4582.0,-73.0,0.0,-73.0,26.0,4398.0,,,,-4372.0,,,,-4526.0,,,,,,,,-9.0,3525.0,-36.0,-796.0,,,,,49.0,49.0,0.0,4308.0,0.0,,-854.0,,,
06/30/2002,178.0,178.0,151.0,,-243.0,,,-243.0,92.0,,,,,-3686.0,-77.0,0.0,-77.0,808.0,3132.0,,,,-2324.0,,,,-4410.0,,,,,,,,-7.0,4671.0,-35.0,646.0,,,,,-54.0,16.0,-70.0,4114.0,0.0,,1163.0,,,
09/30/2002,189.0,182.0,112.0,,96.0,,,96.0,-201.0,,,,,1140.0,-63.0,0.0,-63.0,-710.0,8114.0,,,,-8824.0,,,,2003.0,,,,,,,,-90.0,-1661.0,-39.0,2156.0,,,,,9.0,14.0,-5.0,-3787.0,0.0,,-332.0,,,
12/31/2002,432.0,477.0,193.0,,-327.0,,,-327.0,89.0,,,,,-6896.0,-59.0,0.0,-59.0,-7298.0,11279.0,,,,-18577.0,,,,-171.0,,,,,,,,632.0,6197.0,-39.0,3934.0,,,,,19.0,19.0,0.0,2283.0,0.0,,-267.0,,,
03/31/2003,-512.0,96.0,190.0,,-466.0,,,-466.0,-332.0,,,,,6461.0,-98.0,0.0,-98.0,-585.0,13478.0,,,,-14063.0,,,,8232.0,,,,,,,,-1088.0,-5729.0,-43.0,1110.0,,,,,267.0,267.0,0.0,-7063.0,0.0,,220.0,,,
06/30/2003,845.0,-23.0,42.0,,-46.0,,,-46.0,872.0,,,,,250.0,-106.0,0.0,-106.0,-1091.0,9685.0,,,,-10776.0,,,,1479.0,,,,,,,,-32.0,2904.0,-43.0,-7056.0,,,,,52.0,54.0,-2.0,9951.0,0.0,,3999.0,,,
09/30/2003,139.0,202.0,193.0,,359.0,,,359.0,-615.0,,,,,-1524.0,-25.0,0.0,-25.0,-4013.0,7777.0,,,,-11790.0,,,,2630.0,,,,,,,,-116.0,-2504.0,-46.0,2738.0,,,,,22.0,23.0,-1.0,-5218.0,0.0,,-3889.0,,,
12/31/2003,1045.0,447.0,276.0,,-332.0,,,-332.0,654.0,,,,,-2247.0,-68.0,0.0,-68.0,-3479.0,8131.0,,,,-11610.0,,,,999.0,,,,,,,,301.0,2887.0,-47.0,-247.0,,,,,32.0,32.0,0.0,3149.0,0.0,,1685.0,,,
03/31/2004,361.0,217.0,195.0,,-109.0,,,-109.0,58.0,,,,,-7310.0,-101.0,0.0,-101.0,3638.0,7037.0,,,,-3399.0,,,,-10814.0,,,,,,,,-33.0,5952.0,-50.0,-22.0,,,,,29.0,29.0,0.0,5995.0,0.0,,-997.0,,,
06/30/2004,1122.0,220.0,165.0,,838.0,,,838.0,-101.0,,,,,-1468.0,-67.0,0.0,-67.0,-1848.0,5446.0,,,,-7294.0,,,,524.0,,,,,,,,-77.0,1555.0,-51.0,-240.0,,,,,13.0,15.0,-2.0,1833.0,0.0,,1209.0,,,
09/30/2004,-7.0,177.0,176.0,,-135.0,,,-135.0,-225.0,,,,,-3136.0,-87.0,0.0,-87.0,-679.0,5517.0,,,,-6196.0,,,,-2377.0,,,,,,,,7.0,5607.0,-53.0,3071.0,,,,,19.0,19.0,0.0,2570.0,0.0,,2470.0,,,
03/31/2005,542.0,226.0,149.0,,-57.0,,,-57.0,224.0,,,,,-4280.0,-85.0,0.0,-85.0,-9084.0,4890.0,,,,-13974.0,,,,4900.0,,,,,,,,-11.0,4629.0,-57.0,1615.0,,,,,-118.0,12.0,-130.0,3189.0,0.0,,891.0,,,
06/30/2005,1001.0,220.0,117.0,,948.0,,,948.0,-284.0,,,,,-1507.0,-68.0,0.0,-68.0,-7365.0,7468.0,,,,-14833.0,,,,5914.0,,,,,,,,12.0,4046.0,-55.0,424.0,,,,,-62.0,40.0,-102.0,3739.0,0.0,,3540.0,,,
09/30/2005,1830.0,143.0,79.0,,859.0,,,859.0,749.0,,,,,-6358.0,-83.0,0.0,-83.0,-3973.0,7343.0,,,,-11316.0,,,,-2266.0,,,,,,,,-36.0,696.0,-61.0,-572.0,,,,,-62.0,87.0,-149.0,1391.0,0.0,,-3832.0,,,
12/31/2005,2483.0,838.0,499.0,,1165.0,,,1165.0,-19.0,,,,,-5952.0,-314.0,0.0,-314.0,-22821.0,26560.0,,,,-49381.0,,,,17207.0,,,,,,,,-24.0,4118.0,-232.0,-116.0,,,,,-433.0,231.0,-664.0,4554.0,345.0,,649.0,331.0,1965.0,
03/31/2006,242.0,292.0,108.0,,143.0,,,143.0,-301.0,,,,,-4593.0,-110.0,0.0,-110.0,-448.0,6850.0,,,,-7298.0,,,,-4045.0,,,,,,,,10.0,5072.0,-63.0,3064.0,,,,,-83.0,100.0,-183.0,2154.0,0.0,,721.0,,,
06/30/2006,229.0,519.0,237.0,,-349.0,,,-349.0,-178.0,,,,,-1103.0,-177.0,0.0,-177.0,-192.0,12488.0,,,,-12680.0,,,,-674.0,,,,,,,,-60.0,2770.0,-127.0,-771.0,,,,,-243.0,125.0,-368.0,3911.0,0.0,,1896.0,,,
09/30/2006,-62.0,278.0,83.0,,-292.0,,,-292.0,-131.0,,,,,-9089.0,-86.0,0.0,-86.0,-4205.0,4332.0,,,,-8537.0,,,,-4777.0,,,,,,,,-21.0,8053.0,-66.0,8206.0,,,,,19.0,19.0,0.0,-106.0,0.0,,-1098.0,,,
12/31/2006,981.0,1106.0,385.0,,-331.0,,,-331.0,-179.0,,,,,-6191.0,-310.0,,-310.0,-3403.0,21763.0,,,,-25166.0,,,,-2424.0,,,,,,,,-54.0,4894.0,-259.0,-669.0,,,,,-175.0,193.0,-368.0,5997.0,0.0,,-316.0,533.0,3177.0,
03/31/2007,-183.0,314.0,190.0,,-447.0,,,-447.0,-240.0,,,,,-1708.0,-147.0,0.0,-147.0,-2793.0,5821.0,,,,-8614.0,,,,1807.0,,,,,,,,-575.0,2821.0,-70.0,1871.0,,,,,68.0,68.0,0.0,952.0,0.0,,930.0,,,
06/30/2007,280.0,366.0,14.0,,-276.0,,,-276.0,176.0,,,,,59.0,-84.0,0.0,-84.0,511.0,7278.0,,,,-6767.0,,,,-380.0,,,,,,,,12.0,1214.0,-70.0,-5190.0,,,,,38.0,38.0,0.0,6436.0,0.0,,1553.0,,,
09/30/2007,680.0,358.0,156.0,,622.0,,,622.0,-456.0,,,,,-3450.0,-116.0,0.0,-116.0,-805.0,8265.0,,,,-9070.0,,,,-2372.0,,,,,,,,-157.0,2529.0,-76.0,-5012.0,,,,,-984.0,18.0,-1002.0,8601.0,0.0,,-241.0,,,
12/31/2007,2162.0,223.0,-230.0,,1454.0,,,1454.0,715.0,,,,,-6293.0,-129.0,0.0,-129.0,2310.0,5976.0,,,,-3666.0,,,,-8450.0,,,,,,,,-24.0,4254.0,-85.0,1492.0,,,,,61.0,61.0,0.0,2786.0,0.0,,123.0,,3403.0,
03/31/2008,-1876.0,530.0,172.0,,-2123.0,,,-2123.0,-455.0,,,,,-6332.0,-158.0,0.0,-158.0,409.0,7277.0,,,,-6868.0,,,,-6659.0,,,,,,,,76.0,9824.0,-89.0,897.0,,,,,103.0,103.0,0.0,8913.0,0.0,,1616.0,,,
06/30/2008,1266.0,548.0,159.0,,289.0,,,289.0,270.0,,,,,1412.0,-126.0,0.0,-126.0,723.0,8678.0,,,,-7955.0,,,,638.0,,,,,,,,177.0,-4440.0,-90.0,339.0,,,,,2770.0,2770.0,0.0,-7459.0,0.0,,-1762.0,,,
09/30/2008,-2837.0,477.0,132.0,,2575.0,,,2575.0,-6021.0,,,,,-75873.0,-114.0,0.0,-114.0,-2876.0,10500.0,,,,-13376.0,,,,3960.0,,,,,,,,-76843.0,132386.0,-103.0,78856.0,,,,,12.0,12.0,0.0,53621.0,0.0,,53676.0,,,
12/31/2008,1491.0,87.0,,,-4451.0,,,-4451.0,5517.0,,,,,51223.0,-283.0,0.0,-283.0,-675.0,13474.0,,,,-14149.0,,,,-18831.0,,,,,,,,71012.0,-107104.0,-117.0,-70341.0,,,,,1378.0,1378.0,0.0,-38647.0,623.0,,-54390.0,1118.0,2302.0,
03/31/2009,-2735.0,476.0,,84.0,1063.0,-16.0,,1079.0,-4358.0,-4358.0,,,0.0,29257.0,-140.0,0.0,-140.0,6643.0,16785.0,6106.0,10679.0,0.0,-10142.0,-100.0,-9992.0,-50.0,22704.0,1533.0,21171.0,0.0,0.0,0.0,0.0,0.0,50.0,-26164.0,-124.0,2266.0,-1657.0,0.0,3938.0,-15.0,3.0,3.0,0.0,-28309.0,0.0,0.0,358.0,,,
06/30/2009,-2271.0,-3182.0,,,-3834.0,-26.0,,-3808.0,4745.0,4745.0,,,0.0,7058.0,-209.0,0.0,-209.0,4900.0,13928.0,1234.0,12694.0,0.0,-9028.0,-164.0,-8804.0,-60.0,2113.0,-2582.0,4695.0,0.0,0.0,0.0,0.0,0.0,254.0,-4282.0,-35.0,-6162.0,-6656.0,0.0,497.0,-3.0,254.0,254.0,0.0,1661.0,0.0,0.0,505.0,,,
09/30/2009,348.0,327.0,,,44.0,-42.0,,86.0,-23.0,-23.0,,,0.0,-5886.0,178.0,,,-9847.0,15748.0,1510.0,14238.0,0.0,-25595.0,-113.0,-25382.0,-100.0,3720.0,1155.0,2565.0,0.0,0.0,0.0,0.0,0.0,63.0,6521.0,-5.0,388.0,397.0,0.0,0.0,-9.0,-53.0,7.0,-60.0,6191.0,0.0,0.0,983.0,,,
12/31/2009,424.0,498.0,,35.0,-111.0,-57.0,,-54.0,2.0,2.0,,,0.0,1203.0,-154.0,0.0,-154.0,561.0,16417.0,1759.0,14658.0,0.0,-15856.0,-1223.0,-14602.0,-31.0,733.0,694.0,39.0,0.0,0.0,0.0,0.0,0.0,63.0,-3978.0,-4.0,-2291.0,-2289.0,0.0,0.0,-2.0,1.0,1.0,0.0,-1684.0,0.0,0.0,-2351.0,,,
03/31/2010,1803.0,495.0,34.0,15.0,475.0,-95.0,109.0,461.0,784.0,1.0,,783.0,0.0,2887.0,-25.0,0.0,-25.0,1551.0,18282.0,1185.0,17097.0,0.0,-16731.0,-178.0,-16528.0,-25.0,1258.0,-1578.0,2836.0,0.0,0.0,0.0,0.0,0.0,103.0,-5234.0,-5.0,-5503.0,-5480.0,0.0,0.0,-23.0,0.0,0.0,0.0,274.0,0.0,0.0,-544.0,,,
06/30/2010,1624.0,432.0,46.0,10.0,2204.0,50.0,16.0,2138.0,-1068.0,-56.0,,-1012.0,0.0,-3905.0,-54.0,0.0,-54.0,-5376.0,18914.0,1557.0,17357.0,0.0,-24290.0,,,,3567.0,432.0,3135.0,0.0,-2240.0,0.0,-2240.0,0.0,198.0,5521.0,-5.0,150.0,460.0,0.0,0.0,-310.0,-31.0,8.0,-39.0,5407.0,0.0,0.0,3240.0,,,
09/30/2010,-2384.0,546.0,52.0,1.0,-2948.0,-17.0,84.0,-3015.0,-35.0,-1143.0,,1108.0,0.0,-4984.0,-78.0,0.0,-78.0,2499.0,11442.0,1481.0,9961.0,0.0,-8943.0,-44.0,-8823.0,-76.0,-7424.0,-1971.0,-5453.0,0.0,-6.0,0.0,-6.0,0.0,25.0,6665.0,-5.0,-2620.0,-2618.0,0.0,0.0,-2.0,-1.0,0.0,-1.0,9291.0,0.0,0.0,-703.0,,,
12/31/2010,-169.0,83.0,,,323.0,348.0,,-25.0,-575.0,1561.0,,-2136.0,0.0,9194.0,-105.0,0.0,-105.0,4212.0,20273.0,,,,-16061.0,0.0,-16042.0,-19.0,5136.0,1797.0,3339.0,0.0,-86.0,0.0,-86.0,0.0,37.0,-10297.0,-5.0,-3601.0,-3595.0,0.0,0.0,-6.0,-2.0,2.0,-4.0,-6689.0,0.0,0.0,-1272.0,,,
03/31/2011,153.0,471.0,49.0,-1.0,-577.0,7.0,10.0,-594.0,211.0,87.0,-117.0,241.0,0.0,-5594.0,-89.0,0.0,-89.0,-7592.0,11893.0,629.0,11264.0,0.0,-19485.0,-452.0,-19008.0,-25.0,2150.0,-775.0,2925.0,0.0,-77.0,0.0,-77.0,0.0,14.0,4767.0,-5.0,-4770.0,-5744.0,0.0,1986.0,-1012.0,473.0,530.0,-57.0,9069.0,0.0,0.0,-674.0,,,
06/30/2011,-2214.0,513.0,50.0,,234.0,-27.0,-25.0,286.0,-3011.0,-816.0,-21.0,-2174.0,0.0,-13808.0,-103.0,0.0,-103.0,-2921.0,18979.0,,,,-21900.0,0.0,-21862.0,-38.0,-10964.0,-379.0,-10585.0,0.0,0.0,0.0,0.0,0.0,180.0,17957.0,-98.0,279.0,285.0,0.0,0.0,-6.0,-219.0,7.0,-226.0,17995.0,0.0,0.0,1935.0,,,
09/30/2011,2286.0,555.0,50.0,,170.0,-5.0,-81.0,256.0,1511.0,217.0,-61.0,1355.0,0.0,-9921.0,-17.0,0.0,-17.0,-1372.0,16668.0,,,,-18040.0,-3.0,-18031.0,-6.0,-8618.0,1102.0,-9720.0,0.0,0.0,0.0,0.0,0.0,86.0,12550.0,-96.0,3281.0,4737.0,0.0,0.0,-1456.0,-224.0,3.0,-227.0,9589.0,0.0,0.0,4915.0,,,
12/31/2011,3149.0,381.0,419.0,,867.0,-42.0,314.0,595.0,1482.0,-112.0,,1594.0,0.0,-24572.0,-89.0,0.0,-89.0,-2654.0,17195.0,874.0,16321.0,0.0,-19849.0,-2.0,-19847.0,0.0,-21699.0,1690.0,-23389.0,0.0,-137.0,0.0,-137.0,0.0,7.0,14129.0,-96.0,-7845.0,-7833.0,0.0,0.0,-12.0,-219.0,9.0,-228.0,22289.0,0.0,0.0,-7294.0,,,
03/31/2012,623.0,427.0,51.0,,583.0,-11.0,78.0,516.0,-438.0,-32.0,-144.0,-262.0,0.0,26783.0,-85.0,0.0,-85.0,-2255.0,12642.0,765.0,11877.0,0.0,-14897.0,-2.0,-14884.0,-11.0,29097.0,-2230.0,31327.0,0.0,0.0,0.0,0.0,0.0,26.0,-28216.0,-95.0,-1183.0,-1177.0,0.0,0.0,-6.0,169.0,238.0,-69.0,-27107.0,0.0,0.0,-810.0,,,
06/30/2012,-2072.0,490.0,48.0,-1.0,-108.0,27.0,-133.0,-2.0,-2501.0,138.0,52.0,-2691.0,0.0,-5693.0,-58.0,0.0,-58.0,-885.0,12974.0,,,,-13859.0,,,,-4793.0,-108.0,-4685.0,0.0,0.0,0.0,0.0,0.0,43.0,12470.0,-124.0,-295.0,1461.0,0.0,0.0,-1756.0,-702.0,0.0,-702.0,13591.0,0.0,0.0,4705.0,,,
09/30/2012,2849.0,674.0,46.0,0.0,-227.0,-18.0,11.0,-220.0,2356.0,-10.0,-19.0,2385.0,0.0,-3811.0,-111.0,0.0,-111.0,-1474.0,14201.0,12443.0,1758.0,0.0,-15675.0,-2.0,-15604.0,-69.0,-2262.0,-1704.0,-558.0,0.0,0.0,0.0,0.0,0.0,36.0,1306.0,-122.0,-1501.0,-1495.0,0.0,0.0,-6.0,411.0,910.0,-499.0,2518.0,0.0,0.0,344.0,,,
